年,月,団地種別,団地名,世帯数（世帯）,男（人）,女（人）
2020,9,東京都住宅供給公社,森野住宅（森野1丁目）,422,303,369
2020,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,866,648,640
2020,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,761,563,517
2020,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4422,3450,3561
2020,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,871,596,615
2020,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2227,1663,1725
2020,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,123
2020,9,都市再生機構,藤の台団地(藤の台1・2・3丁目),2817,2294,2483
2020,9,都市再生機構,山崎団地(山崎町）,3510,2781,3240
2020,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2475,1958,2335
2020,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1415,1496,1622
2020,10,東京都住宅供給公社,森野住宅（森野1丁目）,422,304,365
2020,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,864,646,637
2020,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,762,561,516
2020,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4416,3432,3555
2020,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,881,601,616
2020,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2227,1661,1717
2020,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,123
2020,10,都市再生機構,藤の台団地(藤の台1・2・3丁目),2803,2281,2474
2020,10,都市再生機構,山崎団地(山崎町）,3510,2776,3234
2020,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2470,1953,2322
2020,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1414,1499,1620
2020,11,東京都住宅供給公社,森野住宅（森野1丁目）,424,302,367
2020,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,861,645,632
2020,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,757,559,511
2020,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4409,3424,3542
2020,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,597,612
2020,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2224,1654,1712
2020,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,135,103,124
2020,11,都市再生機構,藤の台団地(藤の台1・2・3丁目),2812,2278,2470
2020,11,都市再生機構,山崎団地(山崎町）,3498,2759,3218
2020,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2478,1950,2327
2020,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1418,1499,1625
2020,12,東京都住宅供給公社,森野住宅（森野1丁目）,418,294,365
2020,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,866,646,635
2020,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,752,553,506
2020,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4406,3418,3540
2020,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,881,602,611
2020,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2221,1645,1706
2020,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,124
2020,12,都市再生機構,藤の台団地(藤の台1・2・3丁目),2816,2278,2460
2020,12,都市再生機構,山崎団地(山崎町）,3493,2751,3208
2020,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2467,1936,2310
2020,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1421,1500,1623
2021,1,東京都住宅供給公社,森野住宅（森野1丁目）,419,295,368
2021,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,865,645,632
2021,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,750,551,505
2021,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4403,3412,3531
2021,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,603,608
2021,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2228,1648,1711
2021,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,121
2021,1,都市再生機構,藤の台団地(藤の台1・2・3丁目),2820,2283,2457
2021,1,都市再生機構,山崎団地(山崎町）,3489,2743,3203
2021,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2455,1928,2301
2021,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1426,1498,1622
2021,2,東京都住宅供給公社,森野住宅（森野1丁目）,420,294,367
2021,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,870,648,636
2021,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,750,551,505
2021,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4387,3395,3508
2021,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,886,604,611
2021,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2231,1644,1707
2021,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,105,122
2021,2,都市再生機構,藤の台団地(藤の台1・2・3丁目),2825,2277,2460
2021,2,都市再生機構,山崎団地(山崎町）,3476,2738,3191
2021,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2448,1917,2296
2021,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1427,1500,1619
2021,3,東京都住宅供給公社,森野住宅（森野1丁目）,421,292,365
2021,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,650,639
2021,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,748,547,504
2021,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4384,3386,3504
2021,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,602,611
2021,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2238,1648,1708
2021,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,105,122
2021,3,都市再生機構,藤の台団地(藤の台1・2・3丁目),2816,2263,2457
2021,3,都市再生機構,山崎団地(山崎町）,3479,2732,3192
2021,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2447,1908,2298
2021,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1427,1494,1620
2021,4,東京都住宅供給公社,森野住宅（森野1丁目）,421,294,364
2021,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,876,650,639
2021,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,745,542,505
2021,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4373,3371,3487
2021,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,601,612
2021,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2232,1637,1701
2021,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,122
2021,4,都市再生機構,藤の台団地(藤の台1・2・3丁目),2824,2267,2467
2021,4,都市再生機構,山崎団地(山崎町）,3469,2713,3174
2021,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2447,1892,2301
2021,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1432,1495,1622
2021,5,東京都住宅供給公社,森野住宅（森野1丁目）,420,295,359
2021,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,877,653,635
2021,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,743,538,500
2021,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4369,3364,3488
2021,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,601,611
2021,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2230,1638,1694
2021,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,104,123
2021,5,都市再生機構,藤の台団地(藤の台1・2・3丁目),2835,2276,2472
2021,5,都市再生機構,山崎団地(山崎町）,3469,2709,3171
2021,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2447,1893,2292
2021,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1438,1500,1625
2021,6,東京都住宅供給公社,森野住宅（森野1丁目）,419,290,355
2021,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,650,632
2021,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,739,538,495
2021,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4364,3356,3483
2021,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,601,606
2021,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2230,1636,1690
2021,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,122
2021,6,都市再生機構,藤の台団地(藤の台1・2・3丁目),2825,2266,2464
2021,6,都市再生機構,山崎団地(山崎町）,3480,2706,3174
2021,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2452,1889,2305
2021,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1440,1501,1625
2021,7,東京都住宅供給公社,森野住宅（森野1丁目）,418,289,355
2021,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,871,647,629
2021,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,737,536,496
2021,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4356,3337,3465
2021,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,894,600,609
2021,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2221,1625,1679
2021,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,121
2021,7,都市再生機構,藤の台団地(藤の台1・2・3丁目),2832,2265,2467
2021,7,都市再生機構,山崎団地(山崎町）,3476,2708,3172
2021,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2446,1882,2305
2021,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1434,1493,1617
2021,8,東京都住宅供給公社,森野住宅（森野1丁目）,418,288,354
2021,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,870,641,626
2021,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,735,534,497
2021,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4351,3335,3455
2021,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,891,596,608
2021,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1619,1675
2021,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,104,121
2021,8,都市再生機構,藤の台団地(藤の台1・2・3丁目),2831,2266,2462
2021,8,都市再生機構,山崎団地(山崎町）,3477,2704,3180
2021,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2446,1880,2308
2021,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1440,1497,1617
2021,9,東京都住宅供給公社,森野住宅（森野1丁目）,418,287,354
2021,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,868,635,623
2021,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,732,532,497
2021,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4351,3327,3453
2021,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,891,591,610
2021,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1617,1673
2021,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,135,103,118
2021,9,都市再生機構,藤の台団地(藤の台1・2・3丁目),2834,2258,2463
2021,9,都市再生機構,山崎団地(山崎町）,3480,2705,3168
2021,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2440,1879,2300
2021,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1440,1494,1621
2021,10,東京都住宅供給公社,森野住宅（森野1丁目）,418,282,354
2021,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,867,631,625
2021,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,732,533,496
2021,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4355,3315,3443
2021,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,892,591,609
2021,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2210,1613,1666
2021,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,135,101,118
2021,10,都市再生機構,藤の台団地(藤の台1・2・3丁目),2831,2245,2460
2021,10,都市再生機構,山崎団地(山崎町）,3484,2710,3173
2021,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2424,1869,2291
2021,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1439,1489,1617
2021,11,東京都住宅供給公社,森野住宅（森野1丁目）,415,281,353
2021,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,870,635,624
2021,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,731,531,497
2021,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4351,3302,3435
2021,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,894,593,607
2021,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2205,1605,1659
2021,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,103,120
2021,11,都市再生機構,藤の台団地(藤の台1・2・3丁目),2845,2243,2465
2021,11,都市再生機構,山崎団地(山崎町）,3474,2702,3168
2021,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2422,1870,2285
2021,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1439,1492,1617
2021,12,東京都住宅供給公社,森野住宅（森野1丁目）,415,279,353
2021,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,634,629
2021,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,729,527,492
2021,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4334,3286,3407
2021,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,902,593,613
2021,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2202,1603,1655
2021,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,102,120
2021,12,都市再生機構,藤の台団地(藤の台1・2・3丁目),2843,2244,2460
2021,12,都市再生機構,山崎団地(山崎町）,3464,2692,3152
2021,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2432,1872,2287
2021,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1436,1490,1609
2022,1,東京都住宅供給公社,森野住宅（森野1丁目）,412,275,350
2022,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,878,633,630
2022,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,728,524,491
2022,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4342,3283,3400
2022,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,899,589,609
2022,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2197,1600,1646
2022,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,102,125
2022,1,都市再生機構,藤の台団地(藤の台1・2・3丁目),2840,2249,2453
2022,1,都市再生機構,山崎団地(山崎町）,3451,2681,3128
2022,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2433,1868,2283
2022,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1439,1495,1614
2022,2,東京都住宅供給公社,森野住宅（森野1丁目）,413,274,349
2022,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,876,633,628
2022,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,730,523,492
2022,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4335,3280,3392
2022,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,900,589,612
2022,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2190,1594,1637
2022,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,102,124
2022,2,都市再生機構,藤の台団地(藤の台1・2・3丁目),2834,2236,2441
2022,2,都市再生機構,山崎団地(山崎町）,3453,2684,3135
2022,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2434,1861,2282
2022,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1441,1491,1616
2022,3,東京都住宅供給公社,森野住宅（森野1丁目）,420,276,354
2022,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,874,632,625
2022,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,733,527,491
2022,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4327,3273,3381
2022,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,898,587,610
2022,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2183,1582,1635
2022,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,102,124
2022,3,都市再生機構,藤の台団地(藤の台1・2・3丁目),2829,2229,2433
2022,3,都市再生機構,山崎団地(山崎町）,3455,2674,3133
2022,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2432,1860,2280
2022,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1440,1491,1614
2022,4,東京都住宅供給公社,森野住宅（森野1丁目）,418,275,348
2022,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,873,627,623
2022,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,733,526,493
2022,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4328,3272,3372
2022,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,893,583,612
2022,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2184,1576,1637
2022,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,103,123
2022,4,都市再生機構,藤の台団地(藤の台1・2・3丁目),2831,2224,2429
2022,4,都市再生機構,山崎団地(山崎町）,3469,2672,3137
2022,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2424,1852,2272
2022,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1442,1487,1617
2022,5,東京都住宅供給公社,森野住宅（森野1丁目）,418,278,348
2022,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,869,624,619
2022,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,729,523,487
2022,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4326,3268,3367
2022,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,583,610
2022,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2184,1577,1629
2022,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,104,125
2022,5,都市再生機構,藤の台団地(藤の台1・2・3丁目),2835,2227,2422
2022,5,都市再生機構,山崎団地(山崎町）,3468,2673,3134
2022,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2419,1845,2262
2022,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1438,1481,1610
2022,6,東京都住宅供給公社,森野住宅（森野1丁目）,413,277,342
2022,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,865,618,609
2022,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,726,519,488
2022,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4324,3258,3359
2022,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,583,613
2022,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2182,1569,1631
2022,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,102,124
2022,6,都市再生機構,藤の台団地(藤の台1・2・3丁目),2837,2221,2414
2022,6,都市再生機構,山崎団地(山崎町）,3474,2678,3129
2022,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2419,1846,2261
2022,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1438,1476,1612
2022,7,東京都住宅供給公社,森野住宅（森野1丁目）,414,280,346
2022,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,869,621,619
2022,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,726,518,487
2022,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4316,3248,3356
2022,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,891,586,611
2022,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2179,1563,1623
2022,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,102,125
2022,7,都市再生機構,藤の台団地(藤の台1・2・3丁目),2836,2224,2413
2022,7,都市再生機構,山崎団地(山崎町）,3465,2676,3106
2022,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2416,1838,2260
2022,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1432,1476,1608
2022,8,東京都住宅供給公社,森野住宅（森野1丁目）,407,274,339
2022,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,864,616,614
2022,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,730,520,495
2022,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4319,3247,3355
2022,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,892,586,612
2022,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2171,1554,1617
2022,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,101,125
2022,8,都市再生機構,藤の台団地(藤の台1・2・3丁目),2840,2214,2430
2022,8,都市再生機構,山崎団地(山崎町）,3464,2673,3115
2022,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2411,1831,2252
2022,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1438,1481,1607
2022,9,東京都住宅供給公社,森野住宅（森野1丁目）,409,275,344
2022,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,863,613,613
2022,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,728,516,498
2022,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4312,3234,3344
2022,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,892,584,611
2022,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2171,1555,1613
2022,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,101,125
2022,9,都市再生機構,藤の台団地(藤の台1・2・3丁目),2844,2216,2433
2022,9,都市再生機構,山崎団地(山崎町）,3464,2667,3116
2022,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2415,1833,2245
2022,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1444,1482,1609
2022,10,東京都住宅供給公社,森野住宅（森野1丁目）,412,275,346
2022,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,862,613,609
2022,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,724,515,494
2022,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4311,3228,3342
2022,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,898,587,612
2022,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2171,1552,1613
2022,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,102,125
2022,10,都市再生機構,藤の台団地(藤の台1・2・3丁目),2843,2211,2432
2022,10,都市再生機構,山崎団地(山崎町）,3455,2662,3104
2022,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2426,1833,2245
2022,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1446,1479,1606
2022,11,東京都住宅供給公社,森野住宅（森野1丁目）,412,272,346
2022,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,859,609,609
2022,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,726,514,495
2022,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4310,3217,3332
2022,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,894,584,606
2022,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2437,1832,2250
2022,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,102,125
2022,11,都市再生機構,藤の台団地(藤の台1・2・3丁目),2843,2209,2426
2022,11,都市再生機構,山崎団地(山崎町）,3468,2663,3105
2022,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2437,1832,2250
2022,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1448,1480,1607
2022,12,東京都住宅供給公社,森野住宅（森野1丁目）,409,266,346
2022,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,857,604,604
2022,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,722,512,497
2022,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4305,3202,3332
2022,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,901,587,608
2022,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2176,1556,1611
2022,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,102,125
2022,12,都市再生機構,藤の台団地(藤の台1・2・3丁目),2847,2211,2425
2022,12,都市再生機構,山崎団地(山崎町）,3468,2660,3101
2022,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2441,1838,2249
2022,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1452,1481,1613
2023,1,東京都住宅供給公社,森野住宅（森野1丁目）,408,265,344
2023,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,855,602,600
2023,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,716,505,495
2023,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4298,3193,3331
2023,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,900,588,607
2023,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2172,1552,1609
2023,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,102,125
2023,1,都市再生機構,藤の台団地(藤の台1・2・3丁目),2842,2203,2425
2023,1,都市再生機構,山崎団地(山崎町）,3455,2648,3082
2023,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2436,1836,2245
2023,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1458,1483,1621
2023,2,東京都住宅供給公社,森野住宅（森野1丁目）,406,262,336
2023,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,859,602,599
2023,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,718,506,496
2023,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4297,3187,3331
2023,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,896,586,601
2023,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2166,1544,1602
2023,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,103,124
2023,2,都市再生機構,藤の台団地(藤の台1・2・3丁目),2833,2198,2413
2023,2,都市再生機構,山崎団地(山崎町）,3446,2634,3076
2023,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2431,1829,2233
2023,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1458,1477,1619
2023,3,東京都住宅供給公社,森野住宅（森野1丁目）,407,262,338
2023,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,857,596,597
2023,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂3丁目）,715,502,494
2023,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4290,3182,3322
2023,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,892,582,599
2023,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2166,1539,1606
2023,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,103,124
2023,3,都市再生機構,藤の台団地(藤の台1・2・3丁目),2841,2201,2423
2023,3,都市再生機構,山崎団地(山崎町）,3432,2614,3049
