年度,区分レベル１,区分レベル２,区分レベル３,区分レベル４,区分レベル５,金額
2015,01_資産の部,01_流動資産,02_収入未済,02_収入未済,02_収入未済,918
2015,01_資産の部,01_流動資産,03_不納欠損引当金,03_不納欠損引当金,03_不納欠損引当金,-126
2015,01_資産の部,01_流動資産,04_基金積立金(流動資産）,04_財政調整基金（流動資産）,04_財政調整基金（流動資産）,"6,247"
2015,01_資産の部,01_流動資産,04_基金積立金(流動資産）,05_減債基金（流動資産）,05_減債基金（流動資産）,"2,660"
2015,01_資産の部,01_流動資産,05_短期貸付金,06_短期貸付金,06_短期貸付金,"1,958"
2015,01_資産の部,01_流動資産,06_貸倒引当金,07_貸倒引当金,07_貸倒引当金,-12
2015,01_資産の部,01_流動資産,07_その他流動資産,08_その他流動資産,08_その他流動資産,1
2015,01_資産の部,01_流動資産,08_端数調整,09_端数調整,09_端数調整,3
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,10_建物(行政財産）,"25,907"
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,11_工作物（行政財産）,"3,371"
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,12_立木（行政財産）,6
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,13_船舶等（行政財産）,166
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,14_船舶（行政財産）,0
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,15_航空機（行政財産）,0
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,16_浮標等（行政財産）,7
2015,01_資産の部,02_固定資産,09_行政財産,10_有形固定資産(行政財産）,17_土地（行政財産）,"51,546"
2015,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,18_地上権（行政財産）,59
2015,01_資産の部,02_固定資産,09_行政財産,11_無形固定資産（行政財産）,19_その他無形固定資産（行政財産）,0
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,20_建物（普通財産）,"3,650"
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,21_工作物（普通財産）,699
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,22_立木（普通財産）,0
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,23_船舶等（普通財産）,1
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,24_船舶（普通財産）,0
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,25_航空機（普通財産）,0
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,26_浮標等（普通財産）,4
2015,01_資産の部,02_固定資産,10_普通財産,12_有形固定資産（普通財産）,27_土地（普通財産）,"6,329"
2015,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,28_地上権（普通財産）,11
2015,01_資産の部,02_固定資産,10_普通財産,13_無形固定資産（普通財産）,29_その他無形固定資産（普通財産）,89
2015,01_資産の部,02_固定資産,11_重要物品,14_重要物品,30_重要物品,818
2015,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,31_土地以外（インフラ）,"19,943"
2015,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,32_建物（インフラ）,0
2015,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,33_工作物（インフラ）,0
2015,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,34_浮標等（インフラ）,0
2015,01_資産の部,02_固定資産,12_インフラ資産,15_有形固定資産（インフラ）,35_土地（インフラ）,"123,022"
2015,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,36_地上権（インフラ）,140
2015,01_資産の部,02_固定資産,12_インフラ資産,16_無形固定資産（インフラ）,37_その他無形固定資産（インフラ）,0
2015,01_資産の部,02_固定資産,13_ソフトウェア,17_ソフトウェア,38_ソフトウェア,0
2015,01_資産の部,02_固定資産,14_リース資産,18_リース資産,39_リース資産,82
2015,01_資産の部,02_固定資産,15_建設仮勘定,19_建設仮勘定,40_建設仮勘定,"13,668"
2015,01_資産の部,02_固定資産,16_ソフトウェア仮勘定,20_ソフトウェア仮勘定,41_ソフトウェア仮勘定,0
2015,01_資産の部,02_固定資産,17_投資その他の資産,21_有価証券及出資金,42_有価証券及出資金,"7,374"
2015,01_資産の部,02_固定資産,17_投資その他の資産,22_有価証券,43_有価証券,0
2015,01_資産の部,02_固定資産,17_投資その他の資産,23_出資金及出捐金,44_出資金及出捐金,0
2015,01_資産の部,02_固定資産,17_投資その他の資産,24_投資損失引当金,45_投資損失引当金,0
2015,01_資産の部,02_固定資産,17_投資その他の資産,25_公営企業会計出資金,46_公営企業会計出資金,"19,847"
2015,01_資産の部,02_固定資産,17_投資その他の資産,26_長期貸付金,47_長期貸付金,"12,159"
2015,01_資産の部,02_固定資産,17_投資その他の資産,27_貸倒引当金,48_貸倒引当金,-38
2015,01_資産の部,02_固定資産,17_投資その他の資産,28_その他債権,49_その他債権,110
2015,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,50_減債基金（固定資産）,"10,538"
2015,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,51_特定目的基金（固定資産）,"16,425"
2015,01_資産の部,02_固定資産,17_投資その他の資産,29_基金積立金（固定資産）,52_定額運用基金（固定資産）,"2,860"
2015,01_資産の部,02_固定資産,17_投資その他の資産,30_その他投資等,53_その他投資等,"1,673"
2015,01_資産の部,02_固定資産,18_端数調整,31_端数調整,54_端数調整,13
2015,02_負債の部,03_流動負債,19_還付未済金,32_還付未済金,55_還付未済金,14
2015,02_負債の部,03_流動負債,20_都債（流動負債）,33_都債（流動負債）,56_都債（流動負債）,"3,430"
2015,02_負債の部,03_流動負債,21_短期借入金,34_他会計借入金（流動負債）,57_他会計借入金（流動負債）,0
2015,02_負債の部,03_流動負債,21_短期借入金,35_基金運用金（流動負債）,58_基金運用金（流動負債）,0
2015,02_負債の部,03_流動負債,21_短期借入金,36_その他短期借入金,59_その他短期借入金,4
2015,02_負債の部,03_流動負債,22_リース債務,37_リース債務（流動負債）,60_リース債務（流動負債）,6
2015,02_負債の部,03_流動負債,23_未払金,38_支払繰延,61_支払繰延,0
2015,02_負債の部,03_流動負債,23_未払金,39_未払保証債務,62_未払保証債務,0
2015,02_負債の部,03_流動負債,23_未払金,40_その他未払金,63_その他未払金,0
2015,02_負債の部,03_流動負債,24_賞与引当金,41_賞与引当金,64_賞与引当金,834
2015,02_負債の部,03_流動負債,25_その他流動負債,42_その他流動負債,65_その他流動負債,22
2015,02_負債の部,03_流動負債,26_端数調整,43_端数調整,66_端数調整,2
2015,02_負債の部,04_固定負債,27_都債（固定負債）,44_都債（固定負債）,67_都債（固定負債）,"59,060"
2015,02_負債の部,04_固定負債,28_長期借入金,45_他会計借入金（固定負債）,68_他会計借入金（固定負債）,91
2015,02_負債の部,04_固定負債,28_長期借入金,46_基金運用金（固定負債）,69_基金運用金（固定負債）,0
2015,02_負債の部,04_固定負債,28_長期借入金,47_その他長期借入金,70_その他長期借入金,3
2015,02_負債の部,04_固定負債,29_リース債務,48_リース債務（固定負債）,71_リース債務（固定負債）,37
2015,02_負債の部,04_固定負債,30_退職給与引当金,49_退職給与引当金,72_退職給与引当金,"10,090"
2015,02_負債の部,04_固定負債,31_その他引当金,50_その他引当金,73_その他引当金,0
2015,02_負債の部,04_固定負債,32_その他固定負債,51_預り保証金,74_預り保証金,0
2015,02_負債の部,04_固定負債,32_その他固定負債,52_その他固定負債,75_その他固定負債,59
2015,02_負債の部,04_固定負債,33_端数調整,53_端数調整,76_端数調整,2
2015,03_正味財産の部,05_正味財産,34_正味財産,54_正味財産,77_正味財産,"261,093"
