回答者(or No.),問１　お子さんとあなた（回答者）との関係は、以下のどれになりますか。お子さんからみた続き柄で、お答えください。,問１　５　その他,問２　あなたの年齢を教えてください。,問２　あなたの年齢を教えてください。,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答１）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答２）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答３）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答４）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答５）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答６）,問３　お子さんと同居しているご家族について教えてください。単身赴任しているご家族も含めてください。（複数回答７）,問３　３　祖父／人数,問３　４　祖母／人数,問３　５　兄／人数,問３　６　姉／人数,問３　７　弟／人数,問３　８　妹／人数,問３　９　その他の親戚／人数,問３　10　その他／人数,問４　現在のあなたの婚姻状況を教えてください。,問５　離婚相手と子どもの養育費の取り決めをしていますか。また、養育費を現在受け取っていますか。,問６　お子さんと同居しているご家族の中に、高齢であったり障がいがあったりするなど、介護が必要な方はいますか。,問７　お子さんが病気のときや、ご自身の用事のときなどに頼れる親族や友人などがいますか。,問８　両親の国籍／A　母親,問８　両親の国籍／B　父親,問９　両親の就労状況／A　母親,問９　両親の就労状況／B　父親,問９1　働いていない最も主な理由／A　母親,問９1　働いていない最も主な理由／B　父親,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親,問９3　平日の日中以外の勤務／A　母親（複数回答１）,問９3　平日の日中以外の勤務／A　母親（複数回答２）,問９3　平日の日中以外の勤務／A　母親（複数回答３）,問９3　平日の日中以外の勤務／A　母親（複数回答４）,問９3　平日の日中以外の勤務／A　母親（複数回答５）,問９3　平日の日中以外の勤務／A　母親　６　その他,問９3　平日の日中以外の勤務／B　父親（複数回答１）,問９3　平日の日中以外の勤務／B　父親（複数回答２）,問９3　平日の日中以外の勤務／B　父親（複数回答３）,問９3　平日の日中以外の勤務／B　父親（複数回答４）,問９3　平日の日中以外の勤務／B　父親（複数回答５）,問９3　平日の日中以外の勤務／B　父親（複数回答６）,問９3　平日の日中以外の勤務／B　父親　６　その他,問10　昨年１年間（2022年１月～12月）の収入（税込）／A　母親,問10　昨年１年間（2022年１月～12月）の収入（税込）／B　父親,問10　昨年１年間（2022年１月～12月）の収入（税込）／C　その他生計を一にする家族,問11　お子さんに、どの段階までの教育を受けさせたいと考えていますか,問111　問11で回答した理由を教えてください。（複数回答１）,問111　問11で回答した理由を教えてください。（複数回答２）,問111　問11で回答した理由を教えてください。（複数回答３）,問111　問11で回答した理由を教えてください。（複数回答４）,問111　問11で回答した理由を教えてください。（複数回答５）,問111　５　その他,問12　健康状態／①　あなた（回答者）,問12　健康状態／②　お子さん,問13　全体として、あなたは最近の生活に、どのくらい満足していますか。,問14　あなたのご家庭では、このお子さんのために就学援助費を受け取っていますか。,問141　受け取っていない理由を教えてください。,問141　７　その他,問15　あなたは、平日（お子さんの学校のある日）に毎日、朝ごはんを食べますか。,問16　A　お子さんの勉強をみる,問16　B　お子さんと外でからだを動かして遊ぶ（スポーツなど）,問16　C　お子さんと室内でゲーム等で遊ぶ（テレビゲーム・携帯ゲーム・将棋・トランプ・ボードゲームなど）,問16　D　お子さんと学校生活、ニュース、テレビ番組等の話をする,問16　E　お子さんと一緒に家事など（料理等）をする,問16　F　お子さんと一緒に買い物等外出をする,問17　A　海水浴・登山などに行く,問17　B　博物館・科学館・美術館などに行く,問17　C　キャンプやバーベキューなどに行く,問17　D　スポーツ観戦や映画・コンサートなどに行く,問17　E　遊園地やテーマパークなどに行く,問18　あなたは、お子さんの将来（夢・進路・職業等）について、お子さんと一緒に考えたり、話したりすることがありますか。,問19　買えなかったこと／①食料,問19　買えなかったこと／②衣類,問20　Ａ　電話料金,問20　Ｂ　電気料金,問20　Ｃ　ガス料金,問20　Ｄ　水道料金,問20　Ｅ　家賃,問20　Ｆ　住宅ローン,問20　Ｇ　その他の債務,問21　Ａ　毎月お小遣いを渡す,問21　Ｂ　毎年新しい洋服・靴を買う,問21　Ｃ　習い事(音楽、スポーツ、習字等)に通わせる,問21　Ｄ　学習塾に通わせる（または家庭教師に来てもらう）,問21　Ｅ　お誕生日のお祝いをする,問21　Ｆ　１年に１回くらい家族旅行に行く,問21　Ｇ　クリスマスのプレゼントや正月のお年玉をあげる,問21　Ｈ　子どもの学校行事などに親が参加する,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答１）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答２）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答３）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答４）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答５）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答６）,問22　次のもののうち、経済的理由のためにあなたの世帯にないものはありますか。（複数回答７）,問23　最後に通った学校／A　母親,問23　最後に通った学校／B　父親,問231　学校を卒業したか／A　母親,問231　学校を卒業したか／A　母親　3　その他,問231　学校を卒業したか／B　父親,問231　学校を卒業したか／B　父親　3　その他,問24　あなたが15歳前後当時の、あなたのご家庭の暮らしの状況について、最も近いものを教えてください。,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答１）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答２）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答３）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答４）,問25　あなたは、成人する前に以下のような体験をしたことがありますか。（複数回答５）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答１）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答２）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答３）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答４）,問26　あなたはお子さんをもってから、以下のような経験をしたことがありますか。（複数回答５）,問27　A　現在の受け取り方法（複数回答１）,問27　A　現在の受け取り方法（複数回答２）,問27　A　現在の受け取り方法（複数回答３）,問27　A　現在の受け取り方法（複数回答４）,問27　A　現在の受け取り方法（複数回答５）,問27　A　現在の受け取り方法（複数回答６）,問27　A　現在の受け取り方法（複数回答７）,問27　A　７　その他,問27　B　今後、受け取りたい方法（複数回答１）,問27　B　今後、受け取りたい方法（複数回答２）,問27　B　今後、受け取りたい方法（複数回答３）,問27　B　今後、受け取りたい方法（複数回答４）,問27　B　今後、受け取りたい方法（複数回答５）,問27　B　今後、受け取りたい方法（複数回答６）,問27　B　今後、受け取りたい方法（複数回答７）,問27　B　７　その他,問28　あなたは、本当に困ったときや悩みがあるとき、相談できる人（家族、友人、親戚、同僚など）がいますか。,問29　Ａ　市役所の窓口,問29　Ｂ　子ども家庭支援センター,問29　Ｃ　学校・保育所・幼稚園の先生、スクールカウンセラーなど,問29　Ｄ　民生委員・児童委員,問29　Ｅ　児童相談所,問29　Ｆ　ハローワーク,問29　Ｇ　上記以外の公的機関,問30　あなたは「子どもの権利条約」について知っていますか。,問31　あなたが狛江市に期待することなどがありましたら、ご自由にお書きください。,学年,生活困難度,世帯タイプ,生活困難度（統合）,世帯タイプ（統合）,問９2　１週間の平均労働時間／A　母親,問９2　１週間の平均労働時間／B　父親
18,2,,46,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,2,1,1,5,1,6,,,,,,,,,,6,,,,,,出張,1,11,,5,4,,,,,,4,3,2,2,4,,2,2,3,3,2,3,2,1,1,3,1,1,3,3,3,2,2,2,2,3,2,2,2,1,1,3,1,1,1,1,6,,,,,,,2,9,1,,1,,4,1,,,,,2,4,5,,,3,4,5,,,,,,4,5,6,,,,,,1,2,3,1,3,2,1,5,4,,1,3,1,2,1,,
19,2,,52,3,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,1,1,,,7,7,7,,,,,,7,,,,,,,7,12,,4,1,4,,,,,1,1,5,2,4,,1,2,4,1,1,2,3,1,4,1,1,1,2,4,4,2,2,2,2,3,2,3,1,1,1,1,1,1,1,1,8,,,,,,,6,2,1,,1,,3,8,,,,,4,,,,,2,3,4,,,,,,2,3,4,,,,,,1,2,1,1,2,2,2,2,3,小中学校の教員に対して充実させてほしいです。質の高い教員の確保はむずかしくなっていると感じます。それを補うため、先生がやるべき以外の事をする補助の人材を1クラスに1人配置する等、教員の負担を減らす事が、学習の質を落とさない為に必要だと思います。また、外部の人間を入れる事で学校独自のやり方を変え、本当に子どもの事を考えた方法をとる事ができるのではないでしょうか。子ども達のよりよい未来の為に、何ができるのかを常に考えていく事を期待します。,1,3,1,2,1,1,1
20,2,,,,2,3,4,,,,,2,3,4,,,,,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,13,4,2,,,,,,4,3,2,1,,,1,2,3,2,1,3,3,1,4,4,4,2,3,1,1,3,3,3,3,3,3,,3,3,1,3,1,3,3,1,1,2,6,,,,,8,,1,,,,3,8,,,,,7,,,,,6,,,,,,,,1,2,,,,,,,,1,1,1,,,,1,3,,1,,4,,2,,
21,2,,43,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,3,1,,,24,60,7,,,,,,6,,,,,,自宅で作業をしているので仕事の時間帯は決まっていない。,4,7,,4,2,,,,,,2,2,3,2,4,,4,1,2,3,1,4,3,4,4,4,1,4,2,4,4,2,2,2,2,3,3,2,1,1,1,1,1,2,1,1,8,,,,,,,6,8,1,,1,,4,8,,,,,7,,,,,3,4,5,6,,,,,3,4,5,6,,,,,1,1,2,2,2,2,2,2,4,・狛江市のHPの改善（見づらい、わかりづらい）　・ゴミ袋の形（サイズ感を）を以前のものと同じにしてほしい。（以前はたて長で、今は横に広い）　・もう小さい公園はいらない。（正直、とんぼ公園以外にあまり人がいないと思う。敷地があるのなら、施設をつくってほしい。（テニスコート、バスケットのコート、スケートボードやBMXができるようなパークなど）。,1,3,1,2,1,3,7
22,2,,46,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,5,1,2,,,40,,,,,,,2,4,5,,,,,,7,,4,1,2,3,,,,1,1,4,2,4,,1,1,4,3,1,3,2,1,3,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,6,8,1,,1,,2,8,,,,,7,,,,,2,4,6,,,,,,2,4,,,,,,,1,1,1,1,2,2,1,2,3,,1,3,1,2,1,,5
23,2,,47,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,2,1,1,1,1,,,40,45,7,,,,,,6,,,,,,月の半分休日出勤。,6,12,,4,2,,,,,,3,3,5,2,4,,1,1,3,2,1,2,3,3,1,3,1,1,2,4,4,2,2,2,2,2,3,3,2,1,1,2,1,1,1,1,8,,,,,,,8,3,1,,1,,2,8,,,,,7,,,,,1,2,3,4,5,6,,,1,2,3,4,5,6,7,,1,2,1,1,2,2,1,2,3,我が家は違いますが、貧困家庭に支援を手厚くしてほしいです。私自身、定期的にフードバンクに寄付していますが、寄付金控除できるようにしてほしいです。,1,3,1,2,1,5,5
24,2,,39,1,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,2,1,1,5,1,2,,,70,,,,,,,1,2,3,4,5,,,1,12,,4,1,2,,,,,3,2,4,2,4,,1,1,4,3,1,3,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,,,,,,,,8,8,1,,1,,2,8,,,,,4,,,,,1,3,4,5,,,,,1,3,4,5,,,,,1,2,1,1,2,2,2,2,2,,1,3,1,2,1,,8
25,2,,40,2,1,2,6,7,8,,,1,2,6,7,8,,,,,,1,1,1,,,1,,2,1,1,1,3,1,,,20,60,7,,,,,,7,,,,,,,3,9,,4,2,,,,,,1,1,3,2,5,,1,1,2,2,1,1,2,1,3,1,3,1,1,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,8,,,,,,,8,8,1,,1,,4,8,,,,,7,,,,,1,2,3,4,5,6,,,1,3,4,5,6,,,,1,2,2,2,2,2,2,2,3,,1,3,1,2,1,3,7
26,2,,42,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,2,2,2,3,4,,,20,35,4,,,,,,5,,,,,,,3,6,,5,,,,,,,1,,4,2,4,,1,4,2,1,2,4,3,4,4,1,1,1,2,4,4,2,2,2,2,2,,,1,1,1,2,1,2,1,1,2,4,5,6,7,,,7,4,1,,1,,3,2,,,,,7,,,,,4,6,,,,,,,,,,,,,,,1,,,,,1,,,,,1,3,1,2,1,3,4
27,2,,46,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,5,1,1,,,60,,,,,,,7,,,,,,,,12,,4,2,3,,,,,1,1,4,2,4,,1,1,2,2,1,2,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,,,,,,,6,8,1,,1,,2,8,,,,,7,,,,,2,4,5,,,,,,2,4,5,,,,,,1,2,2,2,2,2,1,,3,,1,3,1,2,1,,7
28,2,,43,2,2,,,,,,,2,,,,,,,,,,,,,,,1,,2,1,1,1,2,1,,,28,40,7,,,,,,7,,,,,,,,,,4,1,2,3,4,,,1,1,4,2,4,,1,1,3,1,1,2,2,1,1,,1,1,1,4,4,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,8,,,,,,,9,8,1,,1,,2,8,,,,,7,,,,,3,4,6,,,,,,8,,,,,,,,1,2,2,2,2,2,2,2,4,,1,,3,,2,3,5
29,2,,43,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,5,1,2,,,,,,,,,,,,,,,,,2,12,,4,2,,,,,,1,1,5,2,4,,1,2,4,3,2,3,3,4,1,3,1,3,2,4,4,2,2,2,2,3,2,3,2,1,2,2,1,1,1,1,8,,,,,,,8,9,1,,1,,3,8,,,,,7,,,,,1,2,4,5,,,,,1,2,4,5,,,,,1,1,1,1,2,1,1,2,3,,1,3,1,2,1,,
30,2,,,,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,4,1,,,40,55,7,,,,,,2,,,,,,,,,,5,6,,,,,,3,3,,,,,1,2,3,2,1,3,3,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,,2,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,5,6
31,2,,50,3,2,,,,,,,2,,,,,,,,,,,,,,,3,,2,1,1,,2,7,,,40,,7,,,,,,,,,,,,,6,,,4,5,,,,,子どもの可能性を考えて。,3,3,4,2,1,,1,1,2,2,1,3,2,1,1,1,1,1,2,4,4,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,8,,,,,,,2,,1,,,,3,8,,,,,7,,,,,2,3,4,5,,,,,2,3,4,5,,,,,1,2,2,2,2,1,2,1,2,,1,3,3,2,2,5,
32,2,,37,1,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,5,4,6,,,40,,,,,,,4,5,,,,,,1,6,,4,5,,,,,,3,3,3,3,,,2,1,2,2,2,2,3,3,3,1,3,1,3,4,3,2,2,2,2,2,2,2,1,1,1,,1,1,1,1,3,4,,,,,,7,3,1,,1,,4,1,,,,,5,,,,,3,4,5,,,,,,3,4,5,,,,,,1,5,5,1,2,2,4,2,4,,1,3,1,2,1,,5
33,2,,41,2,1,2,4,7,,,,1,2,4,7,,,,,1,,,1,,,,1,,2,1,1,1,3,4,,,18,40,4,5,,,,,,,,,,,,3,7,3,4,2,,,,,,3,1,3,2,4,,1,3,3,3,2,2,3,1,3,1,1,3,2,4,4,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,8,,,,,,,6,7,1,,1,,2,8,,,,,7,,,,,1,3,4,6,,,,,1,3,4,6,,,,,1,2,1,1,2,2,1,5,2,,1,3,2,2,1,2,5
34,2,,54,3,2,,,,,,,2,,,,,,,,,,,,,,,2,1,2,1,1,1,3,4,,,30,,2,4,5,,,,,,,,,,,4,,,5,4,,,,,,3,3,3,1,,,1,2,4,3,1,4,4,2,2,2,1,2,2,4,3,2,2,2,2,2,3,2,3,1,3,3,1,3,1,1,7,,,,,,,2,8,1,,1,,3,8,,,,,7,,,,,1,2,,,,,,,1,2,,,,,,,1,2,2,1,2,2,1,2,3,,1,1,3,1,2,4,
35,2,,38,1,1,2,7,,,,,1,2,7,,,,,,,,,1,,,,1,,2,1,1,1,5,4,2,,,60,,,,,,,2,3,4,5,,,,1,12,,4,2,,,,,,1,1,5,2,4,,1,2,4,2,1,3,3,1,1,4,4,1,1,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,1,2,4,,,,,,1,2,4,,,,,,1,2,1,1,2,2,2,2,4,,1,3,1,2,1,,7
36,2,,49,2,2,3,4,6,,,,2,3,4,6,,,,1,1,,1,,,,,2,1,1,1,1,2,3,1,,,25,,4,5,,,,,7,,,,,,,4,13,13,4,1,2,3,,,,1,1,4,1,,,1,2,3,3,1,2,2,4,1,4,1,1,2,4,4,2,2,2,2,3,3,3,1,1,2,1,1,1,1,1,8,,,,,,,8,7,1,,1,,1,8,,,,,7,,,,,4,,,,,,,,8,,,,,,,,1,2,1,1,2,2,2,2,4,,1,2,4,1,2,3,
37,2,,51,3,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,5,4,2,,,9,,,,,,,2,4,5,,,,,1,10,,4,1,,,,,,1,1,,2,4,,2,3,4,4,1,3,3,4,4,4,4,1,3,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,6,8,1,,1,,3,8,,,,,7,,,,,1,2,3,4,5,6,,,1,2,3,4,5,6,,,1,1,,1,,,,,2,・高校生までの医療費助成制度にして欲しい。　・ゴミ袋を無料の物にするか、安くして欲しい。,1,3,1,2,1,,1
38,2,,42,2,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,3,1,,,30,70,7,,,,,,1,2,3,4,5,,,4,9,,4,2,,,,,,1,1,4,2,4,,3,1,3,3,1,3,3,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,8,1,,1,,1,8,,,,,7,,,,,1,2,3,4,6,,,,1,2,3,4,5,6,,,1,5,1,1,5,2,2,,2,,1,3,1,2,1,4,8
39,2,,49,2,1,,,,,,,1,,,,,,,,,,,,,,,1,,2,2,1,1,3,1,,,18,40,7,,,,,,6,,,,,,不適期　早番7:45～16:15　遅番10:45～19:15　日勤9:00～17:30　夜勤17:15～9:15,3,7,,4,1,5,,,,親が大学まで行って欲しいと希望。,3,1,3,2,5,,1,2,4,3,1,2,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,7,,,,,,7,8,1,,1,,2,8,,,,,4,,,,,1,5,6,,,,,,1,2,4,5,6,,,,1,1,1,2,2,2,2,1,3,狛江市内小中学校全員の給食無償化。（子供がいる全世帯に）物価高で子供の為の狛江市からの助成金制度があると助かります。子供に対する政策が狛江市は以前よりも減少していると思います。高齢者ばかりでなく子供が喜ぶ政策をして欲しいです。（おさんぽすごろくなど）医療費（インフルエンザ等の予防接種）などの助成金制度等。,1,,,,,2,5
40,1,,46,2,2,8,,,,,,2,8,,,,,,,,,,,1,,,1,,2,1,1,1,3,1,,,5,10,7,,,,,,7,,,,,,,2,12,,4,2,,,,,,1,1,4,2,4,,1,2,2,2,1,3,3,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,8,,,,,,,7,8,1,,1,,2,8,,,,,7,,,,,3,6,,,,,,,1,2,3,4,5,6,,,1,2,2,2,2,2,2,2,4,学校での教育の目的の改革　競争がない、運動会の順位付けがない、子供が授業でつまらないと感じている。全力でやることを教えてほしい。周りの学校にじまんできることを作ってほしい。,1,,,,,1,2
41,2,,53,3,1,2,,,,,,1,2,,,,,,,,,,,,,,1,,2,1,1,1,1,1,,,45,45,4,5,,,,,1,2,3,4,5,,,12,7,,4,2,,,,,,1,1,4,2,,,1,3,4,4,3,3,3,1,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,8,,,,,,,8,2,1,,1,,3,8,,,,,7,,,,,3,4,5,6,,,,,3,4,5,6,,,,,1,2,2,2,2,2,2,2,3,,1,3,1,2,1,5,5
42,2,,45,2,1,6,,,,,,1,6,,,,,,,,,1,,,,,1,,2,2,1,1,3,1,,,18,50,4,5,,,,,1,2,3,4,5,,,3,7,,3,2,4,,,,,3,3,4,2,5,,1,4,4,4,1,4,2,1,4,4,1,4,2,4,3,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,6,7,,,,,,10,8,1,,2,,5,1,4,5,6,7,1,4,6,,,1,2,4,5,6,,,,1,2,4,5,6,,,,1,3,1,1,,,,,3,,1,,,,,2,6
43,2,,34,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,2,1,1,1,1,1,,,40,40,7,,,,,,7,,,,,,,7,9,,4,5,,,,,子どもが希望した進路を叶えてあげたいから。,1,1,5,2,4,,1,1,4,3,1,2,2,4,4,4,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,8,,,,,,,7,7,1,,1,,3,1,5,,,,7,,,,,4,5,6,,,,,,5,6,,,,,,,1,1,2,1,2,2,2,2,4,,1,,,,,5,5
44,2,,46,2,1,2,4,6,,,,1,2,4,6,,,,,1,,1,,,,,1,,2,1,1,1,3,1,,,20,50,7,,,,,,7,,,,,,,3,10,4,4,2,,,,,,3,1,3,2,4,,1,2,4,4,2,3,3,4,4,4,1,4,2,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,2,8,1,,1,,3,4,,,,,7,,,,,1,2,4,5,,,,,1,2,5,,,,,,1,2,1,1,2,2,2,2,4,,1,3,2,2,1,3,6
45,1,,40,2,1,2,8,,,,,1,2,8,,,,,,,,,,1,,,1,,2,1,1,1,1,1,,,40,50,7,,,,,,6,,,,,,宿泊を伴う国内外出張、土・日を含む。,8,12,,4,6,,,,,,1,1,4,2,4,,1,2,2,3,1,3,2,1,1,4,1,1,2,4,4,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,8,,,,,,,9,9,2,,1,,3,8,,,,,7,,,,,4,5,,,,,,,5,,,,,,,,1,2,2,1,2,2,2,2,1,和泉多摩川地区の発展。,1,3,1,2,1,5,6
46,2,,52,3,1,2,6,,,,,1,2,6,,,,,,,,1,,,,,1,,2,1,1,1,2,4,,,12,40,4,,,,,,4,,,,,,,5,9,1,4,2,,,,,,1,1,4,2,7,経済的な理由により、就学が困難な家庭の保護者のための援助とあったので、特に該当するかどうか調べなかった。,1,1,4,3,1,3,3,1,4,1,1,4,2,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,2,1,,1,,2,8,,,,,5,,,,,1,2,3,,,,,,1,2,3,,,,,,1,5,3,3,2,4,2,5,4,市役所まで足をはこんでわざわざ相談しようとするのはハードルが高いので、市民まつりや駅周辺などで開催されるイベントなどで、ちょっとしたことでも話を聞いてもらえるブースが設けてあると、気軽に相談したり、日常生活に忙殺されて、悩みも悩みと自分自身でさえ認識できていない時もあり、気持ちが整理されて、落ちつくこともあるのではと思いました。,1,3,1,2,1,2,5
47,2,,35,1,1,2,8,,,,,1,2,8,,,,,,,,,,2,,,1,,2,2,1,1,3,1,,,9,60,1,2,4,,,,,,,,,,,4,7,,4,2,,,,,,4,1,2,2,6,,4,3,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,1,1,7,,,,,,,8,2,1,,1,,4,5,,,,,4,6,,,,4,5,6,,,,,,4,5,6,,,,,,1,2,1,1,5,5,2,,1,とっても住みやすく大好きな町ですが、狛江駅付近の自転車置場が少なく困っています。,1,1,1,1,1,1,7
48,2,,54,3,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,3,1,,,15,50,4,,,,,,7,,,,,,,1,13,,4,1,2,,,,,3,3,3,,,,2,1,4,4,1,3,3,1,1,3,1,3,2,4,4,2,2,2,2,2,3,3,2,1,1,1,1,2,1,1,8,,,,,,,6,8,1,,1,,3,8,,,,,7,,,,,4,5,6,,,,,,3,4,5,6,,,,,1,2,2,1,2,2,2,1,4,子どもが「外でボールあそびがしたいのにする場所が少ない。だから家でゲームをする」と言います。ボールあそびができる公園があれば（増えれば）嬉しいです。,1,,1,,1,2,6
49,1,,48,2,1,2,5,,,,,1,2,5,,,,,,,1,,,,,,1,,2,1,1,1,1,1,,,40,40,1,4,,,,,6,,,,,,泊まり,9,10,,4,5,,,,,大学まで行って広い視野を身につけてほしい。,1,1,5,2,4,,1,4,3,3,3,3,3,1,4,3,4,4,2,4,4,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,8,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,4,5,,,,,,,4,,,,,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,5,5
50,2,,45,2,1,7,,,,,,1,7,,,,,,,,,,1,,,,1,,2,1,1,1,1,1,,,40,50,7,,,,,,4,,,,,,,10,11,,4,2,,,,,,1,1,5,2,4,,1,1,2,2,2,2,2,1,1,4,1,1,2,4,4,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,8,,,,,,,8,8,1,,1,,3,8,,,,,7,,,,,4,5,6,,,,,,1,,,,,,,,1,2,2,2,2,2,2,2,3,,1,,,,,5,6
51,4,,61,4,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,1,1,1,4,,,,,,,,,,,,,,,,,,13,13,2,4,3,,,,,,4,1,4,1,,,1,3,4,4,1,4,3,1,4,1,1,1,2,4,4,2,2,2,2,2,3,3,2,1,1,2,1,1,1,1,8,,,,,,,2,1,1,,2,,1,8,,,,,7,,,,,2,4,5,6,,,,,,,,,,,,,1,2,2,2,2,2,2,2,3,,1,,,,,,
52,2,,43,2,1,2,5,8,,,,1,2,5,8,,,,,,1,,,1,,,1,,2,1,1,1,1,1,,,40,40,4,,,,,,4,5,,,,,,7,7,,5,3,,,,,,1,1,3,2,4,,1,2,2,2,1,3,2,3,4,1,1,1,2,4,4,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,8,,,,,,,7,8,1,,1,,3,8,,,,,7,,,,,3,4,5,6,,,,,3,5,6,,,,,,1,2,2,2,2,2,2,2,4,,1,3,1,2,1,5,5
