年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１丁目,,南野２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
72,7,2,6,10,5,7,7,20,5,7,5,2,13,20,11,6,6,8,2,4,1,1,6,2,5,4,10,8,20,27,2,5,6,3,10,13,3,3,8,8,5,9,5,5,4,11,11,15,10,6,7,4,10,8,14,15,5,7,29,22,21,21,6,3,0,0,8,3,6,7,1,1,4,2,7,9,22,16,11,16,23,17,7,6,12,21,7,6,3,3,14,15,21,28,19,40,19,31,5,4,0,0,11,12,37,31,11,10,8,15,5,5,11,16,21,16,21,16,2,14,15,19,3,14,5,10,8,3,31,20,10,20,30,20,6,8,4,6,1,3,19,25,9,14,21,27,7,3,0,0,2,4,6,5,2,3,7,16,4,7,9,6,9,14,17,19,806,912,"1,718"
73,3,9,14,14,9,10,13,13,7,6,1,4,12,11,10,8,10,9,4,1,3,1,13,7,3,3,6,10,26,26,7,7,3,7,12,13,2,6,15,13,10,9,3,8,5,12,7,15,7,12,12,18,4,11,14,24,14,17,22,19,26,20,10,9,0,0,1,7,2,3,2,3,4,4,10,8,19,11,10,16,20,29,10,11,16,36,6,12,8,4,16,24,35,32,27,31,19,32,5,11,0,0,11,18,48,39,13,16,13,12,9,14,13,9,21,25,13,17,8,7,16,25,11,10,10,10,5,7,37,41,14,27,21,23,7,8,9,8,6,2,27,23,8,5,30,25,8,8,0,0,6,6,4,5,3,10,16,21,5,9,10,13,5,22,10,27,934,"1,118","2,052"
74,5,6,13,10,6,14,7,15,9,5,3,2,14,19,9,13,8,10,4,7,2,2,2,4,4,3,3,10,39,52,2,8,4,14,12,13,2,2,12,6,4,8,4,1,7,14,12,9,12,9,7,13,8,13,16,22,16,16,17,25,18,17,10,7,0,1,5,6,7,5,3,4,5,2,8,8,15,15,27,28,19,30,12,12,27,45,9,19,9,12,20,23,35,57,34,43,35,34,9,8,0,0,14,13,32,29,7,10,9,15,5,8,9,10,28,31,12,10,7,11,17,26,6,13,6,8,6,11,22,39,26,27,20,17,10,7,3,8,4,2,19,30,8,14,21,20,11,8,0,0,3,2,8,7,1,5,8,20,6,12,13,20,12,19,23,26,946,"1,199","2,145"
75,7,6,5,14,5,8,12,15,5,6,3,2,18,21,10,8,8,11,1,2,1,2,6,1,6,6,6,7,45,49,4,5,7,7,8,7,4,3,6,10,10,13,4,9,7,9,22,22,16,10,14,6,12,10,10,22,9,10,20,25,21,19,4,5,0,0,8,3,5,4,0,6,3,4,8,6,14,12,12,32,19,26,7,12,20,30,11,12,8,7,20,14,34,28,31,38,25,31,8,8,0,0,6,17,36,31,8,11,16,16,6,8,13,14,28,29,19,13,6,5,14,12,7,12,8,11,8,10,29,28,26,18,24,23,11,13,6,7,2,3,23,23,13,9,22,15,8,9,0,0,3,5,3,1,5,9,17,24,10,12,7,13,9,12,23,28,965,"1,064","2,029"
76,3,7,10,13,6,10,13,12,3,3,2,3,18,15,8,13,5,9,5,9,0,1,6,1,3,4,8,10,31,42,4,8,4,8,11,14,3,8,6,9,2,9,6,3,5,8,11,10,9,13,5,10,8,8,9,27,15,6,22,18,17,11,11,13,0,1,5,8,4,3,2,4,2,1,4,5,10,14,21,15,31,32,11,7,27,30,10,14,11,10,12,24,25,38,42,46,29,23,6,3,0,0,9,9,24,23,6,9,9,15,3,14,12,15,17,25,14,8,10,8,9,21,8,6,7,8,7,7,28,31,20,22,20,15,9,12,2,10,5,1,20,19,8,15,23,23,5,8,0,0,3,6,4,7,6,5,15,16,14,8,11,20,9,15,11,24,869,"1,038","1,907"
77,4,10,10,22,6,6,4,14,5,4,4,1,10,18,8,9,8,9,3,7,0,2,2,4,3,2,6,8,24,35,4,6,11,8,11,6,6,3,6,11,8,3,4,4,5,7,13,11,6,6,9,17,5,12,18,20,10,13,12,24,17,14,8,4,0,1,2,2,1,4,2,3,2,3,5,9,10,11,17,22,19,20,4,12,27,40,15,8,5,9,15,15,27,35,22,44,27,14,8,7,0,0,12,4,28,22,10,15,17,10,3,10,11,15,28,20,11,12,6,15,12,19,10,13,7,8,4,3,25,29,22,20,19,22,5,6,11,8,0,3,18,20,9,11,22,14,8,6,0,0,1,3,5,4,1,8,10,21,4,7,5,12,5,20,13,16,800,975,"1,775"
78,4,4,6,8,9,6,12,11,2,6,1,4,16,19,2,16,5,6,2,2,2,1,3,4,0,4,4,7,21,40,12,1,7,7,9,13,0,3,3,9,5,6,3,2,5,4,6,15,4,11,5,8,8,14,16,25,9,14,14,17,23,21,4,4,1,0,4,2,2,5,2,4,3,1,4,4,9,7,16,13,23,25,6,6,23,32,7,8,2,7,14,15,29,19,24,35,15,19,6,4,0,0,5,6,18,18,5,9,13,15,4,9,6,5,14,22,11,5,4,4,16,13,4,9,4,7,4,5,26,21,21,15,20,8,8,9,6,4,3,1,14,7,6,4,15,18,3,2,0,0,7,5,2,3,1,6,16,12,9,7,6,15,9,11,9,15,701,808,"1,509"
79,1,4,8,9,3,8,8,10,1,6,2,2,12,11,7,6,5,10,2,4,1,1,0,4,2,0,7,10,23,33,4,5,3,8,5,7,1,1,4,7,4,4,3,3,8,5,2,16,6,5,5,10,14,9,17,19,10,5,11,7,14,8,4,1,0,0,2,5,2,5,2,6,1,3,9,7,6,7,9,12,12,15,5,5,12,22,6,7,2,7,10,10,13,34,16,34,9,18,4,7,0,0,11,6,17,22,10,9,14,12,3,6,9,10,20,22,8,7,4,9,17,17,5,11,4,9,5,0,9,18,11,16,4,6,10,9,2,3,2,1,14,10,11,9,14,11,3,5,0,0,1,1,3,6,4,4,10,9,2,3,9,4,8,15,20,21,581,733,"1,314"
80,4,4,8,9,1,8,4,10,3,6,0,1,6,15,4,9,5,3,4,2,0,4,4,1,3,2,7,6,25,30,3,3,4,4,9,11,2,4,4,11,8,3,2,2,4,10,10,12,2,9,2,7,8,14,13,19,12,7,17,12,10,16,7,4,0,0,5,7,2,1,3,8,1,3,5,8,10,7,11,17,13,18,5,12,21,23,12,8,6,5,14,14,26,23,21,24,20,17,7,10,0,0,4,10,19,16,8,11,11,8,3,5,8,11,21,13,7,4,6,11,12,13,8,12,2,4,4,2,23,16,17,14,11,9,7,6,6,5,2,1,13,12,5,9,12,8,7,2,0,0,0,4,2,2,1,3,9,11,5,6,8,9,10,12,12,16,640,728,"1,368"
81,2,8,9,9,4,7,5,18,2,5,4,1,14,13,1,8,7,9,6,2,0,2,4,0,3,2,5,10,17,30,3,4,6,10,6,9,5,1,3,6,3,12,2,3,6,9,8,10,4,11,9,4,9,7,12,10,4,6,11,13,16,15,3,3,1,0,3,3,1,5,3,4,1,0,7,5,10,7,11,20,11,16,6,6,15,15,7,7,4,4,12,16,28,23,15,36,11,6,2,1,0,0,13,7,12,19,6,5,10,11,10,7,10,8,15,9,8,6,7,10,8,16,8,11,7,8,4,2,11,16,8,16,9,8,3,5,2,7,2,10,9,8,13,4,11,10,4,2,0,0,3,2,2,1,7,4,12,15,3,10,4,5,10,19,13,17,585,709,"1,294"
82,2,10,5,9,6,5,7,14,6,6,2,3,9,14,6,4,5,6,4,5,0,1,0,4,1,2,0,3,15,25,7,6,6,6,3,3,0,1,9,10,4,6,0,3,6,8,7,8,4,9,8,10,9,5,9,14,2,8,12,12,12,9,2,1,0,0,1,1,1,2,5,3,0,2,1,7,3,9,12,13,14,16,2,7,14,29,5,8,2,10,11,9,14,21,25,39,12,15,4,3,0,0,6,5,9,14,4,4,10,11,3,6,6,12,15,14,4,6,6,16,8,18,9,4,4,6,4,1,21,17,12,13,6,10,5,4,1,6,0,1,14,10,5,1,8,9,5,5,0,0,4,0,3,2,1,1,3,9,4,4,8,9,9,12,10,13,501,667,"1,168"
83,6,6,9,7,4,5,3,12,1,3,1,2,16,14,3,5,5,4,1,4,0,2,1,3,1,0,8,5,14,26,5,1,1,0,8,2,0,7,4,2,8,3,3,3,7,11,10,14,1,5,8,9,7,3,11,10,2,4,13,12,12,9,1,0,0,0,0,3,1,1,3,7,1,6,3,5,6,9,11,13,4,10,9,4,6,13,5,4,2,3,7,13,12,15,27,28,17,10,1,2,0,0,3,5,9,5,4,2,2,14,7,2,5,7,16,8,4,9,3,5,7,15,7,4,4,3,2,1,9,14,4,5,8,4,5,1,2,3,1,4,7,7,4,1,6,5,3,0,0,0,3,1,4,2,0,2,6,10,4,0,4,4,9,5,11,12,452,499,951
84,5,8,5,14,6,6,3,6,2,3,1,1,7,13,3,5,6,10,2,2,1,1,3,2,0,0,2,3,10,28,4,7,6,6,2,6,0,0,6,7,6,5,2,4,10,7,9,14,8,6,3,12,2,5,7,12,3,8,10,9,5,9,4,2,0,0,2,1,2,1,2,5,1,0,6,7,2,6,9,18,7,13,7,4,8,12,1,7,1,9,14,7,10,27,17,26,12,8,3,2,0,0,7,7,10,10,6,2,4,5,2,3,3,6,9,13,4,10,5,6,8,11,1,4,3,8,0,4,3,10,8,10,10,4,8,8,3,3,2,0,10,8,3,5,5,7,2,3,0,0,1,0,2,2,1,1,5,7,1,8,6,6,9,12,8,8,396,565,961
85,2,11,3,4,3,10,6,14,4,5,1,3,10,19,2,4,3,6,2,1,1,2,0,5,0,0,4,4,10,17,2,2,1,4,2,1,1,3,4,10,6,6,0,5,4,10,8,13,7,13,5,4,4,5,4,12,4,2,5,13,10,6,2,3,2,0,2,3,1,1,3,9,0,0,1,5,6,3,8,4,7,7,0,1,6,16,2,8,3,5,10,10,13,17,14,20,8,13,2,4,0,0,4,2,9,8,0,4,5,6,2,4,1,3,8,9,5,2,7,6,5,14,3,10,2,10,2,3,14,11,4,6,7,5,4,2,4,1,1,1,4,7,3,4,2,3,1,4,0,0,0,1,2,0,3,2,4,4,5,4,6,4,4,8,6,10,335,501,836
86,5,3,7,7,3,2,5,5,1,5,2,1,8,4,1,1,2,6,0,3,0,2,0,1,1,3,3,3,7,14,4,3,1,3,1,2,0,5,5,6,4,5,3,3,4,9,8,8,8,13,6,2,5,9,4,10,1,4,5,7,2,6,0,0,0,0,2,3,2,1,0,3,0,0,0,3,4,6,8,8,7,11,1,3,4,10,1,5,3,4,4,9,8,14,9,18,6,8,0,4,0,0,3,2,3,4,0,2,4,3,3,3,4,2,5,4,3,2,4,2,11,9,6,5,2,5,1,1,3,4,9,9,2,7,0,3,0,4,1,2,2,6,2,3,6,8,1,4,0,0,0,2,2,4,0,2,2,9,4,0,7,0,9,5,5,9,269,390,659
87,5,3,7,7,1,5,4,8,2,6,1,1,1,12,2,3,2,8,0,2,0,0,0,1,2,0,1,5,13,16,2,4,2,2,3,4,0,2,3,3,0,3,3,2,5,7,5,11,3,11,3,6,4,7,6,6,1,7,1,5,4,4,1,1,0,0,2,2,1,2,3,9,2,1,1,4,2,4,11,7,2,6,1,1,4,9,1,3,1,2,3,10,10,6,9,10,5,4,4,1,0,0,4,6,2,5,0,3,6,3,1,2,1,8,2,7,1,4,0,4,9,3,3,6,0,4,1,3,6,4,6,5,0,4,1,3,2,4,1,3,4,10,2,0,4,9,2,4,0,0,0,0,3,1,1,1,3,5,0,4,1,0,4,3,5,7,224,368,592
88,3,7,3,7,1,4,3,4,1,2,0,0,4,6,1,1,3,2,1,2,1,1,1,3,0,3,1,2,9,20,1,3,2,3,1,2,0,2,2,5,1,0,0,2,7,6,0,16,1,8,6,9,1,7,5,9,2,2,2,9,12,7,1,1,0,0,2,2,1,1,0,9,0,1,0,3,0,3,4,5,2,5,1,2,1,4,3,1,3,3,5,4,3,14,6,13,5,4,4,3,0,0,3,3,5,5,1,0,4,0,4,1,4,2,7,7,1,4,0,5,7,1,4,5,1,5,2,4,2,3,3,4,4,3,2,1,1,0,0,1,4,1,1,0,6,2,2,1,0,0,0,1,0,1,1,1,1,3,1,3,1,5,2,3,2,5,192,312,504
89,3,5,4,8,2,8,1,9,0,5,0,0,6,6,1,1,2,2,2,4,0,3,1,2,0,2,0,3,0,18,0,2,2,1,1,2,0,1,3,3,0,4,0,2,3,7,10,11,3,6,1,6,2,9,3,4,0,2,1,5,3,6,2,2,0,0,1,2,0,0,2,12,0,1,0,3,2,5,0,11,1,7,0,1,3,5,0,3,0,2,4,7,3,11,6,11,2,2,0,3,0,0,1,3,0,3,1,1,1,2,0,4,1,0,2,3,4,6,1,1,4,5,0,3,1,4,1,2,3,6,3,4,2,1,2,5,1,1,0,2,0,2,0,1,1,4,0,0,0,0,0,1,0,3,0,1,0,1,1,2,0,4,2,0,1,1,113,311,424
90,3,5,3,3,1,3,1,4,0,3,0,0,6,9,1,2,4,3,2,3,1,0,0,0,0,0,4,4,9,19,2,0,0,2,1,1,0,0,0,3,1,4,0,2,1,6,2,5,4,5,5,7,3,9,1,4,1,2,4,6,3,5,0,2,0,0,0,1,0,2,0,7,0,2,4,4,0,5,1,5,2,3,0,2,1,4,0,2,1,1,1,7,3,7,4,9,1,3,1,0,0,0,0,1,1,3,0,2,0,3,0,1,2,2,2,6,2,5,0,4,5,4,1,0,0,3,0,2,1,1,1,0,1,4,0,1,0,4,1,2,0,4,0,1,3,4,0,0,0,0,1,1,0,0,0,0,2,2,0,0,2,2,0,1,0,2,107,250,357
91,0,6,1,6,1,1,0,3,1,1,0,1,3,7,0,3,0,1,0,2,1,1,0,2,0,0,0,0,1,12,1,1,0,1,1,2,0,1,1,5,1,0,0,1,3,7,5,8,3,5,2,4,1,7,0,5,1,1,1,6,1,3,1,1,1,1,0,7,0,0,1,7,0,0,4,5,1,5,3,4,0,7,1,1,2,5,0,2,1,1,1,0,5,7,1,5,2,3,1,0,0,0,0,2,1,3,0,0,1,3,0,0,1,1,1,5,1,0,1,4,1,5,0,1,1,0,2,1,2,2,1,2,1,1,2,2,1,0,0,0,1,2,1,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,3,77,209,286
92,2,1,2,2,2,3,2,3,1,1,0,0,0,6,0,6,2,0,1,1,0,2,1,1,0,0,0,2,3,14,0,3,0,1,0,2,0,1,1,1,0,0,2,0,1,2,5,11,1,7,1,3,1,6,1,2,0,3,2,3,1,1,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,3,1,3,0,2,0,1,2,3,0,1,1,0,1,2,1,9,2,5,2,2,0,2,0,0,0,2,0,3,1,0,0,1,1,1,1,3,3,1,1,2,0,1,0,3,1,1,1,1,1,1,2,2,1,0,0,3,2,1,1,5,1,1,0,3,1,2,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2,1,0,2,2,2,7,70,182,252
93,0,2,0,2,0,1,1,0,1,3,0,1,2,7,0,2,0,1,0,0,0,3,0,1,0,1,0,1,2,12,1,1,0,0,0,1,0,1,2,1,0,1,0,1,0,2,4,4,1,5,2,4,0,6,1,0,0,1,1,2,1,5,0,0,0,0,0,0,0,1,1,10,1,0,0,0,1,4,1,2,1,2,1,1,1,4,1,1,0,3,0,3,1,9,1,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,0,1,4,1,0,1,4,0,0,0,1,0,1,0,1,0,1,0,3,0,2,0,0,0,1,2,0,0,0,1,2,0,1,0,0,0,1,1,2,0,0,0,2,1,0,0,2,1,2,1,2,40,157,197
94,1,0,0,0,0,0,1,1,0,1,0,0,1,4,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,15,0,1,0,1,0,0,0,1,2,0,1,0,0,1,1,2,3,5,1,3,0,2,1,4,2,0,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,6,0,1,1,3,2,1,0,1,1,2,0,0,0,2,0,0,0,2,1,1,0,2,1,6,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,3,0,0,0,0,0,1,0,2,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,2,31,112,143
95,0,2,1,2,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,5,0,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,3,0,0,0,1,1,3,0,2,0,2,0,2,0,2,0,0,0,0,0,3,0,5,0,2,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,83,102
96,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,3,1,4,0,2,1,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,2,0,4,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,5,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,11,68,79
97,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,8,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,7,1,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,60,74
98,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,31,36
99,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,21,26
100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16
101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,16
102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,13
103,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
