罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2019-04-04,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2019-04-15,07,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2019-04-27,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,福生駅前交番,132187,東京都,福生市,加美平４丁目,2019-07-20,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,福生駅前交番,133035,東京都,瑞穂町,むさし野１丁目,2019-03-15,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2019-06-16,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2019-08-23,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,横田交番,132187,東京都,福生市,大字熊川,2019-09-07,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,南田園駐在所,132187,東京都,福生市,南田園２丁目,2019-05-14,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,下福生駐在所,132187,東京都,福生市,牛浜,2019-05-02,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,石畑駐在所,133035,東京都,瑞穂町,大字石畑,2018-12-30,13,その他,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2018-12-31,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2019-01-26,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2019-03-31,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2019-05-10,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2019-06-07,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,武蔵野駐在所,133035,東京都,瑞穂町,むさし野１丁目,2019-07-09,00,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台１丁目,2019-06-14,21,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台３丁目,2019-07-04,19,その他,タイヤ・ホイール
窃盗,部品ねらい,福生,神明台交番,132276,東京都,羽村市,神明台３丁目,2019-09-12,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,五ノ神４丁目,2019-05-11,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,五ノ神４丁目,2019-06-01,12,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,羽東１丁目,2019-05-02,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,緑ヶ丘１丁目,2019-07-03,06,駐車（輪）場,その他
窃盗,部品ねらい,福生,羽村駅前交番,132276,東京都,羽村市,小作台４丁目,2019-09-03,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,福生,二宮駐在所,132284,東京都,あきる野市,野辺,2019-05-26,14,駐車（輪）場,その他
窃盗,部品ねらい,福生,二宮駐在所,132284,東京都,あきる野市,野辺,2019-11-08,18,駐車（輪）場,その他
窃盗,部品ねらい,福生,渕上駐在所,132284,東京都,あきる野市,引田,2019-03-11,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,渕上駐在所,132284,東京都,あきる野市,引田,2019-07-25,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,福生,油平駐在所,132284,東京都,あきる野市,雨間,2019-02-21,01,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,福生,油平駐在所,132284,東京都,あきる野市,牛沼,2019-02-04,15,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,栄町２丁目,2019-09-15,09,駐車（輪）場,その他
窃盗,部品ねらい,福生,小作駅前交番,132276,東京都,羽村市,小作台１丁目,2019-11-15,17,駐車（輪）場,その他
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,富士見平１丁目,2019-02-13,06,４階建て以上共同住宅,その他
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,富士見平１丁目,2019-04-29,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,五ノ神駐在所,132276,東京都,羽村市,富士見平２丁目,2019-11-19,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,五ノ神駐在所,133035,東京都,瑞穂町,むさし野１丁目,2019-01-30,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2019-03-13,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2019-07-17,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,秋川駅前交番,132284,東京都,あきる野市,油平,2019-08-16,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,福生,小川駐在所,132284,東京都,あきる野市,小川,2019-04-13,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,八王子,西八王子駅前交番,132012,東京都,八王子市,千人町３丁目,2019-05-19,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,富士森交番,132012,東京都,八王子市,上野町,2019-10-11,21,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,八王子,富士森交番,132012,東京都,八王子市,台町２丁目,2019-12-14,17,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,旭町,2019-05-02,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町３丁目,2019-11-04,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,万町,2019-11-18,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,旭町,2019-01-27,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,明神町３丁目,2019-06-28,23,駐車（輪）場,その他
窃盗,部品ねらい,八王子,八王子駅北口交番,132012,東京都,八王子市,元横山町１丁目,2019-06-01,10,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町１丁目,2019-01-27,12,４階建て以上共同住宅,その他
窃盗,部品ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町６丁目,2019-12-02,08,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,暁町１丁目,2019-12-26,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,暁町１丁目,2019-12-27,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,左入町,2019-08-15,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王３丁目,2019-03-30,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王３丁目,2019-04-29,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,稲荷坂交番,132012,東京都,八王子市,中野山王３丁目,2019-07-20,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,八王子,小宮町駐在所,132012,東京都,八王子市,石川町,2019-02-19,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2019-04-17,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2019-11-06,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,犬目交番,132012,東京都,八王子市,中野町,2018-08-01,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,八王子,犬目交番,132012,東京都,八王子市,楢原町,2019-03-30,00,その他,ナンバープレート
窃盗,部品ねらい,八王子,上川口駐在所,132012,東京都,八王子市,上川町,2019-07-31,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2019-12-22,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,八王子,北八王子交番,132012,東京都,八王子市,大谷町,2019-12-19,08,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,八王子,左入町駐在所,132012,東京都,八王子市,左入町,2018-12-26,10,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,八王子,左入町駐在所,132012,東京都,八王子市,左入町,2019-04-29,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,八王子,左入町駐在所,132012,東京都,八王子市,左入町,2019-12-26,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2019-02-22,21,駐車（輪）場,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2019-07-17,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,原町田６丁目,2019-08-29,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2019-02-02,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2019-09-18,06,駐車（輪）場,その他
窃盗,部品ねらい,町田,町田駅前交番,132098,東京都,町田市,森野１丁目,2019-11-17,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,原町田４丁目,2019-04-14,12,道路上,ナンバープレート
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,原町田４丁目,2019-05-13,12,駐車（輪）場,その他
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,原町田６丁目,2019-11-18,16,駐車（輪）場,その他
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,原町田６丁目,2019-12-12,15,駐車（輪）場,その他
窃盗,部品ねらい,町田,原町田交番,132098,東京都,町田市,森野１丁目,2019-01-27,15,駐車（輪）場,その他
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森３丁目,2019-10-25,19,駐車（輪）場,その他
窃盗,部品ねらい,町田,金森交番,132098,東京都,町田市,金森４丁目,2019-08-07,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2019-09-03,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,金森４丁目,2019-09-10,14,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間３丁目,2019-12-14,15,駐車（輪）場,その他
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,鶴間８丁目,2019-05-17,01,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,鶴間交番,132098,東京都,町田市,南町田２丁目,2019-09-05,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,南大谷駐在所,132098,東京都,町田市,南大谷,2019-10-10,14,駐車（輪）場,その他
窃盗,部品ねらい,町田,玉川学園駐在所,132098,東京都,町田市,玉川学園２丁目,2019-08-08,16,駐車（輪）場,その他
窃盗,部品ねらい,町田,玉林台駐在所,132098,東京都,町田市,玉川学園４丁目,2019-05-15,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2019-06-23,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2019-06-28,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,本町田交番,132098,東京都,町田市,本町田,2019-10-21,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,鶴川駅前交番,132098,東京都,町田市,能ヶ谷２丁目,2019-01-15,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,町田,真光寺駐在所,132098,東京都,町田市,真光寺３丁目,2019-09-11,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,町田,真光寺駐在所,132098,東京都,町田市,真光寺３丁目,2019-10-13,21,一戸建住宅,その他
窃盗,部品ねらい,町田,野津田駐在所,132098,東京都,町田市,野津田町,2019-01-03,08,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,図師駐在所,132098,東京都,町田市,図師町,2019-12-07,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,本町田,2018-08-24,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,本町田,2019-01-22,23,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,本町田,2019-02-01,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2019-07-28,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東１丁目,2019-11-10,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東３丁目,2019-06-09,01,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,木曽交番,132098,東京都,町田市,木曽東４丁目,2019-01-21,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台１丁目,2019-01-02,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,小山田駐在所,132098,東京都,町田市,小山田桜台２丁目,2019-07-26,01,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,鶴川交番,132098,東京都,町田市,鶴川６丁目,2019-04-13,15,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,町田,つくし野駅前交番,132098,東京都,町田市,南町田５丁目,2019-02-18,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2019-01-31,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2019-06-21,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2019-09-16,20,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,山崎交番,132098,東京都,町田市,山崎町,2019-12-25,19,駐車（輪）場,その他
窃盗,部品ねらい,町田,成瀬台駐在所,132098,東京都,町田市,成瀬台２丁目,2019-11-02,10,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,町田,成瀬駅前交番,132098,東京都,町田市,小川２丁目,2018-11-17,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,成瀬駅前交番,132098,東京都,町田市,小川３丁目,2019-06-27,10,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,町田,成瀬駅前交番,132098,東京都,町田市,南成瀬１丁目,2019-11-22,07,駐車（輪）場,その他
窃盗,部品ねらい,町田,忠生駐在所,132098,東京都,町田市,忠生３丁目,2019-10-02,12,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2019-01-20,15,駐車（輪）場,その他
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2019-06-22,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2019-09-06,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂３丁目,2019-10-30,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,高ヶ坂駐在所,132098,東京都,町田市,高ヶ坂４丁目,2019-10-11,13,一戸建住宅,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2019-01-12,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,山崎町,2019-05-11,07,４階建て以上共同住宅,その他
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽西１丁目,2019-07-14,09,一戸建住宅,ナンバープレート
窃盗,部品ねらい,町田,忠生地区交番,132098,東京都,町田市,木曽東２丁目,2019-10-19,06,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,新町１丁目,2019-02-24,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,大字日野,2019-01-27,16,駐車（輪）場,その他
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,大坂上３丁目,2019-10-15,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,日野,日野駅前交番,132128,東京都,日野市,日野本町２丁目,2019-10-18,08,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,日野,豊田駅前交番,132128,東京都,日野市,旭が丘３丁目,2019-03-22,08,その他,ナンバープレート
窃盗,部品ねらい,日野,豊田駅前交番,132128,東京都,日野市,東豊田３丁目,2018-09-11,00,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,日野,豊田駅前交番,132128,東京都,日野市,東豊田３丁目,2019-01-26,13,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,日野,豊田駅前交番,132128,東京都,日野市,東豊田３丁目,2019-02-13,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,日野,豊田駅前交番,132128,東京都,日野市,東平山３丁目,2019-12-06,06,駐車（輪）場,その他
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,旭が丘２丁目,2019-03-02,18,一戸建住宅,その他
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,旭が丘６丁目,2018-12-31,12,駐車（輪）場,その他
窃盗,部品ねらい,日野,多摩平交番,132128,東京都,日野市,多摩平５丁目,2019-03-11,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺５丁目,2019-02-16,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,日野,宮駐在所,132128,東京都,日野市,万願寺５丁目,2019-05-29,16,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,日野,東光寺駐在所,132128,東京都,日野市,栄町２丁目,2018-09-24,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,日野,東光寺駐在所,132128,東京都,日野市,栄町３丁目,2019-03-01,19,一戸建住宅,その他
窃盗,部品ねらい,日野,東光寺駐在所,132128,東京都,日野市,新町５丁目,2019-04-30,23,その他,ナンバープレート
窃盗,部品ねらい,日野,大坂上駐在所,132128,東京都,日野市,日野台１丁目,2019-02-11,13,４階建て以上共同住宅,その他
窃盗,部品ねらい,日野,平山交番,132128,東京都,日野市,平山５丁目,2019-10-07,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,平山交番,132128,東京都,日野市,平山５丁目,2019-11-26,04,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,大字新井,2019-02-16,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,日野,高幡不動駅南口交番,132128,東京都,日野市,高幡,2019-11-04,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,日野,滝合橋駐在所,132128,東京都,日野市,西平山１丁目,2019-01-29,13,一戸建住宅,その他
窃盗,部品ねらい,日野,滝合橋駐在所,132128,東京都,日野市,東平山１丁目,2019-02-08,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,日野,多摩動物公園前交番,132128,東京都,日野市,程久保６丁目,2019-12-14,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,日野,百草団地交番,132128,東京都,日野市,程久保,2019-10-30,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,日野,百草団地交番,132128,東京都,日野市,百草,2019-12-27,12,駐車（輪）場,その他
窃盗,部品ねらい,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘４丁目,2019-08-22,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,日野,旭が丘駐在所,132128,東京都,日野市,旭が丘４丁目,2019-09-17,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,昭島,昭島駅前交番,132071,東京都,昭島市,朝日町４丁目,2019-05-20,08,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,昭島,多摩大橋交番,132071,東京都,昭島市,福島町２丁目,2019-06-18,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,昭島,大神駐在所,132071,東京都,昭島市,大神町４丁目,2019-11-19,15,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,昭島,堀向駐在所,132071,東京都,昭島市,拝島町,2019-09-28,19,その他,タイヤ・ホイール
窃盗,部品ねらい,昭島,堀向駐在所,132071,東京都,昭島市,美堀町４丁目,2019-02-02,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,中神町,2019-01-27,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野２丁目,2019-07-23,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,昭島,東中神駅前交番,132071,東京都,昭島市,武蔵野２丁目,2019-07-26,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,昭島,つつじが丘駐在所,132071,東京都,昭島市,つつじが丘３丁目,2019-06-09,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,昭島,拝島駅前交番,132071,東京都,昭島市,松原町３丁目,2019-10-31,08,駐車（輪）場,その他
窃盗,部品ねらい,立川,国立駅前交番,132152,東京都,国立市,中１丁目,2019-09-20,07,駐車（輪）場,その他
窃盗,部品ねらい,立川,羽衣町交番,132152,東京都,国立市,北３丁目,2019-03-19,18,駐車（輪）場,その他
窃盗,部品ねらい,立川,羽衣町交番,132152,東京都,国立市,北３丁目,2019-06-16,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,立川,立日橋交番,132021,東京都,立川市,柴崎町６丁目,2019-07-12,17,その他,その他
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,柴崎町３丁目,2019-08-13,05,駐車（輪）場,その他
窃盗,部品ねらい,立川,立川駅南口交番,132021,東京都,立川市,錦町２丁目,2019-01-19,22,道路上,ナンバープレート
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町１丁目,2019-03-08,06,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,曙町３丁目,2019-03-15,07,一戸建住宅,その他
窃盗,部品ねらい,立川,立川駅北口交番,132021,東京都,立川市,緑町,2019-11-08,17,駐車（輪）場,その他
窃盗,部品ねらい,立川,高松町交番,132021,東京都,立川市,泉町,2019-05-12,10,駐車（輪）場,その他
窃盗,部品ねらい,立川,高松町交番,132021,東京都,立川市,高松町１丁目,2019-08-04,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,高松町交番,132021,東京都,立川市,高松町２丁目,2019-08-12,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2019-04-05,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,谷保,2019-10-27,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,立川,谷保交番,132152,東京都,国立市,谷保６丁目,2019-06-10,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,立川,富士見町交番,132021,東京都,立川市,富士見町７丁目,2019-02-02,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2019-01-27,12,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2019-04-07,08,４階建て以上共同住宅,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2019-04-21,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2019-09-02,19,道路上,その他
窃盗,部品ねらい,立川,天王橋交番,132021,東京都,立川市,上砂町５丁目,2019-10-11,07,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,柏町５丁目,2019-09-02,08,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,上砂町１丁目,2019-04-13,21,４階建て以上共同住宅,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,上砂町１丁目,2019-05-29,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町１丁目,2019-02-08,16,駐車（輪）場,その他
窃盗,部品ねらい,立川,砂川四番交番,132021,東京都,立川市,砂川町８丁目,2019-10-30,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,立川,砂川八番交番,132021,東京都,立川市,幸町２丁目,2019-08-12,20,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,立川,若葉町駐在所,132021,東京都,立川市,若葉町３丁目,2019-06-18,13,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,立川,一番町六丁目駐在所,132021,東京都,立川市,一番町６丁目,2019-01-31,19,一戸建住宅,その他
窃盗,部品ねらい,立川,一番町六丁目駐在所,132021,東京都,立川市,一番町６丁目,2019-02-16,17,４階建て以上共同住宅,その他
窃盗,部品ねらい,府中,栄町交番,132063,東京都,府中市,栄町１丁目,2019-11-24,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,府中,栄町交番,132063,東京都,府中市,晴見町１丁目,2019-05-31,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,府中,栄町交番,132063,東京都,府中市,晴見町１丁目,2019-09-25,08,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,府中,美好町交番,132063,東京都,府中市,片町２丁目,2019-11-04,18,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,府中,西原町交番,132063,東京都,府中市,西原町２丁目,2018-10-01,不明,一戸建住宅,タイヤ・ホイール
