罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,現金被害の有無
窃盗,車上ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,平和台２丁目,2018-08-13,08,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2018-04-04,20,道路上,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2018-08-29,17,道路上,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2018-11-27,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2018-12-27,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町２丁目,2018-01-30,20,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町４丁目,2018-11-10,14,その他,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2018-02-07,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2018-03-28,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町６丁目,2018-06-10,12,その他,施錠せず,あり
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2018-12-14,08,道路上,施錠せず,なし
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中３丁目,2018-10-28,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南２丁目,2018-10-04,07,道路上,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,下石神井３丁目,2018-09-18,22,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,下石神井６丁目,2018-05-21,19,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町２丁目,2018-09-19,13,その他,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町２丁目,2018-12-04,17,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2018-01-16,15,その他,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2018-04-21,15,道路上,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2018-06-03,11,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町３丁目,2018-12-27,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町４丁目,2018-04-22,10,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町４丁目,2018-05-14,16,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-05-04,11,その他,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-07-23,15,その他,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町５丁目,2018-08-16,14,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町６丁目,2018-11-17,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町７丁目,2018-03-10,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-07-04,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-07-25,05,道路上,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-08-22,08,道路上,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2018-10-23,08,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-10-07,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉４丁目,2018-12-13,13,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2018-11-15,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-06-26,10,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2018-09-11,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北２丁目,2018-05-03,19,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北２丁目,2018-05-26,10,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北２丁目,2018-10-02,09,道路上,施錠せず,なし
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北３丁目,2018-02-15,06,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北４丁目,2018-05-07,07,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北５丁目,2018-11-22,17,その他,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北５丁目,2018-11-26,16,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井２丁目,2018-06-26,18,その他,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町１丁目,2018-06-01,13,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町３丁目,2018-02-18,14,その他,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町７丁目,2018-05-27,11,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,立野町,2018-10-15,19,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町１丁目,2018-01-04,10,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉５丁目,2018-09-01,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉５丁目,2018-12-29,19,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,東大泉７丁目,2018-01-08,20,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,東大泉７丁目,2018-09-30,11,その他の住宅（３階建て以下共同住宅等）,施錠せず,なし
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉１丁目,2018-11-16,19,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉２丁目,2018-12-20,16,道路上,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉３丁目,2018-11-18,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉４丁目,2018-07-02,11,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉５丁目,2018-11-12,10,その他,施錠せず,あり
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台３丁目,2018-01-26,11,道路上,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台３丁目,2018-10-25,13,その他,施錠せず,あり
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台５丁目,2018-09-21,19,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台７丁目,2018-03-15,16,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台８丁目,2018-02-25,20,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台８丁目,2018-05-01,16,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台８丁目,2018-12-03,12,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平１丁目,2018-02-20,17,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-01-16,13,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-02-05,17,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-03-24,11,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-06-12,15,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-07-01,10,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-08-16,14,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-12-01,16,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2018-12-27,10,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平３丁目,2018-05-27,11,その他の住宅（３階建て以下共同住宅等）,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平３丁目,2018-08-16,16,その他,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平８丁目,2018-08-24,01,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2018-04-14,22,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2018-08-26,16,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2018-08-26,18,その他,施錠せず,あり
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2018-09-09,00,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2018-12-16,14,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,新河岸交番,131199,東京都,板橋区,新河岸１丁目,2018-10-17,14,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,新河岸交番,131199,東京都,板橋区,新河岸２丁目,2018-03-04,16,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,高島平４丁目,2018-01-18,09,その他,施錠せず,あり
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2018-02-20,11,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2018-03-09,16,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸１丁目,2018-03-26,18,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸１丁目,2018-05-18,09,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2018-05-24,14,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2018-08-17,21,その他,施錠せず,なし
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2018-12-29,22,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸４丁目,2018-02-09,10,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸５丁目,2018-01-07,22,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸６丁目,2018-11-26,18,その他,施錠せず,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚１丁目,2018-06-27,07,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚２丁目,2018-01-14,11,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚６丁目,2018-04-24,20,その他,施錠せず,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町１丁目,2018-06-27,10,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚新町１丁目,2018-11-29,16,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,成増３丁目,2018-10-14,21,その他,施錠せず,なし
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2018-04-13,18,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2018-05-01,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2018-10-07,21,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増３丁目,2018-06-23,17,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増３丁目,2018-11-26,18,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,上赤塚交番,131199,東京都,板橋区,成増４丁目,2018-07-18,11,道路上,施錠せず,なし
窃盗,車上ねらい,高島平,上赤塚交番,131199,東京都,板橋区,成増５丁目,2018-02-07,16,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚５丁目,2018-05-14,08,道路上,施錠せず,あり
窃盗,車上ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚６丁目,2018-04-12,16,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,松月院前交番,131199,東京都,板橋区,四葉１丁目,2018-07-01,17,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,徳丸駐在所,131199,東京都,板橋区,徳丸６丁目,2018-03-03,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄１丁目,2018-01-06,11,道路上,施錠せず,あり
窃盗,車上ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄３丁目,2018-10-12,17,道路上,施錠せず,あり
窃盗,車上ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2018-10-04,08,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,高野台３丁目,2018-10-09,15,その他,施錠せず,あり
窃盗,車上ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台３丁目,2018-06-22,13,道路上,施錠せず,あり
窃盗,車上ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,南田中４丁目,2018-11-16,16,道路上,施錠せず,あり
窃盗,車上ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原１丁目,2018-08-14,12,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,谷原交番,131202,東京都,練馬区,谷原５丁目,2018-12-28,21,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町１丁目,2018-06-22,22,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田２丁目,2018-04-22,18,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,光が丘,三原台交番,131202,東京都,練馬区,三原台１丁目,2018-11-27,16,一戸建住宅,施錠せず,あり
窃盗,車上ねらい,光が丘,三原台交番,131202,東京都,練馬区,三原台２丁目,2018-02-17,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,旭町駐在所,131202,東京都,練馬区,旭町２丁目,2018-06-12,13,道路上,施錠せず,あり
窃盗,車上ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野４丁目,2018-08-26,12,道路上,施錠せず,あり
窃盗,車上ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野４丁目,2018-12-23,20,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,上野,台東交番,131067,東京都,台東区,上野５丁目,2018-09-01,19,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,上野,台東交番,131067,東京都,台東区,台東４丁目,2018-06-23,11,道路上,施錠せず,あり
窃盗,車上ねらい,上野,黒門交番,131067,東京都,台東区,上野３丁目,2018-08-24,10,道路上,施錠せず,あり
窃盗,車上ねらい,上野,黒門交番,131067,東京都,台東区,上野３丁目,2018-09-11,12,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,上野,黒門交番,131067,東京都,台東区,上野３丁目,2018-09-20,05,道路上,施錠せず,あり
窃盗,車上ねらい,上野,御徒町交番,131067,東京都,台東区,台東３丁目,2018-09-03,10,道路上,施錠せず,あり
窃盗,車上ねらい,上野,御徒町交番,131067,東京都,台東区,東上野２丁目,2018-07-21,10,道路上,施錠せず,あり
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野２丁目,2018-07-15,22,道路上,施錠せず,なし
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野２丁目,2018-10-04,08,道路上,施錠せず,あり
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野４丁目,2018-08-03,21,道路上,施錠せず,あり
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野６丁目,2018-03-17,10,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,三ノ輪交番,131067,東京都,台東区,根岸５丁目,2018-03-15,21,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,三ノ輪交番,131067,東京都,台東区,根岸５丁目,2018-12-01,00,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉３丁目,2018-02-19,15,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,入谷１丁目,2018-03-28,08,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,入谷１丁目,2018-11-05,17,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,入谷２丁目,2018-09-15,15,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,下谷３丁目,2018-04-14,12,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,下谷３丁目,2018-08-28,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,根岸４丁目,2018-05-31,05,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,入谷１丁目,2018-05-21,08,その他,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,入谷１丁目,2018-09-15,09,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,北上野１丁目,2018-11-03,10,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,北上野２丁目,2018-11-08,11,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2018-03-12,09,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2018-04-05,16,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2018-08-15,14,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2018-09-21,00,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2018-10-07,16,４階建て以上共同住宅,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷２丁目,2018-11-25,19,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2018-07-18,08,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸４丁目,2018-07-24,16,その他,施錠せず,あり
窃盗,車上ねらい,下谷,初音交番,131067,東京都,台東区,谷中３丁目,2018-11-20,15,道路上,施錠せず,あり
窃盗,車上ねらい,下谷,谷中交番,131067,東京都,台東区,谷中１丁目,2018-08-05,22,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,下谷,谷中交番,131067,東京都,台東区,谷中２丁目,2018-04-09,15,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2018-04-08,10,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2018-06-29,12,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2018-11-16,17,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,日本堤１丁目,2018-10-10,14,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,日本堤２丁目,2018-12-29,17,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,橋場２丁目,2018-08-14,08,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,吉原交番,131067,東京都,台東区,浅草５丁目,2018-12-22,21,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,吉原交番,131067,東京都,台東区,今戸１丁目,2018-07-29,23,４階建て以上共同住宅,施錠せず,なし
窃盗,車上ねらい,浅草,吉原交番,131067,東京都,台東区,千束４丁目,2018-12-06,05,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2018-06-23,10,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2018-08-13,13,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2018-08-20,18,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2018-08-26,01,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2018-09-08,23,一戸建住宅,施錠せず,なし
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草６丁目,2018-11-15,14,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,今戸２丁目,2018-03-30,16,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,東浅草１丁目,2018-02-11,18,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,東浅草１丁目,2018-10-27,18,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草４丁目,2018-11-14,17,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草４丁目,2018-11-14,18,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,千束１丁目,2017-11-03,22,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2018-11-27,15,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草２丁目,2018-04-05,08,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草２丁目,2018-07-05,15,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草２丁目,2018-11-21,16,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,雷門交番,131067,東京都,台東区,浅草１丁目,2018-06-29,17,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,聖天町交番,131067,東京都,台東区,浅草６丁目,2018-07-21,17,道路上,施錠せず,あり
窃盗,車上ねらい,浅草,橋場交番,131067,東京都,台東区,清川２丁目,2018-07-29,22,道路上,施錠せず,なし
窃盗,車上ねらい,浅草,橋場交番,131067,東京都,台東区,橋場１丁目,2018-04-30,11,その他,施錠せず,あり
窃盗,車上ねらい,蔵前,田原町交番,131067,東京都,台東区,西浅草２丁目,2018-05-05,19,道路上,施錠せず,あり
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,小島２丁目,2018-06-25,08,その他,施錠せず,あり
窃盗,車上ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,蔵前３丁目,2018-01-09,15,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,寿４丁目,2018-05-26,17,道路上,施錠せず,あり
窃盗,車上ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久６丁目,2018-06-05,12,道路上,施錠せず,あり
窃盗,車上ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久６丁目,2018-10-29,13,道路上,施錠せず,あり
窃盗,車上ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久８丁目,2018-03-07,11,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久８丁目,2018-03-14,22,道路上,施錠せず,なし
窃盗,車上ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久８丁目,2018-10-10,21,道路上,施錠せず,あり
窃盗,車上ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋５丁目,2018-01-24,15,道路上,施錠せず,なし
窃盗,車上ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋６丁目,2018-01-16,17,その他,施錠せず,あり
