X,Y,GAIRONO
"-44,244.00","-43,693.61",E0137
"-44,217.50","-43,686.96",E0147
"-44,248.71","-43,674.99",E0646
"-44,237.30","-43,661.26",E0287
"-43,044.56","-44,322.70",E01621
"-43,011.75","-44,395.04",E01644
"-42,988.51","-44,415.45",E1742
"-42,987.97","-44,397.96",E01741
"-42,986.55","-44,362.21",E01740
"-42,991.33","-44,326.77",E01739
"-42,996.17","-44,294.66",E01738
"-42,999.04","-44,275.20",E01737
"-43,041.73","-44,293.87",E01675
"-42,973.69","-44,261.29",E01674
"-42,946.39","-44,249.13",E01673
"-42,957.21","-44,329.18",E1688
"-42,916.99","-44,331.18",E1687
"-42,886.10","-44,337.86",E1686
"-42,852.98","-44,336.74",E1685
"-42,819.20","-44,335.19",E1684
"-42,798.31","-44,331.82",E1683
"-42,720.30","-44,332.29",E1682
"-42,697.42","-44,333.64",E1681
"-42,840.09","-44,403.26",E0953
"-42,887.43","-44,393.91",E0954
"-42,896.16","-44,405.59",E01620
"-42,797.56","-44,355.86",E1489
"-42,932.75","-44,271.69",E1827
"-42,866.04","-44,225.88",E1523
"-42,881.18","-44,179.40",E1232
"-42,841.54","-44,221.43",E1622
"-42,813.48","-44,213.11",E1522
"-42,845.64","-44,181.15",E0498
"-42,730.63","-44,213.02",E1521
"-42,689.19","-44,222.42",E00497
"-42,657.38","-44,167.04",E2047
"-42,605.72","-44,144.12",E1181
"-42,624.49","-44,170.83",E0536
"-42,548.53","-44,150.47",E0701
"-42,659.20","-44,232.79",E1520
"-42,600.57","-44,274.19",E0239
"-42,558.29","-44,280.63",E1519
"-42,526.06","-44,285.97",E1518
"-42,497.40","-44,295.99",E1517
"-42,463.18","-44,319.79",E1516
"-42,520.28","-44,214.77",E1225
"-42,520.28","-44,255.71",E1222
"-42,519.41","-44,236.80",E1782
"-42,439.26","-44,196.08",E1618
"-42,416.16","-44,209.93",E1619
"-42,445.00","-44,230.64",E1129
"-42,461.78","-44,257.32",E0268
"-42,480.28","-44,307.56",E1488
"-42,460.72","-44,303.77",E1898
"-42,458.95","-44,283.30",E1899
"-42,400.91","-44,182.81",E0253
"-42,314.98","-44,213.62",E1302
"-42,335.75","-44,253.63",E1301
"-42,351.07","-44,278.25",E00251
"-42,346.50","-44,191.31",E1303
"-42,359.38","-44,211.78",E1304
"-42,372.27","-44,232.69",E1305
"-42,391.61","-44,262.72",E1306
"-42,412.50","-44,293.43",E1307
"-42,434.73","-44,324.80",E1308
"-42,445.17","-44,342.16",E1309
"-42,465.83","-44,367.29",E1310
"-42,484.06","-44,389.09",E1311
"-42,491.98","-44,398.94",E1312
"-42,408.61","-44,345.97",E01299
"-42,378.53","-44,357.73",E01298
"-42,368.33","-44,323.63",E01300
"-42,310.54","-44,322.16",E01166
"-42,295.14","-44,345.37",E0250
"-42,338.91","-44,384.22",E0249
"-42,300.63","-44,370.93",E2122
"-42,317.13","-44,385.82",E2121
"-42,311.03","-44,411.49",E1515
"-42,321.11","-44,443.11",E1967
"-42,518.50","-44,347.27",E1978
"-43,050.32","-44,361.49",E01645
"-43,043.88","-44,384.60",E1141
"-43,089.92","-44,370.48",E00971
"-43,084.03","-44,286.67",E01676
"-43,185.93","-44,361.16",E00972
"-43,181.95","-44,326.36",E01167
"-43,119.70","-44,277.67",E01677
"-43,172.53","-44,266.26",E01678
"-43,197.73","-44,260.19",E01679
"-43,154.54","-44,233.44",E1672
"-43,174.77","-44,229.39",E1671
"-43,235.83","-44,233.66",E01784
"-43,256.46","-44,245.77",E01785
"-43,237.26","-44,224.21",E00271
"-43,066.69","-44,185.35",E1442
"-43,088.91","-44,171.15",E1441
"-43,135.34","-44,135.73",E1440
"-43,097.19","-44,148.71",E1403
"-43,097.98","-44,178.86",E1402
"-43,109.61","-44,199.44",E1401
"-43,235.14","-44,156.86",E0131
"-43,272.57","-44,245.30",E01786
"-43,358.27","-44,219.81",E1563
"-43,344.67","-44,156.26",E0896
"-43,356.38","-44,152.46",E0185
"-43,279.17","-44,271.06",E1787
"-43,252.44","-44,303.04",E01788
"-43,244.91","-44,271.90",E01789
"-43,572.73","-44,140.66",E0319
"-41,924.52","-44,670.12",E0179
"-42,054.75","-44,673.00",E1765
"-42,046.53","-44,690.36",E1766
"-42,058.53","-44,734.18",E1767
"-42,090.31","-44,727.06",E1768
"-42,076.31","-44,684.57",E1769
"-42,020.09","-44,726.63",E0503
"-42,028.09","-44,777.35",E0504
"-41,946.30","-44,735.53",E0949
"-41,953.63","-44,761.34",E1079
"-42,004.30","-44,759.11",E1615
"-41,979.97","-44,792.75",E0532
"-42,026.97","-44,812.95",E1486
"-41,981.66","-44,813.92",E0535
"-42,003.75","-44,830.41",E1230
"-41,987.27","-44,848.79",E0603
"-41,928.54","-44,877.36",E0813
"-41,953.81","-44,867.70",E1825
"-42,022.12","-44,839.50",E0235
"-41,975.19","-44,758.00",E3255
"-42,167.21","-44,680.34",E0736
"-40,399.43","-45,046.21",E0509
"-40,386.15","-45,054.27",E1205
"-40,358.44","-45,072.27",E1150
"-40,337.82","-45,041.95",E00600
"-40,342.79","-45,117.53",E02264
"-40,330.66","-45,095.07",E02265
"-40,320.64","-45,074.94",E02266
"-40,303.34","-45,047.23",E02267
"-40,294.51","-45,018.12",E02268
"-40,311.54","-45,128.51",E02271
"-40,281.26","-45,053.78",E02282
"-40,262.00","-45,027.97",E02281
"-40,298.76","-45,094.40",E02283
"-40,243.52","-45,065.14",E02284
"-40,205.40","-45,083.46",E02285
"-40,234.21","-45,106.71",E02286
"-40,264.99","-45,099.50",E02287
"-40,293.47","-44,922.91",E1156
"-40,276.10","-44,984.09",E02269
"-40,142.15","-45,096.72",E0963
"-40,134.59","-45,132.25",E1328
"-40,512.13","-45,143.42",E0611
"-40,532.31","-45,173.66",E0622
"-40,626.00","-45,131.19",E0555
"-40,621.47","-45,163.33",E0726
"-40,444.28","-45,165.21",E01109
"-40,431.98","-45,225.96",E0803
"-40,462.04","-45,237.22",E1249
"-40,673.27","-45,153.18",E1078
"-40,791.88","-45,146.58",E1348
"-40,752.59","-45,155.42",E1349
"-40,681.25","-45,175.00",E1350
"-40,725.26","-45,159.65",E1331
"-40,664.41","-45,181.81",E1351
"-40,634.13","-45,192.36",E1352
"-40,593.69","-45,203.26",E1353
"-40,565.02","-45,207.27",E1354
"-40,454.78","-45,197.92",E1251
"-40,417.46","-45,255.94",E0384
"-40,524.89","-45,256.86",E0610
"-40,433.57","-45,296.93",E1250
"-40,442.81","-45,285.10",E0618
"-40,432.57","-45,348.57",E0862
"-40,452.12","-45,383.92",E0863
"-40,478.57","-45,373.69",E0861
"-40,489.23","-45,361.89",E0860
"-40,499.15","-45,352.27",E0859
"-40,478.39","-45,338.59",E0858
"-40,465.56","-45,312.66",E0857
"-40,443.80","-45,314.54",E1281
"-40,479.44","-45,303.53",E1282
"-40,448.68","-45,302.63",E1608
"-40,538.57","-45,296.02",E2075
"-40,546.79","-45,314.64",E0387
"-40,561.90","-45,350.33",E0623
"-40,463.67","-45,407.06",E0864
"-40,496.25","-45,467.72",E01098
"-40,478.20","-45,477.59",E01558
"-40,502.48","-45,512.32",E01208
"-40,486.21","-45,528.62",E01993
"-40,518.09","-45,529.04",E01954
"-40,534.58","-45,540.11",E01640
"-40,555.87","-45,534.36",E02076
"-40,658.14","-45,587.54",E1192
"-40,672.51","-45,641.85",E1151
"-40,749.93","-45,507.22",E1283
"-40,772.15","-45,476.29",E1992
"-40,762.15","-45,466.50",E0424
"-40,752.40","-45,433.21",E1099
"-40,779.37","-45,405.38",E1783
"-40,746.88","-45,389.03",E0540
"-40,768.45","-45,380.74",E1284
"-40,735.66","-45,363.99",E1330
"-40,714.36","-45,337.23",E1037
"-40,661.95","-45,233.41",E0389
"-40,888.38","-44,623.48",E1100
"-40,911.48","-44,611.91",E0397
"-40,919.74","-44,581.21",E0967
"-40,944.61","-44,608.55",E0403
"-41,029.05","-44,618.54",E0903
"-41,003.54","-44,615.85",E0777
"-40,974.92","-44,604.76",E0160
"-40,959.68","-44,591.88",E2067
"-40,963.22","-44,536.51",E0948
"-40,985.08","-44,551.74",E0566
"-46,762.22","-43,561.04",E01892
"-46,638.58","-43,546.21",E01893
"-46,621.56","-43,549.77",E01894
"-46,655.00","-43,555.31",E1104
"-46,724.20","-43,544.10",E00145
"-46,542.94","-43,507.96",E00874
"-46,423.91","-43,337.82",E01692
"-46,457.26","-43,309.62",E01693
"-46,495.11","-43,283.03",E01694
"-46,538.87","-43,264.97",E01695
"-46,576.46","-43,259.57",E01696
"-46,602.15","-43,247.76",E01697
"-46,625.48","-43,231.51",E01698
"-46,662.22","-43,213.74",E01699
"-46,690.50","-43,196.50",E01700
"-46,720.41","-43,170.12",E01701
"-47,191.10","-43,675.21",E01666
"-47,196.88","-43,705.88",E00826
"-47,197.10","-43,731.32",E01996
"-47,298.20","-43,711.13",E01667
"-47,300.06","-43,738.98",E01821
"-47,351.88","-43,675.83",E01868
"-47,350.86","-43,716.37",E01869
"-47,360.38","-43,743.72",E01870
"-47,425.57","-43,755.69",E1871
"-47,485.93","-43,750.52",E01872
"-47,508.92","-43,714.31",E01873
"-47,531.41","-43,680.49",E01874
"-47,452.45","-43,719.56",E01877
"-47,411.62","-43,717.43",E01876
"-47,409.32","-43,683.73",E01875
"-47,480.31","-43,689.68",E00431
"-46,923.67","-43,657.64",E1145
"-47,059.60","-43,668.42",E01017
"-47,067.59","-43,689.45",E01016
"-47,029.19","-43,698.38",E1015
"-47,082.44","-43,725.54",E1075
"-47,038.64","-43,725.46",E1076
"-47,123.94","-43,709.91",E01219
"-47,139.22","-43,701.07",E01187
"-47,164.14","-43,691.50",E00919
"-40,217.63","-45,665.18",E1668
"-40,157.32","-45,643.31",E1124
"-40,095.59","-45,681.52",E0607
"-40,050.72","-45,717.48",E1313
"-40,090.60","-45,779.82",E0613
"-40,113.84","-45,867.45",E0614
"-40,106.06","-45,817.61",E0531
"-40,115.92","-45,880.91",E0432
"-40,109.84","-45,843.64",E1952
"-40,147.20","-45,807.52",E1178
"-40,169.85","-45,907.06",E0768
"-40,369.85","-45,012.96",E00510
"-40,380.03","-44,999.70",E1065
"-41,318.52","-44,851.98",E0730
"-47,778.33","-43,652.91",E0755
"-47,802.74","-43,680.90",E1343
"-47,910.15","-43,649.81",E00923
"-40,815.80","-45,144.13",E1347
"-40,887.89","-45,175.88",E1344
"-40,958.39","-45,159.73",E1900
"-41,062.90","-45,206.33",E1959
"-41,074.40","-45,233.83",E1958
"-41,127.74","-45,266.97",E1956
"-41,095.51","-45,196.00",E1955
"-41,076.73","-45,309.74",E1957
"-41,094.74","-45,284.60",E0902
"-41,107.63","-45,224.86",E0965
"-41,163.02","-45,250.94",E1231
"-41,154.16","-45,220.79",E1069
"-41,130.61","-45,177.14",E0767
"-41,205.66","-45,203.03",E0871
"-41,229.00","-45,247.09",E1318
"-41,196.16","-45,270.70",E1317
"-41,178.78","-45,147.13",E0806
"-44,993.69","-43,144.91",E00769
"-44,033.03","-43,851.05",E1340
"-47,951.94","-43,652.87",E01387
"-47,953.39","-43,687.72",E01388
"-47,958.35","-43,709.42",E01389
"-43,233.08","-43,669.01",E2429
"-43,203.67","-43,680.62",E2430
"-43,178.96","-43,691.55",E2431
"-43,642.51","-43,584.48",E2141
"-43,690.79","-43,519.66",E02148
"-43,680.59","-43,582.42",E2151
"-45,106.76","-42,687.38",E1021
"-45,126.67","-42,730.32",E01384
"-45,145.63","-42,741.73",E01383
"-45,185.09","-42,749.70",E01382
"-45,215.71","-42,760.51",E01381
"-45,256.36","-42,775.70",E01380
"-45,300.19","-42,795.05",E01379
"-45,131.78","-42,774.68",E1237
"-45,108.55","-42,821.82",E00620
"-45,153.58","-42,824.01",E00753
"-44,848.69","-43,063.82",E01980
"-44,834.03","-43,121.98",E01979
"-44,866.49","-43,104.24",E01568
"-44,794.30","-43,075.53",E1569
"-44,868.05","-43,129.35",E00962
"-44,780.77","-43,131.68",E1083
"-44,760.28","-43,084.48",E2136
"-44,657.76","-43,112.23",E1190
"-44,590.91","-43,062.18",E01977
"-44,573.78","-43,099.60",E01987
"-44,595.73","-43,126.83",E01040
"-44,626.11","-43,134.52",E0044
"-48,441.59","-43,380.49",E00981
"-48,461.86","-43,356.13",E00982
"-48,488.47","-43,310.29",E00983
"-48,550.85","-43,276.74",E00984
"-48,578.01","-43,239.73",E00985
"-48,556.61","-43,180.23",E00986
"-48,550.46","-43,164.26",E00987
"-48,483.69","-43,284.99",E00988
"-48,471.45","-43,259.63",E00989
"-48,455.75","-43,223.77",E00990
"-48,400.79","-43,428.43",E00980
"-48,415.29","-43,186.85",E0084
"-48,562.48","-43,260.45",E01448
"-48,308.08","-43,200.74",E01891
"-48,325.62","-43,231.01",E01920
"-48,421.21","-43,404.60",E01888
"-48,374.16","-43,451.35",E00979
"-48,315.33","-43,462.03",E00978
"-48,338.62","-43,497.40",E00977
"-48,264.62","-43,267.20",E1919
"-48,253.52","-43,301.01",E0166
"-48,164.36","-43,404.66",E00991
"-48,146.60","-43,370.09",E00992
"-48,113.75","-43,334.15",E00993
"-48,101.84","-43,303.09",E00994
"-48,067.39","-43,262.42",E00995
"-48,001.07","-43,301.74",E00996
"-47,973.70","-43,320.61",E00997
"-48,021.25","-43,281.11",M00010
"-47,983.29","-43,225.46",M00011
"-47,969.21","-43,204.56",M00012
"-47,955.75","-43,182.73",M00013
"-47,946.60","-43,343.79",E00766
"-47,935.11","-43,365.67",E00355
"-47,960.31","-43,408.34",E00350
"-48,058.80","-43,440.57",E00921
"-48,021.02","-43,457.93",E0082
"-47,998.25","-43,476.48",E01575
"-48,046.78","-43,500.05",E00351
"-47,937.20","-43,559.19",E01495
"-47,942.93","-43,602.95",E01385
"-47,947.97","-43,633.93",E01386
"-48,041.35","-43,581.36",E1576
"-47,967.56","-43,620.22",E0926
"-48,047.83","-43,594.35",E0928
"-48,040.90","-43,624.37",E00927
"-48,006.95","-43,611.39",E01147
"-48,068.97","-43,613.65",E00756
"-48,157.37","-43,536.37",E00111
"-48,129.53","-43,561.27",E01997
"-48,104.77","-43,579.67",E01759
"-48,267.36","-43,444.56",E00976
"-48,234.80","-43,421.23",E00975
"-48,210.79","-43,404.06",E00974
"-48,205.61","-43,521.39",E1496
"-48,187.02","-43,483.22",E01655
"-48,166.61","-43,518.19",E01804
"-47,738.17","-43,610.61",E1052
"-47,743.25","-43,564.91",E1053
"-47,718.92","-43,508.33",E1054
"-47,700.22","-43,463.33",E1055
"-47,635.68","-43,418.73",E1056
"-47,621.19","-43,382.95",E1057
"-47,588.51","-43,497.75",E01758
"-47,603.65","-43,516.15",E01173
"-47,611.24","-43,547.64",E0793
"-47,695.26","-43,604.79",E01188
"-47,633.50","-43,577.44",E01119
"-47,800.39","-43,543.15",E01279
"-47,787.42","-43,557.89",E01278
"-47,838.09","-43,577.94",E01574
"-47,520.75","-43,279.69",E1058
"-47,462.48","-43,252.88",E1059
"-47,440.14","-43,196.40",E1060
"-47,380.96","-43,166.22",E1061
"-47,187.80","-43,284.88",E1867
"-47,164.01","-43,293.94",E1866
"-47,190.87","-43,300.14",E01921
"-47,207.59","-43,312.16",E01922
"-47,224.17","-43,332.80",E01923
"-47,234.19","-43,355.82",E01924
"-47,217.59","-43,359.70",E01925
"-47,181.29","-43,350.46",E01926
"-47,174.39","-43,331.24",E01928
"-47,663.27","-43,596.01",E00854
"-47,477.27","-43,629.58",E1146
"-47,430.81","-43,614.45",E00920
"-47,366.41","-43,621.09",E1202
"-47,235.44","-43,585.37",E0794
"-47,219.52","-43,611.39",E1243
"-47,204.38","-43,592.45",E01665
"-47,080.70","-43,157.84",E00023
"-47,106.59","-43,181.36",E01716
"-47,140.35","-43,336.33",E1927
"-47,064.53","-43,387.53",E01861
"-47,058.79","-43,345.45",E01862
"-47,086.51","-43,333.38",E01863
"-47,116.66","-43,317.28",E01864
"-47,135.06","-43,308.34",E01865
"-47,144.57","-43,296.39",E00797
"-46,988.86","-43,394.49",E0798
"-47,111.22","-43,416.96",E2214
"-47,093.28","-43,441.24",E02215
"-47,084.20","-43,460.87",E02216
"-47,065.64","-43,484.60",E02217
"-47,095.87","-43,498.89",E02218
"-47,115.96","-43,469.48",E02219
"-47,132.90","-43,443.56",E02220
"-47,144.99","-43,410.65",E02221
"-47,056.88","-43,464.69",E02210
"-47,070.18","-43,424.22",E01653
"-47,051.64","-43,464.94",E01860
"-47,037.59","-43,492.59",E01859
"-47,032.99","-43,533.18",E01858
"-47,058.22","-43,575.90",E01857
"-47,062.86","-43,607.64",E01856
"-47,008.47","-43,623.66",E01855
"-47,152.54","-43,562.94",E00796
"-47,119.81","-43,547.23",E00795
"-47,119.29","-43,603.38",E00146
"-47,081.73","-43,539.59",E0853
"-47,024.93","-43,510.60",E01652
"-47,053.50","-43,525.85",E02072
"-46,833.09","-43,635.12",E00918
"-46,859.94","-43,513.96",E00799
"-46,853.91","-43,536.23",E01988
"-46,826.31","-43,549.87",E00134
"-46,794.67","-43,557.99",E00158
"-46,861.59","-43,571.83",E00800
"-46,390.85","-42,618.66",E0530
"-46,361.09","-42,675.63",E1757
"-46,339.83","-42,693.79",E1756
"-46,272.87","-42,740.79",E1755
"-46,149.22","-42,774.42",E1754
"-46,091.24","-42,807.30",E01753
"-46,055.87","-42,865.35",E01752
"-46,372.04","-42,729.29",E00537
"-46,240.73","-42,710.53",E0561
"-46,243.98","-42,740.47",E0711
"-46,304.22","-42,712.47",E0712
"-46,217.36","-42,753.56",E00628
"-46,187.60","-42,765.69",E00841
"-46,113.14","-42,777.21",E01085
"-46,078.77","-42,841.45",E1117
"-46,385.50","-42,657.29",E0713
"-46,297.83","-43,042.63",E0690
"-46,285.95","-43,087.36",E0615
"-46,077.24","-43,120.84",E00237
"-46,049.18","-43,112.74",E01094
"-46,053.94","-43,135.01",E1216
"-46,037.11","-42,900.05",E01651
"-46,040.88","-42,933.98",E0627
"-46,030.62","-42,976.79",E01751
"-46,010.73","-42,992.36",E00466
"-45,926.23","-43,019.53",E00467
"-46,018.45","-43,023.92",E00463
"-45,963.47","-43,040.25",E00464
"-45,929.14","-43,054.51",E00465
"-45,973.28","-43,069.67",E00461
"-45,831.48","-43,048.81",E00469
"-45,796.27","-43,059.52",E00470
"-45,988.45","-43,000.14",E01905
"-45,969.40","-43,005.72",E00520
"-45,893.49","-43,029.66",E01633
"-45,750.00","-43,070.32",E00471
"-45,749.70","-43,042.08",E00472
"-45,719.76","-43,013.22",E00473
"-45,781.34","-43,002.50",E00474
"-45,795.25","-43,027.76",E0475
"-45,834.85","-43,080.01",E00468
"-46,023.05","-43,068.73",E01142
"-46,021.70","-43,110.37",E1086
"-46,010.81","-43,130.85",E1091
"-45,973.77","-43,121.76",E01946
"-45,933.65","-43,115.60",E00764
"-45,937.10","-43,080.93",E00763
"-45,764.59","-43,092.06",E00760
"-45,869.39","-43,042.31",E00762
"-45,996.15","-43,101.41",E01748
"-45,967.44","-43,102.58",E01088
"-45,906.88","-43,090.55",E01801
"-45,877.89","-43,066.93",E01918
"-45,904.76","-43,125.51",E01944
"-45,871.47","-43,073.10",E00216
"-45,845.18","-43,011.83",E01659
"-45,870.79","-43,021.26",E00738
"-45,821.92","-43,019.50",E0519
"-45,751.06","-43,008.90",E01747
"-45,809.61","-43,092.95",E00761
"-45,730.18","-43,040.17",E01341
"-45,704.15","-43,052.45",E01937
"-45,715.54","-43,086.86",E01936
"-45,729.73","-43,128.62",E01935
"-45,798.01","-43,092.26",E01945
"-45,774.92","-43,105.21",E00458
"-45,808.74","-43,121.08",E00459
"-45,752.02","-43,141.91",E1171
"-45,732.06","-43,147.21",E1238
"-45,824.02","-43,139.54",E01904
"-45,847.31","-43,109.81",E00460
"-45,856.33","-43,139.74",E00457
"-45,464.58","-43,122.44",E01371
"-45,466.52","-43,079.96",E01372
"-45,446.03","-43,033.95",E01911
"-45,469.51","-42,994.47",E01374
"-45,440.90","-43,013.86",E01910
"-45,418.86","-43,033.23",E01912
"-45,468.08","-43,035.96",E01373
"-45,376.15","-43,028.75",E01913
"-45,377.33","-42,996.34",E01914
"-45,378.98","-42,953.24",E01915
"-45,410.29","-42,970.40",E01916
"-45,409","-43,012.88",E01917
"-45,417.50","-42,947.13",E01907
"-45,437.17","-42,975.61",E1908
"-45,441.15","-42,989.46",E01909
"-45,424.64","-42,920.29",E01376
"-45,452.65","-42,949.80",E01375
"-45,393.90","-42,889.44",E00164
"-45,365.92","-42,859.60",E01377
"-45,331.33","-42,823.08",E01378
"-46,771.33","-43,122.82",E01702
"-47,371.32","-43,096.28",E1062
"-47,337.80","-43,044.54",E1063
"-47,336.85","-42,986.85",E1064
"-47,057.73","-43,137.08",E01715
"-47,067.23","-43,088.92",E01714
"-47,080.39","-43,067.88",E01713
"-47,080.46","-43,045.26",E01712
"-47,060.18","-43,041.14",E01711
"-47,035.46","-43,048.10",E01710
"-47,011.52","-43,037.89",E1709
"-46,981.34","-43,040.19",E01708
"-46,953.72","-43,052.71",E01707
"-46,924.93","-43,056.25",E01706
"-46,887.60","-43,058.30",E01705
"-46,823.39","-43,082.59",E01704
"-46,795.30","-43,097.61",E01703
"-47,049.43","-43,113.98",E00122
"-46,848.62","-43,070.74",E01241
"-46,801.85","-42,981.61",E01460
"-46,793.64","-43,041.61",E01186
"-48,672.04","-42,739.98",E50013
"-48,676.11","-42,805.64",E50022
"-48,675.29","-42,859.62",E50046
"-48,675.17","-42,890.91",E50012
"-48,679.36","-42,923.44",E50011
"-48,687.82","-42,955.37",E50045
"-48,706.13","-42,984.90",E50007
"-48,717.09","-43,007.04",E50044
"-48,754.61","-43,072.42",E01999
"-48,600.01","-43,040.09",E01998
"-48,568.98","-43,039.09",E00114
"-48,543.68","-42,990.47",E00085
"-48,398.19","-43,134.08",E01324
"-48,450.08","-43,102.80",E0112
"-48,524.24","-43,021.40",E1148
"-48,522.95","-42,948.84",E01573
"-48,483.53","-43,055.55",E0353
"-48,475.19","-42,990.12",E1497
"-48,509.19","-42,907.09",E00630
"-48,474.86","-42,880.47",E00113
"-48,390.64","-42,814.37",E00086
"-48,363.76","-42,773.59",E0621
"-48,314.59","-42,732.36",E0354
"-49,751.08","-42,119.98",E00856
"-49,716.77","-42,104.71",E00931
"-49,648.90","-42,101.76",E0110
"-49,562.82","-42,090.13",E02000
"-49,536.43","-42,072.11",E1220
"-49,472.27","-42,078.55",E0101
"-42,283.86","-44,075.85",E2013
"-42,311.50","-44,032.46",E2019
"-42,319.97","-44,046.08",E2020
"-42,331.71","-44,056.25",E2021
"-42,315.43","-44,061.61",E2023
"-42,294.00","-44,086.58",E2024
"-42,317.31","-44,075.78",E2025
"-42,342.46","-44,066.70",E2026
"-42,369.42","-44,057.07",E2027
"-42,380.53","-44,040.11",E2031
"-42,393.32","-44,048.83",E2028
"-42,412.77","-44,040.70",E2029
"-42,356.95","-44,048.68",E2030
"-42,404.27","-44,030.92",E2032
"-42,434.21","-44,030.40",E2033
"-42,453.76","-44,007.13",E2034
"-42,462.98","-43,986.43",E2035
"-42,466.67","-43,967.46",E2036
"-42,465.47","-43,942.71",E2037
"-42,422.44","-44,022.51",E2038
"-42,437.77","-44,007.43",E2039
"-42,450.27","-43,986.68",E2040
"-42,454.62","-43,970.18",E2041
"-42,453.71","-43,946.97",E2042
"-42,602.66","-43,935.40",E1498
"-42,593.89","-43,946.45",E01499
"-42,596.51","-43,965.74",E01500
"-42,602.90","-44,004.96",E01501
"-42,631.20","-44,002.72",E01502
"-42,628.38","-43,983.41",E1503
"-42,624.37","-43,961.11",E01504
"-42,623.86","-43,932.59",E01505
"-42,652.19","-43,926.95",E01506
"-42,666.61","-43,933.68",E01508
"-42,668.92","-43,958.65",E01509
"-42,671.04","-43,983.63",E01510
"-42,673.28","-44,009.13",E1511
"-42,606.66","-43,855.19",E02087
"-42,581.85","-43,830.73",E2088
"-42,556.40","-43,806.08",E2089
"-42,530.58","-43,782.19",E02090
"-42,503.69","-43,760.22",E02091
"-42,468.72","-43,764.51",E02092
"-42,439.58","-43,789.24",E02093
"-42,422.35","-43,804.83",E02094
"-42,400.16","-43,815.45",E02095
"-42,365.31","-43,818.28",E02096
"-42,335.65","-43,819.52",E2097
"-42,347.75","-43,863.79",E02113
"-42,373.51","-43,861.69",E02114
"-42,408.26","-43,858.64",E02115
"-42,439.75","-43,855.93",E02116
"-42,443.69","-43,827.79",E02117
"-43,017.12","-44,000.24",E01421
"-42,981.25","-44,008.55",E01422
"-43,042.44","-44,035.88",E1426
"-42,988.47","-44,033.94",E01427
"-42,969.36","-44,023.50",E01428
"-43,026.02","-44,077.56",E1434
"-42,978.03","-44,075.90",E1435
"-43,029.76","-44,102.94",E1444
"-42,921.23","-44,041.64",E0564
"-42,931.71","-44,026.98",E00259
"-42,916.36","-44,069.52",E01464
"-42,899.44","-44,100.56",E1081
"-42,890.80","-44,141.92",E0702
"-42,717.37","-44,130.15",E0970
"-42,617.43","-44,089.29",E1838
"-42,613.65","-44,119.99",E1837
"-42,598.42","-44,118.28",E01836
"-42,662.42","-44,134.13",E1256
"-42,306.82","-43,802.01",E02098
"-42,289.06","-43,786.31",E02099
"-42,257.11","-43,752.22",E02100
"-42,238.02","-43,729.08",E02101
"-42,211.01","-43,724.42",E2102
"-42,180.89","-43,743.93",E2103
"-42,150.59","-43,768.16",E2104
"-42,122.98","-43,788.21",E02105
"-42,117.13","-43,812.88",E2106
"-42,132.35","-43,838.73",E02107
"-42,149.85","-43,894.80",E2108
"-42,148.15","-43,923.04",E2109
"-42,196.41","-43,925.24",E02110
"-42,179.05","-43,899.73",E02111
"-42,153.95","-43,861.37",E02112
"-42,300.57","-44,066.55",E2022
"-42,260.07","-44,032.37",E2001
"-42,257.02","-44,025.17",E2002
"-42,252.68","-44,018.85",E2003
"-42,247.39","-44,009.53",E2004
"-42,240.94","-43,998.76",E2005
"-42,236.07","-43,989.85",E2006
"-42,231.51","-43,981.79",E2007
"-42,225.14","-43,972.76",E2008
"-42,220.57","-43,964.81",E2009
"-42,255.35","-44,039.31",E2010
"-42,273.01","-44,058.52",E2011
"-42,278.52","-44,069.42",E2012
"-42,278.26","-44,053.79",E2014
"-42,272.88","-44,044.02",E2015
"-42,273.32","-44,035.24",E2016
"-42,293.14","-44,021.21",E2017
"-42,305.35","-44,022.97",E2018
"-45,778.06","-43,131.00",E01948
"-37,629.18","-47,178.19",D00001
"-37,702.13","-47,154.99",D04441
"-37,732.50","-47,207.46",D04442
"-37,650.65","-47,177.86",D04439
"-37,681.69","-47,248.02",D04440
"-37,747.90","-47,233.76",D1881
"-37,768.26","-47,252.05",D1882
"-37,581.77","-47,211.43",D03418
"-37,581.98","-47,248.06",D03420
"-37,577.25","-47,232.96",D00731
"-37,683.53","-47,266.23",D00734
"-37,641.74","-47,280.13",D00735
"-37,626.99","-47,285.28",D0736
"-37,703.50","-47,270.85",D2418
"-37,751.71","-47,283.16",D3574
"-37,729.81","-47,303.17",D03952
"-37,651.21","-47,318.64",D01152
"-37,587.08","-47,275.57",D01883
"-37,590.20","-47,300.98",D03421
"-37,597.83","-47,319.89",D04370
"-37,640.51","-47,348.89",D04371
"-37,778.35","-47,349.52",D3386
"-37,687.66","-47,391.46",D50006
"-37,667.96","-47,339.27",D04438
"-37,639.86","-47,378.33",D03951
"-37,584.78","-47,335.16",D01254
"-37,577.83","-47,361.86",D0730
"-37,569.95","-47,388.27",D03422
"-37,618.29","-47,407.66",D03391
"-37,663.97","-47,427.50",D3848
"-37,646.60","-47,424.70",D00733
"-37,750.99","-47,432.73",D04795
"-37,556.97","-47,430.00",D00740
"-37,566.39","-47,448.19",D3830
"-37,634.42","-47,476.44",D3847
"-37,611.62","-47,490.87",D3846
"-37,634.88","-47,512.71",D3845
