道路名,事業者名,方向,工事起点住所,工事終点住所,車線制限の状況（制限車線数／現車線数）,工事内容,工事目的,工事開始期間（年）,工事開始期間（月）,工事終了期間（年）,工事終了期間（月）,工事開始予定時間1,工事終了予定時間1,工事開始予定時間2,工事終了予定時間2,備考
三ツ目通り,東京都建設局,上下,江東区辰巳１丁目,江東区辰巳２丁目,１車線／４車線,道路工事,視覚障害者誘導用シート張替工事他,2022,10,2025,3,20:00,6:00,8:00,18:00,
三ツ目通り,東京都水道局,上,江東区辰巳２丁目,,１車線／４車線,水道工事,取替工事,2024,8,2025,7,20:00,6:00,,,
三ツ目通り,東京都建設局,上下,江東区潮見１丁目,江東区枝川３丁目,１車線／４車線,道路工事,視覚障害者誘導用シート張替工事他,2022,10,2025,3,20:00,6:00,8:00,18:00,
三ツ目通り,東京都水道局,上中下,江東区枝川３丁目,,２車線／６車線,水道工事,取替工事,2023,4,2026,2,20:00,6:00,9:00,18:00,
三ツ目通り,東京都建設局,上下,江東区塩浜２丁目,,１車線／４車線,道路工事,視覚障害者誘導用シート張替工事他,2022,10,2025,3,20:00,6:00,8:00,18:00,
三ツ目通り,東京都建設局,上下,江東区木場１丁目,江東区辰木場６丁目,１車線／４車線,道路工事,視覚障害者誘導用シート張替工事他,2022,10,2025,3,20:00,6:00,8:00,18:00,
三ツ目通り,東京都水道局,上,江東区木場６丁目,,１車線／４車線,水道工事,調査工事,2023,7,2024,9,20:00,6:00,,,
三ツ目通り,東京都建設局,上下,江東区白河３丁目,江東区森下５丁目,１車線／４車線,橋梁工事,橋梁維持補修工事,2024,3,2025,2,19:00,6:00,9:00,18:00,
三ツ目通り,東京都建設局,上下,墨田区立川３丁目,墨田区緑４丁目,,橋梁工事,橋梁補修工事,2024,2,2024,12,20:00,6:00,,,
三ツ目通り,首都高管理,上中下,墨田区立川３丁目,墨田区緑４丁目,２車線／６車線,高速道路工事,上部工補強工事,2022,7,2025,4,21:00,5:00,,,
三ツ目通り,東京都水道局,下,墨田区緑３丁目,,１車線／４車線,水道工事,取替工事,2023,11,2024,12,20:00,6:00,,,
三ツ目通り,東京都水道局,上中下,墨田区本所３丁目,墨田区東駒形４丁目,１車線／４車線,水道工事,取替・新設・撤去工事,2023,8,2025,1,20:00,6:00,,,
三ツ目通り,東京都水道局,下,墨田区吾妻橋２丁目,,１車線／４車線,水道工事,取替工事,2024,9,2025,10,20:00,6:00,,,
外苑東通り,東京都水道局,上,港区麻布台１丁目,,１車線／４車線,水道工事,新設撤去工事,2024,9,2025,2,21:00,6:00,,,
外苑東通り,東京都交通局,上,港区赤坂９丁目,,１車線／４車線,地下鉄工事,電気設備更新工事,2024,2,2025,7,23:00,5:00,,,
外苑東通り,東京都交通局,下,港区南青山２丁目,港区北青山１丁目,１車線／７車線,地下鉄工事,電気設備更新工事,2024,2,2025,7,23:00,5:00,,,
外苑東通り,東京都水道局,上,港区元赤坂２丁目,,２車線／６車線,水道工事,取替工事,2023,11,2025,10,21:00,6:00,,,
外苑東通り,東京電力,上中下,新宿区左門町,新宿区信濃町,２車線／５車線,電気工事,ケーブル工事,2024,9,2027,5,20:00,6:00,,,
外苑東通り,東京都建設局,上下,新宿区四谷３丁目,新宿区荒木町,１車線／２車線,道路工事,路面補修工事,2024,8,2025,2,21:00,6:00,9:00,18:00,
外苑東通り,東京電力,下,新宿区荒木町,,１車線／４車線,電気工事,支障移設工事,2023,2,2024,10,20:00,6:00,9:00,18:00,
外苑東通り,東京電力,上下,新宿区市谷本村町,新宿区市谷柳町,１車線／４車線,電気工事,地中化工事,2023,8,2025,3,20:00,6:00,9:00,18:00,
外苑東通り,東京電力,上下,新宿区市谷薬王寺町,新宿区市谷柳町,１車線／４車線,電気工事,地中化工事,2024,7,2024,11,20:00,6:00,9:00,18:00,
外苑東通り,東京都水道局,上,新宿区市谷柳町,新宿区弁天町,１車線／４車線,水道工事,支障移設工事,2024,4,2025,3,20:00,6:00,,,
外苑東通り,東京電力,下,新宿区原町１丁目,新宿区市谷柳町,１車線／２車線,電気工事,支障移設工事,2023,5,2024,10,20:00,6:00,9:00,18:00,
外苑東通り,東京ガス,上,新宿区弁天町,,１車線／２車線,ガス工事,支障移設工事,2024,2,2024,9,9:00,18:00,,,
外苑東通り,ＮＴＴ,上下,新宿区市谷柳町,新宿区弁天町,１車線／２車線,電話工事,支障移設工事,2024,8,2025,7,21:00,6:00,,,
蔵前橋通り,東京都水道局,上下,台東区鳥越１丁目,台東区浅草橋３丁目,１車線／４車線,水道工事,取替工事,2024,2,2025,7,21:00,6:00,,,
蔵前橋通り,東京電力,上,台東区浅草橋３丁目,,１車線／４車線,電気工事,ケーブル工事,2024,6,2024,9,20:00,6:00,8:00,18:00,
蔵前橋通り,東京都建設局,上下,墨田区横網２丁目,墨田区石原４丁目,,道路工事,路面補修工事,2024,7,2025,5,20:00,6:00,9:00,18:00,
蔵前橋通り,東京都水道局,上中下,墨田区石原４丁目,,１車線／４車線,水道工事,取替工事,2024,1,2024,12,20:00,6:00,,,
蔵前橋通り,東京ガス,上,江東区亀戸２丁目,,１車線／４車線,ガス工事,経年管対策,2023,8,2024,12,20:00,6:00,,,
蔵前橋通り,東京都建設局,上下,江東区亀戸４丁目,,,道路工事,路面補修工事,2024,3,2025,1,20:00,6:00,9:00,18:00,
蔵前橋通り,東京都建設局,上下,江東区亀戸８丁目,江戸川区平井６丁目,１車線／４車線,道路工事,江東新橋／長寿命化工事,2021,8,2025,3,,,8:00,18:00,
蔵前橋通り,東京都建設局,上下,江戸川区平井６丁目,葛飾区西新小岩２丁目,１車線／４車線,橋梁工事,長寿命化工事,2018,1,2030,3,20:00,6:00,,,
蔵前橋通り,東京電力,上下,葛飾区東新小岩３丁目,江戸川区上一色３丁目,１車線／４車線,電気工事,地中化工事,2023,10,2025,12,20:00,6:00,,,
蔵前橋通り,ＮＴＴ,上下,江戸川区西小岩１丁目,江戸川区西小岩２丁目,１車線／６車線,電話工事,電線共同溝関連,2023,11,2024,9,21:00,6:00,,,
蔵前橋通り,東京電力,上下,江戸川区西小岩２丁目,江戸川区西小岩１丁目,１車線／４車線,電気工事,地中化工事,2024,6,2024,11,20:00,6:00,,,
蔵前橋通り,ＮＴＴ,上,江戸川区西小岩１丁目,,１車線／６車線,電話工事,その他工事,2024,7,2024,9,21:00,6:00,,,
蔵前橋通り,東京電力,上中下,江戸川区北小岩２丁目,江戸川区北小岩１丁目,１車線／４車線,電気工事,地中化工事,2022,10,2025,9,20:00,6:00,,,
環七通り,東京電力,外,大田区東海２丁目,,１車線／４車線,電気工事,ケーブル工事,2024,4,2024,8,20:00,6:00,9:00,18:00,
環七通り,東京電力,内外,大田区東海２丁目,大田区平和島４丁目,１車線／７車線,電気工事,ケーブル工事,2023,7,2025,2,21:00,6:00,,,
環七通り,東京都建設局,内外,大田区東海２丁目,大田区東海１丁目,１車線／６車線,道路工事,門型標識補修工事,2024,2,2024,11,9:00,17:00,21:00,6:00,
環七通り,東京都建設局,内外,大田区平和島６丁目,大田区平和島４丁目,１車線／４車線,橋梁工事,長寿命化工事,2015,1,2026,3,9:00,17:00,21:00,6:00,
環七通り,東京都建設局,内外,大田区平和島５丁目,大田区大森本町２丁目,規制なし,橋梁工事,長寿命化工事,2012,11,2027,3,9:00,17:00,21:00,6:00,
環七通り,東京都水道局,外,大田区平和島５丁目,,１車線／２車線,水道工事,補修工事,2023,7,2025,2,20:00,6:00,,,
環七通り,東京電力,内中外,大田区大森東１丁目,大田区大森本町２丁目,２車線／６車線,電気工事,地中化工事,2023,6,2024,11,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内外,大田区大森東１丁目,大田区大森本町東２丁目,１車線／４車線,電話工事,電線共同溝関連,2023,6,2024,11,21:00,6:00,,,
環七通り,東京都水道局,内外,大田区大森東１丁目,大田区大森本町２丁目,１車線／６車線,水道工事,取替工事,2023,11,2024,12,20:00,6:00,,,
環七通り,東京電力,内,大田区大森西２丁目,,１車線／４車線,電気工事,ケーブル工事,2023,7,2025,2,21:00,6:00,,,
環七通り,東京都建設局,内,大田区山王３丁目,,規制なし,道路工事,管理通路拡幅工事,2023,10,2024,8,9:00,17:00,21:00,6:00,
環七通り,東京電力,内外,大田区中央２丁目,大田区山王３丁目,１車線／７車線,電気工事,ケーブル工事,2023,7,2025,2,21:00,6:00,,,
環七通り,東京都水道局,内外,大田区南馬込３丁目,大田区山王４丁目,１車線／４車線,水道工事,支障移設工事,2024,8,2024,11,20:00,6:00,,,
環七通り,東京ガス,内外,大田区南馬込２丁目,大田区山王４丁目,１車線／４車線,ガス工事,支障移設工事,2024,8,2025,1,21:00,6:00,,,
環七通り,ＮＴＴ,外,大田区南馬込２丁目,,１車線／４車線,電話工事,電線共同溝関連,2024,4,2024,12,21:00,6:00,,,
環七通り,東京電力,内,大田区山王４丁目,,１車線／４車線,電気工事,ケーブル工事,2023,7,2025,2,21:00,6:00,,,
環七通り,東京ガス,内,大田区東馬込２丁目,,１車線／４車線,ガス工事,経年管対策,2024,8,2024,12,21:00,6:00,,,
環七通り,東京都建設局,内外,大田区南馬込１丁目,大田区東馬込２丁目,１車線／６車線,橋梁工事,歩道橋塗装工事,2024,4,2025,1,9:00,17:00,21:00,6:00,
環七通り,東京都建設局,内外,大田区中馬込２丁目,大田区北馬込１丁目,１車線／６車線,道路工事,路面補修工事,2024,4,2025,3,21:00,6:00,9:00,17:00,
環七通り,東京都建設局,内中外,大田区北千束２丁目,,１車線／４車線,道路工事,電線共同溝整備工事,2022,12,2024,10,20:00,6:00,9:00,18:00,
環七通り,東京都建設局,内外,大田区北千束２丁目,目黒区南１丁目,１車線／４車線,道路工事,電線共同溝整備に伴う道路舗装工事,2023,3,2024,9,20:00,6:00,9:00,18:00,
環七通り,東京ガス,内,目黒区南２丁目,,１車線／４車線,ガス工事,経年管対策,2024,4,2024,8,21:00,6:00,,,
環七通り,東京都建設局,内外,大田区田園調布１丁目,大田区雪谷大塚町,１車線／６車線,橋梁工事,歩道橋塗装工事,2024,3,2024,12,9:00,17:00,21:00,6:00,
環七通り,東京都建設局,内外,目黒区平町１丁目,目黒区碑文谷５丁目,１車線／６車線,橋梁工事,長寿命化工事,2022,4,2027,3,9:00,17:00,21:00,6:00,
環七通り,東京電力,内中外,目黒区柿の木坂１丁目,目黒区碑文谷５丁目,１車線／６車線,電気工事,地中化工事,2023,6,2024,8,20:00,6:00,9:00,18:00,
環七通り,東京電力,内外,目黒区柿の木坂１丁目,目黒区碑文谷５丁目,１車線／２車線,電気工事,地中化工事,2024,7,2024,11,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内外,目黒区柿の木坂１丁目,目黒区柿の木坂２丁目,１車線／４車線,電話工事,電線共同溝関連,2023,6,2024,8,21:00,6:00,,,
環七通り,東京都水道局,内外,目黒区柿の木坂１丁目,目黒区碑文谷５丁目,１車線／６車線,水道工事,撤去工事,2024,9,2025,1,20:00,6:00,,,
環七通り,東京都水道局,内外,目黒区柿の木坂１丁目,目黒区碑文谷６丁目,１車線／６車線,水道工事,撤去工事,2024,9,2025,1,20:00,6:00,,,
環七通り,東京電力,外,目黒区柿の木坂２丁目,,１車線／６車線,電気工事,地中化工事,2024,4,2025,5,21:00,6:00,9:00,18:00,
環七通り,東京電力,内,世田谷区下馬６丁目,世田谷区野沢３丁目,１車線／６車線,電気工事,支障移設工事,2024,4,2025,5,21:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内外,目黒区柿の木坂１丁目,目黒区柿の木坂２丁目,１車線／４車線,電話工事,電線共同溝関連,2024,4,2025,7,21:00,6:00,,,
環七通り,東京電力,内外,世田谷区野沢３丁目,世田谷区野沢４丁目,１車線／６車線,電気工事,ケーブル工事,2024,4,2025,2,21:00,6:00,,,
環七通り,東京電力,内,世田谷区野沢２丁目,世田谷区野沢３丁目,１車線／６車線,電気工事,地中化工事,2024,7,2025,8,21:00,6:00,9:00,18:00,
環七通り,東京電力,外,世田谷区野沢４丁目,,１車線／６車線,電気工事,地中化工事,2024,7,2025,8,21:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内外,世田谷区野沢４丁目,世田谷区野沢２丁目,１車線／４車線,電話工事,電線共同溝関連,2024,7,2025,6,21:00,6:00,,,
環七通り,東京ガス,内,世田谷区上馬２丁目,,１車線／６車線,ガス工事,経年管対策,2024,1,2025,2,21:00,6:00,9:00,18:00,
環七通り,東京都建設局,内中外,世田谷区上馬４丁目,世田谷区若林１丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,3,2024,10,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,外,世田谷区上馬４丁目,世田谷区若林１丁目,１車線／４車線,電話工事,電線共同溝関連,2023,11,2025,11,21:00,6:00,,,
環七通り,東京都水道局,内,世田谷区代田１丁目,,２車線／６車線,水道工事,取替工事,2024,6,2024,12,20:00,6:00,,,
環七通り,東京ガス,外,世田谷区代田３丁目,,１車線／６車線,ガス工事,経年管対策,2024,4,2024,10,21:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内中外,世田谷区代田４丁目,世田谷区代田５丁目,１車線／４車線,電話工事,電線共同溝関連,2022,9,2025,2,21:00,6:00,9:00,18:00,
環七通り,東京電力,内外,世田谷区羽根木１丁目,世田谷区大原２丁目,１車線／５車線,電気工事,地中化工事,2023,11,2025,2,21:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内外,世田谷区羽根木１丁目,世田谷区大原１丁目,１車線／４車線,電話工事,電線共同溝関連,2023,5,2025,2,21:00,6:00,,,
環七通り,東京都建設局,内外,世田谷区大原２丁目,,１車線／６車線,道路工事,門型標識補修工事,2024,2,2024,11,9:00,17:00,21:00,6:00,
環七通り,ＮＴＴ,内中外,杉並区方南１丁目,,１車線／６車線,電話工事,電線共同溝関連,2023,3,2025,9,21:00,6:00,,,
環七通り,東京電力,内中外,杉並区方南２丁目,杉並区和泉１丁目,１車線／４車線,電気工事,地中化工事,2024,4,2025,2,20:00,6:00,9:00,18:00,
環七通り,東京都水道局,外,杉並区和泉１丁目,,１車線／６車線,水道工事,取替工事,2024,8,2025,7,20:00,6:00,,,
環七通り,東京都水道局,内外,杉並区和泉１丁目,杉並区方南１丁目,１車線／６車線,水道工事,支障移設工事,2024,8,2025,2,20:00,6:00,,,
環七通り,ＮＴＴ,内中外,杉並区和泉４丁目,,１車線／６車線,電話工事,電線共同溝関連,2022,8,2025,9,21:00,6:00,,,
環七通り,東京都水道局,外,杉並区和泉１丁目,,１車線／６車線,水道工事,取替工事,2023,11,2025,1,20:00,6:00,,,
環七通り,東京都水道局,外,杉並区和泉４丁目,,１車線／６車線,水道工事,支障移設工事,2024,8,2025,2,20:00,6:00,,,
環七通り,東京電力,内中外,杉並区方南２丁目,杉並区堀ノ内１丁目,１車線／６車線,電気工事,地中化工事,2024,2,2025,2,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内中外,杉並区方南２丁目,,１車線／６車線,電話工事,電線共同溝関連,2022,7,2024,10,21:00,6:00,,,
環七通り,東京電力,外,杉並区堀ノ内２丁目,,１車線／４車線,電気工事,支障移設工事,2024,8,2024,11,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内中外,杉並区堀ノ内２丁目,,１車線／６車線,電話工事,電線共同溝関連,2022,9,2025,9,21:00,6:00,,,
環七通り,東京都水道局,外,杉並区堀ノ内３丁目,,１車線／６車線,水道工事,支障移設工事,2024,9,2024,12,20:00,6:00,,,
環七通り,東京都水道局,外,杉並区梅里１丁目,,１車線／６車線,水道工事,支障移設工事,2024,7,2024,10,20:00,6:00,,,
環七通り,ＮＴＴ,内中外,杉並区梅里１丁目,,１車線／６車線,電話工事,電線共同溝関連,2023,2,2025,9,21:00,6:00,,,
環七通り,東京都建設局,内外,杉並区高円寺南２丁目,杉並区高円寺南１丁目,１車線／４車線,道路工事,橋梁補修工事（塗装）,2024,9,2025,3,21:00,6:00,9:00,18:00,
環七通り,東京都建設局,内外,杉並区高円寺北１丁目,杉並区高円寺北２丁目,１車線／４車線,道路工事,路面補修工事,2024,5,2024,11,20:00,6:00,9:00,18:00,
環七通り,東京ガス,外,中野区大和町１丁目,,１車線／４車線,ガス工事,経年管対策,2024,5,2025,4,21:00,6:00,,,
環七通り,東京電力,内外,中野区野方５丁目,中野区野方３丁目,１車線／４車線,電気工事,地中化工事,2024,1,2025,7,20:00,6:00,9:00,18:00,
環七通り,東京電力,内中外,中野区野方４丁目,中野区丸山２丁目,１車線／２車線,電気工事,地中化工事,2020,6,2025,3,9:00,18:00,20:00,6:00,
環七通り,ＮＴＴ,内外,中野区野方６丁目,中野区丸山２丁目,１車線／６車線,電話工事,電線共同溝関連,2023,10,2025,1,21:00,6:00,,,
環七通り,東京都水道局,外,中野区野方６丁目,,１車線／６車線,水道工事,取替工事,2023,10,2025,1,20:00,6:00,,,
環七通り,東京都水道局,内中外,中野区野方６丁目,中野区野方４丁目,規制なし,水道工事,取替工事,2022,9,2026,12,20:00,6:00,,,
環七通り,東京電力,内,練馬区豊玉中２丁目,練馬区豊玉北３丁目,１車線／６車線,電気工事,地中化工事,2024,6,2024,10,9:00,18:00,,,
環七通り,東京電力,内,練馬区豊玉北３丁目,,１車線／６車線,電気工事,地中化工事,2024,6,2024,10,9:00,18:00,,,
環七通り,ＮＴＴ,内外,練馬区豊玉北３丁目,練馬区豊玉上２丁目,１車線／６車線,電話工事,電線共同溝関連,2023,9,2025,3,21:00,6:00,,,
環七通り,東京電力,内中外,練馬区桜台１丁目,練馬区羽沢１丁目,１車線／４車線,電気工事,地中化工事,2024,3,2024,10,20:00,6:00,9:00,18:00,
環七通り,東京都建設局,内外,板橋区小茂根４丁目,板橋区南常盤台１丁目,１車線／４車線,道路工事,街路灯工事,2024,7,2025,1,21:00,6:00,,,
環七通り,東京ガス,外,板橋区小茂根４丁目,,１車線／４車線,ガス工事,経年管対策,2024,6,2025,3,8:00,18:00,,,
環七通り,東京電力,内中外,板橋区南常盤台１丁目,,１車線／４車線,電気工事,地中化工事,2024,3,2024,11,20:00,6:00,9:00,18:00,
環七通り,東京電力,内外,板橋区双葉町,板橋区富士見町,１車線／４車線,電気工事,地中化工事,2024,2,2024,11,20:00,6:00,,,
環七通り,東京都水道局,内外,板橋区富士見町,板橋区大和町,１車線／５車線,水道工事,支障移設工事,2023,10,2024,11,20:00,6:00,,,
環七通り,東京都建設局,内外,板橋区大和町,板橋区本町,１車線／４車線,道路工事,街路灯工事,2024,7,2025,1,20:00,6:00,9:00,18:00,
環七通り,東京電力,内中外,板橋区本町,,１車線／４車線,電気工事,地中化工事,2023,10,2024,10,20:00,6:00,9:00,18:00,
環七通り,東京都建設局,内中外,北区西が丘３丁目,北区上十条４丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,5,2025,6,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内,北区上十条４丁目,,１車線／６車線,電話工事,電線共同溝関連,2024,8,2025,7,21:00,6:00,,,
環七通り,東京都水道局,外,北区上十条５丁目,,１車線／７車線,水道工事,撤去工事,2024,7,2024,11,20:00,6:00,,,
環七通り,東京電力,内外,北区上十条５丁目,北区十条仲原３丁目,２車線／６車線,電気工事,地中化工事,2023,5,2024,12,20:00,6:00,9:00,18:00,
環七通り,東京電力,内外,北区十条仲原３丁目,北区十条仲原２丁目,２車線／４車線,電気工事,地中化工事,2024,7,2025,6,20:00,6:00,9:00,18:00,
環七通り,ＮＴＴ,内外,北区十条仲原３丁目,,１車線／６車線,電話工事,電線共同溝関連,2024,6,2025,5,21:00,6:00,,,
環七通り,東京電力,外,北区十条仲原３丁目,北区十条仲原２丁目,１車線／４車線,電気工事,地中化工事,2024,2,2025,2,20:00,6:00,9:00,18:00,
環七通り,東京都建設局,内中外,北区神谷３丁目,北区神谷１丁目,１車線／４車線,道路工事,電線共同溝整備に伴う道路舗装工事,2024,4,2025,7,20:00,6:00,9:00,18:00,
環七通り,東京都建設局,内中外,北区神谷３丁目,足立区新田２丁目,１車線／４車線,橋梁工事,橋梁補修工事,2020,3,2025,3,20:00,6:00,9:00,17:00,
環七通り,ＮＴＴ,内外,足立区新田１丁目,足立区新田２丁目,１車線／６車線,電話工事,電線共同溝関連,2023,5,2025,6,21:00,6:00,,,
環七通り,東京電力,内,足立区新田２丁目,,規制なし,電気工事,支障移設工事,2023,3,2024,9,20:00,6:00,,,
環七通り,東京電力,内中外,足立区鹿浜１丁目,足立区鹿浜４丁目,１車線／４車線,電気工事,地中化工事,2024,4,2025,3,20:00,6:00,8:00,18:00,
環七通り,東京都水道局,内中外,足立区鹿浜３丁目,足立区鹿浜１丁目,規制なし,水道工事,新設工事,2022,6,2024,11,20:00,6:00,,,
環七通り,ＮＴＴ,内外,足立区鹿浜３丁目,足立区鹿浜１丁目,１車線／６車線,電話工事,電線共同溝関連,2024,1,2025,3,21:00,6:00,,,
環七通り,東京電力,内外,足立区椿２丁目,足立区江北６丁目,１車線／４車線,電気工事,地中化工事,2024,4,2025,5,20:00,6:00,8:00,18:00,
環七通り,ＮＴＴ,内外,足立区椿２丁目,足立区江北３丁目,１車線／６車線,電話工事,電線共同溝関連,2024,3,2025,5,21:00,6:00,,,
環七通り,ＮＴＴ,内外,足立区西新井７丁目,足立区西新井本町１丁目,１車線／６車線,電話工事,電線共同溝関連,2023,5,2024,11,21:00,6:00,,,
環七通り,東京電力,内外,足立区西新井本町２丁目,足立区西新井１丁目,１車線／４車線,電気工事,地中化工事,2024,8,2025,3,20:00,6:00,8:00,18:00,
環七通り,東京電力,内中外,足立区栗原１丁目,足立区梅島３丁目,１車線／４車線,電気工事,地中化工事,2022,10,2025,3,20:00,6:00,,,
環七通り,東京電力,内外,足立区栗原１丁目,足立区梅島３丁目,１車線／４車線,電気工事,地中化工事,2023,4,2025,3,20:00,6:00,,,
環七通り,ＮＴＴ,内外,足立区栗原１丁目,足立区梅島３丁目,１車線／６車線,電話工事,電線共同溝関連,2024,4,2025,3,21:00,6:00,,,
環七通り,東京都建設局,内中外,足立区島根１丁目,足立区中央本町５丁目,１車線／４車線,橋梁工事,橋面舗装工事,2024,3,2024,12,20:00,6:00,9:00,17:00,
環七通り,東京都建設局,内中外,足立区平野１丁目,足立区中央本町５丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,5,2024,12,20:00,6:00,8:00,18:00,
環七通り,東京電力,内中外,足立区一ツ家４丁目,足立区西加平１丁目,１車線／４車線,電気工事,地中化工事,2023,11,2024,11,20:00,6:00,,,
環七通り,ＮＴＴ,内外,足立区一ツ家４丁目,足立区青井５丁目,１車線／６車線,電話工事,電線共同溝関連,2023,10,2024,11,21:00,6:00,,,
環七通り,東京都建設局,内外,足立区加平２丁目,足立区加平１丁目,１車線／４車線,道路工事,電線共同溝整に伴う道路舗装工事,2021,7,2025,3,20:00,6:00,8:00,18:00,
環七通り,東京電力,外,足立区谷中４丁目,,１車線／４車線,電気工事,供給工事,2024,7,2024,11,20:00,6:00,,,
環七通り,東京都建設局,内中外,足立区大谷田４丁目,足立区東和５丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,5,2024,10,20:00,6:00,8:00,18:00,
環七通り,東京都建設局,内外,足立区大谷田３丁目,足立区中川４丁目,１車線／４車線,橋梁工事,橋梁補修工事,2024,3,2024,10,20:00,6:00,9:00,17:00,
環七通り,東京都建設局,内中外,足立区中川４丁目,,１車線／４車線,道路工事,電線共同溝整備工事,2024,2,2025,4,20:00,6:00,8:00,18:00,
環七通り,東京都水道局,外,葛飾区亀有５丁目,,１車線／４車線,水道工事,取替工事,2024,9,2025,4,20:00,6:00,,,
環七通り,東京電力,内外,葛飾区亀有３丁目,葛飾区亀有２丁目,１車線／６車線,電気工事,地中化工事,2024,6,2025,5,20:00,6:00,,,
環七通り,ＮＴＴ,内外,葛飾区亀有３丁目,葛飾区亀有２丁目,１車線／６車線,電話工事,電線共同溝関連,2024,7,2025,6,21:00,6:00,,,
環七通り,東京都建設局,内中外,葛飾区亀有２丁目,葛飾区亀有８丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,6,2024,10,20:00,6:00,8:00,18:00,
環七通り,東京都建設局,内中外,葛飾区青戸７丁目,葛飾区青戸６丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,6,2025,2,21:00,5:00,9:00,17:00,
環七通り,東京都建設局,内中外,葛飾区青戸６丁目,葛飾区青戸２丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,6,2025,2,20:00,6:00,8:00,18:00,
環七通り,東京都水道局,内中外,葛飾区青戸２丁目,,規制なし,水道工事,修繕工事,2024,8,2024,11,8:00,18:00,,,
環七通り,ＮＴＴ,内,葛飾区高砂１丁目,葛飾区奥戸７丁目,１車線／６車線,電話工事,支障移設工事,2024,8,2024,12,21:00,6:00,,,
環七通り,東京電力,内外,葛飾区奥戸８丁目,葛飾区奥戸７丁目,１車線／４車線,電気工事,地中化工事,2023,11,2024,11,20:00,6:00,,,
環七通り,ＮＴＴ,内外,葛飾区奥戸８丁目,葛飾区奥戸７丁目,１車線／６車線,電話工事,電線共同溝関連,2024,1,2025,1,21:00,6:00,,,
環七通り,ＮＴＴ,内外,葛飾区奥戸６丁目,葛飾区奥戸５丁目,１車線／６車線,電話工事,電線共同溝関連,2024,6,2025,5,21:00,6:00,,,
環七通り,東京都建設局,内中外,葛飾区奥戸６丁目,葛飾区奥戸５丁目,１車線／４車線,道路工事,電線共同溝整備工事,2022,6,2024,8,20:00,6:00,8:00,18:00,
環七通り,東京電力,内外,葛飾区奥戸６丁目,葛飾区奥戸５丁目,１車線／４車線,電気工事,地中化工事,2024,1,2025,1,20:00,6:00,,,
環七通り,東京電力,内外,葛飾区奥戸６丁目,葛飾区奥戸５丁目,１車線／６車線,電気工事,地中化工事,2024,7,2025,6,20:00,6:00,,,
環七通り,東京都建設局,内外,葛飾区奥戸６丁目,江戸川区上一色１丁目,１車線／６車線,橋梁工事,橋梁維持工事,2016,12,2026,3,9:00,18:00,,,
環七通り,東京都建設局,内中外,江戸川区上一色３丁目,江戸川区上一色１丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,6,2024,10,20:00,6:00,9:00,17:00,
環七通り,東京都建設局,内中外,江戸川区興宮町,江戸川区本一色２丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,6,2025,1,20:00,6:00,9:00,17:00,
環七通り,東京都建設局,内中外,江戸川区松本２丁目,江戸川区大杉５丁目,１車線／４車線,道路工事,電線共同溝整備工事,2023,6,2024,10,20:00,6:00,8:00,18:00,
環七通り,東京電力,内外,江戸川区大杉４丁目,江戸川区大杉２丁目,１車線／４車線,電気工事,地中化工事,2024,8,2026,7,20:00,6:00,,,
環七通り,東京都建設局,内中外,江戸川区一之江１丁目,江戸川区西一之江２丁目,２車線／６車線,道路工事,電線共同溝工事,2021,6,2025,2,22:30,5:00,9:00,18:00,
環七通り,東京都建設局,内中外,江戸川区一之江１丁目,江戸川区一之江４丁目,２車線／６車線,道路工事,電線共同溝工事,2022,12,2025,3,22:00,5:00,9:00,18:00,
環七通り,ＮＴＴ,内外,江戸川区一之江４丁目,江戸川区一之江７丁目,１車線／６車線,電話工事,電線共同溝関連,2023,11,2024,8,21:00,6:00,,,
環七通り,東京都建設局,内中外,江戸川区一之江３丁目,江戸川区一之江７丁目,１車線／４車線,橋梁工事,長寿命化工事,2023,10,2024,11,20:00,6:00,,,
環七通り,東京電力,内中外,江戸川区一之江７丁目,江戸川区西瑞江５丁目,１車線／６車線,電気工事,地中化工事,2023,6,2026,9,20:00,6:00,,,
環七通り,東京電力,内中外,江戸川区一之江７丁目,江戸川区西瑞江５丁目,１車線／６車線,電気工事,地中化工事,2023,6,2026,9,20:00,6:00,,,
