消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
４７Ｂ－４０５,西大井４－１１－３１,林宅,粉末,ウ,2003.01,2003.01,2003.01,107,西大井四丁目町会,大井第三,35.5956695,139.7201243
４７Ｂ－４０７,西大井６－９－２,長瀬宅,粉末,ウ,2003.06,2003.06,89.11,109,西大井六丁目町会,大井第三,35.6007067,139.7208366
４７Ｂ－４１４,西大井６－１１－１９,津川宅,粉末,ア,2004.07,2004.07,94.09,109,西大井六丁目町会,大井第三,35.6002572,139.7181208
４７Ｂ－４１７,西大井６－１６－２,鈴木宅,粉末,ウ,2007.02,2007.02,86.03,109,西大井六丁目町会,大井第三,35.6006688,139.7160879
４７Ｂ－４１９,西大井６－１８－４,渡辺宅,粉末,ウ,2007.02,2007.02,82.08,109,西大井六丁目町会,大井第三,35.6000544,139.7150382
４７Ｂ－４２２,西大井５－１８－１０,村本宅,粉末,ウ,98,2003.02,98.03,108,西大井五丁目伊藤町会,大井第三,35.5971509,139.7192341
４７Ｂ－４２３,西大井５－１５－２５,山田宅,粉末,ウ,2004.07,2004.07,2005.09,108,西大井五丁目伊藤町会,大井第三,35.5986604,139.7188554
４７Ｂ－４２６,西大井５－７－８,警視庁大井寮,粉末,ウ,2003.07,2003.07,94.06,108,西大井五丁目伊藤町会,大井第三,35.5993634,139.7176919
４７Ｂ－４２７,西大井５－２１－７,濱口宅,粉末,ウ,2003.07,2003.07,2003.06,108,西大井五丁目伊藤町会,大井第三,35.5974039,139.7181855
４７Ｂ－４２９,西大井５－２３－２,林宅,粉末,ウ,2007.03,2007.03,95.04,108,西大井五丁目伊藤町会,大井第三,35.5977980,139.7162871
４８Ｂ－１３７,西大井２－４－１,福岡宅,粉末,ウ,2006.08,2006.08,88.11,106,西大井二丁目町会,大井第三,35.6001067,139.7220351
４８Ｂ－１３９,西大井２－１０－２３,深井宅,粉末,ウ,2004.07,2004.07,89.11,106,西大井二丁目町会,大井第三,35.5980092,139.7214830
４８Ｂ－１４９,西大井３－１５－５,清水宅,粉末,ウ,2003.06,2003.06,89.09,105,出石町会,大井第三,35.5953509,139.7223403
４８Ｂ－１５２,西大井４－４－９,村田宅,粉末,ウ,2004.07,2004.07,94.09,107,西大井四丁目町会,大井第三,35.5975307,139.7227705
４８Ｂ－１５３,西大井４－１０－２,西大井４丁目会館,粉末,ウ,90.11,2003.12,2003.06,107,西大井四丁目町会,大井第三,35.5963924,139.7210318
４８Ｂ－１５５,西大井４－９－１３,佐藤宅,粉末,ウ,2006.08,2006.08,88.11,107,西大井四丁目町会,大井第三,35.5965630,139.7198726
４８Ｂ－１５７,西大井４－１９－２２,三浦宅,粉末,ウ,2003.06,2003.06,2003.06,107,西大井四丁目町会,大井第三,35.5947110,139.7190906
４８Ｂ－１６３,西大井６－１０－３１,山口宅,粉末,ウ,2004.07,2004.07,2005.08,109,西大井六丁目町会,大井第三,35.6010552,139.7190740
４８Ｂ－１６７,西大井６－１４－４,武井宅,粉末,ウ,2004.07,2004.07,89.12,109,西大井六丁目町会,大井第三,35.6007676,139.7173619
４８Ｂ－１６８,西大井６－１４－１１,福田宅,粉末,ウ,2007.03,2007.03,90.06,109,西大井六丁目町会,大井第三,35.6000628,139.7172834
４８Ｂ－１７１,西大井６－１８－１２,四釜宅,粉末,ウ,2004.07,2004.07,85.12,109,西大井六丁目町会,大井第三,35.5997969,139.7157959
４８Ｂ－１７５,西大井５－１０－２２,服部宅,粉末,ウ,2004.07,2004.07,2003.06,108,西大井五丁目伊藤町会,大井第三,35.5995612,139.7189257
４８Ｂ－１７８,西大井５－１５－４,原田宅,粉末,ア,2004.07,2004.07,90.11,108,西大井五丁目伊藤町会,大井第三,35.5989363,139.7195232
４８Ｂ－１８０,西大井５－１７－６,ダイヤモンドマンション,粉末,ウ,92.07,2007.02,2004.12,108,西大井五丁目伊藤町会,大井第三,35.5979669,139.7188219
４８Ｂ－１８４,西大井５－２１－１７,大島宅,粉末,ウ,2001.06,2007.02,90.11,108,西大井五丁目伊藤町会,大井第三,35.5970898,139.7179753
４８Ｂ－１８６,西大井５－２４－１５,鈴木宅,粉末,ア,92.11,2007.02,86.02,108,西大井五丁目伊藤町会,大井第三,35.5970573,139.7154022
４９Ｃ－１８６,中延６－９－１４,佐野宅,粉末,ウ,90.04,2007.02,89.11,159,中延６丁目町会,荏原第四,35.6009851,139.7124223
５８Ｂ－０３５,西大井５－１５－１５,太田宅,粉末,ウ,2003.07,2003.07,90.11,108,西大井五丁目伊藤町会,大井第三,35.5976706,139.7194994
５８Ｂ－０３６,西大井６－１４－３,曽根宅,粉末,ウ,2003.07,2003.07,98.02,109,西大井六丁目町会,大井第三,35.6008032,139.7171267
６２Ｃ－１３７,中延６－９－１１,大塚製作所,粉末,ウ,2004.12,2004.12,88.03,159,中延６丁目町会,荏原第四,35.6009253,139.7126220
６３Ｂ－０１１,西大井６－５－５,西大井六丁目防災活動広場,粉末,ウ,2006.08,2006.08,2004.08,109,西大井六丁目町会,大井第三,35.6010815,139.7187465
８９Ｂ－０４５,西大井１－９－５,町会倉庫,粉末,ウ,99,2004.12,90.03,101,西大井一丁目町会,大井第二,35.6002984,139.7217398
８９Ｂ－０５４,西大井２－６－５,森宅,粉末,ウ,90.03,2001.01,90.03,106,西大井二丁目町会,大井第三,35.5990288,139.7209966
８９Ｂ－０５７,西大井２－８－５,石渡宅,粉末,ウ,90.03,2001.01,90.03,107,西大井四丁目町会,大井第三,35.5983888,139.7205653
８９Ｂ－０５８,西大井４－５－５,吉田宅,粉末,ウ,90.03,2001.01,90.03,107,西大井四丁目町会,大井第三,35.5970068,139.7223042
８９Ｂ－０５９,西大井５－４－１０,山本宅,粉末,ウ,90.03,2001.01,90.03,108,西大井五丁目伊藤町会,大井第三,35.5987737,139.7148483
８９Ｂ－０６０,西大井５－１５－２２,コーポミウラ,粉末,ウ,90.03,2001.01,2002.07,108,西大井五丁目伊藤町会,大井第三,35.5981556,139.7193107
８９Ｂ－０６１,西大井５－２０－１,アーバンハイム馬込,粉末,ウ,90.03,2001.01,91.05,108,西大井五丁目伊藤町会,大井第三,35.5960069,139.7173579
８９Ｂ－０６２,西大井６－２－６,駐車場,粉末,ウ,90.03,2004.12,90.03,109,西大井六丁目町会,大井第三,35.6006537,139.7154585
８９Ｋ－０２２,西大井５－１７－７,グランディオーズ　　マンション,粉末,脚,89.11,2004.12,89.11,108,西大井五丁目伊藤町会,大井第三,35.5980922,139.7184894
８９Ｋ－０２３,西大井６－３－６,オーベル品川西大井,粉末,脚,89.11,2007.02,89.11,109,西大井六丁目町会,大井第三,35.6010368,139.7166095
９０Ｂ－０１７,西大井４－１０－８,津国屋酒店,粉末,ウ,90.1,2001.01,90.1,107,西大井四丁目町会,大井第三,35.5960817,139.7218939
９０Ｂ－０１８,西大井４－１６－３,滝沢宅,粉末,ウ,90.1,2001.01,90.1,107,西大井四丁目町会,大井第三,35.5952331,139.7185184
９２Ｂ－０１０,西大井２－６－１２,増山宅,粉末,ウ,93.01,2003.12,93.01,106,西大井二丁目町会,大井第三,35.5988669,139.7206589
９３Ｋ－００２,西大井２－１１－１０,ＮＴＴ大井原町社宅　東棟,粉末,脚,93.08,2003.12,93.08,106,西大井二丁目町会,大井第三,35.5983300,139.7228462
９５Ｋ－００２,西大井６－１－３１,関東財務局荏原住宅,粉末,脚,95.05,2004.12,95.05,159,中延６丁目町会,荏原第四,35.6009850,139.7129297
９７Ｋ－００６,西大井１－１０－１５,ベルージュ西大井,粉末,脚,97.04,2007.02,97.04,101,西大井一丁目町会,大井第二,35.6002925,139.7229578
９７Ｋ－０１６,西大井２－５,ツインタウン西大井Ⅱ,粉末,脚,97.06,2007.02,97.06,106,西大井二丁目町会,大井第三,35.5988855,139.7228290
９７Ｋ－０２８,西大井２－１０－１６,コーポレート西大井,粉末,,97.09,2007.02,97.09,106,西大井二丁目町会,大井第三,35.5980078,139.7212680
９７Ｋ－０５８,西大井５－４－２,ルミネックス中延,粉末,,98.03,2003.02,98.03,108,西大井五丁目伊藤町会,大井第三,35.5996586,139.7153080
９９Ｋ－０１４,西大井６－１６－６,ガーデンホーム西大井,粉末,脚,99.08,2007.02,99.08,109,西大井六丁目町会,大井第三,35.6006338,139.7165017
９９Ｋ－０２７,西大井５－６－２７,三菱信託銀行大井独身寮,粉末,脚,99.12,2004.12,99.12,108,西大井五丁目伊藤町会,大井第三,35.5986479,139.7161818
９９Ｋ－０４２,西大井２－４－４,特別養護老人ホームロイヤルサニー,粉末,脚,99,2004.12,2000.02,106,西大井二丁目町会,大井第三,35.6000787,139.7225049
０５Ｋ－０５６,西大井４－１０－１５,サンリヤン大森,粉末,脚,2006.03,2006.03,2006.03,107,西大井四丁目町会,大井第三,35.5956656,139.7213528
０７Ｋ－０２７,西大井５－１７－２４,ブリリアンコート西大井,粉末,脚,2008.01,2008.01,2008.01,108,西大井５丁目伊藤町会,大井第三,35.5971381,139.7183109
０７Ｋ－０４５,西大井６－１３－２０,ＺＥＳＴＹ西大井,粉末,脚,2008.03,2008.03,2008.03,109,西大井６丁目町会,大井第三,35.6001177,139.7174452
４７Ｂ－３８１,西大井３－１６－３８,柏木宅,粉末,ウ,2007.07,2007.07,2007.07,106,西大井二丁目町会,大井第三,35.5950097,139.7226228
08K-034,西大井６－1８－４,ﾋﾞﾊﾞﾘｰﾎｰﾑｽﾞ中延Ⅱ,粉末,脚,2009.03,2009.03,2009.03,109,西大井六丁目町会,大井第三,35.5999607,139.7148985
０９Ｋ－０１４,西大井5-21-11,ステージファースト西大井壱番館,粉末,脚,2009.11,2009.11,2009.11,108,西大井五丁目伊藤町会,大井第三,35.5964788,139.7179684
０９Ｋ－０１８,西大井5-23-10,〔仮称〕西大井５丁目有料老人ホーム,粉末,脚,2009.12,2009.12,2009.12,108,西大井五丁目伊藤町会,大井第三,35.5984066,139.7157982
０９Ｋ－０２０,西大井6-17-3,〔仮称〕西大井６丁目マンション,粉末,脚,2010.02,2010.02,2010.02,109,西大井六丁目町会,大井第三,35.6005843,139.7153810
４７Ｂ－３９４,西大井４－３－５,藤井宅,粉末 撤去2009.3,ウ,2003.07,2003.07,87.09,107,西大井四丁目町会,大井第三,35.5975415,139.7220912
００Ｋ－０５１,大井４－１８－５,ガーデンホーム大井,粉末,脚,2001.02,2001.02,2001.02,99,大井倉田町会,大井第二,35.6010256,139.7316144
０２Ｋ－０１８,大井４－２８－１３,クラーク大井町エターナルコート,粉末,脚,2002.06,2002.06,2002.06,99,大井倉田町会,大井第二,35.5984135,139.7332454
０２Ｋ－０７２,大井６－１０－２４,日本海事協会大井住宅,粉末,脚,2003.02,2003.02,2003.02,103,大井鹿島町会,大井第三,35.5969735,139.7302583
０２Ｋ－０８３,大井４－２９－３５,ディナスカーラ大井町,粉末,脚,2003.03,2003.03,2003.03,99,大井倉田町会,大井第二,35.5990730,139.7308659
０３Ｋ－０５４,大井５－５－２３,グローリオ大井町,粉末,直,2004.02,,,100,大井滝王子町会,大井第二,35.5996298,139.7289796
０４Ｋ－０１０,大井５－２７－５,リリーベル西大井,粉末,脚,2004.05,2004.05,2004.05,100,大井滝王子町会,大井第二,35.5979892,139.7270021
０４Ｋ－０１８,大井５－３－２１,メゾン・ラフィーネ,粉末,壁,2004.06,,,100,大井滝王子町会,大井第二,35.5998547,139.7269550
０４Ｋ－０２４,大井４－２４－１８,グリフィン・大井４丁目,粉末,脚,2004.07,,,99,大井倉田町会,大井第二,35.6002240,139.7307820
４７Ｂ－１９７,南大井５－１３－１９,秀和大森レジデンス,粉末,ウ,2003.07,2003.07,94.05,82,大井水神町会,大井第一,35.5958013,139.7337770
４７Ｂ－１９８,南大井５－１９－７,斉藤コード,粉末,ウ,2006.08,2006.08,88.07,82,大井水神町会,大井第一,35.5948134,139.7333434
４７Ｂ－２４７,大井６－３－６,アーブルベール,粉末,ウ,2005.03,2005.03,89.04,103,大井鹿島町会,大井第三,35.5974697,139.7331719
４７Ｂ－２５８,大井４－２５－１１,関矢宅,粉末,イ,2003.08,2003.08,88.07,99,大井倉田町会,大井第二,35.5994908,139.7323080
４７Ｂ－２６３,大井４－１８－２３,直井宅,粉末,ウ,2006.08,2006.08,88.11,99,大井倉田町会,大井第二,35.6008972,139.7308858
４７Ｂ－２６５,大井４－２５－４２,飯野宅,粉末,ウ,2006.08,2006.08,88.11,99,大井倉田町会,大井第二,35.6000024,139.7306984
４７Ｂ－２７０,大井６－９－６,貝塚荘,粉末,ウ,2003.07,2003.07,88.07,103,大井鹿島町会,大井第三,35.5980535,139.7314343
４７Ｂ－２７２,大井６－１６－１５,大井鹿島谷ハイツ,粉末,ウ,2005.02,2005.02,94.09,103,大井鹿島町会,大井第三,35.5951378,139.7319782
４７Ｂ－２７３,大井６－９－２３,榊原宅,粉末,ウ,95.02,2001.01,95.02,103,大井鹿島町会,大井第三,35.5970472,139.7315281
４７Ｂ－２７６,大井６－１６－２０,内藤宅,粉末,ウ,2006.08,2006.08,88.07,103,大井鹿島町会,大井第三,35.5953297,139.7310885
４７Ｂ－２８０,大井６－１－３２,大井第一小学校,粉末,ウ,2005.08,2005.08,93.09,103,大井鹿島町会,大井第三,35.5989214,139.7306910
４７Ｂ－２８４,大井６－１８－４０,鹿島町会事務所,粉末,ウ,2004.07,2004.07,89.11,103,大井鹿島町会,大井第三,35.5961431,139.7300799
４７Ｂ－２８５,大井６－１８－２７,真鍋宅,粉末,ウ,2004.07,2004.07,2002.06,103,大井鹿島町会,大井第三,35.5946622,139.7304258
４７Ｂ－２８７,大井７－２７－８,藍屋大井店前,粉末,ウ,2002.05,2002.05,94.06,103,大井鹿島町会,大井第三,35.5951288,139.7295286
４７Ｂ－３１２,大井３－２５－１０,佐々木宅,粉末,ウ,2003.07,2003.07,88.07,98,大井三丁目町会,大井第二,35.6003681,139.7295157
４７Ｂ－３１９,西大井２－２２－１１,小林宅,粉末,ウ,92.11,2001.01,89.11,106,西大井二丁目町会,大井第三,35.5981988,139.7245162
４７Ｂ－３２４,大井５－７－１２,石川アパ－ト,粉末,ウ,2003.07,2003.07,95.01,100,大井滝王子町会,大井第二,35.5999623,139.7300295
４７Ｂ－３２６,大井５－８－９,並木荘,粉末,ア,2004.07,2004.07,89.11,100,大井滝王子町会,大井第二,35.5994896,139.7300173
４７Ｂ－３２８,大井５－１０－１３,山口宅,粉末,ウ,92.06,2001.01,94.08,100,大井滝王子町会,大井第二,35.5981470,139.7304146
４７Ｂ－３３０,大井５－２１－１７,田野井宅,粉末,ウ,2003.07,2003.07,2004.12,100,大井滝王子町会,大井第二,35.5968480,139.7297010
４７Ｂ－３４０,大井５－２－７,縄田宅,粉末,ウ,2003.07,2003.07,2005.08,100,大井滝王子町会,大井第二,35.6003289,139.7278361
４７Ｂ－３４１,大井５－１３－８,アトラス品川大井,粉末 2011.7復活,ウ,2003.07,2003.07,97.04,100,大井滝王子町会,大井第二,35.5988104,139.7272737
４７Ｂ－３４３,大井５－１－２５,伊藤中学校,粉末,イ,2003.07,2003.07,2005.02,100,大井滝王子町会,大井第二,35.5990901,139.7261384
４７Ｂ－３４５,大井５－２８－４,大久保宅,粉末,ウ,2003.07,2003.07,96.11,100,大井滝王子町会,大井第二,35.5981815,139.7258849
４７Ｂ－３４８,大井７－２８－１３,マンション,粉末,ウ,2007.02,2007.02,88.07,104,大井鹿島町会,大井第三,35.5946097,139.7286070
４７Ｂ－３５０,大井７－４－１８,聖母訪問会,粉末,ウ,2004.07,2004.07,93.1,104,大井庚塚町会,大井第三,35.5967363,139.7288270
４７Ｂ－３５３,大井７－１８－７,テラスコムフォート,粉末,ウ,99.09,2005.01,99.09,104,大井庚塚町会,大井第三,35.5946145,139.7251200
４７Ｂ－３５４,大井７－１２－７,岡崎宅,粉末,ウ,2003.07,2003.07,88.07,104,大井庚塚町会,大井第三,35.5956619,139.7262514
４７Ｂ－３５７,大井７－２２－１,横井宅,粉末,ウ,89.05,2000.06,2004.1,104,大井庚塚町会,大井第三,35.5954012,139.7275663
４７Ｂ－３５９,大井７－１９－１,田口宅,粉末,ア,2003.07,2003.07,86.02,104,大井庚塚町会,大井第三,35.5943579,139.7258023
４７Ｂ－３６０,大井７－３－２７,佐藤宅,粉末,ウ,2003.07,2003.07,85.12,104,大井庚塚町会,大井第三,35.5970093,139.7258686
