消火器番号,設置場所,目標,種別,形式,製造年月,機能年月,格納箱年月,町会,町会名,管轄,緯度,経度
０１Ｋ－０５１,東品川４－２－２,ナイスアーバン東品川,粉末,脚,2001,2007.02,2002.02,26,東親会,品川第二,35.6109349,139.7461704
０２Ｋ－０３１,東品川４－１２－１,東品川４丁目再開発第１地区店舗棟　西,粉末,脚,2002.09,2002.09,2002.09,26,東親会,品川第二,35.6112958,139.7478638
０２Ｋ－０３２,東品川４－１２－１,東品川４丁目再開発第１地区店舗棟　中,粉末,脚,2002.09,2002.09,2002.09,26,東親会,品川第二,35.6113753,139.7487438
０２Ｋ－０３３,東品川４－１２－１,東品川４丁目再開発第１地区店舗棟　東,粉末,脚,2002.09,2002.09,2002.09,26,東親会,品川第二,35.6114438,139.7497748
０２Ｋ－０４５,東品川３－３１－８,ハイデルベルグジャパン,粉末,脚,2002.12,2002.12,2002.12,26,東親会,品川第二,35.6131517,139.7497811
０２Ｋ－０６３,東品川３－１７－１,ガーデンホーム東品川会場公園,粉末,脚,2002,2003.01,2003.01,26,東親会,品川第二,35.6146387,139.7498200
０２Ｋ－０７３,東品川４－２－１２,東品川マンション,粉末,脚,2003.02,2003.02,2003.02,26,東親会,品川第二,35.6101742,139.7461416
０３Ｋ－０１９,東品川４－７－１６,シルフィード東品川,粉末,脚,2003.07,,,26,東親会,品川第二,35.6088860,139.7462877
０３Ｋ－０６０,東品川３－２２－１１,プレステージ東品川,粉末,脚,2004.03,,,26,東親会,品川第二,35.6135946,139.7464927
０３Ｋ－０６４,東品川３－３２－１２,雨宮産業ビル,粉末,脚,2004.02,,,26,東親会,品川第二,35.6134122,139.7503689
０４Ｋ－０２０,東品川４－１２－１,品川シーサイドサウスタワー,粉末,直,2004.06,,,26,東親会,品川第二,35.6103459,139.7483641
０４Ｋ－０６４,東品川４－２－７,コンフィール品川シーサイドＦ,粉末,脚,2004,,,26,東親会,品川第二,35.6107207,139.7461640
０４Ｋ－０６５,東品川４－２－７,コンフィール品川シーサイドＣ,粉末,脚,2004,,,26,東親会,品川第二,35.6107071,139.7457919
４７Ａ－０２８,東品川３－３２－８,都営東品川第３アパ－ト,粉末,ウ,2003.07,2003.07,2005.02,26,東親会,品川第二,35.6125643,139.7502276
４７Ａ－０３２,東品川３－１７－１６,都営アパート前,粉末,ウ,2003.07,2006.07,93.11,26,東親会,品川第二,35.6140155,139.7497547
４７Ａ－０３３,東品川３－３０－１５,東海中学校,粉末,ウ,92.11,2003.12,88.04,26,東親会,品川第二,35.6122710,139.7486348
４７Ａ－０３７,東品川４－１２－６２,シートタバコ工場,粉末,ウ,2003.07,2003.07,88.11,26,東親会,品川第二,35.6090108,139.7473892
４７Ａ－０３９,東品川３－１５－１０,常盤薬品前,粉末,ウ,91.06,2001.01,89.06,26,東親会,品川第二,35.6140046,139.7475824
４７Ａ－２３９,南品川３－６－２４,東洋製作所材料置場,粉末,ウ,2004.07,2004.07,88.1,20,三睦会町会,品川第二,35.6080975,139.7451131
４９Ａ－０３０,東品川３－１６－３,ドルミ東品川マンション,粉末,ウ,2004.07,2004.07,98.03,26,東親会,品川第二,35.6143542,139.7478540
４９Ａ－０３２,東品川３－２１－８,ユ－アイ品川マンション,粉末,ウ,99,2003.12,93.1,26,東親会,品川第二,35.6136529,139.7475299
４９Ａ－０３３,東品川３－２９,都営東品川第１アパ－ト,粉末,ウ,2004.07,2004.07,85.12,26,東親会,品川第二,35.6130287,139.7486124
４９Ａ－０３８,東品川３－２４－１４,ベルハイツ東品川,粉末,ウ,2000,2006.05,99.12,26,東親会,品川第二,35.6115314,139.7457981
４９Ａ－０３９,東品川４－１－３,山本インキ㈱,粉末,ウ,2004.07,2004.07,93.09,26,東親会,品川第二,35.6109771,139.7455666
５９Ａ－０１２,東品川３－２７－２４,ほかほか弁当店,粉末,ウ,2006.02,2006.05,98.06,26,東親会,品川第二,35.6112538,139.7461215
６２Ｋ－０１３,東品川３－２３－２７,藤和東品川コーポ,粉末,脚,2005.08,2005.08,87.09,26,東親会,品川第二,35.6123766,139.7450855
６２Ｋ－０４９,東品川３－１４－２６,東品川ビューハイツ,粉末,脚,2005.08,2005.08,87.09,26,東親会,品川第二,35.6137637,139.7456828
６３Ａ－０２３,東品川３－１６－１３,東品川ハイツ,粉末,ウ,2006.08,2006.08,89.02,26,東親会,品川第二,35.6138955,139.7482779
６３Ａ－０２４,東品川３－２６－１８,サンシティ東品川,粉末,ウ,2005.08,2005.08,89.02,26,東親会,品川第二,35.6123917,139.7464167
６３Ｋ－００４,東品川３－１４－２２,東品川パークハイツ,粉末,脚,88.08,2003.12,2004.06,26,東親会,品川第二,35.6146378,139.7458153
６３Ｋ－００５,東品川３－１７－４,コートハウス東品川,粉末,脚,88.08,2003.12,88.08,26,東親会,品川第二,35.6145646,139.7491914
６３Ｋ－００６,東品川３－１８－１７,東品川ハウス,粉末,脚,88.08,2003.12,88.08,26,東親会,品川第二,35.6136719,139.7495578
６３Ｋ－００７,東品川３－２２－２０,ルネ東品川,粉末,脚,88.08,2003.12,2004.01,26,東親会,品川第二,35.6136234,139.7461241
６３Ｋ－００８,東品川４－８－２,フジタ東品川マンション,粉末,脚,2006.05,2006.05,88.08,26,東親会,品川第二,35.6097409,139.7459077
６３Ｋ－００９,東品川４－９－２４,秀和東品川レジデンス,粉末,壁,88.08,2003.12,88.08,26,東親会,品川第二,35.6093948,139.7452656
８９Ａ－０１３,東品川３－２６－３,ハ－トＫＫ,粉末,ウ,90.03,2001.01,93.09,26,東親会,品川第二,35.6126514,139.7465481
９０Ｋ－００５,東品川３－３２－３,リコーシステムセンター,粉末,脚,90.11,2004.12,90.11,26,東親会,品川第二,35.6119110,139.7502862
９１Ａ－００３,東品川４－６－７,シャルマン東品川,粉末,ウ,92,2003.12,93.02,26,東親会,品川第二,35.6087507,139.7466227
９４Ｋ－００８,東品川３－３２－２１,飛島交通㈱品川営業所,粉末,脚,94.06,2003.12,94.06,26,東親会,品川第二,35.6144405,139.7505685
９５Ｋ－０３４,東品川３－１５－１０,常磐薬品工業㈱東京支店,粉末,脚,98,2003.12,96.03,26,東親会,品川第二,35.6139487,139.7473890
９６Ｋ－０１６,東品川４－９－２９,㈱スズケン城南支店,粉末,脚,96.08,2001.01,96.08,26,東親会,品川第二,35.6098700,139.7452455
９６Ｋ－０４７,東品川３－１５－１４,クレッセント東品川,粉末,,97.03,2007.02,97.03,26,東親会,品川第二,35.6139295,139.7468913
９８Ｋ－０５２,東品川３－２４－２９,フロイデ東品川,粉末,脚,98,2003.12,99.02,26,東親会,品川第二,35.6123111,139.7454601
０６Ｋ－０１１,東品川３－２５－２０,フィットエル品川シーサイド壱番館,粉末,脚,2006.06,2006.06,2006.06,26,東親会,品川第二,35.6127380,139.7460231
０６Ｋ－０１２,東品川３－２５－１９,フィットエル品川シーサイド弐番館,粉末,脚,2006.06,2006.06,2006.06,26,東親会,品川第二,35.6127713,139.7462467
０６Ｋ－０１３,東品川３－２６－２,フィットエル品川シーサイド参番館,粉末,脚,2006.06,2006.06,2006.06,26,東親会,品川第二,35.6126120,139.7462214
08K-028,東品川４－１－６,プレール・ドゥーク東品川,粉末,脚,2009.02,2009.02,2009.02,26,東親会,品川第二,35.6107327,139.7456341
４７Ａ－０４０,東品川３－２５－１１,ホンダ部品販売,粉末 撤去2008.6,ウ,2004.07,2004.07,85.03,26,東親会,品川第二,35.6128105,139.7473374
９３Ａ－００４,東品川３－２５－８,桑原宅,粉末 撤去2009.1,ウ,93,2004.12,94.01,26,東親会,品川第二,35.6130561,139.7471959
０２Ｋ－００３,小山５－２２－１２,アイティ小山,粉末,脚,2002.04,2002.04,2002.04,118,小山５丁目町会,荏原第一,35.6157560,139.6995516
０５Ｋ－００７,小山５－２４－１０,新中山ビル,粉末,脚,2005.05,2005.05,2005.05,118,小山５丁目町会,荏原第一,35.6146833,139.7003380
４８Ｃ－１９３,小山５－１－４,土屋宅,粉末,ウ,90.11,2003.03,94.08,118,小山５丁目町会,荏原第一,35.6180985,139.7004514
６２Ｃ－０３０,小山５－３－６,井田宅,粉末,ウ,2001,2007.02,96.02,118,小山５丁目町会,荏原第一,35.6171395,139.7005565
６２Ｃ－０３７,小山５－１８－１７,小料理　味彩,粉末,ウ,2006.03,2006.03,88.03,118,小山５丁目町会,荏原第一,35.6157949,139.7005691
６２Ｃ－０４９,小山６－５－１,白十字喫茶,粉末,ウ,2000,2002.12,88.03,125,小山６丁目町会,荏原第二,35.6150442,139.6988906
６３Ｃ－０２８,小山５－１９－１０,滝口工業,粉末,ウ,2006.08,2006.08,96.09,118,小山５丁目町会,荏原第一,35.6151530,139.7007462
６３Ｃ－０２９,小山５－２０－１２,吉田宅,粉末,ウ,2006.08,2006.08,89.02,118,小山５丁目町会,荏原第一,35.6158321,139.7004565
６３Ｃ－０３０,小山５－２４－３,松川宅,粉末,ウ,2006.08,2006.08,89.02,118,小山５丁目町会,荏原第一,35.6151022,139.7002815
６３Ｋ－０５２,小山５－２－１,パーク三葉,粉末,脚,88.08,2001.12,2006.08,118,小山５丁目町会,荏原第一,35.6177530,139.7003139
６３Ｋ－０５３,小山６－１－５,司　ビル,粉末,脚,88.08,2004.12,88.08,125,小山６丁目町会,荏原第二,35.6148209,139.6979715
９０Ｃ－００１,小山６－２－２,長谷川洋服店,粉末,ウ,90.1,2004.12,90.1,125,小山６丁目町会,荏原第二,35.6149900,139.6986628
０７Ｋ－０４３,小山６－３－１０,（仮称）東急西小山駅ビル,粉末,脚,,,,125,小山６丁目町会,荏原第二,35.6153836,139.6989180
００Ｋ－０１２,荏原４－５－１１,東京トヨペット　荏原店,粉末,脚,2000.07,2000.07,2000.07,140,平塚４丁目町会,荏原第三,35.6149492,139.7083345
００Ｋ－０１３,小山３－２３－１３,アクト武蔵小山ビル,粉末,壁,2000.07,2000.07,2000.07,116,小山３丁目町会,荏原第一,35.6180858,139.7053799
００Ｋ－０２７,荏原３－７－１３,ジョイシティ武蔵小山　裏口,粉末,脚,2000.08,2000.08,2000.08,121,荏原３丁目町会,荏原第一,35.6169790,139.7071906
００Ｋ－０５８,小山３－７－１,ワールドパレス武蔵小山Ⅱ,粉末,脚,2001.03,2001.03,2001.03,116,小山３丁目町会,荏原第一,35.6207066,139.7070108
０１Ｋ－００５,荏原２－１６－２５,アデニウム武蔵小山,粉末,脚,2001.05,2007.02,2001.05,120,荏原２丁目町会,荏原第一,35.6172715,139.7087305
０１Ｋ－０１７,荏原２－４,星薬科大学,粉末,脚,2001.06,2007.02,2001.06,120,荏原２丁目町会,荏原第一,35.6183026,139.7108966
０１Ｋ－０３７,荏原３－７－１２,キーブ荏原　裏口,粉末,脚,2001.08,2007.02,2001.11,121,荏原３丁目町会,荏原第一,35.6168171,139.7073758
０１Ｋ－０５４,小山２－７－１０,ﾜｰﾙﾄﾞﾊﾟﾚｽ武蔵小山ｸﾞﾗﾝｼｪｰﾅ,粉末,脚,2002.02,2007.02,2002.02,115,小山２丁目西部町会,荏原第一,35.6207917,139.7083071
０２Ｋ－０４９,小山４－１－１,武蔵小山マンション,粉末,壁,2002.1,2002.1,2002.1,117,小山４丁目町会,荏原第一,35.6201289,139.7023584
０２Ｋ－０６９,小山２－１２－１５,グレイスガーデン武蔵小山,粉末,脚,2003.02,2003.02,2003.02,114,小山２丁目東部町会,荏原第一,35.6209039,139.7103003
０２Ｋ－０７９,小山４－４－４,ワールドパレス武蔵小山プレイズ,粉末,脚,2003.03,2003.03,2003.03,117,小山４丁目町会,荏原第一,35.6187076,139.7038922
０２Ｋ－０８２,西中延１－３－２０,セザール第２武蔵小山,粉末,脚,2003.02,2003.02,2003.02,140,平塚４丁目町会,荏原第三,35.6148618,139.7087386
０３Ｋ－０３８,荏原４－５－１２,ミオカステーロ武蔵小山Ⅱ,粉末,脚,2003.11,,,140,平塚４丁目町会,荏原第三,35.6147988,139.7082106
０３Ｋ－０５６,小山２－５－１１,沙羅ガーデン,粉末,脚,2004.02,,,115,小山２丁目西部町会,荏原第一,35.6213468,139.7072608
０３Ｋ－０６２,小山３－２６－３,エンジェルビル,粉末,脚,2004.02,,,116,小山３丁目町会,荏原第一,35.6194262,139.7036050
０３Ｋ－０７０,平塚３－１－２２,アピス武蔵小山フィティア,粉末,脚,2004.03,,,139,平塚３丁目町会,荏原第三,35.6167780,139.7119002
０４Ｋ－０２８,小山３－１１－８,カーサフェリス武蔵小山３,粉末,脚,2004.08,2004.08,2004.08,116,小山３丁目町会,荏原第一,35.6194857,139.7068656
０４Ｋ－０３２,西中延１－３－１,ステージファースト武蔵小山Ⅱ,粉末,脚,2004.09,2004.09,2004.09,140,平塚４丁目町会,荏原第三,35.6151726,139.7091594
０４Ｋ－０３５,荏原３－８－１８,サンクタス武蔵小山,粉末,,2004.09,,,121,荏原３丁目町会,荏原第一,35.6178622,139.7058113
０４Ｋ－０６３,平塚３－２－１０,平塚３丁目マンション,粉末,脚,2005.02,,,139,平塚３丁目町会,荏原第三,35.6161833,139.7102470
０５Ｋ－００８,荏原４－１２－１９,アーバイル武蔵小山,粉末,脚,2005.05,2005.05,2005.05,122,荏原４丁目町会,荏原第一,35.6159360,139.7051100
０５Ｋ－０３５,平塚３－１－１３,ステージファースト戸越銀座,粉末,壁,2005.12,2005.12,2005.12,139,平塚３丁目町会,荏原第三,35.6164322,139.7114633
４７Ｃ－１５８,荏原２－３－１５,児童遊園,粉末,ウ,90.1,2003.12,98.02,138,平塚２丁目町会,荏原第三,35.6174732,139.7116478
４７Ｃ－１６２,平塚３－３－１０,中村宅,粉末,ウ,2007.03,2007.03,2002.05,139,平塚３丁目町会,荏原第三,35.6158150,139.7117005
４７Ｃ－１６３,平塚３－３－２２,榊原宅,粉末,ウ,95,2002.05,96.06,139,平塚３丁目町会,荏原第三,35.6157922,139.7104459
４７Ｃ－１６４,平塚３－１６－２６,平塚中学校,粉末,ウ,2004.03,2004.03,2006.09,139,平塚３丁目町会,荏原第三,35.6154589,139.7094485
４７Ｃ－１６５,平塚３－４－１４,タイムズ駐車場,粉末,ウ,2003.01,2006.03,2003.01,139,平塚３丁目町会,荏原第三,35.6154014,139.7115645
４７Ｃ－２５２,平塚３－１６－３１,平塚中学校,粉末,ウ,2002.04,2002.04,90.03,139,平塚３丁目町会,荏原第三,35.6151690,139.7096568
４７Ｃ－２５６,荏原４－５－９,富士電機工業,粉末,ウ,92.11,2003.12,90.1,140,平塚４丁目町会,荏原第三,35.6150570,139.7084522
４７Ｃ－３５５,荏原２－８－９,パレス戸越銀座,粉末,ウ,2004.07,2004.07,93.08,120,荏原２丁目町会,荏原第一,35.6179773,139.7106358
４７Ｃ－３６１,荏原２－１６－２５,アデニウム武蔵小山,粉末,ウ,92.1,2003.03,2002.12,120,荏原２丁目町会,荏原第一,35.6170799,139.7087019
４７Ｃ－３６４,荏原３－６－１２,サンパルム　26号通り,粉末,ウ,2003.07,2003.07,86.11,121,荏原３丁目町会,荏原第一,35.6163241,139.7077409
４７Ｃ－３６６,荏原４－３－１２,駐車場,粉末,ウ,2004.07,2004.07,98.08,122,荏原４丁目町会,荏原第一,35.6155983,139.7069735
４７Ｃ－３９３,小山２－１３－１７,飯島宅,粉末,ウ,2003.07,2003.07,96.01,114,小山２丁目東部町会,荏原第一,35.6208386,139.7106544
４７Ｃ－３９６,小山２－１７－２４,石岡畳店,粉末,ウ,2003.07,2003.07,88.11,114,小山２丁目東部町会,荏原第一,35.6187397,139.7082880
４７Ｃ－４０４,小山４－１６－１２,加藤畳店,粉末,ウ,2003.06,2003.06,89.04,117,小山４丁目町会,荏原第一,35.6166699,139.7035437
４７Ｃ－４０５,小山４－５－２０,中林宅,粉末,イ,2003.07,2003.07,2005.02,117,小山４丁目町会,荏原第一,35.6182278,139.7043272
４７Ｃ－４０７,小山４－１３－１１,向後ビル,粉末,ウ,2004.07,2004.07,2005.02,117,小山４丁目町会,荏原第一,35.6176744,139.7021499
４７Ｃ－４０９,小山４－１－１８,大洋クリーニング,粉末,ア,2007.03,2007.03,90.11,117,小山４丁目町会,荏原第一,35.6199306,139.7021091
４７Ｃ－４１１,小山５－１２－１１,荏原消防署　小山出張所,粉末,ウ,2004.07,2004.07,89.11,118,小山５丁目町会,荏原第一,35.6160716,139.7021575
４８Ｃ－０２０,荏原２－１８－９,尾崎荏原ビル,粉末,ウ,2004.07,2006.03,2005.02,139,平塚３丁目町会,荏原第三,35.6163694,139.7099043
４８Ｃ－０２１,平塚３－１－１９,西山商店,粉末,ア,2004.07,2004.07,88.03,139,平塚３丁目町会,荏原第三,35.6166119,139.7112894
４８Ｃ－０４５,荏原４－５－３１,平塚小学校,粉末,ウ,2004.07,2004.07,89.06,140,平塚４丁目町会,荏原第三,35.6154484,139.7070737
４８Ｃ－１３７,荏原２－４,星薬科大,粉末,ウ,2003.04,2003.04,2006.03,120,荏原２丁目町会,荏原第一,35.6198107,139.7114707
４８Ｃ－１３８,荏原２－４－１４,河原宅,粉末,ウ,2004.07,2004.07,82.03,120,荏原２丁目町会,荏原第一,35.6202648,139.7106366
４８Ｃ－１４４,荏原２－１３－１９,小田島宅,粉末,ウ,2004.02,2004.02,89.11,120,荏原２丁目町会,荏原第一,35.6188716,139.7091106
４８Ｃ－１４７,荏原２－１７－１３,今井ビル,粉末,ウ,2003.07,2006.03,2005.02,120,荏原２丁目町会,荏原第一,35.6161810,139.7093622
４８Ｃ－１５３,荏原４－１－１８,内田宅,粉末,ウ,2003.07,2003.07,95.08,122,荏原４丁目町会,荏原第一,35.6174067,139.7051347
４８Ｃ－１５４,荏原４－９－６,橋本宅,粉末,ア,2005.02,2005.02,2003.08,122,荏原４丁目町会,荏原第一,35.6160533,139.7064671
４８Ｃ－１５６,荏原４－９－９,マイキャッスル荏原第２,粉末,ウ,92.11,2004.05,2006.09,122,荏原４丁目町会,荏原第一,35.6157892,139.7061032
４８Ｃ－１５７,荏原５－５－６,サカエ製作所,粉末,ウ,2006.08,2006.08,93.08,128,荏原５丁目町会,荏原第二,35.6152284,139.7038835
４８Ｃ－１７３,小山１－５－１１,伊藤宅,粉末,ア,90.1,2004.12,86.02,113,小山１丁目町会,荏原第一,35.6213383,139.7109504
４８Ｃ－１７８,小山２－９－１９,後地公園,粉末,ウ,2003.05,2003.05,91.04,114,小山２丁目東部町会,荏原第一,35.6204294,139.7090231
４８Ｃ－１８１,小山３－２－３,化粧品　西陣前,粉末,ウ,2003.12,2003.12,93.06,116,小山３丁目町会,荏原第一,35.6204936,139.7030011
４８Ｃ－１８９,小山４－８－１１,早川宅,粉末,ア,2003.07,2003.07,86.02,117,小山４丁目町会,荏原第一,35.6177380,139.7037165
５８Ｃ－００７,小山３－４－２３,三浦宅,粉末,ウ,2007.02,2007.02,88.11,116,小山３丁目町会,荏原第一,35.6210979,139.7042611
５８Ｃ－００８,小山４－４－１３,アライアンス幼稚園,粉末,ウ,91.02,2007.02,90.11,117,小山４丁目町会,荏原第一,35.6182683,139.7038461
５８Ｃ－００９,小山５－１７－４,荻野宅,粉末,ウ,2003.07,2003.07,84.02,118,小山５丁目町会,荏原第一,35.6150875,139.7019214
５８Ｃ－０１３,荏原４－１１－１６,ワールドパレス　マンション,粉末,ウ,2003.07,2003.07,89.08,122,荏原４丁目町会,荏原第一,35.6162360,139.7040523
６０Ｃ－００７,小山５－１６－２１,駐車場,粉末,ウ,90,2000.12,91.12,118,小山５丁目町会,荏原第一,35.6158366,139.7019587
６０Ｃ－０１６,荏原５－３－９,白熊宅,粉末,ウ,2005.08,2005.08,86.03,128,荏原５丁目町会,荏原第二,35.6147629,139.7048701
６１Ｃ－０１０,荏原２－１３－１０,工藤宅,粉末,ウ,2005.08,2005.08,2005.06,120,荏原２丁目町会,荏原第一,35.6182869,139.7096146
６１Ｃ－０５９,小山４－４－１６,火防稲荷,粉末,ア,98,2003.03,87.03,117,小山４丁目町会,荏原第一,35.6187007,139.7037048
６２Ｃ－０１８,小山２－７－１５,石井珠算学園,粉末,ウ,92.03,2003.11,98.06,115,小山２丁目西部町会,荏原第一,35.6205178,139.7077982
６２Ｃ－０２６,小山４－１６－１,古屋宅,粉末,ウ,2006.05,2006.05,88.03,117,小山４丁目町会,荏原第一,35.6170948,139.7040786
６２Ｃ－０２７,小山４－６－１５,小山四丁目児童遊園,粉末,ウ,2006.03,2006.03,2004.05,117,小山４丁目町会,荏原第一,35.6174806,139.7048158
６２Ｃ－０２８,小山４－１３－３,林宅,粉末,ウ,2006.03,2006.03,96.09,117,小山４丁目町会,荏原第一,35.6180647,139.7019613
６２Ｃ－０２９,小山４－１４－１７,前島宅,粉末,ウ,2005.02,2005.02,2005.02,117,小山４丁目町会,荏原第一,35.6174730,139.7024835
６２Ｃ－０３１,小山５－５－１０,雲藤宅,粉末,ウ,2007.03,2007.03,88.03,118,小山５丁目町会,荏原第一,35.6175681,139.7013739
６２Ｃ－０３２,小山５－１１－７,森本宅,粉末,ウ,2007.02,2007.02,93.11,118,小山５丁目町会,荏原第一,35.6154320,139.7028439
６２Ｃ－０３９,荏原２－１２－４,野部宅,粉末,ウ,2006.03,2006.03,94.05,120,荏原２丁目町会,荏原第一,35.6181711,139.7102717
６２Ｃ－０６２,荏原５－５－１２,しいのき公園,粉末,ウ,94,2004.12,2003.11,128,荏原５丁目町会,荏原第二,35.6147945,139.7031238
６２Ｃ－２２１,荏原３－４－３,荏原三丁目防災活動広場,粉末,ウ,2005.02,2005.09,2005.02,121,荏原３丁目町会,荏原第一,35.6178498,139.7084696
６２Ｋ－０２６,小山３－２５－１１,エルアルカサル武蔵小山,粉末,脚,2005.08,2005.08,87.09,116,小山３丁目町会,荏原第一,35.6191984,139.7038872
６２Ｋ－０３５,荏原３－５－６,リベラルハウス,粉末,脚,2005.08,2005.08,87.09,121,荏原３丁目町会,荏原第一,35.6168324,139.7084636
６２Ｋ－０３６,荏原３－６－１６,ライオンズマンション武蔵小山,粉末,脚,92,2003.11,87.09,121,荏原３丁目町会,荏原第一,35.6165991,139.7074298
６２Ｋ－０３７,荏原４－４－１２,グリーンプラザ武蔵小山,粉末,脚,2005.08,2005.08,87.09,140,平塚４丁目町会,荏原第三,35.6160119,139.7084697
６３Ｃ－０１７,小山２－７－３,野口宅,粉末,ウ,2006.08,2006.08,89.02,115,小山２丁目西部町会,荏原第一,35.6211485,139.7079619
６３Ｃ－０１８,小山２－１０－１４,ハイムジゾー武蔵小山店北側,粉末,ウ,2002.07,2004.04,89.02,115,小山２丁目西部町会,荏原第一,35.6204756,139.7081332
６３Ｃ－０２４,小山５－１１－１１,吉野宅,粉末,ウ,2006.08,2006.08,89.02,118,小山５丁目町会,荏原第一,35.6156444,139.7024925
６３Ｃ－０２５,小山５－１４－９,平井製作所,粉末,ウ,2000,2003.08,90.04,118,小山５丁目町会,荏原第一,35.6165693,139.7013103
６３Ｃ－０２７,小山５－１７－１７,遠藤宅,粉末,ウ,90.11,2004.12,95.06,118,小山５丁目町会,荏原第一,35.6146240,139.7013426
６３Ｃ－１６８,小山３－１－９,伊藤病院　職員住宅,粉末,ウ,92.12,2004.12,89.04,116,小山３丁目町会,荏原第一,35.6201416,139.7028034
６３Ｃ－１６９,小山３－５－１６,坂東宅,粉末,ウ,2007.03,2007.03,89.04,116,小山３丁目町会,荏原第一,35.6211410,139.7047824
６３Ｃ－１７１,小山３－２２－１,東急ストアー,粉末,ウ,2004,2006.06,2003.04,116,小山３丁目町会,荏原第一,35.6194520,139.7056296
６３Ｃ－１７２,小山３－２３－１２,都民銀行　武蔵小山支店前,粉末,ウ,2005.02,2005.02,2005.02,116,小山３丁目町会,荏原第一,35.6179564,139.7054122
６３Ｋ－０５１,小山３－１３－３,日神パレス武蔵小山第２,粉末,脚,88.08,2004.12,88.08,116,小山３丁目町会,荏原第一,35.6203925,139.7055099
６３Ｋ－０５４,荏原３－７－１４,アルス武蔵小山,粉末,脚,98,2003.11,88.08,121,荏原３丁目町会,荏原第一,35.6169171,139.7069135
８９Ｃ－００８,小山５－１８－９,直井宅,粉末,ウ,90.03,2003.03,90.03,118,小山５丁目町会,荏原第一,35.6153877,139.7010362
８９Ｋ－０３５,小山５－１２－２,昭和大学看護婦寮,粉末,脚,2000,2004.04,89.11,118,小山５丁目町会,荏原第一,35.6162338,139.7023660
８９Ｋ－０３８,荏原４－２－４,ＴＧ荏原ビル（東京ガス）,粉末,脚,89.11,2004.12,89.11,122,荏原４丁目町会,荏原第一,35.6167155,139.7068285
９０Ｋ－００８,小山３－６－１８,ユニーブル武蔵小山Ⅱ,粉末,脚,90.11,2004.12,90.11,116,小山３丁目町会,荏原第一,35.6206308,139.7058482
９１Ｃ－００２,荏原１－２５－６,荏原１丁目防災活動広場,粉末,ウ,91.12,2003.1,91.12,119,荏原１丁目町会,荏原第一,35.6200613,139.7118865
９１Ｃ－００６,小山２－７－８,町会会館,粉末,ウ,2006.08,2006.08,91.12,115,小山２丁目西部町会,荏原第一,35.6210069,139.7084007
９１Ｃ－０１４,平塚３－７－９,松清宅,粉末,ウ,92,2007.02,2000.06,139,平塚３丁目町会,荏原第三,35.6150918,139.7111731
９１Ｋ－０３７,西中延１－２－３２,パームハイツ武蔵小山弍番館,粉末,脚,92.03,2003.03,92.03,140,平塚４丁目町会,荏原第三,35.6147018,139.7094958
９１Ｋ－０３８,荏原４－３－４,ライオンズ　プラザ,粉末,脚,92.03,2003.03,92.03,122,荏原４丁目町会,荏原第一,35.6161158,139.7076309
９２Ｃ－００３,小山２－７－２,市村宅,粉末,ウ,2005.06,2005.06,93.01,115,小山２丁目西部町会,荏原第一,35.6210569,139.7078980
９２Ｃ－００４,小山２－６－５,保科宅,粉末,ウ,93.01,2003.11,93.01,115,小山２丁目西部町会,荏原第一,35.6211699,139.7071632
９２Ｃ－００６,荏原２－１０－５,山路宅,粉末,ウ,93.01,2003.11,93.01,120,荏原２丁目町会,荏原第一,35.6176021,139.7105917
９２Ｃ－００７,荏原４－１０－１６,パルナシアン荏原,粉末,ウ,2003.1,2003.1,2003.1,122,荏原４丁目町会,荏原第一,35.6166293,139.7048148
９２Ｃ－００８,荏原４－１２－２０,荏原学児童クラブ,粉末,ウ,93.01,2003.11,93.01,122,荏原４丁目町会,荏原第一,35.6160941,139.7053611
９２Ｋ－００９,荏原３－８－１５,ヴィラハイツ武蔵小山,粉末,壁,2003,2003.11,93.01,121,荏原３丁目町会,荏原第一,35.6173431,139.7062749
９３Ｃ－００５,小山５－１３－３,小山５・児童遊園前,粉末,ウ,2007.02,2007.02,94.01,118,小山５丁目町会,荏原第一,35.6164571,139.7018511
９５Ｋ－０２４,小山３－１２－１６,チャンコ西海,粉末,脚,99,2003.02,96.02,116,小山３丁目町会,荏原第一,35.6194098,139.7059399
９６Ｋ－０１２,小山３－２５－７,ユニープル武蔵小山Ⅲ,粉末,脚,96.07,2001.01,96.07,116,小山３丁目町会,荏原第一,35.6190237,139.7041100
９６Ｋ－０２４,小山３－２３－１５,武蔵小山商店街パルム立体駐車場,粉末,脚,99,2001.01,96.1,116,小山３丁目町会,荏原第一,35.6182222,139.7051188
９６Ｋ－０３８,小山４－３－２,マイキャッスル武蔵小山,粉末,,97.02,2001.01,97.02,117,小山４丁目町会,荏原第一,35.6192415,139.7034315
９７Ｋ－００１,荏原２－９－６,品川区保健所,粉末,脚,97.04,2007.02,97.04,139,平塚３丁目町会,荏原第三,35.6169424,139.7113683
９７Ｋ－０１５,荏原４－９－４,ジェイパーク武蔵小山,粉末,脚,97.06,2007.02,97.06,122,荏原４丁目町会,荏原第一,35.6162769,139.7062449
９７Ｋ－０１７,荏原３－１－９,ルミネ武蔵小山,粉末,脚,97.06,2007.02,97.06,121,荏原３丁目町会,荏原第一,35.6183788,139.7082797
