街灯番号,設置方式,所在地,東電柱番号,NTT柱番号,灯種,ランプ容量,ランプ数,街灯形式,配線種別,土木事務所,緯度,経度
P3668_,独立式,徳丸８丁目17,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78132,139.6603171
17H920_,独立式,蓮根１丁目2,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77929347,139.680403
P3722_,独立式,桜川１丁目5,,,LED,20,1,ハイウェイ型,連接,板橋,35.7552744,139.6738741
16G906_,独立式,前野町２丁目45,,,LED,20,1,ハイウェイ型,直接,板橋,35.76818317,139.689676
17N919_,独立式,赤塚２丁目16,下赤２２４,,LED,20,1,ハイウェイ型,直接,赤塚,35.77332037,139.6442791
17N925_,独立式,赤塚新町２丁目4,赤成１９５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77173618,139.6414698
17B048_,独立式,赤塚５丁目17,,,LED,21,1,ハイウェイ型,連接,赤塚,35.78036517,139.6437875
P3781_,独立式,桜川１丁目1,,,LED,20,1,ハイウェイ型,連接,板橋,35.75390264,139.6771264
P3784_,独立式,桜川１丁目1,,,LED,20,1,ハイウェイ型,連接,板橋,35.75458874,139.6761823
17G925_,独立式,志村３丁目19,,,LED,20,1,ハイウェイ型,直接,板橋,35.77698152,139.6838963
17H927_,独立式,舟渡２丁目25,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79619172,139.6862115
17H928_,独立式,舟渡２丁目25,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79597885,139.686272
16B902_,独立式,舟渡２丁目25,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79571928,139.6863491
16N902_,独立式,赤塚１丁目23,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77230674,139.6501443
17N912_,独立式,赤塚７丁目19,増福32より,,LED,20,1,ハイウェイ型,直接,赤塚,35.77727654,139.6483935
17N915_,独立式,赤塚６丁目1,下赤１５９,,LED,20,1,ハイウェイ型,連接,赤塚,35.77359329,139.6458795
17N910_,独立式,赤塚新町１丁目15,,,LED,20,1,ハイウェイ型,直接,赤塚,35.76953147,139.6468828
17N924_,独立式,赤塚新町３丁目11,新町１５４,,LED,20,1,ハイウェイ型,直接,赤塚,35.77097725,139.6373108
17K920_,独立式,西台１丁目45,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77663491,139.6707492
17E902_,独立式,蓮沼町69,,,LED,20,1,ハイウェイ型,直接,板橋,35.77221582,139.7045291
17C925_,独立式,中丸町19,,,LED,20,1,ハイウェイ型,直接,板橋,35.74182876,139.7054304
17E919_,独立式,泉町43,大原５１２A,,LED,20,1,ハイウェイ型,直接,板橋,35.76761739,139.6992294
P3904_,独立式,徳丸７丁目4,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78155601,139.6616652
16B093_,共架式,赤塚６丁目1,八幡２３４,,LED,20,1,ハイウェイ型,直接,赤塚,35.77390614,139.645619
16B086_,共架式,高島平９丁目23,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79088738,139.6661639
17L936_,独立式,高島平９丁目35,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79102362,139.6719151
17E918_,独立式,泉町43,大原５１３A,,LED,20,1,ハイウェイ型,直接,板橋,35.7673841,139.698703
16A904_,独立式,前野町５丁目23,,,LED,20,1,ハイウェイ型,直接,板橋,35.77146206,139.6843882
17E920_,独立式,泉町45,大原５１１A,,LED,20,1,ハイウェイ型,直接,板橋,35.76762459,139.6993642
17E922_,独立式,泉町46,大原２６８,,LED,20,1,ハイウェイ型,直接,板橋,35.76750122,139.6997194
16D903_,独立式,小茂根５丁目10,,,LED,20,1,ハイウェイ型,連接,板橋,35.75188636,139.6769406
16M903_,独立式,成増４丁目32,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78624538,139.635351
17L914_,独立式,高島平２丁目6,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78312648,139.6597615
P4125_,独立式,高島平２丁目18,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78354118,139.6612462
17L915_,独立式,高島平２丁目23,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78496836,139.6590681
16C902_,共架式,大山金井町2,,,LED,20,1,ハイウェイ型,直接,板橋,35.74627227,139.7095156
17C934_,独立式,氷川町41,,,LED,20,1,ハイウェイ型,直接,板橋,35.75268817,139.7066574
17C932_,独立式,氷川町41,,,LED,20,1,ハイウェイ型,直接,板橋,35.75251589,139.7067883
17C920_,独立式,仲町39,,,LED,20,1,ハイウェイ型,直接,板橋,35.7532865,139.6952163
17G914_,独立式,前野町２丁目24,,,LED,20,1,ハイウェイ型,連接,板橋,35.76558122,139.6878815
17D918_,独立式,東山町7,,,LED,20,1,ハイウェイ型,直接,板橋,35.75211142,139.6875594
16N905_,独立式,赤塚新町２丁目1,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77125467,139.6429362
17N905_,独立式,赤塚６丁目34,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77548138,139.6425498
16K901_,共架式,西台１丁目49,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77776294,139.6728371
17M901_,独立式,大門12,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78458539,139.6475124
17M923_,独立式,大門12,,,LED,20,1,ハイウェイ型,連接,赤塚,35.7845719,139.6477641
P4331_,独立式,大門12,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78454051,139.6480083
17C903_,独立式,板橋４丁目34,,,LED,20,1,ハイウェイ型,直接,板橋,35.75002456,139.7211811
P4419_,独立式,前野町５丁目18,,,LED,20,1,ハイウェイ型,直接,板橋,35.77048374,139.6833627
16G904_,独立式,前野町５丁目18,,,LED,20,1,ハイウェイ型,直接,板橋,35.77069352,139.6834425
P4421_,独立式,前野町５丁目18,,,LED,20,1,ハイウェイ型,直接,板橋,35.7709425,139.6835452
P4446_,独立式,坂下２丁目19,榎木86,,LED,20,1,ハイウェイ型,直接,赤塚,35.78247535,139.6819612
16D901_,独立式,小茂根１丁目9,,,LED,20,1,ハイウェイ型,直接,板橋,35.74483913,139.6797026
17M913_,独立式,大門6,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78365082,139.6483353
17M914_,独立式,大門11,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78469371,139.6486737
17C913_,独立式,弥生町21,,,LED,20,1,ハイウェイ型,直接,板橋,35.75376072,139.6942186
17D905_,独立式,大谷口２丁目63,,,LED,20,1,ハイウェイ型,直接,板橋,35.74658711,139.6861142
17C902_,独立式,板橋４丁目30,,,LED,20,1,ハイウェイ型,直接,板橋,35.74954988,139.7197433
17D908_,独立式,大谷口２丁目48,,,LED,20,1,ハイウェイ型,連接,板橋,35.74475111,139.6861937
17F923_,独立式,上板橋３丁目25,,,LED,20,1,ハイウェイ型,直接,板橋,35.76668794,139.671152
17F924_,独立式,上板橋３丁目25,,,LED,20,1,ハイウェイ型,直接,板橋,35.76659125,139.6710847
17C908_,独立式,板橋４丁目51,,,LED,20,1,ハイウェイ型,直接,板橋,35.7516643,139.7183336
P4630_,独立式,高島平１丁目18,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78284725,139.6686043
P4636_,独立式,高島平１丁目24,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78287544,139.6721012
P4641_,独立式,高島平１丁目45,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78516619,139.6684562
17L924_,独立式,高島平１丁目65,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78543208,139.6693725
17L913_,独立式,高島平１丁目59,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78556882,139.67136
16L904_,独立式,高島平１丁目60,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78515729,139.6722739
16E904_,共架式,双葉町41,,,LED,20,1,ハイウェイ型,直接,板橋,35.7590688,139.7008644
17C924_,独立式,中板橋9,,,LED,20,1,ハイウェイ型,直接,板橋,35.75522669,139.6992677
16C903_,独立式,板橋２丁目28-8,,,LED,20,1,ハイウェイ型,直接,板橋,35.74843129,139.7117893
16C904_,独立式,板橋２丁目51-2,,,LED,20,1,ハイウェイ型,直接,板橋,35.74840938,139.7115123
17D924_,独立式,向原２丁目２４,,,LED,20,1,ハイウェイ型,直接,板橋,35.7417323,139.6804724
17D923_,独立式,向原２丁目24,,,LED,20,1,ハイウェイ型,直接,板橋,35.7417545,139.6806083
17D922_,独立式,向原２丁目24,,,LED,20,1,ハイウェイ型,直接,板橋,35.7418462,139.6807837
17F908_,独立式,若木２丁目2,,,LED,20,1,ハイウェイ型,直接,板橋,35.7698587,139.6754319
16D904_,独立式,向原１丁目21,,,LED,20,1,ハイウェイ型,直接,板橋,35.74298758,139.684798
16D905_,独立式,向原１丁目21,,,LED,20,1,ハイウェイ型,連接,板橋,35.74295947,139.684538
16D906_,独立式,向原１丁目21,,,LED,20,1,ハイウェイ型,連接,板橋,35.74296027,139.6843455
17L918_,独立式,高島平９丁目10,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78984144,139.6712776
P4769_,独立式,高島平４丁目12,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78677392,139.650469
P4770_,独立式,高島平４丁目15,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78717038,139.6506225
P4773_,独立式,高島平４丁目4,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78624085,139.6491051
P4776_,独立式,高島平４丁目28,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78961291,139.6508038
16L907_,独立式,高島平４丁目27,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78977347,139.6499032
17L912_,独立式,高島平５丁目48,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79031224,139.6473499
17L911_,独立式,高島平５丁目49,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78984119,139.6472205
17L910_,独立式,高島平５丁目38,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78871371,139.6469953
16L905_,独立式,高島平５丁目23,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79012231,139.6455151
17L905_,独立式,高島平５丁目24,,,LED,20,1,ハイウェイ型,直接,赤塚,35.7901164,139.6450096
17L904_,独立式,高島平５丁目25,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78950878,139.645238
16L906_,独立式,高島平５丁目29,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78843842,139.6459592
17L909_,独立式,高島平５丁目30,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78829872,139.645617
17K926_,独立式,徳丸１丁目7,,,LED,20,1,ハイウェイ型,直接,赤塚,35.7688213,139.6637762
16F907_,独立式,南常盤台２丁目5,,,LED,20,1,ハイウェイ型,直接,板橋,35.75797066,139.6872478
16N906_,独立式,赤塚８丁目19,,,LED,20,1,ハイウェイ型,連接,赤塚,35.7840706,139.6456423
16N907_,独立式,赤塚８丁目１９,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78416799,139.6458166
16N908_,独立式,赤塚８丁目19,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78428798,139.646028
17L935_,独立式,高島平９丁目42,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79129124,139.6699512
17L933_,独立式,高島平９丁目44,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79129685,139.6705691
17L934_,独立式,高島平９丁目44,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79101828,139.6705275
16K904_,独立式,西台２丁目28,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78057999,139.6677375
17F925_,独立式,上板橋１丁目6,,,LED,20,1,ハイウェイ型,直接,板橋,35.76229925,139.6792219
17L906_,独立式,新河岸２丁目3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79417818,139.6612078
17L907_,独立式,新河岸２丁目3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79418119,139.661456
17L908_,独立式,新河岸２丁目3,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79418459,139.6616648
16G902_,独立式,志村２丁目14,,,LED,20,1,ハイウェイ型,直接,板橋,35.7745783,139.6879432
17C927_,独立式,幸町66,,,LED,20,1,ハイウェイ型,直接,板橋,35.74334875,139.6929007
17M905_,独立式,成増２丁目24,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77904706,139.630499
17E903_,独立式,蓮沼町63,,,LED,20,1,ハイウェイ型,直接,板橋,35.77209773,139.7045888
16E902_,独立式,本町12,,,LED,20,1,ハイウェイ型,直接,板橋,35.76229931,139.7075768
17K927_,独立式,徳丸１丁目42,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77227393,139.66826
17K929_,独立式,徳丸１丁目42,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77209385,139.6680776
17K925_,独立式,徳丸１丁目8,,,LED,20,1,ハイウェイ型,直接,赤塚,35.76903097,139.66338
17K918_,独立式,西台１丁目46,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77699491,139.6721735
17K919_,独立式,西台１丁目46,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77697851,139.6720612
17D919_,独立式,向原２丁目6,,,LED,20,1,ハイウェイ型,直接,板橋,35.74111105,139.6833739
16N903_,独立式,赤塚８丁目20,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78469472,139.6451997
17F919_,独立式,上板橋３丁目24,,,LED,20,1,ハイウェイ型,連接,板橋,35.76628636,139.6703082
17F920_,独立式,上板橋３丁目27,,,LED,20,1,ハイウェイ型,連接,板橋,35.76645174,139.669934
16F903_,独立式,上板橋２丁目55,,,LED,20,1,ハイウェイ型,直接,板橋,35.76631295,139.6699219
17F933_,独立式,上板橋２丁目54,,,LED,20,1,ハイウェイ型,直接,板橋,35.76616598,139.6702747
16E903_,独立式,宮本町27,,,LED,20,1,ハイウェイ型,直接,板橋,35.76246543,139.701392
17K902_,独立式,徳丸８丁目9,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78024277,139.6583879
17K908_,独立式,徳丸８丁目10,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78134772,139.6575178
17K903_,独立式,徳丸８丁目17,,,LED,20,1,ハイウェイ型,直接,赤塚,35.7816854,139.6580534
17H925_,独立式,舟渡２丁目24,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79536693,139.6866393
17H930_,独立式,舟渡２丁目9,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79439304,139.6867894
17H908_,独立式,蓮根３丁目22,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79126087,139.6785896
16H907_,独立式,舟渡１丁目2-12,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78963155,139.6896183
16E905_,独立式,仲宿21,,,LED,20,1,ハイウェイ型,直接,板橋,35.75487945,139.7112497
P5183_,独立式,仲宿３２－１１,,,LED,20,1,ハイウェイ型,直接,板橋,35.7542648,139.7105413
17G911_,独立式,前野町４丁目55,,,LED,20,1,ハイウェイ型,直接,板橋,35.77310628,139.6918655
17G912_,独立式,前野町４丁目57,,,LED,20,1,ハイウェイ型,直接,板橋,35.77314059,139.6923965
16H905_,独立式,坂下１丁目16,,,LED,20,1,ハイウェイ型,直接,赤塚,35.7794404,139.6822906
16H906_,独立式,坂下１丁目16,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77939781,139.682132
17K912_,独立式,徳丸７丁目11,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78023678,139.6586213
17G903_,独立式,前野町３丁目8,,,LED,20,1,ハイウェイ型,直接,板橋,35.76784958,139.6924292
P5295_,独立式,志村２丁目17,,,LED,20,1,ハイウェイ型,連接,板橋,35.77649667,139.6871703
16K908_,独立式,徳丸２丁目12,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77174907,139.6598343
17N909_,独立式,赤塚４丁目34,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78697291,139.639432
P5375_,独立式,赤塚４丁目33,,,LED,19,1,ハイウェイ型,連接,赤塚,35.78711861,139.6402212
P5448_,独立式,双葉町28,,,LED,20,1,ハイウェイ型,直接,板橋,35.75826972,139.7019715
16C908_,独立式,板橋３丁目25,,,LED,20,1,ハイウェイ型,直接,板橋,35.75072039,139.7138863
17C930_,独立式,大山金井町38,,,LED,20,1,ハイウェイ型,直接,板橋,35.74734898,139.7033605
17D921_,独立式,向原２丁目34,,,LED,20,1,ハイウェイ型,連接,板橋,35.74209679,139.6815578
17G924_,独立式,前野町６丁目32,,,LED,20,1,ハイウェイ型,直接,板橋,35.7669912,139.6856222
P5553_,独立式,幸町45,,,LED,21,1,ハイウェイ型,直接,板橋,35.74463306,139.6948612
17H902_,独立式,蓮根３丁目２４－１５,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79098576,139.6770217
17K923_,独立式,西台１丁目23,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77418574,139.6727638
17N913_,独立式,赤塚７丁目19,増福206より,,LED,20,1,ハイウェイ型,直接,赤塚,35.77715636,139.6486986
17E904_,独立式,蓮沼町48,,,LED,20,1,ハイウェイ型,直接,板橋,35.7707003,139.7011905
17E907_,独立式,蓮沼町34,,,LED,20,1,ハイウェイ型,直接,板橋,35.77004478,139.7053874
17E906_,独立式,蓮沼町29,,,LED,20,1,ハイウェイ型,直接,板橋,35.77031754,139.7050046
17E909_,独立式,蓮沼町27,,,LED,20,1,ハイウェイ型,直接,板橋,35.76946262,139.7041988
17E910_,独立式,蓮沼町26,,,LED,20,1,ハイウェイ型,直接,板橋,35.76937312,139.7039623
17E905_,独立式,蓮沼町28,,,LED,20,1,ハイウェイ型,直接,板橋,35.77024493,139.7041279
17E911_,独立式,蓮沼町21,,,LED,20,1,ハイウェイ型,直接,板橋,35.7694288,139.7033866
16E908_,独立式,清水町35,,,LED,20,1,ハイウェイ型,直接,板橋,35.76215208,139.7056388
16N901_,独立式,赤塚６丁目39,,,LED,20,1,ハイウェイ型,直接,赤塚,35.7790192,139.646758
17N914_,独立式,赤塚７丁目15,増副１０７,,LED,20,1,ハイウェイ型,直接,赤塚,35.77612448,139.6487966
17M906_,独立式,成増１丁目15,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77496986,139.6319382
17N906_,独立式,赤塚７丁目19,増福207より,,LED,20,1,ハイウェイ型,直接,赤塚,35.77716085,139.6484852
17B906_,独立式,赤塚７丁目18,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77707416,139.6484273
17N908_,独立式,赤塚７丁目18,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77694947,139.6483673
17L901_,独立式,新河岸２丁目8,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79637131,139.6604091
17C935_,独立式,大山町40,,,LED,20,1,ハイウェイ型,直接,板橋,35.74928243,139.6984793
17D912_,独立式,大谷口１丁目28,,,LED,20,1,ハイウェイ型,直接,板橋,35.74288307,139.6916385
17L923_,独立式,高島平４丁目21,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78856163,139.6505952
17C933_,独立式,大山西町69,,,LED,20,1,ハイウェイ型,直接,板橋,35.74735404,139.6942293
17G923_,独立式,前野町６丁目50,,,LED,20,1,ハイウェイ型,直接,板橋,35.76746188,139.6834392
17G922_,独立式,前野町６丁目50,,,LED,20,1,ハイウェイ型,直接,板橋,35.76730171,139.6836715
17G921_,独立式,前野町６丁目50,,,LED,20,1,ハイウェイ型,直接,板橋,35.76721202,139.6838194
17G920_,独立式,前野町６丁目50,,,LED,20,1,ハイウェイ型,連接,板橋,35.76710774,139.6839984
17G919_,独立式,前野町６丁目26,,,LED,20,1,ハイウェイ型,直接,板橋,35.76700215,139.6841299
17N904_,独立式,赤塚６丁目16,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77529551,139.6428025
17F922_,独立式,上板橋３丁目26,,,LED,20,1,ハイウェイ型,直接,板橋,35.76692539,139.6701435
16B901_,独立式,三園２丁目14,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79625981,139.6449914
16N904_,独立式,赤塚５丁目6,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77842524,139.6422092
17C907_,独立式,板橋４丁目28,,,LED,20,1,ハイウェイ型,連接,板橋,35.75049736,139.7193812
17C904_,独立式,板橋４丁目6,,,LED,20,1,ハイウェイ型,直接,板橋,35.74932356,139.7183917
17C906_,独立式,板橋４丁目6,,,LED,20,1,ハイウェイ型,連接,板橋,35.74972183,139.7186291
16H903_,共架式,舟渡２丁目30,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79670284,139.6889956
16E901_,独立式,蓮沼町17,,,LED,20,1,ハイウェイ型,直接,板橋,35.76879939,139.7040778
P5867_,独立式,若木２丁目13,,,LED,20,1,ハイウェイ型,直接,板橋,35.7717502,139.6721953
17N920_,独立式,赤塚１丁目34,赤塚２５,,LED,20,1,ハイウェイ型,直接,赤塚,35.77263385,139.6480588
17M912_,独立式,成増１丁目20,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77335448,139.6296688
17N911_,独立式,赤塚７丁目6,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77390009,139.6473828
17M911_,独立式,成増３丁目21,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78100049,139.6324022
17E901_,独立式,蓮沼町75,,,LED,20,1,ハイウェイ型,直接,板橋,35.77288093,139.7040679
17E913_,独立式,大原町18,大原６８,,LED,20,1,ハイウェイ型,直接,板橋,35.76884383,139.6982641
17E915_,独立式,大原町26,大原５１４A,,LED,20,1,ハイウェイ型,直接,板橋,35.76794953,139.6984955
17E916_,独立式,大原町26,大原５１４A,,LED,20,1,ハイウェイ型,直接,板橋,35.76787905,139.6986148
17E917_,独立式,大原町26,大原５１４A,,LED,20,1,ハイウェイ型,直接,板橋,35.76772757,139.698877
16A913_,独立式,中台２丁目10,,,LED,21,1,ハイウェイ型,連接,板橋,35.76908566,139.6818007
P5971_,独立式,徳丸２丁目6,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77131216,139.661465
17C923_,独立式,仲町39,,,LED,20,1,ハイウェイ型,直接,板橋,35.75410251,139.6954697
17C922_,独立式,弥生町１９,,,LED,20,1,ハイウェイ型,直接,板橋,35.75392472,139.695098
17C918_,独立式,仲町39,,,LED,20,1,ハイウェイ型,連接,板橋,35.75318231,139.6951369
17C919_,独立式,仲町39,,,LED,20,1,ハイウェイ型,連接,板橋,35.75318521,139.6952931
17L920_,独立式,新河岸１丁目3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.79456374,139.665001
P6010_,独立式,徳丸６丁目18,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77805534,139.6628619
17L902_,独立式,新河岸２丁目23,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79639899,139.659841
17L919_,独立式,新河岸２丁目23,,,LED,20,1,ハイウェイ型,連接,赤塚,35.796404,139.6600574
17F910_,独立式,若木１丁目15,,,LED,20,1,ハイウェイ型,直接,板橋,35.76870228,139.673676
17G926_,独立式,志村２丁目16,,,LED,20,1,ハイウェイ型,直接,板橋,35.77549929,139.6876491
P6238_,独立式,徳丸４丁目30,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77534364,139.6552406
P6239_,独立式,赤塚８丁目9,Ｐ６２４０、Ｐ６２４１,,LED,20,1,ハイウェイ型,直接,赤塚,35.78255719,139.6465689
P6242_,独立式,赤塚８丁目8,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78273496,139.6458858
17C909_,独立式,板橋４丁目52,,,LED,20,1,ハイウェイ型,直接,板橋,35.75213445,139.7185751
P6276_,独立式,高島平７丁目２,,,LED,20,1,ハイウェイ型,直接,赤塚,35.78999801,139.6598814
P6278_,独立式,高島平７丁目2,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78994243,139.6601727
P6283_,独立式,四葉１丁目23,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77848854,139.6536022
P6284_,独立式,徳丸５丁目25,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77836742,139.656085
17A902_,独立式,志村３丁目7,,,LED,20,1,ハイウェイ型,連接,板橋,35.77676092,139.6865814
16G901_,独立式,志村３丁目8,,,LED,20,1,ハイウェイ型,直接,板橋,35.77632224,139.68542
17C928_,独立式,幸町46,,,LED,20,1,ハイウェイ型,直接,板橋,35.74377037,139.6955024
17C914_,独立式,弥生町19,,,LED,20,1,ハイウェイ型,直接,板橋,35.75326018,139.6943179
17D911_,独立式,大谷口２丁目8,,,LED,20,1,ハイウェイ型,直接,板橋,35.74593586,139.6890665
17H931_,独立式,坂下３丁目17,,,LED,20,1,ハイウェイ型,直接,赤塚,35.7875484,139.6824488
17H932_,独立式,坂下３丁目17,,,LED,20,1,ハイウェイ型,連接,赤塚,35.7875316,139.6826146
17H933_,独立式,坂下３丁目17,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78751421,139.6828412
16B904_,独立式,坂下３丁目19,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78749522,139.6830803
17G905_,独立式,前野町２丁目45,,,LED,20,1,ハイウェイ型,直接,板橋,35.76808489,139.690034
16B913_,独立式,赤塚１丁目32-7,,,LED,19,1,ハイウェイ型,連接,赤塚,35.77347805,139.647692
17M921_,独立式,大門3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78320102,139.6502713
17M920_,独立式,大門3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78320391,139.6499958
P6636_,独立式,大門3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78308652,139.6497456
17M919_,独立式,大門3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78306243,139.650178
17M922_,独立式,大門3,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78270377,139.6500086
17D904_,独立式,大谷口２丁目63,,,LED,20,1,ハイウェイ型,直接,板橋,35.74682708,139.6862867
17G936_,独立式,志村１丁目24,,,LED,20,1,ハイウェイ型,直接,板橋,35.77337338,139.6931274
17F903_,独立式,若木３丁目14,,,LED,20,1,ハイウェイ型,直接,板橋,35.77230641,139.6747621
17G929_,独立式,志村３丁目27,,,LED,20,1,ハイウェイ型,直接,板橋,35.77785692,139.6875515
17M909_,独立式,成増３丁目7,,,LED,20,1,ハイウェイ型,直接,赤塚,35.77880282,139.6355674
P6787_,独立式,小茂根５丁目4,引込電柱（城北174）,,LED,21,1,ハイウェイ型,連接,板橋,35.74993955,139.6757114
P6788_,独立式,小茂根５丁目4,引込柱(城北175）,,LED,21,1,ハイウェイ型,直接,板橋,35.74997445,139.6759481
17L917_,独立式,新河岸３丁目6,,,LED,20,1,ハイウェイ型,直接,赤塚,35.79614651,139.6483299
17G931_,独立式,志村２丁目23,,,LED,20,1,ハイウェイ型,直接,板橋,35.77736085,139.690054
16G903_,独立式,前野町５丁目29,,,LED,20,1,ハイウェイ型,直接,板橋,35.77090407,139.6861684
17K928_,独立式,徳丸１丁目42,,,LED,20,1,ハイウェイ型,連接,赤塚,35.77197146,139.6679927
P6927_,独立式,徳丸４丁目33,,,LED,13,2,ハイウェイ型,直接,赤塚,35.77597574,139.6542356
P6993_,共架式,大山東町28,,,LED,19,1,ハイウェイ型,直接,板橋,35.74911949,139.7072738
17G927_,独立式,志村２丁目16,,,LED,20,1,ハイウェイ型,直接,板橋,35.77610792,139.6874896
17G928_,独立式,志村２丁目16,,,LED,20,1,ハイウェイ型,連接,板橋,35.77645848,139.6873914
17C931_,独立式,大山金井町24,,,LED,20,1,ハイウェイ型,連接,板橋,35.7470468,139.7063939
17G932_,独立式,志村２丁目23,,,LED,20,1,ハイウェイ型,連接,板橋,35.77746594,139.6902056
17C917_,独立式,弥生町19,,,LED,20,1,ハイウェイ型,連接,板橋,35.75328719,139.6950964
17D914_,独立式,向原１丁目22,,,LED,20,1,ハイウェイ型,直接,板橋,35.74333081,139.6837848
16C901_,独立式,大山金井町24,,,LED,20,1,ハイウェイ型,直接,板橋,35.74676923,139.7063665
16M904_,独立式,成増４丁目8,,,LED,20,1,ハイウェイ型,連接,赤塚,35.78254727,139.6342632
