年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１丁目,,南野２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
72,5,7,14,12,7,10,9,14,5,5,5,1,14,12,12,6,11,11,2,3,2,2,13,3,6,3,11,6,24,25,6,7,6,4,14,10,2,6,14,10,7,7,6,5,3,8,10,15,10,8,9,9,8,12,14,21,4,8,20,19,21,23,9,5,0,0,6,4,5,4,1,3,1,4,7,9,16,12,10,13,18,17,8,8,12,26,6,7,4,2,12,22,32,31,21,34,22,27,9,9,0,0,10,10,36,44,12,13,9,10,7,9,11,12,25,21,21,14,4,9,18,22,6,10,7,6,7,5,40,37,10,22,23,18,5,5,9,4,6,2,23,24,12,15,27,22,4,2,0,0,4,4,6,6,1,12,14,20,5,7,14,6,6,14,11,24,886,958,"1,844"
73,6,7,13,11,10,12,14,15,9,7,2,3,12,17,11,11,6,10,4,5,1,0,4,7,1,5,2,14,35,44,5,7,2,14,7,21,0,2,13,9,6,8,3,6,6,13,12,21,11,13,11,15,6,9,15,27,21,25,23,28,23,15,10,7,0,0,1,9,5,3,4,1,6,3,12,9,21,17,21,25,25,32,9,14,21,49,7,16,7,10,26,28,36,50,40,38,23,40,7,10,0,0,14,15,52,31,10,14,11,18,6,12,13,9,22,26,14,18,10,13,16,28,6,14,7,8,7,10,33,39,23,34,16,22,7,10,5,10,3,2,18,27,4,11,27,25,11,10,0,0,5,6,9,6,4,6,7,23,8,10,11,18,12,19,14,30,980,"1,286","2,266"
74,4,8,7,14,6,11,8,14,5,4,4,4,17,19,7,9,6,7,4,4,2,3,4,3,5,6,5,6,42,41,3,5,5,6,11,13,4,4,13,11,8,12,4,3,9,15,20,8,14,4,10,11,12,12,12,19,11,6,17,24,18,16,6,10,0,1,9,4,4,5,1,7,2,1,9,8,17,10,17,28,15,34,13,15,28,33,10,15,8,13,17,11,34,33,30,38,30,32,8,8,0,0,12,14,29,28,4,12,10,12,7,8,11,8,29,30,12,10,7,4,17,20,9,11,9,11,6,11,26,27,23,18,30,15,11,11,7,9,3,1,20,26,10,9,16,18,10,8,0,0,1,3,4,3,2,7,15,22,6,11,6,18,6,15,25,28,938,"1,056","1,994"
75,4,2,11,13,4,9,12,10,5,3,2,1,16,21,9,7,11,13,3,7,1,2,7,0,6,5,5,11,39,53,2,6,8,9,14,6,2,4,4,11,7,9,5,10,3,7,12,17,10,12,12,10,8,8,11,25,11,10,27,20,23,16,11,9,0,0,6,4,5,3,0,4,4,4,6,6,10,16,16,23,31,29,10,7,21,28,12,16,11,7,14,20,27,40,31,50,28,24,9,5,0,0,9,15,34,28,10,8,17,14,3,11,12,18,24,28,20,12,6,8,13,12,8,11,7,8,7,8,34,40,31,21,19,26,12,12,1,9,2,4,22,21,11,11,27,20,7,9,0,0,3,7,3,3,6,6,15,16,14,15,11,12,12,17,17,20,963,"1,082","2,045"
76,6,12,7,22,8,7,10,21,4,5,0,3,17,13,10,15,7,10,3,8,0,0,2,2,3,1,10,8,27,30,6,8,4,7,10,11,4,6,6,5,3,6,5,3,7,7,10,15,8,11,4,14,8,11,16,22,12,7,16,19,16,10,9,8,0,2,2,4,4,4,2,6,3,2,5,6,10,10,20,15,22,25,6,10,31,38,11,11,10,11,17,19,30,40,38,48,28,22,7,5,0,0,9,6,24,25,10,13,13,15,4,12,13,11,27,21,14,10,9,10,9,23,12,9,7,10,7,5,24,32,16,23,21,14,6,10,7,8,4,0,24,20,10,13,20,18,4,8,0,0,3,4,6,7,4,8,14,20,6,7,10,18,6,14,10,21,857,"1,020","1,877"
77,3,5,10,9,6,6,8,13,5,4,4,1,11,22,5,11,5,6,3,3,0,2,4,5,2,4,4,5,18,42,8,5,12,9,11,10,5,2,7,11,9,6,4,2,3,6,11,10,5,10,8,11,7,13,11,21,13,17,12,24,26,20,6,3,0,0,5,3,2,7,2,2,1,2,5,7,11,8,18,22,24,25,2,9,23,37,15,8,4,6,14,17,21,19,22,31,25,16,8,5,0,0,7,6,25,15,5,12,16,13,4,9,7,14,16,19,7,6,2,9,14,18,4,11,6,8,4,6,25,20,25,18,18,16,6,6,6,5,1,3,14,18,8,7,20,13,8,6,0,0,5,2,2,4,1,5,13,17,5,2,7,15,8,20,13,22,750,887,"1,637"
78,2,4,4,7,7,9,9,7,1,5,2,4,14,12,4,16,6,7,2,3,2,0,1,3,1,2,7,6,21,35,7,4,4,8,5,14,0,3,3,10,4,5,2,2,8,5,6,17,6,9,8,8,11,9,22,26,5,10,8,11,12,13,3,3,1,0,2,2,1,2,1,5,2,1,5,7,4,8,12,11,14,18,7,6,18,27,7,7,1,6,10,8,25,29,20,33,9,19,5,6,0,0,12,7,17,20,9,5,10,20,2,7,5,7,21,26,9,4,6,8,19,12,5,10,3,4,4,1,19,17,13,14,14,6,7,6,6,5,3,2,16,7,5,2,16,15,3,2,0,0,4,5,1,2,3,4,15,15,9,9,8,10,5,9,11,14,621,747,"1,368"
79,3,6,8,13,3,5,7,11,2,8,2,2,9,11,8,4,6,10,4,4,1,1,0,4,2,1,8,8,29,31,6,3,3,5,11,7,4,3,5,6,6,4,4,3,4,7,8,14,7,5,2,10,10,18,15,18,12,2,16,10,15,15,4,3,0,0,1,6,3,4,2,2,3,3,8,7,8,8,10,13,16,18,6,9,18,18,9,7,3,5,15,17,23,25,20,34,15,17,6,8,0,0,6,7,19,22,8,15,16,7,2,7,12,10,22,15,10,8,4,8,10,23,5,13,3,6,4,1,16,22,14,15,8,9,10,9,1,4,1,0,9,10,11,13,12,11,3,4,0,0,0,3,5,6,2,6,7,8,4,3,7,8,11,16,18,18,650,760,"1,410"
80,3,5,9,6,1,9,4,13,3,5,1,0,9,11,1,10,7,4,5,2,0,6,5,0,5,2,3,10,15,26,2,3,7,6,4,8,5,2,4,10,5,8,1,2,4,9,6,11,3,8,8,5,9,8,12,17,9,9,17,11,14,17,7,4,0,0,4,6,1,2,3,10,1,2,5,5,7,5,9,21,7,14,3,7,17,26,9,9,6,6,12,10,29,26,16,27,16,9,4,5,0,0,9,12,17,14,9,8,10,8,8,4,10,11,20,14,9,5,5,11,11,9,9,10,4,6,5,2,18,19,15,19,12,10,6,6,6,7,2,7,13,8,7,7,12,7,7,3,0,0,2,1,1,0,7,3,13,12,5,11,7,7,10,15,9,19,615,712,"1,327"
81,2,11,8,8,5,6,6,16,3,6,4,1,12,17,4,6,7,8,6,3,0,2,1,2,1,1,4,8,23,36,3,5,5,9,7,8,0,2,6,8,3,6,2,3,6,7,8,11,4,16,4,7,10,4,13,13,2,6,8,14,19,14,2,2,1,0,4,2,0,4,4,2,0,2,5,8,8,11,7,17,15,22,7,7,14,18,8,8,4,8,10,15,18,21,22,42,9,15,1,3,0,0,10,5,11,17,4,2,10,13,6,7,8,9,12,14,5,6,5,10,10,21,11,11,7,6,5,1,14,16,8,16,8,11,6,3,2,6,2,5,9,10,10,3,11,12,5,3,0,0,4,2,3,2,2,5,6,14,1,6,7,7,12,18,17,12,556,744,"1,300"
82,4,5,7,10,5,7,2,15,3,5,1,5,14,14,3,6,3,5,3,5,1,0,1,3,0,1,4,3,12,23,9,4,3,4,2,4,0,1,6,6,7,6,3,4,7,12,9,10,1,4,10,12,7,5,9,12,2,7,16,12,8,10,1,0,0,0,0,1,2,3,4,4,1,5,3,4,5,7,15,13,8,10,4,6,12,24,4,6,0,4,12,9,17,22,23,40,18,9,5,2,0,0,4,6,11,12,4,4,6,11,7,7,5,12,16,11,4,9,6,11,7,10,7,3,2,5,3,2,16,13,10,6,5,6,3,4,3,2,0,2,11,11,5,1,5,5,3,3,0,0,4,1,3,1,1,0,6,8,3,2,5,10,9,9,8,16,478,592,"1,070"
83,3,7,10,9,5,3,6,6,3,1,2,0,9,12,4,5,5,7,2,4,1,2,0,4,1,0,6,5,16,28,3,7,6,1,7,5,0,6,5,5,9,5,0,2,10,13,9,14,5,4,6,9,5,3,12,10,4,8,11,11,9,7,3,0,0,0,1,2,2,0,4,8,1,1,2,7,4,6,11,19,6,14,8,5,7,13,2,6,3,8,8,12,13,17,23,20,15,6,2,5,0,0,2,4,9,5,4,1,5,8,5,1,4,7,10,11,5,8,4,7,7,17,3,3,4,10,0,1,5,10,5,7,8,4,8,4,1,5,1,3,11,5,6,1,9,6,4,1,0,0,1,0,2,3,0,2,7,10,6,4,6,5,7,8,13,10,451,523,974
84,4,6,2,10,6,7,2,13,3,4,0,4,12,13,4,3,6,9,1,2,0,1,3,2,0,1,1,5,8,21,4,1,1,6,2,1,2,1,4,9,5,3,2,6,5,5,11,11,8,8,4,9,4,5,6,14,3,4,8,9,9,7,3,4,1,0,1,2,2,1,4,9,0,0,5,8,4,5,11,7,6,5,5,3,9,14,1,7,1,3,12,7,10,20,19,24,10,11,1,2,0,0,9,7,13,9,5,4,4,5,1,5,2,4,14,11,3,7,8,5,10,12,3,9,4,9,0,4,9,12,8,10,7,4,2,5,3,1,2,0,7,8,1,6,5,5,2,4,0,0,0,1,2,1,3,2,3,6,3,6,6,5,8,12,7,7,389,518,907
85,5,10,3,6,4,7,5,10,3,8,2,0,8,12,1,3,3,6,1,2,1,2,0,3,1,0,4,4,12,17,4,2,0,5,1,1,0,5,7,6,7,7,3,2,6,13,7,12,7,17,5,3,3,7,4,7,3,4,3,11,6,7,1,2,1,0,2,2,1,1,0,5,0,1,1,2,6,3,8,4,6,10,2,1,4,17,3,7,4,7,7,10,9,16,12,20,8,14,2,5,0,0,1,2,5,8,0,4,3,5,4,4,2,3,5,9,5,3,6,4,9,15,4,6,1,4,2,2,11,9,6,10,8,4,4,2,4,0,0,2,4,9,3,5,2,8,0,4,0,0,0,2,3,2,1,1,4,5,4,2,5,2,8,5,6,11,316,478,794
86,3,3,9,6,2,4,8,7,1,6,2,2,6,5,3,3,3,5,0,3,0,0,0,0,1,3,3,4,11,16,3,7,2,1,1,4,0,3,3,6,2,5,2,2,4,7,7,10,7,13,5,2,3,11,4,14,0,6,4,5,2,4,1,0,0,0,3,3,3,2,1,4,1,0,0,4,2,6,9,9,8,9,0,3,5,9,1,4,2,3,4,12,9,10,10,16,4,6,1,2,0,0,4,4,2,4,0,2,3,3,2,2,4,4,2,8,2,2,1,6,10,6,6,7,1,3,2,2,4,5,9,9,0,6,2,4,3,6,2,1,3,6,4,0,7,9,1,4,0,0,0,0,2,2,0,3,2,11,3,1,6,0,5,5,5,11,262,405,667
87,6,4,3,8,0,5,3,5,1,3,0,0,3,13,0,2,2,8,1,2,0,1,0,2,1,1,1,2,10,16,0,1,1,4,3,3,0,1,2,4,1,1,1,3,6,8,5,15,3,9,4,7,3,6,5,6,2,5,3,8,8,7,1,1,0,0,2,1,1,2,3,8,1,2,1,3,2,2,9,7,2,8,1,1,4,9,2,3,3,2,3,2,7,10,7,12,8,5,3,2,0,0,2,2,4,6,1,1,5,2,3,1,2,6,4,4,0,6,1,4,6,1,1,6,2,5,0,4,3,2,3,2,5,5,1,2,1,3,0,3,4,7,2,0,4,3,3,2,0,0,0,1,1,3,2,0,2,3,2,4,0,3,5,3,5,4,212,338,550
88,1,4,5,10,1,8,2,7,1,1,0,1,6,5,0,3,1,0,2,2,1,1,2,4,0,3,1,2,5,23,1,3,3,1,1,1,0,3,3,4,0,1,0,2,8,6,4,11,1,4,5,10,3,7,5,7,1,2,1,7,7,5,2,2,0,0,2,3,0,0,1,8,0,1,0,3,2,5,0,7,1,8,1,1,1,0,2,3,0,4,7,8,4,14,6,14,3,1,4,2,0,0,3,6,3,3,1,1,3,1,1,3,4,2,6,7,1,3,1,2,8,2,4,4,2,3,4,2,4,5,4,5,3,3,2,3,1,1,0,2,3,1,0,0,4,5,1,1,0,0,0,0,0,3,0,1,1,1,1,2,1,4,1,1,2,3,176,312,488
89,4,7,4,5,3,4,1,7,0,7,0,0,7,8,2,2,4,3,1,3,0,1,0,0,0,1,2,5,6,21,2,2,1,2,2,3,0,0,1,3,0,6,0,1,2,5,7,10,4,6,2,3,3,10,2,6,1,4,3,3,5,5,0,2,0,0,0,0,0,1,1,12,0,0,1,3,1,4,0,6,3,6,0,2,3,7,0,3,0,3,2,5,3,7,10,8,1,2,0,1,0,0,1,0,0,2,0,1,1,4,0,2,2,2,0,3,5,7,0,4,5,6,0,1,0,5,0,3,0,4,1,1,1,2,1,4,0,2,1,1,1,4,0,2,2,3,0,0,0,0,0,2,0,1,0,1,2,2,0,1,0,3,1,1,0,1,118,290,408
90,1,4,2,2,1,3,0,5,0,2,0,0,4,6,1,2,3,2,1,3,0,0,0,2,0,0,2,2,4,21,0,1,1,1,1,2,0,1,0,6,1,2,0,3,4,7,5,6,4,5,3,6,1,10,1,3,0,1,1,7,3,7,1,1,0,0,0,6,0,0,0,8,0,2,4,3,0,4,2,8,0,7,0,2,2,5,0,2,1,1,1,4,4,7,0,8,2,5,2,0,0,0,0,1,2,5,0,1,1,1,0,1,2,1,3,8,2,2,0,4,3,6,1,0,1,1,0,2,2,0,1,0,1,3,1,1,1,2,1,3,0,5,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,0,1,4,92,252,344
91,0,5,1,5,1,3,0,2,1,2,0,1,1,13,0,6,1,1,1,2,1,2,1,0,0,0,0,0,2,11,1,1,0,1,0,2,0,1,2,2,1,0,1,0,2,5,2,12,2,5,2,5,2,6,1,4,1,2,1,4,0,1,0,1,1,0,0,3,0,0,2,6,1,0,3,6,1,4,2,2,0,2,1,0,1,5,0,2,1,0,1,1,4,7,2,5,1,2,0,1,0,0,0,4,0,3,0,0,0,3,0,0,2,2,2,1,2,1,1,3,1,2,1,2,1,1,2,2,2,2,2,2,0,0,4,2,0,1,1,1,2,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,2,0,1,3,2,5,80,198,278
92,2,1,2,3,1,2,2,2,2,1,0,0,0,5,0,2,1,1,0,0,0,2,0,1,0,1,0,2,3,13,1,2,0,1,0,1,0,2,3,0,0,1,1,1,0,2,6,9,2,6,2,5,0,4,1,1,0,1,2,3,1,5,0,0,0,0,0,1,0,0,1,11,1,0,0,1,2,3,1,5,1,2,0,1,2,4,1,0,0,0,0,4,0,9,1,7,1,1,1,2,0,0,0,0,0,3,1,0,0,1,1,3,0,4,2,1,1,4,0,0,1,4,0,1,0,1,1,1,1,2,0,0,1,4,1,1,1,4,0,1,0,3,1,1,2,2,0,3,0,0,0,0,1,2,0,0,0,1,0,1,0,0,2,1,2,3,63,183,246
93,1,1,0,0,0,1,2,1,0,3,0,1,2,6,0,1,0,1,1,0,0,2,1,3,0,0,0,1,3,13,0,2,0,0,0,1,0,1,1,1,1,2,0,0,1,2,3,3,0,6,0,2,1,6,1,2,0,1,2,1,1,2,0,0,0,0,0,0,0,1,0,8,0,0,0,2,1,3,1,2,0,1,1,1,1,1,0,1,0,3,2,1,1,7,2,5,0,2,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,1,0,1,0,3,0,3,0,3,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,2,0,2,0,1,38,139,177
94,0,2,0,1,0,0,0,4,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,11,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,3,5,4,1,4,0,1,4,3,1,0,0,0,0,4,0,1,0,0,0,0,0,2,0,1,1,3,0,1,0,2,1,1,0,2,1,3,0,1,0,4,0,0,0,2,0,1,0,3,0,4,2,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,2,0,3,30,106,136
95,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,3,0,0,1,2,0,1,0,0,0,1,0,0,0,3,0,4,1,3,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,1,1,0,0,1,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,10,78,88
96,1,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,6,1,1,2,5,1,3,1,0,1,1,0,3,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,14,79,93
97,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,2,3,1,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,42,58
98,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,34,37
99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,17,24
100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,23
101,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,12,15
102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
