22/10/01 14:00,0.001,0.006,0.060,1.98,0.08,0.013,ENE,2.3,0.000,0.004,0.062,0.010,NNE,2.6,0.000,0.004,0.057,0.013, N ,2.6,0.007,0.013,0.053,0.013, E ,1.5,0.002,0.002,0.010,0.055,0.015, E ,2.0,0.001,0.010,0.011,SSE,1.2,0.002,0.011,保守中,NNW,1.9,0.002,0.009,0.010,ENE,1.2,0.001,0.011,0.012,SSE,0.5
22/10/01 15:00,0.001,0.008,0.061,1.98,0.10,0.011, E ,3.1,0.000,0.005,0.063,0.010,ENE,1.4,0.000,0.005,0.058,0.012,NNE,0.9,0.005,0.014,0.051,0.016, E ,1.3,0.002,0.001,0.009,0.053,0.012,ESE,2.6,0.001,0.011,0.014,SE ,0.9,0.002,0.012,保守中,NNW,1.5,0.001,0.010,0.013,SW ,0.4,0.001,0.010,0.012,SE ,0.5
22/10/01 16:00,0.001,0.010,0.052,1.97,0.07,0.013,ESE,5.6,0.000,0.006,0.063,0.013,ENE,3.0,0.000,0.007,0.053,0.014,ESE,3.5,0.002,0.009,0.049,0.012, E ,1.1,0.002,0.001,0.010,0.048,0.013, E ,3.9,0.001,0.015,0.013,ESE,1.2,0.003,0.014,保守中, S ,1.9,0.002,0.012,0.012,SSW,0.5,0.001,0.014,0.011,SSE,0.5
22/10/01 17:00,0.001,0.011,0.046,1.97,0.07,0.011,ESE,4.9,0.001,0.008,0.051,0.012, E ,4.0,0.000,0.008,0.047,0.016,ESE,2.5,0.001,0.008,0.046,0.011,ENE,1.7,0.002,0.001,0.010,0.045,0.011,ENE,3.0,0.001,0.016,0.012,SE ,1.1,0.003,0.014,保守中, S ,1.5,0.001,0.010,0.011,SW ,0.5,0.001,0.011,0.012,SE ,0.8
22/10/01 18:00,0.000,0.009,0.045,1.99,0.09,0.010, E ,4.8,0.000,0.009,0.047,0.011,NE ,3.5,0.000,0.007,0.045,0.013,SE ,1.6,0.002,0.009,0.042,0.011, E ,1.3,0.002,0.001,0.010,0.042,0.007,ENE,3.2,0.001,0.012,0.011,SE ,1.1,0.003,0.013,保守中,NNW,1.2,0.001,0.008,0.014,SSW,0.4,0.001,0.011,0.011,SSE,0.8
22/10/01 19:00,0.000,0.013,0.036,1.99,0.12,0.013, E ,4.1,0.000,0.008,0.044,0.011,ENE,3.0,0.000,0.012,0.036,0.013,SE ,1.2,0.001,0.011,0.034,0.013, E ,1.4,0.002,0.001,0.023,0.027,0.014,ENE,3.1,0.001,0.015,0.011,ESE,1.2,0.004,0.017,保守中,NNW,0.9,0.001,0.013,0.014,SSW,0.3,0.000,0.010,0.011,ESE,0.8
22/10/01 20:00,0.000,0.014,0.033,2.00,0.11,0.014, E ,3.0,0.000,0.010,0.038,0.013,ENE,2.3,0.000,0.012,0.032,0.015, C ,0.4,0.001,0.009,0.034,0.011, E ,1.2,0.002,0.001,0.012,0.035,0.014,ENE,3.2,0.001,0.017,0.012,ESE,0.8,0.003,0.015,保守中, N ,0.9,0.001,0.010,0.013,SW ,0.4,0.001,0.008,0.015,SSE,0.6
22/10/01 21:00,0.000,0.015,0.032,2.01,0.11,0.016,ENE,3.3,0.000,0.010,0.037,0.012,NE ,1.9,0.000,0.012,0.032,0.015,NNE,0.6,0.001,0.007,0.035,0.013,ENE,1.1,0.002,0.000,0.009,0.037,0.014,NNE,2.4,0.001,0.020,0.012, S ,0.7,0.002,0.013,保守中,NNW,0.9,0.001,0.008,0.013, E ,0.5,0.000,0.008,0.015, E ,1.0
22/10/01 22:00,0.000,0.013,0.032,2.00,0.09,0.014, N ,1.6,0.000,0.007,0.039,0.013,NNE,1.6,0.000,0.011,0.031,0.014, N ,0.7,0.001,0.012,0.030,0.012,NE ,0.9,0.002,0.000,0.012,0.033,0.013, N ,2.8,0.001,0.017,0.016,WSW,0.5,0.001,0.012,保守中, N ,0.9,0.000,0.012,0.015,NE ,0.5,0.000,0.010,0.014,NE ,1.7
22/10/01 23:00,0.000,0.010,0.034,2.00,0.12,0.014,NE ,1.5,0.000,0.009,0.036,0.016,NNE,1.2,0.001,0.012,0.026,0.015, N ,0.9,0.001,0.012,0.028,0.015,ENE,0.8,0.002,0.000,0.011,0.033,0.013, N ,2.2,0.001,0.015,0.014, C ,0.2,0.001,0.011,保守中, N ,0.7,0.000,0.013,0.014, C ,0.2,0.001,0.017,0.015,NE ,1.5
22/10/02 00:00,0.000,0.010,0.031,2.02,0.14,0.014, N ,1.6,0.000,0.011,0.033,0.016, N ,1.2,0.001,0.012,0.026,0.016,NNW,1.2,0.001,0.011,0.029,0.013,NW ,0.6,0.002,0.000,0.012,0.032,0.008,NNE,2.0,0.001,0.013,0.013, C ,0.2,0.001,0.011,保守中,NW ,1.1,0.001,0.013,0.014,NE ,0.6,0.001,0.018,0.014,ENE,1.5
22/10/02 01:00,0.000,0.010,0.028,2.03,0.19,0.015, N ,1.7,0.000,0.010,0.031,0.018,NNW,1.4,0.000,0.010,0.027,0.017,NNW,1.4,0.001,0.010,0.028,0.016,NW ,0.8,0.002,0.000,0.015,0.029,0.011, N ,1.5,0.001,0.011,0.015,WNW,0.3,0.001,0.011,保守中,NW ,1.1,保守中,保守中,0.015,NE ,1.2,0.003,0.021,0.012,NNE,1.2
22/10/02 02:00,保守中,保守中,0.027,2.03,0.19,0.014,NNW,1.9,0.000,0.012,0.027,0.018,WNW,1.2,保守中,保守中,0.018,0.017,NW ,1.3,0.001,0.010,0.027,0.015,WNW,1.2,0.002,0.000,0.017,0.026,0.012,NNW,1.8,保守中,保守中,0.014,NW ,0.5,0.001,0.013,保守中,NNW,1.5,0.001,0.011,0.015,WSW,0.9,0.004,0.020,0.015,NNE,0.8
22/10/02 03:00,0.001,0.010,0.023,2.04,0.21,0.015,NNW,2.9,0.000,0.012,0.023,0.015,NNW,1.4,0.001,0.013,0.014,0.016,NNW,1.2,0.001,0.013,0.017,0.014,WNW,1.3,0.002,0.001,0.015,0.027,0.010,WNW,1.7,0.002,0.015,0.017,NW ,0.9,0.001,0.015,保守中,NW ,1.3,0.001,0.013,0.015,WSW,0.8,0.006,0.020,0.015, N ,1.2
22/10/02 04:00,0.000,0.010,0.021,2.03,0.20,0.014,NW ,1.5,0.000,0.011,0.023,0.015,WNW,0.8,0.000,0.011,0.016,0.016,NW ,1.3,0.001,0.011,0.020,0.014,WNW,1.5,0.002,0.001,0.016,0.023,0.011,NNW,1.6,0.003,0.017,0.016,NW ,0.5,0.001,0.013,保守中,NNW,1.1,0.001,0.012,0.013,WSW,1.1,0.004,0.017,0.018, N ,1.1
22/10/02 05:00,0.000,0.010,0.018,2.04,0.21,0.016,NNW,2.9,0.000,0.010,0.022,0.015,NNW,1.8,0.000,0.010,0.015,0.015,NNW,1.6,0.001,0.010,0.017,0.011,WNW,1.6,0.002,0.001,0.011,0.025,0.010,NNW,2.8,0.005,0.019,0.016,NW ,0.8,0.001,0.011,保守中,NW ,1.7,0.001,0.011,0.014,NW ,0.9,0.005,0.019,0.016,NNW,1.2
22/10/02 06:00,0.001,0.010,0.017,2.04,0.21,0.014, N ,1.2,0.000,0.010,0.021,0.014, N ,2.4,0.001,0.010,0.013,0.015, N ,1.0,0.002,0.010,0.018,0.014,NNW,1.2,0.002,0.001,0.015,0.020,0.013,NNW,1.7,0.006,0.018,0.013,WNW,0.5,0.002,0.011,保守中,NW ,1.1,0.001,0.011,0.014,NE ,1.1,0.005,0.018,0.015,NNW,1.6
22/10/02 07:00,0.001,0.010,0.020,2.03,0.34,0.014,NNW,1.8,0.001,0.006,0.027,0.013, N ,1.8,0.000,0.006,0.023,0.015,NNW,2.0,0.002,0.008,0.021,0.012,NW ,1.4,0.002,0.003,0.018,0.015,0.014,NNW,1.5,0.003,0.012,0.017,WNW,0.4,0.001,0.009,保守中,NW ,2.0,0.002,0.010,0.012,WNW,0.7,0.008,0.018,0.015,NNW,1.7
22/10/02 08:00,0.002,0.008,0.026,2.03,0.16,0.013, N ,4.0,0.001,0.005,0.029,0.013, N ,3.9,0.001,0.005,0.027,0.013, N ,4.1,0.003,0.007,0.026,0.013,NW ,1.8,0.002,0.004,0.011,0.023,0.013, N ,2.6,0.003,0.011,0.013,WNW,1.0,0.003,0.007,保守中,NW ,2.6,0.003,0.009,0.012,NE ,1.4,0.004,0.011,0.013,NNW,2.4
22/10/02 09:00,0.002,0.007,0.031,2.03,0.13,0.014,NNE,4.1,0.001,0.005,0.035,0.014, N ,2.9,0.001,0.004,0.034,0.015, N ,3.0,0.003,0.006,0.032,0.014,NW ,2.0,0.003,0.005,0.012,0.026,0.013, N ,2.4,0.002,0.011,0.015,SW ,1.1,0.003,0.007,保守中,NNW,2.1,0.002,0.007,0.015,NE ,1.5,0.003,0.010,0.014,NNE,1.7
22/10/02 10:00,0.001,0.006,0.039,2.02,0.12,0.012, N ,3.1,0.001,0.006,0.041,0.015, N ,2.2,0.001,0.006,0.039,0.014,NNE,2.2,0.003,0.007,0.040,0.014,NNW,1.7,0.002,0.004,0.012,0.032,0.013, N ,2.8,0.001,0.009,0.015,WSW,0.9,0.002,0.009,保守中,NNW,1.9,0.001,0.007,0.015,NE ,1.1,0.003,0.011,0.015, E ,1.5
22/10/02 11:00,0.001,0.006,0.046,2.01,0.10,0.013, E ,3.9,0.001,0.005,0.049,0.015,NE ,3.3,0.000,0.004,0.047,0.013,NNE,2.0,0.003,0.007,0.045,0.013,NE ,1.6,0.002,0.003,0.011,0.041,0.013,NNE,3.4,0.001,0.012,0.015,SE ,1.0,0.002,0.007,保守中,NNW,2.1,0.001,0.007,0.012,NE ,0.9,0.002,0.011,0.017, E ,1.4
22/10/02 12:00,0.001,0.006,0.056,2.01,0.09,0.015,NE ,3.5,0.000,0.004,0.057,0.013,NNE,2.7,0.000,0.004,0.053,0.016,NNE,1.3,0.003,0.008,0.052,0.013,NE ,1.5,0.002,0.002,0.010,0.053,0.011,NNE,3.4,0.000,0.008,0.015,SSW,1.1,0.002,0.009,保守中,NNW,1.4,0.001,0.008,0.015,NE ,1.5,0.001,0.008,0.017,ENE,2.0
22/10/02 13:00,0.001,0.007,0.061,2.01,0.09,0.016,SE ,4.2,0.000,0.004,0.063,0.015,ENE,3.1,0.000,0.005,0.059,0.015,NNE,1.6,0.002,0.007,0.058,0.016,ESE,1.6,0.002,0.001,0.008,0.060,0.017, E ,3.2,0.000,0.010,0.017,ESE,0.6,0.002,0.010,保守中,NNW,1.4,0.001,0.009,0.016,SW ,0.4,0.001,0.009,0.018,SSE,0.6
22/10/02 14:00,0.001,0.006,0.063,2.02,0.08,0.015,SE ,3.5,0.001,0.005,0.065,0.017,ENE,2.4,0.000,0.006,0.062,0.015,ESE,2.8,0.002,0.006,0.059,0.015, E ,1.1,0.002,0.001,0.007,0.058,0.013, E ,2.1,0.001,0.011,0.017,SE ,1.0,0.002,0.012,保守中,SSW,2.0,0.001,0.010,0.013,SW ,0.3,0.001,0.008,0.014,SE ,0.8
22/10/02 15:00,0.001,0.006,0.059,2.00,0.06,0.010,SE ,3.9,0.001,0.006,0.062,0.013,SE ,2.6,0.000,0.006,0.059,0.014,SE ,2.7,0.003,0.006,0.056,0.011, E ,1.0,0.002,0.001,0.007,0.057,0.012, E ,2.2,0.001,0.010,0.011,SSE,0.6,0.002,0.011,保守中, S ,1.8,0.001,0.009,0.011,SSW,0.3,0.001,0.012,0.012,SSE,0.5
22/10/02 16:00,0.001,0.006,0.059,2.00,0.07,0.012,SE ,3.5,0.000,0.006,0.061,0.013, E ,3.6,0.000,0.006,0.058,0.014,ESE,1.8,0.003,0.006,0.055,0.011, E ,0.8,0.002,0.001,0.006,0.058,0.011, E ,2.6,0.000,0.010,0.010,SE ,0.6,0.002,0.010,保守中, S ,1.7,0.001,0.008,0.009, S ,0.3,0.001,0.012,0.010,SSE,0.4
22/10/02 17:00,0.000,0.007,0.055,1.99,0.06,0.009,ESE,4.0,0.000,0.005,0.058,0.010,ENE,3.0,0.000,0.007,0.054,0.014,ESE,1.2,0.002,0.006,0.052,0.011, E ,1.7,0.002,0.001,0.013,0.049,0.012,ENE,2.0,0.000,0.010,0.009,SE ,1.2,0.003,0.013,保守中,SW ,0.9,0.000,0.006,0.010,SSW,0.3,0.000,0.010,0.011,SE ,0.6
22/10/02 18:00,0.000,0.015,0.043,2.04,0.08,0.017,SE ,4.7,0.000,0.011,0.048,0.012, E ,3.9,0.000,0.011,0.045,0.019,ESE,3.5,0.002,0.012,0.043,0.017, E ,1.6,0.002,0.002,0.021,0.036,0.018, E ,2.2,0.001,0.022,0.016,ESE,0.8,0.002,0.016,保守中,SSW,1.0,0.001,0.014,0.017, C ,0.2,0.003,0.024,0.015,SSE,0.7
22/10/02 19:00,0.000,0.013,0.042,2.06,0.11,0.017,ESE,4.2,0.000,0.014,0.042,0.019,ENE,3.4,0.000,0.012,0.042,0.020,ESE,3.0,0.003,0.016,0.034,0.016, E ,1.8,0.002,0.000,0.011,0.043,0.014,ENE,2.7,0.000,0.017,0.018,ESE,1.0,0.001,0.015,保守中,SSW,1.2,0.001,0.016,0.016,SW ,0.4,0.002,0.021,0.018,SSE,0.6
22/10/02 20:00,0.000,0.010,0.045,2.06,0.11,0.018,ESE,4.1,0.000,0.010,0.045,0.018,ENE,2.6,0.000,0.008,0.044,0.022,ESE,2.2,0.002,0.007,0.043,0.018, E ,2.1,0.002,0.000,0.010,0.044,0.020,ENE,3.0,0.001,0.014,0.019,ESE,1.1,0.002,0.012,保守中,SSW,0.8,0.001,0.009,0.019,SW ,0.3,0.001,0.011,0.019,SSE,0.7
22/10/02 21:00,0.000,0.011,0.042,2.08,0.11,0.023,ESE,3.6,0.000,0.012,0.042,0.020, E ,3.5,0.000,0.010,0.041,0.025,ESE,1.9,0.002,0.009,0.039,0.024, E ,1.3,0.002,0.000,0.007,0.046,0.021,ENE,2.6,0.001,0.016,0.023,ESE,0.8,0.001,0.013,保守中,SSW,0.7,0.001,0.010,0.021,SW ,0.3,0.000,0.010,0.022,SE ,0.5
22/10/02 22:00,0.000,0.009,0.047,2.04,0.09,0.026,ENE,2.8,0.000,0.009,0.047,0.025,ENE,2.0,0.000,0.009,0.043,0.026,WSW,0.7,0.002,0.007,0.043,0.028, E ,1.5,0.002,0.000,0.008,0.048,0.017,ENE,2.6,0.001,0.014,0.026,SE ,0.7,0.002,0.011,保守中,NNW,0.8,0.000,0.008,0.024,SSW,0.3,0.000,0.008,0.025, E ,0.9
22/10/02 23:00,0.000,0.010,0.043,2.02,0.08,0.027,ENE,2.9,0.000,0.012,0.042,0.027,ENE,1.8,0.000,0.010,0.039,0.028, E ,0.6,0.003,0.008,0.040,0.024, E ,1.0,0.004,0.000,0.008,0.044,0.024,NE ,1.9,0.000,0.012,0.027,SSE,0.6,0.002,0.012,保守中,NNW,1.0,0.000,0.009,0.024,ESE,0.4,0.000,0.008,0.026, E ,1.0
22/10/03 00:00,0.000,0.010,0.040,1.99,0.08,0.026,ENE,2.6,0.000,0.009,0.043,0.024,NE ,1.4,0.000,0.008,0.038,0.026,NNE,0.7,0.002,0.009,0.038,0.022,NE ,0.8,0.004,0.001,0.011,0.038,0.022, N ,2.6,0.000,0.012,0.024,SSE,0.5,0.000,0.009,保守中,NNW,1.1,0.000,0.011,0.022,ENE,0.4,0.000,0.009,0.023,ENE,1.5
22/10/03 01:00,0.000,0.011,0.037,1.99,0.08,0.022,NNE,1.4,0.000,0.009,0.040,0.024,NNE,1.2,0.000,0.009,0.036,0.023, N ,1.2,0.002,0.010,0.036,0.021,NNE,1.1,保守中,0.000,0.012,0.037,0.021, N ,2.8,0.001,0.014,0.023,SSE,0.3,0.000,0.009,保守中,NNW,1.0,0.000,0.011,0.020,ENE,0.4,0.000,0.013,0.023,NE ,1.7
22/10/03 02:00,0.000,0.009,0.042,1.98,0.07,0.017,NE ,2.1,0.000,0.006,0.044,0.021,NE ,1.7,0.000,0.007,0.038,0.020,NNE,0.6,0.002,0.009,0.037,0.018,ENE,0.9,0.002,保守中,保守中,0.039,0.015, N ,2.1,0.001,0.011,0.016,SSE,0.3,0.000,0.008,保守中,NNW,1.1,0.000,0.011,0.018, C ,0.2,0.000,0.011,0.020,ENE,1.8
22/10/03 03:00,0.000,0.007,0.041,1.99,0.07,0.017,NE ,1.8,0.000,0.005,0.045,0.016, N ,1.5,0.000,0.006,0.039,0.018, N ,1.1,0.002,0.008,0.039,0.015,NE ,0.5,0.002,0.000,0.012,0.036,0.014, N ,2.6,0.001,0.010,0.016, S ,0.5,0.000,0.006,保守中,NNW,1.1,0.000,0.009,0.016,ENE,0.3,0.001,0.012,0.017,NE ,1.7
22/10/03 04:00,0.000,0.008,0.037,2.01,0.08,0.020, N ,2.6,0.000,0.007,0.039,0.019,NNE,1.9,0.000,0.006,0.036,0.019, N ,2.6,0.002,0.009,0.035,0.019,NNW,1.4,0.002,0.000,0.012,0.034,0.016, N ,2.2,0.003,0.015,0.017,WSW,0.7,0.001,0.008,保守中,NW ,1.4,0.001,0.011,0.014,NE ,1.5,0.000,0.012,0.018,ENE,1.6
22/10/03 05:00,0.000,0.009,0.033,2.01,0.09,0.020, N ,2.1,0.000,0.006,0.039,0.020,NNE,2.7,0.000,0.006,0.035,0.022, N ,2.0,0.002,0.010,0.033,0.018, N ,1.2,0.002,0.001,0.015,0.030,0.019, N ,2.9,0.003,0.016,0.020, W ,0.6,0.001,0.010,保守中,NNW,1.6,0.004,0.016,0.022,NE ,0.8,0.001,0.015,0.022,ENE,1.4
22/10/03 06:00,0.000,0.010,0.032,2.02,0.10,0.023,NNE,2.5,0.000,0.007,0.037,0.021, N ,1.5,0.000,0.005,0.036,0.022,NNE,1.7,0.003,0.011,0.032,0.021,NNE,2.2,0.002,0.001,0.017,0.029,0.018,NNE,2.6,0.005,0.019,0.023,WSW,0.8,0.002,0.011,保守中,NW ,1.7,0.004,0.017,0.022,NE ,1.6,0.001,0.018,0.021,NE ,1.8
22/10/03 07:00,0.001,0.012,0.032,2.02,0.09,0.020,ENE,2.9,0.000,0.009,0.036,0.020,NNE,1.7,0.000,0.007,0.033,0.022,NNE,1.2,0.004,0.013,0.030,0.019,NE ,1.1,0.002,0.002,0.019,0.026,0.019, N ,3.2,0.003,0.021,0.022, S ,0.7,0.003,0.011,保守中,NNW,1.5,0.002,0.014,0.021,ENE,1.3,0.003,0.019,0.021, E ,1.6
22/10/03 08:00,0.002,0.014,0.032,2.02,0.11,0.020, N ,2.2,0.001,0.009,0.037,0.022, N ,2.0,0.001,0.008,0.035,0.023, N ,2.2,0.006,0.017,0.029,0.020,ENE,1.0,0.002,0.009,0.027,0.019,0.021,NNE,3.0,0.004,0.022,0.020,SSE,0.7,0.006,0.016,保守中,NNW,1.3,0.003,0.017,0.020,NE ,0.5,0.005,0.022,0.024,NE ,1.5
22/10/03 09:00,0.003,0.014,0.030,2.04,0.20,0.022,NNE,1.9,0.002,0.011,0.036,0.022,NNE,1.9,0.001,0.010,0.034,0.023, N ,1.4,0.006,0.016,0.029,0.020,NW ,1.5,0.003,0.008,0.023,0.025,0.020, N ,2.9,0.008,0.028,0.021,SE ,0.7,0.010,0.017,保守中,NNW,1.8,0.010,0.023,0.019,NE ,1.3,0.007,0.021,0.020,ENE,1.9
22/10/03 10:00,0.005,0.018,0.030,2.05,0.15,0.021, N ,1.9,0.002,0.011,0.040,0.024,NNE,1.7,0.001,0.010,0.037,0.026, N ,1.8,0.010,0.023,0.025,0.024,SSW,0.9,0.002,0.009,0.024,0.027,0.022,NNE,2.1,0.009,0.032,0.020,SE ,0.6,0.009,0.020,保守中,NW ,1.5,0.008,0.025,0.021,NNE,0.6,0.010,0.022,0.019,ENE,1.5
22/10/03 11:00,0.005,0.019,0.032,2.05,0.19,0.021, E ,2.6,0.003,0.013,0.041,0.027,NNE,1.1,0.002,0.012,0.037,0.023, E ,0.9,保守中,保守中,保守中,0.021, E ,1.0,0.003,0.010,0.024,0.029,0.018,NNE,2.0,0.009,0.032,0.023,SE ,0.7,0.012,0.023,保守中,NNW,1.5,0.007,0.026,0.019, C ,0.2,0.009,0.027,0.020, E ,0.8
22/10/03 12:00,0.007,0.021,0.035,2.02,0.12,0.020,NNE,1.6,0.003,0.015,0.044,0.026,ENE,1.0,0.002,0.016,0.037,0.022, S ,0.6,0.005,0.023,0.029,0.015,ESE,1.3,0.003,0.008,0.024,0.033,0.017, E ,1.0,0.005,0.030,0.019,SW ,0.5,0.013,0.025,保守中, S ,1.8,0.008,0.026,0.017,WSW,0.4,0.009,0.026,0.020,ESE,0.7
22/10/03 13:00,0.004,0.016,0.044,2.03,0.10,0.016,ESE,3.4,0.004,0.018,0.043,0.014,ESE,1.9,0.003,0.018,0.041,0.019,SSE,1.3,0.005,0.023,0.035,0.015, E ,1.3,0.002,0.005,0.020,0.044,0.018, E ,2.6,0.004,0.025,0.015,SE ,0.8,0.008,0.024,保守中, S ,1.3,0.006,0.022,0.014, W ,0.4,0.005,0.018,0.018,ESE,0.6
22/10/03 14:00,0.002,0.013,0.054,2.01,0.09,0.017,SE ,2.7,0.002,0.014,0.053,0.014, S ,1.7,0.001,0.014,0.051,0.018,SSE,2.4,0.002,0.019,0.050,0.015,ESE,1.1,0.003,0.002,0.014,0.057,0.019, E ,2.1,0.003,0.022,0.016,SE ,0.5,0.007,0.024,保守中, S ,1.7,保守中,保守中,0.019,ENE,0.5,0.003,0.019,0.019, S ,1.3
22/10/03 15:00,0.001,0.019,0.056,2.01,0.14,0.022,SE ,3.6,0.001,0.017,0.059,0.018,SE ,1.8,0.001,0.017,0.055,0.022, S ,2.6,0.003,0.023,0.050,0.022,SSE,1.0,0.002,0.002,0.020,0.053,0.022,ENE,1.6,0.005,0.037,0.021,SE ,0.6,0.007,0.035,保守中, S ,1.7,保守中,保守中,0.024, C ,0.2,0.004,0.021,0.019, S ,1.3
22/10/03 16:00,0.001,0.018,0.046,2.03,0.16,0.025,SSW,2.8,0.001,0.014,0.050,0.020,SSW,3.5,0.001,0.012,0.047,0.020, S ,2.4,0.001,0.017,0.043,0.024,SSW,2.0,0.004,0.003,0.028,0.041,0.016, S ,1.2,0.006,0.038,0.026,WSW,0.3,0.008,0.028,保守中, S ,1.4,0.006,0.027,0.022,SW ,0.5,0.002,0.019,0.020, S ,1.5
22/10/03 17:00,0.000,0.013,0.051,2.00,0.14,0.024,SSW,2.6,0.000,0.009,0.053,0.017, S ,3.3,0.000,0.013,0.047,0.020, S ,1.8,0.001,0.015,0.047,0.020,SSW,1.9,0.005,0.002,0.035,0.041,0.026, S ,2.5,0.006,0.037,0.024,WNW,0.5,0.003,0.023,保守中, S ,1.1,0.005,0.029,0.022,WSW,0.4,0.000,0.021,0.026, S ,2.3
22/10/03 18:00,0.000,0.015,0.050,2.01,0.19,0.023,SW ,2.3,0.000,0.011,0.052,0.019,SW ,2.4,0.000,0.012,0.049,0.022,SW ,1.8,0.002,0.021,0.045,0.022,SSW,2.2,0.005,0.001,0.034,0.037,0.025, S ,2.5,0.003,0.035,0.024, W ,0.3,0.003,0.023,保守中, S ,1.0,0.002,0.029,0.022, C ,0.1,0.000,0.024,0.035, S ,3.0
22/10/03 19:00,0.000,0.015,0.044,2.02,0.28,0.018,SW ,1.2,0.000,0.009,0.051,0.017,SSW,2.5,0.000,0.009,0.047,0.021, S ,1.0,0.001,0.018,0.042,0.020,SSW,2.1,0.004,0.001,0.037,0.029,0.024, S ,2.2,0.004,0.035,0.020, C ,0.2,0.002,0.015,保守中, S ,1.0,0.002,0.024,0.020, C ,0.1,0.000,0.025,0.030, S ,1.8
22/10/03 20:00,0.000,0.011,0.044,2.03,0.16,0.019,WSW,1.9,0.000,0.011,0.046,0.019,SW ,2.1,0.000,0.011,0.045,0.019,SW ,1.0,0.001,0.011,0.041,0.017,SSW,1.6,0.004,0.001,0.031,0.029,0.026,SSW,2.0,0.002,0.022,0.020, C ,0.2,0.002,0.014,保守中, S ,0.9,0.002,0.018,0.017, C ,0.1,0.000,0.022,0.029, S ,1.4
22/10/03 21:00,0.000,0.012,0.043,2.04,0.17,0.017,WSW,1.2,0.000,0.011,0.045,0.018,SW ,2.0,0.000,0.012,0.043,0.016,SW ,1.0,0.001,0.012,0.041,0.018,SW ,1.9,0.003,0.001,0.031,0.028,0.021,SSW,2.0,0.002,0.023,0.020, C ,0.0,0.001,0.015,保守中, S ,0.6,0.003,0.023,0.020,SW ,0.5,0.000,0.019,0.022, S ,1.6
22/10/03 22:00,0.000,0.014,0.038,2.06,0.21,0.023, W ,1.1,0.000,0.012,0.042,0.017,SSW,1.2,0.000,0.011,0.041,0.019,WSW,0.6,0.001,0.012,0.038,0.020,SW ,1.4,0.003,0.001,0.031,0.026,0.024,WSW,0.8,0.003,0.029,0.021, C ,0.0,0.001,0.016,保守中, C ,0.2,0.003,0.024,0.021,SW ,0.3,0.000,0.024,0.025, S ,1.1
22/10/03 23:00,0.000,0.016,0.034,2.10,0.22,0.022,WSW,1.4,0.000,0.012,0.040,0.017,SW ,1.7,0.000,0.012,0.038,0.018,SW ,1.0,0.001,0.010,0.039,0.018,SSW,1.2,0.003,0.002,0.035,0.022,0.023,SSW,2.0,0.004,0.029,0.021, C ,0.1,0.002,0.016,保守中, S ,0.6,0.002,0.021,0.018, C ,0.1,0.001,0.023,0.030, S ,1.5
22/10/04 00:00,0.000,0.012,0.037,2.07,0.20,0.019,WSW,1.7,0.000,0.009,0.043,0.020,SSW,1.7,0.000,0.008,0.043,0.020, C ,0.3,0.001,0.010,0.040,0.020,SSW,1.3,0.002,0.001,0.031,0.026,0.021,WSW,2.0,0.005,0.027,0.021, C ,0.2,0.001,0.013,保守中,WNW,0.3,0.001,0.019,0.019,SW ,0.4,0.000,0.021,0.028, S ,1.0
22/10/04 01:00,0.000,0.010,0.039,2.07,0.17,0.019,WSW,1.8,0.000,0.009,0.038,0.018,SSW,2.3,0.000,0.008,0.039,0.021,SSW,1.1,0.001,0.008,0.040,0.022,SW ,1.5,0.002,0.001,0.023,0.034,0.020,SW ,1.9,0.002,0.017,0.020, C ,0.2,0.001,0.011,保守中, S ,0.9,0.002,0.017,0.020,WSW,0.5,0.000,0.014,0.023, S ,2.1
22/10/04 02:00,0.000,0.008,0.040,2.02,0.12,0.020,WSW,1.9,0.000,0.007,0.040,0.018,SW ,2.4,0.000,0.007,0.040,0.019,WSW,1.5,0.001,0.009,0.036,0.022,SSW,1.3,0.002,0.001,0.021,0.033,0.018,SSW,1.8,0.002,0.017,0.022,NW ,0.5,0.001,0.011,保守中, S ,0.8,0.003,0.020,0.020, C ,0.1,0.000,0.010,0.021, S ,2.0
22/10/04 03:00,0.000,0.006,0.038,2.01,0.10,0.017,WSW,2.2,0.000,0.007,0.036,0.016,SW ,2.1,0.000,0.007,0.034,0.013,SSW,1.2,0.001,0.009,0.032,0.015,SW ,0.8,0.002,0.001,0.019,0.030,0.015,SSW,2.5,0.004,0.017,0.017,NW ,0.4,0.002,0.010,保守中, S ,1.1,0.002,0.016,0.016,WSW,0.8,0.000,0.013,0.020, S ,2.0
22/10/04 04:00,0.000,0.007,0.035,1.99,0.12,0.014,SSW,2.7,0.000,0.007,0.033,0.015,SSW,1.9,0.000,0.007,0.031,0.013,SSW,1.7,0.001,0.008,0.031,0.013,SSW,1.0,0.002,0.002,0.024,0.023,0.014,SSW,2.8,0.005,0.019,0.014, C ,0.2,0.003,0.014,保守中, S ,0.8,0.003,0.017,0.013, C ,0.1,0.000,0.018,0.021, S ,2.5
