24/04/16 01:00,0.000,0.013,0.042,2.01,0.12,0.014,SSW,2.6,0.000,0.006,0.049,0.012, S ,3.3,0.000,0.006,0.051,0.015, S ,2.4,0.000,0.012,0.040,0.014,0.001,0.000,0.021,0.040,0.012, S ,3.0,0.001,0.009,0.015, S ,1.7,0.000,0.013,0.014,0.000,0.014,0.014, S ,3.4
24/04/16 02:00,0.000,0.012,0.043,1.99,0.11,0.017,SSW,3.2,0.000,0.006,0.049,0.012, S ,2.3,0.000,0.006,0.051,0.014, S ,2.1,0.000,0.012,0.040,0.014,0.001,0.001,0.020,0.041,0.013,SSW,3.1,0.001,0.012,0.012, S ,1.3,0.000,0.013,0.016,0.000,0.012,0.012, S ,2.7
24/04/16 03:00,0.000,0.008,0.046,1.99,0.09,0.012,SSW,3.4,0.000,0.006,0.049,0.012, S ,3.2,0.000,0.006,0.051,0.011, S ,2.2,0.000,0.009,0.043,0.009,0.002,0.001,0.019,0.039,0.010, S ,2.4,0.002,0.012,0.013, S ,1.5,0.000,0.010,0.012,0.000,0.014,0.011, S ,2.1
24/04/16 04:00,0.000,0.009,0.045,2.00,0.09,0.015,SSW,3.1,0.000,0.004,0.051,0.013, S ,3.4,0.000,0.005,0.052,0.012, S ,2.8,0.000,0.008,0.044,0.015,0.001,0.001,0.023,0.034,0.012, S ,2.1,0.002,0.012,0.014, S ,1.7,0.001,0.011,0.017,0.000,0.018,0.014, S ,2.7
24/04/16 05:00,0.000,0.009,0.048,1.99,0.08,0.015,SSW,3.3,0.000,0.005,0.051,0.014,SSW,3.6,0.000,0.006,0.053,0.013, S ,2.6,0.000,0.009,0.046,0.016,0.001,0.001,0.022,0.038,0.011, S ,2.5,0.003,0.016,0.014, S ,1.4,0.002,0.013,0.015,0.000,0.016,0.014, S ,2.8
24/04/16 06:00,0.000,0.014,0.043,1.98,0.08,0.018,SSW,3.1,0.000,0.006,0.050,0.015,SSW,2.6,0.000,0.008,0.051,0.017,SSW,1.7,0.001,0.017,0.036,0.017,0.002,0.002,0.031,0.031,0.014,SSW,3.2,0.004,0.020,0.016, S ,1.3,0.002,0.021,0.018,0.001,0.022,0.015, S ,2.7
24/04/16 07:00,0.001,0.012,0.045,1.99,0.08,0.015,SSW,2.0,0.000,0.006,0.050,0.015,SSW,3.3,0.000,0.010,0.049,0.015,SSW,1.7,0.001,0.014,0.041,0.013,0.002,0.005,0.030,0.031,0.012,SSW,2.7,0.009,0.024,0.013, S ,1.6,0.004,0.018,0.014,0.002,0.021,0.014, S ,2.6
24/04/16 08:00,0.001,0.010,0.048,1.99,0.16,0.012,SSW,2.6,0.000,0.006,0.051,0.015,SSW,3.9,0.000,0.008,0.050,0.014, S ,3.1,0.002,0.015,0.040,0.014,0.002,0.006,0.032,0.029,0.014, S ,3.5,0.010,0.024,0.014, S ,2.0,0.003,0.019,0.013,0.003,0.026,0.014, S ,3.3
24/04/16 09:00,0.002,0.015,0.043,1.99,0.29,0.014,SSW,5.4,0.001,0.006,0.051,0.012, S ,5.4,0.001,0.009,0.050,0.014, S ,3.0,0.003,0.017,0.039,0.015,0.002,0.006,0.023,0.039,0.017,SSW,3.9,0.009,0.019,0.015, S ,2.3,0.006,0.022,0.016,0.002,0.017,0.015,SSE,3.8
24/04/16 10:00,0.002,0.011,0.050,1.98,0.15,0.014, S ,6.7,0.001,0.005,0.055,0.013,SSW,6.1,0.001,0.007,0.055,0.015, S ,4.0,0.003,0.012,0.046,0.015,0.001,0.009,0.025,0.038,0.014, S ,4.2,0.008,0.014,0.012, S ,3.1,0.005,0.017,0.013,0.002,0.013,0.014, S ,4.8
24/04/16 11:00,0.001,0.007,0.057,1.97,0.12,0.012,SSW,6.1,0.001,0.003,0.059,0.014,SSW,7.0,0.001,0.005,0.060,0.014, S ,5.6,0.002,0.008,0.054,0.015,0.001,0.005,0.016,0.053,0.011, S ,5.2,0.007,0.012,0.012, S ,3.5,0.006,0.017,0.012,0.003,0.012,0.014,SSE,4.9
24/04/16 12:00,0.001,0.006,0.060,1.97,0.11,0.014,SSW,5.7,0.001,0.003,0.061,0.011,SSW,7.6,0.001,0.005,0.061,0.014, S ,4.6,0.002,0.007,0.057,0.016,保守中,保守中,保守中,保守中,保守中, S ,5.4,0.007,0.014,0.013, S ,3.2,0.004,0.014,0.018,0.002,0.009,0.017, S ,6.3
24/04/16 13:00,0.001,0.006,0.061,1.97,0.11,0.015,SSW,7.0,0.000,0.003,0.061,0.013, S ,7.1,0.000,0.004,0.062,0.015, S ,5.2,0.001,0.006,0.057,0.016,0.001,0.003,0.011,0.054,0.013, S ,5.8,0.006,0.012,0.013, S ,4.7,0.004,0.012,0.018,0.002,0.009,0.017,SSE,5.3
24/04/16 14:00,0.001,0.005,0.060,1.97,0.09,0.017,SSW,7.8,0.000,0.003,0.061,0.015,SSW,7.3,0.001,0.004,0.061,0.017, S ,6.0,0.002,0.006,0.056,0.016,0.001,0.003,0.014,0.054,0.016, S ,5.0,0.006,0.010,0.014, S ,3.5,0.004,0.011,0.016,0.003,0.013,0.016,SSE,5.2
24/04/16 15:00,0.001,0.006,0.058,1.97,0.12,0.014,SSW,8.2,0.001,0.003,0.059,0.014,SSW,8.7,0.001,0.005,0.059,0.018, S ,4.8,0.002,0.006,0.055,0.015,0.001,0.004,0.014,0.052,0.014, S ,5.6,0.004,0.011,0.018, S ,4.3,0.004,0.013,0.016,保守中,保守中,保守中, S ,6.3
24/04/16 16:00,0.001,0.005,0.057,1.97,0.09,0.016,SW ,6.1,0.000,0.003,0.058,0.014, S ,8.0,0.000,0.004,0.059,0.021, S ,6.0,0.001,0.005,0.055,0.014,0.001,0.004,0.014,0.051,0.014, S ,6.5,0.003,0.007,0.016, S ,3.9,0.004,0.011,0.015,0.001,0.005,0.018, S ,6.9
24/04/16 17:00,0.000,0.005,0.056,1.96,0.08,0.017,SW ,5.9,0.000,0.004,0.057,0.015, S ,8.0,0.000,0.004,0.058,0.021, S ,3.9,0.001,0.005,0.054,0.014,0.001,0.003,0.015,0.050,0.015, S ,6.5,0.003,0.007,0.017, S ,3.9,0.003,0.012,0.018,0.001,0.006,0.016, S ,6.4
24/04/16 18:00,0.000,0.005,0.055,1.96,0.07,0.016,SSW,5.4,0.000,0.004,0.056,0.014,SSW,6.0,0.000,0.005,0.057,0.016, S ,4.0,0.001,0.005,0.053,0.015,0.001,0.002,0.014,0.049,0.013,SSW,6.0,0.002,0.008,0.016, S ,4.1,0.003,0.011,0.017,0.000,0.007,0.017, S ,6.7
24/04/16 19:00,0.000,0.006,0.054,1.97,0.07,0.016,SSW,4.8,0.000,0.004,0.056,0.012,SSW,5.5,0.000,0.004,0.057,0.018, S ,4.3,0.000,0.006,0.053,0.012,0.001,0.001,0.014,0.050,0.016,SSW,6.1,0.002,0.009,0.016, S ,3.0,0.001,0.009,0.016,0.000,0.007,0.017, S ,6.2
24/04/16 20:00,0.000,0.005,0.055,1.97,0.07,0.017,SSW,3.7,0.000,0.003,0.055,0.015,SSW,6.2,0.000,0.004,0.057,0.016, S ,3.5,0.000,0.004,0.054,0.012,0.001,0.001,0.013,0.051,0.013,SSW,7.1,0.001,0.004,0.014, S ,2.5,0.000,0.005,0.017,0.000,0.008,0.017, S ,5.7
24/04/16 21:00,0.000,0.004,0.054,1.97,0.08,0.016,SSW,5.1,0.000,0.003,0.054,0.017,SSW,7.1,0.000,0.004,0.056,0.018, S ,3.7,0.000,0.004,0.052,0.012,0.001,0.001,0.013,0.049,0.014,SSW,6.7,0.001,0.006,0.017, S ,2.6,0.000,0.005,0.016,0.000,0.010,0.015, S ,5.9
24/04/16 22:00,0.000,0.004,0.054,1.97,0.07,0.016,SW ,5.0,0.000,0.003,0.055,0.015,SSW,6.8,0.000,0.004,0.056,0.016,SW ,3.3,0.000,0.005,0.051,0.015,0.001,0.001,0.012,0.049,0.015,SSW,6.2,0.001,0.006,0.015, S ,2.3,0.000,0.007,0.016,0.000,0.008,0.016, S ,5.6
24/04/16 23:00,0.000,0.004,0.054,1.97,0.06,0.015,SW ,4.0,0.000,0.003,0.054,0.015,SSW,5.7,0.000,0.004,0.056,0.018, S ,3.0,0.000,0.006,0.050,0.012,0.002,0.001,0.015,0.047,0.014,SSW,6.3,0.001,0.006,0.016, S ,2.3,0.000,0.008,0.016,0.000,0.009,0.016, S ,4.6
24/04/17 00:00,0.000,0.004,0.053,1.97,0.06,0.016,SW ,3.1,0.000,0.003,0.054,0.015,SW ,5.2,0.000,0.003,0.056,0.016,SSW,2.3,0.000,0.004,0.050,0.013,0.001,0.001,0.014,0.047,0.016,SSW,4.1,0.001,0.004,0.015, S ,1.5,0.001,0.007,0.014,0.000,0.012,0.019, S ,3.2
24/04/17 01:00,0.000,0.003,0.054,1.96,0.06,0.015,SW ,3.6,0.000,0.003,0.053,0.016,SW ,3.5,0.000,0.003,0.055,0.018,SW ,2.4,0.000,0.005,0.049,0.014,0.001,0.000,0.011,0.048,0.014,SSW,4.6,0.001,0.005,0.015, S ,1.7,0.000,0.008,0.016,0.000,0.008,0.018, S ,4.3
24/04/17 02:00,0.000,0.003,0.053,1.96,0.05,0.018,SW ,4.3,0.000,0.003,0.052,0.015,SW ,6.5,0.000,0.003,0.055,0.019,SW ,3.3,0.000,0.003,0.051,0.014,0.001,0.000,0.011,0.049,0.014,SSW,6.5,0.001,0.004,0.014, S ,2.4,0.000,0.004,0.019,0.000,0.009,0.020, S ,5.6
24/04/17 03:00,0.000,0.003,0.055,1.95,0.05,0.010,SW ,2.5,0.000,0.002,0.054,0.010,SW ,2.7,0.000,0.002,0.057,0.010,SSW,2.6,0.000,0.003,0.052,0.011,0.001,0.000,0.008,0.053,0.012,SSW,3.8,0.001,0.004,0.010, S ,1.3,0.000,0.004,0.011,0.000,0.006,0.012, S ,3.6
24/04/17 04:00,0.000,0.003,0.054,1.95,0.05,0.005,WSW,3.1,0.000,0.003,0.052,0.006,SW ,3.0,0.000,0.003,0.055,0.007,SW ,1.8,0.000,0.004,0.051,0.010,0.001,0.000,0.012,0.050,0.011,SSW,4.5,0.001,0.006,0.006,SSE,1.0,0.001,0.006,0.007,0.000,0.008,0.008, S ,3.7
24/04/17 05:00,0.000,0.003,0.054,1.95,0.06,0.006,SW ,2.8,0.000,0.003,0.054,0.008,SSW,3.5,0.000,0.003,0.055,0.008, S ,1.8,0.000,0.004,0.051,0.010,0.001,0.001,0.018,0.045,0.011,SSW,3.5,0.002,0.010,0.008, S ,1.2,0.000,0.007,0.009,0.000,0.011,0.008, S ,3.6
24/04/17 06:00,0.000,0.005,0.053,1.96,0.07,0.013,SW ,3.6,0.000,0.003,0.054,0.011,SSW,3.9,0.000,0.005,0.054,0.011, S ,2.3,0.000,0.006,0.050,0.011,0.001,0.001,0.021,0.041,0.011,SSW,4.1,0.003,0.012,0.013, S ,2.0,0.001,0.010,0.011,0.000,0.013,0.015, S ,4.0
24/04/17 07:00,0.000,0.007,0.050,1.97,0.07,0.010,SW ,3.7,0.000,0.004,0.051,0.011,SSW,2.9,0.000,0.005,0.053,0.011,SSW,2.6,0.001,0.012,0.043,0.011,0.001,0.005,0.030,0.032,0.013,SSW,3.5,0.005,0.014,0.010, S ,2.6,0.002,0.016,0.011,0.002,0.022,0.013, S ,3.7
24/04/17 08:00,0.001,0.008,0.050,1.97,0.08,0.013,SW ,3.5,0.001,0.004,0.053,0.014,SSW,3.7,0.000,0.006,0.055,0.016, S ,3.2,0.002,0.013,0.044,0.012,0.001,0.007,0.027,0.037,0.016,SSW,4.5,0.006,0.010,0.013, S ,1.8,0.004,0.019,0.014,0.003,0.019,0.016, S ,3.4
24/04/17 09:00,0.001,0.008,0.050,1.96,0.17,0.016,SW ,1.6,0.000,0.004,0.055,0.015,SW ,2.0,0.001,0.005,0.056,0.017,SSE,1.5,0.002,0.012,0.044,0.016,0.001,0.006,0.024,0.039,0.020, S ,2.2,0.006,0.013,0.014, S ,1.4,0.007,0.021,0.015,0.002,0.013,0.016,SSE,2.1
24/04/17 10:00,0.002,0.013,0.047,1.96,0.31,0.016, S ,2.4,0.001,0.006,0.052,0.016,SW ,1.5,0.001,0.011,0.049,0.017,SE ,1.5,0.004,0.018,0.039,0.015,0.001,0.005,0.021,0.042,0.015, S ,2.1,0.013,0.028,0.015, S ,1.5,0.006,0.022,0.017,0.002,0.011,0.019, S ,2.2
24/04/17 11:00,0.003,0.014,0.047,1.98,0.17,0.017, S ,1.7,保守中,保守中,保守中,0.015,SSW,0.6,0.002,0.014,0.047,0.019,NNE,1.0,0.002,0.015,0.041,0.015,0.001,0.006,0.023,0.041,0.013, S ,1.5,0.010,0.026,0.017, S ,2.1,0.005,0.020,0.016,0.004,0.019,0.014, S ,1.6
24/04/17 12:00,0.002,0.012,0.053,1.97,0.12,0.012,ESE,2.7,保守中,保守中,保守中,保守中, E ,2.4,0.002,0.011,0.052,0.013,SW ,1.3,0.002,0.015,0.046,0.014,0.002,0.008,0.027,0.046,0.010, E ,1.2,0.009,0.017,0.012, W ,1.1,0.006,0.020,0.011,0.005,0.021,0.014,SSE,1.5
24/04/17 13:00,0.002,0.015,0.063,1.98,0.18,0.014,ESE,3.0,0.002,0.012,保守中,0.013, E ,1.8,0.001,0.011,0.057,0.013,SE ,2.0,0.002,0.014,0.052,0.012,0.002,0.008,0.028,0.049,0.011, E ,1.6,0.007,0.021,0.012, S ,1.6,0.005,0.020,0.013,0.007,0.025,0.012, S ,1.5
24/04/17 14:00,0.003,0.020,0.059,1.97,0.14,0.013,ESE,3.7,0.002,0.019,保守中,0.011,SSE,2.1,0.001,0.016,0.067,0.016,ESE,2.3,0.002,0.019,0.063,0.012,0.001,0.004,0.017,0.059,0.013,ESE,1.9,0.004,0.022,0.012,SSW,1.9,0.003,0.023,0.013,0.005,0.020,0.010, S ,1.9
24/04/17 15:00,0.002,0.014,0.065,1.98,0.09,0.013,ESE,3.5,0.002,0.018,保守中,0.014,ENE,1.8,0.002,0.018,0.061,0.014, E ,1.1,0.002,0.018,0.059,0.010,0.001,0.001,0.010,0.071,0.015, E ,2.6,0.007,0.028,0.013,NW ,1.1,0.004,0.021,0.012,0.002,0.014,0.011, S ,1.2
24/04/17 16:00,0.001,0.013,0.069,1.96,0.09,0.012,ESE,2.6,0.001,0.013,保守中,0.012,NE ,0.8,0.001,0.014,0.067,0.015,SE ,1.3,0.001,0.013,0.064,0.014,0.001,0.001,0.010,0.074,0.014, E ,1.2,0.003,0.021,0.014,NW ,1.2,0.002,0.015,0.016,0.002,0.020,0.014, S ,0.6
24/04/17 17:00,0.001,0.015,0.069,1.98,0.09,0.015, E ,4.4,0.001,0.015,0.064,0.036,NE ,6.1,0.000,0.015,0.066,0.016,NNE,2.0,0.001,0.013,0.065,0.014,0.002,0.002,0.022,0.061,0.013,NE ,3.9,0.003,0.022,0.014,NNW,1.7,0.001,0.013,0.018,0.002,0.017,0.014,SSE,0.7
24/04/17 18:00,0.000,0.014,0.050,1.98,0.09,0.015, E ,5.1,0.000,0.010,0.056,0.020,NE ,4.1,0.000,0.010,0.056,0.017,ESE,2.2,0.001,0.010,0.050,0.018,0.001,0.001,0.009,0.053,0.014,ENE,3.5,0.002,0.015,0.015,SW ,1.1,0.001,0.012,0.016,0.001,0.014,0.014,SE ,0.7
24/04/17 19:00,0.000,0.013,0.042,2.00,0.08,0.013, E ,6.1,0.000,0.010,0.048,0.014,ENE,3.8,0.000,0.013,0.044,0.015,SSE,1.3,0.001,0.011,0.041,0.012,0.001,0.001,0.011,0.046,0.013,ENE,4.0,0.003,0.015,0.015,SSW,1.3,0.001,0.010,0.014,0.001,0.017,0.012,SSE,0.7
24/04/17 20:00,0.000,0.016,0.041,2.00,0.08,0.017,ESE,4.2,0.000,0.017,0.044,0.017,ENE,4.6,0.000,0.013,0.044,0.019,ESE,1.9,0.001,0.014,0.036,0.011,0.001,0.001,0.011,0.043,0.014, E ,3.1,0.002,0.016,0.015,NNW,0.8,0.001,0.013,0.014,0.003,0.024,0.014, S ,0.4
24/04/17 21:00,0.000,0.015,0.035,1.97,0.07,0.014, E ,3.3,0.000,0.011,0.040,0.013, E ,2.6,0.000,0.011,0.041,0.017,ESE,2.4,0.000,0.014,0.034,0.016,0.001,0.002,0.013,0.037,0.014,ENE,2.1,0.002,0.016,0.012,WNW,0.9,0.001,0.014,0.014,0.002,0.024,0.015,SSE,0.3
24/04/17 22:00,0.000,0.014,0.036,1.99,0.08,0.014,ENE,2.6,0.000,0.011,0.040,0.012,ENE,1.5,0.000,0.012,0.039,0.017,SE ,0.8,0.000,0.019,0.030,0.011,0.001,0.000,0.009,0.043,0.011,ENE,1.1,0.002,0.015,0.011,WNW,0.6,0.001,0.017,0.012,0.001,0.022,0.011,ESE,0.6
24/04/17 23:00,0.000,0.018,0.034,1.99,0.12,0.011,ENE,1.4,0.000,0.015,0.036,0.009,NE ,1.5,0.000,0.015,0.035,0.014,NNE,0.6,0.000,0.014,0.034,0.010,0.002,0.000,0.020,0.034,0.010,NNE,1.1,0.001,0.016,0.008,NNW,0.9,0.001,0.014,0.010,0.001,0.019,0.008, E ,0.8
24/04/18 00:00,0.000,0.017,0.036,1.99,0.09,0.010,ENE,2.3,0.000,0.015,0.036,0.013,NE ,1.9,0.000,0.014,0.037,0.010, E ,0.6,0.000,0.019,0.030,0.009,0.002,0.000,0.017,0.036,0.010,NNE,1.6,0.001,0.016,0.011,NNW,1.1,0.000,0.021,0.013,0.000,0.017,0.013, E ,0.9
24/04/18 01:00,0.000,0.016,0.039,1.98,0.08,0.019, E ,3.2,0.000,0.011,0.044,0.021,NE ,1.7,0.000,0.013,0.041,0.017,SE ,0.6,0.000,0.017,0.034,0.014,0.002,0.001,0.019,0.037,0.012,NNE,1.7,0.001,0.014,0.017,NNW,0.9,0.000,0.017,0.015,0.000,0.017,0.015,ESE,0.8
24/04/18 02:00,0.000,0.013,0.042,1.98,0.08,0.027, E ,3.4,0.000,0.007,0.047,0.030,ENE,2.3,0.000,0.011,0.042,0.023,ESE,1.0,0.001,0.013,0.039,0.018,0.002,0.001,0.015,0.041,0.017,ENE,2.8,0.001,0.011,0.025,NNW,0.9,0.000,0.013,0.022,0.000,0.011,0.023,ESE,0.6
24/04/18 03:00,0.000,0.011,0.045,1.98,0.07,0.031, E ,3.2,0.000,0.006,0.049,0.032,ENE,2.5,0.000,0.009,0.045,0.031,SE ,1.0,0.000,0.007,0.044,0.027,0.001,0.001,0.011,0.047,0.026,ENE,3.1,0.001,0.011,0.032,NNW,0.9,0.000,0.008,0.032,0.001,0.012,0.029,SE ,0.5
24/04/18 04:00,0.000,0.011,0.043,1.99,0.06,0.043,ENE,4.0,0.000,0.006,0.048,0.044,ENE,1.7,0.000,0.009,0.045,0.042,ENE,0.5,0.000,0.008,0.044,0.029,0.001,0.000,0.012,0.044,0.026,NE ,2.3,0.001,0.010,0.041, N ,1.5,0.000,0.008,0.038,0.000,0.010,0.032,ESE,0.7
24/04/18 05:00,0.000,0.012,0.039,1.99,0.06,0.058,NE ,2.2,0.000,0.007,0.044,0.055,NE ,2.6,0.000,0.009,0.042,0.057, N ,0.6,0.001,0.009,0.039,0.042,0.001,0.001,0.014,0.038,0.037,NNE,3.6,0.001,0.011,0.061, N ,0.9,0.001,0.012,0.056,0.001,0.010,0.055,ESE,1.0
24/04/18 06:00,0.001,0.027,0.025,2.00,0.08,0.058,ENE,1.9,0.000,0.009,0.040,0.058,ENE,0.9,0.000,0.010,0.039,0.057,ESE,0.7,0.001,0.015,0.031,0.045,0.001,0.002,0.021,0.031,0.038,NNE,3.2,0.008,0.022,0.058,SSW,0.8,0.002,0.019,0.062,0.001,0.012,0.061,SE ,0.4
24/04/18 07:00,0.002,0.020,0.030,2.00,0.08,0.068,ENE,2.9,0.001,0.008,0.041,0.071,NE ,2.7,0.000,0.010,0.038,0.069,NNE,1.3,0.003,0.021,0.026,0.046,0.001,0.003,0.020,0.031,0.043, N ,3.3,0.006,0.020,0.070,NNW,1.6,0.003,0.023,0.067,0.002,0.018,0.059,ESE,1.1
24/04/18 08:00,0.002,0.015,0.036,2.00,0.08,0.066,ENE,3.8,0.001,0.010,0.042,0.063,NE ,2.8,0.001,0.013,0.038,0.066,NE ,0.9,0.003,0.016,0.032,0.045,0.001,0.006,0.020,0.032,0.037,ENE,3.6,0.009,0.022,0.065,NNW,1.4,0.005,0.019,0.069,0.003,0.016,0.061,SE ,0.6
24/04/18 09:00,0.003,0.016,0.038,2.00,0.09,0.052,ENE,4.5,0.002,0.013,0.042,0.052,ENE,3.2,0.002,0.013,0.041,0.048,SSE,1.5,0.004,0.015,0.037,0.037,0.002,0.004,0.016,0.040,0.034,ENE,3.5,0.010,0.023,0.052,NNW,1.0,0.004,0.017,0.049,0.006,0.017,0.049,SE ,0.8
24/04/18 10:00,0.003,0.012,0.044,2.00,0.08,0.054, E ,4.4,0.002,0.010,0.046,0.050,ENE,3.1,0.001,0.012,0.044,0.050,SE ,1.9,0.002,0.011,0.041,0.037,0.001,0.006,0.016,0.041,0.049, E ,2.1,0.010,0.022,0.052, N ,1.5,0.005,0.014,0.049,0.007,0.018,0.046,SE ,0.4
24/04/18 11:00,保守中,保守中,保守中,保守中,保守中,0.059, E ,4.5,0.002,0.010,0.050,0.061, E ,2.6,0.001,0.009,0.049,0.053,ESE,2.0,0.003,0.009,0.045,0.044,0.001,0.004,0.013,0.044,0.041,ENE,3.4,0.008,0.019,0.056,NNW,1.5,0.004,0.014,0.060,0.007,0.016,0.059,SE ,0.7
24/04/18 12:00,0.002,0.011,0.046,1.99,0.09,0.080,ENE,4.1,0.002,0.010,0.051,0.068, E ,3.5,0.002,0.011,0.049,0.072,ESE,1.5,0.002,0.009,0.046,0.056,0.001,0.003,0.012,0.046,0.059,ENE,2.3,0.009,0.021,0.074,NNW,1.3,0.003,0.013,0.079,0.005,0.013,0.084,SSE,0.5
24/04/18 13:00,0.002,0.011,0.047,2.01,0.08,0.101, E ,4.3,0.001,0.009,0.049,0.092,ENE,3.3,0.001,0.009,0.049,0.092,ESE,1.2,0.001,0.007,0.046,0.065,0.001,0.003,0.017,0.041,0.066,ENE,2.1,0.005,0.016,0.092, S ,1.4,0.002,0.010,0.099,0.004,0.014,0.102,SSE,0.4
24/04/18 14:00,0.001,0.012,0.047,1.98,0.07,0.091,ESE,5.4,0.001,0.009,0.049,0.092, E ,2.9,0.001,0.009,0.049,0.088,ESE,2.2,0.001,0.013,0.041,0.062,0.001,0.004,0.024,0.036,0.064, E ,3.0,0.010,0.021,0.089,NW ,1.2,0.002,0.014,0.088,0.007,0.024,0.090,SSE,0.5
24/04/18 15:00,0.003,0.020,0.038,1.98,0.07,0.087,ESE,4.1,0.001,0.012,0.046,0.077,ENE,3.6,0.001,0.014,0.043,0.077,SE ,1.2,0.001,0.015,0.040,0.054,0.002,0.004,0.024,0.034,0.056, E ,3.4,0.007,0.022,0.080,NW ,1.2,0.002,0.017,0.084,0.007,0.024,0.082,SSE,0.4
24/04/18 16:00,0.001,0.019,0.038,1.98,0.07,0.082,ESE,5.4,0.001,0.012,0.045,0.080,ENE,3.8,0.001,0.014,0.043,0.078,ESE,2.6,0.002,0.013,0.041,0.050,0.001,0.002,0.019,0.039,0.052,ENE,2.3,0.005,0.020,0.081,SSW,1.6,0.002,0.015,0.073,0.003,0.021,0.078,SSE,0.5
24/04/18 17:00,0.001,0.014,0.043,2.03,0.07,0.069, E ,4.5,0.000,0.012,0.044,0.069,ENE,3.5,0.000,0.011,0.045,0.072,ESE,2.2,0.001,0.012,0.041,0.047,0.001,0.002,0.017,0.040,0.042,ENE,3.1,0.005,0.019,0.068,WSW,1.4,0.002,0.014,0.064,0.002,0.019,0.056, S ,0.6
24/04/18 18:00,0.000,0.015,0.041,2.06,0.08,0.055, E ,3.8,0.000,0.012,0.044,0.056,ENE,2.2,0.000,0.012,0.044,0.057,SE ,1.2,0.001,0.013,0.040,0.044,0.001,0.001,0.014,0.044,0.042,ENE,3.4,0.005,0.019,0.054,NNW,0.9,0.001,0.016,0.052,0.001,0.016,0.053,SSE,0.7
24/04/18 19:00,0.000,0.019,0.037,2.01,0.11,0.056, E ,3.6,0.000,0.013,0.043,0.051,NE ,3.5,0.000,0.014,0.041,0.053,ESE,1.2,0.001,0.013,0.039,0.041,0.001,0.001,0.017,0.040,0.041,NE ,1.9,0.003,0.019,0.054,NNW,1.1,0.001,0.016,0.052,0.001,0.015,0.052,ESE,0.7
24/04/18 20:00,0.000,0.018,0.035,1.99,0.10,0.064,ENE,4.1,0.000,0.011,0.042,0.061,ENE,4.8,0.000,0.014,0.039,0.058,SW ,1.3,0.001,0.015,0.034,0.047,0.001,0.001,0.018,0.035,0.050,NNE,4.6,0.003,0.018,0.060, N ,2.1,0.001,0.016,0.062,0.000,0.013,0.059,ESE,1.2
24/04/18 21:00,0.000,0.014,0.036,1.99,0.08,0.079,ENE,4.2,0.000,0.009,0.042,0.074,NE ,3.4,0.000,0.011,0.039,0.076,NNE,0.9,0.001,0.014,0.034,0.058,0.001,0.002,0.018,0.034,0.053,NNE,2.9,0.001,0.012,0.075,NNW,2.0,0.000,0.014,0.079,0.001,0.010,0.075, E ,1.8
24/04/18 22:00,0.000,0.010,0.041,1.99,0.07,0.093,NNE,3.5,0.000,0.007,0.044,0.090,NNE,3.1,0.000,0.008,0.042,0.090,NNE,1.2,0.000,0.013,0.036,0.066,0.001,0.001,0.015,0.037,0.066, N ,4.4,0.001,0.009,0.088,NNW,2.6,0.001,0.013,0.090,0.001,0.012,0.085,ENE,2.1
24/04/18 23:00,0.000,0.009,0.043,1.99,0.08,0.095,NNE,3.8,0.000,0.006,0.044,0.092,NNE,2.7,0.000,0.007,0.044,0.087, N ,2.0,0.000,0.010,0.041,0.069,0.001,0.001,0.014,0.040,0.063, N ,3.7,0.001,0.007,0.090,NNW,2.0,0.001,0.011,0.091,0.001,0.014,0.090,ENE,2.0
24/04/19 00:00,0.000,0.007,0.041,1.99,0.08,0.107, N ,4.2,0.000,0.008,0.040,0.095,NNW,3.0,0.000,0.008,0.041,0.093, N ,3.6,0.000,0.009,0.041,0.073,0.001,0.001,0.014,0.038,0.074, N ,2.6,0.001,0.009,0.096,NNW,2.0,0.001,0.010,0.104,0.001,0.014,0.107,NNE,2.0
24/04/19 01:00,0.000,0.007,0.038,1.98,0.09,0.094,NNW,4.7,0.000,0.007,0.039,0.082,NW ,3.0,0.000,0.007,0.039,0.083,NNW,3.2,0.000,0.007,0.038,0.068,0.001,0.001,0.015,0.035,0.070,NNW,4.9,0.001,0.008,0.089,NW ,2.7,0.001,0.009,0.098,0.002,0.015,0.100,NNW,2.2
24/04/19 02:00,0.000,0.007,0.038,1.98,0.10,0.079, N ,4.3,0.000,0.006,0.041,0.075,NNW,3.5,0.000,0.005,0.042,0.077, N ,3.4,0.000,0.006,0.040,0.060,0.001,0.002,0.014,0.035,0.056,NNW,4.3,0.000,0.006,0.077,NNW,2.3,0.001,0.007,0.077,0.003,0.011,0.080,NNW,2.3
24/04/19 03:00,0.000,0.006,0.037,1.98,0.09,0.080,NNW,5.0,0.000,0.006,0.039,0.076,NNW,3.9,0.000,0.005,0.040,0.073,NNW,4.3,0.000,0.006,0.038,0.057,0.001,0.004,0.017,0.033,0.057,NNW,3.4,0.001,0.005,0.078,NNW,2.5,0.001,0.008,0.076,0.003,0.011,0.080,NNW,2.8
24/04/19 04:00,0.000,0.004,0.039,1.97,0.08,0.091,NNW,5.0,0.000,0.004,0.041,0.092,NNW,4.6,0.000,0.004,0.042,0.089, N ,4.6,0.000,0.004,0.040,0.063,0.001,0.010,0.020,0.029,0.058,NNW,4.9,0.000,0.004,0.095,NNW,3.6,0.002,0.006,0.096,0.011,0.003,0.084,NNW,3.8
