24/04/04 01:00,0.000,0.014,0.032,2.09,0.19,0.006,NNW,5.1,0.000,0.012,0.032,0.006,NNW,3.2,0.000,0.011,0.033,0.008,NNW,3.8,0.000,0.013,0.031,0.009,0.001,0.001,0.020,0.038,0.006,NNW,3.8,0.001,0.012,0.007,NW ,2.2,0.001,0.013,0.006,0.005,0.021,0.008,NNW,2.5
24/04/04 02:00,0.000,0.009,0.037,2.05,0.14,0.002,NNW,4.3,0.000,0.008,0.038,0.005,NNW,2.9,0.000,0.007,0.040,0.007,NNW,3.6,0.000,0.009,0.036,0.008,0.001,0.005,0.020,0.032,0.006,NNW,4.1,0.000,0.008,0.004,NNW,2.5,0.001,0.009,0.006,0.004,0.015,0.007,NW ,2.1
24/04/04 03:00,0.000,0.007,0.037,2.04,0.13,0.003, N ,3.3,0.000,0.007,0.037,0.006,NNW,2.5,0.000,0.006,0.039,0.005, N ,3.0,0.000,0.007,0.038,0.009,0.001,0.007,0.018,0.032,0.007,NNW,3.4,0.001,0.007,0.006,NW ,1.9,0.001,0.008,0.004,0.004,0.013,0.006,NNW,2.1
24/04/04 04:00,0.000,0.008,0.034,2.04,0.13,0.005, N ,2.8,0.000,0.007,0.036,0.004, N ,2.3,0.000,0.006,0.037,0.004, N ,1.9,0.000,0.007,0.035,0.006,0.001,0.020,0.028,0.020,0.008,NNW,2.6,0.001,0.007,0.008,NW ,1.5,0.002,0.010,0.006,0.004,0.012,0.008,NW ,2.2
24/04/04 05:00,0.000,0.010,0.034,2.03,0.12,0.007, N ,3.0,0.000,0.007,0.037,0.005, N ,1.3,0.000,0.007,0.037,0.005, N ,2.6,0.000,0.009,0.035,0.007,0.000,0.011,0.025,0.024,0.008,NNW,2.6,0.001,0.009,0.006,NW ,1.3,0.004,0.013,0.008,0.006,0.017,0.007,NNW,1.2
24/04/04 06:00,0.000,0.014,0.032,2.04,0.12,0.008,NNE,1.1,0.000,0.010,0.034,0.006,NNE,0.8,0.000,0.008,0.035,0.005,NNE,0.5,0.001,0.012,0.031,0.009,0.001,0.003,0.029,0.021,0.008, N ,1.8,0.006,0.016,0.006,NNW,0.9,0.004,0.021,0.007,0.008,0.026,0.008,NW ,1.3
24/04/04 07:00,0.001,0.018,0.030,2.06,0.13,0.007,ESE,1.3,0.001,0.015,0.032,0.005,ENE,1.0,0.001,0.015,0.028,0.007,SE ,0.8,0.003,0.019,0.024,0.010,0.001,0.005,0.035,0.018,0.008,NNE,0.8,0.024,0.030,0.007,SSE,0.9,0.002,0.018,0.007,0.009,0.035,0.011, C ,0.1
24/04/04 08:00,0.007,0.041,0.010,2.08,0.15,0.008, N ,0.6,0.001,0.017,0.031,0.005,NNE,0.5,0.001,0.019,0.027,0.008, C ,0.3,0.006,0.036,0.013,0.006,0.001,0.015,0.043,0.011,0.011,NNE,1.1,0.044,0.045,0.009,WNW,0.4,0.010,0.040,0.009,0.010,0.035,0.008, C ,0.1
24/04/04 09:00,0.007,0.031,0.020,2.09,0.24,0.006,ENE,2.3,0.002,0.017,0.034,0.004,NE ,2.1,0.002,0.018,0.030,0.006,NE ,0.7,0.011,0.038,0.014,0.007,0.002,0.032,0.047,0.011,0.010,NNE,2.8,0.019,0.033,0.006,NNW,1.0,0.011,0.038,0.006,0.022,0.046,0.011, C ,0.2
24/04/04 10:00,0.009,0.033,0.028,2.06,0.14,0.006,ESE,2.1,0.005,0.022,0.036,0.007, E ,1.7,0.004,0.027,0.032,0.005,SE ,1.2,0.012,0.039,0.018,0.010,0.001,0.012,0.033,0.028,0.008, E ,1.4,0.018,0.036,0.006,NW ,0.8,0.011,0.037,0.007,0.009,0.031,0.009, C ,0.2
24/04/04 11:00,0.007,0.029,0.036,2.06,0.13,0.005,SE ,2.9,保守中,保守中,保守中,0.007,ENE,1.5,0.005,0.028,0.036,0.005,SE ,1.4,0.004,0.024,0.036,0.006,0.001,0.008,0.026,0.038,0.007, E ,2.3,0.015,0.037,0.007, S ,1.1,0.004,0.022,0.006,0.007,0.030,0.008, C ,0.2
24/04/04 12:00,0.004,0.020,0.045,2.04,0.11,0.006,SE ,1.7,0.007,0.027,0.036,0.005,ESE,1.3,0.004,0.024,0.041,0.006,SE ,1.1,0.003,0.021,0.040,0.004,0.001,0.007,0.023,0.043,0.005, E ,1.6,0.014,0.032,0.006,NNW,0.9,0.004,0.021,0.004,0.006,0.027,0.007,SE ,0.3
24/04/04 13:00,0.005,0.025,0.041,2.04,0.10,0.005,SE ,3.0,0.005,0.027,0.036,0.007,SSE,1.5,0.002,0.022,0.044,0.006, S ,1.9,0.003,0.026,0.039,0.006,0.001,0.003,0.015,0.052,0.005,SE ,1.1,0.010,0.030,0.005, S ,1.5,0.006,0.027,0.005,0.006,0.032,0.013, S ,0.4
24/04/04 14:00,保守中,保守中,保守中,保守中,保守中,0.010,SSW,2.0,0.005,0.025,0.040,0.006,SSW,1.1,0.003,0.028,0.042,0.008, S ,1.8,0.003,0.042,0.041,0.031,0.004,0.009,0.045,0.036,0.015,SSE,1.3,0.013,0.041,0.010, S ,1.7,0.007,0.045,0.019,0.004,0.032,0.015, S ,1.1
24/04/04 15:00,0.004,0.039,0.040,2.06,0.33,0.019,SSW,2.0,0.004,0.040,0.045,0.021, S ,1.2,0.003,0.043,0.044,0.024,SSE,1.1,0.006,0.048,0.032,0.023,0.003,0.009,0.048,0.034,0.016,SSW,1.3,0.014,0.058,0.022, S ,1.3,0.010,0.053,0.019,0.004,0.040,0.013, S ,1.1
24/04/04 16:00,0.003,0.038,0.038,2.09,0.31,0.013, S ,1.0,0.002,0.031,0.043,0.013,SSE,1.1,0.002,0.030,0.044,0.011,SW ,0.9,0.002,0.032,0.039,0.018,0.003,0.004,0.042,0.045,0.016,SSE,1.2,0.008,0.041,0.014, S ,1.1,0.007,0.040,0.015,0.005,0.038,0.015, S ,0.4
24/04/04 17:00,0.001,0.030,0.044,2.07,0.23,0.013,SSW,0.5,0.001,0.029,0.039,0.012,SW ,1.7,0.001,0.033,0.039,0.013, S ,0.7,0.001,0.026,0.045,0.014,0.002,0.001,0.030,0.050,0.012, C ,0.1,0.012,0.046,0.013,SSW,0.5,0.002,0.030,0.011,0.004,0.041,0.015, S ,0.9
24/04/04 18:00,0.001,0.028,0.042,2.07,0.28,0.013, W ,2.1,0.001,0.031,0.036,0.013,WSW,1.4,0.001,0.035,0.035,0.013,WNW,0.9,0.001,0.030,0.042,0.014,0.002,0.002,0.052,0.038,0.012, W ,0.7,0.010,0.048,0.011,WNW,0.5,0.003,0.034,0.011,0.001,0.036,0.010,SSW,0.5
24/04/04 19:00,0.001,0.034,0.029,2.10,0.28,0.015, W ,2.0,0.000,0.028,0.033,0.012,WSW,1.4,0.000,0.029,0.036,0.016,WNW,0.9,0.001,0.034,0.028,0.015,0.002,0.011,0.073,0.019,0.012, W ,2.2,0.007,0.039,0.013,NNW,0.4,0.002,0.034,0.013,0.002,0.036,0.013, C ,0.1
24/04/04 20:00,0.001,0.036,0.023,2.17,0.36,0.017, W ,1.7,0.001,0.030,0.026,0.013, W ,1.4,0.001,0.035,0.027,0.018,WNW,1.0,0.001,0.033,0.026,0.021,0.001,0.002,0.046,0.021,0.019, W ,2.1,0.012,0.041,0.017,WNW,0.3,0.003,0.036,0.014,0.013,0.045,0.017, S ,0.6
24/04/04 21:00,0.001,0.040,0.017,2.22,0.41,0.016,NNW,3.1,0.001,0.024,0.031,0.010,NNW,2.6,0.001,0.039,0.021,0.015,NNW,2.2,0.001,0.041,0.016,0.027,0.001,0.003,0.047,0.015,0.016, W ,1.7,0.005,0.041,0.014,NW ,1.7,0.004,0.043,0.018,0.002,0.042,0.018, S ,0.8
24/04/04 22:00,0.000,0.015,0.043,2.10,0.19,0.014,NNW,3.1,0.000,0.011,0.048,0.015,NNW,1.4,0.000,0.012,0.049,0.013,NNW,1.4,0.001,0.018,0.040,0.010,0.001,0.004,0.039,0.024,0.012,WNW,1.3,0.002,0.013,0.014,NW ,1.3,0.002,0.018,0.013,0.011,0.034,0.015,NW ,0.8
24/04/04 23:00,0.000,0.012,0.046,2.08,0.15,0.016,NNW,1.9,0.000,0.010,0.050,0.016,NNW,1.8,0.000,0.011,0.050,0.014,NNW,2.3,0.000,0.014,0.045,0.013,0.001,0.003,0.033,0.032,0.016,WNW,1.9,0.002,0.013,0.018,NNW,1.3,0.001,0.015,0.016,0.011,0.031,0.018,NNW,0.9
24/04/05 00:00,0.000,0.010,0.048,2.06,0.11,0.017,NNW,2.7,0.000,0.008,0.051,0.017, N ,1.7,0.000,0.008,0.053,0.016, N ,2.4,0.000,0.010,0.050,0.016,0.001,0.003,0.031,0.035,0.015,NNW,2.5,0.001,0.009,0.017,NW ,1.3,0.001,0.012,0.018,0.004,0.022,0.019,NW ,1.8
24/04/05 01:00,0.000,0.008,0.050,2.05,0.10,0.017, N ,3.7,0.000,0.007,0.052,0.015,NNW,3.1,0.000,0.007,0.053,0.015, N ,3.3,0.000,0.009,0.050,0.018,0.001,0.002,0.022,0.042,0.014,NNW,3.9,0.000,0.008,0.016,NW ,2.2,0.001,0.011,0.017,0.002,0.017,0.018,NNW,1.6
24/04/05 02:00,0.000,0.007,0.048,2.04,0.08,0.016,NNE,2.2,0.000,0.006,0.050,0.015,NNE,1.8,0.000,0.005,0.052,0.016, N ,2.0,0.000,0.007,0.048,0.019,0.001,0.001,0.018,0.041,0.016, N ,3.0,0.000,0.006,0.017,NW ,1.8,0.000,0.008,0.016,0.001,0.015,0.017, E ,0.8
24/04/05 03:00,0.000,0.010,0.042,2.06,0.10,0.021, E ,6.1,0.000,0.009,0.042,0.018,ENE,4.0,0.000,0.008,0.045,0.021,ESE,1.4,0.000,0.009,0.041,0.020,0.001,0.001,0.012,0.043,0.019,NE ,4.1,0.001,0.009,0.019, N ,1.6,0.000,0.010,0.018,0.000,0.012,0.018, S ,0.6
24/04/05 04:00,0.000,0.009,0.045,2.05,0.07,0.024,ENE,4.2,0.000,0.007,0.046,0.023,ENE,3.4,0.000,0.006,0.047,0.023,SE ,1.4,0.000,0.006,0.044,0.023,0.001,0.000,0.007,0.049,0.022,ENE,4.5,0.002,0.009,0.021,NNW,1.5,0.000,0.007,0.022,0.001,0.008,0.023, S ,0.5
24/04/05 05:00,0.000,0.010,0.045,2.04,0.07,0.026, E ,4.9,0.000,0.008,0.045,0.025,ENE,3.2,0.000,0.007,0.048,0.024,ESE,1.8,0.000,0.006,0.047,0.021,0.001,0.000,0.006,0.052,0.021,ENE,3.7,0.002,0.011,0.023,NNW,1.2,0.001,0.009,0.024,0.000,0.007,0.022, S ,0.5
24/04/05 06:00,0.000,0.015,0.041,2.04,0.06,0.025,ENE,3.4,0.000,0.012,0.042,0.024,ENE,2.7,0.000,0.010,0.045,0.023,SE ,1.2,0.001,0.009,0.044,0.021,0.001,0.000,0.010,0.048,0.021,ENE,2.5,0.005,0.019,0.024,NW ,0.9,0.001,0.011,0.021,0.001,0.011,0.024, S ,0.6
24/04/05 07:00,0.000,0.018,0.039,2.05,0.07,0.024,ENE,4.3,0.000,0.012,0.043,0.021,NE ,2.8,0.000,0.012,0.043,0.023,NE ,0.9,0.001,0.011,0.043,0.023,0.001,0.001,0.013,0.046,0.018,NNE,4.3,0.008,0.026,0.023,NNW,1.0,0.001,0.012,0.021,0.001,0.016,0.020,SSE,0.8
24/04/05 08:00,0.001,0.016,0.039,2.05,0.08,0.024,NE ,4.6,0.000,0.011,0.043,0.022,NE ,3.4,0.001,0.012,0.044,0.022,NNW,0.9,0.002,0.017,0.037,0.020,0.001,0.003,0.024,0.035,0.021,NE ,4.1,0.004,0.016,0.021,NNW,1.9,0.001,0.019,0.021,0.002,0.017,0.020,SE ,1.0
24/04/05 09:00,0.001,0.019,0.037,2.05,0.07,0.020,ENE,4.9,0.001,0.011,0.043,0.018,ENE,3.9,0.001,0.014,0.042,0.018,SE ,1.2,0.003,0.016,0.038,0.019,0.001,0.003,0.020,0.039,0.020,NE ,4.3,0.006,0.021,0.020,NNW,1.8,0.003,0.019,0.019,0.004,0.014,0.020,SE ,0.8
24/04/05 10:00,0.001,0.019,0.039,2.05,0.08,0.018, E ,4.6,0.001,0.013,0.043,0.019,ENE,3.2,0.001,0.013,0.044,0.019,ESE,1.4,0.003,0.015,0.041,0.017,0.001,0.002,0.013,0.046,0.015,ENE,4.4,0.011,0.027,0.017,NNW,1.1,0.002,0.015,0.017,0.002,0.012,0.018,SSE,0.6
24/04/05 11:00,0.001,0.015,0.042,2.05,0.09,0.017, E ,5.2,0.001,0.014,0.041,0.017,NE ,3.3,0.001,0.014,0.043,0.016,SSE,1.2,0.002,0.014,0.041,0.018,0.001,0.003,0.018,0.042,0.019,NE ,4.4,0.009,0.020,0.022, N ,1.8,0.002,0.015,0.017,0.003,0.014,0.020, S ,0.7
24/04/05 12:00,0.001,0.015,0.043,2.05,0.08,0.018,ENE,3.7,0.001,0.012,0.044,0.017,ENE,3.0,0.001,0.012,0.045,0.017,SW ,1.0,0.002,0.014,0.041,0.020,0.001,0.003,0.017,0.044,0.016,ENE,4.0,0.010,0.025,0.020,NNW,1.5,0.002,0.015,0.016,0.001,0.010,0.017,SE ,0.7
24/04/05 13:00,0.002,0.014,0.044,2.05,0.11,0.016,ENE,3.5,0.001,0.010,0.047,0.015,NE ,2.6,0.001,0.012,0.046,0.016, N ,1.4,0.003,0.015,0.042,0.017,0.001,0.005,0.019,0.042,0.014,NNE,4.0,0.005,0.016,0.017,NNW,2.1,0.003,0.017,0.015,0.003,0.014,0.018, E ,1.5
24/04/05 14:00,0.002,0.015,0.044,2.05,0.07,0.015,ENE,3.5,0.001,0.010,0.047,0.013,NE ,2.3,0.001,0.012,0.046,0.016,NNE,0.8,0.003,0.014,0.042,0.017,0.001,0.003,0.019,0.043,0.013,ENE,2.0,0.008,0.023,0.017,NNW,1.3,0.002,0.015,0.014,0.003,0.015,0.017,SSE,0.4
24/04/05 15:00,0.001,0.017,0.043,2.05,0.08,0.015,ENE,2.4,0.001,0.013,0.045,0.016,NNE,2.5,0.001,0.015,0.044,0.014,NNE,1.5,0.002,0.015,0.042,0.014,0.001,0.003,0.019,0.043,0.014, N ,2.7,0.006,0.021,0.015,NNW,1.4,0.003,0.018,0.014,0.001,0.012,0.015,SE ,0.7
24/04/05 16:00,0.001,0.015,0.044,2.06,0.10,0.016,ENE,2.6,0.001,0.012,0.046,0.016,NE ,2.2,0.000,0.014,0.045,0.014,NE ,0.7,0.002,0.019,0.039,0.015,0.001,0.003,0.025,0.037,0.014,NNE,2.5,0.003,0.019,0.018,NNW,1.7,0.003,0.022,0.015,0.001,0.012,0.016,SSE,0.5
24/04/05 17:00,0.001,0.014,0.043,2.07,0.17,0.016,ENE,2.0,0.000,0.009,0.047,0.016,NE ,2.0,0.000,0.011,0.046,0.014,NE ,0.8,0.002,0.017,0.039,0.014,0.001,0.002,0.025,0.036,0.015,NNE,2.2,0.002,0.014,0.015,NNW,1.1,0.002,0.019,0.014,0.001,0.014,0.019,SSE,0.3
24/04/05 18:00,0.000,0.015,0.041,2.06,0.08,0.016,ENE,2.9,0.000,0.009,0.045,0.017,ENE,2.1,0.000,0.013,0.042,0.015,SE ,0.6,0.001,0.017,0.037,0.015,0.001,0.002,0.028,0.033,0.017,NE ,2.4,0.002,0.016,0.015,NNW,1.4,0.001,0.016,0.015,0.001,0.017,0.018,ESE,0.8
24/04/05 19:00,0.000,0.017,0.038,2.07,0.10,0.018, E ,3.1,0.000,0.013,0.040,0.018,NNW,1.8,0.000,0.013,0.042,0.019, N ,1.7,0.001,0.016,0.037,0.017,0.001,0.001,0.016,0.043,0.017,NNE,1.8,0.002,0.016,0.018,NNW,1.0,0.001,0.018,0.018,0.000,0.010,0.018,SE ,0.5
24/04/05 20:00,0.000,0.018,0.035,2.08,0.13,0.022,NNW,2.1,0.000,0.022,0.028,0.021,NNW,2.1,0.000,0.022,0.030,0.022,NNW,2.3,0.001,0.020,0.033,0.020,0.001,0.000,0.015,0.043,0.015,NNE,2.1,0.002,0.024,0.021,NW ,1.8,0.001,0.020,0.021,0.001,0.012,0.018,ENE,1.2
24/04/05 21:00,0.001,0.026,0.023,2.14,0.24,0.024,NNW,3.7,0.000,0.022,0.026,0.021,NNW,2.3,0.000,0.023,0.028,0.023,NNW,2.5,0.001,0.024,0.025,0.022,0.001,0.000,0.019,0.039,0.017, N ,1.8,0.002,0.023,0.022,NNW,1.8,0.002,0.025,0.024,0.004,0.022,0.023,NNW,1.7
24/04/05 22:00,0.001,0.024,0.023,2.14,0.23,0.027, N ,4.9,0.001,0.023,0.024,0.025, N ,2.7,0.000,0.023,0.026,0.026, N ,3.1,0.001,0.024,0.023,0.024,0.002,0.001,0.034,0.020,0.026,NNW,2.8,0.002,0.023,0.024,NW ,2.0,0.001,0.024,0.025,0.014,0.033,0.026,NNW,2.3
24/04/05 23:00,0.001,0.020,0.027,2.11,0.19,0.022, N ,3.7,0.000,0.014,0.033,0.022, N ,2.4,0.000,0.017,0.030,0.023, N ,2.7,0.001,0.019,0.028,0.023,0.001,0.001,0.028,0.022,0.022,NNW,3.0,0.001,0.018,0.020,NNW,2.3,0.002,0.020,0.022,0.005,0.026,0.024,NNW,2.1
24/04/06 00:00,0.000,0.016,0.033,2.11,0.17,0.020, N ,3.2,0.000,0.011,0.039,0.019,NNE,2.1,0.000,0.011,0.039,0.018, N ,2.5,0.000,0.015,0.034,0.020,0.001,0.001,0.024,0.028,0.021, N ,2.9,0.001,0.013,0.019,NNW,1.7,0.001,0.015,0.021,0.005,0.024,0.021,ENE,1.2
24/04/06 01:00,0.000,0.011,0.038,2.10,0.13,0.020, N ,3.1,0.000,0.013,0.033,0.021, N ,2.2,0.000,0.012,0.035,0.018, N ,2.4,0.000,0.011,0.039,0.017,0.001,0.001,0.021,0.032,0.021, N ,2.7,0.001,0.014,0.020,NW ,1.5,0.001,0.012,0.019,0.002,0.020,0.019,ENE,0.9
24/04/06 02:00,0.001,0.012,0.034,2.08,0.14,0.022,NNE,2.7,保守中,保守中,0.027,0.026, N ,1.4,0.000,0.013,0.029,0.026, N ,1.7,保守中,保守中,0.031,0.023,0.001,0.001,0.020,0.029,0.023, N ,2.2,保守中,保守中,0.022,NNW,0.9,0.001,0.013,0.020,保守中,保守中,0.021,ENE,1.4
24/04/06 03:00,0.000,0.012,0.033,2.09,0.15,0.022,NNE,3.1,0.000,0.013,0.025,0.026,NNE,1.5,0.000,0.013,0.027,0.028, N ,1.2,0.000,0.010,0.034,0.023,0.001,0.001,0.019,0.031,0.019,NNE,3.4,0.001,0.011,0.020,NNW,1.6,0.000,0.012,0.020,0.000,0.016,0.022,ENE,1.9
24/04/06 04:00,0.000,0.017,0.027,2.09,0.14,0.022,ENE,1.2,0.000,0.012,0.027,0.023,NNE,2.1,0.000,0.011,0.030,0.024,NNE,1.1,0.001,0.015,0.027,0.023,0.001,0.001,0.015,0.033,0.018, N ,2.6,0.001,0.012,0.022,NNW,1.1,0.001,0.016,0.020,0.000,0.013,0.021,ESE,0.6
24/04/06 05:00,0.000,0.019,0.020,2.10,0.16,0.025,ESE,0.5,0.000,0.012,0.024,0.026, N ,1.1,0.000,0.012,0.025,0.027, N ,1.8,0.001,0.025,0.016,0.024,0.001,0.001,0.022,0.028,0.022, N ,2.0,0.001,0.014,0.024,NNW,1.2,0.001,0.025,0.021,0.002,0.020,0.022,SE ,0.3
24/04/06 06:00,0.001,0.026,0.015,2.12,0.16,0.024, N ,2.3,0.000,0.012,0.023,0.024,NNW,2.2,0.000,0.011,0.025,0.025,NNW,1.9,0.002,0.028,0.013,0.023,0.001,0.002,0.027,0.020,0.024, N ,1.9,0.002,0.015,0.022,NW ,1.2,0.002,0.029,0.023,0.002,0.023,0.021,NE ,0.8
24/04/06 07:00,0.001,0.014,0.027,2.10,0.15,0.022,NNE,4.5,0.000,0.008,0.038,0.019, N ,2.9,0.000,0.008,0.039,0.019, N ,3.2,0.001,0.014,0.027,0.023,0.001,0.004,0.026,0.017,0.025, N ,2.7,0.003,0.013,0.018,NNW,2.2,0.004,0.016,0.022,0.020,0.026,0.026,NNW,2.2
24/04/06 08:00,0.001,0.013,0.035,2.07,0.10,0.020, N ,3.3,0.001,0.009,0.036,0.016,NNE,2.3,0.001,0.009,0.038,0.017, N ,2.7,0.001,0.012,0.035,0.018,0.001,0.005,0.024,0.024,0.020,NNW,2.4,0.004,0.012,0.016,NW ,2.0,0.003,0.014,0.019,0.011,0.021,0.021,NNW,1.9
24/04/06 09:00,0.003,0.017,0.030,2.09,0.13,0.019, N ,3.9,0.002,0.012,0.033,0.016, N ,2.5,0.001,0.012,0.035,0.016, N ,4.1,0.002,0.014,0.033,0.018,0.001,0.004,0.022,0.030,0.019,NNW,3.5,0.005,0.016,0.017,NW ,2.3,0.005,0.017,0.017,0.005,0.018,0.020,NNW,1.9
24/04/06 10:00,0.003,0.016,0.033,2.09,0.13,0.019, N ,4.1,0.003,0.013,0.033,0.020,NNW,2.2,0.002,0.012,0.035,0.019,NNW,3.5,0.003,0.015,0.034,0.020,電源断,電源断,電源断,電源断,電源断,電源断,電源断,0.006,0.017,0.019,NW ,2.1,0.005,0.016,0.017,0.009,0.020,0.021,NNW,2.1
24/04/06 11:00,0.003,0.016,0.032,2.11,0.16,0.020, N ,2.6,0.004,0.014,0.034,0.018,NNW,2.6,0.002,0.012,0.038,0.018, N ,3.9,0.003,0.015,0.034,0.022,電源断,電源断,電源断,電源断,電源断,NNW,2.0,0.006,0.016,0.020,NNW,2.4,0.007,0.016,0.020,0.006,0.017,0.020,NNW,2.3
24/04/06 12:00,0.002,0.014,0.038,2.09,0.14,0.016, N ,3.1,0.003,0.013,0.041,0.018, N ,2.5,0.001,0.011,0.042,0.017, N ,2.6,0.004,0.015,0.037,0.018,0.001,0.010,0.027,0.028,0.016, N ,2.4,0.005,0.015,0.017,NNW,2.0,0.004,0.015,0.018,0.006,0.019,0.019,NNW,1.9
24/04/06 13:00,0.002,0.013,0.042,2.08,0.13,0.013, N ,4.4,0.002,0.011,0.044,0.015, N ,2.7,0.001,0.010,0.046,0.015, N ,3.0,0.003,0.013,0.041,0.016,0.001,0.007,0.021,0.036,0.014,NNE,3.6,0.004,0.014,0.014,NNW,2.2,0.003,0.014,0.015,0.007,0.018,0.015,NNE,1.7
24/04/06 14:00,0.002,0.012,0.043,2.08,0.12,0.013, N ,2.6,0.002,0.010,0.046,0.014,NE ,2.0,0.001,0.010,0.047,0.015,NNE,1.6,0.002,0.012,0.044,0.017,0.001,0.006,0.018,0.039,0.017, N ,3.2,0.004,0.014,0.014,NNW,1.7,0.002,0.013,0.014,0.005,0.019,0.018, E ,1.3
24/04/06 15:00,0.003,0.017,0.039,2.08,0.13,0.016,ENE,1.9,0.002,0.011,0.044,0.015,NNE,1.4,0.001,0.011,0.045,0.015,NNE,1.3,0.003,0.018,0.036,0.018,0.001,0.004,0.018,0.039,0.014,NNE,2.7,0.004,0.016,0.014,NNW,1.4,0.003,0.018,0.015,0.004,0.019,0.016,NE ,1.5
24/04/06 16:00,0.003,0.020,0.037,2.08,0.14,0.015, E ,3.0,0.001,0.011,0.045,0.014,NNE,2.0,0.001,0.012,0.046,0.015, N ,2.0,0.003,0.020,0.033,0.017,0.001,0.004,0.018,0.039,0.015,NNE,2.3,0.003,0.014,0.015,NNW,1.5,0.004,0.020,0.015,0.003,0.020,0.015,SE ,0.5
24/04/06 17:00,0.002,0.020,0.037,2.08,0.17,0.014,ENE,2.5,0.001,0.011,0.045,0.013, N ,1.3,0.001,0.011,0.048,0.013, N ,1.6,0.002,0.023,0.031,0.015,0.001,0.003,0.022,0.036,0.014,NNE,2.6,0.004,0.014,0.015,NNW,1.0,0.003,0.023,0.016,0.002,0.021,0.014,SE ,0.4
24/04/06 18:00,0.001,0.022,0.033,2.08,0.14,0.014,ENE,1.8,0.001,0.013,0.041,0.011, N ,1.2,0.001,0.013,0.043,0.014, N ,2.2,0.003,0.027,0.025,0.017,0.001,0.002,0.026,0.029,0.015, N ,2.3,0.002,0.018,0.013,NW ,1.0,0.002,0.027,0.013,0.002,0.022,0.015,ESE,0.4
24/04/06 19:00,0.000,0.027,0.025,2.11,0.18,0.017, E ,1.4,0.000,0.016,0.036,0.015,NNE,1.1,0.000,0.015,0.038,0.012, N ,0.9,0.002,0.029,0.020,0.021,0.001,0.001,0.027,0.026,0.019,NE ,1.1,0.002,0.020,0.014,NW ,1.0,0.001,0.028,0.015,0.001,0.023,0.019, C ,0.2
24/04/06 20:00,0.001,0.042,0.010,2.13,0.20,0.021, E ,1.2,0.001,0.017,0.032,0.017,NNE,1.2,0.000,0.018,0.032,0.018, N ,0.9,0.002,0.034,0.013,0.027,0.001,0.003,0.032,0.018,0.023,NE ,1.2,0.005,0.034,0.018, N ,0.5,0.001,0.035,0.017,0.002,0.021,0.019, C ,0.2
24/04/06 21:00,0.001,0.038,0.011,2.18,0.21,0.024,NNE,2.0,0.001,0.019,0.027,0.021, N ,1.2,0.001,0.019,0.028,0.022, N ,1.2,0.006,0.045,0.004,0.028,0.001,0.001,0.029,0.019,0.027, N ,1.1,0.003,0.029,0.018,NW ,0.9,0.003,0.043,0.022,0.001,0.029,0.023,ENE,0.8
24/04/06 22:00,0.001,0.018,0.026,2.15,0.21,0.021,NNE,0.9,0.001,0.020,0.024,0.023,NNE,0.7,0.001,0.020,0.024,0.023, C ,0.4,0.006,0.046,0.002,0.028,0.001,0.001,0.026,0.020,0.029,NNE,1.1,0.002,0.020,0.018,NNW,0.8,0.005,0.042,0.023,0.002,0.028,0.027, C ,0.2
24/04/06 23:00,0.001,0.021,0.022,2.16,0.20,0.023, N ,1.3,0.000,0.015,0.029,0.021,NNW,1.3,0.001,0.020,0.024,0.022,NNW,1.2,0.002,0.039,0.005,0.033,0.001,0.001,0.027,0.018,0.029,NNE,1.5,0.001,0.017,0.016,NW ,1.1,0.002,0.039,0.022,0.003,0.030,0.028, C ,0.2
24/04/07 00:00,0.000,0.016,0.027,2.15,0.19,0.020,NNE,1.6,0.000,0.016,0.027,0.022,NNW,1.8,0.001,0.016,0.027,0.021, N ,1.7,0.001,0.022,0.021,0.030,0.001,0.001,0.023,0.019,0.031, N ,1.3,0.001,0.018,0.017,NNW,1.0,0.001,0.020,0.019,0.002,0.028,0.028,NE ,0.4
24/04/07 01:00,0.000,0.012,0.031,2.11,0.15,0.017,NE ,1.0,0.000,0.010,0.033,0.016,NNE,0.7,0.000,0.010,0.034,0.017, C ,0.3,0.000,0.015,0.026,0.028,0.001,0.000,0.020,0.028,0.021,NNE,1.3,0.001,0.013,0.013, N ,0.5,保守中,保守中,0.017,0.002,0.020,0.018,ENE,0.6
24/04/07 02:00,保守中,保守中,0.029,2.10,0.14,0.017, N ,1.0,0.000,0.009,0.034,0.014, N ,0.5,保守中,保守中,0.029,0.019,NNW,0.7,0.000,0.012,0.027,0.022,0.001,0.000,0.014,0.029,0.024, N ,0.6,0.001,0.012,0.014,NW ,0.7,0.001,0.014,0.015,0.001,0.022,0.020, E ,0.8
24/04/07 03:00,0.001,0.012,0.026,2.12,0.15,0.016,NNW,2.4,0.000,0.009,0.033,0.013,NNW,1.8,0.000,0.009,0.031,0.016,NNW,2.1,0.000,0.014,0.026,0.024,0.001,0.000,0.022,0.020,0.034, N ,0.9,0.001,0.011,0.013,NW ,1.1,0.001,0.013,0.015,0.002,0.019,0.022,NW ,1.2
24/04/07 04:00,0.000,0.008,0.033,2.09,0.12,0.014,NNE,1.7,0.000,0.008,0.031,0.016,NNE,1.4,0.000,0.007,0.033,0.019,NNE,0.9,0.000,0.009,0.030,0.020,0.001,0.000,0.016,0.030,0.019,NNE,2.3,0.001,0.009,0.015,NW ,0.9,0.001,0.010,0.014,0.002,0.016,0.017,ESE,0.3
