データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(kt-CO2)	灯油(kt-CO2)	軽油(kt-CO2)	A重油(kt-CO2)	B重油(kt-CO2)	C重油(kt-CO2)	ジェット燃料(kt-CO2)	LPG等(kt-CO2)	石油系炭化水素ガス(kt-CO2)	オイルコークス(kt-CO2)	石炭(kt-CO2)	石炭コークス(kt-CO2)	天然ガス(kt-CO2)	LNG(kt-CO2)	都市ガス(kt-CO2)	廃棄物(kt-CO2)	購入電力(kt-CO2)
22004010423	2004	産業部門	製造業	その他の製造業	0	1	0	11	0	0	0	0	0	0	0	0	0	0	3	0	41
22004020101	2004	家庭部門	家庭	家庭	0	611	0	0	0	0	0	384	0	0	0	0	0	0	4254	0	8818
22004030101	2004	業務部門	業務	事務所ビル	0	73	0	129	0	0	0	0	0	0	0	0	0	0	1654	0	11832
22004030102	2004	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	77	0	304
22004030103	2004	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22004030104	2004	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	78	0	0	0	0	0	0	101	0	695
22004030105	2004	業務部門	業務	飲食店	0	70	0	29	0	0	0	39	0	0	0	0	0	0	617	0	1298
22004030106	2004	業務部門	業務	ホテル・旅館等	0	10	0	26	0	0	0	0	0	0	0	0	0	0	461	0	654
22004030107	2004	業務部門	業務	学校	0	57	0	95	0	0	0	5	0	0	0	0	0	0	292	0	1141
22004030108	2004	業務部門	業務	病院・医療施設等	0	30	0	54	0	0	0	1	0	0	0	0	0	0	331	0	683
22004030109	2004	業務部門	業務	その他のサービス業	0	12	0	23	0	0	0	0	0	0	0	0	0	0	784	0	2001
22004040101	2004	運輸部門	自動車	自動車	9838	0	3376	0	0	0	0	947	0	0	0	0	0	0	0	0	0
22004040201	2004	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662
22004040301	2004	運輸部門	船舶	船舶	0	0	29	44	1	200	0	0	0	0	0	0	0	0	0	0	0
22004040401	2004	運輸部門	航空	航空	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
22004919191	2004	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0
22004919291	2004	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
22005010101	2005	産業部門	農業・水産業	農業・水産業	0	83	0	49	0	0	0	0	0	0	0	0	0	0	0	0	4
22005010201	2005	産業部門	鉱業	鉱業	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	12
22005010301	2005	産業部門	建設業	建設業	0	181	521	70	0	1	0	0	0	0	0	0	0	0	0	0	79
22005010401	2005	産業部門	製造業	食料品	0	3	1	54	0	0	0	8	0	0	0	0	0	0	334	0	255
22005010402	2005	産業部門	製造業	飲料・飼料・たばこ	0	0	0	9	0	0	0	0	0	0	0	0	0	0	19	0	20
22005010403	2005	産業部門	製造業	繊維工業	0	0	0	5	0	0	0	1	0	0	0	0	0	0	11	0	5
22005010404	2005	産業部門	製造業	衣服・その他の繊維	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	11
22005010405	2005	産業部門	製造業	木材・木製品	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	10
22005010406	2005	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	8
22005010407	2005	産業部門	製造業	パルプ紙紙加工	0	0	0	4	0	173	0	1	0	0	0	0	0	0	130	0	133
22005010408	2005	産業部門	製造業	出版・印刷・同関連	0	1	0	2	0	0	0	2	0	0	0	0	0	0	45	0	188
22005010409	2005	産業部門	製造業	化学工業	0	1	0	8	0	0	0	0	0	0	0	0	0	0	175	0	101
22005010410	2005	産業部門	製造業	石油製品・石炭製品	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
22005010411	2005	産業部門	製造業	プラスティック製品	0	1	0	24	0	0	0	0	0	0	0	0	0	0	20	0	92
22005010412	2005	産業部門	製造業	ゴム製品	0	1	1	9	0	0	0	0	0	0	0	0	0	0	76	0	88
22005010413	2005	産業部門	製造業	なめし革・同製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	17
22005010414	2005	産業部門	製造業	窯業・土石製品	0	2	4	81	0	32	0	19	0	6	0	26	0	0	158	0	178
22005010415	2005	産業部門	製造業	鉄鋼業	0	4	4	36	0	0	0	2	0	0	0	0	0	0	117	0	310
22005010416	2005	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	30
22005010417	2005	産業部門	製造業	金属製品	0	9	0	14	0	0	0	3	0	0	0	0	0	0	45	0	147
22005010418	2005	産業部門	製造業	一般機械器具	1	4	0	2	0	0	0	2	0	0	0	0	0	0	16	0	128
22005010419	2005	産業部門	製造業	電気機械器具	0	13	0	8	0	0	0	4	0	0	0	0	0	0	53	0	339
22005010420	2005	産業部門	製造業	輸送用機械器具	10	18	8	31	0	0	0	13	0	0	0	0	0	0	61	0	152
22005010421	2005	産業部門	製造業	精密機械器具	0	1	0	3	0	0	0	0	0	0	0	0	0	0	11	0	76
22005010422	2005	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22005010423	2005	産業部門	製造業	その他の製造業	0	1	0	10	0	0	0	0	0	0	0	0	0	0	3	0	38
22005020101	2005	家庭部門	家庭	家庭	0	808	0	0	0	0	0	470	0	0	0	0	0	0	4629	0	8735
22005030101	2005	業務部門	業務	事務所ビル	0	86	0	132	0	0	0	0	0	0	0	0	0	0	1809	0	11246
22005030102	2005	業務部門	業務	百貨店	0	1	0	1	0	0	0	0	0	0	0	0	0	0	83	0	270
22005030103	2005	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
22005030104	2005	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	84	0	0	0	0	0	0	108	0	706
22005030105	2005	業務部門	業務	飲食店	0	73	0	30	0	0	0	40	0	0	0	0	0	0	639	0	1273
22005030106	2005	業務部門	業務	ホテル・旅館等	0	2	0	2	0	0	0	0	0	0	0	0	0	0	506	0	613
22005030107	2005	業務部門	業務	学校	0	61	0	94	0	0	0	5	0	0	0	0	0	0	317	0	1133
22005030108	2005	業務部門	業務	病院・医療施設等	0	30	0	48	0	0	0	0	0	0	0	0	0	0	344	0	653
22005030109	2005	業務部門	業務	その他のサービス業	0	8	0	10	0	0	0	9	0	0	0	0	0	0	739	0	2032
22005040101	2005	運輸部門	自動車	自動車	9257	0	3159	0	0	0	0	917	0	0	0	0	0	0	0	0	0
22005040201	2005	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1620
22005040301	2005	運輸部門	船舶	船舶	0	0	20	34	2	147	0	0	0	0	0	0	0	0	0	0	0
22005040401	2005	運輸部門	航空	航空	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
22005919191	2005	廃棄物部門	一般廃棄物	一般廃棄物	9270	1392	3727	777	2	353	27	1586	0	6	0	26	0	0	10470	0	30707
22005919291	2005	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	0
22006010101	2006	産業部門	農業・水産業	農業・水産業	0	72	0	99	0	0	0	0	0	0	0	0	0	0	0	0	3
22006010201	2006	産業部門	鉱業	鉱業	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	12
22006010301	2006	産業部門	建設業	建設業	0	171	528	60	0	1	0	0	0	0	0	0	0	0	0	0	69
22006010401	2006	産業部門	製造業	食料品	0	2	0	40	0	0	0	6	0	0	0	0	0	0	308	0	221
22006010402	2006	産業部門	製造業	飲料・飼料・たばこ	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	0	15
22006010403	2006	産業部門	製造業	繊維工業	0	0	0	4	0	0	0	1	0	0	0	0	0	0	10	0	4
22006010404	2006	産業部門	製造業	衣服・その他の繊維	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	9
22006010405	2006	産業部門	製造業	木材・木製品	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	9
22006010406	2006	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	7
22006010407	2006	産業部門	製造業	パルプ紙紙加工	0	0	0	3	0	125	0	0	0	0	0	0	0	0	119	0	114
22006010408	2006	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	42	0	166
22006010409	2006	産業部門	製造業	化学工業	0	1	0	5	0	0	0	0	0	0	0	0	0	0	138	0	74
22006010410	2006	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
22006010411	2006	産業部門	製造業	プラスティック製品	0	1	0	18	0	0	0	0	0	0	0	0	0	0	19	0	82
22006010412	2006	産業部門	製造業	ゴム製品	0	1	0	7	0	0	0	0	0	0	0	0	0	0	75	0	81
22006010413	2006	産業部門	製造業	なめし革・同製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	16
22006010414	2006	産業部門	製造業	窯業・土石製品	0	1	3	66	0	26	0	16	0	5	0	21	0	0	163	0	172
22006010415	2006	産業部門	製造業	鉄鋼業	0	3	3	28	0	0	0	2	0	0	0	0	0	0	116	0	288
22006010416	2006	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	0	35
22006010417	2006	産業部門	製造業	金属製品	0	6	0	10	0	0	0	2	0	0	0	0	0	0	41	0	125
22006010418	2006	産業部門	製造業	一般機械器具	1	3	0	2	0	0	0	2	0	0	0	0	0	0	18	0	132
22006010419	2006	産業部門	製造業	電気機械器具	0	9	0	6	0	0	0	3	0	0	0	0	0	0	45	0	269
22006010420	2006	産業部門	製造業	輸送用機械器具	8	14	7	25	0	0	0	10	0	0	0	0	0	0	64	0	150
22006010421	2006	産業部門	製造業	精密機械器具	0	1	0	2	0	0	0	0	0	0	0	0	0	0	10	0	66
22006010422	2006	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22006010423	2006	産業部門	製造業	その他の製造業	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	34
22006020101	2006	家庭部門	家庭	家庭	0	781	0	0	0	0	0	404	0	0	0	0	0	0	4353	0	7766
22006030101	2006	業務部門	業務	事務所ビル	0	75	0	87	0	0	0	0	0	0	0	0	0	0	1741	0	10312
22006030102	2006	業務部門	業務	百貨店	0	1	0	1	0	0	0	0	0	0	0	0	0	0	72	0	244
22006030103	2006	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22006030104	2006	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	76	0	0	0	0	0	0	90	0	603
22006030105	2006	業務部門	業務	飲食店	0	71	0	29	0	0	0	39	0	0	0	0	0	0	582	0	1194
22006030106	2006	業務部門	業務	ホテル・旅館等	0	1	0	0	0	0	0	0	0	0	0	0	0	0	474	0	595
22006030107	2006	業務部門	業務	学校	0	50	0	62	0	0	0	4	0	0	0	0	0	0	304	0	1069
22006030108	2006	業務部門	業務	病院・医療施設等	0	22	0	30	0	0	0	0	0	0	0	0	0	0	307	0	582
22006030109	2006	業務部門	業務	その他のサービス業	0	14	0	7	0	0	0	6	0	0	0	0	0	0	625	0	1871
22006040101	2006	運輸部門	自動車	自動車	9149	0	3019	0	0	0	0	909	0	0	0	0	0	0	0	0	0
22006040201	2006	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480
22006040301	2006	運輸部門	船舶	船舶	0	0	17	32	0	137	0	0	0	0	0	0	0	0	0	0	0
22006040401	2006	運輸部門	航空	航空	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
22006919191	2006	廃棄物部門	一般廃棄物	一般廃棄物	9149	0	3036	32	0	137	26	909	0	0	0	0	0	0	0	0	1480
22006919291	2006	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0
22007010101	2007	産業部門	農業・水産業	農業・水産業	0	69	0	93	0	0	0	0	0	0	0	0	0	0	0	0	4
22007010201	2007	産業部門	鉱業	鉱業	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	15
22007010301	2007	産業部門	建設業	建設業	0	153	486	50	0	0	0	0	0	0	0	0	0	0	0	0	89
22007010401	2007	産業部門	製造業	食料品	0	2	0	35	0	0	0	5	0	0	0	0	0	0	309	0	268
22007010402	2007	産業部門	製造業	飲料・飼料・たばこ	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	0	18
22007010403	2007	産業部門	製造業	繊維工業	0	0	0	3	0	0	0	1	0	0	0	0	0	0	10	0	5
22007010404	2007	産業部門	製造業	衣服・その他の繊維	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	13
22007010405	2007	産業部門	製造業	木材・木製品	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	11
22007010406	2007	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9
22007010407	2007	産業部門	製造業	パルプ紙紙加工	0	0	0	3	0	116	0	0	0	0	0	0	0	0	125	0	146
22007010408	2007	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	40	0	190
22007010409	2007	産業部門	製造業	化学工業	0	1	0	4	0	0	0	0	0	0	0	0	0	0	127	0	83
22007010410	2007	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
22007010411	2007	産業部門	製造業	プラスティック製品	0	1	0	16	0	0	0	0	0	0	0	0	0	0	19	0	99
22007010412	2007	産業部門	製造業	ゴム製品	0	1	0	6	0	0	0	0	0	0	0	0	0	0	77	0	102
22007010413	2007	産業部門	製造業	なめし革・同製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	20
22007010414	2007	産業部門	製造業	窯業・土石製品	0	1	3	64	0	25	0	15	0	4	0	20	0	0	180	0	230
22007010415	2007	産業部門	製造業	鉄鋼業	0	3	3	30	0	0	0	2	0	0	0	0	0	0	141	0	425
22007010416	2007	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	54
22007010417	2007	産業部門	製造業	金属製品	0	6	0	9	0	0	0	2	0	0	0	0	0	0	41	0	153
22007010418	2007	産業部門	製造業	一般機械器具	0	3	0	1	0	0	0	2	0	0	0	0	0	0	16	0	147
22007010419	2007	産業部門	製造業	電気機械器具	0	8	0	5	0	0	0	2	0	0	0	0	0	0	44	0	321
22007010420	2007	産業部門	製造業	輸送用機械器具	7	13	6	22	0	0	0	9	0	0	0	0	0	0	64	0	181
22007010421	2007	産業部門	製造業	精密機械器具	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	81
22007010422	2007	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22007010423	2007	産業部門	製造業	その他の製造業	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	42
22007020101	2007	家庭部門	家庭	家庭	0	605	0	0	0	0	0	334	0	0	0	0	0	0	4451	0	10266
22007030101	2007	業務部門	業務	事務所ビル	0	79	0	92	0	0	0	0	0	0	0	0	0	0	1880	0	13708
22007030102	2007	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	74	0	308
22007030103	2007	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22007030104	2007	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	79	0	0	0	0	0	0	94	0	790
22007030105	2007	業務部門	業務	飲食店	0	71	0	29	0	0	0	39	0	0	0	0	0	0	580	0	1495
22007030106	2007	業務部門	業務	ホテル・旅館等	0	1	0	3	0	0	0	0	0	0	0	0	0	0	475	0	705
22007030107	2007	業務部門	業務	学校	0	44	0	37	0	0	0	4	0	0	0	0	0	0	323	0	1366
22007030108	2007	業務部門	業務	病院・医療施設等	0	20	0	31	0	0	0	0	0	0	0	0	0	0	320	0	689
22007030109	2007	業務部門	業務	その他のサービス業	0	11	0	7	0	0	0	6	0	0	0	0	0	0	626	0	2190
22007040101	2007	運輸部門	自動車	自動車	8562	0	2813	0	0	0	0	907	0	0	0	0	0	0	0	0	0
22007040201	2007	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1870
22007040301	2007	運輸部門	船舶	船舶	0	0	20	30	0	128	0	0	0	0	0	0	0	0	0	0	0
22007040401	2007	運輸部門	航空	航空	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
22007919191	2007	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0
22007919291	2007	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
22008010101	2008	産業部門	農業・水産業	農業・水産業	0	64	0	60	0	0	0	0	0	0	0	0	0	0	0	0	4
22008010201	2008	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	14
22008010301	2008	産業部門	建設業	建設業	0	130	344	63	0	1	0	0	0	0	0	0	0	0	0	0	82
22008010401	2008	産業部門	製造業	食料品	0	2	0	30	0	0	0	5	0	0	0	0	0	0	284	0	264
22008010402	2008	産業部門	製造業	飲料・飼料・たばこ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22008010403	2008	産業部門	製造業	繊維工業	0	0	0	13	0	0	0	2	0	0	0	0	0	0	48	0	24
22008010404	2008	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22008010405	2008	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
22008010406	2008	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	8
22008010407	2008	産業部門	製造業	パルプ紙紙加工	0	0	0	2	0	88	0	0	0	0	0	0	0	0	104	0	130
22008010408	2008	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	34	0	174
22008010409	2008	産業部門	製造業	化学工業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	108	0	76
22008010410	2008	産業部門	製造業	石油製品・石炭製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22008010411	2008	産業部門	製造業	プラスティック製品	0	1	0	12	0	0	0	0	0	0	0	0	0	0	16	0	90
22008010412	2008	産業部門	製造業	ゴム製品	0	0	0	5	0	0	0	0	0	0	0	0	0	0	65	0	91
22008010413	2008	産業部門	製造業	なめし革・同製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	18
22008010414	2008	産業部門	製造業	窯業・土石製品	0	1	2	47	0	18	0	11	0	3	0	15	0	0	145	0	198
22008010415	2008	産業部門	製造業	鉄鋼業	0	3	3	26	0	0	0	2	0	0	0	0	0	0	132	0	425
22008010416	2008	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	0	50
22008010417	2008	産業部門	製造業	金属製品	0	5	0	7	0	0	0	2	0	0	0	0	0	0	36	0	143
22008010418	2008	産業部門	製造業	一般機械器具	0	2	0	1	0	0	0	1	0	0	0	0	0	0	12	0	113
22008010419	2008	産業部門	製造業	電気機械器具	0	6	0	4	0	0	0	2	0	0	0	0	0	0	37	0	287
22008010420	2008	産業部門	製造業	輸送用機械器具	6	10	5	17	0	0	0	7	0	0	0	0	0	0	55	0	165
22008010421	2008	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	69
22008010422	2008	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22008010423	2008	産業部門	製造業	その他の製造業	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	54
22008020101	2008	家庭部門	家庭	家庭	0	582	0	0	0	0	0	320	0	0	0	0	0	0	4380	0	9826
22008030101	2008	業務部門	業務	事務所ビル	0	45	0	93	0	0	0	0	0	0	0	0	0	0	1810	0	13596
22008030102	2008	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	292
22008030103	2008	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22008030104	2008	業務部門	業務	その他の卸・小売業	0	0	0	0	0	0	0	71	0	0	0	0	0	0	86	0	688
22008030105	2008	業務部門	業務	飲食店	0	69	0	29	0	0	0	38	0	0	0	0	0	0	576	0	1412
22008030106	2008	業務部門	業務	ホテル・旅館等	0	0	0	8	0	0	0	0	0	0	0	0	0	0	477	0	672
22008030107	2008	業務部門	業務	学校	0	26	0	28	0	0	0	4	0	0	0	0	0	0	318	0	1353
22008030108	2008	業務部門	業務	病院・医療施設等	0	17	0	27	0	0	0	0	0	0	0	0	0	0	309	0	643
22008030109	2008	業務部門	業務	その他のサービス業	0	21	0	11	0	0	0	4	0	0	0	0	0	0	532	0	2114
22008040101	2008	運輸部門	自動車	自動車	7956	0	2946	0	0	0	0	869	0	0	0	0	0	0	0	0	0
22008040201	2008	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823
22008040301	2008	運輸部門	船舶	船舶	0	0	20	29	0	118	0	0	0	0	0	0	0	0	0	0	0
22008040401	2008	運輸部門	航空	航空	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
22008919191	2008	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	0
22008919291	2008	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
22009010101	2009	産業部門	農業・水産業	農業・水産業	0	72	0	61	0	0	0	0	0	0	0	0	0	0	0	0	4
22009010201	2009	産業部門	鉱業	鉱業	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	12
22009010301	2009	産業部門	建設業	建設業	0	121	417	46	0	1	0	0	0	0	0	0	0	0	0	0	71
22009010401	2009	産業部門	製造業	食料品	0	2	0	32	0	0	0	5	0	0	0	0	0	0	305	0	276
22009010402	2009	産業部門	製造業	飲料・飼料・たばこ	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	0	25
22009010403	2009	産業部門	製造業	繊維工業	0	0	0	11	0	0	0	2	0	0	0	0	0	0	41	0	20
22009010404	2009	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22009010405	2009	産業部門	製造業	木材・木製品	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
22009010406	2009	産業部門	製造業	家具・装備品	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	7
22009010407	2009	産業部門	製造業	パルプ紙紙加工	0	0	0	2	0	89	0	0	0	0	0	0	0	0	105	0	127
22009010408	2009	産業部門	製造業	出版・印刷・同関連	0	0	0	1	0	0	0	1	0	0	0	0	0	0	33	0	163
22009010409	2009	産業部門	製造業	化学工業	0	0	0	3	0	0	0	0	0	0	0	0	0	0	106	0	72
22009010410	2009	産業部門	製造業	石油製品・石炭製品	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
22009010411	2009	産業部門	製造業	プラスティック製品	0	1	0	9	0	0	0	0	0	0	0	0	0	0	12	0	68
22009010412	2009	産業部門	製造業	ゴム製品	0	0	0	4	0	0	0	0	0	0	0	0	0	0	50	0	68
22009010413	2009	産業部門	製造業	なめし革・同製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	16
22009010414	2009	産業部門	製造業	窯業・土石製品	0	1	2	46	0	18	0	11	0	3	0	15	0	0	143	0	190
22009010415	2009	産業部門	製造業	鉄鋼業	0	2	2	18	0	0	0	1	0	0	0	0	0	0	91	0	285
22009010416	2009	産業部門	製造業	非鉄金属	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	35
22009010417	2009	産業部門	製造業	金属製品	0	4	0	6	0	0	0	1	0	0	0	0	0	0	30	0	116
22009010418	2009	産業部門	製造業	一般機械器具	0	2	0	1	0	0	0	1	0	0	0	0	0	0	10	0	96
22009010419	2009	産業部門	製造業	電気機械器具	0	5	0	3	0	0	0	2	0	0	0	0	0	0	31	0	233
22009010420	2009	産業部門	製造業	輸送用機械器具	4	8	4	14	0	0	0	6	0	0	0	0	0	0	43	0	125
22009010421	2009	産業部門	製造業	精密機械器具	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	54
22009010422	2009	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22009010423	2009	産業部門	製造業	その他の製造業	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	48
22009020101	2009	家庭部門	家庭	家庭	0	581	0	0	0	0	0	407	0	0	0	0	0	0	4321	0	9497
22009030101	2009	業務部門	業務	事務所ビル	0	32	0	77	0	0	0	0	0	0	0	0	0	0	1716	0	11992
22009030102	2009	業務部門	業務	百貨店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	242
22009030103	2009	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
22009030104	2009	業務部門	業務	その他の卸・小売業	0	0	0	1	0	0	0	1	0	0	0	0	0	0	140	0	562
22009030105	2009	業務部門	業務	飲食店	0	66	0	27	0	0	0	36	0	0	0	0	0	0	554	0	1229
22009030106	2009	業務部門	業務	ホテル・旅館等	0	0	0	3	0	0	0	0	0	0	0	0	0	0	456	0	588
22009030107	2009	業務部門	業務	学校	0	15	0	20	0	0	0	4	0	0	0	0	0	0	305	0	1246
22009030108	2009	業務部門	業務	病院・医療施設等	0	11	0	18	0	0	0	0	0	0	0	0	0	0	314	0	560
22009030109	2009	業務部門	業務	その他のサービス業	0	20	0	10	0	0	0	3	0	0	0	0	0	0	492	0	1813
22009040101	2009	運輸部門	自動車	自動車	8329	0	2524	0	0	0	0	884	0	0	0	0	0	0	0	0	0
22009040201	2009	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1653
22009040301	2009	運輸部門	船舶	船舶	0	0	17	27	0	113	0	0	0	0	0	0	0	0	0	0	0
22009040401	2009	運輸部門	航空	航空	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
22009919191	2009	廃棄物部門	一般廃棄物	一般廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339	0
22009919291	2009	廃棄物部門	産業廃棄物	産業廃棄物	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0
22010010101	2010	産業部門	農業・水産業	農業・水産業	0	70	0	60	0	0	0	0	0	0	0	0	0	0	0	0	4
22010010201	2010	産業部門	鉱業	鉱業	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	12
22010010301	2010	産業部門	建設業	建設業	0	125	576	64	0	1	0	0	0	0	0	0	0	0	0	0	75
22010010401	2010	産業部門	製造業	食料品	0	1	0	26	0	0	0	4	0	0	0	0	0	0	291	0	263
22010010402	2010	産業部門	製造業	飲料・飼料・たばこ	0	0	0	6	0	0	0	0	0	0	0	0	0	0	24	0	31
22010010403	2010	産業部門	製造業	繊維工業	0	0	0	9	0	0	0	2	0	0	0	0	0	0	40	0	19
22010010404	2010	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
