データID	年度	部門	カテゴリ	サブカテゴリ	ガソリン(TJ)	灯油(TJ)	軽油(TJ)	A重油(TJ)	B重油(TJ)	C重油(TJ)	ジェット燃料(TJ)	LPG等(TJ)	石油系炭化水素ガス(TJ)	オイルコークス(TJ)	石炭(TJ)	石炭コークス(TJ)	天然ガス(TJ)	LNG(TJ)	都市ガス(TJ)	廃棄物(TJ)	購入電力(TJ)
12016030109	2016	業務部門	業務	その他のサービス業	0	34	0	64	0	0	0	28	0	0	0	0	0	0	8109	0	9731
12016040101	2016	運輸部門	自動車	自動車	74126	0	33550	0	0	0	0	6468	0	0	0	0	307	0	0	0	0
12016040201	2016	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14752
12016040301	2016	運輸部門	船舶	船舶	0	0	250	387	1	1669	0	0	0	0	0	0	0	0	0	0	0
12016040401	2016	運輸部門	航空	航空	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0
12017010101	2017	産業部門	農業・水産業	農業・水産業	0	1273	0	427	0	0	0	0	0	0	0	0	0	0	0	0	25
12017010201	2017	産業部門	鉱業	鉱業	0	0	37	14	0	0	0	0	0	0	0	0	0	0	0	0	119
12017010301	2017	産業部門	建設業	建設業	0	1513	10594	422	0	11	0	0	0	0	0	0	0	0	0	0	517
12017010401	2017	産業部門	製造業	食料品	1	17	3	295	1	0	0	52	0	0	0	0	0	0	4606	0	1885
12017010402	2017	産業部門	製造業	飲料・飼料・たばこ	0	1	0	45	0	0	0	0	0	0	0	0	0	0	240	0	138
12017010403	2017	産業部門	製造業	繊維工業	0	1	0	77	0	0	0	15	0	0	0	0	0	0	451	0	100
12017010404	2017	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12017010405	2017	産業部門	製造業	木材・木製品	0	1	6	0	0	0	0	0	0	0	0	0	0	0	3	0	28
12017010406	2017	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	9	0	0	0	0	0	0	19	0	65
12017010407	2017	産業部門	製造業	パルプ紙紙加工	1	2	0	19	0	689	0	3	0	0	0	0	0	0	1412	0	775
12017010408	2017	産業部門	製造業	出版・印刷・同関連	1	1	0	5	0	0	0	6	0	0	0	0	0	0	303	0	675
12017010409	2017	産業部門	製造業	化学工業	0	4	0	28	0	0	0	1	0	0	0	0	0	0	1599	0	492
12017010410	2017	産業部門	製造業	石油製品・石炭製品	0	1	0	14	0	0	0	0	0	0	0	0	0	0	1	0	23
12017010411	2017	産業部門	製造業	プラスティック製品	1	5	0	82	0	0	0	1	0	0	0	0	0	0	173	0	433
12017010412	2017	産業部門	製造業	ゴム製品	0	1	1	14	0	0	0	1	0	0	0	0	0	0	312	0	192
12017010413	2017	産業部門	製造業	なめし革・同製品	0	1	0	3	0	0	0	0	0	0	0	0	0	0	49	0	81
12017010414	2017	産業部門	製造業	窯業・土石製品	0	9	23	429	0	157	0	120	0	22	0	88	0	0	2151	0	1294
12017010415	2017	産業部門	製造業	鉄鋼業	0	19	18	161	0	0	0	12	0	0	0	0	0	0	1338	0	1898
12017010416	2017	産業部門	製造業	非鉄金属	1	1	0	2	0	0	0	17	0	0	0	0	0	0	207	0	255
12017010417	2017	産業部門	製造業	金属製品	1	33	1	50	0	0	0	13	0	0	1	0	0	0	413	0	720
12017010418	2017	産業部門	製造業	一般機械器具	2	15	1	8	0	0	0	10	0	0	0	0	0	0	162	0	679
12017010419	2017	産業部門	製造業	電気機械器具	1	45	0	28	0	0	0	16	0	0	0	0	0	0	458	0	1561
12017010420	2017	産業部門	製造業	輸送用機械器具	69	120	53	203	0	0	0	98	0	0	0	0	0	0	1043	0	1387
12017010421	2017	産業部門	製造業	精密機械器具	0	2	1	9	0	0	0	1	0	0	0	0	0	0	93	0	342
12017010422	2017	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12017010423	2017	産業部門	製造業	その他の製造業	1	3	0	50	0	0	0	1	0	0	0	0	0	0	38	0	246
12017020101	2017	家庭部門	家庭	家庭	0	7940	0	0	0	0	0	5545	0	0	0	0	0	0	92289	0	76207
12017030101	2017	業務部門	業務	事務所ビル	0	1065	0	1073	0	0	0	94	0	0	0	0	0	0	34886	0	86500
12017030102	2017	業務部門	業務	百貨店	0	1	0	0	0	0	0	0	0	0	0	0	0	0	844	0	1702
12017030103	2017	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19
12017030104	2017	業務部門	業務	その他の卸・小売業	0	5	0	4	0	0	0	13	0	0	0	0	0	0	2021	0	3858
12017030105	2017	業務部門	業務	飲食店	0	833	0	338	0	0	0	518	0	0	0	0	0	0	10230	0	7906
12017030106	2017	業務部門	業務	ホテル・旅館等	0	0	0	2	0	0	0	2	0	0	0	0	0	0	7368	0	5252
12017030107	2017	業務部門	業務	学校	0	73	0	42	0	0	0	60	0	0	0	0	0	0	6046	0	9333
12017030108	2017	業務部門	業務	病院・医療施設等	0	48	0	39	0	0	0	3	0	0	0	0	0	0	5547	0	3773
12017030109	2017	業務部門	業務	その他のサービス業	0	36	0	54	0	0	0	27	0	0	0	0	0	0	7522	0	9634
12017040101	2017	運輸部門	自動車	自動車	70112	0	33678	0	0	0	0	8673	0	0	0	0	274	0	0	0	0
12017040201	2017	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14800
12017040301	2017	運輸部門	船舶	船舶	0	0	278	379	1	1660	0	0	0	0	0	0	0	0	0	0	0
12017040401	2017	運輸部門	航空	航空	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0
12018010101	2018	産業部門	農業・水産業	農業・水産業	0	1245	0	347	0	0	0	0	0	0	0	0	0	0	0	0	16
12018010201	2018	産業部門	鉱業	鉱業	0	0	36	14	0	0	0	0	0	0	0	0	0	0	0	0	121
12018010301	2018	産業部門	建設業	建設業	0	1152	10515	433	0	0	0	0	0	0	0	0	0	0	0	0	642
12018010401	2018	産業部門	製造業	食料品	1	15	3	260	1	0	0	46	0	0	0	0	0	0	4540	0	1758
12018010402	2018	産業部門	製造業	飲料・飼料・たばこ	0	0	0	37	0	0	0	0	0	0	0	0	0	0	224	0	122
12018010403	2018	産業部門	製造業	繊維工業	0	1	0	68	0	0	0	13	0	0	0	0	0	0	448	0	94
12018010404	2018	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12018010405	2018	産業部門	製造業	木材・木製品	0	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	25
12018010406	2018	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	8	0	0	0	0	0	0	20	0	65
12018010407	2018	産業部門	製造業	パルプ紙紙加工	1	2	0	16	0	590	0	3	0	0	0	0	0	0	1351	0	702
12018010408	2018	産業部門	製造業	出版・印刷・同関連	1	1	0	4	0	0	0	5	0	0	0	0	0	0	283	0	598
12018010409	2018	産業部門	製造業	化学工業	0	4	0	26	0	0	0	1	0	0	0	0	0	0	1652	0	481
12018010410	2018	産業部門	製造業	石油製品・石炭製品	0	1	0	15	0	0	0	0	0	0	0	0	0	0	1	0	26
12018010411	2018	産業部門	製造業	プラスティック製品	1	4	0	71	0	0	0	1	0	0	0	0	0	0	168	0	398
12018010412	2018	産業部門	製造業	ゴム製品	0	1	1	12	0	0	0	1	0	0	0	0	0	0	305	0	178
12018010413	2018	産業部門	製造業	なめし革・同製品	0	1	0	2	0	0	0	0	0	0	0	0	0	0	38	0	59
12018010414	2018	産業部門	製造業	窯業・土石製品	0	9	20	387	0	141	0	108	0	20	0	80	0	0	2164	0	1232
12018010415	2018	産業部門	製造業	鉄鋼業	0	17	17	152	0	0	0	11	0	0	0	0	0	0	1407	0	1889
12018010416	2018	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	19	0	0	0	0	0	0	251	0	293
12018010417	2018	産業部門	製造業	金属製品	1	28	1	43	0	0	0	11	0	0	1	0	0	0	397	0	655
12018010418	2018	産業部門	製造業	一般機械器具	2	14	1	7	0	0	0	9	0	0	0	0	0	0	166	0	658
12018010419	2018	産業部門	製造業	電気機械器具	1	39	0	24	0	0	0	14	0	0	0	0	0	0	443	0	1428
12018010420	2018	産業部門	製造業	輸送用機械器具	56	97	43	165	0	0	0	79	0	0	0	0	0	0	947	0	1192
12018010421	2018	産業部門	製造業	精密機械器具	0	2	1	7	0	0	0	0	0	0	0	0	0	0	87	0	301
12018010422	2018	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12018010423	2018	産業部門	製造業	その他の製造業	0	2	0	45	0	0	0	1	0	0	0	0	0	0	38	0	234
12018020101	2018	家庭部門	家庭	家庭	0	5895	0	0	0	0	0	5211	0	0	0	0	0	0	86371	0	67481
12018030101	2018	業務部門	業務	事務所ビル	0	939	0	1100	0	0	0	182	0	0	0	0	0	0	33861	0	83316
12018030102	2018	業務部門	業務	百貨店	0	0	0	1	0	0	0	0	0	0	0	0	0	0	857	0	1689
12018030103	2018	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17
12018030104	2018	業務部門	業務	その他の卸・小売業	0	6	0	3	0	0	0	4	0	0	0	0	0	0	1974	0	3627
12018030105	2018	業務部門	業務	飲食店	0	812	0	329	0	0	0	505	0	0	0	0	0	0	9816	0	7440
12018030106	2018	業務部門	業務	ホテル・旅館等	0	0	0	2	0	0	0	3	0	0	0	0	0	0	7454	0	5357
12018030107	2018	業務部門	業務	学校	0	61	0	73	0	0	0	59	0	0	0	0	0	0	5797	0	8961
12018030108	2018	業務部門	業務	病院・医療施設等	0	42	0	17	0	0	0	3	0	0	0	0	0	0	5379	0	3723
12018030109	2018	業務部門	業務	その他のサービス業	0	25	0	43	0	0	0	17	0	0	0	0	0	0	8115	0	8330
12018040101	2018	運輸部門	自動車	自動車	70979	0	32898	0	0	0	0	6068	0	0	0	0	241	0	0	0	0
12018040201	2018	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14860
12018040301	2018	運輸部門	船舶	船舶	0	0	269	364	1	1607	0	0	0	0	0	0	0	0	0	0	0
12018040401	2018	運輸部門	航空	航空	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0
12019010101	2019	産業部門	農業・水産業	農業・水産業	0	1326	0	407	0	0	0	0	0	0	0	0	0	0	0	0	16
12019010201	2019	産業部門	鉱業	鉱業	0	0	37	14	0	0	0	0	0	0	0	0	0	0	0	0	119
12019010301	2019	産業部門	建設業	建設業	0	926	8865	305	0	0	0	0	0	0	0	0	0	0	0	0	636
12019010401	2019	産業部門	製造業	食料品	1	16	3	288	1	0	0	51	0	0	0	0	0	0	4566	0	1711
12019010402	2019	産業部門	製造業	飲料・飼料・たばこ	0	0	0	41	0	0	0	0	0	0	0	0	0	0	222	0	117
12019010403	2019	産業部門	製造業	繊維工業	0	1	0	78	0	0	0	15	0	0	0	0	0	0	464	0	94
12019010404	2019	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12019010405	2019	産業部門	製造業	木材・木製品	0	1	6	0	0	0	0	0	0	0	0	0	0	0	3	0	25
12019010406	2019	産業部門	製造業	家具・装備品	0	2	0	2	0	0	0	10	0	0	0	0	0	0	23	0	70
12019010407	2019	産業部門	製造業	パルプ紙紙加工	1	2	0	19	0	668	0	3	0	0	0	0	0	0	1391	0	699
12019010408	2019	産業部門	製造業	出版・印刷・同関連	1	1	0	4	0	0	0	6	0	0	0	0	0	0	283	0	579
12019010409	2019	産業部門	製造業	化学工業	0	4	0	28	0	0	0	1	0	0	0	0	0	0	1650	0	465
12019010410	2019	産業部門	製造業	石油製品・石炭製品	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	18
12019010411	2019	産業部門	製造業	プラスティック製品	1	4	0	75	0	0	0	1	0	0	0	0	0	0	161	0	369
12019010412	2019	産業部門	製造業	ゴム製品	0	1	1	13	0	0	0	1	0	0	0	0	0	0	299	0	169
12019010413	2019	産業部門	製造業	なめし革・同製品	0	1	0	3	0	0	0	0	0	0	0	0	0	0	39	0	59
12019010414	2019	産業部門	製造業	窯業・土石製品	0	8	20	378	0	138	0	106	0	20	0	78	0	0	1921	0	1059
12019010415	2019	産業部門	製造業	鉄鋼業	0	18	17	153	0	0	0	11	0	0	0	0	0	0	1287	0	1672
12019010416	2019	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	27	0	0	0	0	0	0	324	0	367
12019010417	2019	産業部門	製造業	金属製品	1	31	1	47	0	0	0	12	0	0	1	0	0	0	397	0	634
12019010418	2019	産業部門	製造業	一般機械器具	2	14	1	8	0	0	0	9	0	0	0	0	0	0	157	0	603
12019010419	2019	産業部門	製造業	電気機械器具	1	40	0	25	0	0	0	14	0	0	0	0	0	0	410	0	1279
12019010420	2019	産業部門	製造業	輸送用機械器具	50	87	39	148	0	0	0	71	0	0	0	0	0	0	773	0	941
12019010421	2019	産業部門	製造業	精密機械器具	0	2	1	8	0	0	0	1	0	0	0	0	0	0	87	0	291
12019010422	2019	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12019010423	2019	産業部門	製造業	その他の製造業	1	3	0	54	0	0	0	1	0	0	0	0	0	0	41	0	245
12019020101	2019	家庭部門	家庭	家庭	0	6596	0	0	0	0	0	4952	0	0	0	0	0	0	89395	0	60197
12019030101	2019	業務部門	業務	事務所ビル	0	997	0	1018	0	0	0	81	0	0	0	0	0	0	33966	0	82048
12019030102	2019	業務部門	業務	百貨店	0	1	0	0	0	0	0	0	0	0	0	0	0	0	858	0	1736
12019030103	2019	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	17
12019030104	2019	業務部門	業務	その他の卸・小売業	0	0	0	4	0	0	0	13	0	0	0	0	0	0	1961	0	3620
12019030105	2019	業務部門	業務	飲食店	0	792	0	321	0	0	0	492	0	0	0	0	0	0	9740	0	7278
12019030106	2019	業務部門	業務	ホテル・旅館等	0	6	0	2	0	0	0	2	0	0	0	0	0	0	7660	0	5501
12019030107	2019	業務部門	業務	学校	0	53	0	30	0	0	0	57	0	0	0	0	0	0	5611	0	8906
12019030108	2019	業務部門	業務	病院・医療施設等	0	35	0	19	0	0	0	4	0	0	0	0	0	0	5336	0	3516
12019030109	2019	業務部門	業務	その他のサービス業	0	25	0	42	0	0	0	8	0	0	0	0	0	0	7832	0	8102
12019040101	2019	運輸部門	自動車	自動車	67609	0	32986	0	0	0	0	6593	0	0	0	0	174	0	0	0	0
12019040201	2019	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14674
12019040301	2019	運輸部門	船舶	船舶	0	0	136	210	1	858	0	0	0	0	0	0	0	0	0	0	0
12019040401	2019	運輸部門	航空	航空	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0
12020010101	2020	産業部門	農業・水産業	農業・水産業	0	1453	0	406	0	0	0	0	0	0	0	0	0	0	0	0	17
12020010201	2020	産業部門	鉱業	鉱業	0	0	37	14	0	0	0	0	0	0	0	0	0	0	0	0	99
12020010301	2020	産業部門	建設業	建設業	0	883	8453	290	0	0	0	0	0	0	0	0	0	0	0	0	469
12020010401	2020	産業部門	製造業	食料品	1	15	3	269	1	0	0	48	0	0	0	0	0	0	4107	0	1517
12020010402	2020	産業部門	製造業	飲料・飼料・たばこ	0	0	0	38	0	0	0	0	0	0	0	0	0	0	200	0	104
12020010403	2020	産業部門	製造業	繊維工業	0	1	0	73	0	0	0	14	0	0	0	0	0	0	417	0	83
12020010404	2020	産業部門	製造業	衣服・その他の繊維	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12020010405	2020	産業部門	製造業	木材・木製品	0	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	22
12020010406	2020	産業部門	製造業	家具・装備品	0	2	0	1	0	0	0	9	0	0	0	0	0	0	20	0	62
12020010407	2020	産業部門	製造業	パルプ紙紙加工	1	2	0	17	0	625	0	3	0	0	0	0	0	0	1252	0	620
12020010408	2020	産業部門	製造業	出版・印刷・同関連	1	1	0	4	0	0	0	5	0	0	0	0	0	0	255	0	514
12020010409	2020	産業部門	製造業	化学工業	0	4	0	26	0	0	0	1	0	0	0	0	0	0	1484	0	412
12020010410	2020	産業部門	製造業	石油製品・石炭製品	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	16
12020010411	2020	産業部門	製造業	プラスティック製品	1	4	0	70	0	0	0	1	0	0	0	0	0	0	145	0	327
12020010412	2020	産業部門	製造業	ゴム製品	0	1	1	13	0	0	0	1	0	0	0	0	0	0	269	0	150
12020010413	2020	産業部門	製造業	なめし革・同製品	0	1	0	2	0	0	0	0	0	0	0	0	0	0	35	0	52
12020010414	2020	産業部門	製造業	窯業・土石製品	0	8	19	353	0	129	0	99	0	18	0	73	0	0	1728	0	938
12020010415	2020	産業部門	製造業	鉄鋼業	0	16	16	143	0	0	0	10	0	0	0	0	0	0	1158	0	1482
12020010416	2020	産業部門	製造業	非鉄金属	1	2	0	2	0	0	0	25	0	0	0	0	0	0	292	0	325
12020010417	2020	産業部門	製造業	金属製品	1	29	1	44	0	0	0	12	0	0	1	0	0	0	357	0	562
12020010418	2020	産業部門	製造業	一般機械器具	2	13	1	7	0	0	0	9	0	0	0	0	0	0	141	0	534
12020010419	2020	産業部門	製造業	電気機械器具	1	37	0	23	0	0	0	13	0	0	0	0	0	0	369	0	1134
12020010420	2020	産業部門	製造業	輸送用機械器具	47	82	36	139	0	0	0	67	0	0	0	0	0	0	695	0	834
12020010421	2020	産業部門	製造業	精密機械器具	0	2	1	7	0	0	0	0	0	0	0	0	0	0	78	0	258
12020010422	2020	産業部門	製造業	武器製品	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12020010423	2020	産業部門	製造業	その他の製造業	1	3	0	50	0	0	0	1	0	0	0	0	0	0	37	0	217
12020020101	2020	家庭部門	家庭	家庭	0	6150	0	0	0	0	0	5782	0	0	0	0	0	0	95359	0	59042
12020030101	2020	業務部門	業務	事務所ビル	0	923	0	943	0	0	0	75	0	0	0	0	0	0	30024	0	74083
12020030102	2020	業務部門	業務	百貨店	0	1	0	0	0	0	0	0	0	0	0	0	0	0	787	0	1626
12020030103	2020	業務部門	業務	各種商品小売業	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	15
12020030104	2020	業務部門	業務	その他の卸・小売業	0	0	0	4	0	0	0	12	0	0	0	0	0	0	1794	0	3382
12020030105	2020	業務部門	業務	飲食店	0	722	0	293	0	0	0	449	0	0	0	0	0	0	8611	0	6572
12020030106	2020	業務部門	業務	ホテル・旅館等	0	5	0	2	0	0	0	2	0	0	0	0	0	0	6790	0	4981
12020030107	2020	業務部門	業務	学校	0	49	0	28	0	0	0	53	0	0	0	0	0	0	5033	0	8160
12020030108	2020	業務部門	業務	病院・医療施設等	0	34	0	18	0	0	0	4	0	0	0	0	0	0	5336	0	3183
12020030109	2020	業務部門	業務	その他のサービス業	0	23	0	39	0	0	0	7	0	0	0	0	0	0	6942	0	7336
12020040101	2020	運輸部門	自動車	自動車	63319	0	30511	0	0	0	0	5896	0	0	0	0	220	0	0	0	0
12020040201	2020	運輸部門	鉄道	鉄道	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14526
12020040301	2020	運輸部門	船舶	船舶	0	0	136	210	0	851	0	0	0	0	0	0	0	0	0	0	0
12020040401	2020	運輸部門	航空	航空	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0
