区市名,団地名,主な所在地,面積,間取,建設年度,管理戸数,一般,ｼﾙﾊﾞｰﾋﾟｱ,車椅子,主な線,主な駅
府中市,片町一丁目アパート,府中市片町1-2,61,3DK,1985,30,30,,,京王線,府中駅
府中市,府中北山町一丁目アパート,府中市北山町1-4,63,3DK,1986-1988,39,39,,,京王線,府中駅
府中市,府中北山町二丁目アパート,府中市北山町2-21,63,3DK,1988,12,12,,,京王線,府中駅
府中市,府中北山町三丁目アパート,府中市北山町3-27,55-61,3DK,1988,33,33,,,京王線,府中駅
府中市,府中北山町四丁目第２アパート,府中市北山町4-1,61-80,3DK-4DK,1988-1989,135,135,,,京王線,府中駅
府中市,府中北山町四丁目アパート,府中市北山町4-5,58-63,3DK,1986,105,105,,,ＪＲ中央線,西国分寺駅
府中市,府中本町四丁目アパート,府中市本町4-5,56,3DK,1977,24,24,,,ＪＲ南武線・京王線,分倍河原駅
府中市,矢崎町一丁目アパート,府中市矢崎町1-11,34-47,1DK-2DK,2015,68,68,,,ＪＲ武蔵野線・南武線,府中本町
昭島市,昭島宮沢町アパート,昭島市宮沢町1-2,63,3DK,1989,52,52,,,ＪＲ青梅線,昭島駅
昭島市,昭島玉川町アパート,昭島市玉川町1-8,38-50,2DK-3DK,1969-1977,210,210,,,ＪＲ青梅線,東中神駅
昭島市,昭島玉川町二丁目アパート,昭島市玉川町2-9,63,3DK,1989,24,24,,,ＪＲ青梅線,中神駅
昭島市,昭和町一丁目アパート,昭島市昭和町1-10,59-72,3DK-4DK,1981,64,64,,,ＪＲ青梅線,昭島駅
昭島市,昭和町四丁目アパート,昭島市昭和町4-2,61,3DK,1990,18,18,,,ＪＲ青梅線,昭島駅
昭島市,松原町一丁目第３アパート,昭島市松原町1-12,40-75,1DK-4DK,1991-1994,308,281,19,8,ＪＲ青梅線,昭島駅
昭島市,松原町一丁目アパート,昭島市松原町1-5,62,3DK,1986,40,40,,,ＪＲ青梅線,昭島駅
昭島市,松原町一丁目第２アパート,昭島市松原町1-9,58-63,3DK,1988,36,36,,,ＪＲ青梅線,昭島駅
昭島市,上川原町二丁目アパート,昭島市上川原町2-22,38-63,1DK-3DK,1992,61,46,15,,ＪＲ青梅線,昭島駅
昭島市,中神第３アパート,昭島市中神町1237,32-57,1DK-3DK,2006-2013,579,564,15,,ＪＲ青梅線,中神駅
昭島市,中神第２アパート,昭島市中神町1282,38-61,1DK-3DK,1982-1992,297,279,18,,ＪＲ青梅線,東中神駅
昭島市,昭島朝日町四丁目アパート,昭島市朝日町4-14,55-62,2DK-3DK,1983-1986,282,276,,6,ＪＲ青梅線,中神駅
昭島市,昭島東町一丁目アパート,昭島市東町1-15,42-51,3DK,1975-1976,65,65,,,ＪＲ青梅線,西立川駅
昭島市,拝島町三丁目アパート,昭島市拝島町3-10,32-78,1DK-4DK,1995-2008,1247,1192,48,7,ＪＲ青梅線,拝島駅
昭島市,美堀町二丁目アパート,昭島市美堀町2-17,58-70,2DK-3DK,1998,69,69,,,西武拝島線,西武立川駅
昭島市,美堀町四丁目アパート,昭島市美堀町4-20,33-78,1DK-4DK,1994-2001,179,151,24,4,ＪＲ青梅線,昭島駅
昭島市,昭島福島町アパート,昭島市福島町1003-4,34-57,1DK-3DK,2013-2017,372,372,,,ＪＲ青梅線,東中神駅
調布市,下石原第２アパート,調布市下石原1-15,48-62,3DK,1978-1980,130,130,,,京王線,調布駅
調布市,菊野台一丁目アパート,調布市菊野台1-7,62,3DK,1981,20,20,,,京王線,柴崎駅
調布市,国領町三丁目第２アパート,調布市国領町3-17,33-63,1DK-3DK,2004-2010,296,296,,,京王線,国領駅
調布市,調布くすのきアパート,調布市国領町3-8,45-56,2DK-3DK,1973-1977,1374,1368,,6,京王線,国領駅
調布市,国領町三丁目アパート,調布市国領町3-8,38-55,1DK-2DK,1994,16,0,16,,京王線,国領駅
調布市,国領町八丁目アパート,調布市国領町8-1,35-63,1DK-3DK,2001,32,29,,3,京王線,国領駅
調布市,佐須町アパート,調布市佐須町4-1,55-62,3DK,1982,84,84,,,京王線,国領駅
調布市,調布柴崎一丁目アパート,調布市柴崎1-7,51-62,3DK,1980,51,51,,,京王線,柴崎駅
調布市,調布柴崎二丁目アパート,調布市柴崎2-7,48-61,3DK,1977-1989,99,99,,,京王線,つつじケ丘駅
調布市,調布若葉町二丁目アパート,調布市若葉町2-4,51-58,3DK,1981,39,39,,,京王線,仙川駅
調布市,上石原一丁目アパート,調布市上石原1-16,61,3DK,1981,30,30,,,京王線,西調布駅
調布市,上石原一丁目第２アパート,調布市上石原1-42,61,3DK,1984,21,21,,,京王線,西調布駅
調布市,調布深大寺町第２アパート,調布市深大寺元町4-35,51-62,3DK,1981,57,57,,,京王線,調布駅
調布市,調布深大寺町アパート,調布市深大寺東町8-24,51-62,3DK,1980,128,128,,,京王線,調布駅
調布市,染地一丁目アパート,調布市染地1-1,38-60,1DK-3DK,1979-1992,123,108,15,,京王線,調布駅
調布市,染地三丁目アパート,調布市染地3-3,48-55,3DK,1977-1978,223,223,,,京王線,調布駅
調布市,調布多摩川三丁目アパート,調布市多摩川3-20,55-63,3DK,1984,143,143,,,京王相模原線,京王多摩川駅
調布市,調布ケ丘二丁目アパート,調布市調布ケ丘2-28,55-62,3DK,1982,48,48,,,京王線,調布駅
調布市,調布ケ丘二丁目第２アパート,調布市調布ケ丘2-36,59,3DK,1982,17,17,,,京王線,布田駅
調布市,東つつじケ丘二丁目アパート,調布市東つつじケ丘2-32,51-62,3DK,1980,42,42,,,京王線,つつじケ丘駅
調布市,入間町二丁目アパート,調布市入間町2-2,55-63,2DK-3DK,1983-1985,240,240,,,京王線,仙川駅
調布市,入間町三丁目アパート,調布市入間町3-3,59,3DK,1982,18,18,,,京王線,仙川駅
調布市,国領町アパート,調布市八雲台1-23,55-59,3DK,1982,42,42,,,京王線,布田駅
調布市,調布富士見町一丁目アパート,調布市富士見町1-8,55,3DK,1978,8,8,,,京王線,西調布駅
調布市,調布富士見町二丁目アパート,調布市富士見町2-23,58-63,3DK,1986,44,44,,,京王線,調布駅
調布市,調布富士見町三丁目アパート,調布市富士見町3-17,62,3DK,1980,24,24,,,京王線,調布駅
調布市,調布富士見町三丁目第２アパート,調布市富士見町3-19,51-56,3DK,1980-1981,120,120,,,京王線,調布駅
調布市,調布富士見町三丁目第３アパート,調布市富士見町3-21,63,3DK,1982,32,32,,,京王線,調布駅
調布市,調布富士見町四丁目アパート,調布市富士見町4-14,51-62,3DK,1980,39,39,,,京王線,調布駅
調布市,調布富士見町四丁目第２アパート,調布市富士見町4-6,51-65,3DK-4DK,1980,74,74,,,京王線,調布駅
調布市,仙川アパート,調布市緑ケ丘2-25,48-68,3DK-4DK,1961-1964,313,313,,,京王線,仙川駅
調布市,調布緑ケ丘二丁目アパート,調布市緑ケ丘2-25,34-57,1DK-3DK,2012-2014,343,343,,,京王線,仙川駅
町田市,八幡平アパート,町田市下小山田町3567-1,63,3DK,1988,70,70,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,玉川学園三丁目アパート,町田市玉川学園3-34,59-75,2DK-4DK,1993,99,99,,,小田急小田原線,玉川学園前駅
町田市,町田金森一丁目アパート,町田市金森1-19,42-74,1DK-4DK,1991-1995,263,225,30,8,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第４アパート,町田市金森2-23,55-59,3DK,1983,66,66,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,町田金森第２アパート,町田市金森2-31,48-55,3DK,1977,57,57,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第５アパート,町田市金森2-34,55-63,3DK,1984-1986,242,242,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第１０アパート,町田市金森3-45,42-74,1LDK-4DK,1995,63,60,,3,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第７アパート,町田市金森4-4,62,3DK,1985,90,90,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第８アパート,町田市金森4-8,35-82,1DK-4DK,1993-1994,238,183,50,5,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第６アパート,町田市金森7-18,42-71,1LDK-4DK,1986-1995,486,480,,6,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第３アパート,町田市金森7-19,48-60,3DK,1979,120,120,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,町田金森アパート,町田市金森7-6,36,2DK,1971,16,16,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,高ケ坂アパート,町田市金森東1-28,35-74,1DK-4DK,1996,270,230,40,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第９アパート,町田市金森東2-23,43-81,1LDK-4DK,1995,72,72,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,金森第１１アパート,町田市金森東2-26,35-74,1DK-4DK,1997-1999,256,214,40,2,ＪＲ横浜線,成瀬駅
町田市,原町田二丁目アパート,町田市原町田2-26,55-61,3DK,1986,45,45,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,高ケ坂第２アパート,町田市高ケ坂7-28,34-74,1DK-4DK,2000-2001,269,225,40,4,ＪＲ横浜線・小田急小田原線,町田駅
町田市,山崎町第２アパート,町田市山崎町457,55-79,2DK-4DK,1988-1990,338,328,,10,小田急小田原線,町田駅
町田市,山崎町アパート,町田市山崎町840,55-60,3DK,1977,207,207,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,町田小川アパート,町田市小川5-13,36-70,1DK-3DK,1993,61,41,20,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野二丁目第２アパート,町田市森野2-17,63,3DK,1983,32,32,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野二丁目アパート,町田市森野2-2,55,3DK,1977,173,173,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野二丁目第３アパート,町田市森野2-30,63,3DK,1983,15,15,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,木曽森野第２アパート,町田市森野4-6,46-63,2DK-3DK,1989-1990,158,158,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野四丁目アパート,町田市森野4-8,43-74,1DK-4DK,1996,173,147,20,6,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野五丁目第２アパート,町田市森野5-10,54-77,2DK-4DK,1993,63,63,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野五丁目アパート,町田市森野5-13,47-77,2DK-4DK,1992,106,103,,3,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野五丁目第３アパート,町田市森野5-27,42-74,1DK-4DK,1996,104,84,20,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,森野六丁目アパート,町田市森野6-62,37-77,1DK-4DK,1993,160,135,20,5,ＪＲ横浜線・小田急小田原線,町田駅
町田市,成瀬アパート,町田市成瀬7-10,51-62,2DK-4DK,1976-1978,713,697,,16,ＪＲ横浜線・小田急小田原線,町田駅
町田市,成瀬第２アパート,町田市西成瀬2-47,62,3DK,1982,51,51,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,武蔵岡アパート,町田市相原町3190,55-61,3DK,1978-1990,948,948,,,ＪＲ横浜線,相原駅
町田市,町田中町三丁目第４アパート,町田市中町3-10,63,3DK,1984,43,43,,,小田急小田原線,町田駅
町田市,町田中町三丁目第３アパート,町田市中町3-17,63,3DK,1983,15,15,,,小田急小田原線,町田駅
町田市,町田中町三丁目アパート,町田市中町3-19,63,3DK,1983,32,32,,,小田急小田原線,町田駅
町田市,町田中町三丁目第２アパート,町田市中町3-20,63,3DK,1983,30,30,,,小田急小田原線,町田駅
町田市,町田中町四丁目第２アパート,町田市中町4-2,47-81,1DK-4DK,1994,22,20,,2,小田急小田原線,町田駅
町田市,町田中町四丁目アパート,町田市中町4-7,48-59,3DK,1979-1980,190,190,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,忠生二丁目アパート,町田市忠生2-26,51-56,2DK-3DK,1977,30,24,,6,ＪＲ横浜線・小田急小田原線,町田駅
町田市,忠生三丁目アパート,町田市忠生3-6,55,3DK,1977,55,55,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,忠生四丁目アパート,町田市忠生4-10,55-62,3DK-4DK,1977,131,131,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,南大谷アパート,町田市南大谷264,43-79,1DK-4DK,1994-1996,308,265,40,3,小田急小田原線,町田駅
町田市,本町田アパート,町田市本町田771,61-63,3DK,1987,45,45,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,町田中里橋アパート,町田市木曽西1-33,36-39,2DK-3DK,1971,174,174,,,ＪＲ横浜線・小田急小田原線,町田駅
町田市,木曽森野第１アパート,町田市木曽東1-1,37-78,1DK-4DK,1987-1994,924,901,20,3,ＪＲ横浜線・小田急小田原線,町田駅
小金井市,小金井貫井南町四丁目アパート,小金井市貫井南町4-21,63,3DK,1985,24,24,,,ＪＲ中央線,武蔵小金井駅
小金井市,小金井貫井北町三丁目第２アパート,小金井市貫井北町3-24,61-75,3DK-4DK,1987,9,9,,,ＪＲ中央線,武蔵小金井
小金井市,小金井貫井北町三丁目第１アパート,小金井市貫井北町3-27,63,3DK,1987,21,21,,,ＪＲ中央線,武蔵小金井
小金井市,小金井桜町二丁目アパート,小金井市桜町2-4,58,3DK,1987,21,21,,,ＪＲ中央線,武蔵小金井
小金井市,小金井前原町三丁目アパート,小金井市前原町3-7,55-75,3DK-4DK,1984-1985,123,123,,,ＪＲ中央線,武蔵小金井駅
小金井市,小金井中町二丁目アパート,小金井市中町2-1,61,3DK,1981,30,30,,,ＪＲ中央線,東小金井駅
小金井市,小金井東町一丁目アパート,小金井市東町1-39,55-63,3DK,1986,59,59,,,西武多摩川線,新小金井駅
小金井市,小金井東町二丁目アパート,小金井市東町2-4,55-75,3DK-4DK,1981-1983,153,153,,,西武多摩川線,新小金井駅
小金井市,小金井東町三丁目第２アパート,小金井市東町3-10,55-62,3DK,1981,45,45,,,ＪＲ中央線,東小金井駅
小金井市,小金井東町三丁目アパート,小金井市東町3-15,55,3DK,1977,24,24,,,ＪＲ中央線,東小金井駅
小金井市,小金井東町四丁目アパート,小金井市東町4-30,62,3DK,1982,36,36,,,ＪＲ中央線,東小金井駅
小金井市,小金井本町二丁目アパート,小金井市本町2-15,39,3DK,1970-1971,49,49,,,ＪＲ中央線,武蔵小金井駅
小金井市,小金井本町四丁目アパート,小金井市本町4-14,58-62,3DK,1992,12,12,,,ＪＲ中央線,武蔵小金井駅
小金井市,小金井本町五丁目アパート,小金井市本町5-26,44-61,2DK-3DK,1987,18,18,,,ＪＲ中央線,武蔵小金井駅
小金井市,小金井緑町三丁目アパート,小金井市緑町3-11,59,3DK,1979-1981,30,30,,,ＪＲ中央線,武蔵小金井駅
小平市,たかの台アパート,小平市たかの台8-1,55-63,3DK,1988-1995,66,66,,,西武国分寺線,鷹の台駅
小平市,花小金井四丁目アパート,小平市花小金井4-21,35-74,1DK-4DK,1998-1999,202,158,40,4,西武新宿線,花小金井駅
小平市,花小金井六丁目アパート,小平市花小金井6-29,57-74,2DK-4DK,1994,53,53,,,西武新宿線,花小金井駅
小平市,花小金井南町二丁目アパート,小平市花小金井南町2-20,57-74,2DK-4DK,1994,25,25,,,西武新宿線,花小金井駅
小平市,学園西町一丁目アパート,小平市学園西町1-28,55,3DK,1979,27,27,,,西武多摩湖線,一橋学園駅
小平市,学園西町一丁目第２アパート,小平市学園西町1-36,33-63,1DK-3DK,1993,42,24,18,,西武多摩湖線,一橋学園駅
小平市,学園西町二丁目アパート,小平市学園西町2-26,55,3DK,1979,30,30,,,西武多摩湖線,一橋学園駅
小平市,学園東町アパート,小平市学園東町516,58-61,3DK,1988,42,42,,,西武新宿線,小平駅
小平市,学園東町第２アパート,小平市学園東町57-2,31-63,1DK-3DK,1991,43,29,14,,西武多摩湖線,「一橋学園」または「青梅街道」
小平市,学園東町第３アパート,小平市学園東町658,57,2DK,1995,24,24,,,西武多摩湖線,一橋学園駅または青梅街道駅
小平市,小川西町一丁目アパート,小平市小川西町1-25,49-76,2DK-4DK,1989-1991,195,195,,,西武拝島線・西武国分寺線,小川駅
小平市,小川西町二丁目アパート,小平市小川西町2-2,32-77,1DK-4DK,1990-1993,411,377,21,13,西武拝島線・西武国分寺線,小川駅
小平市,小川西町二丁目第２アパート,小平市小川西町2-29,32-76,1DK-4DK,1993,62,40,20,2,西武拝島線・西武国分寺線,小川駅
小平市,小川西町四丁目アパート,小平市小川西町4-18,42-74,1DK-4DK,1996,126,104,20,2,西武拝島線・西武国分寺線,小川駅
小平市,小川西町五丁目アパート,小平市小川西町5-39,32-76,1DK-4DK,1992,366,318,40,8,西武拝島線・西武国分寺線,小川駅
小平市,小川町一丁目アパート,小平市小川町1-89,55-61,3DK,1988,70,70,,,西武拝島線,東大和市駅
小平市,小川町二丁目アパート,小平市小川町2-1215,59,3DK,1992,54,54,,,ＪＲ武蔵野線,新小平駅
小平市,小川東町アパート,小平市小川東町1805,55-75,2DK-4DK,1987,96,95,,1,西武拝島線・西武多摩湖線,萩山駅
小平市,小川東町二丁目アパート,小平市小川東町2-1,55-75,2DK-4DK,1986-1989,405,403,,2,西武多摩湖線,八坂駅
小平市,上水南町一丁目アパート,小平市上水南町1-11,50-75,2DK-4DK,1990,81,81,,,西武多摩湖線,一橋学園駅
小平市,上水南町アパート,小平市上水南町3-1,55,3DK,1977,66,66,,,ＪＲ中央線,国分寺駅
小平市,上水本町アパート,小平市上水本町1-30,55-61,3DK,1985,31,31,,,西武国分寺線,鷹の台駅
小平市,上水本町五丁目アパート,小平市上水本町5-10,55-61,3DK,1987,158,158,,,ＪＲ中央線,国分寺駅
小平市,大沼町一丁目第３アパート,小平市大沼町1-1,35-73,1DK-4DK,1998,227,206,21,,西武新宿線,小平駅
小平市,大沼町二丁目アパート,小平市大沼町2-30,35-62,1DK-3DK,1999,65,65,,,西武新宿線,小平駅
小平市,大沼町一丁目アパート,小平市大沼町7-1,32-77,1DK-4DK,1991-1997,855,788,55,12,西武新宿線,小平駅
小平市,中島町アパート,小平市中島町27-27,36-76,1DK-4DK,1991-1994,222,196,20,6,西武拝島線,東大和市駅
小平市,小平仲町アパート,小平市仲町76,58-63,3DK,1987,48,48,,,西武新宿線,小平駅
小平市,津田町一丁目アパート,小平市津田町1-24,55-61,3DK,1988,60,60,,,西武国分寺線,鷹の台駅
小平市,津田町三丁目アパート,小平市津田町3-10,55-76,2DK-4DK,1982-1994,657,657,,,西武多摩湖線,一橋学園駅
小平市,小平天神町二丁目アパート,小平市天神町2-15,42-74,1LDK-4DK,1994,111,111,,,西武新宿線,小平駅
小平市,大沼町一丁目第２アパート,小平市天神町2-25,57-70,2DK-3DK,1994,28,28,,,西武新宿線,小平駅
小平市,小平天神町二丁目第２アパート,小平市天神町3-2,42-74,1LDK-4DK,1995,56,56,,,西武新宿線,小平駅
小平市,美園町一丁目第２アパート,小平市美園町1-19,42-74,1LDK-4DK,1995,105,105,,,西武新宿線,小平駅
小平市,美園町一丁目アパート,小平市美園町1-8,50-75,2DK-4DK,1990,198,198,,,西武新宿線,小平駅
小平市,小平鈴木町一丁目アパート,小平市鈴木町1-148,36,2DK,1971,112,112,,,西武新宿線,小平駅
小平市,鈴木町二丁目アパート,小平市鈴木町2-772,35-80,1DK-4DK,1998,51,51,,,西武新宿線,花小金井駅
日野市,日野栄町二丁目アパート,日野市栄町2-16,38-63,1DK-3DK,1990-1992,152,122,24,6,ＪＲ中央線,日野駅
日野市,日野三沢アパート,日野市三沢1130-2,38-41,2K-3DK,1971,148,148,,,京王線,百草園駅
日野市,日野新井アパート,日野市新井3-1,33-37,2DK-3DK,1968,296,296,,,京王線,高幡不動駅
日野市,日野新井アパート,日野市新井3-1,34-57,1DK-3DK,2018,98,98,,,多摩都市モノレール,高幡不動駅
日野市,日野新町一丁目アパート,日野市新町1-13,35-74,1DK-4DK,1997-2002,460,411,49,,ＪＲ中央線,日野駅
日野市,日野神明三丁目アパート,日野市神明3-8,34-64,1DK-3DK,1994,45,45,,,ＪＲ中央線,日野駅
日野市,多摩平一丁目アパート,日野市多摩平1-10,59-61,3DK,1982-1984,86,86,,,ＪＲ中央線,豊田駅
日野市,多摩平四丁目アパート,日野市多摩平4-9,33-54,1DK-2DK,2001,162,162,,,ＪＲ中央線,日野駅
日野市,多摩平六丁目アパート,日野市多摩平6-14,63,3DK,1989,26,26,,,ＪＲ中央線,豊田駅
日野市,日野大坂上三丁目アパート,日野市大坂上3-11,34-72,1DK-4DK,1991-2001,399,352,41,6,ＪＲ中央線,日野駅
日野市,日野百草アパート,日野市百草1245-1,38-57,1DK-3DK,1993,28,28,,,京王線,百草園駅
日野市,日野平山四丁目アパート,日野市平山4-18,35-79,1DK-4DK,1995-2000,315,259,50,6,京王線,南平駅
日野市,日野平山アパート,日野市平山4-20,33-63,2DK-4DK,1969-1973,195,195,,,京王線,南平駅
日野市,日野万願寺アパート,日野市万願寺6-17,57-63,3DK,1992,54,54,,,京王線,高幡不動駅
日野市,落川アパート,日野市落川1415,55-63,3DK,1985,50,50,,,京王線,百草園駅
日野市,落川第２アパート,日野市落川810,38-62,1DK-3DK,1990-1992,211,176,29,6,京王線,百草園駅
東村山市,東村山栄町一丁目アパート,東村山市栄町1-22,55-63,3DK,1985-1992,83,83,,,西武新宿線,久米川駅
東村山市,東村山栄町二丁目第２アパート,東村山市栄町2-23,61,3DK,1986,60,60,,,西武新宿線,久米川駅
東村山市,東村山栄町二丁目アパート,東村山市栄町2-33,61-63,3DK,1986,45,45,,,西武新宿線,久米川駅
東村山市,東村山栄町二丁目第３アパート,東村山市栄町2-35,55-63,3DK,1987,41,41,,,西武新宿線,久米川駅
東村山市,東村山栄町二丁目第４アパート,東村山市栄町2-37,61,3DK,1987,24,24,,,西武新宿線,久米川駅
東村山市,東村山栄町三丁目第３アパート,東村山市栄町3-13,48-74,2DK-4DK,1987,72,68,,4,西武新宿線,久米川駅
東村山市,東村山栄町三丁目アパート,東村山市栄町3-14,55-61,3DK,1988,73,73,,,西武新宿線,久米川駅
東村山市,東村山栄町三丁目第２アパート,東村山市栄町3-15,63,3DK,1986,28,28,,,西武新宿線,久米川駅
東村山市,恩多町二丁目アパート,東村山市恩多町2-1,57-77,2DK-4DK,1992,110,107,,3,西武新宿線,久米川駅
東村山市,恩多町三丁目アパート,東村山市恩多町3-3,61-63,3DK,1988,34,34,,,西武新宿線,久米川駅
東村山市,恩多町五丁目アパート,東村山市恩多町5-40,35-74,1DK-4DK,1996-1998,201,201,,,西武新宿線,久米川駅
東村山市,廻田町三丁目アパート,東村山市廻田町3-17,49-73,2DK-4DK,1990-1992,72,72,,,西武多摩湖線,武蔵大和駅
東村山市,廻田町四丁目アパート,東村山市廻田町4-19,58-63,3DK,1989,56,56,,,西武新宿線,東村山駅
東村山市,久米川一丁目アパート,東村山市久米川町1-50,42-70,1LDK-3DK,1992-1995,165,165,,,西武新宿線,久米川駅
東村山市,秋津町一丁目アパート,東村山市秋津町1-28,51-60,3DK,1980,42,42,,,西武池袋線,秋津駅
東村山市,秋津町一丁目第２アパート,東村山市秋津町1-28,42-74,1LDK-4DK,1996,29,29,,,西武池袋線,秋津駅
東村山市,秋津町五丁目アパート,東村山市秋津町5-1,51-62,2DK-3DK,1981,93,89,,4,西武池袋線,秋津駅
東村山市,東村山諏訪町一丁目第２アパート,東村山市諏訪町1-11,37-63,1DK-3DK,1993,54,54,,,西武新宿線,東村山駅
東村山市,東村山諏訪町一丁目アパート,東村山市諏訪町1-6,49-76,2DK-4DK,1990-1993,214,214,,,西武新宿線,東村山駅
東村山市,青葉町三丁目アパート,東村山市青葉町3-1,48-55,3DK,1978,64,64,,,西武新宿線・西武池袋線,所沢駅
東村山市,多摩湖町一丁目アパート,東村山市多摩湖町1-23,36-39,2DK,1971,54,54,,,西武西武園線,西武園駅
東村山市,多摩湖町一丁目第２アパート,東村山市多摩湖町1-31,49-76,2DK-4DK,1992,194,190,,4,西武西武園線,西武園駅
東村山市,多摩湖町四丁目アパート,東村山市多摩湖町4-3,32-74,1DK-4DK,2001-2003,170,150,20,,西武西武園線,西武園駅
東村山市,東村山萩山町一丁目アパート,東村山市萩山町1-14,55-63,3DK,1985,48,48,,,西武拝島線・新宿線,小平駅
東村山市,東村山萩山町一丁目第２アパート,東村山市萩山町1-21,35-74,1DK-4DK,1998,38,38,,,西武新宿線,小平駅
東村山市,東村山萩山町二丁目アパート,東村山市萩山町2-13,48-62,2DK-3DK,1975-1981,233,229,,4,西武拝島線,萩山駅
東村山市,東村山萩山町三丁目アパート,東村山市萩山町3-17,55-74,2DK-4DK,1983,364,358,,6,西武多摩湖線,八坂駅
東村山市,東村山萩山町三丁目第２アパート,東村山市萩山町3-6,57,3DK,1991,17,17,,,西武拝島線,萩山駅
東村山市,美住町一丁目第２アパート,東村山市美住町1-3,34-74,1DK-4DK,1986-1999,408,408,,,西武多摩湖線,八坂駅
東村山市,美住町一丁目第３アパート,東村山市美住町1-4,42-74,1DK-4DK,1996,201,197,,4,西武多摩湖線,八坂駅
東村山市,美住町一丁目アパート,東村山市美住町1-5,55-63,3DK,1985,69,69,,,西武多摩湖線,八坂駅
東村山市,東村山富士見町第２アパート,東村山市富士見町1-7,55,3DK,1977,14,14,,,西武拝島線・西武国分寺線,小川駅
東村山市,東村山富士見町二丁目アパート,東村山市富士見町2-3,63,3DK,1993,30,30,,,西武新宿線,久米川駅
東村山市,東村山富士見町アパート,東村山市富士見町2-9,42-63,3DK-4DK,1975,81,81,,,西武拝島線・西武国分寺線,小川駅
東村山市,東村山富士見町五丁目アパート,東村山市富士見町5-4,55-61,3DK,1983,95,95,,,西武多摩湖線,八坂駅
東村山市,東村山本町アパート,東村山市本町4-1,33-76,1DK-4DK,1993-2002,1956,1857,78,21,西武新宿線,久米川駅
東村山市,野口町二丁目アパート,東村山市野口町2-12,48-74,2DK-4DK,1988-1992,154,154,,,西武新宿線,東村山駅
国分寺市,戸倉一丁目アパート,国分寺市戸倉1-22,58-63,3DK,1987-1988,111,111,,,西武国分寺線,恋ケ窪駅
国分寺市,戸倉一丁目第２アパート,国分寺市戸倉1-24,63,3DK,1988,54,54,,,西武国分寺線,恋ケ窪駅
国分寺市,戸倉四丁目アパート,国分寺市戸倉4-24,63,3DK,1990,36,36,,,西武国分寺線,恋ケ窪駅
国分寺市,西元町四丁目アパート,国分寺市西元町4-6,53-63,2DK-3DK,1994,21,21,,,ＪＲ中央線,西国分寺駅
国分寺市,国分寺西町一丁目アパート,国分寺市西町1-2,48-59,3DK,1980-1981,23,23,,,ＪＲ中央線,国立駅
国分寺市,国分寺西町五丁目アパート,国分寺市西町5-22,57-75,2DK-4DK,1989-1991,178,174,,4,ＪＲ中央線,立川駅
国分寺市,泉町一丁目アパート,国分寺市泉町1-20,63,3DK,1985,33,33,,,ＪＲ中央線,国分寺駅
国分寺市,泉町二丁目アパート,国分寺市泉町2-7,37-74,1DK-4DK,1997-1998,425,367,50,8,ＪＲ中央線,西国分寺駅
国分寺市,泉町三丁目アパート,国分寺市泉町3-31,55-64,3DK,1984-1986,201,201,,,ＪＲ中央線,西国分寺駅
国分寺市,東元町一丁目第２アパート,国分寺市東元町1-3,61,3DK,1986,18,18,,,ＪＲ中央線,国分寺駅
国分寺市,東元町一丁目アパート,国分寺市東元町1-33,55,3DK,1984,18,18,,,ＪＲ中央線,国分寺駅
国分寺市,国分寺内藤一丁目第４アパート,国分寺市内藤1-1,53-63,2DK-3DK,1995,24,24,,,ＪＲ中央線,国分寺駅
国分寺市,国分寺内藤一丁目アパート,国分寺市内藤1-15,62,3DK,1991,23,23,,,ＪＲ中央線,西国分寺駅
国分寺市,国分寺内藤一丁目第２アパート,国分寺市内藤1-6,63,3DK,1991,18,18,,,ＪＲ中央線,国分寺駅
