全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_英字,分別区分,備考
133035,133035GMLT001739,瑞穂町,全域,ポット（苗木用）,Pot (for saplings),容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001740,瑞穂町,全域,ポット（魔法瓶）,Pot (thermos),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001749,瑞穂町,全域,ポテトチップスの紙筒,Food tube for crisps,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001750,瑞穂町,全域,ポテトチップスの袋 プラスチック,Bag of potato chips Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001755,瑞穂町,全域,ポリタンク 50cm以上のもの,Polyethylene tanks 50 cm or larger,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001754,瑞穂町,全域,ポリタンク 50cm未満のもの,Polyethylene tanks less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001757,瑞穂町,全域,ポリバケツ・ポリ容器 50cm以上のもの,Polyethylene buckets/polyethylene containers 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001756,瑞穂町,全域,ポリバケツ・ポリ容器 50cm未満のもの,Polyethylene buckets/polyethylene containers less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001758,瑞穂町,全域,ポリ袋,Plastic bag,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001761,瑞穂町,全域,ポロシャツ,Polo shirt,布,透明又は半透明の袋に入れる ※汚れているものは燃やせるごみへ
133035,133035GMLT001768,瑞穂町,全域,ポンプ（家庭用小型）,Pump (small size for home use),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001706,瑞穂町,全域,ポータブルCD・MD,Portable CDs and MDs,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001708,瑞穂町,全域,ポータブルトイレ 50cm以上のもの,Portable toilets 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001707,瑞穂町,全域,ポータブルトイレ 50cm未満のもの,Portable toilets less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001709,瑞穂町,全域,ポーチ 革・ビニール・ナイロン,"Pouch Leather, Vinyl, Nylon",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001711,瑞穂町,全域,ポーチ 布,Pouch Cloth,布,透明又は半透明の袋に入れる
133035,133035GMLT001710,瑞穂町,全域,ポーチ プラスチック,Pouch Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001778,瑞穂町,全域,マイク,Microphone,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001779,瑞穂町,全域,マウス（パソコン用）,Mouse (for PC),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001780,瑞穂町,全域,巻尺,Tape measure,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001781,瑞穂町,全域,巻きす（すし巻き）,Maki-zu (sushi roll),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001786,瑞穂町,全域,まくら 50cm以上のもの,Pillow 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001785,瑞穂町,全域,まくら 50cm未満のもの,Pillow less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001787,瑞穂町,全域,まくらカバー,Pillowcase,布,透明又は半透明の袋に入れる
133035,133035GMLT001788,瑞穂町,全域,枕木,Sleeper,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001782,瑞穂町,全域,マグカップ 金属,Mugs Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001783,瑞穂町,全域,マグカップ プラスチック・陶器,"Mugs Plastic, Ceramic",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001784,瑞穂町,全域,マグネット（磁石）,Magnet (Magnet),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001789,瑞穂町,全域,孫の手 木・竹,"Sun hand Wood, Bamboo",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001790,瑞穂町,全域,孫の手 プラスチック,Grandson's hand Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001791,瑞穂町,全域,マジックペン,Felt-tip pen,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001792,瑞穂町,全域,マスク,Mask,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001793,瑞穂町,全域,まち針 金属,Marking pin,金属,バケツ・カゴなどに入れる ※紙や布などに包み、表示（「キケン」など）をする
133035,133035GMLT001795,瑞穂町,全域,マッサージ機 50cm以上のもの,Massage machine 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001794,瑞穂町,全域,マッサージ機 50cm未満のもの,Massage machine Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001796,瑞穂町,全域,マッチ,Match (to light fire with),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001799,瑞穂町,全域,マット 50cm以上のもの,Mat 50 cm or larger,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001797,瑞穂町,全域,マット 金属,Mat Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001798,瑞穂町,全域,マット ビニール・ゴム,Mat Vinyl Rubber,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001801,瑞穂町,全域,マットレス 50cm以上のもの,Mattress 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001800,瑞穂町,全域,マットレス 50cm未満のもの,Mattress Less than 50 cm,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001802,瑞穂町,全域,松葉杖,Crutch(es),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001804,瑞穂町,全域,窓ガラス 50cm以上のもの,Window glass 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001803,瑞穂町,全域,窓ガラス 50cm未満のもの,Window glass Less than 50 cm,ガラス,バケツ・カゴなどに入れる
133035,133035GMLT001805,瑞穂町,全域,窓付き封筒 紙,Envelope with window Paper,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001806,瑞穂町,全域,窓付き封筒 ビニール（マークなし）,Window envelope Vinyl (unmarked),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001807,瑞穂町,全域,窓付き封筒 ビニール（マーク入り）,Envelope with window Vinyl (marked),容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001808,瑞穂町,全域,まな板 ゴム・木,Cutting board Rubber/wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001809,瑞穂町,全域,まな板 プラスチック,Cutting board Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001810,瑞穂町,全域,マニキュアの容器 ガラス,Nail polish container Glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる ※汚れのとれないものは燃やせないごみへ
133035,133035GMLT001811,瑞穂町,全域,マニキュアの容器のふた プラスチック,Nail polish container lid Plastic,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001812,瑞穂町,全域,マネキン,Mannequin,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001813,瑞穂町,全域,マネキン（頭部のみ）,Mannequin (head only),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001814,瑞穂町,全域,マフラー（自動車・バイク用）,Mufflers (for automobiles and motorcycles),処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001815,瑞穂町,全域,マフラー（防寒用）,Scarf (for protection against cold),布,透明又は半透明の袋に入れる
133035,133035GMLT001816,瑞穂町,全域,魔法びん,Vacuum flask,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001817,瑞穂町,全域,豆炭,(oval) charcoal briquette,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001818,瑞穂町,全域,豆電球,Midget lamp,有害ごみ,透明又は半透明の袋に入れる
133035,133035GMLT001819,瑞穂町,全域,マヨネーズの外袋,Outer bag for mayonnaise,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001821,瑞穂町,全域,マヨネーズの容器 ガラス,Mayonnaise container Glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001820,瑞穂町,全域,マヨネーズの容器 プラスチック,Mayonnaise container Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001822,瑞穂町,全域,マルチ（農業用ビニール類）,Mulch (agricultural vinyl),処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001823,瑞穂町,全域,マンガ本・マンガ雑誌,Manga Books & Magazines,雑誌,ひもで束ねる
133035,133035GMLT001824,瑞穂町,全域,マンドリン（楽器）,Mandolin (musical instrument),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001825,瑞穂町,全域,万年筆,Fountain pen,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001826,瑞穂町,全域,万歩計,Pedometer,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001771,瑞穂町,全域,マーカーペン,Marker pen,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001772,瑞穂町,全域,マーガリンの容器 紙（外箱）,Margarine container Paper (outer box),雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001773,瑞穂町,全域,マーガリンの容器 紙（包み紙）,Margarine container Paper (wrapper),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001774,瑞穂町,全域,マーガリンの容器 プラスチック（容器）,Margarine container Plastic (container),容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001775,瑞穂町,全域,麻雀卓・麻雀台,Mahjong tables and tables,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001776,瑞穂町,全域,麻雀パイ 象牙,Mahjong Pie Ivory,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001777,瑞穂町,全域,麻雀パイ プラスチック,Mahjong Pie Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001827,瑞穂町,全域,みかんの入ったネット（網）,Net (net) containing oranges,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001828,瑞穂町,全域,ミキサー（ジューサー）,Mixer (Juicer),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001829,瑞穂町,全域,ミシン,Sewing machine,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001830,瑞穂町,全域,水切り器（シンクコーナー用） 金属,Drainer (for sink corner) Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001831,瑞穂町,全域,水切り器（シンクコーナー用） プラスチック,Drainer (for sink corner) Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001832,瑞穂町,全域,水切りネット,Drainage net,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001833,瑞穂町,全域,水枕,Water-filled pillow,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001835,瑞穂町,全域,水ようかんの容器 金属,Container for water beverages Metal,カン,バケツ・カゴなどに入れる
133035,133035GMLT001834,瑞穂町,全域,水ようかんの容器 紙（コーティングされているカップ）,Containers for water yokans Paper (coated cups),燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001836,瑞穂町,全域,水ようかんの容器 プラスチック,Water Yokan Container Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001837,瑞穂町,全域,味噌の袋,Pack of Miso,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001838,瑞穂町,全域,味噌の容器 プラスチック,Miso containers Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001839,瑞穂町,全域,密閉袋,Airtight bag,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001840,瑞穂町,全域,ミニカー・ミニチュアカー,Minicars & Miniature Cars,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001842,瑞穂町,全域,ミニコンポ 50cm以上のもの,Mini-component 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001841,瑞穂町,全域,ミニコンポ 50cm未満のもの,Mini-component less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001844,瑞穂町,全域,ミニディスク（MD） ケース,MiniDisc (MD) Case,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001843,瑞穂町,全域,ミニディスク（MD） 本体,MiniDisc (MD) Main unit,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001847,瑞穂町,全域,耳かき 木,Earpick Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001845,瑞穂町,全域,耳かき 金属,Earpicks Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001846,瑞穂町,全域,耳かき プラスチック,Earwax Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001848,瑞穂町,全域,みりん風調味料 ガラス,Mirin-like seasoning Glass,ビン,中身をカラにし、きれいに洗って、バケツ・カゴなどに入れる
133035,133035GMLT001849,瑞穂町,全域,みりん風調味料 プラスチック,Mirin-like seasoning Plastic,容器包装プラスチック,きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001850,瑞穂町,全域,みりん風調味料 ペットボトル,"Mirin-like seasoning, PET bottle",ペットボトル,きれいに洗って、透明又は半透明の袋に入れる
133035,133035GMLT001851,瑞穂町,全域,ミルク缶,Milk can,カン,バケツ・カゴなどに入れる
133035,133035GMLT001852,瑞穂町,全域,麦わら帽子,Straw hat,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001853,瑞穂町,全域,虫かご プラスチック,Insect cage Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001855,瑞穂町,全域,蒸し器 木,Steamer Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001854,瑞穂町,全域,蒸し器 金属,Steamer Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001858,瑞穂町,全域,虫取り網 50cm以上のもの,Insect net 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001856,瑞穂町,全域,虫取り網 木・竹,"Insect nets Wood, bamboo",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001857,瑞穂町,全域,虫取り網 プラスチック,Insect net Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001859,瑞穂町,全域,虫ピン,Pin,金属,バケツ・カゴなどに入れる ※スチール缶の中に入れ、テープでふたをする
133035,133035GMLT001860,瑞穂町,全域,虫めがね,Magnifying glass,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001862,瑞穂町,全域,むしろ 50cm以上のもの,"Rather, 50 cm or more",粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001861,瑞穂町,全域,むしろ 50cm未満のもの,"Rather, those less than 50 cm.",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001863,瑞穂町,全域,無線機,Radio,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001864,瑞穂町,全域,無線LAN機器,Wireless LAN equipment,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001865,瑞穂町,全域,名刺,Business card,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001867,瑞穂町,全域,名刺入れ 紙,Business card case Paper,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001866,瑞穂町,全域,名刺入れ 革・ビニール,Business card case Leather/Vinyl,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001868,瑞穂町,全域,名刺入れ 金属,Business card case Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001869,瑞穂町,全域,名刺入れ プラスチック,Business card case Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001870,瑞穂町,全域,メガネ,Glasses,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001872,瑞穂町,全域,メガネケース 木,Glasses case wooden,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001873,瑞穂町,全域,メガネケース その他,Glasses case Others,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001871,瑞穂町,全域,メガネケース 布,Glasses Case Cloth,布,透明又は半透明の袋に入れる
133035,133035GMLT001874,瑞穂町,全域,メガホン,Megaphone,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001875,瑞穂町,全域,目薬の容器 プラスチック,Eye drop containers Plastic,容器包装プラスチック,中身をカラにし、きれいに洗って、透明又は半透明の袋に入れる ※汚れのとれないものは燃やせるごみへ
133035,133035GMLT001876,瑞穂町,全域,目覚まし時計,Alarm clock,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001877,瑞穂町,全域,メジャー 金属・プラスチック,"Measuring tape Metal, plastic",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001878,瑞穂町,全域,メジャー 布,Measure Cloth,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001879,瑞穂町,全域,メダル・徽章,Medals and Insignia,金属,バケツ・カゴなどに入れる
133035,133035GMLT001880,瑞穂町,全域,メモ用紙,Memo pad,雑がみ,紙袋・紙の空き箱などに入れるかひもでしばる
133035,133035GMLT001881,瑞穂町,全域,メモリー各種（メモリースティック・SDカード・USBメモリー・スマートメディア）,"Various types of memory (Memory Stick, SD card, USB memory, Smart Media)",燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT000058,瑞穂町,全域,綿（わた）,Cotton,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001882,瑞穂町,全域,綿棒の容器 プラスチック,Cotton swab container Plastic,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001883,瑞穂町,全域,綿毛布,Cotton blanket,布,透明又は半透明の袋に入れる
133035,133035GMLT001884,瑞穂町,全域,毛布,Blanket,布,透明又は半透明の袋に入れる
133035,133035GMLT001887,瑞穂町,全域,木片・木材 長さ50cm・太さ10cm以上のもの ※建築廃材を除く,Wood chips and lumber 50 cm in length and 10 cm or more in thickness *Excluding construction waste,粗大ごみ,リサイクルプラザに申込む ※1m50㎝以下に切ってから
133035,133035GMLT001886,瑞穂町,全域,木片・木材 長さ50cm・太さ10cm未満のもの ※建築廃材を除く,Wood chips and lumber less than 50 cm in length and 10 cm in thickness *Excluding construction waste,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001889,瑞穂町,全域,もちつき機 50cm以上のもの,Mochi pusher 50cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001888,瑞穂町,全域,もちつき機 50cm未満のもの,Mochi pusher Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001892,瑞穂町,全域,モップ（柄付きモップ） 50cm以上のもの,Mop (mop with handle) 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001890,瑞穂町,全域,モップ（柄付きモップ） 木,Mop (mop with handle) Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001891,瑞穂町,全域,モップ（柄付きモップ） プラスチック,Mop (mop with handle) Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001893,瑞穂町,全域,モデム,Modem,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001895,瑞穂町,全域,モニター（パソコン用・ブラウン管式モニターを除く） 50cm以上のもの,Monitors (excluding computer and CRT type monitors) 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001894,瑞穂町,全域,モニター（パソコン用・ブラウン管式モニターを除く） 50cm未満のもの,Monitors (excluding computer and CRT monitors) Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001896,瑞穂町,全域,物置 1坪以下で解体したもの,Shed Less than 1 tsubo demolished,粗大ごみ,リサイクルプラザに申込む ※業者による取替えや、工事によって発生したものは処理できません
133035,133035GMLT001897,瑞穂町,全域,物置 1坪を超えるもの,Sheds exceeding 1 tsubo,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001898,瑞穂町,全域,物置 建築物,Shed Building,処理できません,販売店又は専門業者へ相談してください
133035,133035GMLT001902,瑞穂町,全域,ものさし 50cm以上のもの,Objects 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001899,瑞穂町,全域,ものさし 木,Ruler,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001900,瑞穂町,全域,ものさし 金属,Measure Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001901,瑞穂町,全域,ものさし プラスチック,Scales Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001903,瑞穂町,全域,物干し竿,Pole on which to hang laundry for drying,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001904,瑞穂町,全域,物干し台,Clothes-drying platform,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001905,瑞穂町,全域,股引（ももひき）,Inseam pants (thigh-highs),布,透明又は半透明の袋に入れる ※汚れているものは燃やせるごみへ
133035,133035GMLT001906,瑞穂町,全域,門扉,Door(s) of a gate,粗大ごみ,リサイクルプラザに申込む ※業者による取替えや、工事によって発生したものは処理できません
133035,133035GMLT001885,瑞穂町,全域,モーター 玩具用のみ,Motor For toy use only,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001907,瑞穂町,全域,やかん,Kettle,金属,バケツ・カゴなどに入れる
133035,133035GMLT001908,瑞穂町,全域,野球グローブ,Baseball Glove,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001912,瑞穂町,全域,野球バット 50cm以上のもの,Baseball bat 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001910,瑞穂町,全域,野球バット 木,Baseball bat Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001909,瑞穂町,全域,野球バット 金属,"Baseball bat, metal",金属,バケツ・カゴなどに入れる
133035,133035GMLT001911,瑞穂町,全域,野球バット プラスチック・カーボン,"Baseball bats, plastic and carbon",燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001913,瑞穂町,全域,野球ボール,Baseball,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001914,瑞穂町,全域,薬品,Chemicals,処理できません,医療機関・薬局へ相談してください
133035,133035GMLT001915,瑞穂町,全域,野菜くず,Vegetable scraps,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001916,瑞穂町,全域,野菜の外袋 ビニール,Vegetable outer bag Vinyl,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001918,瑞穂町,全域,やすり 金属,File Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001917,瑞穂町,全域,やすり 紙,File Paper,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001919,瑞穂町,全域,柳行李（やなぎごおり）,Willow Lumber,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001924,瑞穂町,全域,遊具 50cm以上のもの,Playground equipment 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001921,瑞穂町,全域,遊具 木,Playground Equipment Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001922,瑞穂町,全域,遊具 金属,Playground equipment Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001923,瑞穂町,全域,遊具 プラスチック,Playground equipment Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001926,瑞穂町,全域,有毒性物質,Toxic substance,処理できません,専門業者へ相談してください
133035,133035GMLT001930,瑞穂町,全域,郵便受け 50cm以上のもの,Mailboxes 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001927,瑞穂町,全域,郵便受け 木,Mailbox Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001928,瑞穂町,全域,郵便受け 金属,Mailbox Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001929,瑞穂町,全域,郵便受け プラスチック,Mailbox Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001931,瑞穂町,全域,湯かき棒,Paddle (stick used to steer a ship),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001932,瑞穂町,全域,床下収納庫,Underfloor storage,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001933,瑞穂町,全域,浴衣（ゆかた）,Yukata (light cotton kimono worn in the summer or used as a bathrobe),布,透明又は半透明の袋に入れる
133035,133035GMLT001937,瑞穂町,全域,雪かき用スコップ 50cm以上のもの,Shovels for snow shoveling 50 cm or more,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001934,瑞穂町,全域,雪かき用スコップ 木,Shovel for snow shovel Wood,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001935,瑞穂町,全域,雪かき用スコップ 金属,Shovels for snow shovels Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001936,瑞穂町,全域,雪かき用スコップ プラスチック,Shovels for snow shoveling Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001267,瑞穂町,全域,油紙,Oil paper,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001509,瑞穂町,全域,温風ヒーター（設置型）,Warm air heater (installed type),粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001938,瑞穂町,全域,湯たんぽ 金属,Hot water bottle Metal,金属,バケツ・カゴなどに入れる
133035,133035GMLT001939,瑞穂町,全域,湯たんぽ プラスチック,Hot water bottle plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001940,瑞穂町,全域,ユニット畳・置き畳（厚みのない軽量のもの）,"Unit tatami mats and place mats (lightweight, not thick)",粗大ごみ,リサイクルプラザに申込む ※畳は処理できません ※畳は専門業者へ相談してください
133035,133035GMLT001941,瑞穂町,全域,湯のみ茶碗,Teacup,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001942,瑞穂町,全域,ゆりかご,Cradle,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001944,瑞穂町,全域,湯わかし器 50cm以上のもの,Water heater 50 cm or longer,粗大ごみ,リサイクルプラザに申込む
133035,133035GMLT001943,瑞穂町,全域,湯わかし器 50cm未満のもの,Water heater Less than 50 cm,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001945,瑞穂町,全域,湯沸しポット（電気ポット）,Hot water kettle (electric kettle),燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001920,瑞穂町,全域,USBメモリー,USB flash drive,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001925,瑞穂町,全域,U字ロック（鍵） プラスチック,U-lock (key) Plastic,燃やせないごみ,町指定収集袋（水色）
133035,133035GMLT001946,瑞穂町,全域,洋裁ピン 金属,Clothespins Metal,金属,バケツ・カゴなどに入れる ※紙や布などに包み、表示（「キケン」など）をする
133035,133035GMLT001947,瑞穂町,全域,楊枝,Toothpick,燃やせるごみ,町指定収集袋（クリーム色）
133035,133035GMLT001949,瑞穂町,全域,楊枝の容器のふた プラスチック,Toothpick container lid Plastic,容器包装プラスチック,透明又は半透明の袋に入れる
133035,133035GMLT001948,瑞穂町,全域,楊枝の容器 プラスチック,Toothpick container Plastic,容器包装プラスチック,透明又は半透明の袋に入れる
