id,q1,q2,q3,q4_1,q4_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q6_ア,q6_イ,q6_ウ,q6_エ,q6_オ,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1_1,q8_1_2,q8_1_3,q8_1_4,q8_1_5,q8_1_6,q8_1_7,q8_2_1,q8_2_2,q8_2_3,q8_2_4,q8_2_5,q8_2_6,q8_2_7,q8_3_1,q8_3_2,q8_3_3,q8_3_4,q8_3_5,q8_3_6,q8_3_7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12_1_1,q12_1_2,q12_1_3,q12_2_1,q12_2_2,q12_2_3,q12_3_1,q12_3_2,q12_3_3,q13_ア,q13_イ,q13_ウ,q13_エ,q13_オ,q13_カ,q13_キ,q13_ク,q13_ケ,q13_コ,q13_サ,q13_シ,q13_ス,q14_1,q14_2,q15_1,q15_2a,q15_2b,q15_2c,q15_2d,q15_2e,q15_2f,q15_3_1,q15_3_2,q15_3_3,q15_3_4,q15_3_5,q16_1,q16_2,q16_3,q17_a,q17_b,q17_c,q17_d,q17_e,q19_a,q19_b,q19_c,q19_d,q19_e,q19_f,q19_g,q19_h,q19_i,q19_j,q19_k,q20,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q22_11,q22_12,q22_13
595,3,7,6,1,1,1,,,1,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,2,4,,2,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,1,0,0,1,0,0
596,3,3,2,2,,,,,7,2,5,,,,,,6,2,6,2,6,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,0,0,0,0,0,1,4,3,4,3,4,4,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,3,3,2,5,5,5,5,5,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
597,2,7,4,4,4,5,5,0,5,3,2,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,5,1,4,5,1,4,5,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,2,4,5,2,2,0,0,1,0,0,1,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,1,0,0
598,1,7,5,5,5,21,6,15,16,5,11,5,5,5,5,5,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,3,,,3,,,1,3,2,1,3,2,1,3,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,4,4,4,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
599,4,7,4,1,1,2,1,1,2,1,1,5,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,5,4,4,5,4,4,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
600,1,7,3,5,5,100,100,20,100,100,30,4,3,6,6,6,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,3,4,4,5,4,4,2,4,4,4,4,4,0,0,0,1,1,1,0,0,1,0,1,0,0,2,1,,,,,,,,,,,,,2,2,1,2,4,2,4,1,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,1,1,0,0,1,0,0,0,0,0
601,2,3,1,,,,,,4,1,3,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,1,1,3,3,4,4,4,,,,5,2,4,5,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,3,2,1,2,2,2,2,2,1,0,0,1,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,1,1,0,0,0,0,0
602,1,7,6,5,5,25,20,5,18,15,3,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2,2,2,2,2,2,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,2,2,1,2,4,5,2,1,0,0,1,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
603,2,7,3,4,4,8,1,7,4,1,3,5,1,2,6,6,,,,,,,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,2,2,4,2,1,4,2,1,4,0,1,0,0,0,1,1,0,1,0,0,0,0,2,1,1,,,,,,,0,1,0,0,0,1,1,1,2,2,5,4,1,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,1,1,0,0,0,1,1,1,1,0,0
604,4,7,4,2,2,1,,1,1,,1,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,3,4,4,4,4,4,5,4,4,2,4,4,5,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,3,1,2,5,2,3,1,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
605,2,7,6,1,1,2,2,,2,2,,5,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,4,4,4,1,4,4,5,4,4,5,4,4,5,4,4,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,2,2,5,1,1,1,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
606,,7,5,3,3,4,,4,3,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,3,,,,,,5,4,4,5,4,4,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,,1,,,,,,0,0,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,
607,5,7,4,4,4,33,4,29,31,4,27,5,1,,,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1,5,1,1,1,0,0,1,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,1,1,0,0,1,0,0
608,,,5,3,3,3,1,3,3,1,3,,,,,,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,4,4,1,1,3,4,,4,4,,4,4,,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,1,0,0,0,0,2,2,2,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
609,4,7,6,2,2,3,,,3,,,4,3,3,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,4,4,3,3,4,4,1,4,4,1,4,4,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,0,0,1,0,0,0,,,,,,1,1,1,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
610,,7,4,3,3,2,1,1,1,0,1,4,6,6,3,6,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,4,4,4,,4,4,,4,4,,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,1,0,0,0,0,0,0,0,0,0,0
611,1,7,6,3,3,3,2,1,3,2,1,5,2,6,6,6,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,4,1,1,,,,2,2,2,2,2,2,2,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,4,2,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,2,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
612,2,7,6,5,5,14,5,9,15,3,12,5,3,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,4,4,4,4,4,4,2,2,4,1,2,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,1,2,1,2,4,4,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
613,3,7,1,,,,,,5,1,4,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,1,1,,,,,,,,4,4,,4,4,1,1,1,0,0,0,0,1,1,0,0,0,0,3,5,1,0,0,0,0,1,0,1,0,0,1,0,3,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
614,4,3,5,3,3,100,100,30,100,100,30,,,,,,6,5,5,6,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,4,1,1,4,4,4,5,4,4,5,4,4,5,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,3,3,3,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,2,,0,0,1,0,0,0,0,0,0,0,0,0,0
615,2,7,4,,,2,1,1,1,1,,5,5,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,3,,,2,2,4,2,2,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,1,2,1,1,2,3,3,1,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,1,0,0,0,0,0,0
616,3,7,4,3,3,3,3,,2,2,,5,3,6,6,6,,,,,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,2,2,4,2,2,4,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
617,2,7,4,2,2,4,3,1,4,3,1,5,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,3,4,4,4,4,4,2,4,4,2,4,4,2,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,3,3,2,,,,,,,,,,,,1,1,1,2,4,2,4,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
618,1,7,6,5,5,4,4,,4,4,,2,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,,,,,,,,,,,,2,1,1,5,4,5,4,1,0,0,1,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
619,2,7,5,1,1,4,,,3,,,3,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,3,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,,,,,,,,,,,,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,1,0,0,1,0,0
620,2,3,6,3,3,5,4,1,4,4,,,,,,,,,5,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,,,5,2,4,1,,4,5,,4,0,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,,,,,,,1,0,0,0,0,2,1,1,4,4,,1,,0,0,0,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,
621,2,7,2,2,2,2,2,,2,2,,5,1,2,6,6,,,,,,,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,3,4,4,4,2,2,1,,2,1,,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,2,,0,0,0,0,0,0,1,1,0,0,0,0,0
622,2,7,3,4,4,10,10,0,10,10,0,3,6,6,6,6,,,,,,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,,4,4,,4,4,,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,,,,,,,,,,,,3,3,1,5,4,5,4,5,0,0,0,0,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,1,0,0
623,1,7,4,5,5,2,2,4,2,2,4,5,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,4,4,4,4,4,4,2,3,1,2,2,1,3,2,2,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,4,,4,3,1,0,1,1,1,0,0,0,0,0,0,2,,0,0,0,1,0,0,1,1,0,0,0,0,0
624,1,8,6,1,1,2,1,1,2,1,1,5,6,2,6,6,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,3,,,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,5,5,2,,,,,,,,,,,,1,1,2,1,4,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
625,1,3,2,1,,0,,,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,1,,,3,,,,,,,2,2,4,2,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,4,5,5,5,0,0,0,0,1,0,0,0,0,0,0,2,,0,0,0,0,1,0,0,0,0,0,1,0,0
626,2,7,5,1,1,0,,,0,,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,4,4,4,1,4,4,2,4,1,,,,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,1,0,0,0,0,,1,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
627,4,1,6,4,4,13,10,3,12,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3,3,5,4,4,5,4,4,5,4,4,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,2,1,2,1,4,5,4,1,,,,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
628,3,7,5,,,25,2,23,31,2,29,1,1,1,6,6,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,3,3,3,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
629,2,7,3,2,2,1,1,,1,1,,5,6,6,6,6,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,4,4,2,4,4,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
630,3,7,2,3,3,7,,7,13,2,11,3,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,4,4,1,4,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,2,2,2,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
631,3,7,6,3,3,5,5,0,5,5,0,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,4,4,4,1,4,4,5,4,4,5,4,4,5,4,4,1,1,0,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,4,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
632,2,7,3,2,2,1,1,,1,1,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,4,4,4,4,4,4,2,2,2,2,4,4,2,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,2,,,,,,,,,,,,1,3,1,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
633,1,3,2,2,2,,2,3,,2,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,1,4,4,1,4,4,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3,1,0,0,0,0,1,0,1,1,0,1,0,1,3,,1,2,1,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
634,,7,3,5,5,11,3,8,4,3,1,5,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,1,1,1,3,4,4,2,4,4,1,4,4,2,2,4,0,0,1,0,0,1,1,0,0,0,0,0,0,3,3,,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,2,4,3,3,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
635,3,7,4,2,2,5,5,,5,5,,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,4,4,4,1,4,4,5,4,4,5,4,4,5,4,4,1,1,0,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,4,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
636,1,7,6,2,2,2,,2,0,,,5,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,4,4,3,4,4,2,4,4,2,4,4,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,,,,,,,,,,,,1,,1,1,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
637,1,3,6,2,2,1,,1,1,,1,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,4,4,4,4,4,4,1,3,4,1,3,4,1,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,,,,,,,,,,,,2,2,2,5,5,5,5,5,0,0,0,0,0,0,0,0,1,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
638,3,7,6,3,3,11,9,,11,9,,5,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,,,,,,,,,1,,,2,2,4,2,2,4,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,1,5,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
639,1,3,6,4,4,3,2,1,3,2,1,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,1,4,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,3,3,3,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,1,0,0,0,0,0,0,0,0,0,0
640,2,7,3,5,5,12,1,11,8,1,7,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,,,,4,1,4,4,4,4,2,2,4,2,2,3,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,,,,,,,,,,,,1,1,1,1,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,1,0
641,2,7,4,,,10,0,10,10,0,10,5,6,6,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,4,,5,4,,,4,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1,1,1,5,5,1,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
642,1,7,3,1,1,1,,,1,,,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,4,,,4,4,4,2,2,4,2,2,4,2,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,2,4,1,0,0,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,1,0,1,1,1,0,0,0,0
643,1,7,3,,,10,4,6,6,3,3,5,5,5,6,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,1,2,4,1,2,4,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,1,1,1,1,4,5,5,5,1,0,0,0,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,
644,,7,6,5,5,25,20,5,23,19,4,3,1,3,6,6,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,,,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,5,5,4,1,0,0,0,0,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,
645,2,7,3,5,5,15,2,13,13,1,12,5,3,6,6,6,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,4,4,4,2,4,4,2,1,4,2,2,4,2,4,4,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,1,1,1,3,4,3,4,4,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0
646,1,7,2,4,4,20,4,16,12,2,10,5,1,6,6,6,,,,,,,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,4,4,1,1,4,4,1,4,4,1,4,4,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0,0,0,1,0,1,1,0,0,0,2,1,1,5,4,1,5,1,0,0,0,0,0,1,1,0,0,0,0,2,,0,0,0,0,1,0,1,1,0,0,0,0,0
647,1,7,2,1,1,2,1,1,2,1,1,5,2,3,3,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,,,,,,,4,1,1,1,4,4,,4,4,5,4,4,5,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,3,5,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,4,1,2,1,1,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,1,0,0,1,0,1,0,0,0
648,1,7,4,1,1,1,,2,1,,2,5,6,6,6,6,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,3,3,4,4,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,0,0,3,2,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
649,1,7,3,5,5,3,1,2,3,1,2,5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,5,4,1,5,4,1,5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,4,5,3,1,0,1,1,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,0
650,3,7,5,,,6,5,1,6,5,1,1,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,,,,,,,,,,,,2,2,2,2,2,2,2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,4,5,4,1,0,0,1,1,0,0,0,1,0,0,0,1,2,,,,,,,,,,,,,
