1,,,(注)男女別の不詳を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,A～S 全産業,,,,A～R 全産業（S公務を除く）,,,,A～B 農林漁業,,A 農業，林業,,01 農業,,02 林業,,B 漁業,,03 漁業（水産養殖業を除く）,,04 水産養殖業,,C～S 非農林漁業,,C～R 非農林漁業（S公務を除く）,,C 鉱業，採石業，砂利採取業,,05 鉱業，採石業，砂利採取業,,D 建設業,,06 総合工事業,,07 職別工事業（設備工事業を除く）,,08 設備工事業,,E 製造業,,09 食料品製造業,,10 飲料・たばこ・飼料製造業,,11 繊維工業,,12 木材・木製品製造業（家具を除く）,,13 家具・装備品製造業,,14 パルプ・紙・紙加工品製造業,,15 印刷・同関連業,,16 化学工業,,17 石油製品・石炭製品製造業,,18 プラスチック製品製造業（別掲を除く）,,19 ゴム製品製造業,,20 なめし革・同製品・毛皮製造業,,21 窯業・土石製品製造業,,22 鉄鋼業,,23 非鉄金属製造業,,24 金属製品製造業,,25 はん用機械器具製造業,,26 生産用機械器具製造業,,27 業務用機械器具製造業,,28 電子部品・デバイス・電子回路製造業,,29 電気機械器具製造業,,30 情報通信機械器具製造業,,31 輸送用機械器具製造業,,32 その他の製造業,,F 電気・ガス・熱供給・水道業,,33 電気業,,34 ガス業,,35 熱供給業,,36 水道業,,G 情報通信業,,37 通信業,,38 放送業,,39 情報サービス業,,40 インターネット附随サービス業,,41 映像・音声・文字情報制作業,,H 運輸業，郵便業,,42 鉄道業,,43 道路旅客運送業,,44 道路貨物運送業,,45 水運業,,46 航空運輸業,,47 倉庫業,,48 運輸に附帯するサービス業,,49 郵便業（信書便事業を含む）,,I 卸売業，小売業,,50 各種商品卸売業,,51 繊維・衣服等卸売業,,52 飲食料品卸売業,,53 建築材料，鉱物・金属材料等卸売業,,54 機械器具卸売業,,55 その他の卸売業,,56 各種商品小売業,,57 織物・衣服・身の回り品小売業,,58 飲食料品小売業,,59 機械器具小売業,,60 その他の小売業,,61 無店舗小売業,,J 金融業，保険業,,62 銀行業,,63 協同組織金融業,,64 貸金業，クレジットカード業等非預金信用機関,,65 金融商品取引業，商品先物取引業,,66 補助的金融業等,,67 保険業（保険媒介代理業，保険サービス業を含む）,,K 不動産業，物品賃貸業,,68 不動産取引業,,69 不動産賃貸業・管理業,,70 物品賃貸業,,L 学術研究，専門・技術サービス業,,71 学術・開発研究機関,,72 専門サービス業（他に分類されないもの）,,73 広告業,,74 技術サービス業（他に分類されないもの）,,M 宿泊業，飲食サービス業,,75 宿泊業,,76 飲食店,,77 持ち帰り・配達飲食サービス業,,N 生活関連サービス業，娯楽業,,78 洗濯・理容・美容・浴場業,,79 その他の生活関連サービス業,,80 娯楽業,,O 教育，学習支援業,,81 学校教育,,82 その他の教育，学習支援業,,P 医療，福祉,,83 医療業,,84 保健衛生,,85 社会保険・社会福祉・介護事業,,Q 複合サービス事業,,86 郵便局,,87 協同組合（他に分類されないもの）,,R サービス業（他に分類されないもの）,,88 廃棄物処理業,,89 自動車整備業,,90 機械等修理業（別掲を除く）,,91 職業紹介・労働者派遣業,,92 その他の事業サービス業,,93 政治・経済・文化団体,,94 宗教,,95 その他のサービス業,,S 公務（他に分類されるものを除く）,,97 国家公務,,98 地方公務,,1～4人,,5～9人,,10～19人,,20～29人,,30人以上,,出向・派遣従業者のみ
260,民営,成瀬台１丁目,22,124,81,43,22,124,81,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,124,22,124,0,0,0,0,5,18,1,4,3,9,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,3,4,2,3,1,1,0,0,4,15,0,0,4,15,2,25,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,3,15,1,11,1,22,1,49,0
261,民営,成瀬台２丁目,47,255,118,137,47,255,118,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,255,47,255,0,0,0,0,6,31,1,2,3,13,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,2,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,131,0,0,1,2,0,0,0,0,2,6,0,0,0,0,2,3,6,107,2,3,2,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0,2,5,0,0,3,7,0,0,1,1,0,0,2,6,2,3,0,0,2,3,0,0,3,9,2,8,1,1,0,0,3,17,1,13,2,4,5,25,4,14,0,0,1,11,0,0,0,0,0,0,4,9,0,0,0,0,2,6,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,32,66,10,67,3,37,1,25,1,60,0
262,民営,成瀬台３丁目,52,491,147,344,52,491,147,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,491,52,491,0,0,0,0,4,17,2,3,1,3,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,12,121,0,0,1,3,0,0,0,0,0,0,2,6,0,0,0,0,4,90,0,0,5,22,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,4,1,1,2,3,0,0,1,2,0,0,1,1,1,2,0,0,1,2,0,0,7,25,4,18,3,7,0,0,6,18,0,0,6,18,9,261,7,100,0,0,2,161,1,9,1,9,0,0,2,18,0,0,0,0,0,0,1,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,32,61,11,71,5,61,1,27,3,271,0
263,民営,成瀬台４丁目,15,37,18,19,15,37,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,15,37,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,2,3,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,3,16,2,8,0,0,1,8,0,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,12,16,3,21,0,0,0,0,0,0,0
264,民営,根岸１丁目,19,179,83,96,19,179,83,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,179,19,179,0,0,0,0,3,11,0,0,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,22,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,3,33,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,0,0,2,4,0,0,0,0,0,0,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,2,3,0,0,2,36,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,17,2,26,2,42,2,70,0
265,民営,根岸２丁目,104,1077,443,634,104,1077,443,634,1,9,1,9,1,9,0,0,0,0,0,0,0,0,103,1068,103,1068,0,0,0,0,10,39,3,11,4,18,3,10,4,55,0,0,0,0,0,0,1,4,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,1,0,0,0,0,0,0,0,0,1,10,0,0,39,570,0,0,0,0,2,54,0,0,3,19,1,8,0,0,5,50,8,292,5,31,15,116,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,3,11,2,10,1,1,0,0,4,23,0,0,0,0,0,0,4,23,12,141,0,0,10,126,2,15,10,74,6,41,2,19,2,14,1,4,0,0,1,4,14,120,7,62,0,0,7,58,0,0,0,0,0,0,3,17,1,10,0,0,0,0,0,0,1,5,0,0,1,2,0,0,0,0,0,0,0,0,41,106,32,212,18,225,6,142,6,392,1
266,民営,根岸町,35,453,181,272,35,453,181,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,453,35,453,0,0,0,0,2,9,2,9,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,78,3,12,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,1,8,0,0,0,0,0,0,1,8,9,230,0,0,9,230,0,0,3,6,3,6,0,0,0,0,1,4,0,0,1,4,3,54,3,54,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,14,38,9,62,3,47,4,96,5,210,0
267,民営,能ヶ谷１丁目,161,2379,1096,1283,161,2379,1096,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2379,161,2379,0,0,0,0,5,70,2,34,1,11,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,33,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,14,428,2,63,12,169,0,0,7,110,3,56,0,0,1,3,0,0,0,0,3,51,13,71,6,36,6,34,1,1,4,33,0,0,3,31,0,0,1,2,37,516,1,14,35,484,1,18,19,172,13,82,3,10,3,80,16,360,0,0,16,360,24,368,21,315,0,0,3,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45,109,41,283,37,548,20,481,17,958,1
268,民営,能ヶ谷２丁目,42,274,129,145,42,274,129,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,274,42,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,2,2,29,5,40,0,0,2,15,0,0,1,10,0,0,0,0,0,0,1,5,4,16,2,11,2,5,0,0,4,11,0,0,2,2,0,0,2,9,4,17,0,0,4,17,0,0,7,33,4,15,1,8,2,10,3,11,0,0,3,11,5,82,4,35,0,0,1,47,1,8,0,0,1,8,2,4,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23,53,10,67,6,79,1,28,1,47,1
269,民営,能ヶ谷３丁目,19,117,56,61,19,117,56,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,117,19,117,0,0,0,0,4,23,1,17,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,2,21,0,0,2,18,0,0,0,0,0,0,2,5,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,28,3,18,5,71,0,0,0,0,0
270,民営,能ヶ谷４丁目,35,461,185,276,35,461,185,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,461,35,461,0,0,0,0,3,33,2,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,3,25,1,4,1,2,0,0,0,0,0,0,1,2,0,0,0,0,4,10,1,3,3,7,0,0,4,12,0,0,0,0,0,0,4,12,7,113,0,0,6,97,1,16,2,2,2,2,0,0,0,0,0,0,0,0,0,0,5,240,1,27,0,0,4,213,1,6,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,18,44,8,47,2,35,4,98,3,237,0
271,民営,能ヶ谷５丁目,11,42,23,19,11,42,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,10,1,2,0,0,2,4,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,7,0,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,13,3,19,1,10,0,0,0,0,0
272,民営,能ヶ谷６丁目,16,120,56,64,16,120,56,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,120,16,120,0,0,0,0,2,17,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,3,34,0,0,1,3,1,3,0,0,0,0,2,13,1,12,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,1,1,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,3,37,2,58,0,0,0
273,民営,能ヶ谷７丁目,19,269,121,148,19,269,121,148,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,268,18,268,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,5,0,0,1,5,6,129,0,0,5,121,1,8,1,10,0,0,0,0,1,10,1,11,0,0,1,11,1,8,0,0,0,0,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,14,3,21,3,37,3,75,3,122,0
274,民営,野津田町,296,2746,1708,1038,296,2746,1708,1038,1,24,1,24,1,24,0,0,0,0,0,0,0,0,295,2722,295,2722,0,0,0,0,63,254,20,120,30,75,13,59,29,158,0,0,0,0,2,26,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,1,4,4,36,1,7,4,5,4,27,1,8,0,0,4,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,11,724,0,0,4,573,5,140,0,0,0,0,0,0,2,11,0,0,60,544,0,0,1,8,2,81,4,24,3,46,5,41,0,0,0,0,12,147,17,114,11,67,5,16,2,2,0,0,0,0,0,0,0,0,0,0,2,2,21,74,6,17,11,20,4,37,9,41,1,1,0,0,0,0,8,40,20,136,0,0,19,132,1,4,20,184,13,77,4,29,3,78,18,170,4,116,14,54,22,324,8,51,1,1,13,272,0,0,0,0,0,0,19,110,1,2,4,14,3,7,0,0,5,73,0,0,6,14,0,0,0,0,0,0,0,0,184,373,49,341,29,423,19,458,15,1151,0
275,民営,原町田１丁目,117,1279,744,535,117,1279,744,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1279,117,1279,0,0,0,0,11,51,7,27,1,1,3,23,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,3,33,0,0,0,0,2,66,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,449,0,0,1,1,0,0,2,3,4,8,1,4,0,0,3,98,5,65,2,193,10,62,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,89,5,50,7,29,1,10,7,49,0,0,1,1,1,1,5,47,9,88,0,0,9,88,0,0,14,119,6,55,6,60,2,4,5,33,0,0,5,33,11,107,9,91,0,0,2,16,0,0,0,0,0,0,10,189,0,0,0,0,3,4,1,8,4,164,0,0,2,13,0,0,0,0,0,0,0,0,53,114,27,179,21,275,6,139,8,572,2
276,民営,原町田２丁目,134,857,414,443,134,857,414,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,857,134,857,0,0,0,0,17,81,5,26,4,12,8,43,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,7,52,1,2,0,0,5,49,1,1,0,0,1,59,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,28,142,0,0,0,0,0,0,2,9,4,13,2,11,0,0,1,2,5,74,0,0,13,28,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,3,18,60,6,19,12,41,0,0,9,30,0,0,5,15,0,0,4,15,12,65,1,10,11,55,0,0,15,44,14,39,0,0,1,5,8,24,0,0,8,24,12,279,8,28,0,0,4,251,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,92,206,25,159,10,121,4,91,3,280,0
277,民営,原町田３丁目,136,1988,1150,838,136,1988,1150,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1988,136,1988,0,0,0,0,7,49,3,12,3,33,1,4,3,22,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73,0,0,1,13,4,60,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,29,211,0,0,0,0,0,0,0,0,2,14,2,22,0,0,4,15,8,98,0,0,12,58,1,4,1,12,0,0,0,0,0,0,0,0,0,0,1,12,15,364,4,29,11,335,0,0,8,68,0,0,5,45,2,22,1,1,25,264,1,75,24,189,0,0,8,60,7,38,1,22,0,0,7,41,1,12,6,29,14,250,11,221,1,4,2,25,1,7,1,7,0,0,12,565,0,0,0,0,0,0,3,384,5,142,2,30,2,9,0,0,0,0,0,0,0,0,68,158,21,146,30,400,7,173,10,1111,0
278,民営,原町田４丁目,481,4839,2237,2602,481,4839,2237,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,4839,481,4839,0,0,0,0,5,29,4,28,0,0,1,1,6,33,0,0,0,0,1,2,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,4,32,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,120,1161,0,0,0,0,1,14,2,7,3,18,2,5,2,81,33,285,24,223,3,20,47,484,3,24,4,54,0,0,0,0,1,4,1,8,0,0,2,42,35,256,9,51,22,136,4,69,15,71,0,0,10,40,0,0,5,31,153,1496,1,5,149,1466,3,25,56,459,31,207,6,12,19,240,16,103,0,0,16,103,43,766,27,304,0,0,16,462,1,11,1,11,0,0,22,321,0,0,0,0,5,117,4,25,9,160,1,5,3,14,0,0,0,0,0,0,0,0,200,446,123,840,101,1363,28,670,29,1520,0
279,民営,原町田５丁目,116,1332,634,698,116,1332,634,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1332,116,1332,0,0,0,0,6,118,6,118,0,0,0,0,3,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,65,1,65,0,0,0,0,0,0,4,60,0,0,0,0,3,50,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,159,1,20,0,0,0,0,1,5,2,21,2,16,0,0,3,7,6,43,2,33,6,14,0,0,4,105,0,0,0,0,0,0,0,0,0,0,4,105,22,109,6,38,15,64,1,7,7,27,0,0,3,15,1,5,3,7,5,29,0,0,4,25,1,4,6,43,5,26,1,17,0,0,7,129,2,50,5,79,22,408,12,109,0,0,10,299,0,0,0,0,0,0,6,76,0,0,0,0,0,0,1,31,2,34,2,9,1,2,0,0,0,0,0,0,0,0,54,115,18,122,23,300,11,266,10,529,0
280,民営,原町田６丁目,1160,14328,5273,9055,1160,14328,5273,9055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,14328,1160,14328,0,0,0,0,6,37,3,28,1,1,2,8,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,8,346,2,211,0,0,3,107,0,0,3,28,3,401,1,381,0,0,2,20,0,0,0,0,0,0,0,0,0,0,509,4868,0,0,4,18,5,24,1,5,3,18,4,13,3,685,238,1585,98,1067,16,89,136,1360,1,4,27,816,14,589,0,0,3,26,3,175,2,7,5,19,51,397,27,230,19,135,5,32,12,90,0,0,9,26,1,9,2,55,273,3996,2,39,264,3889,7,68,128,1108,83,521,21,167,24,420,36,318,1,3,35,315,60,373,56,312,0,0,4,61,1,11,1,11,0,0,43,1546,0,0,0,0,4,27,5,938,31,575,1,1,2,5,0,0,0,0,0,0,0,0,417,1145,352,2314,202,2734,91,2188,76,5947,22
281,民営,東玉川学園１丁目,14,24,14,10,14,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,1,2,2,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,5,9,0,0,3,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0,0,0
