路線番号,路線名称,観測地点地点名称,観測地点地点番号,歩行者類,自転車類,二輪車類動力付き,自動車類乗用車,自動車類小型貨物車,自動車類バス,自動車類普通貨物車,自動車類小型車計,自動車類大型車計,自動車類合計,大型車類混入率（％）,ピーク時間交通量自動車類（台／時）,ピーク時間交通量ピーク率（％）,昼夜率,混雑度,１７年度地点番号,１７年度交通量合計,交通量伸び率（２２／１７年）,平均旅行速度（ｋｍ／時）,交通量観測日観測日,交通量観測日天候,調査機関,路線番号,路線名称,地点番号
60,首都高速六号線（１２時間）,東京都中央区日本橋浜町２丁目,5910,-,-,-,-,-,-,-,51967,10853,62820,17.3,5903,9.4,1.75,1.13,511,43978,1.43,18.5,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5910
60,首都高速六号線（２４時間）,東京都中央区日本橋浜町２丁目,5910,-,-,-,-,-,-,-,88582,21442,110024,19.5,,,,,,76865,1.43,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5910
60,首都高速六号線（１２時間）,東京都中央区日本橋浜町２丁目,5920,-,-,-,-,-,-,-,62385,12760,75145,17,6763,9,1.69,1.31,511,43978,1.71,18.5,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5920
60,首都高速六号線（２４時間）,東京都中央区日本橋浜町２丁目,5920,-,-,-,-,-,-,-,103606,23468,127074,18.5,,,,,,76865,1.65,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5920
60,首都高速六号線（１２時間）,東京都墨田区横網１丁目,5930,-,-,-,-,-,-,-,33741,8750,42491,20.6,3880,9.1,1.65,0.91,511,43978,0.97,9.2,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5930
60,首都高速六号線（２４時間）,東京都墨田区横網１丁目,5930,-,-,-,-,-,-,-,53205,16819,70024,24,,,,,,76865,0.91,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5930
60,首都高速六号線（１２時間）,東京都墨田区吾妻橋１丁目,5940,-,-,-,-,-,-,-,31428,9056,40484,22.4,3927,9.7,1.71,0.82,511,43978,0.92,9.4,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5940
60,首都高速六号線（２４時間）,東京都墨田区吾妻橋１丁目,5940,-,-,-,-,-,-,-,51504,17528,69032,25.4,,,,,,76865,0.9,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5940
60,首都高速六号線（１２時間）,東京都墨田区堤通１丁目,5950,-,-,-,-,-,-,-,37733,9683,47416,20.4,4442,9.4,1.64,0.9,511,43978,1.08,64.8,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5950
60,首都高速六号線（２４時間）,東京都墨田区堤通１丁目,5950,-,-,-,-,-,-,-,59372,18218,77590,23.5,,,,,,76865,1.01,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5950
60,首都高速六号線（１２時間）,東京都墨田区墨田５丁目,5960,-,-,-,-,-,-,-,37371,9540,46911,20.3,4313,9.2,1.59,0.87,511,43978,1.07,34.3,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5960
60,首都高速六号線（２４時間）,東京都墨田区墨田５丁目,5960,-,-,-,-,-,-,-,57199,17426,74625,23.4,,,,,,76865,0.97,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5960
60,首都高速六号線（１２時間）,東京都足立区綾瀬４丁目,5970,-,-,-,-,-,-,-,48527,17367,65894,26.4,6090,9.2,1.61,1.17,30501,58306,1.13,40.6,１１月１６日（火）,晴,首都高速,60,首都高速六号線（１２時間）,5970
60,首都高速六号線（２４時間）,東京都足立区綾瀬４丁目,5970,-,-,-,-,-,-,-,73652,32583,106235,30.7,,,,,,93708,1.13,,１１月１６日（火）,晴,首都高速,60,首都高速六号線（２４時間）,5970
60,高速足立三郷線（１２時間）,東京都足立区神明１丁目,5980,-,-,-,-,-,-,-,46050,17024,63074,27,5878,9.3,1.6,1.1,30501,58306,1.08,28.4,１１月１６日（火）,晴,首都高速,60,高速足立三郷線（１２時間）,5980
60,高速足立三郷線（２４時間）,東京都足立区神明１丁目,5980,-,-,-,-,-,-,-,68416,32192,100608,32,,,,,,93708,1.07,,１１月１６日（火）,晴,首都高速,60,高速足立三郷線（２４時間）,5980
70,首都高速七号線（１２時間）,東京都墨田区立川１丁目,5990,-,-,-,-,-,-,-,28642,3634,32276,11.3,3001,9.3,1.72,0.5,512,30613,1.05,9.4,１１月１６日（火）,晴,首都高速,70,首都高速七号線（１２時間）,5990
70,首都高速七号線（２４時間）,東京都墨田区立川１丁目,5990,-,-,-,-,-,-,-,49206,6338,55544,11.4,,,,,,56669,0.98,,１１月１６日（火）,晴,首都高速,70,首都高速七号線（２４時間）,5990
70,首都高速七号線（１２時間）,東京都江戸川区小松川２丁目,6000,-,-,-,-,-,-,-,34739,3967,38706,10.2,4046,10.5,1.63,0.81,512,30613,1.26,80,１１月１６日（火）,晴,首都高速,70,首都高速七号線（１２時間）,6000
70,首都高速七号線（２４時間）,東京都江戸川区小松川２丁目,6000,-,-,-,-,-,-,-,56474,6492,62966,10.3,,,,,,56669,1.11,,１１月１６日（火）,晴,首都高速,70,首都高速七号線（２４時間）,6000
70,首都高速七号線（１２時間）,東京都江戸川区東小松川１丁目,6010,-,-,-,-,-,-,-,32711,3849,36560,10.5,3862,10.6,1.63,0.78,512,30613,1.19,81.5,１１月１６日（火）,晴,首都高速,70,首都高速七号線（１２時間）,6010
70,首都高速七号線（２４時間）,東京都江戸川区東小松川１丁目,6010,-,-,-,-,-,-,-,53347,6407,59754,10.7,,,,,,56669,1.05,,１１月１６日（火）,晴,首都高速,70,首都高速七号線（２４時間）,6010
70,首都高速七号線（１２時間）,東京都江戸川区春江町３丁目,6020,-,-,-,-,-,-,-,27245,4155,31400,13.2,3281,10.4,1.64,0.7,512,30613,1.03,81.6,１１月１６日（火）,晴,首都高速,70,首都高速七号線（１２時間）,6020
70,首都高速七号線（２４時間）,東京都江戸川区春江町３丁目,6020,-,-,-,-,-,-,-,44714,6880,51594,13.3,,,,,,56669,0.91,,１１月１６日（火）,晴,首都高速,70,首都高速七号線（２４時間）,6020
90,首都高速九号線（１２時間）,東京都江東区佐賀２丁目,6030,-,-,-,-,-,-,-,29158,9322,38480,24.2,3533,9.2,1.53,0.72,513,39472,0.97,17.7,１１月１６日（火）,晴,首都高速,90,首都高速九号線（１２時間）,6030
90,首都高速九号線（２４時間）,東京都江東区佐賀２丁目,6030,-,-,-,-,-,-,-,42861,16122,58983,27.3,,,,,,56039,1.05,,１１月１６日（火）,晴,首都高速,90,首都高速九号線（２４時間）,6030
90,首都高速九号線（１２時間）,東京都江東区深川２丁目,6040,-,-,-,-,-,-,-,32844,9582,42426,22.6,3902,9.2,1.5,0.82,513,39472,1.07,21.2,１１月１６日（火）,晴,首都高速,90,首都高速九号線（１２時間）,6040
90,首都高速九号線（２４時間）,東京都江東区深川２丁目,6040,-,-,-,-,-,-,-,47364,16472,63836,25.8,,,,,,56039,1.14,,１１月１６日（火）,晴,首都高速,90,首都高速九号線（２４時間）,6040
90,首都高速九号線（１２時間）,東京都江東区富岡１丁目,6050,-,-,-,-,-,-,-,25513,8191,33704,24.3,3079,9.1,1.47,0.65,513,39472,0.85,18,１１月１６日（火）,晴,首都高速,90,首都高速九号線（１２時間）,6050
90,首都高速九号線（２４時間）,東京都江東区富岡１丁目,6050,-,-,-,-,-,-,-,36570,13092,49662,26.4,,,,,,56039,0.89,,１１月１６日（火）,晴,首都高速,90,首都高速九号線（２４時間）,6050
90,首都高速九号線（１２時間）,東京都江東区富岡１丁目,6060,-,-,-,-,-,-,-,28054,8581,36635,23.4,3348,9.1,1.47,0.65,513,39472,0.93,18,１１月１６日（火）,晴,首都高速,90,首都高速九号線（１２時間）,6060
90,首都高速九号線（２４時間）,東京都江東区富岡１丁目,6060,-,-,-,-,-,-,-,40091,13705,53796,25.5,,,,,,56039,0.96,,１１月１６日（火）,晴,首都高速,90,首都高速九号線（２４時間）,6060
90,首都高速九号線（１２時間）,東京都江東区枝川２丁目,6070,-,-,-,-,-,-,-,30780,9283,40063,23.2,3677,9.2,1.46,0.77,513,39472,1.01,50.4,１１月１６日（火）,晴,首都高速,90,首都高速九号線（１２時間）,6070
90,首都高速九号線（２４時間）,東京都江東区枝川２丁目,6070,-,-,-,-,-,-,-,43609,15015,58624,25.6,,,,,,56039,1.05,,１１月１６日（火）,晴,首都高速,90,首都高速九号線（２４時間）,6070
100,首都高速十一号線（１２時間）,東京都港区海岸３丁目,6080,-,-,-,-,-,-,-,35266,6880,42146,16.3,3810,9,1.59,0.68,517,42331,1,8.6,１１月１６日（火）,晴,首都高速,100,首都高速十一号線（１２時間）,6080
100,首都高速十一号線（２４時間）,東京都港区海岸３丁目,6080,-,-,-,-,-,-,-,53359,13452,66811,20.1,,,,,,67842,0.98,,１１月１６日（火）,晴,首都高速,100,首都高速十一号線（２４時間）,6080
100,首都高速十一号線（１２時間）,東京都港区海岸３丁目,6090,-,-,-,-,-,-,-,30115,5336,35451,15.1,3432,9.7,1.58,0.58,517,42331,0.84,75.3,１１月１６日（火）,晴,首都高速,100,首都高速十一号線（１２時間）,6090
100,首都高速十一号線（２４時間）,東京都港区海岸３丁目,6090,-,-,-,-,-,-,-,45330,10528,55858,18.8,,,,,,67842,0.82,,１１月１６日（火）,晴,首都高速,100,首都高速十一号線（２４時間）,6090
110,高速横浜羽田空港線（１２時間）,東京都大田区羽田４丁目,6100,-,-,-,-,-,-,-,49557,9465,59022,16,5563,9.4,1.46,0.98,30516,50882,1.16,66.3,１１月１６日（火）,晴,首都高速,110,高速横浜羽田空港線（１２時間）,6100
110,高速横浜羽田空港線（２４時間）,東京都大田区羽田４丁目,6100,-,-,-,-,-,-,-,71781,14613,86394,16.9,,,,,,76917,1.12,,１１月１６日（火）,晴,首都高速,110,高速横浜羽田空港線（２４時間）,6100
120,首都高速目黒板橋線（１２時間）,東京都目黒区青葉台４丁目,6110,-,-,-,-,-,-,-,17719,4397,22116,19.9,2007,9.1,1.64,0.41,-,-,-,11.9,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6110
120,首都高速目黒板橋線（２４時間）,東京都目黒区青葉台４丁目,6110,-,-,-,-,-,-,-,26174,10022,36196,27.7,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6110
120,首都高速目黒板橋線（１２時間）,東京都渋谷区元代々木町,6120,-,-,-,-,-,-,-,22760,4225,26985,15.7,2580,9.6,1.59,0.42,-,-,-,66.3,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6120
120,首都高速目黒板橋線（２４時間）,東京都渋谷区元代々木町,6120,-,-,-,-,-,-,-,33485,9529,43014,22.2,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6120
120,首都高速目黒板橋線（１２時間）,東京都渋谷区初台１丁目,6130,-,-,-,-,-,-,-,21002,4322,25324,17.1,2433,9.6,1.59,0.39,-,-,-,80.1,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6130
120,首都高速目黒板橋線（２４時間）,東京都渋谷区初台１丁目,6130,-,-,-,-,-,-,-,30607,9638,40245,23.9,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6130
120,首都高速目黒板橋線（１２時間）,東京都中野区本町２丁目,6140,-,-,-,-,-,-,-,34077,6394,40471,15.8,3908,9.7,1.55,0.64,-,-,-,74.6,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6140
120,首都高速目黒板橋線（２４時間）,東京都中野区本町２丁目,6140,-,-,-,-,-,-,-,48787,13744,62531,22,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6140
120,首都高速目黒板橋線（１２時間）,東京都新宿区中落合３丁目,6150,-,-,-,-,-,-,-,40004,6567,46571,14.1,4512,9.7,1.53,0.73,-,-,-,75.9,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6150
120,首都高速目黒板橋線（２４時間）,東京都新宿区中落合３丁目,6150,-,-,-,-,-,-,-,57241,14048,71289,19.7,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6150
120,首都高速目黒板橋線（１２時間）,東京都豊島区高松１丁目,6160,-,-,-,-,-,-,-,37726,6419,44145,14.5,4303,9.7,1.55,0.69,-,-,-,45.2,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6160
120,首都高速目黒板橋線（２４時間）,東京都豊島区高松１丁目,6160,-,-,-,-,-,-,-,54347,13933,68280,20.4,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6160
120,首都高速目黒板橋線（１２時間）,東京都豊島区高松１丁目,6170,-,-,-,-,-,-,-,35217,8928,44145,20.2,4303,9.7,1.55,0.74,-,-,-,37.3,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（１２時間）,6170
120,首都高速目黒板橋線（２４時間）,東京都豊島区高松１丁目,6170,-,-,-,-,-,-,-,52789,15491,68280,22.7,,,,,,-,-,,１１月１６日（火）,晴,首都高速,120,首都高速目黒板橋線（２４時間）,6170
120,首都高速板橋足立線（１２時間）,東京都板橋区板橋４丁目,6180,-,-,-,-,-,-,-,38988,9846,48834,20.2,4583,9.4,1.54,0.83,519,31928,1.53,13,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（１２時間）,6180
120,首都高速板橋足立線（２４時間）,東京都板橋区板橋４丁目,6180,-,-,-,-,-,-,-,56385,18626,75011,24.8,,,,,,48890,1.53,,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（２４時間）,6180
120,首都高速板橋足立線（１２時間）,東京都北区滝野川２丁目,6190,-,-,-,-,-,-,-,35850,10274,46124,22.3,4371,9.5,1.55,0.82,519,31928,1.44,13,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（１２時間）,6190
120,首都高速板橋足立線（２４時間）,東京都北区滝野川２丁目,6190,-,-,-,-,-,-,-,51461,19828,71289,27.8,,,,,,48890,1.46,,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（２４時間）,6190
120,首都高速板橋足立線（１２時間）,東京都北区滝野川２丁目,6200,-,-,-,-,-,-,-,33578,10340,43918,23.5,4199,9.6,1.56,0.77,519,31928,1.38,13.2,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（１２時間）,6200
120,首都高速板橋足立線（２４時間）,東京都北区滝野川２丁目,6200,-,-,-,-,-,-,-,48589,20014,68603,29.2,,,,,,48890,1.4,,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（２４時間）,6200
120,首都高速板橋足立線（１２時間）,東京都足立区宮城２丁目,6210,-,-,-,-,-,-,-,39461,8761,48222,18.2,4693,9.7,1.54,0.83,519,31928,1.51,19.1,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（１２時間）,6210
120,首都高速板橋足立線（２４時間）,東京都足立区宮城２丁目,6210,-,-,-,-,-,-,-,56868,17247,74115,23.3,,,,,,48890,1.52,,１１月１６日（火）,晴,首都高速,120,首都高速板橋足立線（２４時間）,6210
120,高速葛飾川口線（１２時間）,東京都足立区扇２丁目,6220,-,-,-,-,-,-,-,54210,14005,68215,20.5,6133,9,1.48,1.03,516,63306,1.08,27.4,１１月１６日（火）,晴,首都高速,120,高速葛飾川口線（１２時間）,6220
120,高速葛飾川口線（２４時間）,東京都足立区扇２丁目,6220,-,-,-,-,-,-,-,79009,21639,100648,21.5,,,,,,94170,1.07,,１１月１６日（火）,晴,首都高速,120,高速葛飾川口線（２４時間）,6220
120,高速葛飾川口線（１２時間）,東京都足立区梅田４丁目,6230,-,-,-,-,-,-,-,49482,18914,68396,27.7,6148,9,1.48,1.12,516,63306,1.08,47.2,１１月１６日（火）,晴,首都高速,120,高速葛飾川口線（１２時間）,6230
120,高速葛飾川口線（２４時間）,東京都足立区梅田４丁目,6230,-,-,-,-,-,-,-,70469,30806,101275,30.4,,,,,,94170,1.08,,１１月１６日（火）,晴,首都高速,120,高速葛飾川口線（２４時間）,6230
120,高速葛飾川口線（１２時間）,東京都足立区足立２丁目,6240,-,-,-,-,-,-,-,48859,18058,66917,27,6037,9,1.49,1.1,516,63306,1.06,30.9,１１月１６日（火）,晴,首都高速,120,高速葛飾川口線（１２時間）,6240
120,高速葛飾川口線（２４時間）,東京都足立区足立２丁目,6240,-,-,-,-,-,-,-,69577,29829,99406,30,,,,,,94170,1.06,,１１月１６日（火）,晴,首都高速,120,高速葛飾川口線（２４時間）,6240
120,首都高速六号線（１２時間）,東京都葛飾区小菅３丁目,6250,-,-,-,-,-,-,-,84578,20491,105069,19.5,9267,8.8,1.54,0.92,516,63306,1.66,29.4,１１月１６日（火）,晴,首都高速,120,首都高速六号線（１２時間）,6250
120,首都高速六号線（２４時間）,東京都葛飾区小菅３丁目,6250,-,-,-,-,-,-,-,121480,39957,161437,24.8,,,,,,94170,1.71,,１１月１６日（火）,晴,首都高速,120,首都高速六号線（２４時間）,6250
120,首都高速六号線（１２時間）,東京都葛飾区堀切４丁目,6260,-,-,-,-,-,-,-,77293,29817,107110,27.8,9461,8.8,1.54,1.01,516,63306,1.69,34.5,１１月１６日（火）,晴,首都高速,120,首都高速六号線（１２時間）,6260
120,首都高速六号線（２４時間）,東京都葛飾区堀切４丁目,6260,-,-,-,-,-,-,-,112550,52621,165171,31.9,,,,,,94170,1.75,,１１月１６日（火）,晴,首都高速,120,首都高速六号線（２４時間）,6260
120,首都高速葛飾江戸川線（１２時間）,東京都葛飾区堀切１丁目,6270,-,-,-,-,-,-,-,41096,21169,62265,34,5975,9.6,1.51,1.05,515,64343,0.97,26.7,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（１２時間）,6270
120,首都高速葛飾江戸川線（２４時間）,東京都葛飾区堀切１丁目,6270,-,-,-,-,-,-,-,59539,34738,94277,36.8,,,,,,96702,0.97,,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（２４時間）,6270
120,首都高速葛飾江戸川線（１２時間）,東京都葛飾区東四つ木３丁目,6280,-,-,-,-,-,-,-,38716,21576,60292,35.8,5814,9.6,1.5,1.06,515,64343,0.94,29.1,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（１２時間）,6280
120,首都高速葛飾江戸川線（２４時間）,東京都葛飾区東四つ木３丁目,6280,-,-,-,-,-,-,-,55530,34936,90466,38.6,,,,,,96702,0.94,,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（２４時間）,6280
120,首都高速葛飾江戸川線（１２時間）,東京都江戸川区西小松川町,6290,-,-,-,-,-,-,-,34073,21015,55088,38.1,5373,9.8,1.52,1.13,515,64343,0.86,16.5,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（１２時間）,6290
120,首都高速葛飾江戸川線（２４時間）,東京都江戸川区西小松川町,6290,-,-,-,-,-,-,-,49402,34417,83819,41.1,,,,,,96702,0.87,,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（２４時間）,6290
120,首都高速葛飾江戸川線（１２時間）,東京都江戸川区北葛西１丁目,6300,-,-,-,-,-,-,-,37235,21547,58782,36.7,5851,10,1.49,1.12,515,64343,0.91,21.6,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（１２時間）,6300
120,首都高速葛飾江戸川線（２４時間）,東京都江戸川区北葛西１丁目,6300,-,-,-,-,-,-,-,52607,34793,87400,39.8,,,,,,96702,0.9,,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（２４時間）,6300
120,首都高速葛飾江戸川線（１２時間）,東京都江戸川区清新町１丁目,6310,-,-,-,-,-,-,-,34092,21190,55282,38.3,5424,9.8,1.48,1.1,515,64343,0.86,22.9,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（１２時間）,6310
120,首都高速葛飾江戸川線（２４時間）,東京都江戸川区清新町１丁目,6310,-,-,-,-,-,-,-,47786,34037,81823,41.6,,,,,,96702,0.85,,１１月１６日（火）,晴,首都高速,120,首都高速葛飾江戸川線（２４時間）,6310
130,高速葛飾川口線（１２時間）,東京都足立区江北２丁目,6320,-,-,-,-,-,-,-,49450,19206,68656,28,6116,8.9,1.47,1.18,30503,53697,1.28,43.1,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（１２時間）,6320
130,高速葛飾川口線（２４時間）,東京都足立区江北２丁目,6320,-,-,-,-,-,-,-,69243,31538,100781,31.3,,,,,,82500,1.22,,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（２４時間）,6320
130,高速葛飾川口線（１２時間）,埼玉県川口市東領家５丁目,6330,-,-,-,-,-,-,-,47422,17444,64866,26.9,5798,8.9,1.47,1.03,30503,53697,1.21,37.8,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（１２時間）,6330
130,高速葛飾川口線（２４時間）,埼玉県川口市東領家５丁目,6330,-,-,-,-,-,-,-,66391,28891,95282,30.3,,,,,,82500,1.15,,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（２４時間）,6330
130,高速葛飾川口線（１２時間）,東京都足立区入谷７丁目,6340,-,-,-,-,-,-,-,43220,16908,60128,28.1,5442,9.1,1.46,1.01,30502,53697,1.12,25.6,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（１２時間）,6340
130,高速葛飾川口線（２４時間）,東京都足立区入谷７丁目,6340,-,-,-,-,-,-,-,60452,27306,87758,31.1,,,,,,82500,1.06,,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（２４時間）,6340
130,高速葛飾川口線（１２時間）,東京都足立区入谷４丁目,6350,-,-,-,-,-,-,-,45539,16802,62341,27,5643,9.1,1.46,1.04,30502,53697,1.16,28.8,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（１２時間）,6350
130,高速葛飾川口線（２４時間）,東京都足立区入谷４丁目,6350,-,-,-,-,-,-,-,63536,27236,90772,30,,,,,,82500,1.1,,１１月１６日（火）,晴,首都高速,130,高速葛飾川口線（２４時間）,6350
150,首都高速晴海線（１２時間）,東京都江東区有明１丁目,6360,-,-,-,-,-,-,-,5373,956,6329,15.1,667,10.5,1.38,0.46,-,-,-,69.4,１１月１６日（火）,晴,首都高速,150,首都高速晴海線（１２時間）,6360
150,首都高速晴海線（２４時間）,東京都江東区有明１丁目,6360,-,-,-,-,-,-,-,7225,1493,8718,17.1,,,,,,-,-,,１１月１６日（火）,晴,首都高速,150,首都高速晴海線（２４時間）,6360
1,一般国道１号（１２時間）,千代田区丸の内１－８,10010,21837,2095,1581,14109,4763,981,2914,18872,3895,22767,17.1,2068,9.1,1.44,0.68,1001,29803,0.76,10.4,１０月５日（火）,晴,東京国道,1,一般国道１号（１２時間）,10010
1,一般国道１号（２４時間）,千代田区丸の内１－８,10010,27699,2077,2178,21718,5657,1310,4076,27375,5386,32761,16.4,,,,,,44625,0.73,,１０月５日（火）,晴,東京国道,1,一般国道１号（２４時間）,10010
1,一般国道１号（１２時間）,千代田区霞ヶ関１－３,10040,19132,756,864,13073,3276,70,1247,16349,1317,17666,7.5,1760,10,1.36,0.51,1004,22427,0.79,12.6,１０月５日（火）,晴,東京国道,1,一般国道１号（１２時間）,10040
1,一般国道１号（２４時間）,千代田区霞ヶ関１－３,10040,24134,658,1148,18745,3695,87,1571,22440,1658,24098,6.9,,,,,,29713,0.81,,１０月５日（火）,晴,東京国道,1,一般国道１号（２４時間）,10040
1,一般国道１号（１２時間）,品川区東五反田３－１,10060,4078,1343,2319,17340,7122,138,2534,24462,2672,27134,9.8,2602,9.6,1.48,0.62,1006,32309,0.84,23.6,１０月１９日（火）,曇,東京国道,1,一般国道１号（１２時間）,10060
1,一般国道１号（２４時間）,品川区東五反田３－１,10060,5478,1012,3356,28464,8325,158,3216,36789,3374,40163,8.4,,,,,,48706,0.82,,１０月１９日（火）,曇,東京国道,1,一般国道１号（２４時間）,10060
1,一般国道１号（１２時間）,品川区西大井６－１,10070,2727,1592,3106,17235,10722,269,4430,27957,4699,32656,14.4,3263,10,1.44,1.09,1007,39627,0.82,12.9,１０月１９日（火）,曇,東京国道,1,一般国道１号（１２時間）,10070
1,一般国道１号（２４時間）,品川区西大井６－１,10070,3511,1474,4686,27773,13277,408,5656,41050,6064,47114,12.9,,,,,,59123,0.8,,１０月１９日（火）,曇,東京国道,1,一般国道１号（２４時間）,10070
1,一般国道１号（１２時間）,大田区西馬込２－３０,10080,-,-,-,15155,15804,299,4591,30959,4890,35849,13.6,3226,9,1.41,0.79,1008,42433,0.84,23.5,１０月（平日）,－,東京国道,1,一般国道１号（１２時間）,10080
1,一般国道１号（２４時間）,大田区西馬込２－３０,10080,-,-,-,23177,20531,417,6358,43708,6775,50483,13.4,,,,,,58872,0.86,,１０月（平日）,－,東京国道,1,一般国道１号（２４時間）,10080
1,一般国道１号（１２時間）,大田区多摩川２－１６,10090,501,1884,2748,16816,8076,188,5312,24892,5500,30392,18.1,2916,9.6,1.44,0.81,1009,33699,0.9,22.8,１０月１９日（火）,曇,東京国道,1,一般国道１号（１２時間）,10090
1,一般国道１号（２４時間）,大田区多摩川２－１６,10090,868,2328,4255,25549,10333,261,7596,35882,7857,43739,18,,,,,,49590,0.88,,１０月１９日（火）,曇,東京国道,1,一般国道１号（２４時間）,10090
4,一般国道４号（１２時間）,千代田区神田美倉町１０,10110,6232,2118,3432,18756,10339,282,5338,29095,5620,34715,16.2,3226,9.3,1.46,1.18,1022,24708,1.41,9.9,１０月５日（火）,晴,東京国道,4,一般国道４号（１２時間）,10110
4,一般国道４号（２４時間）,千代田区神田美倉町１０,10110,7612,2055,4676,29153,12630,370,8495,41783,8865,50648,17.5,,,,,,40113,1.26,,１０月５日（火）,晴,東京国道,4,一般国道４号（２４時間）,10110
4,一般国道４号（１２時間）,台東区台東１－９,10120,13279,3014,3777,14465,7697,249,4949,22162,5198,27360,19,2498,9.1,1.54,0.76,1022,24708,1.11,15.4,１０月５日（火）,晴,東京国道,4,一般国道４号（１２時間）,10120
4,一般国道４号（２４時間）,台東区台東１－９,10120,16194,2929,5514,24660,9473,340,7688,34133,8028,42161,19,,,,,,40113,1.05,,１０月５日（火）,晴,東京国道,4,一般国道４号（２４時間）,10120
4,一般国道４号（１２時間）,台東区根岸５－２４,10150,6229,1813,1987,19708,9199,154,5251,28907,5405,34312,15.8,3087,9,1.55,0.9,1025,44116,0.78,12.8,９月３０日（木）,雨,東京国道,4,一般国道４号（１２時間）,10150
4,一般国道４号（２４時間）,台東区根岸５－２４,10150,8706,2287,3303,32761,11836,235,8508,44597,8743,53340,16.4,,,,,,67544,0.79,,９月３０日（木）,雨,東京国道,4,一般国道４号（２４時間）,10150
4,一般国道４号（１２時間）,足立区千住橋戸町４３,10160,818,1119,2538,21504,11024,149,6509,32528,6658,39186,17,3462,8.8,1.54,1.44,1025,44116,0.89,19.9,９月３０日（木）,雨,東京国道,4,一般国道４号（１２時間）,10160
4,一般国道４号（２４時間）,足立区千住橋戸町４３,10160,1157,1496,4125,35416,14174,228,10356,49590,10584,60174,17.6,,,,,,67544,0.89,,９月３０日（木）,雨,東京国道,4,一般国道４号（２４時間）,10160
4,一般国道４号（１２時間）,足立区中央本町１－１,10170,-,-,-,13589,14033,404,5440,27622,5844,33466,17.5,2894,8.6,1.53,1.12,1026,34008,0.98,13.5,１０月（平日）,－,東京国道,4,一般国道４号（１２時間）,10170
