地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13222,東久留米市,1,06,100～199人,2,259,171,-,259,171,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13222,東久留米市,1,07,200～299人,1,206,181,-,206,181,-,x,x,x,x,x,-,-,-,x,x,x,-,-,-
2,13222,東久留米市,1,09,500～999人,1,986,722,50,1036,772,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13222,東久留米市,1,10,1000人以上,1,1419,1043,-,1419,1043,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,120,4444,2641,42,4485,2680,1,1726732,5340961,9747008,8611285,955516,19538,28,160641,4098353,4179027,2607486,420098,106295,186613
2,13223,武蔵村山市,1,01,4～9人,40,246,174,-,245,173,1,86929,158810,374919,298541,75034,676,-,668,200099,200099,…,…,…,…
2,13223,武蔵村山市,1,02,10～19人,39,532,383,1,533,384,-,212578,312902,762021,574457,175003,11049,28,1484,416084,416084,…,…,…,…
2,13223,武蔵村山市,1,03,20～29人,9,215,135,3,218,138,-,83231,267450,470668,387573,81834,-,-,1261,188166,188166,…,…,…,…
2,13223,武蔵村山市,1,04,30～49人,11,450,287,-,450,287,-,168599,506295,957561,836527,121034,-,-,-,409664,421080,231749,39821,30828,22459
2,13223,武蔵村山市,1,05,50～99人,11,720,480,2,722,481,-,309968,532977,1277692,774858,501999,-,-,835,668674,693888,962485,93596,31125,29741
2,13223,武蔵村山市,1,06,100～199人,7,987,602,5,992,607,-,395435,1398458,2732273,2567455,612,7813,-,156393,1234929,1239572,860009,54574,18613,46118
2,13223,武蔵村山市,1,08,300～499人,2,724,413,31,755,443,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13223,武蔵村山市,1,09,500～999人,1,570,167,-,570,167,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13224,多摩市,0,00,総数,21,878,517,1,879,518,-,432624,1292103,2312701,2127848,74756,336,-,109761,1045817,988244,568668,21637,17622,45973
2,13224,多摩市,1,01,4～9人,4,23,11,-,23,11,-,5520,3031,13508,2537,10971,-,-,-,9701,9701,…,…,…,…
2,13224,多摩市,1,02,10～19人,5,70,40,-,70,40,-,25100,51437,127486,79341,43187,336,-,4622,70935,70935,…,…,…,…
2,13224,多摩市,1,03,20～29人,3,73,38,-,73,38,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13224,多摩市,1,04,30～49人,4,149,57,-,149,57,-,48057,246949,398711,324304,11337,-,-,63070,143153,143084,80352,1159,159,4461
2,13224,多摩市,1,05,50～99人,2,117,64,-,117,64,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13224,多摩市,1,06,100～199人,3,446,307,1,447,308,-,276626,782949,1367037,1324968,-,-,-,42069,635234,578485,x,x,x,x
2,13225,稲城市,0,00,総数,62,1773,1135,23,1793,1154,3,763399,1359984,2865057,2220754,573403,13370,39,57491,1203664,1400891,1500520,101476,7747,169259
2,13225,稲城市,1,01,4～9人,23,135,89,4,136,90,3,47494,54254,134380,118028,12037,920,-,3395,74200,74200,…,…,…,…
2,13225,稲城市,1,02,10～19人,18,241,165,-,241,165,-,72111,183067,341351,284248,27802,3333,-,25968,146558,146558,…,…,…,…
2,13225,稲城市,1,03,20～29人,10,231,144,-,231,144,-,96703,155662,325980,243687,45296,9117,-,27880,158790,158790,…,…,…,…
2,13225,稲城市,1,04,30～49人,6,226,140,5,231,145,-,84264,131453,393795,382212,11296,-,39,248,246070,245293,141190,13037,533,4205
2,13225,稲城市,1,05,50～99人,1,60,35,-,60,35,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13225,稲城市,1,06,100～199人,2,224,182,-,224,182,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13225,稲城市,1,08,300～499人,2,656,380,14,670,393,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13227,羽村市,0,00,総数,68,8272,7386,53,8322,7437,3,4482893,48677817,76184833,75521779,475876,2700,222,184256,24860320,25644833,5717935,1299658,55193,966158
2,13227,羽村市,1,01,4～9人,15,97,63,-,94,61,3,24979,25944,69989,35369,31766,110,-,2744,40783,40783,…,…,…,…
2,13227,羽村市,1,02,10～19人,17,229,182,-,229,182,-,94816,512729,854087,688658,102389,-,16,63024,316297,316297,…,…,…,…
2,13227,羽村市,1,03,20～29人,8,206,146,-,206,146,-,93683,169459,390358,378318,9280,-,-,2760,208127,208127,…,…,…,…
2,13227,羽村市,1,04,30～49人,5,186,132,1,187,133,-,86210,168318,419586,x,x,927,-,11754,232374,240663,70886,22665,2463,7820
2,13227,羽村市,1,05,50～99人,10,649,504,3,652,507,-,280188,1946469,2649217,2353783,287577,1663,-,6194,632360,654742,300241,51330,1460,36113
2,13227,羽村市,1,06,100～199人,9,1087,803,-,1087,803,-,547785,2091582,3641466,3523488,19992,-,206,97780,1288735,1470928,1232578,154848,7010,175787
2,13227,羽村市,1,07,200～299人,1,250,222,2,252,224,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13227,羽村市,1,08,300～499人,1,314,295,-,314,295,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
2,13227,羽村市,1,09,500～999人,1,531,474,-,531,474,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13227,羽村市,1,10,1000人以上,1,4723,4565,47,4770,4612,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13228,あきる野市,0,00,総数,77,1963,1501,3,1963,1502,3,973981,2418515,4620034,4144735,343862,-,580,130857,1998211,2057420,841119,96183,8984,74230
2,13228,あきる野市,1,01,4～9人,24,142,100,-,139,98,3,53784,76968,210531,157639,52892,-,-,-,123667,123667,…,…,…,…
2,13228,あきる野市,1,02,10～19人,26,357,253,-,357,253,-,124668,167951,411875,329057,46303,-,405,36110,225905,225905,…,…,…,…
2,13228,あきる野市,1,03,20～29人,14,345,263,1,346,264,-,175630,509640,1067378,836566,229355,-,175,1282,516586,516586,…,…,…,…
2,13228,あきる野市,1,04,30～49人,5,177,131,-,177,131,-,95653,236276,459569,459569,-,-,-,-,217872,217853,99510,9472,3566,6186
2,13228,あきる野市,1,05,50～99人,3,209,146,-,209,146,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13228,あきる野市,1,06,100～199人,4,502,421,2,504,423,-,284023,689733,1317399,1285013,-,-,-,32386,545775,587318,544166,55552,3473,59632
2,13228,あきる野市,1,07,200～299人,1,231,187,-,231,187,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13229,西東京市,0,00,総数,30,969,755,2,971,756,-,522586,1598001,3067352,2771564,177326,x,-,x,1432480,1374292,1060216,57424,1470,56857
2,13229,西東京市,1,01,4～9人,12,68,41,-,68,41,-,23172,34848,81191,65306,10509,-,-,5376,42913,42913,…,…,…,…
2,13229,西東京市,1,02,10～19人,9,108,62,-,108,62,-,39273,80952,229356,208854,20494,-,-,8,137412,137412,…,…,…,…
2,13229,西東京市,1,03,20～29人,4,91,48,-,91,48,-,28325,39325,123493,100467,23026,-,-,-,77933,77933,…,…,…,…
2,13229,西東京市,1,04,30～49人,1,37,31,1,38,31,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13229,西東京市,1,05,50～99人,1,66,58,-,66,58,-,x,x,x,-,x,-,-,-,x,x,x,x,-,x
2,13229,西東京市,1,06,100～199人,2,228,190,1,229,191,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13229,西東京市,1,08,300～499人,1,371,325,-,371,325,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
1,13300,郡部,0,00,総数,269,8523,6296,176,8685,6450,14,4099918,26893007,64017443,61974015,1404284,84932,7334,546878,33130149,34500591,5621223,1195344,35623,450732
1,13300,郡部,1,01,4～9人,109,700,482,-,686,471,14,254827,710801,1336725,819696,x,4276,128,x,580290,580290,…,…,…,…
1,13300,郡部,1,02,10～19人,72,990,698,7,997,703,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13300,郡部,1,03,20～29人,34,809,635,-,809,635,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13300,郡部,1,04,30～49人,22,872,656,8,880,663,-,417280,1052817,1748750,1482603,202735,30344,233,32835,598342,648341,592289,95448,4911,48428
1,13300,郡部,1,05,50～99人,21,1423,976,12,1435,988,-,501102,2100156,3800999,3420431,314142,4957,989,60480,1526304,1585105,1564602,102387,16214,99552
1,13300,郡部,1,06,100～199人,9,1230,834,14,1244,848,-,552304,2721216,3658418,3484804,-,-,5467,168147,1031433,940141,x,x,x,x
1,13300,郡部,1,07,200～299人,1,290,202,-,290,202,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,13300,郡部,1,10,1000人以上,1,2209,1813,135,2344,1940,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13303,瑞穂町,0,00,総数,207,6686,5016,151,6831,5153,6,3257768,23431525,59185253,57493770,1247268,84932,7276,352007,31680101,33179305,4628216,1087978,10659,389777
2,13303,瑞穂町,1,01,4～9人,83,527,370,-,521,365,6,202051,630869,1172201,664796,386556,4276,128,116445,501963,501963,…,…,…,…
2,13303,瑞穂町,1,02,10～19人,57,770,560,4,774,564,-,296180,517504,1195984,927045,213269,30143,517,25010,629302,629302,…,…,…,…
2,13303,瑞穂町,1,03,20～29人,27,648,493,-,648,493,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,04,30～49人,18,704,533,8,712,540,-,327648,888686,1456581,1213758,202735,30344,175,9569,485345,528601,561944,58253,3578,41937
2,13303,瑞穂町,1,05,50～99人,16,1097,760,4,1101,764,-,384402,1873093,3016148,2788507,181195,4957,989,40500,991526,1068654,1423229,94042,2526,90859
2,13303,瑞穂町,1,06,100～199人,5,731,487,-,731,487,-,339376,1008548,1787817,1697652,-,-,5467,84698,705387,743043,x,x,x,x
2,13303,瑞穂町,1,10,1000人以上,1,2209,1813,135,2344,1940,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13305,日の出町,0,00,総数,49,1696,1199,25,1714,1217,7,795971,3382806,4671079,4337303,140468,-,58,193250,1373717,1244955,993007,107366,24964,60955
2,13305,日の出町,1,01,4～9人,19,130,88,-,123,83,7,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13305,日の出町,1,02,10～19人,10,144,102,3,147,103,-,54487,265937,428101,361693,-,-,-,66408,150150,150150,…,…,…,…
2,13305,日の出町,1,03,20～29人,6,139,121,-,139,121,-,65842,268629,402100,402100,-,-,-,-,123585,123585,…,…,…,…
2,13305,日の出町,1,04,30～49人,4,168,123,-,168,123,-,89632,164131,292169,268845,-,-,58,23266,112997,119740,30345,37195,1333,6491
2,13305,日の出町,1,05,50～99人,5,326,216,8,334,224,-,116700,227063,784851,631924,132947,-,-,19980,534778,516451,141373,8345,13688,8693
2,13305,日の出町,1,06,100～199人,4,499,347,14,513,361,-,212928,1712668,1870601,1787152,-,-,-,83449,326046,197098,x,x,x,x
2,13305,日の出町,1,07,200～299人,1,290,202,-,290,202,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13307,檜原村,0,00,総数,5,63,43,-,62,42,1,26066,59328,103922,85753,16548,-,-,1621,41292,41292,-,-,-,-
2,13307,檜原村,1,01,4～9人,2,10,8,-,9,7,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13307,檜原村,1,02,10～19人,2,31,14,-,31,14,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13307,檜原村,1,03,20～29人,1,22,21,-,22,21,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13308,奥多摩町,0,00,総数,8,78,38,-,78,38,-,20113,19348,57189,57189,-,-,-,-,35039,35039,-,-,-,-
2,13308,奥多摩町,1,01,4～9人,5,33,16,-,33,16,-,10783,12223,31771,31771,-,-,-,-,18100,18100,…,…,…,…
2,13308,奥多摩町,1,02,10～19人,3,45,22,-,45,22,-,9330,7125,25418,25418,-,-,-,-,16939,16939,…,…,…,…
1,13350,島部,0,00,総数,38,332,164,-,313,151,19,73554,124603,275217,256688,1634,-,-,16895,125778,125778,-,-,-,-
1,13350,島部,1,01,4～9人,28,189,89,-,171,77,18,42308,78572,183048,168886,x,-,-,x,83059,83059,…,…,…,…
1,13350,島部,1,02,10～19人,8,99,57,-,98,56,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13350,島部,1,03,20～29人,2,44,18,-,44,18,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13361,大島町,0,00,総数,8,82,34,-,82,34,-,13020,17899,40250,40250,-,-,-,-,20696,20696,-,-,-,-
2,13361,大島町,1,01,4～9人,6,44,20,-,44,20,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,1,02,10～19人,1,14,2,-,14,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13361,大島町,1,03,20～29人,1,24,12,-,24,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13362,利島村,0,00,総数,2,9,7,-,9,7,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13362,利島村,1,01,4～9人,2,9,7,-,9,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13363,新島村,0,00,総数,9,69,22,-,59,15,10,9923,9162,41276,26447,1634,-,-,13195,29395,29395,-,-,-,-
2,13363,新島村,1,01,4～9人,8,58,21,-,48,14,10,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13363,新島村,1,02,10～19人,1,11,1,-,11,1,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13364,神津島村,0,00,総数,2,17,12,-,17,12,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,13364,神津島村,1,01,4～9人,1,7,3,-,7,3,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13364,神津島村,1,02,10～19人,1,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13381,三宅村,0,00,総数,3,25,21,-,22,19,3,10633,25682,36432,36432,-,-,-,-,9954,9954,-,-,-,-
2,13381,三宅村,1,01,4～9人,2,10,6,-,7,4,3,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13381,三宅村,1,02,10～19人,1,15,15,-,15,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13382,御蔵島村,0,00,総数,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13401,八丈町,0,00,総数,12,115,59,-,109,55,6,28413,41877,100644,97726,-,-,-,2918,47573,47573,-,-,-,-
2,13401,八丈町,1,01,4～9人,7,46,23,-,41,20,5,14239,23281,54936,54751,-,-,-,185,22469,22469,…,…,…,…
2,13401,八丈町,1,02,10～19人,4,49,30,-,48,29,1,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13401,八丈町,1,03,20～29人,1,20,6,-,20,6,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13402,青ヶ島村,0,00,総数,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,13402,青ヶ島村,1,01,4～9人,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13421,小笠原村,0,00,総数,1,6,3,-,6,3,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
2,13421,小笠原村,1,01,4～9人,1,6,3,-,6,3,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
,,,,,,,,,,,,,,,,,,,,,,,,,,
2019東京の工業　2019年工業統計調査報告（平成30年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,
第6-1表　区市町村，従業者規模別統計表（従業者４人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都　1：区部・市部・郡部・島部　2：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,
従業者規模階層（0：総数　1：従業者規模）,,,,,,,,,,,,,,,,,,,,,,,,,,
