地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13203,武蔵野市,0,00,総数,24,310,192,6,315,192,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13203,武蔵野市,1,09,食料品製造業,4,42,24,-,41,23,1,12340,15303,31614,17704,-,-,-,13910,15103,15103,…,…,…,…
2,13203,武蔵野市,1,15,印刷・同関連業,6,80,46,6,86,47,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,20,なめし革・同製品・毛皮製造業,1,9,5,-,9,5,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,21,窯業・土石製品製造業,1,16,14,-,16,14,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13203,武蔵野市,1,24,金属製品製造業,1,4,2,-,4,2,-,x,x,x,x,-,-,x,-,x,x,…,…,…,…
2,13203,武蔵野市,1,26,生産用機械器具製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,x,-,x,x,…,…,…,…
2,13203,武蔵野市,1,27,業務用機械器具製造業,1,15,13,-,15,13,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,28,電子部品・デバイス・電子回路製造業,2,51,27,-,51,27,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,29,電気機械器具製造業,5,78,53,-,78,53,-,46014,80607,151776,112175,997,21723,-,16881,65900,65900,…,…,…,…
2,13203,武蔵野市,1,32,その他の製造業,2,11,5,-,11,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13204,三鷹市,0,00,総数,59,735,507,2,736,508,1,325443,387653,975756,746316,212184,9237,-,8019,544579,544579,…,…,…,…
2,13204,三鷹市,1,09,食料品製造業,3,49,23,-,49,23,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13204,三鷹市,1,11,繊維工業,1,5,-,-,5,-,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13204,三鷹市,1,15,印刷・同関連業,10,123,72,-,123,72,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13204,三鷹市,1,18,プラスチック製品製造業（別掲を除く）,4,40,22,-,40,22,-,21414,27710,78084,72922,5162,-,-,-,46643,46643,…,…,…,…
2,13204,三鷹市,1,19,ゴム製品製造業,1,5,1,-,4,-,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13204,三鷹市,1,24,金属製品製造業,8,102,81,2,104,83,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13204,三鷹市,1,25,はん用機械器具製造業,3,50,40,-,50,40,-,22115,21241,59448,22757,29487,7204,-,-,35376,35376,…,…,…,…
2,13204,三鷹市,1,26,生産用機械器具製造業,9,101,83,-,101,83,-,43510,36219,108443,88367,20076,-,-,-,66874,66874,…,…,…,…
2,13204,三鷹市,1,27,業務用機械器具製造業,7,61,40,-,61,40,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13204,三鷹市,1,28,電子部品・デバイス・電子回路製造業,3,39,27,-,39,27,-,19173,33032,85500,85500,-,-,-,-,48582,48582,…,…,…,…
2,13204,三鷹市,1,29,電気機械器具製造業,7,121,91,-,121,91,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13204,三鷹市,1,31,輸送用機械器具製造業,2,32,23,-,32,23,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13204,三鷹市,1,32,その他の製造業,1,7,4,-,7,4,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13205,青梅市,0,00,総数,177,2231,1508,3,2218,1498,16,802086,2675497,4432615,3724040,565295,9519,233,133528,1631148,1631148,…,…,…,…
2,13205,青梅市,1,09,食料品製造業,9,141,64,-,140,63,1,42498,41293,93579,80523,12917,-,-,139,48412,48412,…,…,…,…
2,13205,青梅市,1,10,飲料・たばこ・飼料製造業,1,4,1,-,4,1,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13205,青梅市,1,11,繊維工業,6,51,13,-,50,12,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13205,青梅市,1,13,家具・装備品製造業,2,13,10,-,11,9,2,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13205,青梅市,1,14,パルプ・紙・紙加工品製造業,5,72,47,-,72,47,-,24448,36408,72930,72930,-,-,-,-,33818,33818,…,…,…,…
2,13205,青梅市,1,15,印刷・同関連業,9,105,77,-,105,77,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13205,青梅市,1,16,化学工業,1,12,12,-,11,11,1,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13205,青梅市,1,17,石油製品・石炭製品製造業,1,19,17,-,19,17,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,20,250,147,-,249,147,1,79059,213999,374559,315294,40265,-,-,19000,148666,148666,…,…,…,…
2,13205,青梅市,1,19,ゴム製品製造業,1,20,8,-,20,8,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13205,青梅市,1,21,窯業・土石製品製造業,4,60,57,-,60,57,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13205,青梅市,1,22,鉄鋼業,5,72,63,-,72,63,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13205,青梅市,1,23,非鉄金属製造業,2,28,25,-,28,25,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13205,青梅市,1,24,金属製品製造業,24,296,226,1,295,225,2,105453,184995,392515,229223,146193,234,233,16632,192704,192704,…,…,…,…
2,13205,青梅市,1,25,はん用機械器具製造業,3,29,20,-,29,20,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13205,青梅市,1,26,生産用機械器具製造業,39,472,356,-,469,354,3,198969,487859,916851,755388,145912,-,-,15551,398575,398575,…,…,…,…
2,13205,青梅市,1,27,業務用機械器具製造業,11,153,92,-,150,89,3,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,11,154,91,-,153,90,1,44401,120667,226279,156359,69920,-,-,-,97790,97790,…,…,…,…
2,13205,青梅市,1,29,電気機械器具製造業,14,189,118,2,191,120,-,61192,89191,202968,142636,44300,7956,-,8076,105349,105349,…,…,…,…
2,13205,青梅市,1,30,情報通信機械器具製造業,3,41,28,-,41,28,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13205,青梅市,1,31,輸送用機械器具製造業,2,20,12,-,20,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13205,青梅市,1,32,その他の製造業,4,30,24,-,29,23,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13206,府中市,0,00,総数,72,924,635,73,996,696,1,407346,1069930,1870529,1649267,168540,950,-,51772,743287,743287,…,…,…,…
2,13206,府中市,1,09,食料品製造業,2,46,30,-,46,30,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,11,繊維工業,2,34,5,-,34,5,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,13,家具・装備品製造業,1,16,14,-,16,14,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13206,府中市,1,15,印刷・同関連業,6,46,24,-,46,24,-,17567,35155,69258,49711,19547,-,-,-,31576,31576,…,…,…,…
2,13206,府中市,1,16,化学工業,1,11,6,-,11,6,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,17,石油製品・石炭製品製造業,1,22,17,-,22,17,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,18,プラスチック製品製造業（別掲を除く）,5,69,49,-,69,49,-,27234,62953,115859,81556,-,-,-,34303,48987,48987,…,…,…,…
2,13206,府中市,1,19,ゴム製品製造業,1,7,4,-,7,4,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13206,府中市,1,21,窯業・土石製品製造業,4,42,38,-,42,38,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13206,府中市,1,23,非鉄金属製造業,2,15,5,-,15,5,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,24,金属製品製造業,8,92,76,-,91,75,1,39934,66354,132183,62546,54097,-,-,15540,60953,60953,…,…,…,…
2,13206,府中市,1,25,はん用機械器具製造業,2,23,16,-,23,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13206,府中市,1,26,生産用機械器具製造業,5,44,39,-,44,39,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13206,府中市,1,27,業務用機械器具製造業,3,33,19,28,61,39,-,12532,14497,30283,30147,-,136,-,-,14617,14617,…,…,…,…
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,6,82,44,-,82,44,-,19817,27921,67883,57389,10494,-,-,-,37024,37024,…,…,…,…
2,13206,府中市,1,29,電気機械器具製造業,14,184,124,-,184,124,-,74727,101969,231298,195196,34319,814,-,969,121214,121214,…,…,…,…
2,13206,府中市,1,30,情報通信機械器具製造業,5,104,84,45,149,126,-,63823,125747,241387,234822,6565,-,-,-,107075,107075,…,…,…,…
2,13206,府中市,1,32,その他の製造業,3,50,38,-,50,38,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13207,昭島市,0,00,総数,84,1036,763,8,1038,767,6,391345,828486,1701065,1311825,174971,29897,659,183713,811824,811824,…,…,…,…
2,13207,昭島市,1,09,食料品製造業,2,22,12,-,22,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,12,木材・木製品製造業（家具を除く）,1,9,6,-,9,6,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13207,昭島市,1,13,家具・装備品製造業,3,25,22,-,25,22,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,14,パルプ・紙・紙加工品製造業,2,37,27,2,39,29,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13207,昭島市,1,15,印刷・同関連業,2,14,8,-,13,7,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,16,化学工業,1,10,4,-,10,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,18,プラスチック製品製造業（別掲を除く）,1,24,16,-,24,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,21,窯業・土石製品製造業,1,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,22,鉄鋼業,1,7,3,-,7,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,23,非鉄金属製造業,2,22,6,-,22,6,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,24,金属製品製造業,16,188,142,-,185,140,3,62415,60760,175996,67338,107622,-,659,377,106700,106700,…,…,…,…
2,13207,昭島市,1,25,はん用機械器具製造業,3,35,25,-,35,25,-,15333,14553,39285,32167,7118,-,-,-,22900,22900,…,…,…,…
2,13207,昭島市,1,26,生産用機械器具製造業,15,176,146,-,176,146,-,73726,111293,281111,271675,7798,1405,-,233,157323,157323,…,…,…,…
2,13207,昭島市,1,27,業務用機械器具製造業,7,115,82,-,115,82,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,2,13,10,-,13,10,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,29,電気機械器具製造業,10,125,95,6,131,101,-,61040,289369,450022,378827,8490,772,-,61933,152552,152552,…,…,…,…
2,13207,昭島市,1,30,情報通信機械器具製造業,1,19,13,-,19,13,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13207,昭島市,1,31,輸送用機械器具製造業,8,120,101,-,120,101,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13207,昭島市,1,32,その他の製造業,6,65,36,-,63,35,2,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13208,調布市,0,00,総数,73,819,489,-,815,487,4,310397,929541,1758232,1528027,105053,7962,-,117190,768332,768332,…,…,…,…
2,13208,調布市,1,09,食料品製造業,7,75,43,-,75,43,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13208,調布市,1,11,繊維工業,2,32,5,-,32,5,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13208,調布市,1,13,家具・装備品製造業,3,21,9,-,21,9,-,7802,6354,18518,15612,2906,-,-,-,11263,11263,…,…,…,…
2,13208,調布市,1,14,パルプ・紙・紙加工品製造業,2,17,10,-,17,10,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,15,印刷・同関連業,9,142,77,-,142,77,-,53679,82674,167907,146774,19670,-,-,1463,78920,78920,…,…,…,…
2,13208,調布市,1,16,化学工業,2,23,6,-,23,6,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13208,調布市,1,18,プラスチック製品製造業（別掲を除く）,3,22,12,-,22,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,21,窯業・土石製品製造業,3,39,29,-,38,29,1,16921,193172,295188,295166,x,-,-,x,94459,94459,…,…,…,…
2,13208,調布市,1,22,鉄鋼業,1,15,12,-,15,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,23,非鉄金属製造業,1,5,2,-,5,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,24,金属製品製造業,3,40,28,-,40,28,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,25,はん用機械器具製造業,4,44,30,-,41,28,3,13869,27622,54957,45057,2100,7500,-,300,25310,25310,…,…,…,…
2,13208,調布市,1,26,生産用機械器具製造業,2,31,25,-,31,25,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13208,調布市,1,27,業務用機械器具製造業,6,55,37,-,55,37,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,28,電子部品・デバイス・電子回路製造業,9,109,71,-,109,71,-,33838,53364,133980,80100,45761,-,-,8119,74671,74671,…,…,…,…
2,13208,調布市,1,29,電気機械器具製造業,8,83,58,-,83,58,-,33426,67332,150834,148207,2627,-,-,-,77350,77350,…,…,…,…
2,13208,調布市,1,30,情報通信機械器具製造業,2,18,9,-,18,9,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13208,調布市,1,31,輸送用機械器具製造業,1,14,8,-,14,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13208,調布市,1,32,その他の製造業,5,34,18,-,34,18,-,16078,23050,53716,50912,2804,-,-,-,28582,28582,…,…,…,…
2,13209,町田市,0,00,総数,100,1286,752,1,1287,753,-,485773,2272700,3365688,3105068,178863,22794,-,58963,1012190,1012190,…,…,…,…
2,13209,町田市,1,09,食料品製造業,8,83,39,-,83,39,-,14733,37230,100522,100385,-,-,-,137,58604,58604,…,…,…,…
2,13209,町田市,1,10,飲料・たばこ・飼料製造業,1,14,4,-,14,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,11,繊維工業,2,26,15,-,26,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,12,木材・木製品製造業（家具を除く）,1,6,5,-,6,5,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,14,パルプ・紙・紙加工品製造業,2,36,25,-,36,25,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13209,町田市,1,15,印刷・同関連業,8,74,45,-,74,45,-,29307,32943,81652,71623,6320,-,-,3709,45101,45101,…,…,…,…
2,13209,町田市,1,16,化学工業,1,8,2,-,8,2,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13209,町田市,1,17,石油製品・石炭製品製造業,1,21,18,-,21,18,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,9,134,69,-,134,69,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,19,ゴム製品製造業,1,15,5,-,15,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,22,鉄鋼業,2,21,15,-,21,15,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,23,非鉄金属製造業,2,29,22,-,29,22,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13209,町田市,1,24,金属製品製造業,13,195,141,-,195,141,-,90506,187923,440830,366400,74430,-,-,-,234172,234172,…,…,…,…
2,13209,町田市,1,25,はん用機械器具製造業,4,28,21,-,28,21,-,9447,14739,43228,42278,11,867,-,72,26384,26384,…,…,…,…
2,13209,町田市,1,26,生産用機械器具製造業,10,152,97,-,152,97,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13209,町田市,1,27,業務用機械器具製造業,5,64,43,1,65,44,-,31118,64995,144893,138106,972,5211,-,604,74035,74035,…,…,…,…
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,10,120,66,-,120,66,-,35340,50467,108695,93102,15256,-,-,337,53914,53914,…,…,…,…
2,13209,町田市,1,29,電気機械器具製造業,9,166,59,-,166,59,-,51873,109610,209336,170425,21649,13181,-,4081,92444,92444,…,…,…,…
2,13209,町田市,1,30,情報通信機械器具製造業,2,14,7,-,14,7,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13209,町田市,1,31,輸送用機械器具製造業,4,49,35,-,49,35,-,15112,23285,50652,42719,7933,-,-,-,25340,25340,…,…,…,…
2,13209,町田市,1,32,その他の製造業,5,31,19,-,31,19,-,9428,4033,16290,10357,2500,3433,-,-,11349,11349,…,…,…,…
2,13210,小金井市,0,00,総数,13,168,117,-,168,117,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13210,小金井市,1,09,食料品製造業,2,14,10,-,14,10,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,11,繊維工業,1,5,3,-,5,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,14,パルプ・紙・紙加工品製造業,1,16,9,-,16,9,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,15,印刷・同関連業,1,4,2,-,4,2,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13210,小金井市,1,16,化学工業,1,28,13,-,28,13,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,18,プラスチック製品製造業（別掲を除く）,1,15,12,-,15,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,21,窯業・土石製品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,26,生産用機械器具製造業,2,19,17,-,19,17,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13210,小金井市,1,27,業務用機械器具製造業,2,33,21,-,33,21,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13210,小金井市,1,31,輸送用機械器具製造業,1,29,26,-,29,26,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13211,小平市,0,00,総数,53,554,317,2,555,318,1,207556,351050,771699,590600,156141,x,x,24580,389638,389638,…,…,…,…
2,13211,小平市,1,09,食料品製造業,3,32,13,-,31,12,1,7217,29421,48449,48449,-,-,-,-,17618,17618,…,…,…,…
2,13211,小平市,1,11,繊維工業,3,37,15,-,37,15,-,8778,3470,19464,10716,8748,-,-,-,14809,14809,…,…,…,…
2,13211,小平市,1,13,家具・装備品製造業,3,19,15,-,19,15,-,5585,13043,20320,15305,5015,-,-,-,6738,6738,…,…,…,…
2,13211,小平市,1,14,パルプ・紙・紙加工品製造業,3,27,11,-,27,11,-,9077,31778,44378,13696,30682,-,-,-,11666,11666,…,…,…,…
2,13211,小平市,1,15,印刷・同関連業,4,63,37,-,63,37,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,16,化学工業,1,7,2,-,7,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,18,プラスチック製品製造業（別掲を除く）,4,36,18,-,36,18,-,14331,23781,51749,15170,22214,-,-,14365,25897,25897,…,…,…,…
2,13211,小平市,1,19,ゴム製品製造業,1,8,4,-,8,4,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13211,小平市,1,21,窯業・土石製品製造業,1,23,19,1,24,20,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,23,非鉄金属製造業,1,18,4,-,18,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,24,金属製品製造業,5,51,32,1,52,33,-,20054,20485,86859,46453,38741,-,-,1665,61457,61457,…,…,…,…
2,13211,小平市,1,25,はん用機械器具製造業,3,48,31,-,48,31,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,26,生産用機械器具製造業,8,73,56,-,73,56,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13211,小平市,1,27,業務用機械器具製造業,1,9,7,-,9,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,4,20,10,-,20,10,-,6433,5316,19401,5401,14000,-,-,-,13042,13042,…,…,…,…
2,13211,小平市,1,29,電気機械器具製造業,6,49,36,-,49,36,-,17673,18742,46646,35706,4248,-,-,6692,25836,25836,…,…,…,…
2,13211,小平市,1,30,情報通信機械器具製造業,1,29,4,-,29,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13211,小平市,1,32,その他の製造業,1,5,3,-,5,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,0,00,総数,44,488,305,24,508,322,4,204814,339736,681446,556109,91746,635,-,32956,316647,316647,…,…,…,…
2,13212,日野市,1,09,食料品製造業,2,39,12,-,36,10,3,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,10,飲料・たばこ・飼料製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,11,繊維工業,1,4,1,-,4,1,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,14,パルプ・紙・紙加工品製造業,2,16,9,-,16,9,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,15,印刷・同関連業,7,51,32,-,51,32,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13212,日野市,1,18,プラスチック製品製造業（別掲を除く）,2,16,8,-,16,8,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,21,窯業・土石製品製造業,2,34,28,-,34,28,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13212,日野市,1,23,非鉄金属製造業,1,5,2,-,4,1,1,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,24,金属製品製造業,4,46,31,-,46,31,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,25,はん用機械器具製造業,2,11,7,-,11,7,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13212,日野市,1,26,生産用機械器具製造業,2,17,13,-,17,13,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,27,業務用機械器具製造業,2,55,37,-,55,37,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,7,72,40,24,96,60,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13212,日野市,1,29,電気機械器具製造業,5,62,37,-,62,37,-,25807,54768,100203,80738,19045,-,-,420,42069,42069,…,…,…,…
2,13212,日野市,1,30,情報通信機械器具製造業,2,44,37,-,44,37,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13212,日野市,1,32,その他の製造業,2,10,7,-,10,7,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13213,東村山市,0,00,総数,47,591,349,1,591,349,1,192861,609244,1086213,932443,126365,4929,-,22476,441918,441918,…,…,…,…
2,13213,東村山市,1,09,食料品製造業,4,68,40,-,68,40,-,15958,202660,221749,214021,46,-,-,7682,17675,17675,…,…,…,…
2,13213,東村山市,1,11,繊維工業,2,23,2,-,23,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,20,15,-,20,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13213,東村山市,1,15,印刷・同関連業,4,40,28,-,40,28,-,12487,7631,35087,14205,20632,-,-,250,25422,25422,…,…,…,…
2,13213,東村山市,1,16,化学工業,2,29,18,-,29,18,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13213,東村山市,1,18,プラスチック製品製造業（別掲を除く）,7,104,67,-,104,67,-,35590,76961,188907,187367,1540,-,-,-,103654,103654,…,…,…,…
2,13213,東村山市,1,19,ゴム製品製造業,1,28,8,1,29,9,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13213,東村山市,1,23,非鉄金属製造業,2,11,9,-,11,9,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13213,東村山市,1,24,金属製品製造業,3,25,22,-,25,22,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13213,東村山市,1,26,生産用機械器具製造業,3,30,25,-,30,25,-,10311,36718,54279,52404,1875,-,-,-,16259,16259,…,…,…,…
2,13213,東村山市,1,27,業務用機械器具製造業,3,24,16,-,24,16,-,12509,18904,62101,60959,-,1142,-,-,40276,40276,…,…,…,…
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,3,54,20,-,54,20,-,13290,13977,33119,8482,24577,60,-,-,17724,17724,…,…,…,…
2,13213,東村山市,1,29,電気機械器具製造業,8,80,55,-,79,54,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13213,東村山市,1,30,情報通信機械器具製造業,1,14,5,-,14,5,-,x,x,x,-,x,x,-,-,x,x,…,…,…,…
2,13213,東村山市,1,31,輸送用機械器具製造業,1,12,5,-,12,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13213,東村山市,1,32,その他の製造業,2,29,14,-,29,14,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,0,00,総数,19,142,87,1,143,88,-,53952,47376,174927,146215,13420,3500,-,11792,118251,118251,…,…,…,…
2,13214,国分寺市,1,11,繊維工業,2,12,2,-,12,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,15,印刷・同関連業,5,32,18,-,32,18,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13214,国分寺市,1,21,窯業・土石製品製造業,1,7,4,-,7,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
