番号,箇所番号,所在地区市,所在地町村,所在地大字,所在地小字
2443,307A1-049,西多摩郡,檜原村,南郷,5809
2444,307A1-050,西多摩郡,檜原村,南郷,1088
2445,307A1-051,西多摩郡,檜原村,人里,2138
2446,307A1-052,西多摩郡,檜原村,人里,2215
2447,307A1-053,西多摩郡,檜原村,数馬,２４６６－１
2448,307A1-054,西多摩郡,檜原村,数馬,2478
2449,307A1-055,西多摩郡,檜原村,数馬,2553
2450,307A1-056,西多摩郡,檜原村,数馬,2603
2451,307A1-057,西多摩郡,檜原村,本宿,543
2452,307A1-058,西多摩郡,檜原村,三都郷,3055
2453,307A1-059,西多摩郡,檜原村,神戸,3414
2454,307A1-060,西多摩郡,檜原村,神戸,7874
2455,307A1-061,西多摩郡,檜原村,神戸,3479
2456,307A1-062,西多摩郡,檜原村,小沢,3710
2457,307A1-063,西多摩郡,檜原村,小沢,8205
2458,307A1-064,西多摩郡,檜原村,樋里,４５１９－１
2459,307A1-065,西多摩郡,檜原村,樋里,4550
2460,307A1-066,西多摩郡,檜原村,下元郷,４４－イ
2461,307A1-067,西多摩郡,檜原村,下元郷,56
2462,307A1-068,西多摩郡,檜原村,本宿,468
2463,307A1-069,西多摩郡,檜原村,本宿,510
2464,307A1-070,西多摩郡,檜原村,南郷,1050
2465,307A1-071,西多摩郡,檜原村,南郷,1073
2466,307A1-072,西多摩郡,檜原村,南郷,5938
2467,307A1-073,西多摩郡,檜原村,南郷,1158
2468,307A1-074,西多摩郡,檜原村,南郷,1149
2469,307A1-075,西多摩郡,檜原村,南郷,1365
2470,307A1-076,西多摩郡,檜原村,南郷,1356
2471,307A1-077,西多摩郡,檜原村,南郷,1393
2472,307A1-078,西多摩郡,檜原村,南郷,1400
2473,307A1-079,西多摩郡,檜原村,人里,1655
2474,307A1-080,西多摩郡,檜原村,人里,1567
2475,307A1-081,西多摩郡,檜原村,人里,1806
2476,307A1-082,西多摩郡,檜原村,人里,1677
2477,307A1-083,西多摩郡,檜原村,人里,1845
2478,307A1-084,西多摩郡,檜原村,人里,1705
2479,307A1-085,西多摩郡,檜原村,本宿,600
2480,307A1-086,西多摩郡,檜原村,三都郷,７３６８－２
2481,307A1-087,西多摩郡,檜原村,三都郷,2639
2482,307A1-088,西多摩郡,檜原村,上元郷,
2483,307A1-089,西多摩郡,檜原村,樋里,
2484,307A2-001,西多摩郡,檜原村,藤原,
2485,307A2-002,西多摩郡,檜原村,藤原,
2486,307A2-003,西多摩郡,檜原村,藤原,
2487,307A2-004,西多摩郡,檜原村,樋里,
2488,307A2-005,西多摩郡,檜原村,樋里,4404
2489,307A2-006,西多摩郡,檜原村,樋里,
2490,307A2-007,西多摩郡,檜原村,樋里,
2491,307A2-008,西多摩郡,檜原村,樋里,
2492,307A2-009,西多摩郡,檜原村,本宿,５４６５－１
2493,307A2-010,西多摩郡,檜原村,樋里,
2494,307A2-012,西多摩郡,檜原村,樋里,
2495,307A2-013,西多摩郡,檜原村,樋里,
2496,307A2-014,西多摩郡,檜原村,小沢,
2497,307A2-015,西多摩郡,檜原村,小沢,
2498,307A2-016,西多摩郡,檜原村,南郷,1165
2499,307A2-017,西多摩郡,檜原村,三都郷,
2500,307A2-018,西多摩郡,檜原村,三都郷,
2501,307A2-019,西多摩郡,檜原村,三都郷,
2502,307A2-020,西多摩郡,檜原村,三都郷,
2503,307A2-021,西多摩郡,檜原村,三都郷,
2504,307A2-022,西多摩郡,檜原村,下元郷,
2505,307A2-023,西多摩郡,檜原村,下元郷,
2506,307A2-024,西多摩郡,檜原村,下元郷,
2507,307A2-025,西多摩郡,檜原村,下元郷,
2508,307A2-026,西多摩郡,檜原村,下元郷,
2509,307A2-027,西多摩郡,檜原村,小沢,
2510,307A2-028,西多摩郡,檜原村,小沢,
2511,307A2-029,西多摩郡,檜原村,本宿,
2512,307A2-030,西多摩郡,檜原村,本宿,
2513,307A2-031,西多摩郡,檜原村,上元郷,
2514,307A2-032,西多摩郡,檜原村,下元郷,
2515,307A2-033,西多摩郡,檜原村,下元郷,
2516,307A2-034,西多摩郡,檜原村,南郷,1160
2517,307A2-035,西多摩郡,檜原村,下川乗,
2518,307A2-036,西多摩郡,檜原村,南郷,1011
2519,307A2-037,西多摩郡,檜原村,南郷,
2520,307A2-038,西多摩郡,檜原村,本宿,
2521,307A2-039,西多摩郡,檜原村,本宿,
2522,307A2-040,西多摩郡,檜原村,本宿,
2523,307A2-041,西多摩郡,檜原村,南郷,6128
2524,307A2-042,西多摩郡,檜原村,本宿,
2525,307A2-043,西多摩郡,檜原村,本宿,
2526,307A2-044,西多摩郡,檜原村,本宿,
2527,307A2-045,西多摩郡,檜原村,本宿,
2528,307A2-046,西多摩郡,檜原村,南郷,
2529,307A2-047,西多摩郡,檜原村,南郷,
2530,307A2-048,西多摩郡,檜原村,南郷,
2531,307A2-049,西多摩郡,檜原村,南郷,
2532,307A2-050,西多摩郡,檜原村,南郷,
2533,307A2-051,西多摩郡,檜原村,樋里,
2534,307B2-001,西多摩郡,檜原村,藤原,
2535,307B2-002,西多摩郡,檜原村,樋里,
2536,307B2-003,西多摩郡,檜原村,小沢,
2537,307B2-004,西多摩郡,檜原村,本宿,
2538,308A1-001,西多摩郡,奥多摩町,日原,小菅
2539,308A1-002,西多摩郡,奥多摩町,川野,下り
2540,308A1-003,西多摩郡,奥多摩町,川野,大ざす
2541,308A1-004,西多摩郡,奥多摩町,留浦,下り
2542,308A1-005,西多摩郡,奥多摩町,留浦,下り
2543,308A1-006,西多摩郡,奥多摩町,留浦,下り
2544,308A1-007,西多摩郡,奥多摩町,川野,麦山
2545,308A1-008,西多摩郡,奥多摩町,境,水根
2546,308A1-009,西多摩郡,奥多摩町,境,水根
2547,308A1-010,西多摩郡,奥多摩町,大丹波,上日向
2548,308A1-011,西多摩郡,奥多摩町,大丹波,日影
2549,308A1-012,西多摩郡,奥多摩町,大丹波,日影
2550,308A1-013,西多摩郡,奥多摩町,大丹波,入屋谷
2551,308A1-014,西多摩郡,奥多摩町,大丹波,八桑
2552,308A1-015,西多摩郡,奥多摩町,氷川,鍛冶屋
2553,308A1-016,西多摩郡,奥多摩町,氷川,除ヶ野
2554,308A1-017,西多摩郡,奥多摩町,白丸,戊亥頭
2555,308A1-018,西多摩郡,奥多摩町,小丹波,寸庭平
2556,308A1-019,西多摩郡,奥多摩町,棚沢,中夏地
2557,308A1-020,西多摩郡,奥多摩町,棚沢,大橋
2558,308A1-021,西多摩郡,奥多摩町,棚沢,坂下
2559,308A1-022,西多摩郡,奥多摩町,棚沢,花立
2560,308A1-023,西多摩郡,奥多摩町,氷川,南氷川
2561,308A1-024,西多摩郡,奥多摩町,棚沢,寺沢
2562,308A1-025,西多摩郡,奥多摩町,小丹波,後山
2563,308A1-026,西多摩郡,奥多摩町,小丹波,後山
2564,308A1-027,西多摩郡,奥多摩町,小丹波,寸庭平
2565,308A1-028,西多摩郡,奥多摩町,小丹波,寸庭平
2566,308A1-029,西多摩郡,奥多摩町,小丹波,ヲタギ下
2567,308A1-030,西多摩郡,奥多摩町,小丹波,黒指
2568,308A1-031,西多摩郡,奥多摩町,小丹波,稲荷之上
2569,308A1-032,西多摩郡,奥多摩町,小丹波,妻戸
2570,308A1-033,西多摩郡,奥多摩町,丹三郎,熊谷平
2571,308A1-034,西多摩郡,奥多摩町,川井,堀
2572,308A1-035,西多摩郡,奥多摩町,川井,沼沢
2573,308A1-036,西多摩郡,奥多摩町,川井,神塚
2574,308A1-037,西多摩郡,奥多摩町,境,橋詰
2575,308A1-038,西多摩郡,奥多摩町,氷川,小留浦
2576,308A1-039,西多摩郡,奥多摩町,氷川,小留浦
2577,308A1-040,西多摩郡,奥多摩町,氷川,大澤
2578,308A1-041,西多摩郡,奥多摩町,氷川,登計
2579,308A1-042,西多摩郡,奥多摩町,氷川,長畑
2580,308A1-043,西多摩郡,奥多摩町,氷川,長畑
2581,308A1-044,西多摩郡,奥多摩町,氷川,長畑
2582,308A1-045,西多摩郡,奥多摩町,氷川,大氷川
2583,308A1-046,西多摩郡,奥多摩町,氷川,南氷川
2584,308A1-047,西多摩郡,奥多摩町,氷川,大氷川
2585,308A1-048,西多摩郡,奥多摩町,海沢,神庭
2586,308A1-049,西多摩郡,奥多摩町,海沢,柿平
2587,308A1-050,西多摩郡,奥多摩町,海沢,中野
2588,308A1-051,西多摩郡,奥多摩町,海沢,中野
2589,308A1-052,西多摩郡,奥多摩町,白丸,丸之内
2590,308A1-053,西多摩郡,奥多摩町,棚沢,中井戸
2591,308A1-054,西多摩郡,奥多摩町,棚沢,中井戸
2592,308A1-055,西多摩郡,奥多摩町,氷川,除ヶ野
2593,308A1-056,西多摩郡,奥多摩町,小丹波,寸庭平
2594,308A1-057,西多摩郡,奥多摩町,小丹波,桜久保
2595,308A1-058,西多摩郡,奥多摩町,境,ひむら
2596,308A1-059,西多摩郡,奥多摩町,棚沢,古里付
2597,308A1-060,西多摩郡,奥多摩町,氷川,大氷川
2598,308A1-061,西多摩郡,奥多摩町,氷川,長畑
2599,308A1-062,西多摩郡,奥多摩町,海沢,神庭
2600,308A1-063,西多摩郡,奥多摩町,丹三郎,稲荷前
2601,308A1-064,西多摩郡,奥多摩町,丹三郎,坂下
2602,308A1-065,西多摩郡,奥多摩町,川井,松葉
2603,308A1-066,西多摩郡,奥多摩町,丹三郎,坂下入
2604,308A1-067,西多摩郡,奥多摩町,境,中山
2605,308A1-068,西多摩郡,奥多摩町,境,中山
2606,308A1-069,西多摩郡,奥多摩町,境,中山
2607,308A1-070,西多摩郡,奥多摩町,境,栃寄
2608,308A1-071,西多摩郡,奥多摩町,氷川,大氷川
2609,308A1-072,西多摩郡,奥多摩町,氷川,大澤入
2610,308A1-073,西多摩郡,奥多摩町,川井,尾崎
2611,308A1-074,西多摩郡,奥多摩町,氷川,日向
2612,308A1-075,西多摩郡,奥多摩町,梅沢,東平
2613,308A1-076,西多摩郡,奥多摩町,氷川,除ヶ野
2614,308A1-077,西多摩郡,奥多摩町,氷川,寺地
2615,308A1-078,西多摩郡,奥多摩町,日原,一原
2616,308A1-079,西多摩郡,奥多摩町,氷川,1339
2617,308A1-080,西多摩郡,奥多摩町,境,ひむら
2618,308A1-081,西多摩郡,奥多摩町,境,さかい
2619,308A1-082,西多摩郡,奥多摩町,境,さかい
2620,308A1-083,西多摩郡,奥多摩町,境,梅久保
2621,308A1-084,西多摩郡,奥多摩町,原,熱海
2622,308A1-085,西多摩郡,奥多摩町,原,日村
2623,308A1-086,西多摩郡,奥多摩町,河内,河内
2624,308A1-087,西多摩郡,奥多摩町,留浦,雲風ろう
2625,308A1-088,西多摩郡,奥多摩町,留浦,雨ふり
2626,308A1-089,西多摩郡,奥多摩町,川野,麦山
2627,308A1-090,西多摩郡,奥多摩町,川野,川野
2628,308A1-091,西多摩郡,奥多摩町,留浦,小留浦
2629,308A1-092,西多摩郡,奥多摩町,留浦,三澤
2630,308A1-093,西多摩郡,奥多摩町,氷川,登計
2631,308A1-094,西多摩郡,奥多摩町,氷川,大氷川
2632,308A1-095,西多摩郡,奥多摩町,海沢,上坂
2633,308A1-096,西多摩郡,奥多摩町,棚沢,松の木谷戸
2634,308A1-097,西多摩郡,奥多摩町,棚沢,馬沢石
2635,308A1-098,西多摩郡,奥多摩町,留浦,留浦
2636,308A1-099,西多摩郡,奥多摩町,留浦,峯平
2637,308A1-100,西多摩郡,奥多摩町,留浦,坂本向
2638,308A1-101,西多摩郡,奥多摩町,川野,川野
2639,308A1-102,西多摩郡,奥多摩町,川野,井戸ぼっち
2640,308A1-103,西多摩郡,奥多摩町,川野,麦山
2641,308A1-104,西多摩郡,奥多摩町,大丹波,奥中茶屋
2642,308A1-105,西多摩郡,奥多摩町,大丹波,ワラビ平
2643,308A1-106,西多摩郡,奥多摩町,大丹波,中茶屋
2644,308A1-107,西多摩郡,奥多摩町,大丹波,ワラビ平
2645,308A1-108,西多摩郡,奥多摩町,大丹波,日向
2646,308A1-109,西多摩郡,奥多摩町,大丹波,日向
2647,308A1-110,西多摩郡,奥多摩町,大丹波,日向
2648,308A1-111,西多摩郡,奥多摩町,大丹波,日影
2649,308A1-112,西多摩郡,奥多摩町,大丹波,八桑
2650,308A1-113,西多摩郡,奥多摩町,大丹波,八桑
2651,308A1-114,西多摩郡,奥多摩町,大丹波,南平
2652,308A1-115,西多摩郡,奥多摩町,大丹波,熊沢
2653,308A1-116,西多摩郡,奥多摩町,日原,栗原
2654,308A1-117,西多摩郡,奥多摩町,氷川,不老
2655,308A1-118,西多摩郡,奥多摩町,氷川,不老
2656,308A1-119,西多摩郡,奥多摩町,日原,平石
2657,308A1-120,西多摩郡,奥多摩町,白丸,丸之内
2658,308A1-121,西多摩郡,奥多摩町,白丸,東山
2659,308A1-122,西多摩郡,奥多摩町,白丸,東山
2660,308A1-123,西多摩郡,奥多摩町,棚沢,横まくり
2661,308A1-124,西多摩郡,奥多摩町,小丹波,寸庭平
2662,308A1-125,西多摩郡,奥多摩町,大丹波,南平
2663,308A1-126,西多摩郡,奥多摩町,川井,竹の花
2664,308A1-127,西多摩郡,奥多摩町,川井,竹の花
2665,308A1-128,西多摩郡,奥多摩町,氷川,農指
2666,308A1-129,西多摩郡,奥多摩町,氷川,槐木
2667,308A1-130,西多摩郡,奥多摩町,氷川,栃久保
2668,308A1-131,西多摩郡,奥多摩町,氷川,長畑
2669,308A1-132,西多摩郡,奥多摩町,氷川,長畑
2670,308A1-133,西多摩郡,奥多摩町,海沢,中野
2671,308A1-134,西多摩郡,奥多摩町,海沢,寺沢
2672,308A1-135,西多摩郡,奥多摩町,丹三郎,熊谷平
2673,308A1-136,西多摩郡,奥多摩町,丹三郎,大平
2674,308A1-137,西多摩郡,奥多摩町,境,板小屋
2675,308A2-001,西多摩郡,奥多摩町,川井,124
2676,308A2-002,西多摩郡,奥多摩町,川井,松葉
2677,308A2-003,西多摩郡,奥多摩町,原,熱海
2678,308A2-004,西多摩郡,奥多摩町,日原,一原
2679,308A2-005,西多摩郡,奥多摩町,日原,一原
2680,308A2-006,西多摩郡,奥多摩町,日原,一原
2681,308A2-007,西多摩郡,奥多摩町,日原,小菅
2682,308A2-008,西多摩郡,奥多摩町,日原,栗原
2683,308A2-009,西多摩郡,奥多摩町,留浦,下り
2684,308A2-010,西多摩郡,奥多摩町,留浦,下り
2685,308A2-011,西多摩郡,奥多摩町,留浦,小指
2686,308A2-012,西多摩郡,奥多摩町,留浦,雲風ろう
2687,308A2-013,西多摩郡,奥多摩町,留浦,雲風ろう
2688,308A2-014,西多摩郡,奥多摩町,川野,井戸ぼっち
2689,308A2-015,西多摩郡,奥多摩町,川野,井戸ぼっち
2690,308A2-016,西多摩郡,奥多摩町,境,入水根
2691,308A2-017,西多摩郡,奥多摩町,境,水根
2692,308A2-018,西多摩郡,奥多摩町,原,室沢
2693,308A2-019,西多摩郡,奥多摩町,原,熱海
2694,308A2-020,西多摩郡,奥多摩町,原,熱海
2695,308A2-021,西多摩郡,奥多摩町,大丹波,中茶屋
2696,308A2-022,西多摩郡,奥多摩町,大丹波,中茶屋
2697,308A2-023,西多摩郡,奥多摩町,大丹波,中茶屋
2698,308A2-024,西多摩郡,奥多摩町,大丹波,中茶屋
2699,308A2-025,西多摩郡,奥多摩町,大丹波,中茶屋
2700,308A2-026,西多摩郡,奥多摩町,大丹波,ワラビ平
2701,308A2-027,西多摩郡,奥多摩町,大丹波,日影
2702,308A2-028,西多摩郡,奥多摩町,大丹波,日影
2703,308A2-029,西多摩郡,奥多摩町,大丹波,八桑
2704,308A2-030,西多摩郡,奥多摩町,大丹波,熊沢
2705,308A2-031,西多摩郡,奥多摩町,氷川,向寺地
2706,308A2-032,西多摩郡,奥多摩町,氷川,向寺地
2707,308A2-033,西多摩郡,奥多摩町,氷川,安寺澤
2708,308A2-034,西多摩郡,奥多摩町,氷川,安寺澤
2709,308A2-035,西多摩郡,奥多摩町,白丸,丸之内
2710,308A2-036,西多摩郡,奥多摩町,白丸,東山
2711,308A2-037,西多摩郡,奥多摩町,白丸,東山
2712,308A2-038,西多摩郡,奥多摩町,棚沢,花立
2713,308A2-039,西多摩郡,奥多摩町,棚沢,漆原
2714,308A2-040,西多摩郡,奥多摩町,棚沢,大名沢
2715,308A2-041,西多摩郡,奥多摩町,棚沢,古里附
2716,308A2-042,西多摩郡,奥多摩町,大丹波,塔ノ沢
2717,308A2-043,西多摩郡,奥多摩町,大丹波,熊沢
2718,308A2-044,西多摩郡,奥多摩町,大丹波,熊沢
2719,308A2-045,西多摩郡,奥多摩町,大丹波,熊沢
2720,308A2-046,西多摩郡,奥多摩町,大丹波,蝉沢
2721,308A2-047,西多摩郡,奥多摩町,大丹波,蝉沢
2722,308A2-048,西多摩郡,奥多摩町,川井,蝉沢
2723,308A2-049,西多摩郡,奥多摩町,川井,殻沢
2724,308A2-050,西多摩郡,奥多摩町,川井,花立
2725,308A2-051,西多摩郡,奥多摩町,氷川,城
2726,308A2-052,西多摩郡,奥多摩町,氷川,城
2727,308A2-053,西多摩郡,奥多摩町,海沢,大加
2728,308A2-054,西多摩郡,奥多摩町,海沢,上野
2729,308A2-055,西多摩郡,奥多摩町,氷川,日向
2730,308A2-056,西多摩郡,奥多摩町,氷川,槐木
2731,308A2-057,西多摩郡,奥多摩町,海沢,一付
2732,308A2-058,西多摩郡,奥多摩町,海沢,上野
2733,308A2-059,西多摩郡,奥多摩町,海沢,中野
2734,308A2-060,西多摩郡,奥多摩町,海沢,一付
2735,308A2-061,西多摩郡,奥多摩町,海沢,一付
2736,308A2-062,西多摩郡,奥多摩町,海沢,一付
2737,308A2-063,西多摩郡,奥多摩町,海沢,下野
2738,308A2-064,西多摩郡,奥多摩町,丹三郎,峰ノ沢
2739,308A2-065,西多摩郡,奥多摩町,丹三郎,坂下入
2740,308A2-066,西多摩郡,奥多摩町,境,中山
2741,308A2-067,西多摩郡,奥多摩町,境,道所
2742,308A2-068,西多摩郡,奥多摩町,境,道所
2743,308A2-069,西多摩郡,奥多摩町,境,梅久保
2744,308A2-070,西多摩郡,奥多摩町,梅沢,東平
2745,308A2-071,西多摩郡,奥多摩町,梅沢,大平
2746,308A2-072,西多摩郡,奥多摩町,梅沢,浜竹
2747,361A1-002,,大島町,差木地,
2748,361A1-003,,大島町,差木地,
2749,361A1-004,,大島町,差木地,
2750,361A1-007,,大島町,岡田,
2751,361A1-008,,大島町,岡田,
2752,361A1-009,,大島町,泉津,
2753,361A1-010,,大島町,岡田,
2754,361A1-011,,大島町,岡田,
2755,361A1-012,,大島町,岡田,
2756,361A1-013,,大島町,泉津,
2757,361A1-014,,大島町,元町,
2758,361A1-016,,大島町,元町,
2759,361A1-017,,大島町,差木地,
2760,361A1-018,,大島町,波浮港,
2761,361A1-019,,大島町,岡田,
2762,361A1-020,,大島町,岡田,
2763,361A1-021,,大島町,野増,
2764,361A1-022,,大島町,差木地,
2765,361A2-001,,大島町,岡田,
2766,361A2-002,,大島町,岡田,
2767,361A2-003,,大島町,岡田,
2768,361A2-004,,大島町,岡田,
2769,361A2-005,,大島町,元町,
2770,361A2-006,,大島町,野増,
2771,361A2-008,,大島町,差木地,
2772,361A2-009,,大島町,波浮港,
2773,361A2-011,,大島町,泉津,
2774,361A2-015,,大島町,差木地,
2775,361A2-016,,大島町,差木地,
2776,361A2-017,,大島町,差木地,
2777,361A2-018,,大島町,元町,
2778,363A1-001,,新島村,本村,
2779,363A1-002,,新島村,本村,
2780,363A1-003,,新島村,若郷,
2781,363A1-004,,新島村,式根島,石白川
2782,363A1-005,,新島村,式根島,野伏
2783,363A1-006,,新島村,本村,
2784,363A1-007,,新島村,本村,
2785,363A1-008,,新島村,本村,
2786,363A1-009,,新島村,式根島,
2787,363A1-010,,新島村,式根島,
2788,363A1-011,,新島村,式根島,
2789,363A1-012,,新島村,式根島,
2790,363A1-013,,新島村,若郷,
2791,363A1-014,,新島村,本村,
2792,363A1-015,,新島村,本村,
2793,363A1-016,,新島村,本村,
2794,363A1-017,,新島村,本村,
2795,363A1-018,,新島村,本村,
2796,363A1-021,,新島村,式根島,
2797,363A1-022,,新島村,式根島,
2798,363A1-023,,新島村,式根島,
2799,363A1-024,,新島村,本村,
2800,363A2-001,,新島村,若郷,
2801,363A2-002,,新島村,若郷,
2802,363A2-003,,新島村,本村,
2803,363A2-004,,新島村,本村,
2804,363A2-006,,新島村,式根島,
2805,363A2-007,,新島村,式根島,
2806,363A2-008,,新島村,式根島,
2807,363A2-009,,新島村,式根島,
2808,363A2-010,,新島村,若郷,
2809,363A2-011,,新島村,本村,
2810,363A2-012,,新島村,本村,
2811,363A2-013,,新島村,式根島,
2812,363A2-014,,新島村,式根島,
2813,363A2-015,,新島村,式根島,
2814,364A1-001,,神津島村,七軒町,
2815,364A1-002,,神津島村,上の川,
2816,364A1-003,,神津島村,上の山,
2817,364A1-004,,神津島村,風早,
2818,364A1-006,,神津島村,大六殿,
2819,364A1-007,,神津島村,宮原,
2820,364A1-008,,神津島村,滝川,
2821,364A1-009,,神津島村,滝川,
2822,364A1-010,,神津島村,七軒町,
2823,364A1-011,,神津島村,錆崎,
2824,364A1-012,,神津島村,長浜,
2825,364A1-013,,神津島村,向山,
2826,364A1-016,,神津島村,与種,
2827,364A1-018,,神津島村,与種,
2828,364A1-019,,神津島村,向山,
2829,364A2-001,,神津島村,高嶺,
2830,364A2-003,,神津島村,与種,
2831,364A2-005,,神津島村,洞沢,
2832,364A2-006,,神津島村,高処山,
2833,364A2-007,,神津島村,洞沢,
2834,364A2-008,,神津島村,名組山,
2835,364A2-009,,神津島村,惣四郎,
2836,364A2-010,,神津島村,深い道,
2837,364B1-001,,神津島村,洞沢,
2838,364B2-001,,神津島村,洞沢,
2839,382A1-001,,御蔵島村,,里
2840,382A1-002,,御蔵島村,,里
2841,401A1-001,,八丈町,三根,神湊東
2842,401A1-002,,八丈町,中之郷,藍ヶ江
2843,401A1-003,,八丈町,末吉,洞輪沢
2844,401A1-005,,八丈町,三根,富士見
2845,401A1-006,,八丈町,大賀郷,大里
2846,401A1-007,,八丈町,大賀郷,大里
2847,401A1-008,,八丈町,大賀郷,向里
2848,401A1-009,,八丈町,末吉,宮ヶ路
2849,401A1-010,,八丈町,末吉,宮ヶ路
2850,401A1-011,,八丈町,末吉,宮ヶ路
2851,401A1-012,,八丈町,末吉,道ヶ沢
2852,401A1-013,,八丈町,末吉,道ヶ沢
2853,401A1-014,,八丈町,末吉,宮裏
2854,401A1-015,,八丈町,樫立,向里
2855,401A1-016,,八丈町,樫立,川城羅
2856,401A1-017,,八丈町,末吉,洞輪沢
2857,401A1-018,,八丈町,末吉,道ヶ沢
2858,401A1-019,,八丈町,末吉,道ヶ沢
2859,401A1-020,,八丈町,樫立,康政里
2860,401A1-021,,八丈町,中之郷,藍ヶ江
2861,401A1-024,,八丈町,三根,稲葉
2862,401A1-025,,八丈町,樫立,尾崎
2863,401A1-026,,八丈町,末吉,洞輪沢
2864,401A1-028,,八丈町,三根,富士見
2865,401A1-029,,八丈町,末吉,神子尾
2866,401A1-031,,八丈町,大賀郷,永郷
2867,401A1-801,,八丈町,末吉,
2868,401A2-003,,八丈町,三根,永郷
2869,401A2-004,,八丈町,三根,永郷
2870,401A2-005,,八丈町,大賀郷,永郷
2871,401A2-006,,八丈町,大賀郷,永郷
2872,401A2-007,,八丈町,大賀郷,永郷
2873,401A2-008,,八丈町,三根,永郷
2874,401A2-010,,八丈町,大賀郷,大里
2875,401A2-011,,八丈町,大賀郷,八戸
2876,401A2-012,,八丈町,大賀郷,金土川
2877,401A2-013,,八丈町,樫立,伊郷名
2878,401A2-014,,八丈町,末吉,宮ヶ路
2879,401A2-015,,八丈町,末吉,宮ヶ路
2880,401A2-016,,八丈町,末吉,宮ヶ路
2881,401A2-017,,八丈町,末吉,宮ヶ路
2882,401A2-018,,八丈町,末吉,宮ヶ路
2883,401A2-019,,八丈町,末吉,宮ヶ路
2884,401A2-020,,八丈町,末吉,宮ヶ路
2885,401A2-021,,八丈町,末吉,宮ヶ路
2886,401A2-022,,八丈町,末吉,宮ヶ路
2887,401A2-023,,八丈町,末吉,宮ヶ路
2888,401A2-024,,八丈町,末吉,宮ヶ路
2889,401A2-025,,八丈町,末吉,宮ヶ路
2890,401A2-026,,八丈町,末吉,台ヶ原
2891,401A2-027,,八丈町,樫立,妻里
2892,401A2-028,,八丈町,樫立,妻里
2893,401A2-029,,八丈町,樫立,妻里
2894,401A2-030,,八丈町,樫立,妻里
2895,401A2-031,,八丈町,樫立,尾崎
2896,401A2-032,,八丈町,樫立,尾崎
2897,401A2-033,,八丈町,樫立,尾崎
2898,401A2-034,,八丈町,樫立,江能里
2899,401A2-035,,八丈町,中之郷,上浦
2900,401A2-036,,八丈町,中之郷,上浦
2901,401A2-037,,八丈町,中之郷,上浦
2902,401A2-038,,八丈町,末吉,洞輪沢
2903,401A2-039,,八丈町,末吉,洞輪沢
2904,401A2-040,,八丈町,末吉,洞輪沢
2905,401A2-041,,八丈町,末吉,洞輪沢
2906,401A2-042,,八丈町,末吉,神子尾
2907,401A2-043,,八丈町,末吉,神子尾
2908,401A2-044,,八丈町,末吉,尾越
2909,401A2-045,,八丈町,末吉,尾越
2910,401A2-046,,八丈町,末吉,神子尾
2911,401A2-047,,八丈町,中之郷,尾越
2912,401A2-048,,八丈町,中之郷,藍ヶ江
2913,401A2-054,,八丈町,末吉,尾越
2914,401A2-055,,八丈町,三根,永郷
2915,401A2-056,,八丈町,三根,富士見
2916,401A2-057,,八丈町,三根,永郷
2917,401A2-801,,八丈町,末吉,
2918,401A3-001,,八丈町,末吉,
2919,401B1-001,,八丈町,中之郷,尾越
2920,421A1-001,,小笠原村,父島,奥村
2921,421A1-002,,小笠原村,父島,奥村
2922,421A1-003,,小笠原村,母島,元地
2923,421A1-004,,小笠原村,父島,根山
2924,421A1-005,,小笠原村,父島,根山
2925,421A1-006,,小笠原村,父島,西町
2926,421A1-007,,小笠原村,父島,東町
2927,421A1-008,,小笠原村,父島,東町
2928,421A1-009,,小笠原村,父島,東町
2929,421A1-010,,小笠原村,父島,東町
2930,421A1-011,,小笠原村,父島,奥村
2931,421A1-012,,小笠原村,父島,屏風谷
2932,421A1-013,,小笠原村,父島,屏風谷
2933,421A1-014,,小笠原村,母島,元地
2934,421A1-015,,小笠原村,父島,清瀬
2935,421A1-016,,小笠原村,父島,奥村
2936,421A1-017,,小笠原村,母島,静沢
2937,421A1-018,,小笠原村,父島,吹上谷
2938,421A1-019,,小笠原村,父島,吹上谷
2939,421A1-020,,小笠原村,父島,扇浦
2940,421A1-021,,小笠原村,父島,小曲
2941,421A1-022,,小笠原村,父島,小曲
2942,421A1-023,,小笠原村,父島,北袋沢
2943,421A1-024,,小笠原村,母島,元地
2944,421A1-025,,小笠原村,母島,元地
2945,421A1-026,,小笠原村,母島,元地
2946,421A1-027,,小笠原村,父島,大村
2947,421A1-028,,小笠原村,母島,元地
2948,421A1-029,,小笠原村,父島,西町
2949,421A1-801,,小笠原村,父島,
2950,421A2-002,,小笠原村,父島,清瀬
2951,421A2-003,,小笠原村,父島,清瀬
2952,421A2-004,,小笠原村,父島,清瀬
2953,421A2-005,,小笠原村,父島,清瀬
2954,421A2-006,,小笠原村,父島,奥村
2955,421A2-007,,小笠原村,母島,元地
2956,421A2-008,,小笠原村,母島,元地
2957,421A2-009,,小笠原村,父島,小曲
2958,421A2-010,,小笠原村,父島,北袋沢
2959,421A2-011,,小笠原村,父島,北袋沢
2960,421A2-012,,小笠原村,父島,北袋沢
2961,421A2-013,,小笠原村,母島,元地
2962,421A2-014,,小笠原村,父島,小曲
2963,421A3-001,,小笠原村,父島,
2964,421A3-002,,小笠原村,父島,
2965,421A3-003,,小笠原村,父島,
