スポット名,カテゴリ,緯度,経度,地域,クリック数
高麗博物館,文化施設・博物館,139.7036719,35.69847522,群馬,2
高麗博物館,文化施設・博物館,139.7036719,35.69847522,和歌山,2
高麗博物館,文化施設・博物館,139.7036719,35.69847522,島根,2
高麗博物館,文化施設・博物館,139.7036719,35.69847522,愛媛,2
合羽坂,史跡,139.7244591,35.69280729,山形,2
合羽坂,史跡,139.7244591,35.69280729,栃木,2
合羽坂,史跡,139.7244591,35.69280729,群馬,2
合羽坂,史跡,139.7244591,35.69280729,石川,2
合羽坂,史跡,139.7244591,35.69280729,大阪,2
合羽坂,史跡,139.7244591,35.69280729,奈良,2
合羽坂,史跡,139.7244591,35.69280729,和歌山,2
合羽坂,史跡,139.7244591,35.69280729,岡山,2
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,栃木,2
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,静岡,2
佐藤美術館,文化施設・博物館,139.7148514,35.68149201,奈良,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,青森,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,岩手,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,静岡,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,奈良,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,香川,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,愛媛,2
斎藤茂吉終焉の地,史跡,139.7161067,35.68676425,海外,2
三の輪湯,銭湯,139.682005,35.7137213,福井,2
三の輪湯,銭湯,139.682005,35.7137213,三重,2
三の輪湯,銭湯,139.682005,35.7137213,大阪,2
三の輪湯,銭湯,139.682005,35.7137213,和歌山,2
三の輪湯,銭湯,139.682005,35.7137213,徳島,2
三の輪湯,銭湯,139.682005,35.7137213,福岡,2
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,岩手,2
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,神奈川,2
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,福井,2
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,兵庫,2
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,奈良,2
三遊亭円朝旧居跡,史跡,139.7132528,35.68893841,福岡,2
山文,飲食,139.681769,35.72189635,宮城,2
山文,飲食,139.681769,35.72189635,栃木,2
山文,飲食,139.681769,35.72189635,群馬,2
山文,飲食,139.681769,35.72189635,京都,2
山文,飲食,139.681769,35.72189635,和歌山,2
山文,飲食,139.681769,35.72189635,香川,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,不明,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,青森,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,福島,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,茨城,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,栃木,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,奈良,2
市谷の杜 本と活字館,文化施設・博物館,139.7317976,35.69609657,愛媛,2
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,青森,2
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,岩手,2
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,茨城,2
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,群馬,2
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,山梨,2
市谷亀岡八幡宮,寺社,139.7337663,35.69269837,徳島,2
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,青森,2
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,福井,2
志賀直哉旧宅跡,史跡,139.7036612,35.71038919,岡山,2
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,海外,2
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,香川,2
小笠原伯爵邸,文化施設・博物館,139.7175229,35.69833581,海外,2
小泉八雲旧居跡,史跡,139.7172332,35.69138698,青森,2
小泉八雲旧居跡,史跡,139.7172332,35.69138698,奈良,2
小泉八雲旧居跡,史跡,139.7172332,35.69138698,沖縄,2
小泉八雲終焉の地,史跡,139.7052866,35.69911561,青森,2
小泉八雲終焉の地,史跡,139.7052866,35.69911561,茨城,2
小泉八雲終焉の地,史跡,139.7052866,35.69911561,群馬,2
小泉八雲終焉の地,史跡,139.7052866,35.69911561,埼玉,2
小泉八雲終焉の地,史跡,139.7052866,35.69911561,奈良,2
小泉八雲終焉の地,史跡,139.7052866,35.69911561,岡山,2
松の湯,銭湯,139.6839416,35.71083348,岩手,2
松の湯,銭湯,139.6839416,35.71083348,茨城,2
松の湯,銭湯,139.6839416,35.71083348,群馬,2
松の湯,銭湯,139.6839416,35.71083348,神奈川,2
松の湯,銭湯,139.6839416,35.71083348,大阪,2
松の湯,銭湯,139.6839416,35.71083348,兵庫,2
松の湯,銭湯,139.6839416,35.71083348,宮崎,2
松井須磨子の墓,史跡,139.7271574,35.70304499,不明,2
松井須磨子の墓,史跡,139.7271574,35.70304499,群馬,2
松井須磨子の墓,史跡,139.7271574,35.70304499,岐阜,2
松井須磨子の墓,史跡,139.7271574,35.70304499,奈良,2
松井須磨子の墓,史跡,139.7271574,35.70304499,岡山,2
松井須磨子の墓,史跡,139.7271574,35.70304499,広島,2
松井須磨子の墓,史跡,139.7271574,35.70304499,愛媛,2
松井須磨子の墓,史跡,139.7271574,35.70304499,長崎,2
消防博物館,文化施設・博物館,139.7199476,35.68816722,栃木,2
消防博物館,文化施設・博物館,139.7199476,35.68816722,埼玉,2
消防博物館,文化施設・博物館,139.7199476,35.68816722,新潟,2
消防博物館,文化施設・博物館,139.7199476,35.68816722,奈良,2
消防博物館,文化施設・博物館,139.7199476,35.68816722,島根,2
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,宮城,2
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,栃木,2
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,兵庫,2
新宿区立佐伯祐三アトリエ記念館,文化施設・博物館,139.6936458,35.72083804,鹿児島,2
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,栃木,2
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,奈良,2
新宿区立中村彝アトリエ記念館,文化施設・博物館,139.7011667,35.72086417,岡山,2
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,群馬,2
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,静岡,2
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,兵庫,2
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,奈良,2
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,和歌山,2
新宿区立林芙美子記念館,文化施設・博物館,139.6841186,35.71576841,鹿児島,2
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,群馬,2
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,静岡,2
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,三重,2
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,島根,2
新宿区立漱石山房記念館,文化施設・博物館,139.7255373,35.70392058,佐賀,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,青森,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,山形,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,福島,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,新潟,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,長野,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,大阪,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,鳥取,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,島根,2
新宿御苑,文化施設・博物館,139.7065312,35.68895148,宮崎,2
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,三重,2
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,大阪,2
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,奈良,2
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,和歌山,2
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,愛媛,2
新宿御苑 楽羽亭,飲食,139.7071427,35.68587105,鹿児島,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,秋田,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,福島,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,茨城,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,長野,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,奈良,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,徳島,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,香川,2
新宿末廣亭,文化施設・博物館,139.7059679,35.69123885,鹿児島,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,岩手,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,埼玉,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,山梨,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,長野,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,和歌山,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,島根,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,岡山,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,徳島,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,福岡,2
新宿歴史博物館,文化施設・博物館,139.7254086,35.68994921,鹿児島,2
諏訪神社,寺社,139.7076738,35.70904324,茨城,2
諏訪神社,寺社,139.7076738,35.70904324,静岡,2
諏訪神社,寺社,139.7076738,35.70904324,愛知,2
諏訪神社,寺社,139.7076738,35.70904324,兵庫,2
諏訪神社,寺社,139.7076738,35.70904324,奈良,2
諏訪神社,寺社,139.7076738,35.70904324,岡山,2
諏訪神社,寺社,139.7076738,35.70904324,宮崎,2
水道碑記,史跡,139.7151035,35.68747445,茨城,2
水道碑記,史跡,139.7151035,35.68747445,栃木,2
水道碑記,史跡,139.7151035,35.68747445,山梨,2
水道碑記,史跡,139.7151035,35.68747445,大阪,2
水道碑記,史跡,139.7151035,35.68747445,奈良,2
水道碑記,史跡,139.7151035,35.68747445,香川,2
世界湯,銭湯,139.6996003,35.71467517,青森,2
世界湯,銭湯,139.6996003,35.71467517,茨城,2
世界湯,銭湯,139.6996003,35.71467517,山梨,2
世界湯,銭湯,139.6996003,35.71467517,大阪,2
世界湯,銭湯,139.6996003,35.71467517,島根,2
世界湯,銭湯,139.6996003,35.71467517,愛媛,2
成子天神社,寺社,139.6923852,35.69616627,山形,2
成子天神社,寺社,139.6923852,35.69616627,茨城,2
成子天神社,寺社,139.6923852,35.69616627,長野,2
成子天神社,寺社,139.6923852,35.69616627,静岡,2
成子天神社,寺社,139.6923852,35.69616627,愛知,2
成子天神社,寺社,139.6923852,35.69616627,三重,2
成子天神社,寺社,139.6923852,35.69616627,広島,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,岩手,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,福島,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,埼玉,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,神奈川,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,長野,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,大阪,2
聖徳記念絵画館,文化施設・博物館,139.717657,35.67873811,兵庫,2
西迎寺,寺社,139.7208917,35.69128677,不明,2
西迎寺,寺社,139.7208917,35.69128677,群馬,2
西迎寺,寺社,139.7208917,35.69128677,福井,2
西迎寺,寺社,139.7208917,35.69128677,奈良,2
西迎寺,寺社,139.7208917,35.69128677,鳥取,2
西迎寺,寺社,139.7208917,35.69128677,広島,2
西迎寺,寺社,139.7208917,35.69128677,福岡,2
西向天神社,寺社,139.7112572,35.69627083,不明,2
西向天神社,寺社,139.7112572,35.69627083,静岡,2
西向天神社,寺社,139.7112572,35.69627083,奈良,2
西向天神社,寺社,139.7112572,35.69627083,徳島,2
西向天神社,寺社,139.7112572,35.69627083,鹿児島,2
西向天神社,寺社,139.7112572,35.69627083,沖縄,2
西念寺,寺社,139.7254407,35.68463797,長野,2
西念寺,寺社,139.7254407,35.68463797,兵庫,2
西念寺,寺社,139.7254407,35.68463797,奈良,2
西念寺,寺社,139.7254407,35.68463797,愛媛,2
西條八十旧居跡,史跡,139.6941394,35.6983968,山形,2
西條八十旧居跡,史跡,139.6941394,35.6983968,神奈川,2
西條八十旧居跡,史跡,139.6941394,35.6983968,愛知,2
西條八十旧居跡,史跡,139.6941394,35.6983968,三重,2
西條八十旧居跡,史跡,139.6941394,35.6983968,沖縄,2
赤城神社,寺社,139.7360301,35.70481794,神奈川,2
赤城神社,寺社,139.7360301,35.70481794,奈良,2
赤城神社,寺社,139.7360301,35.70481794,和歌山,2
赤城神社,寺社,139.7360301,35.70481794,香川,2
泉鏡花旧居跡,史跡,139.7297591,35.70202128,三重,2
泉鏡花旧居跡,史跡,139.7297591,35.70202128,愛媛,2
泉鏡花旧居跡,史跡,139.7297591,35.70202128,福岡,2
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,北海道,2
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,愛知,2
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,三重,2
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,奈良,2
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,香川,2
早稲田大学 坪内博士記念演劇博物館,史跡,139.7195184,35.70995361,宮崎,2
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,青森,2
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,山梨,2
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,奈良,2
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,広島,2
早稲田大学大隈記念講堂,史跡,139.7215998,35.7088995,香川,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,海外,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,青森,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,群馬,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,和歌山,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,岡山,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,徳島,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,香川,2
草間彌生美術館,文化施設・博物館,139.7265244,35.70335428,鹿児島,2
太宗寺,寺社,139.7093475,35.68985772,岩手,2
太宗寺,寺社,139.7093475,35.68985772,神奈川,2
太宗寺,寺社,139.7093475,35.68985772,福井,2
太宗寺,寺社,139.7093475,35.68985772,長野,2
太宗寺,寺社,139.7093475,35.68985772,愛知,2
太宗寺,寺社,139.7093475,35.68985772,鹿児島,2
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,青森,2
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,埼玉,2
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,長野,2
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,奈良,2
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,和歌山,2
大久保の犬御用屋敷跡,史跡,139.7163266,35.69874968,島根,2
大星湯,銭湯,139.7173727,35.69448462,愛知,2
大星湯,銭湯,139.7173727,35.69448462,岡山,2
大星湯,銭湯,139.7173727,35.69448462,福岡,2
第三玉乃湯,銭湯,139.7384763,35.70285332,愛知,2
第三玉乃湯,銭湯,139.7384763,35.70285332,大阪,2
第三玉乃湯,銭湯,139.7384763,35.70285332,和歌山,2
第三玉乃湯,銭湯,139.7384763,35.70285332,島根,2
第三玉乃湯,銭湯,139.7384763,35.70285332,徳島,2
第三玉乃湯,銭湯,139.7384763,35.70285332,福岡,2
第三玉乃湯,銭湯,139.7384763,35.70285332,鹿児島,2
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,不明,2
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,埼玉,2
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,神奈川,2
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,福岡,2
滝沢馬琴終焉の地,史跡,139.7194058,35.67984927,鹿児島,2
地蔵坂,史跡,139.7387123,35.70128507,不明,2
地蔵坂,史跡,139.7387123,35.70128507,岩手,2
地蔵坂,史跡,139.7387123,35.70128507,福島,2
地蔵坂,史跡,139.7387123,35.70128507,新潟,2
地蔵坂,史跡,139.7387123,35.70128507,大阪,2
地蔵坂,史跡,139.7387123,35.70128507,奈良,2
地蔵坂,史跡,139.7387123,35.70128507,岡山,2
地蔵坂,史跡,139.7387123,35.70128507,広島,2
竹の湯,銭湯,139.7345924,35.70659956,栃木,2
竹の湯,銭湯,139.7345924,35.70659956,神奈川,2
竹の湯,銭湯,139.7345924,35.70659956,石川,2
竹の湯,銭湯,139.7345924,35.70659956,広島,2
竹の湯,銭湯,139.7345924,35.70659956,福岡,2
中村屋サロン美術館,文化施設・博物館,139.7021753,35.69177474,岐阜,2
追分だんご本舗,飲食,139.7053993,35.69039797,青森,2
追分だんご本舗,飲食,139.7053993,35.69039797,長野,2
追分だんご本舗,飲食,139.7053993,35.69039797,静岡,2
追分だんご本舗,飲食,139.7053993,35.69039797,愛知,2
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,新潟,2
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,石川,2
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,静岡,2
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,徳島,2
坪内逍遙旧居跡・文芸協会演劇研究所跡,史跡,139.7142184,35.69702451,海外,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,不明,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,栃木,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,静岡,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,三重,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,京都,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,大阪,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,奈良,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,和歌山,2
釣り文化資料館,文化施設・博物館,139.7195023,35.6908293,福岡,2
鶴巻湯,銭湯,139.7227532,35.70778003,栃木,2
鶴巻湯,銭湯,139.7227532,35.70778003,神奈川,2
鶴巻湯,銭湯,139.7227532,35.70778003,愛知,2
鶴巻湯,銭湯,139.7227532,35.70778003,香川,2
鶴巻湯,銭湯,139.7227532,35.70778003,福岡,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,不明,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,岩手,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,群馬,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,福井,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,静岡,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,奈良,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,和歌山,2
帝国データバンク史料館,文化施設・博物館,139.7291797,35.69091208,福岡,2
鏑木清方旧居跡,史跡,139.7313094,35.70328023,神奈川,2
鏑木清方旧居跡,史跡,139.7313094,35.70328023,愛媛,2
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,群馬,2
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,埼玉,2
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,長野,2
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,鳥取,2
天ぷら新宿つな八 総本店,飲食,139.703511,35.69083366,広島,2
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,兵庫,2
天ぷら船橋屋 新宿本店,飲食,139.7033072,35.69102536,広島,2
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,不明,2
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,茨城,2
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,群馬,2
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,奈良,2
田村虎蔵旧居跡,史跡,139.7400105,35.7041471,和歌山,2
島崎藤村旧居跡,史跡,139.7061718,35.69792631,青森,2
島崎藤村旧居跡,史跡,139.7061718,35.69792631,兵庫,2
島崎藤村旧居跡,史跡,139.7061718,35.69792631,愛媛,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,不明,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,埼玉,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,千葉,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,神奈川,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,三重,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,奈良,2
島村抱月終焉の地（芸術倶楽部跡）,史跡,139.7357297,35.70244819,福岡,2
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,福井,2
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,三重,2
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,奈良,2
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,鳥取,2
東京オペラシティ アートギャラリー,文化施設・博物館,139.6869296,35.68245499,香川,2
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,静岡,2
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,大阪,2
東京おもちゃ美術館,文化施設・博物館,139.7180754,35.68954838,奈良,2
東福院,寺社,139.7236276,35.68604969,茨城,2
東福院,寺社,139.7236276,35.68604969,栃木,2
東福院,寺社,139.7236276,35.68604969,神奈川,2
東福院,寺社,139.7236276,35.68604969,静岡,2
東福院,寺社,139.7236276,35.68604969,奈良,2
東福院,寺社,139.7236276,35.68604969,愛媛,2
東宝湯,銭湯,139.7120619,35.69835324,海外,2
東宝湯,銭湯,139.7120619,35.69835324,宮城,2
東宝湯,銭湯,139.7120619,35.69835324,群馬,2
東宝湯,銭湯,139.7120619,35.69835324,岐阜,2
東宝湯,銭湯,139.7120619,35.69835324,三重,2
東宝湯,銭湯,139.7120619,35.69835324,島根,2
東宝湯,銭湯,139.7120619,35.69835324,愛媛,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,不明,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,栃木,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,群馬,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,富山,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,香川,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,福岡,2
統計資料館,文化施設・博物館,139.7152859,35.70012194,熊本,2
禿坂,史跡,139.713757,35.69014963,新潟,2
禿坂,史跡,139.713757,35.69014963,奈良,2
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,茨城,2
内村鑑三終焉の地（今井館聖書講堂跡）,史跡,139.6915269,35.7018601,栃木,2
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,山形,2
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,埼玉,2
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,神奈川,2
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,三重,2
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,奈良,2
二葉亭四迷旧居跡,史跡,139.7282034,35.68452904,徳島,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,山形,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,神奈川,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,新潟,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,愛知,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,三重,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,京都,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,奈良,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,和歌山,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,香川,2
日本オリンピックミュージアム,文化施設・博物館,139.7151625,35.67485111,愛媛,2
熱海湯,銭湯,139.7405523,35.70055757,岩手,2
熱海湯,銭湯,139.7405523,35.70055757,岐阜,2
熱海湯,銭湯,139.7405523,35.70055757,和歌山,2
熱海湯,銭湯,139.7405523,35.70055757,岡山,2
熱海湯,銭湯,139.7405523,35.70055757,香川,2
熱海湯,銭湯,139.7405523,35.70055757,愛媛,2
馬水槽,史跡,139.701156,35.6921712,新潟,2
馬水槽,史跡,139.701156,35.6921712,長野,2
馬水槽,史跡,139.701156,35.6921712,愛知,2
馬水槽,史跡,139.701156,35.6921712,大阪,2
馬水槽,史跡,139.701156,35.6921712,鳥取,2
馬水槽,史跡,139.701156,35.6921712,島根,2
俳句文学館,文化施設・博物館,139.695459,35.70468726,奈良,2
俳句文学館,文化施設・博物館,139.695459,35.70468726,和歌山,2
俳句文学館,文化施設・博物館,139.695459,35.70468726,広島,2
俳句文学館,文化施設・博物館,139.695459,35.70468726,香川,2
俳句文学館,文化施設・博物館,139.695459,35.70468726,沖縄,2
柏湯,銭湯,139.6933293,35.70671282,青森,2
柏湯,銭湯,139.6933293,35.70671282,山形,2
柏湯,銭湯,139.6933293,35.70671282,三重,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,不明,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,青森,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,栃木,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,奈良,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,和歌山,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,広島,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,徳島,2
尾崎紅葉旧居跡,史跡,139.734925,35.70131557,福岡,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,千葉,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,新潟,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,大阪,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,和歌山,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,島根,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,高知,2
毘沙門天 善國寺,寺社,139.7394741,35.70152467,福岡,2
美術愛住館,文化施設・博物館,139.7187352,35.68833279,青森,2
美術愛住館,文化施設・博物館,139.7187352,35.68833279,神奈川,2
美術愛住館,文化施設・博物館,139.7187352,35.68833279,三重,2
美術愛住館,文化施設・博物館,139.7187352,35.68833279,鳥取,2
氷おばけ,飲食,139.7003299,35.69528624,山形,2
氷おばけ,飲食,139.7003299,35.69528624,栃木,2
氷おばけ,飲食,139.7003299,35.69528624,奈良,2
氷おばけ,飲食,139.7003299,35.69528624,和歌山,2
氷おばけ,飲食,139.7003299,35.69528624,香川,2
服部半蔵の墓,史跡,139.7252905,35.6847774,不明,2
服部半蔵の墓,史跡,139.7252905,35.6847774,岩手,2
服部半蔵の墓,史跡,139.7252905,35.6847774,栃木,2
服部半蔵の墓,史跡,139.7252905,35.6847774,長野,2
