2020/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
22,0.34,3.5,0.17,2.8,,ESE,13,ENE,0.9,114,,
23,0.41,3,0.2,3,,ESE,13,SSE,1.4,78,,
24,0.27,3,0.13,2.7,,ESE,12,ESE,1.2,43,,
最大,0.87,5,0.26,3.6,最多,平均,14,最多,5.4,平均,平均,
平均,0.39,3,0.18,2.9,,NW,1.8,NNW,2.4,115,,
2020/1/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,2.5,0.1,2.6,,E,10,N,1.7,17,,
2,0.21,2.5,0.12,2.7,,S,2,N,1.1,16,,
3,0.25,2.5,0.13,3,,NNW,4,NNW,2.8,28,,
4,0.15,2,0.09,2.5,,NW,6,N,1.7,59,,
5,0.43,3.5,0.15,2.9,,NW,8,NNE,3.5,97,,
6,0.56,3,0.21,2.8,,NW,12,N,3.4,133,,
7,0.49,2.5,0.22,3.1,,NW,10,N,3.2,161,,
8,0.26,3.5,0.17,2.6,,NW,9,N,2.7,182,,
9,0.51,3,0.23,2.9,,SW,28,W,4.6,184,,
10,0.34,2.5,0.19,2.8,,N,14,NW,3.1,166,,
11,0.33,3,0.17,2.9,,NNE,5,NNW,4.4,140,,
12,,,,,,,,NNW,4.4,116,,
13,,,,,,,,NNW,4.2,94,,
14,,,,,,,,N,3.4,83,,
15,0.42,3.5,0.22,3.1,,WNW,5,N,2.9,91,,
16,0.37,3.5,0.22,2.8,,WNW,4,NNE,2.1,112,,
17,0.55,3,0.25,2.8,NE,WSW,6,NNE,3.5,134,,
18,0.4,3,0.22,2.9,,WSW,7,NNW,3.9,155,,
19,0.36,2.5,0.17,2.5,,WSW,2,NW,4.7,165,,
20,0.29,1.5,0.13,2.3,,NW,8,NNW,6.8,162,,
21,0.42,3,0.16,2.7,,NNE,6,NW,3.6,149,,
22,0.25,2.5,0.13,2.5,,NW,2,NNW,5.8,127,,
23,0.47,4,0.17,2.3,,NE,3,NW,7,99,,
24,0.16,2.5,0.11,2.4,,NE,4,N,5.6,68,,
最大,0.56,4,0.25,3.1,最多,平均,28,最多,7,平均,平均,
平均,0.35,2.8,0.17,2.7,,NW,4,N,3.8,114,,
2020/1/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,4,0.12,2.4,,N,2,N,5.3,39,,
2,0.21,3.5,0.13,2.8,,WSW,4,NNW,4.3,21,,
3,0.24,3,0.15,2.3,,WSW,6,N,4.2,21,,
4,0.36,2,0.22,2.2,,SW,9,NNW,6.7,41,,
5,0.44,2.5,0.26,2.6,SW,W,7,NNW,7.8,70,,
6,0.35,2.5,0.22,2.4,,W,14,NNW,8.2,103,,
7,0.38,3,0.2,2.6,,WNW,12,N,5.2,132,,
8,0.45,3.5,0.27,3,N,WNW,8,NE,4.6,152,,
9,0.42,5.5,0.24,3,,WSW,6,N,4.3,160,,
10,0.36,2.7,0.18,3.3,,,,N,4.7,160,,
11,0.32,3,0.18,2.7,,S,7,N,3.6,160,,
12,0.38,3,0.21,3.2,,SSE,5,NE,2.2,160,,
13,0.36,2.5,0.21,2.8,,SE,10,NE,2.4,95,,
14,0.49,2.5,0.24,2.8,,SSE,11,NE,1.4,80,,
15,0.34,3,0.19,2.8,,SSE,7,ESE,2.6,76,,
16,0.43,4,0.22,2.7,,S,6,SE,3.1,81,,
17,0.5,2.5,0.24,3,,WNW,5,ESE,2.2,98,,
18,0.36,3,0.2,2.8,,N,10,ESE,2.1,117,,
19,0.26,2.5,0.16,2.8,,N,7,ESE,1.6,132,,
20,0.28,3.5,0.16,2.9,,ENE,6,E,2,142,,
21,0.26,3,0.14,2.7,,NE,2,ENE,3.1,143,,
22,0.22,2.5,0.13,2.5,,NW,2,NE,2.8,135,,
23,0.26,3.5,0.15,2.6,,ENE,5,N,1.9,120,,
24,0.23,2,0.12,2.6,,ENE,8,N,3.4,101,,
最大,0.5,5.5,0.27,3.3,最多,平均,14,最多,8.2,平均,平均,
平均,0.34,3,0.19,2.7,,WSW,1.7,N,3.7,106,,
2020/1/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,3.5,0.1,2.5,,E,4,N,3.2,76,,
2,0.15,5,0.1,2.6,,E,9,N,3.2,55,,
3,0.17,2,0.08,2.3,,NNE,3,N,3.5,43,,
4,0.2,1.5,0.1,2.2,,WNW,3,NNW,6,48,,
5,0.3,3.5,0.16,2.8,,WSW,5,NNW,3.2,66,,
6,0.25,2,0.14,2.5,,WNW,9,N,4.2,93,,
7,0.33,2.5,0.2,2.8,,WNW,9,N,3.7,121,,
8,0.36,2.5,0.17,2.6,,NW,11,N,3.6,145,,
9,0.29,2.5,0.17,3,,NW,4,N,4.6,158,,
10,0.45,3,0.25,3.3,ESE,E,3,NNW,4.5,159,,
11,0.39,3,0.19,3.1,,E,5,N,3.8,153,,
12,0.53,3,0.19,2.8,,E,5,N,3.9,137,,
13,0.28,2.5,0.17,2.9,,SE,5,NNE,4,116,,
14,0.53,2,0.24,2.6,,S,4,ENE,4.9,94,,
15,0.38,2.5,0.22,2.5,,S,4,ENE,4.7,81,,
16,0.49,3.5,0.26,2.7,E,ESE,5,ENE,5,74,,
17,0.67,2.5,0.3,2.7,WSW,SE,4,ENE,4.8,81,,
18,0.56,2.5,0.33,2.6,NNE,N,6,ENE,6.8,92,,
19,0.71,2.5,0.36,2.9,SSW,NNE,10,NE,5.8,107,,
20,0.49,2.5,0.28,2.7,ESE,NNE,12,NE,5.5,116,,
21,0.53,3,0.27,2.7,WNW,NNE,12,NNE,4.2,126,,
22,0.4,2.5,0.18,2.6,,NE,7,NNE,5.1,130,,
23,0.72,4,0.25,2.7,NW,NE,4,NNE,5.1,131,,
24,0.43,2,0.23,2.5,,ESE,4,NE,6.5,123,,
最大,0.72,5,0.36,3.3,最多,平均,12,最多,6.8,平均,平均,
平均,0.41,2.8,0.21,2.7,ESE,NNE,2.3,N,4.6,105,,
2020/1/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.46,2,0.28,2.6,NNE,ESE,5,NNE,6.1,110,,
2,0.38,2.5,0.23,2.6,,ESE,5,N,7.4,91,,
3,0.36,2.5,0.21,2.6,,ESE,5,N,4.9,76,,
4,0.39,2.5,0.17,2.5,,ESE,3,NNE,6.3,66,,
5,0.43,2.5,0.17,2.7,,ENE,4,NNE,6.6,73,,
6,0.47,4,0.24,2.8,,NNW,3,NNE,5.7,88,,
7,0.33,3,0.21,2.7,,N,7,NNE,7.7,109,,
8,0.41,2.5,0.27,2.9,SW,NNW,12,NNE,7.2,127,,
9,0.46,2.5,0.27,2.9,NNE,NNW,9,NNE,5.5,146,,
10,0.45,3.5,0.25,3,WNW,NNW,9,NNE,7,153,,
11,0.44,3,0.24,2.9,,NNW,8,N,6.6,153,,
12,0.4,3,0.23,2.9,,N,8,N,7.1,144,,
13,0.35,2.5,0.19,2.9,,NNW,5,NNW,7.4,128,,
14,0.37,4.5,0.21,3.3,,WNW,8,NNW,8,109,,
15,0.25,3,0.16,2.4,,WNW,6,NNW,6.7,90,,
16,0.3,1.5,0.16,2.7,,N,5,NNW,6.8,76,,
17,0.46,3,0.22,2.9,,NNW,6,NNW,6.4,68,,
18,0.28,3.5,0.15,3,,NW,12,NNW,5.7,68,,
19,0.25,2.5,0.13,2.7,,NNW,14,NNW,6.3,76,,
20,0.4,4,0.2,3.2,,WNW,12,NNW,6.9,86,,
21,0.39,2.5,0.19,2.3,,WNW,12,NNW,7.5,97,,
22,0.34,1.5,0.16,2.2,,WSW,5,NNW,8,111,,
23,0.56,3,0.21,2.8,,W,8,N,5.8,121,,
24,0.24,3.5,0.14,2.7,,SSW,1,N,5.3,123,,
最大,0.56,4.5,0.28,3.3,最多,平均,14,最多,8,平均,平均,
平均,0.38,2.9,0.2,2.8,NNE,NNW,4.8,NNW,6.6,104,,
2020/1/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,4,0.14,2.9,,SSE,2,NNW,3.8,124,,
2,0.23,1.5,0.14,2.6,,E,4,NNW,4.8,120,,
3,0.58,3,0.16,2.9,,SSE,7,NNE,3.7,111,,
4,0.21,3,0.12,2.7,,S,5,NNE,3.5,100,,
5,0.23,2.5,0.13,2.7,,SSW,3,NNE,2.7,93,,
6,0.34,2.5,0.16,2.7,,W,2,NNE,3.6,94,,
7,0.59,3.5,0.28,3,SE,NNW,2,NNE,2.7,106,,
8,0.42,2.5,0.22,2.7,,NW,7,NNE,3.4,125,,
9,0.35,2.5,0.21,3.3,,NW,10,N,3.7,142,,
10,0.46,3.5,0.21,2.8,,NW,4,NNE,4.4,154,,
11,0.34,5,0.22,3.7,,ENE,7,NNE,2.9,159,,
12,0.4,4,0.2,2.9,,NNE,4,E,2.8,157,,
13,0.34,3.5,0.19,2.7,,S,3,SE,4.2,146,,
14,0.33,2,0.19,2.7,,SW,3,SE,4.5,130,,
15,0.43,2.5,0.25,2.8,S,SSE,4,ESE,3.9,114,,
16,0.37,2.5,0.22,2.8,,WNW,2,ESE,2.5,98,,
17,0.88,3,0.26,3,W,WSW,4,S,2.3,82,,
18,0.39,4,0.2,3.4,,WNW,3,SSE,5.2,67,,
19,0.77,2.5,0.36,2.2,N,WNW,6,SE,8.4,66,,
20,0.8,2.5,0.43,2.7,SSE,N,4,SSE,6.6,70,,
21,0.7,2.5,0.35,2.4,SSE,WSW,5,SSE,5.6,84,,
22,0.6,2,0.34,2.3,NW,W,3,SSE,6.3,99,,
23,0.66,2,0.37,2.5,S,WNW,8,SSE,6.6,117,,
24,0.54,1.5,0.26,2.3,WNW,W,8,WSW,4.6,128,,
最大,0.88,5,0.43,3.7,最多,平均,10,最多,8.4,平均,平均,
平均,0.47,2.8,0.23,2.8,S,W,1.8,NNE,4.3,112,,
2020/1/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.28,1.5,0.17,2.4,,W,10,WNW,4.4,138,,
2,0.22,1,0.13,2.3,,WNW,10,WNW,4.2,143,,
3,0.16,3,0.11,2.8,,WNW,8,NW,2.7,141,,
4,0.27,1.5,0.1,2.8,,NW,7,N,1.5,132,,
5,0.4,4,0.19,3.7,,WNW,8,N,2.3,121,,
6,0.59,2.5,0.15,2.9,,W,7,NNW,2.6,113,,
7,0.43,2.5,0.23,3,,WNW,8,N,1.8,114,,
8,0.49,4,0.26,3.2,WSW,W,9,NNW,1.6,123,,
9,0.39,2,0.19,2.8,,NW,5,ENE,1.4,135,,
10,0.35,3,0.19,2.7,,WSW,7,E,1.6,146,,
11,0.36,3,0.2,2.8,,SSW,6,ESE,2.1,156,,
12,0.3,3,0.2,2.6,,SW,5,SE,0.9,160,,
13,0.45,2,0.21,2.7,,SE,4,SE,3.2,158,,
14,0.59,3.5,0.25,3.2,SW,S,3,SE,2,151,,
15,0.47,3,0.28,2.9,NNE,ESE,4,SSE,1.1,139,,
16,0.45,2.5,0.25,2.8,N,WSW,2,SSE,1.5,117,,
17,0.7,3.5,0.24,2.9,,N,3,SSE,2.3,93,,
18,0.79,2.5,0.25,3.4,SSE,SW,1,SSE,2.3,73,,
19,0.28,2.5,0.15,2.9,,NNW,3,SE,2.3,57,,
20,0.29,2.5,0.16,2.6,,NW,5,S,3.6,50,,
21,0.55,2.5,0.22,2.8,,W,5,NW,2.2,53,,
22,0.21,3,0.13,2.9,,NNW,9,NNW,2.2,68,,
23,0.3,3,0.15,2.8,,W,9,NW,2,88,,
24,0.45,2,0.13,2.5,,WNW,10,NW,1.2,108,,
最大,0.79,4,0.28,3.7,最多,平均,10,最多,4.4,平均,平均,
平均,0.41,2.6,0.19,2.9,,WNW,4.5,NW,2.2,116,,
2020/1/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,3,0.1,2.5,,W,10,WNW,2.4,129,,
2,0.14,1.5,0.1,2.5,,WNW,9,NW,2.6,146,,
3,0.21,2.5,0.12,2.6,,NW,7,NW,2,155,,
4,0.16,2.5,0.1,2.6,,NW,8,NW,1.7,155,,
5,0.32,3,0.17,3.1,,WNW,3,NW,4.3,147,,
6,0.33,3.5,0.15,2.4,,WNW,4,NNW,7.4,131,,
7,0.4,2,0.22,2.5,,WNW,3,N,9.2,114,,
8,0.55,2.5,0.24,2.3,,WNW,5,NNW,9.1,108,,
9,0.53,2.5,0.27,2.6,SW,NW,13,NNW,9.5,109,,
10,0.45,2,0.25,2.5,E,NW,15,NNW,9.5,115,,
11,0.47,3,0.24,2.7,,WNW,11,N,9.2,129,,
12,0.44,2.5,0.27,2.5,WNW,W,9,NNW,10.3,143,,
13,0.51,3,0.25,2.8,NNE,WSW,6,N,9.2,149,,
14,0.53,1.5,0.21,2.6,,S,2,N,9.1,148,,
15,0.39,3.5,0.23,2.8,,SSW,8,NNW,8.3,140,,
16,0.46,3.5,0.24,2.9,,NE,1,N,6.8,122,,
17,0.39,4.5,0.24,3.2,,NE,3,N,5,100,,
18,0.38,2,0.21,2.7,,ENE,9,NNW,7.2,73,,
19,0.44,4.5,0.19,2.9,,E,4,NNW,7.2,46,,
20,0.34,3,0.18,2.4,,N,4,NNW,7.9,23,,
21,0.31,3.5,0.17,2.4,,NW,6,NNW,7.2,16,,
22,0.32,2.5,0.15,2.6,,NNW,2,NNW,6.2,22,,
23,0.34,4.5,0.19,2.8,,NW,5,NNW,2.9,41,,
24,0.42,2.5,0.18,3.2,,NW,9,N,3.5,66,,
最大,0.55,4.5,0.27,3.2,最多,平均,15,最多,10.3,平均,平均,
平均,0.38,2.9,0.19,2.7,,NW,4.4,NNW,6.6,105,,
2020/1/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.26,2.5,0.14,2.8,,WNW,10,NNE,4.1,93,,
2,0.2,2,0.11,2.4,,W,3,N,3.8,118,,
3,0.26,1.5,0.12,2.6,,SW,4,N,3.4,139,,
4,0.21,2.5,0.11,2.7,,WSW,8,N,2.6,151,,
5,0.32,2.5,0.18,3.2,,NW,7,N,2.8,147,,
6,0.29,2.5,0.17,2.9,,WSW,1,N,2.9,133,,
7,0.33,3,0.17,2.9,,NW,2,NNE,2.7,117,,
8,0.37,3,0.2,2.9,,WNW,2,NNW,3.4,103,,
9,0.29,3.5,0.17,3,,W,3,N,3.3,96,,
10,0.33,3,0.15,2.9,,WNW,8,NNW,4.6,98,,
11,0.46,1.5,0.15,3,,W,5,NNW,3.3,108,,
12,0.32,3.5,0.17,2.7,,WNW,3,N,2.8,125,,
13,0.23,2.5,0.15,2.7,,W,5,N,2.7,140,,
14,0.66,3,0.24,3.3,,WSW,7,NNE,3.1,148,,
15,0.39,2.5,0.21,2.8,,SW,4,NNE,3.6,150,,
16,0.37,3,0.19,2.8,,WNW,3,NNE,3.9,143,,
17,0.62,3,0.25,2.9,NE,NE,3,NNE,2.3,124,,
18,0.33,4,0.18,2.9,,ENE,4,N,1.8,93,,
19,0.29,2.5,0.16,2.8,,ESE,10,N,2,61,,
20,0.44,2.5,0.18,2.6,,ESE,10,N,1.3,33,,
21,0.33,2.5,0.17,2.6,,SE,7,NNE,1.3,13,,
22,0.71,3.5,0.2,2.8,,SSE,7,NE,0.7,7,,
23,0.36,2.5,0.17,2.9,,WSW,2,,0.1,21,,
24,0.59,2,0.15,2.9,,SSW,3,N,1.5,46,,
最大,0.71,4,0.25,3.3,最多,平均,10,最多,4.6,平均,平均,
平均,0.37,2.7,0.17,2.8,,WSW,1.8,N,2.7,100,,
2020/1/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,3,0.12,2.9,,NNW,3,NE,1.4,77,,
2,0.17,3.5,0.11,2.9,,NNW,13,ESE,1.4,106,,
3,0.14,3,0.09,2.7,,WNW,16,NNE,2.2,135,,
4,0.19,3.5,0.11,2.7,,NNW,13,NNE,2.5,154,,
5,0.44,4,0.22,3.3,,NW,8,NNE,2.5,165,,
6,0.41,3,0.15,2.7,,NW,5,NNE,2.1,157,,
7,0.58,2,0.23,2.9,,W,4,NNE,1.1,141,,
8,0.4,2.5,0.2,2.5,,SSW,1,N,1,122,,
9,0.26,2.5,0.15,2.9,,WNW,2,NNE,2,106,,
10,0.44,3,0.21,2.9,,E,6,NNE,2.4,100,,
11,0.52,2.5,0.21,3,,SSW,4,NE,2.3,105,,
12,0.36,3,0.15,2.6,,W,5,NE,1.8,119,,
13,0.53,1.5,0.21,2.9,,W,8,N,1.4,138,,
14,0.27,3,0.15,3,,W,6,NNE,2,157,,
15,0.56,3,0.2,2.9,,WSW,6,NNE,2.5,170,,
16,0.28,4.5,0.18,3.3,,SSW,5,N,3.5,168,,
17,0.35,3,0.21,2.9,,NNW,1,N,4,153,,
18,0.38,3,0.17,2.9,,NE,6,N,3.1,127,,
19,0.3,3.5,0.17,3.1,,ESE,4,NNW,4.1,91,,
20,0.2,3,0.11,2.7,,ESE,8,NNW,3.8,54,,
21,0.27,3,0.14,2.6,,SE,10,N,3.8,21,,
22,0.34,4,0.14,2.9,,ESE,6,N,4.8,3,,
23,0.25,2.5,0.16,3,,W,2,NNW,5.7,3,,
24,0.25,3.5,0.12,2.4,,NNW,5,NNW,4.7,24,,
最大,0.58,4.5,0.23,3.3,最多,平均,16,最多,5.7,平均,平均,
平均,0.34,3,0.16,2.9,,NW,2.1,NNE,2.8,108,,
2020/1/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.2,4.5,0.12,2.5,,WNW,5,N,2.7,53,,
2,0.2,2.5,0.11,2.7,,WNW,11,N,3,88,,
3,0.18,3.5,0.12,2.8,,NNW,14,N,1.8,123,,
4,0.2,2.5,0.12,2.7,,W,9,NNW,1.4,152,,
5,0.39,3,0.2,3.2,,NNW,9,N,1.6,169,,
6,0.39,2.5,0.18,2.6,,WNW,3,N,1.4,171,,
7,0.36,2.5,0.21,2.9,,NNE,3,NNE,1.6,157,,
8,0.31,3,0.19,2.8,,ENE,3,NNE,2.6,135,,
9,0.39,2.5,0.17,2.7,,SE,8,N,1.4,112,,
10,0.5,2,0.22,2.7,,ESE,5,N,1.2,94,,
11,0.32,2.5,0.17,2.9,,E,2,NNE,1.8,88,,
12,0.46,2.5,0.24,2.9,,ESE,1,NE,1.8,98,,
13,0.32,2.5,0.19,2.5,,NE,3,NE,1.3,117,,
14,0.48,2.5,0.25,2.8,SW,WNW,2,E,1,142,,
15,0.58,3,0.24,2.7,,NNW,8,E,1.1,161,,
16,0.47,3.5,0.23,3,,NNW,6,NE,0.6,170,,
17,0.51,3,0.23,2.9,,NNW,6,N,1.8,164,,
18,0.51,3,0.22,2.9,,NNE,1,N,1.3,145,,
19,0.4,3,0.21,2.9,,ESE,5,NW,0.7,111,,
20,0.19,2.5,0.12,2.8,,ESE,9,NW,3.9,71,,
21,0.2,3,0.11,2.6,,ESE,12,NNW,5.8,28,,
22,0.3,2.5,0.15,2.1,,ESE,7,NNW,7.7,-2,,
23,0.37,2.5,0.22,2.3,,SW,4,NNW,9.6,-20,,
24,0.45,2,0.23,2.2,,NW,10,NNW,9.4,-10,,
最大,0.58,4.5,0.25,3.2,最多,平均,14,最多,9.6,平均,平均,
平均,0.36,2.8,0.19,2.7,,NNW,1.5,N,2.8,105,,
2020/1/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.39,3,0.21,2.4,,WNW,12,NNW,7.7,16,,
2,0.44,2,0.2,2.6,,W,13,N,7.8,55,,
3,0.41,3,0.2,2.7,,W,11,N,6.3,95,,
4,0.4,2.5,0.18,2.6,,W,10,N,6.3,129,,
5,0.32,2,0.18,2.6,,NW,4,N,5.8,150,,
6,0.5,2.5,0.2,2.7,,NE,2,N,5,158,,
7,0.37,2.5,0.2,2.8,,SE,9,NNE,3.1,151,,
8,0.46,2.5,0.27,2.9,NNE,E,9,NE,4.8,136,,
9,0.37,3.5,0.19,2.8,,E,9,NNE,1.9,115,,
10,0.38,2.5,0.21,2.5,,ENE,12,NNE,4.1,90,,
11,0.32,2.5,0.17,2.5,,E,13,NNE,2.1,73,,
12,0.39,2.5,0.18,2.7,,E,7,NE,1.6,71,,
13,0.28,2.5,0.17,2.6,,ENE,5,NE,2.2,89,,
14,0.4,2.5,0.22,2.9,,NE,2,NNE,1.6,118,,
15,0.46,2,0.25,2.7,SSE,NNE,3,NNE,1.4,146,,
16,0.39,4.5,0.21,2.8,,ESE,3,NE,2.5,166,,
17,0.42,3.5,0.23,3.1,,ENE,4,ENE,3.6,169,,
18,0.35,2.5,0.19,2.7,,E,8,NE,4.5,153,,
19,0.56,2.5,0.3,2.4,ENE,ESE,13,ENE,5.7,124,,
20,0.61,4.5,0.36,2.8,E,ESE,17,ENE,5.2,89,,
21,0.64,3,0.28,2.8,SW,SE,12,NE,4.7,53,,
22,0.39,2.5,0.23,2.6,,ESE,18,NE,4.5,17,,
23,0.51,2.5,0.28,2.7,ESE,ESE,10,NE,5.2,-6,,
24,0.39,2.5,0.21,2.6,,SE,7,NNE,2.8,-10,,
最大,0.64,4.5,0.36,3.1,最多,平均,18,最多,7.8,平均,平均,
平均,0.42,2.8,0.22,2.7,,ESE,4.2,NE,4.2,98,,
2020/1/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.28,2,0.14,2.3,,SSE,4,NNE,2.9,4,,
2,0.25,2,0.13,2.4,,WNW,6,NNE,2.3,37,,
3,0.19,2,0.11,2.3,,W,5,NE,2,79,,
4,0.19,3,0.12,2.3,,NNW,7,ESE,1.4,118,,
5,0.4,3.5,0.17,2.7,,NNW,10,ENE,3.4,149,,
6,0.48,2.5,0.26,2.9,SSW,NNW,6,NNE,3.6,165,,
7,0.55,2.5,0.23,2.7,,NNE,4,NE,3.7,166,,
8,0.42,3,0.23,2.6,,NNW,3,NE,3.3,154,,
9,0.39,2,0.22,2.7,,ESE,8,NNE,2,131,,
10,0.37,2.5,0.18,2.4,,ESE,9,N,0.7,108,,
11,0.27,3,0.17,2.7,,ESE,10,NNW,1.4,85,,
12,0.31,3,0.17,2.8,,ESE,7,NE,0.3,74,,
13,0.29,2,0.17,2.7,,ESE,6,N,1.1,79,,
14,0.34,3,0.18,3.1,,NNE,3,NNW,2.4,104,,
15,0.36,3,0.19,3.1,,NNW,6,NNW,1.3,137,,
16,0.43,3.5,0.21,2.9,,NW,7,NNW,1.2,164,,
17,0.53,4,0.24,3.1,,WNW,5,NNE,1.6,180,,
18,0.34,1.5,0.13,2.8,,W,5,NNW,1.6,177,,
19,0.22,3,0.15,2.9,,NW,2,N,1.1,157,,
20,0.4,4,0.14,3.3,,ESE,2,NNE,2.3,120,,
21,0.21,2.5,0.12,3.1,,NE,3,NNE,2.1,81,,
22,0.17,3,0.09,2.6,,E,6,N,2.7,44,,
23,0.35,3.5,0.13,2.9,,ESE,3,NNW,2.8,17,,
24,0.14,2,0.09,2.4,,ESE,5,NNW,2.1,1,,
最大,0.55,4,0.26,3.3,最多,平均,10,最多,3.7,平均,平均,
平均,0.33,2.8,0.17,2.7,,NE,1.5,NNW,2.1,105,,
2020/1/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.14,2,0.09,2.2,,NNE,6,N,3.3,4,,
2,0.17,2.5,0.09,2.4,,N,8,N,2.9,28,,
3,0.2,3.5,0.11,2.6,,NNW,6,N,3.3,66,,
4,0.27,3.5,0.11,2.4,,NW,10,N,3,107,,
5,0.3,4,0.13,2.8,,W,11,NNE,4.5,142,,
6,0.43,2,0.16,2.7,,NNW,5,NNE,3.4,165,,
7,0.54,3.5,0.26,3.2,E,W,3,NNE,3.2,175,,
8,0.54,3,0.26,3.1,S,SSE,6,NNE,4.2,166,,
9,0.39,3,0.2,2.7,,E,7,N,3,146,,
10,0.48,2,0.25,2.6,WNW,ESE,16,NNE,2.4,121,,
11,0.46,3,0.25,3,SSE,ESE,12,NNE,2.6,95,,
12,0.56,1.5,0.2,2.7,,E,12,NNE,4.2,75,,
13,0.46,3,0.19,2.6,,ESE,11,NNE,4.1,75,,
14,0.34,3,0.2,2.8,,SE,5,NNE,4.2,93,,
15,0.6,2.5,0.26,3,WNW,S,1,N,4.9,117,,
16,0.32,4,0.19,2.9,,WNW,6,N,5.2,146,,
17,0.58,3,0.25,3,WSW,WNW,8,N,4.6,168,,
18,0.57,3,0.24,2.9,,N,9,N,5.9,173,,
19,0.33,2.5,0.17,2.5,,NNE,8,N,4.7,161,,
20,0.4,2.5,0.19,2.4,,NE,5,NE,7.7,138,,
21,0.59,2.5,0.36,2.6,NE,ENE,11,NE,6.7,106,,
22,0.71,3,0.34,2.8,W,E,9,NNE,5.8,65,,
23,0.42,3,0.24,2.7,,E,7,N,5.6,31,,
24,0.33,2.5,0.18,2.6,,ESE,7,N,6.6,7,,
最大,0.71,4,0.36,3.2,最多,平均,16,最多,7.7,平均,平均,
平均,0.42,2.8,0.21,2.7,WNW,ENE,3,N,4.4,107,,
2020/1/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.33,3,0.17,2.3,,NE,6,N,7.3,0,,
2,0.33,2.5,0.18,2.3,,NNW,5,N,7.2,11,,
3,0.45,2.5,0.24,2.2,,NNW,9,NNW,10.6,44,,
4,0.63,2,0.32,2.5,WSW,NNW,13,NNW,11.3,83,,
5,0.44,3,0.26,2.6,NNW,W,9,NNW,10.9,121,,
6,0.53,2.5,0.27,2.7,WNW,NW,10,NNW,11.6,147,,
7,0.7,3.5,0.31,3,NNE,NW,9,NNW,10.6,164,,
8,0.51,3.5,0.25,2.7,W,WNW,8,NNW,9.9,169,,
9,0.46,2.5,0.27,2.6,S,NNW,7,NNW,8.9,155,,
10,0.64,2.5,0.26,2.8,ESE,WNW,9,NNW,8.5,131,,
11,0.4,2,0.23,2.6,,SSE,1,NNW,9.8,102,,
12,0.4,2.5,0.21,2.4,,N,2,NNW,8.1,82,,
