2021/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
23,0.29,2.5,0.14,2.9,,ESE,7,N,4.5,2,,
24,0.32,2.5,0.12,2.6,,N,3,NNW,5.9,-15,,
最大,0.6,4.5,0.26,3.1,最多,平均,13,最多,6.1,平均,平均,
平均,0.37,2.9,0.17,2.8,,WSW,1.5,N,2.7,117,,
2021/1/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,3,0.1,2.6,,NW,6,NNW,4.5,-7,,
2,0.19,2.5,0.1,2.3,,WNW,10,NNW,5,20,,
3,0.23,1.5,0.12,2.3,,WNW,12,NNE,4.1,59,,
4,0.4,3,0.14,2.4,,WSW,6,N,3.2,100,,
5,0.32,2.5,0.15,2.7,,WSW,9,NNE,3,138,,
6,0.4,2.5,0.19,3,,W,8,NNE,2.4,163,,
7,0.59,3,0.23,3.1,,WNW,6,NNE,3.2,171,,
8,0.39,4.5,0.2,3,,N,2,N,2.6,165,,
9,0.28,4,0.16,2.9,,E,7,N,4.5,146,,
10,0.35,3.5,0.17,2.7,,ESE,8,NNW,5.8,122,,
11,0.25,3,0.15,2.9,,ENE,6,N,3.6,98,,
12,0.28,3,0.14,2.8,,ENE,7,N,2.8,84,,
13,0.43,5,0.21,3.6,,E,2,NNE,3.7,86,,
14,0.41,2,0.2,2.9,,NNW,2,N,3.9,106,,
15,0.36,2.5,0.19,2.9,,NW,8,NNE,4.2,135,,
16,0.37,2.5,0.19,2.9,,WNW,8,NNE,3.9,164,,
17,0.72,3,0.26,2.9,E,WNW,7,NNE,4.1,184,,
18,0.34,3,0.18,2.8,,WNW,4,N,4.5,185,,
19,0.31,2.5,0.18,3,,NNW,3,NNW,4,168,,
20,0.36,3.5,0.16,3.1,,SSW,6,NNW,2.9,138,,
21,0.34,3,0.15,2.8,,ESE,2,NNW,3.5,99,,
22,0.3,3,0.15,2.8,,SE,4,NW,2.5,60,,
23,0.27,2.5,0.15,3,,SE,9,NNW,1.2,30,,
24,0.32,2.5,0.18,2.8,,ESE,11,NNW,0.9,9,,
最大,0.72,5,0.26,3.6,最多,平均,12,最多,5.8,平均,平均,
平均,0.35,3,0.17,2.8,,WNW,1.4,NNW,3.5,109,,
2021/1/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,3,0.13,2.8,,ESE,3,NNW,0.7,5,,
2,0.2,3,0.12,2.7,,NNW,2,ESE,0.8,23,,
3,0.18,2.5,0.09,2.6,,NNW,3,SSW,1.2,58,,
4,0.16,2.5,0.1,2.3,,WNW,9,SW,1.3,98,,
5,0.36,2.5,0.18,3,,WNW,15,SW,0.9,134,,
6,0.28,2,0.15,2.4,,NW,13,N,0.8,163,,
7,0.33,2,0.17,2.8,,WNW,11,NNW,1.3,182,,
8,0.31,3,0.17,2.7,,NW,4,N,1.5,183,,
9,0.44,5.5,0.18,3.2,,SSE,4,E,1.6,168,,
10,0.29,2.5,0.16,2.8,,ESE,2,E,1.7,146,,
11,0.64,2,0.34,2.2,NE,ESE,3,S,9.6,125,,
12,1.12,2,0.52,2.7,SE,SE,4,S,12.1,112,,
13,1.28,3,0.63,2.7,SE,ENE,7,S,15,106,,
14,1.2,2.5,0.6,2.6,NE,ENE,6,SSW,13.5,113,,
15,1.01,2.5,0.63,2.7,E,ENE,12,SSW,13.8,132,,
16,0.9,3,0.47,3.1,SE,NE,11,W,6.1,158,,
17,0.49,3.5,0.28,3.6,ENE,NNE,5,NNW,3.5,181,,
18,0.51,3.5,0.3,3.9,SE,W,12,NNW,4.1,189,,
19,0.41,2.5,0.24,3.6,,WNW,5,N,7.3,179,,
20,0.36,3.5,0.19,3.4,,W,6,NNW,4.7,153,,
21,0.3,4,0.17,2.8,,W,7,NNW,6.1,122,,
22,0.32,2.5,0.18,2.2,,WNW,9,NNW,8.2,89,,
23,0.28,4.5,0.17,2.5,,NNW,6,N,6.6,56,,
24,0.23,3,0.14,2.4,,ENE,6,N,6.2,28,,
最大,1.28,5.5,0.63,3.9,最多,平均,15,最多,15,平均,平均,
平均,0.49,2.9,0.26,2.8,SE,NW,2.7,NNW,5.4,121,,
2021/1/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.4,3.5,0.16,2.4,,NNE,4,N,4.9,10,,
2,0.52,4,0.21,3.2,,NW,10,NNE,3.9,10,,
3,0.17,3.5,0.11,2.6,,NW,14,NNE,3.8,35,,
4,0.16,2.5,0.1,2.7,,W,15,NNE,1.8,72,,
5,0.73,3,0.17,3,,WNW,9,N,2.2,110,,
6,0.33,4,0.17,2.8,,WNW,10,ENE,2.4,142,,
7,0.44,3.5,0.22,2.7,,WNW,4,NNE,1.7,163,,
8,0.37,2.5,0.18,2.6,,SW,5,NE,2.1,169,,
9,0.37,3,0.21,2.9,,SE,8,NE,4.3,160,,
10,0.38,3.5,0.21,2.7,,ESE,6,NNE,3.4,143,,
11,0.42,3,0.22,2.7,,ESE,11,NNW,4.3,124,,
12,0.41,2.5,0.22,2.6,,NNE,3,N,2.7,103,,
13,0.47,3.5,0.23,3,,SE,3,NNE,3.1,84,,
14,0.31,3.5,0.17,2.9,,SSE,3,N,3.5,84,,
15,0.38,3,0.21,3,,NNW,4,NE,4.9,100,,
16,0.51,2.5,0.26,2.6,NE,NNW,6,NE,4.3,126,,
17,0.41,3,0.23,2.8,,NW,5,NNE,3.4,150,,
18,0.31,2.5,0.15,2.5,,N,5,NNE,3.6,170,,
19,0.32,2,0.17,2.7,,NE,7,N,3.8,171,,
20,0.3,2,0.15,2.7,,SE,4,N,2.9,158,,
21,0.28,2,0.14,2.3,,E,7,NNE,3.4,133,,
22,0.28,2.5,0.17,2.3,,E,5,NNE,5.4,109,,
23,0.49,3,0.23,2.8,,ESE,6,N,2.5,78,,
24,0.24,2.5,0.16,2.4,,ESE,10,NNE,3.6,53,,
最大,0.73,4,0.26,3.2,最多,平均,15,最多,5.4,平均,平均,
平均,0.38,2.9,0.19,2.7,,N,1,NNE,3.4,111,,
2021/1/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.31,2,0.15,2.5,,NNE,4,NNE,1.8,31,,
2,0.22,2.5,0.13,2.5,,ESE,6,NNE,2.7,22,,
3,0.21,5.5,0.11,2.4,,WNW,1,NNE,2.6,33,,
4,0.19,1.5,0.1,2.5,,WNW,4,NNE,3.5,62,,
5,0.34,2,0.15,2.8,,NW,9,NNE,3.1,97,,
6,0.31,4,0.16,3,,NNW,14,N,2.6,129,,
7,0.29,3,0.18,2.9,,NW,9,N,3.4,153,,
8,0.4,5,0.19,2.8,,NW,9,N,3.4,162,,
9,0.51,4.5,0.21,3,,NNW,4,NNE,3.6,160,,
10,0.35,3,0.22,2.9,,WNW,2,N,3.9,149,,
11,0.39,3.5,0.22,3.2,,ESE,5,N,3,130,,
12,0.33,2.5,0.19,2.9,,E,5,NNE,2.5,109,,
13,0.58,3,0.19,2.8,,E,9,NE,2.6,91,,
14,0.58,3.5,0.24,3.1,,SE,8,ENE,3.5,80,,
15,0.41,2.5,0.22,2.7,,SSW,4,ESE,2,86,,
16,0.45,3,0.24,2.9,,WSW,5,ENE,2.4,106,,
17,0.53,3,0.27,2.8,SSW,WSW,6,SSE,0.6,133,,
18,0.52,3.5,0.2,2.8,,W,6,N,0.6,156,,
19,0.32,3.5,0.17,3,,WNW,5,NNE,0.8,167,,
20,0.32,3.5,0.18,2.4,,WSW,8,WSW,7.2,163,,
21,0.41,2,0.21,2.6,,WNW,6,WSW,6.2,148,,
22,0.55,2,0.31,2.1,S,W,3,WSW,11.8,129,,
23,0.98,2,0.38,2.2,NE,S,4,WSW,7.6,109,,
24,1.21,2.5,0.61,2.6,ESE,ENE,3,SW,13.7,88,,
最大,1.21,5.5,0.61,3.2,最多,平均,14,最多,13.7,平均,平均,
平均,0.45,3,0.22,2.7,,WNW,1.8,NNE,4,112,,
2021/1/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.83,2,0.49,2.8,ESE,SSE,1,SW,12,70,,
2,0.55,4,0.34,2.8,SE,W,3,SW,9.1,52,,
3,0.61,2,0.31,2.5,SSE,WNW,10,SW,9.7,46,,
4,0.63,1.5,0.28,2.3,SE,WNW,14,WSW,7.6,60,,
5,0.31,3.5,0.2,3.6,,W,16,WNW,4.3,88,,
6,0.36,3.5,0.21,3.5,,W,15,NW,3.4,122,,
7,0.31,3,0.17,3,,NW,6,NNW,6.7,145,,
8,0.37,2.5,0.2,2.9,,WNW,9,NNW,6.5,158,,
9,0.66,2.5,0.29,3,SE,NW,9,NNW,7.9,152,,
10,0.34,2,0.21,2.3,,NNW,3,NNW,8.2,141,,
11,0.48,2.5,0.23,2.4,,NNW,2,NNW,8.2,129,,
12,0.43,2,0.26,2.4,N,NW,4,NNW,9.6,115,,
13,0.47,2.5,0.26,2.5,N,ENE,3,NNW,7.9,96,,
14,0.36,2,0.21,2.6,,SSW,3,N,7.6,78,,
15,0.35,2,0.2,2.6,,SSE,2,N,9.2,66,,
16,0.46,3,0.24,2.8,,SW,2,N,7.6,65,,
17,0.47,2.5,0.27,2.7,WSW,W,1,N,8.1,82,,
18,0.5,2.5,0.26,2.7,NE,NW,8,N,7.8,107,,
19,0.79,3,0.31,2.7,NW,NW,4,NNW,9.3,125,,
20,0.5,2,0.24,2.6,,NNW,5,NNW,8.4,128,,
21,0.52,2,0.25,2.6,E,NW,5,NNW,8.3,122,,
22,0.52,2,0.27,2.6,SSE,NW,5,NNW,9.8,108,,
23,0.49,4,0.27,2.7,WSW,N,5,NNW,9.3,91,,
24,0.8,4,0.32,2.8,SSE,NW,3,NNW,9.1,76,,
最大,0.83,4,0.49,3.6,最多,平均,16,最多,12,平均,平均,
平均,0.5,2.6,0.26,2.7,SSE,WNW,4.8,NNW,8.2,101,,
2021/1/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.54,2.5,0.27,2.6,SSE,NNW,6,NNW,10.3,61,,
2,0.48,2,0.26,2.5,NNE,N,8,NNW,8.6,45,,
3,0.48,2.5,0.29,2.6,SW,W,5,NNW,9.2,38,,
4,0.47,2,0.28,2.5,W,W,14,NNW,10.3,45,,
5,0.41,3,0.24,2.8,,WNW,19,NNW,8.1,63,,
6,0.36,3.5,0.22,2.9,,WNW,6,NNW,7.9,88,,
7,0.45,3,0.23,3,,W,18,NNW,6.9,116,,
8,0.45,2.5,0.24,2.7,,W,11,N,6.6,136,,
9,0.37,3,0.21,2.9,,WSW,13,N,4.8,141,,
10,0.48,3,0.22,2.9,,WSW,4,N,4.7,136,,
11,0.3,2.5,0.18,2.7,,SE,5,N,3.7,127,,
12,0.38,3,0.2,2.7,,E,13,NNE,3.7,114,,
13,0.32,2.5,0.17,2.8,,E,4,N,3,96,,
14,0.4,2.5,0.23,2.9,,ESE,10,ENE,2.9,80,,
15,0.42,2.5,0.18,2.6,,SE,19,ESE,3.8,72,,
16,0.39,1.5,0.21,2.6,,ESE,9,SE,3.9,67,,
17,0.5,4.5,0.27,3,SSE,SSW,2,SE,3.6,73,,
18,0.44,2.5,0.21,3,,WSW,9,ESE,2.7,89,,
19,0.38,2.5,0.21,2.9,,WNW,11,ENE,4.4,106,,
20,0.29,2.5,0.18,2.5,,W,7,E,3.6,115,,
21,0.4,3.5,0.23,2.5,,SE,6,ESE,2.9,117,,
22,0.41,3.5,0.21,2.5,,ESE,11,ESE,3.6,114,,
23,0.47,3,0.24,2.7,,SSE,6,E,3.6,110,,
24,0.35,1.5,0.17,2.2,,SE,5,NNE,1.1,100,,
最大,0.54,4.5,0.29,3,最多,平均,19,最多,10.3,平均,平均,
平均,0.41,2.7,0.22,2.7,SSE,WSW,2,NNW,5.2,94,,
2021/1/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,1.5,0.13,2.2,,ESE,12,N,1.5,87,,
2,0.25,2.5,0.11,2.5,,E,10,NNW,1.3,75,,
3,0.14,2,0.08,2.3,,ESE,6,N,2.5,68,,
4,0.12,1.5,0.07,2.5,,WNW,4,N,2.3,69,,
5,0.61,3,0.18,3,,NW,4,N,2.1,79,,
6,0.23,3.5,0.15,3,,SSE,2,N,2.2,95,,
7,0.33,3,0.17,2.8,,W,3,N,2.4,116,,
8,0.36,2.5,0.2,2.9,,NNW,2,N,2.6,134,,
9,0.37,4,0.19,3.2,,NW,5,N,2.2,141,,
10,0.31,3.5,0.19,2.8,,ESE,4,N,2.5,144,,
11,0.27,2.5,0.15,2.7,,ESE,6,N,1.9,140,,
12,0.45,3,0.18,3,,ESE,11,N,1.8,130,,
13,0.29,3,0.17,3,,ESE,16,ENE,3.3,115,,
14,0.4,4,0.21,3.3,,ESE,10,E,2.4,100,,
15,0.38,2.5,0.24,2.9,,SE,9,ESE,2,84,,
16,0.37,2,0.22,2.6,,SSE,7,ENE,1.3,75,,
17,0.48,3.5,0.25,3,SW,SW,5,SSW,0.9,74,,
18,0.46,2.5,0.25,2.6,S,W,4,ESE,0.7,81,,
19,0.29,2.5,0.16,2.8,,NNW,7,NNE,1.4,88,,
20,0.3,2.5,0.15,2.7,,NNE,7,N,1.2,97,,
21,0.24,3,0.13,2.9,,NNE,5,N,1.7,106,,
22,0.19,2,0.1,2.9,,E,3,N,1.9,114,,
23,0.36,2,0.16,3,,NNE,10,N,1.2,116,,
24,0.24,2,0.13,2.4,,E,4,N,0.8,115,,
最大,0.61,4,0.25,3.3,最多,平均,16,最多,3.3,平均,平均,
平均,0.32,2.7,0.17,2.8,,E,2.9,N,1.8,102,,
2021/1/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,2.5,0.1,2.6,,N,2,NW,1.2,110,,
2,0.19,3.5,0.11,3.2,,WSW,3,NNE,1.4,104,,
3,0.15,2,0.09,2.8,,WNW,2,NNE,2.2,98,,
4,0.14,3,0.08,2.7,,WSW,3,N,1.8,96,,
5,0.37,1.5,0.16,3.1,,WNW,3,NNE,2.7,99,,
6,0.64,3,0.21,3,,NNE,1,NNE,1.7,105,,
7,0.56,3,0.19,2.6,,N,1,N,0.3,117,,
8,0.32,3,0.18,3,,WNW,4,W,1.7,132,,
9,0.42,1.5,0.19,2.8,,WSW,1,WNW,0.6,143,,
10,0.33,2,0.18,2.6,,N,3,ESE,1.8,149,,
11,0.53,2.5,0.18,2.7,,NNE,2,NE,2.9,151,,
12,0.26,2,0.15,2.9,,SE,3,SE,2.7,145,,
13,0.39,2.5,0.21,2.8,,E,2,E,2.2,134,,
14,0.36,2.5,0.2,2.8,,ESE,2,ESE,3,117,,
15,0.33,3.5,0.2,2.7,,SE,2,E,1.1,100,,
16,0.45,2.5,0.25,2.7,SW,ENE,2,NE,1.5,86,,
17,0.4,3.5,0.21,2.9,,ENE,2,N,1.6,77,,
18,0.52,2.5,0.23,2.8,,N,3,N,1.1,71,,
19,0.34,2,0.16,2.7,,NW,5,NNE,2.8,72,,
20,0.25,3,0.15,2.6,,NNW,2,NNE,2.1,76,,
21,0.23,2.5,0.13,3,,NNW,6,NNE,2.7,87,,
22,0.15,3,0.08,2.8,,WNW,8,N,1.7,100,,
23,0.52,3.5,0.21,3.3,,W,6,NNW,1.4,109,,
24,0.21,3.5,0.11,3,,NW,8,NNE,3.2,118,,
最大,0.64,3.5,0.25,3.3,最多,平均,8,最多,3.2,平均,平均,
平均,0.34,2.7,0.17,2.8,,NW,1.7,NNE,1.9,108,,
2021/1/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.14,2.5,0.09,2.6,,NNW,7,NNE,4,120,,
2,0.22,5,0.09,2.2,,NNW,5,N,4.1,116,,
3,0.17,2.5,0.1,2.3,,NNW,6,NNE,5.4,115,,
4,0.18,2.5,0.12,2.2,,NE,3,NNE,5.1,111,,
5,0.48,3,0.19,2.8,,SW,2,NNE,4.3,107,,
6,0.47,2.5,0.2,2.3,,ENE,2,NE,7.4,110,,
7,0.5,2.5,0.29,2.6,ENE,ENE,2,NE,7.6,118,,
8,0.68,3,0.36,2.7,SE,ESE,3,NE,8.2,124,,
9,0.62,3,0.41,2.9,E,E,6,NE,8.1,130,,
10,0.8,2.5,0.41,2.9,N,E,10,NNE,8,137,,
11,0.6,3,0.33,3,E,E,7,NNE,5.9,143,,
12,0.61,3,0.31,2.9,S,E,7,NNE,6.7,141,,
13,0.59,2.5,0.32,2.9,E,ESE,6,NNE,7.6,134,,
14,0.46,4,0.27,3.2,SE,ESE,7,NNE,6.4,125,,
15,0.52,3,0.27,2.9,ESE,ESE,7,N,7.1,113,,
16,0.48,2.5,0.26,3,E,E,8,NNE,7.3,96,,
17,0.55,3.5,0.29,2.9,SSE,ESE,11,N,7.6,78,,
18,0.62,2.5,0.22,3,,ENE,11,N,6.2,63,,
19,0.39,3,0.19,2.7,,ENE,10,N,6.7,54,,
20,0.3,2.5,0.17,2.6,,NNE,7,NNW,8.1,49,,
21,0.31,2,0.18,2.3,,N,6,NNW,7.9,52,,
22,0.39,2.5,0.21,2.5,,NW,9,N,9,66,,
23,0.36,2,0.2,2.4,,NW,12,NNW,9.8,85,,
24,0.4,2.5,0.24,2.6,,WNW,14,N,9.1,102,,
最大,0.8,5,0.41,3.2,最多,平均,14,最多,9.8,平均,平均,
平均,0.45,2.8,0.24,2.7,E,NE,3.1,NNE,7,104,,
2021/1/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.44,2.5,0.23,2.8,,WNW,11,N,8.4,115,,
2,0.35,2.5,0.21,2.5,,S,10,N,8,122,,
3,0.36,2,0.2,2.6,,SSW,6,NNW,8.9,123,,
4,0.37,3,0.2,2.5,,NW,3,NNW,8.2,121,,
5,0.45,3,0.23,2.6,,NW,2,NNW,8.5,118,,
6,0.43,3.5,0.21,2.7,,N,8,N,9.5,115,,
7,0.41,2,0.22,2.6,,NNW,10,NNW,8.1,114,,
8,0.54,3,0.2,2.7,,NNW,7,NNW,7.7,114,,
9,0.41,2.5,0.24,2.5,,NNW,13,NNW,7.8,118,,
10,0.5,2.5,0.26,2.6,WSW,NNW,11,NNW,9,125,,
11,0.32,2.5,0.2,2.4,,NNW,14,NNW,7.8,132,,
12,0.37,2.5,0.21,2.5,,NNW,9,NNW,7,137,,
13,0.46,2.5,0.25,2.8,SSE,NNW,8,N,7.5,143,,
14,0.36,3,0.21,2.7,,N,7,NNW,7.3,141,,
15,0.38,2,0.18,2.6,,NNE,4,NNW,7.4,135,,
16,0.34,2,0.19,2.3,,N,7,NNW,7.2,117,,
17,0.48,2.5,0.23,2.6,,NNE,11,NNW,8,97,,
18,0.38,3,0.18,2.4,,NE,9,NNW,8.4,74,,
19,0.38,4,0.21,3.1,,ENE,13,N,6.5,53,,
20,0.3,2,0.18,2.5,,NNE,9,NNW,7.5,39,,
21,0.36,2.5,0.18,2.4,,N,12,NNW,6.8,39,,
22,0.3,1.5,0.18,2.2,,N,14,NNW,7.4,49,,
23,0.29,2.5,0.15,2.5,,NNW,12,NNW,6.4,69,,
24,0.22,2.5,0.13,2.5,,NNE,8,NNW,6.3,90,,
最大,0.54,4,0.26,3.1,最多,平均,14,最多,9.5,平均,平均,
平均,0.38,2.6,0.2,2.6,,N,6.6,NNW,7.7,104,,
2021/1/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.24,3.5,0.13,2.7,,NW,11,N,4.3,110,,
2,0.23,3,0.13,3,,WNW,4,N,3.6,124,,
3,0.24,3.5,0.14,3.1,,WNW,1,N,4,139,,
4,0.21,2.5,0.13,3,,S,6,N,4.5,145,,
5,0.38,2,0.18,3,,S,5,NNW,4.9,139,,
6,0.3,2,0.15,2.7,,SE,5,NNW,4.5,127,,
7,0.36,2.5,0.19,3.3,,SE,10,N,4.9,118,,
8,0.34,3,0.18,2.8,,SE,4,N,4.4,114,,
9,0.24,3,0.14,3,,S,6,N,4.9,112,,
10,0.32,2,0.19,3.2,,W,3,N,4.4,118,,
11,0.43,5,0.23,3.3,,NW,10,N,3.3,127,,
12,0.38,2,0.18,2.9,,N,12,N,3.5,137,,
13,0.24,2.5,0.15,2.7,,N,15,N,4.9,145,,
14,0.3,2.5,0.17,3.1,,N,8,NNE,4.5,152,,
15,0.29,2.5,0.18,2.9,,NW,4,NNE,3.7,150,,
16,0.41,2,0.23,2.6,,WSW,2,NE,3.2,137,,
17,0.58,2,0.25,3,SSE,NE,3,E,3,116,,
18,0.3,3,0.18,2.7,,E,3,E,3.4,91,,
19,0.28,2.5,0.17,2.5,,S,3,E,2.9,65,,
20,0.26,2,0.13,2.5,,ENE,2,E,1.5,40,,
21,0.24,2.5,0.12,2.4,,N,4,ENE,0.9,27,,
22,0.15,4.5,0.09,2.8,,NW,4,ENE,1.5,31,,
23,0.28,2,0.14,2.7,,NNW,6,NNW,1.7,52,,
24,0.23,3.5,0.12,2.9,,NNW,10,NNW,2.1,78,,
最大,0.58,5,0.25,3.3,最多,平均,15,最多,4.9,平均,平均,
平均,0.3,2.7,0.16,2.9,,NNW,2.1,N,3.5,108,,
2021/1/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,2,0.12,2.2,,NNW,12,WNW,1.7,105,,
2,0.15,2.5,0.1,2.5,,NNW,12,NNW,1.5,129,,
3,0.16,2.5,0.1,2.9,,NW,7,NNW,2.3,150,,
4,0.17,3.5,0.07,2.7,,NW,8,NNW,2.8,161,,
5,0.35,1.5,0.17,3.1,,NNW,6,NNW,2.4,162,,
6,0.51,3,0.17,2.8,,NNE,7,NNW,1.8,152,,
7,0.37,2.5,0.2,2.7,,NE,13,N,2,140,,
8,0.31,2,0.18,2.8,,NNE,4,NNW,2.4,126,,
9,0.27,2.5,0.14,2.7,,SSE,8,N,3.2,115,,
10,0.62,3,0.2,2.9,,ENE,2,NNW,3.5,114,,
11,0.24,3,0.17,3.1,,SW,3,NNW,2.6,119,,
12,0.38,4.5,0.19,3.4,,SSW,7,NNW,3.6,129,,
13,0.33,3,0.19,2.8,,SSW,7,N,2,143,,
14,0.33,2,0.19,3,,SSW,7,NNW,2.9,156,,
15,0.37,2,0.16,2.6,,W,7,NNE,1.5,161,,
16,0.45,3,0.21,2.9,,WNW,5,NNE,1.3,157,,
17,0.66,3.5,0.26,3.3,SSE,N,4,NNW,1.7,141,,
18,0.32,3,0.16,2.7,,NE,5,NNE,1.6,113,,
19,0.28,3,0.14,2.9,,ESE,8,NNW,2,75,,
20,0.23,3.5,0.13,2.9,,ESE,12,NNE,1.8,39,,
21,0.16,5,0.09,2.9,,ESE,11,NNE,1.8,15,,
22,0.28,4.5,0.13,3.1,,SSW,4,NNE,1.5,11,,
23,0.62,3,0.14,2.8,,W,2,NNE,1.1,25,,
24,0.27,3,0.13,2.7,,N,6,NNE,1,51,,
最大,0.66,5,0.26,3.4,最多,平均,13,最多,3.6,平均,平均,
平均,0.34,3,0.16,2.9,,N,1.3,NNW,2.1,112,,
2021/1/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.18,1.5,0.11,2.7,,N,3,N,1.8,82,,
2,0.52,2.5,0.14,2.9,,WNW,5,NE,1.4,115,,
3,0.31,3,0.12,2.9,,NW,14,N,1.5,145,,
4,0.25,2,0.12,2.8,,NW,7,NW,2.6,167,,
5,0.42,2,0.18,3.2,,W,9,NW,1.8,175,,
6,0.52,2,0.2,2.7,,S,5,NNW,1.4,168,,
7,0.82,3,0.21,2.9,,N,3,NNE,0.6,155,,
8,0.41,2.5,0.21,2.8,,ESE,7,NNE,1.8,139,,
9,0.47,2.5,0.19,3.1,,E,2,N,1.5,125,,
10,0.34,2,0.17,3,,NE,3,NNW,2.6,116,,
11,0.29,3,0.15,2.8,,W,2,N,1.5,117,,
12,0.42,3.5,0.21,3.1,,WSW,5,NNE,2.9,125,,
13,0.32,2.5,0.19,2.8,,W,6,NNE,3.3,141,,
14,0.37,4,0.23,3.3,,WSW,8,NE,3.3,160,,
15,0.36,3,0.22,2.8,,WSW,3,NE,4,172,,
16,0.4,2.5,0.23,2.5,,N,3,E,3.8,175,,
17,0.98,4.5,0.28,2.8,ENE,E,6,NNE,2.2,168,,
18,0.29,3.5,0.16,3.1,,SE,9,N,6.4,142,,
19,0.3,2.5,0.16,2.8,,ESE,12,N,5.7,101,,
20,0.56,3.5,0.23,3.1,,ESE,14,N,7.5,57,,
21,0.29,1.5,0.15,2.1,,ESE,14,N,5.5,19,,
22,0.33,2,0.15,2.3,,SE,5,N,5.4,-8,,
23,0.32,3.5,0.15,2.9,,NE,7,N,2.6,-7,,
24,0.22,1.5,0.14,2.5,,N,7,NNE,2.1,17,,
最大,0.98,4.5,0.28,3.3,最多,平均,14,最多,7.5,平均,平均,
平均,0.4,2.7,0.18,2.8,,E,0.6,N,3.1,115,,
2021/1/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.29,1.5,0.17,2.6,,WNW,8,NNE,3.9,54,,
2,0.22,2.5,0.13,2.5,,NW,10,NNE,3,92,,
3,0.23,1.5,0.13,2.3,,NNW,13,NNE,4,129,,
4,0.2,2,0.11,2.5,,NNW,8,NNE,3.4,159,,
5,0.4,1.5,0.18,3.1,,NNW,4,N,2.5,177,,
6,0.71,3,0.2,2.7,,NNE,2,N,3.6,175,,
7,0.48,3,0.22,2.9,,WNW,1,NNE,4.9,164,,
8,0.39,2.5,0.18,2.7,,ESE,5,NNE,4.9,144,,
9,0.24,2.5,0.16,2.8,,SE,4,NNE,5.8,121,,
10,0.36,3.5,0.22,3.4,,E,11,NNE,4.9,105,,
11,0.47,4.5,0.25,3.2,ESE,E,4,NNE,6.2,99,,
12,0.5,2.5,0.22,2.9,,ESE,1,NNE,5.3,108,,
13,0.43,2.5,0.24,2.8,,NNW,3,NNE,7,128,,
14,0.53,3,0.31,3,NNW,NNW,5,N,6,153,,
