2018/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
18,0.47,3,0.2,2.9,,ESE,6,NNW,8.7,149,,
19,0.38,2.5,0.19,2.5,,NNE,5,NNW,9.1,126,,
20,0.46,4.5,0.18,2.6,,WNW,3,NNW,8.6,108,,
21,0.21,2,0.13,2.4,,W,7,NNW,7.2,97,,
22,0.2,2,0.11,2.5,,WNW,12,NNW,6.7,100,,
23,0.33,5,0.14,2.8,,W,12,NNW,5.7,116,,
24,0.19,3.5,0.11,3.2,,W,16,N,4.9,139,,
最大,0.55,5,0.26,3.2,最多,平均,16,最多,10.2,平均,平均,
平均,0.37,2.9,0.19,2.7,,NNW,2.4,NNW,7.6,123,,
2018/6/12,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,3,0.12,3.1,,W,13,N,3.8,164,,
2,0.41,2.5,0.15,2.6,,W,15,N,2.1,185,,
3,0.2,2.5,0.11,2.7,,W,11,ENE,2,194,,
4,0.24,2.5,0.12,2.5,,WSW,8,E,2,186,,
5,0.35,1.5,0.14,2.4,,SSE,3,SE,3.7,165,,
6,0.36,2.5,0.19,2.4,,ESE,9,ESE,2.9,128,,
7,0.35,2,0.2,2.1,,ESE,15,E,4.1,88,,
8,0.62,3,0.27,2.4,S,SE,14,ENE,4.6,52,,
9,0.55,2,0.32,2.5,SSE,S,4,E,5.2,32,,
10,0.6,3,0.35,2.6,SSW,E,7,E,4.2,24,,
11,0.59,2.5,0.28,2.5,NE,SW,6,E,4.8,41,,
12,0.4,2,0.26,2.6,N,WSW,9,ENE,5.1,71,,
13,0.42,2.5,0.23,2.6,,W,10,ENE,4.5,109,,
14,0.48,2,0.24,2.7,,NW,14,ESE,4.8,147,,
15,0.45,2,0.27,2.2,NNE,WNW,12,S,8.2,180,,
16,0.57,2.5,0.28,2.3,ESE,W,11,S,6.7,194,,
17,0.45,2.5,0.22,2.7,,NNW,6,NNE,3.5,191,,
18,0.45,3,0.22,2.9,,NNW,5,NNE,7,173,,
19,0.69,3.5,0.28,2.7,ENE,ESE,6,NE,5.3,145,,
20,0.44,3,0.26,2.9,NE,ESE,8,NNE,2.5,119,,
21,0.42,2.5,0.27,2.8,SE,SE,9,NNE,3.7,103,,
22,0.28,2.5,0.15,2.6,,SE,3,NNE,3.5,99,,
23,0.34,4,0.15,2.9,,E,3,NNE,3.9,105,,
24,0.22,2.5,0.11,2.4,,WSW,2,N,3.4,122,,
最大,0.69,4,0.35,3.1,最多,平均,15,最多,8.2,平均,平均,
平均,0.42,2.6,0.22,2.6,NE,WSW,2.1,NNE,4.2,126,,
2018/6/13,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.3,2.5,0.15,2.9,,W,7,NNE,2.8,146,,
2,0.19,2.5,0.12,2.4,,W,7,N,3.2,172,,
3,0.17,1.5,0.1,2.4,,W,8,NNE,2.7,192,,
4,0.22,2.5,0.12,2.4,,WNW,7,NE,3.7,196,,
5,0.31,2.5,0.15,2.2,,ENE,2,NE,3.7,180,,
6,0.49,2.5,0.2,2.6,,E,6,NE,3.1,148,,
7,0.32,4,0.18,2.7,,ESE,16,ENE,2.6,106,,
8,0.35,2.5,0.19,2.8,,SE,12,ENE,4.3,63,,
9,0.27,2.5,0.16,2.3,,SE,10,E,4.1,26,,
10,0.25,2,0.15,2.4,,SW,4,E,3.5,5,,
11,0.37,3,0.2,2.9,,NW,10,E,4.1,3,,
12,0.34,3.5,0.19,2.3,,W,16,E,4.7,27,,
13,0.34,2.5,0.17,2.4,,WNW,20,ESE,4.4,66,,
14,0.67,3.5,0.31,2.8,SE,WNW,22,ESE,6.1,111,,
15,0.54,3.5,0.3,2.5,SSW,W,20,ESE,4.8,151,,
16,0.52,2.5,0.27,2.6,W,W,19,ESE,4,180,,
17,0.64,3,0.26,2.7,E,W,18,S,6.4,194,,
18,0.57,4,0.31,2.6,NNE,W,13,S,7.3,190,,
19,0.55,3.5,0.27,2.3,SE,W,8,SSW,8.3,171,,
20,0.49,3,0.28,2.5,S,NE,3,S,7.6,144,,
21,0.4,3,0.25,2.8,WNW,ESE,15,S,4.7,117,,
22,0.44,2.5,0.17,2.7,,SE,13,S,4.5,101,,
23,0.38,4,0.15,3,,ESE,10,WSW,3.1,94,,
24,0.28,3.5,0.15,2.8,,SE,6,NW,3.8,104,,
最大,0.67,4,0.31,3,最多,平均,22,最多,8.3,平均,平均,
平均,0.39,2.9,0.2,2.6,SE,W,4,S,4.5,120,,
2018/6/14,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.19,3.5,0.11,2.7,,N,4,NNW,4.7,125,,
2,0.15,4,0.09,2.5,,NW,7,NNW,4,153,,
3,0.17,3.5,0.09,3,,W,6,NNW,4.3,178,,
4,0.19,2.5,0.1,2.7,,WNW,10,N,4.7,192,,
5,0.32,4,0.13,3.3,,WNW,2,N,2.7,187,,
6,0.25,2.5,0.13,2.8,,ENE,3,N,3.8,162,,
7,0.25,3,0.14,2.9,,E,9,NNE,4.1,126,,
8,0.28,4.5,0.18,3.2,,ESE,17,ENE,3.6,84,,
9,0.26,2,0.16,2.6,,ESE,26,ENE,4.8,42,,
10,0.45,3,0.28,2.6,WSW,ESE,28,E,4,5,,
11,0.54,2.5,0.27,2.4,S,SE,13,E,4.1,-11,,
12,0.44,2.5,0.22,2.4,,WSW,4,E,3.8,-3,,
13,0.48,3,0.25,2.5,ENE,SW,3,ENE,6.3,26,,
14,0.73,3,0.39,2.6,SSE,W,18,ESE,6.7,70,,
15,0.78,3,0.44,2.8,ENE,WNW,24,ESE,7,115,,
16,0.86,3,0.46,2.7,ESE,WNW,19,ESE,7.5,155,,
17,1.02,3,0.52,2.8,ESE,WNW,16,ESE,7.6,182,,
18,0.94,3,0.53,2.9,ESE,WNW,9,ESE,6.9,192,,
19,1.03,3,0.55,3,E,WNW,8,ESE,6.8,187,,
20,0.89,2.5,0.48,2.8,E,E,6,ESE,7.5,165,,
21,0.73,2.5,0.42,2.8,ENE,ESE,19,ESE,5.8,137,,
22,0.64,3,0.41,2.6,NNE,SE,12,E,5.1,115,,
23,0.63,2.5,0.31,2.8,SE,NW,10,ENE,5.2,103,,
24,0.51,2.5,0.32,2.5,E,WNW,17,ENE,4.4,101,,
最大,1.03,4.5,0.55,3.3,最多,平均,28,最多,7.6,平均,平均,
平均,0.53,3,0.29,2.7,ESE,WSW,1.2,ESE,5.2,116,,
2018/6/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.46,2.5,0.26,2.5,ENE,WNW,14,ENE,4.5,114,,
2,0.39,2.5,0.22,2.5,,WNW,14,ENE,4,137,,
3,0.34,2,0.19,2.4,,NW,10,NE,3.6,165,,
4,0.36,2.5,0.19,2.4,,W,5,NE,4.6,187,,
5,0.39,2.5,0.21,2.5,,SSW,6,N,3.1,196,,
6,0.41,2.5,0.24,2.6,,S,5,NNE,3.4,187,,
7,0.4,2.5,0.23,2.9,,SE,6,N,4.2,158,,
8,0.54,5.5,0.19,3.2,,ESE,15,N,5.4,116,,
9,0.22,2,0.13,2.9,,ESE,11,N,5.1,72,,
10,0.25,3,0.14,2.5,,ESE,5,NNE,6.8,29,,
11,0.39,2.5,0.22,2.6,,ESE,12,NNE,7.7,-5,,
12,0.4,3,0.25,2.7,E,N,5,N,7.9,-16,,
13,0.5,3,0.27,2.8,NE,NE,12,N,8.4,-6,,
14,0.5,2.5,0.26,3,NW,NNW,8,NNE,6.6,29,,
15,0.58,3,0.28,2.9,NNE,WNW,12,NNE,7,72,,
16,0.59,2.5,0.31,2.9,ESE,WNW,20,NNE,7.1,120,,
17,0.63,2.5,0.31,3,ENE,W,18,NNE,7.6,158,,
18,0.68,3,0.36,3.1,ESE,WSW,10,NNE,8.1,181,,
19,0.54,3,0.32,3,E,WNW,7,NNE,7.4,186,,
20,0.58,3,0.29,3,ESE,WNW,13,NNE,8,178,,
21,0.57,2.5,0.35,2.8,E,WNW,10,NNE,9,151,,
22,0.64,3,0.35,2.9,NNE,SSE,1,NNE,9.2,124,,
23,0.47,3.5,0.3,3.1,N,SE,4,NNE,8.6,102,,
24,0.49,3.5,0.23,3.1,,S,3,N,7.9,90,,
最大,0.68,5.5,0.36,3.2,最多,平均,20,最多,9.2,平均,平均,
平均,0.47,2.8,0.25,2.8,ESE,WNW,3.1,NNE,6.5,114,,
2018/6/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.43,3,0.25,2.9,E,NW,5,NNE,7.7,93,,
2,0.48,3,0.28,3,E,WSW,15,N,8.5,112,,
3,0.45,3,0.23,2.8,,SW,18,N,8,138,,
4,0.39,2.5,0.2,2.8,,W,21,N,7,164,,
5,0.38,3,0.19,2.9,,W,16,N,7.3,182,,
6,0.32,3,0.19,2.7,,SW,8,N,6.3,185,,
7,0.47,3,0.24,2.8,,S,5,N,6.6,170,,
8,0.36,2.5,0.22,2.9,,SE,10,N,6.3,139,,
9,0.28,2.5,0.18,2.9,,ESE,9,N,5.8,99,,
10,0.34,2.5,0.18,2.7,,SE,17,NNE,5.1,54,,
11,0.4,2.5,0.22,2.8,,SSE,8,NNE,6,13,,
12,0.47,2.5,0.23,2.5,,SSW,6,NE,5.4,-13,,
13,0.56,3,0.27,2.6,NE,WNW,8,ENE,5.9,-19,,
14,0.55,3.5,0.3,3.3,SSE,WNW,7,ENE,5.6,0,,
15,0.62,2.5,0.31,2.6,E,WNW,10,NE,6,35,,
16,0.57,2.5,0.31,2.7,NNW,NW,4,ENE,5.3,81,,
17,0.7,2.5,0.35,2.8,NW,W,12,ENE,5.6,125,,
18,0.5,2,0.31,2.7,SSE,W,15,NE,5.1,160,,
19,0.61,2.5,0.32,2.8,NNW,WSW,9,NE,4.8,177,,
20,0.43,2.5,0.26,2.6,SSW,SSW,5,NE,5.1,180,,
21,0.47,2.5,0.25,2.6,NNW,SE,5,NE,5.1,164,,
22,0.41,2.5,0.22,2.5,,SE,11,NE,4.6,140,,
23,0.39,2.5,0.22,2.7,,ESE,18,NE,4.3,118,,
24,0.25,2,0.15,2.5,,ESE,13,NNE,3.6,103,,
最大,0.7,3.5,0.35,3.3,最多,平均,21,最多,8.5,平均,平均,
平均,0.45,2.6,0.25,2.8,NNW,SW,4.4,N,5.9,108,,
2018/6/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,2.5,0.14,2.3,,SE,9,NNE,3.3,95,,
2,0.28,2.5,0.15,2.3,,WSW,6,NE,2.6,104,,
3,0.24,1.5,0.13,2.3,,W,18,NNE,3.7,123,,
4,0.23,2.5,0.12,2.6,,WNW,20,NE,3,145,,
5,0.32,2.5,0.14,2.6,,W,8,NE,2.7,164,,
6,0.3,2.5,0.13,2.4,,WNW,9,NNE,3.9,178,,
7,0.35,2.5,0.2,2.8,,WNW,4,NE,2.6,179,,
8,0.47,4.5,0.24,2.9,,ENE,6,ENE,3.2,161,,
9,0.31,3,0.18,3,,E,10,ENE,3.1,130,,
10,0.31,2.5,0.18,2.8,,ESE,18,E,3.1,93,,
11,0.35,3.5,0.21,3,,SE,16,E,0.9,54,,
12,0.37,3.5,0.2,2.6,,SE,14,ENE,1.5,20,,
13,0.25,2,0.15,2.7,,WNW,2,ENE,2.1,1,,
14,0.25,3,0.15,2.7,,W,6,ESE,2,3,,
15,0.36,2,0.23,2.8,,W,14,ESE,3.7,24,,
16,0.53,3.5,0.29,3.2,SSE,NW,13,SE,3.2,57,,
17,0.49,2.5,0.27,2.5,,WNW,17,SE,4.1,94,,
18,0.45,3,0.21,2.8,,WNW,12,SE,3.9,129,,
19,0.37,2.5,0.2,2.6,,WNW,17,S,5.9,158,,
20,0.41,1.5,0.19,2.2,,W,17,SSE,6.4,173,,
21,0.46,1.5,0.24,2.3,,W,9,SE,5.1,172,,
22,0.46,3,0.22,2.5,,WNW,8,SE,3.9,159,,
23,0.32,4.5,0.15,2.6,,NW,9,SSE,2.1,138,,
24,0.2,2,0.11,2.2,,NW,7,SE,1.1,119,,
最大,0.53,4.5,0.29,3.2,最多,平均,20,最多,6.4,平均,平均,
平均,0.35,2.7,0.18,2.6,,W,5.2,SE,3.2,111,,
2018/6/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,2.5,0.11,2.7,,NNE,5,ESE,2.1,106,,
2,0.18,2.5,0.07,2.7,,NW,6,SE,2,102,,
3,0.19,2.5,0.1,2.5,,N,5,ENE,1.6,109,,
4,0.15,3,0.08,2.5,,NNW,10,NE,1.2,127,,
5,0.37,3,0.18,3.3,,NNW,9,NNE,1.6,146,,
6,0.31,3.5,0.15,2.9,,WSW,4,NNE,1.9,163,,
7,0.43,3,0.2,3.4,,W,8,NW,2.8,173,,
8,0.41,2.5,0.22,3,,WNW,4,N,2.4,172,,
9,0.45,4.5,0.24,4.4,,SSE,3,NE,2.4,156,,
10,0.32,2.5,0.19,2.6,,E,8,NE,1.5,129,,
11,0.39,2.5,0.18,2.6,,ESE,13,NE,1.1,93,,
12,0.26,2.5,0.16,2.8,,ESE,15,WNW,0.6,59,,
13,0.36,4,0.17,2.7,,ESE,12,ENE,0.4,33,,
14,0.37,2.5,0.19,2.7,,ESE,6,NNE,2.3,22,,
15,0.36,3,0.21,2.7,,SSE,5,NNE,2.9,29,,
16,0.55,3,0.27,2.8,N,S,4,NE,3.4,47,,
17,0.39,2,0.21,2.4,,W,5,E,5,75,,
18,0.63,2.5,0.33,2.6,SE,W,5,E,6.7,105,,
19,0.39,2.5,0.24,2.6,,WSW,4,N,5.9,135,,
20,0.42,2.5,0.24,3,,WNW,6,N,4.9,160,,
21,0.49,2.5,0.24,2.8,,W,13,N,3.8,173,,
22,0.31,3,0.16,2.7,,WNW,10,NNW,5,168,,
23,0.25,3.5,0.13,3,,WNW,8,N,6.2,153,,
24,0.16,2.5,0.09,2.6,,NW,3,N,6.4,133,,
最大,0.63,4.5,0.33,4.4,最多,平均,15,最多,6.7,平均,平均,
平均,0.35,2.8,0.18,2.8,,WNW,1,N,3.1,115,,
2018/6/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.22,1.5,0.09,2.2,,E,3,NNW,6.9,115,,
2,0.24,2,0.11,1.9,,E,3,NNW,5.9,102,,
3,0.16,1.5,0.09,2.3,,ENE,1,N,5.5,100,,
4,0.15,2,0.1,2.5,,SE,2,N,5.9,108,,
5,0.17,3,0.1,2.7,,N,2,N,3.9,124,,
6,0.47,2,0.21,2.5,,NW,3,NNW,4.8,140,,
7,0.26,3,0.16,2.8,,W,3,N,4.5,154,,
8,0.34,3,0.17,2.7,,S,3,NNW,4.9,160,,
9,0.26,2,0.17,2.6,,W,3,NNW,4.8,158,,
10,0.31,3.5,0.16,3,,NNW,5,NNW,4.2,145,,
11,0.36,2.5,0.18,3.1,,NNW,3,NE,3.4,123,,
12,0.24,2.5,0.15,3,,NE,3,ESE,2.7,97,,
13,0.25,2.5,0.15,2.6,,ESE,7,ESE,3.2,70,,
14,0.3,2.5,0.17,2.8,,ESE,19,SSE,4,49,,
15,0.3,3,0.18,3.1,,SE,9,SE,3.2,38,,
16,0.47,2.5,0.19,2.7,,SE,7,ESE,2.9,45,,
17,0.37,2.5,0.2,3.2,,E,5,S,3.1,67,,
18,0.47,4,0.28,2.7,NNW,NW,11,S,9.8,97,,
19,0.64,2.5,0.32,2.2,NNE,NW,10,S,8.9,127,,
20,0.65,3.5,0.34,2.6,WSW,W,8,S,8.1,151,,
21,0.41,3,0.24,2.4,,W,8,SSE,5.8,162,,
22,0.49,2.5,0.25,2.3,NW,W,6,SE,6.6,167,,
23,0.5,2,0.3,2.4,S,SW,2,SE,6.9,163,,
24,0.51,2.5,0.28,2.4,NE,NNW,3,ESE,5.9,151,,
最大,0.65,4,0.34,3.2,最多,平均,19,最多,9.8,平均,平均,
平均,0.36,2.6,0.19,2.6,,NNE,0.2,NNW,5.2,117,,
2018/6/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.4,2,0.25,2.2,WNW,SSE,9,ESE,5.3,135,,
2,0.44,2,0.23,2.1,,ESE,10,ESE,5,119,,
3,0.43,1.5,0.23,2.1,,ESE,11,SE,5.1,109,,
4,0.53,2,0.26,2.1,ESE,ESE,9,SE,5.9,106,,
5,0.49,2.5,0.27,2.2,ENE,ESE,6,ESE,5.3,113,,
6,0.55,2.5,0.25,2.5,S,E,6,ESE,5.1,127,,
7,0.63,2.5,0.27,2.4,NW,ENE,4,ESE,4.8,141,,
8,0.49,2.5,0.27,2.8,E,NE,1,SE,3.6,152,,
9,0.43,2.5,0.24,2.6,,NE,2,ESE,1.4,156,,
10,0.37,3.5,0.22,2.8,,W,5,ENE,1.6,151,,
11,0.29,3,0.18,2.6,,NNW,4,NNE,2.3,142,,
12,0.34,3,0.19,3,,,0,ENE,5.9,128,,
13,0.41,2.5,0.23,2.7,,ENE,7,NE,4.7,110,,
14,0.55,2.5,0.27,2.8,NE,E,8,NNW,3.3,90,,
15,0.5,4.5,0.26,3.1,NNW,ESE,14,NW,4.2,73,,
16,0.35,3,0.19,2.9,,ESE,7,WNW,3,63,,
17,0.52,2.5,0.24,3,,ESE,5,N,3.7,69,,
18,0.32,3,0.21,3.2,,E,5,N,4.2,87,,
19,0.35,3,0.17,2.9,,ENE,7,N,3.1,113,,
20,0.29,2.5,0.15,3.2,,NE,6,NNE,2.9,136,,
21,0.21,2.5,0.11,2.7,,ENE,2,NNE,2.8,153,,
22,0.37,3,0.14,2.8,,,0,NE,3.4,167,,
23,0.24,2,0.13,2.3,,ESE,4,NE,3.6,169,,
24,0.26,2,0.13,2.1,,ESE,3,NE,3.9,165,,
最大,0.63,4.5,0.27,3.2,最多,平均,14,最多,5.9,平均,平均,
平均,0.41,2.6,0.21,2.6,,ESE,4.8,ESE,3.9,124,,
2018/6/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,2,0.13,2,,ENE,4,NNE,4.1,153,,
2,0.24,1.5,0.14,2.1,,NW,2,NNE,4.9,138,,
3,0.39,2,0.21,2.4,,SE,3,NNE,5.9,121,,
4,0.32,2.5,0.2,2.4,,ESE,11,NNW,3,106,,
5,0.29,6.5,0.17,3.1,,ESE,8,N,2,99,,
6,0.34,2.5,0.16,2.5,,SE,5,N,2.6,101,,
7,0.38,3,0.21,3,,SSW,5,ESE,1,110,,
8,0.46,2.5,0.2,2.7,,WSW,2,SSE,1.9,122,,
9,0.45,2.5,0.24,3.5,,NE,4,SE,2.4,134,,
10,0.34,2.5,0.17,2.8,,ESE,3,S,4.7,143,,
11,0.38,2.5,0.22,2.9,,S,3,S,5.2,142,,
12,0.3,2.5,0.19,2.6,,SSW,5,S,5,135,,
13,0.5,2.5,0.23,2.5,,W,3,SSE,6.5,126,,
14,0.52,5,0.27,2.9,SSW,W,4,SSE,3.7,117,,
15,0.44,2.5,0.21,2.6,,W,5,SSE,5.3,103,,
16,0.6,3,0.29,3.2,N,N,1,S,7.7,86,,
17,0.53,4,0.24,2.8,,WNW,1,S,6,83,,
18,0.41,3,0.24,2.6,,NNW,4,S,6.5,85,,
19,0.6,2.5,0.23,2.6,,NW,6,SW,6.4,98,,
20,0.26,3,0.15,2.6,,WNW,8,SW,2.6,119,,
21,0.45,2,0.21,2.7,,W,11,S,4.9,140,,
22,0.24,3.5,0.15,2.6,,W,10,S,3,153,,
23,0.35,3,0.2,2.7,,W,5,NW,1.3,165,,
24,0.27,2.5,0.16,2.8,,WNW,5,NW,0.8,167,,
最大,0.6,6.5,0.29,3.5,最多,平均,11,最多,7.7,平均,平均,
平均,0.39,2.9,0.2,2.7,,W,1.3,S,4.1,123,,
2018/6/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,2.5,0.11,2.5,,W,6,NW,1.4,158,,
2,0.2,1.5,0.11,2.8,,WSW,3,WNW,1.5,141,,
3,0.21,2.5,0.09,2.6,,SSW,2,NW,1.7,124,,
4,0.18,3,0.09,3,,SE,2,NE,1.8,107,,
5,0.44,3.5,0.11,2.7,,SE,4,NNW,1.4,91,,
6,0.27,3,0.15,2.6,,ESE,5,NNE,0.6,82,,
7,0.3,3.5,0.15,2.9,,SE,5,N,5,82,,
8,0.4,4,0.2,3.1,,S,2,N,2.6,91,,
9,0.31,3,0.15,2.9,,SW,2,E,2.3,102,,
10,0.34,3,0.18,2.6,,WNW,4,E,2.7,114,,
11,0.43,3.5,0.21,2.6,,W,4,E,1.1,127,,
12,0.3,2.5,0.18,2.6,,W,3,ENE,1.5,135,,
13,0.35,2.5,0.18,2.2,,SSE,2,ESE,5.7,139,,
14,0.59,2.5,0.32,2.4,N,E,5,ESE,6.4,134,,
15,0.58,2.5,0.27,2.4,W,E,7,ESE,5,122,,
16,0.51,2.5,0.28,2.4,WSW,E,10,S,7.8,107,,
17,0.54,2.5,0.29,2.5,ENE,ESE,9,S,7.3,96,,
18,0.45,1.5,0.27,2.4,NE,E,3,S,6.9,86,,
19,0.53,5.5,0.23,2.6,,WSW,5,S,6.3,88,,
20,0.41,2,0.23,2.2,,NNW,2,S,7.5,103,,
21,0.37,3.5,0.19,2.2,,WNW,3,S,6.9,121,,
22,0.33,1.5,0.19,2.1,,WNW,3,S,5,140,,
23,0.39,4.5,0.23,2.4,,SW,1,S,6.2,158,,
24,0.29,1.5,0.16,2.4,,S,3,SSE,2.4,165,,
最大,0.59,5.5,0.32,3.1,最多,平均,10,最多,7.8,平均,平均,
平均,0.37,2.8,0.19,2.5,,SSE,1,S,4,117,,
2018/6/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.26,2.5,0.14,2.4,,ESE,5,SSE,4.8,161,,
2,0.25,2,0.13,2.3,,SE,9,S,3,151,,
3,0.27,3,0.15,2.8,,ESE,8,SE,3.9,138,,
4,0.21,1.5,0.11,2,,E,21,ESE,3.2,119,,
5,0.34,3.5,0.16,2.3,,ESE,8,ESE,1.9,98,,
6,0.29,2,0.13,2.1,,SE,12,SE,1.8,80,,
7,0.52,3,0.26,3.5,NNW,SE,13,NNE,2.3,68,,
8,0.43,3,0.21,3,,ESE,9,N,2.7,66,,
9,0.24,2,0.14,2.6,,E,9,N,2.2,76,,
10,0.31,3,0.17,2.9,,SSE,8,NE,3,91,,
11,0.25,3,0.14,2.8,,SSE,6,ESE,2.7,110,,
12,0.39,3.5,0.21,3.1,,ESE,6,ESE,3.8,128,,
13,0.36,2.5,0.21,2.7,,ESE,5,ESE,3.3,143,,
14,0.33,2,0.21,2.3,,SE,6,SSW,5.6,151,,
15,0.35,2.5,0.2,2.5,,ESE,8,S,3.5,147,,
16,0.37,2.5,0.22,2.6,,ESE,11,E,1.7,140,,
17,0.37,3,0.2,3.2,,SSE,2,ENE,2.1,123,,
18,0.25,3.5,0.15,3,,ESE,5,N,3.6,105,,
19,0.4,5,0.24,3.8,,E,11,NNE,3.4,98,,
20,0.25,3,0.13,2.8,,E,9,ENE,1.4,100,,
21,0.31,3,0.17,3,,ENE,4,W,1.2,110,,
22,0.18,4.5,0.11,2.6,,NW,4,SW,3.9,128,,
23,0.36,4.5,0.16,2.3,,N,1,S,5.9,148,,
24,0.41,1.5,0.22,2,,SSW,3,S,6.7,159,,
最大,0.52,5,0.26,3.8,最多,平均,21,最多,6.7,平均,平均,
平均,0.32,2.9,0.17,2.7,,ESE,6.7,ESE,3.2,118,,
2018/6/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.42,2.5,0.22,1.9,,SW,2,S,7,166,,
2,0.38,2,0.19,2.1,,NNW,2,S,5.3,163,,
3,0.33,2,0.17,2.2,,NNE,1,S,4,154,,
4,0.4,2,0.21,2.1,,ESE,6,S,6.7,136,,
5,0.42,4,0.2,2.3,,E,4,SW,4.8,115,,
6,0.42,3,0.17,2.7,,ESE,8,W,3.9,89,,
7,0.32,3,0.19,3.4,,SSE,6,WNW,4.1,66,,
8,0.38,4,0.24,2.9,,SE,3,NNW,2.3,50,,
9,0.33,3,0.17,3,,NNE,7,NNW,2.7,51,,
10,0.29,3,0.17,2.9,,NE,4,NNW,4,64,,
11,0.24,3,0.14,2.7,,NE,5,NNW,3.3,87,,
12,0.35,3.5,0.19,2.9,,WNW,4,N,2.8,109,,
13,0.22,3,0.13,2.8,,W,5,ENE,2.7,130,,
14,0.34,3,0.18,2.8,,WSW,4,SE,4.2,149,,
15,0.39,2.5,0.23,2.8,,WSW,4,SE,4.7,157,,
16,0.46,2.5,0.28,2.8,WNW,WSW,2,SSE,3.7,155,,
17,0.39,3,0.18,2.7,,SW,2,S,4.7,144,,
18,0.41,3.5,0.22,2.8,,,0,S,5.8,,,
19,0.34,1.5,0.18,2.2,,WNW,2,S,6.2,,,
20,0.35,1.5,0.17,2,,N,4,S,6.1,,,
21,0.34,2.5,0.19,2.1,,NNE,6,S,6.6,,,
22,0.38,1.5,0.21,2.2,,N,10,S,5,,,
23,0.32,2.5,0.19,2.6,,N,7,S,2.9,,,
24,0.3,1.5,0.15,2.2,,NW,5,S,5.8,,,
最大,0.46,4,0.28,3.4,最多,平均,10,最多,7,平均,平均,
平均,0.36,2.6,0.19,2.5,,NNE,1.4,S,4.6,117,,
2018/6/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.37,2.5,0.19,2.4,,NW,1,SSW,3.7,,,
2,0.23,3,0.12,2.3,,ENE,2,S,4.8,,,
3,0.24,1.5,0.13,2.2,,SE,6,W,0.9,,,
4,0.21,2.5,0.13,2.3,,ESE,11,NW,1.3,,,
5,0.32,2.5,0.14,3.6,,SE,8,S,3.8,,,
6,0.41,2.5,0.15,2.5,,ESE,14,SSW,2.2,,,
7,0.35,3.5,0.22,3.3,,ESE,13,SSE,1.1,,,
8,0.39,2.5,0.21,2.9,,ESE,14,SSE,2.3,,,
