2018/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
19,0.55,2.5,0.31,2.3,ENE,SE,8,ESE,6.1,62,,
20,0.59,2.5,0.37,2.5,SSE,ESE,8,ESE,5.2,29,,
21,0.48,2.5,0.29,2.5,W,SW,9,SE,4.2,8,,
22,0.39,2,0.22,2.2,,W,4,SE,4.4,4,,
23,0.39,3.5,0.22,2.3,,WNW,5,SE,4.5,17,,
24,0.37,1.5,0.18,2,,WNW,4,SE,5,41,,
最大,0.59,5,0.37,2.9,最多,平均,15,最多,10.5,平均,平均,
平均,0.43,2.7,0.23,2.5,SSE,W,5.9,NNW,6,89,,
2018/1/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.46,1.5,0.22,2,,W,6,SE,5.5,70,,
2,0.63,2,0.31,2.1,W,WSW,11,SSE,6.3,100,,
3,0.56,2,0.31,2.2,SE,SW,10,SSE,6.6,127,,
4,0.57,2,0.33,2.4,W,W,11,SE,6.5,146,,
5,0.44,2.5,0.26,2.5,ESE,W,9,N,4.2,153,,
6,0.49,2,0.23,2.7,,W,7,N,3.5,145,,
7,0.33,2.5,0.18,2.8,,W,4,N,2.7,126,,
8,0.4,3,0.23,2.9,,NE,1,N,3.1,107,,
9,0.35,3.5,0.18,3.1,,SSW,2,N,3.6,95,,
10,0.35,2.5,0.19,2.9,,W,5,N,2.7,92,,
11,0.36,2.5,0.2,3.1,,WNW,6,NE,3.1,99,,
12,1.07,2.5,0.58,2.6,SSW,WSW,5,SSW,14,115,,
13,0.82,2.5,0.51,2.5,SSE,SW,2,SSW,11.2,134,,
14,0.99,2,0.51,2.5,SSE,SSW,7,SSW,12.7,150,,
15,1.04,1.5,0.51,2.5,ESE,E,10,SW,11,165,,
16,0.9,2.5,0.44,2.6,N,NW,5,SSW,11,170,,
17,0.62,2.5,0.4,2.5,E,WNW,8,SW,9.9,158,,
18,0.47,3.5,0.28,3,ESE,W,14,NNW,4,131,,
19,0.41,3.5,0.23,3.4,,WNW,6,NNE,1.7,97,,
20,0.45,3,0.23,3.5,,NW,7,N,1.6,55,,
21,0.37,3.5,0.22,3.1,,N,3,NNW,0.9,23,,
22,0.39,3,0.21,3.1,,WNW,11,NNW,0.5,8,,
23,0.31,3.5,0.18,3,,W,10,N,0.9,15,,
24,0.19,2,0.13,2.7,,WSW,9,N,1.1,33,,
最大,1.07,3.5,0.58,3.5,最多,平均,14,最多,14,平均,平均,
平均,0.54,2.6,0.29,2.7,ESE,W,5.4,N,5.3,105,,
2018/1/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.24,2.5,0.14,2.7,,W,11,N,2.6,63,,
2,0.19,3,0.11,2.7,,WNW,10,NNW,1.2,94,,
3,0.18,6.5,0.11,3.1,,W,15,WSW,2.3,124,,
4,0.2,3,0.12,2.9,,W,15,WNW,2.2,149,,
5,0.29,2.5,0.15,3,,WNW,12,SSW,0.6,164,,
6,0.25,2.5,0.14,2.8,,WSW,7,W,2.1,164,,
7,0.33,3,0.17,3,,W,7,NNE,3.3,149,,
8,0.48,3,0.2,2.9,,SW,5,NNE,2,122,,
9,0.33,2,0.18,3,,WNW,3,N,2.1,101,,
10,0.36,3,0.19,2.9,,WSW,3,NW,3,85,,
11,0.45,3,0.21,2.9,,NW,3,NNW,1.3,85,,
12,0.5,3,0.2,2.7,,W,7,NNW,2.2,97,,
13,0.43,3.5,0.23,2.8,,WNW,8,E,1,114,,
14,0.4,2.5,0.23,2.8,,WNW,10,SSE,1.3,136,,
15,0.35,2,0.21,2.5,,WNW,9,SSE,0.7,158,,
16,0.42,2.5,0.19,2.6,,W,7,SSE,1.3,168,,
17,0.47,2.5,0.2,2.7,,WSW,4,SE,1.4,165,,
18,0.38,2.5,0.22,2.9,,WSW,2,SSE,3.2,143,,
19,0.3,3.5,0.18,3.1,,WNW,2,SSE,2.9,112,,
20,0.26,3.5,0.15,2.8,,E,7,S,1.6,72,,
21,0.37,2.5,0.15,3,,E,11,ESE,1.5,35,,
22,0.2,2,0.11,2.8,,E,5,NNE,1.3,10,,
23,0.37,3,0.19,3.1,,NNW,2,WNW,1.4,6,,
24,0.24,2.5,0.12,2.6,,N,8,SW,3.9,15,,
最大,0.5,6.5,0.23,3.1,最多,平均,15,最多,3.9,平均,平均,
平均,0.33,2.9,0.17,2.8,,WNW,4.8,SSE,1.9,105,,
2018/1/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.15,3,0.09,2.4,,WNW,12,WNW,2.1,37,,
2,0.16,2.5,0.09,2.6,,W,11,NNE,1.4,70,,
3,0.14,2,0.08,3.1,,WNW,12,NE,2.2,110,,
4,0.19,3.5,0.11,2.9,,NNW,16,NE,2.4,147,,
5,0.3,3,0.17,3,,WNW,10,NNE,2.5,173,,
6,0.47,3,0.26,2.9,ENE,WSW,5,NNE,4.8,176,,
7,0.41,3,0.24,3.1,,S,6,NNE,3,163,,
8,0.39,2.5,0.24,2.8,,ESE,4,N,1.9,141,,
9,0.42,3,0.21,2.8,,SE,10,N,3.7,117,,
10,0.33,3,0.18,2.8,,SE,10,N,4,,,
11,0.32,2.5,0.18,2.7,,,,,,,,
12,0.36,2.5,0.2,3,,SE,11,N,3.5,,,
13,0.26,2,0.16,3,,S,2,N,2.9,104,,
14,0.56,4,0.24,3.3,,SW,6,N,2.5,,,
15,0.47,3.5,0.25,3.4,W,WNW,5,NNE,2.3,154,,
16,0.35,3,0.18,2.8,,W,5,N,2.5,175,,
17,0.48,4,0.24,3.6,,WSW,5,NNW,4.6,182,,
18,0.29,3,0.15,2.8,,WNW,2,N,5.6,171,,
19,0.21,2.5,0.12,3,,SSE,5,NNW,4.3,142,,
20,0.26,5.5,0.16,3.1,,E,13,NNW,5.9,98,,
21,0.27,4,0.16,2.5,,ESE,12,NNW,5.5,56,,
22,0.4,3,0.13,2.6,,ESE,9,NNW,6.4,26,,
23,0.4,3,0.19,2.9,,ENE,5,NNW,8.4,7,,
24,0.21,1.5,0.13,2.2,,NNW,5,N,8.9,8,,
最大,0.56,5.5,0.26,3.6,最多,平均,16,最多,8.9,平均,平均,
平均,0.33,3,0.17,2.9,,SW,0.9,N,4,113,,
2018/1/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.27,2,0.13,2.2,,W,11,N,7.3,25,,
2,0.2,4,0.12,2.6,,W,12,N,6.7,53,,
3,0.21,3,0.13,2.9,,WNW,10,N,3.6,92,,
4,0.42,3.5,0.19,2.8,,WNW,12,NNE,2.1,129,,
5,0.29,2.5,0.16,3.1,,WSW,6,ENE,1.4,163,,
6,0.36,2.5,0.2,2.7,,SW,3,NNE,1.5,180,,
7,0.3,2.5,0.19,3,,WSW,4,E,1.5,177,,
8,0.41,3.5,0.24,3.3,,SE,8,ESE,3.3,155,,
9,0.35,3,0.2,3,,E,2,S,2.8,130,,
10,0.44,2.5,0.22,2.6,,NE,4,SE,1.1,104,,
11,0.35,3,0.19,2.8,,NNE,3,ESE,2,86,,
12,,,,,,,,SSE,2.8,83,,
13,0.38,3,0.17,2.9,,WSW,7,,,91,,
14,0.39,2.5,0.2,3,,WSW,8,ENE,1,113,,
15,0.38,2.5,0.2,2.8,,NW,5,NNE,2.7,141,,
16,0.37,2.5,0.2,3,,W,11,SE,0.6,168,,
17,0.65,3,0.26,3.2,N,NW,6,NNE,1,180,,
18,0.33,3,0.19,2.8,,NW,5,ESE,2.1,179,,
19,0.33,2.5,0.16,2.7,,NW,3,E,3.6,153,,
20,0.34,2.5,0.16,2.8,,SSE,2,ENE,2.6,113,,
21,0.25,3,0.14,2.8,,ESE,11,NNW,1.7,73,,
22,0.26,2,0.15,2.9,,SE,9,NNW,2.1,40,,
23,0.28,4.5,0.14,3,,SSE,7,N,2.1,14,,
24,0.16,2.5,0.09,2.7,,S,2,NNW,3.7,2,,
最大,0.65,4.5,0.26,3.3,最多,平均,12,最多,7.3,平均,平均,
平均,0.34,2.8,0.18,2.9,,W,2.8,N,2.6,110,,
2018/1/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.27,2,0.09,2.5,,W,3,NNW,4.7,10,,
2,0.16,1.5,0.1,2.3,,NW,7,NNW,5.4,32,,
3,0.21,3.5,0.11,2.5,,WNW,10,NNW,4.4,67,,
4,0.19,3.5,0.1,2.5,,WNW,5,NNW,5.2,109,,
5,0.42,3.5,0.15,2.6,,W,11,NNE,4.3,146,,
6,0.35,2.5,0.19,2.5,,WNW,10,NNE,3.7,168,,
7,0.33,3,0.2,3,,W,2,N,4.8,172,,
8,0.4,3,0.22,2.9,,E,8,N,5.2,160,,
9,0.32,3,0.17,2.7,,SE,12,NNW,6.2,136,,
10,0.31,4,0.2,2.7,,ESE,9,N,6.3,108,,
11,0.44,5,0.25,3,S,ESE,10,NNE,4.7,90,,
12,0.38,2.5,0.23,2.7,,SE,9,NNE,3.9,81,,
13,0.34,2.5,0.2,2.4,,S,5,ESE,3.5,81,,
14,0.38,2,0.23,2.7,,SSW,6,ESE,4,96,,
15,0.35,2.5,0.19,2.6,,SSW,5,E,2.3,124,,
16,0.46,3.5,0.24,3,,W,6,NE,2.8,154,,
17,0.39,2,0.22,2.7,,W,8,ENE,4.1,178,,
18,0.66,3.5,0.42,2.7,ENE,WSW,5,E,6.5,182,,
19,0.93,3,0.54,2.9,E,ESE,6,ENE,7.8,166,,
20,0.86,2.5,0.48,2.8,SE,E,16,ENE,7.3,132,,
21,0.72,2.5,0.47,2.9,SSE,ESE,27,ENE,7.3,91,,
22,0.69,2.5,0.38,2.7,SSW,SE,14,ENE,6.9,58,,
23,0.61,2.5,0.36,2.8,NE,SE,16,ENE,6,31,,
24,0.5,3,0.27,2.7,E,ESE,12,NE,5.1,15,,
最大,0.93,5,0.54,3,最多,平均,27,最多,7.8,平均,平均,
平均,0.44,2.9,0.25,2.7,E,SE,3.4,ENE,5.1,108,,
2018/1/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.39,2.5,0.23,2.6,,SE,5,NNE,2.1,10,,
2,0.39,2.5,0.22,2.5,,ENE,3,N,3.4,22,,
3,0.26,2.5,0.16,2.5,,E,2,N,4.6,52,,
4,0.24,2,0.12,2.5,,NW,6,N,3.2,94,,
5,0.29,3,0.14,2.9,,NW,15,N,4.7,134,,
6,0.46,2.5,0.16,2.9,,WNW,6,N,4.2,162,,
7,0.46,3,0.21,2.8,,NW,12,N,3.5,171,,
8,0.39,2.5,0.21,2.8,,W,4,NNE,2.7,164,,
9,0.31,2.5,0.18,2.8,,,0,N,3.6,144,,
10,0.3,3,0.16,2.7,,E,4,NNW,3.4,121,,
11,0.34,2.5,0.18,2.4,,ENE,4,N,2.1,101,,
12,0.28,2.5,0.17,2.8,,SSE,5,NNE,2.4,86,,
13,0.36,2.5,0.13,2.5,,E,7,NE,2.4,78,,
14,0.25,2.5,0.15,2.7,,NE,5,ENE,3.2,80,,
15,0.39,3,0.19,2.8,,,0,NE,1.8,102,,
16,0.41,3,0.24,3,,WNW,9,E,2.4,134,,
17,0.41,3.5,0.24,2.9,,W,11,E,2.3,161,,
18,0.34,2.5,0.18,2.8,,NW,6,E,1.3,178,,
19,0.31,2,0.17,2.5,,NNE,5,NNE,1.5,173,,
20,0.32,3,0.18,2.7,,NNE,6,N,1.4,146,,
21,0.21,2.5,0.12,2.5,,SE,1,NNE,1.7,111,,
22,0.3,3.5,0.15,3.1,,ESE,9,N,1.3,78,,
23,0.3,3.5,0.17,3.3,,SE,11,NNE,1.8,47,,
24,0.26,3,0.12,2.7,,S,2,NNE,1.4,25,,
最大,0.46,3.5,0.24,3.3,最多,平均,15,最多,4.7,平均,平均,
平均,0.33,2.7,0.17,2.7,,NNW,1.2,N,2.6,107,,
2018/1/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.12,6.5,0.07,2.5,,NW,2,ENE,0.9,14,,
2,0.1,4,0.06,2.6,,WNW,4,NNW,1.8,18,,
3,0.11,5,0.07,2.7,,WNW,8,NNW,3,41,,
4,0.13,3,0.07,2.6,,WNW,9,NNW,3.6,77,,
5,0.24,3,0.09,2.8,,WNW,11,N,3.8,113,,
6,0.19,2.5,0.11,2.7,,WNW,14,N,3.7,146,,
7,0.42,3,0.2,3.1,,W,9,N,3.4,165,,
8,0.44,3,0.24,3.1,,SW,6,N,3.6,169,,
9,0.29,3.5,0.17,3.3,,SSE,5,NNW,3.6,156,,
10,0.3,4.5,0.17,2.9,,SE,2,NNW,4.8,133,,
11,0.28,3,0.16,3,,SE,9,N,3.9,108,,
12,0.29,2,0.16,2.6,,ESE,5,ENE,3.1,89,,
13,0.28,2.5,0.16,2.6,,ENE,2,E,2.5,76,,
14,0.38,3,0.2,2.8,,SW,4,E,3,76,,
15,0.33,3.5,0.15,2.6,,WSW,4,ESE,2,90,,
16,0.36,3,0.22,2.8,,W,6,SE,2.9,118,,
17,0.4,4,0.18,3.2,,WNW,8,SE,2.9,145,,
18,0.34,3.5,0.16,3,,WSW,9,SSE,2.8,166,,
19,0.24,3,0.13,2.7,,W,10,S,3.7,172,,
20,0.32,2.5,0.18,2.6,,WSW,8,NNW,0.8,161,,
21,0.21,2.5,0.13,2.6,,SSE,3,NNW,5.8,131,,
22,0.26,2,0.16,2.2,,E,10,NNW,8.2,97,,
23,0.27,3.5,0.13,2.5,,E,3,NNW,6.8,68,,
24,0.21,2.5,0.1,2.3,,W,1,N,7.6,40,,
最大,0.44,6.5,0.24,3.3,最多,平均,14,最多,8.2,平均,平均,
平均,0.27,3.3,0.14,2.7,,W,3.2,NNW,3.7,107,,
2018/1/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.23,2,0.13,2.8,,NW,2,NNE,4.5,22,,
2,0.3,3,0.15,2.9,,WNW,9,N,4.8,20,,
3,0.18,2.5,0.11,2.5,,W,11,N,3.7,36,,
4,0.23,3,0.12,2.7,,N,2,NNW,2,65,,
5,0.36,4,0.2,2.9,,ENE,3,N,2.6,98,,
6,0.33,3,0.15,3,,WSW,3,N,3.1,129,,
7,0.46,3,0.21,2.8,,WNW,10,N,4.7,152,,
8,0.23,3,0.16,2.6,,WNW,8,N,6.6,163,,
9,0.41,2,0.19,2.6,,WNW,1,N,6.9,159,,
10,0.42,2,0.22,2.7,,S,3,N,6.1,144,,
11,0.33,3,0.2,3.1,,SSE,7,N,7.4,117,,
12,0.34,3.5,0.17,2.6,,WSW,3,N,7.1,92,,
13,0.62,3.5,0.23,2.8,,SSE,2,N,8.5,71,,
14,0.44,3,0.26,3,E,SSW,3,N,7.1,63,,
15,0.34,2.5,0.19,2.7,,NNE,5,N,7.3,68,,
16,0.5,3,0.25,2.8,E,N,9,N,8.7,89,,
17,0.45,2.5,0.26,2.6,SE,NNW,13,NNW,9.1,115,,
18,0.37,2.5,0.23,2.4,,N,10,NNW,10.5,140,,
19,0.36,2.5,0.22,2.4,,NE,2,NNW,10.4,155,,
20,0.48,2,0.24,2.6,,NNW,15,NNW,10.7,155,,
21,0.37,2,0.23,2.3,,NNW,5,NNW,10.6,138,,
22,0.41,2,0.22,2.3,,NE,2,NNW,9.7,117,,
23,0.48,2,0.27,2.6,SSE,ENE,2,NNW,10,92,,
24,0.49,5,0.26,2.6,W,SE,6,NNW,8.4,72,,
最大,0.62,5,0.27,3.1,最多,平均,15,最多,10.7,平均,平均,
平均,0.38,2.8,0.2,2.7,E,NW,2.8,N,7.1,103,,
2018/1/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.39,2.5,0.2,2.4,,NNW,3,NNW,7.1,54,,
2,0.34,1.5,0.19,2.9,,N,5,NNW,7.3,47,,
3,0.19,3,0.12,3.1,,NNW,10,NW,3.7,51,,
4,0.21,3.5,0.13,3.1,,WNW,9,NNW,1.7,71,,
5,0.29,3.5,0.16,3.1,,WNW,12,,0.1,95,,
6,0.32,3,0.17,2.9,,NW,15,ESE,1.2,125,,
7,0.29,2.5,0.16,2.5,,W,11,SSE,1.3,156,,
8,0.37,4,0.16,2.8,,W,15,SE,3.4,176,,
9,0.38,3,0.22,2.3,,WSW,12,SSE,5.7,179,,
10,0.85,2.5,0.42,2.3,NNE,WSW,10,S,9.8,169,,
11,1.03,2.5,0.5,2.4,ENE,SSW,4,SSW,12.9,153,,
12,0.69,2.5,0.45,2.3,W,WNW,7,SW,11.3,135,,
13,1.03,2.5,0.56,2.6,ESE,WNW,12,SW,13.4,120,,
14,0.95,2.5,0.57,2.6,E,WNW,18,SW,14.4,103,,
15,1.09,2.5,0.64,2.7,ESE,WNW,16,SW,14.7,97,,
16,0.73,3,0.46,2.5,ESE,W,14,SW,10.5,97,,
17,0.55,2.5,0.31,3.7,ENE,NW,18,SW,5.3,111,,
18,0.65,4,0.34,2.9,E,WNW,11,SW,8.4,132,,
19,0.67,4.5,0.36,3,SE,WNW,12,SW,9.1,159,,
20,0.53,3.5,0.33,2.9,E,W,15,WNW,5.3,170,,
21,0.5,5,0.26,4.2,E,W,7,WNW,4.3,166,,
22,0.45,4.5,0.27,4.2,SE,W,6,SW,4.8,146,,
23,0.68,4,0.34,3.2,ESE,SSW,1,SW,7.8,120,,
24,0.61,2,0.34,2.5,ENE,WSW,5,SW,9.6,96,,
最大,1.09,5,0.64,4.2,最多,平均,18,最多,14.7,平均,平均,
平均,0.57,3.1,0.32,2.9,ESE,WNW,9.4,SW,7.2,122,,
2018/1/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.54,2.5,0.31,2.3,SE,W,8,WSW,9,80,,
2,0.43,3,0.22,3,,WNW,8,WSW,7.3,72,,
3,0.32,3,0.2,2.6,,NW,6,WSW,7.1,68,,
4,0.34,3,0.19,2.4,,WNW,8,W,5.7,72,,
5,0.33,4,0.18,3.3,,NW,9,WSW,5.3,86,,
6,0.43,3,0.25,2.7,ENE,NW,5,W,4.1,108,,
7,0.42,3.5,0.26,2.9,ESE,NW,9,WSW,4.4,138,,
8,1.1,2.5,0.48,2.4,W,WSW,14,SW,12,164,,
9,0.72,2.5,0.41,2.3,SSE,NNE,3,WSW,9.6,173,,
10,0.58,2.5,0.33,2.2,SSE,E,8,WSW,8.7,172,,
11,0.56,2,0.33,2.3,E,SE,6,SW,9.5,157,,
12,0.62,3,0.34,2.5,NE,ESE,2,SSW,7.1,135,,
13,0.48,3.5,0.28,3,ENE,SW,1,SW,6.1,112,,
14,0.49,3,0.3,2.7,NE,N,4,WSW,7,97,,
15,0.54,3,0.31,2.5,W,WNW,9,SW,8.9,86,,
16,0.61,2,0.32,2.6,NE,NW,7,WSW,7.7,85,,
17,0.6,3.5,0.25,2.5,SE,NW,9,WNW,8.4,93,,
18,0.72,2,0.35,2.3,SSW,WNW,16,WNW,10.1,98,,
19,0.45,3,0.24,3.1,,NW,10,NNW,8.2,108,,
20,0.43,3,0.26,2.5,ESE,WNW,9,NNW,9,119,,
21,0.51,2,0.25,2.4,ESE,WNW,10,NW,8.2,127,,
22,0.44,2,0.21,2.1,,NW,8,NW,8.2,134,,
23,0.35,3,0.21,2.6,,W,7,NNW,7.5,128,,
24,0.29,3,0.18,2.4,,W,5,NNW,6.4,112,,
最大,1.1,4,0.48,3.3,最多,平均,16,最多,12,平均,平均,
平均,0.51,2.8,0.28,2.6,ESE,WNW,5.6,WSW,7.7,114,,
2018/1/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.38,2,0.2,2.2,,ESE,6,NNW,7.7,91,,
2,0.37,1.5,0.15,2.1,,N,1,NNW,7.3,74,,
3,0.38,3,0.2,2.2,,NE,4,NNW,9.2,65,,
4,0.42,1.5,0.22,2.1,,N,5,NNW,8.2,71,,
5,0.39,2.5,0.19,2.5,,NW,5,NNW,7,81,,
6,0.38,2.5,0.23,2.7,,NNW,6,NW,5.4,96,,
7,0.37,2.5,0.21,2.8,,NNW,2,NNW,5.2,115,,
8,0.33,3,0.19,2.8,,WNW,2,NNW,3.6,135,,
9,0.42,3,0.22,3.2,,WSW,1,N,6,149,,
10,0.48,2.5,0.2,2.9,,WSW,2,NNW,5.2,156,,
11,0.36,2,0.2,2.7,,NNE,3,NW,4.4,154,,
12,0.32,2.5,0.18,2.5,,NE,4,NW,5.6,143,,
13,0.35,2,0.2,2.7,,SSE,1,NW,5.4,124,,
14,0.45,2.5,0.21,3.4,,SSW,2,NNW,3.7,102,,
15,0.29,2.5,0.19,2.9,,SSW,4,NNW,4.1,85,,
16,0.49,3.5,0.25,3.1,ENE,WNW,1,S,3.1,74,,
17,0.42,4,0.22,3.1,,NW,4,SE,4.1,71,,
18,0.33,3.5,0.19,2.8,,W,6,N,3.1,75,,
19,0.25,2.5,0.15,2.6,,WNW,8,N,5.6,85,,
20,0.26,3,0.15,3.2,,NW,8,N,4.7,96,,
21,0.24,3,0.13,2.8,,NNW,3,N,5.1,110,,
22,0.4,3.5,0.18,2.9,,W,6,NNW,4.8,123,,
23,0.33,2,0.17,2.6,,WNW,6,NNW,4.8,131,,
24,0.24,2,0.13,2.2,,NNE,2,NNW,4.3,131,,
最大,0.49,4,0.25,3.4,最多,平均,8,最多,9.2,平均,平均,
平均,0.36,2.6,0.19,2.7,,NW,2.1,NNW,5.3,106,,
2018/1/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.21,1.5,0.11,2.5,,WSW,3,NNW,4.5,123,,
2,0.25,3,0.14,2.4,,NW,3,NNW,2.6,114,,
3,0.25,4,0.14,2.8,,NNW,2,NW,2.5,104,,
4,0.16,3.5,0.1,2.6,,WSW,5,NW,4,97,,
5,0.38,3.5,0.14,3.1,,SW,3,NNW,4,98,,
6,0.25,2.5,0.14,2.7,,W,3,NNW,3.2,104,,
7,0.39,3,0.2,3.1,,W,14,N,4.1,115,,
8,0.4,3.5,0.19,2.8,,WNW,11,NNW,3.6,131,,
9,0.33,3,0.19,2.8,,WNW,9,NNW,4.7,145,,
10,0.43,3,0.22,2.8,,W,10,NNW,7.5,155,,
11,0.4,2,0.18,2.5,,W,10,N,7.9,158,,
12,0.35,2,0.2,2.6,,WSW,6,NNW,6.5,153,,
13,0.44,3,0.21,2.9,,W,3,NNW,5.9,141,,
14,0.42,2.5,0.25,2.9,NE,E,3,NNW,7.4,124,,
15,0.4,2,0.23,2.5,,ESE,6,NNW,7.9,105,,
16,0.42,4,0.23,2.6,,SW,1,N,8.6,86,,
17,0.54,3.5,0.25,2.7,WSW,NNE,4,NNW,9.8,66,,
18,0.36,3.5,0.21,2.4,,WNW,6,NNW,8,52,,
19,0.52,2.5,0.32,2.4,N,NW,11,NNW,10.9,47,,
20,0.68,2.5,0.38,2.7,SSW,NW,11,NW,9.8,55,,
21,0.79,3,0.46,2.8,WNW,NW,16,NNW,13.7,73,,
22,0.73,3,0.41,2.8,WSW,W,17,NW,9,96,,
23,0.66,2.5,0.33,2.7,NNW,WSW,10,NW,9.2,114,,
24,0.59,2,0.28,2.5,E,WNW,17,NW,8.9,126,,
最大,0.79,4,0.46,3.1,最多,平均,17,最多,13.7,平均,平均,
平均,0.43,2.9,0.23,2.7,WSW,WNW,6.1,NNW,6.8,108,,
2018/1/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.62,2.5,0.28,2.4,NE,W,18,NW,9.2,128,,
2,0.4,2,0.22,2.2,,WNW,14,NW,6.4,126,,
3,0.27,3,0.15,2.7,,W,12,NW,5.4,121,,
4,0.38,2,0.19,2.2,,W,12,NW,6.4,116,,
5,0.33,2,0.18,2.5,,WSW,10,WNW,6.8,110,,
6,0.41,3,0.22,2.7,,WSW,12,WNW,6.4,105,,
7,0.49,2.5,0.22,2.8,,WSW,6,W,5,106,,
8,0.44,2.5,0.24,2.7,,WSW,8,W,5,114,,
9,0.38,1.5,0.2,2.2,,WNW,6,WNW,6.3,124,,
10,0.4,2.5,0.2,2.5,,W,12,NW,6,135,,
11,0.56,2.5,0.28,2.3,NNE,W,15,NW,9.4,144,,
12,0.42,2,0.25,2.3,NE,W,11,NW,9,152,,
13,0.31,2.5,0.18,2.6,,W,17,NNW,7.5,148,,
14,0.47,3.5,0.22,3.1,,WNW,11,NNW,7,141,,
15,0.33,2.5,0.19,2.9,,WNW,10,NNW,5.8,123,,
16,0.52,3,0.26,2.7,ENE,W,4,NNW,6.3,100,,
17,0.41,2.5,0.22,2.7,,W,6,NNW,8.9,73,,
18,0.45,2.5,0.22,2.5,,ENE,8,NNW,6.8,49,,
19,0.38,1.5,0.2,2.3,,NNW,8,NNW,7.6,29,,
20,0.47,2,0.19,2.3,,WNW,7,NNW,9.4,23,,
21,0.47,2.5,0.24,2.4,,NW,12,NNW,8.3,31,,
22,0.37,2,0.21,2.4,,WNW,15,NNW,7.8,49,,
23,0.43,3.5,0.21,2.8,,WNW,13,NNW,6.9,77,,
24,0.41,2.5,0.21,2.6,,WNW,11,NNW,8.5,102,,
最大,0.62,3.5,0.28,3.1,最多,平均,18,最多,9.4,平均,平均,
平均,0.42,2.4,0.22,2.5,NE,W,9.6,NNW,7.2,101,,
2018/1/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.31,2,0.18,2.5,,W,11,NNW,9.2,122,,
2,0.48,2.5,0.22,2.6,,WNW,8,NNW,9.3,130,,
3,0.38,2,0.2,2.3,,W,13,NNW,8.1,133,,
4,0.37,2.5,0.2,2.3,,W,8,NNW,7.8,128,,
5,0.45,3,0.24,2.4,,WNW,9,NNW,6.4,119,,
6,0.28,2,0.18,2.4,,W,7,NNW,6.7,109,,
7,0.45,3,0.19,3,,SW,7,N,3.4,105,,
8,0.52,3,0.24,2.9,,SW,7,NNE,3,101,,
9,0.31,2.5,0.18,2.9,,SSW,7,N,3.5,101,,
10,0.33,3,0.18,3.3,,WSW,3,N,3,113,,
11,0.3,3,0.15,2.9,,W,13,NNE,1.7,130,,
