会計分類,会計,借入区分,借入方法,借入先,銘柄,費目,事業名,起債額（千円）,起債許可年度,起債年月日（年月日）,償還期間自（年月）,償還期間至（年月）,元利金支払期日上期（年月）,元利金支払期日下期（年月）,利率（％）,平成28年度支払予定額元金上期（円）,平成28年度支払予定額元金下期（円）,平成28年度支払予定額利子上期（円）,平成28年度支払予定額利子下期（円）,平成27年度末現在高（円）
一般会計,一般会計普通債,長期債,証書,銀行,銀行809,社会及労働施設費,被災者生活再建支援基金拠出金,5533000,23,24.03.28,24.09,24.03,09.19,03.19,,98487400,98487400,,,5139050400
一般会計,一般会計普通債,長期債,証書,銀行,銀行809,土木費,河川海岸直轄事業負担金,2064000,23,24.03.28,24.09,24.03,09.19,03.19,,36739200,36739200,,,1917043200
一般会計,一般会計普通債,長期債,証書,銀行,銀行809,消防費,消防施設整備費,2403000,23,24.03.28,24.09,24.03,09.19,03.19,,42773400,42773400,,,2231906400
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,土木費,地下高速鉄道建設事業助成費,4103000,24,25.02.15,25.08,25.02,08.15,02.15,,73170167,73170167,,,3956659666
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,土木費,地下高速鉄道建設事業助成費,897000,24,25.02.15,25.08,25.02,08.15,02.15,,15996500,15996500,,,865007000
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,社会及労働施設費,社会福祉施設等整備費,2439000,24,25.02.15,25.08,25.02,08.15,02.15,,43495500,43495500,,,2352009000
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,社会及労働施設費,社会福祉施設等整備費,2561000,24,25.02.15,25.08,25.02,08.15,02.15,,45671167,45671167,,,2469657666
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,社会及労働施設費,社会福祉施設等整備助成費,500000,24,25.02.15,25.08,25.02,08.15,02.15,,8916666,8916666,,,482166668
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,社会及労働施設費,社会福祉施設等整備助成費,1500000,24,25.02.15,25.08,25.02,08.15,02.15,,26750000,26750000,,,1446500000
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,土木費,街路整備費,15000000,24,25.02.15,25.08,25.02,08.15,02.15,,267500000,267500000,,,14465000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,教育費,都立学校整備費,1000000,24,25.02.15,25.08,25.02,08.15,02.15,,17833333,17833333,,,964333334
一般会計,一般会計普通債,長期債,証書,銀行,銀行810,教育費,都立学校整備費,2000000,24,25.02.15,25.08,25.02,08.15,02.15,,35666667,35666667,,,1928666666
一般会計,一般会計普通債,長期債,証書,銀行,銀行811,産業経済費,金融事業費,4000000,24,25.02.22,25.08,05.02,08.15,02.15,,250000000,250000000,,,3500000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行811,土木費,街路整備費,1510000,24,25.02.22,25.08,05.02,08.15,02.15,,94375000,94375000,,,1321250000
一般会計,一般会計普通債,長期債,証書,銀行,銀行811,土木費,街路整備費,11490000,24,25.02.22,25.08,05.02,08.15,02.15,,718125000,718125000,,,10053750000
一般会計,一般会計普通債,長期債,証書,銀行,銀行811,警察費,警察施設整備費,3000000,24,25.02.22,25.08,05.02,08.15,02.15,,187500000,187500000,,,2625000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行813,土木費,道路整備費,2000000,25,26.02.21,26.08,26.02,08.21,02.21,,34500000,34500000,,,1931000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行813,土木費,街路整備費,10000000,25,26.02.21,26.08,26.02,08.21,02.21,,172500000,172500000,,,9655000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行813,土木費,道路橋梁直轄事業負担金,4000000,25,26.02.21,26.08,26.02,08.21,02.21,,69000000,69000000,,,3862000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行813,土木費,高潮防御施設費,1000000,25,26.02.21,26.08,26.02,08.21,02.21,,17250000,17250000,,,965500000
一般会計,一般会計普通債,長期債,証書,銀行,銀行813,土木費,高潮防御施設費,1000000,25,26.02.21,26.08,26.02,08.21,02.21,,17250000,17250000,,,965500000
一般会計,一般会計普通債,長期債,証書,銀行,銀行813,土木費,河川海岸直轄事業負担金,2000000,25,26.02.21,26.08,26.02,08.21,02.21,,34500000,34500000,,,1931000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行814,その他,減税補てん債,10000000,15,26.02.28,26.08,06.02,08.21,02.21,,556000000,556000000,,,8888000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行817,土木費,道路整備費,1000000,26,27.03.24,27.09,27.03,09.24,03.24,,17400000,17400000,,,1000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行817,土木費,街路整備費,4000000,26,27.03.24,27.09,27.03,09.24,03.24,,69600000,69600000,,,4000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行818,土木費,道路整備費,1000000,26,27.03.25,27.09,17.03,09.24,03.24,,26400000,26400000,,,1000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行818,土木費,街路整備費,4000000,26,27.03.25,27.09,17.03,09.24,03.24,,105600000,105600000,,,4000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行819,土木費,公園整備費,500000,27,28.02.16,28.08,28.02,08.16,02.16,,-,-,,,500000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行819,土木費,交通安全施設費,500000,27,28.02.16,28.08,28.02,08.16,02.16,,-,-,,,500000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行819,土木費,道路整備費,1000000,27,28.02.16,28.08,28.02,08.16,02.16,,-,-,,,1000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行819,土木費,街路整備費,2000000,27,28.02.16,28.08,28.02,08.16,02.16,,-,-,,,2000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行820,土木費,街路整備費,500000,27,28.02.17,28.08,18.02,08.16,02.16,,-,-,,,500000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行820,土木費,公園整備費,1000000,27,28.02.17,28.08,18.02,08.16,02.16,,-,-,,,1000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行820,土木費,交通安全施設費,2000000,27,28.02.17,28.08,18.02,08.16,02.16,,-,-,,,2000000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行820,土木費,道路整備費,500000,27,28.02.17,28.08,18.02,08.16,02.16,,-,-,,,500000000
一般会計,一般会計普通債,長期債,証書,銀行,,,小計,388000000,,,,,,,,18190000000,18190000000,1966166636,1885645593,309188000000
一般会計,一般会計普通債,長期債,証書,,,,小計,632418647,,,,,,,,25068342879,25177146811,3069117443,2905356869,400050215440
一般会計,一般会計普通債,長期債,債券,公募,公募20-1,土木費,中小河川整備費,4080000,05,15.08.21,16.02,05.06,08.25,02.25,1.540,-,-,31416000,31416000,4080000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-1,保健衛生費,東京港廃棄物処理場建設費,3000000,15,15.10.24,16.02,15.06,08.25,02.25,2.210,-,-,33150000,33150000,3000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-1,教育費,都立学校整備費,7000000,15,15.10.24,16.02,15.06,08.25,02.25,2.210,-,-,77350000,77350000,7000000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-2,その他,減税補てん債,14200000,15,15.12.10,16.08,05.09,08.25,02.25,1.970,-,-,139870000,139870000,14200000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-2,その他（普通債）,高速電車事業会計出資金,10000000,15,15.12.12,16.08,15.09,08.25,02.25,2.300,-,-,115000000,115000000,10000000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-3,その他,減税補てん債,30000000,16,16.05.27,16.08,06.03,08.25,02.25,2.260,-,-,339000000,339000000,30000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-3,その他（普通債）,高速電車事業会計出資金,7191000,16,16.06.16,17.02,16.03,08.25,02.25,2.670,-,-,95999850,95999850,7191000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-3,その他（普通債）,高速電車事業会計補助金,451000,16,16.06.16,17.02,16.03,08.25,02.25,2.670,-,-,6020850,6020850,451000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-3,土木費,地下高速鉄道建設事業助成費,7290000,16,16.06.16,17.02,16.03,08.25,02.25,2.670,-,-,97321500,97321500,7290000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-3,保健衛生費,東京港廃棄物処理場建設費,2011000,16,16.06.16,17.02,16.03,08.25,02.25,2.670,-,-,26846850,26846850,2011000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-3,土木費,東京港海岸保全費,1000000,16,16.06.16,17.02,16.03,08.25,02.25,2.670,-,-,13350000,13350000,1000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-3,土木費,島しょ等港湾整備費,2057000,16,16.06.16,17.02,16.03,08.25,02.25,2.670,-,-,27460950,27460950,2057000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-4,その他,減税補てん債,16000000,16,16.11.11,17.02,06.09,08.25,02.25,2.220,-,-,177600000,177600000,16000000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-5,その他,減税補てん債,20000000,17,17.04.21,17.08,07.03,08.25,02.25,2.110,-,-,211000000,211000000,20000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-4,土木費,首都高速道路公団出資金,6000000,17,17.04.21,17.08,16.12,08.25,02.25,2.550,-,-,76500000,76500000,6000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-4,土木費,羽田空港再拡張事業貸付金,1000000,17,17.04.21,17.08,16.12,08.25,02.25,2.550,-,-,12750000,12750000,1000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-4,その他（普通債）,高速電車事業会計出資金,5000000,17,17.04.21,17.08,16.12,08.25,02.25,2.550,-,-,63750000,63750000,5000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-4,土木費,地下高速鉄道建設事業助成費,5000000,17,17.04.21,17.08,16.12,08.25,02.25,2.550,-,-,63750000,63750000,5000000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,道路整備費,559000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,5590000,5590000,559000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,道路整備費,7000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,70000,70000,7000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,道路整備費,649000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,6490000,6490000,649000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,街路整備費,98000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,980000,980000,98000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,街路整備費,26000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,260000,260000,26000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,首都高速道路関連街路整備費,26000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,260000,260000,26000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,首都高速道路関連街路整備費,914000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,9140000,9140000,914000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,橋梁整備費,116000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,1160000,1160000,116000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,橋梁整備費,1520000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,15200000,15200000,1520000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,道路橋梁直轄事業負担金,6207000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,62070000,62070000,6207000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,中小河川整備費,389000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,3890000,3890000,389000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,公園霊園直轄事業負担金,1053000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,10530000,10530000,1053000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,小笠原都市公園整備費,26000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,260000,260000,26000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,公園整備費,52000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,520000,520000,52000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,東京港整備費,2038000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,20380000,20380000,2038000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,東京港整備費,52000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,520000,520000,52000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,保健衛生費,東京港廃棄物処理場建設費,1251000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,12510000,12510000,1251000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,東京港海岸保全費,261000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,2610000,2610000,261000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,東京港埠頭公社貸付金（普通）,89000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,890000,890000,89000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,島しょ等港湾整備費,1013000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,10130000,10130000,1013000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,その他,減税補てん債,1986000,17,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,19860000,19860000,1986000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,橋梁整備費,100000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,1000000,1000000,100000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,東京港整備費,268000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,2680000,2680000,268000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,保健衛生費,東京港廃棄物処理場建設費,401000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,4010000,4010000,401000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,東京港海岸保全費,172000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,1720000,1720000,172000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-6,土木費,島しょ等港湾整備費,727000,16,17.06.20,18.02,07.03,08.25,02.25,2.000,-,-,7270000,7270000,727000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,教育費,都立学校整備費,5000000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,54000000,54000000,5000000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,その他（普通債）,高速電車事業会計出資金,5000000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,54000000,54000000,5000000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,地下高速鉄道建設事業助成費,12000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,129600,129600,12000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,首都高速道路公団出資金,1016000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,10972800,10972800,1016000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,首都高速道路公団貸付金,705000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,7614000,7614000,705000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,道路整備費,100000,16,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,1080000,1080000,100000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,街路整備費,10070000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,108756000,108756000,10070000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,街路整備費,164000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,1771200,1771200,164000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,街路整備費,4668000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,50414400,50414400,4668000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,中小河川整備費,679000,17,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,7333200,7333200,679000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-7,土木費,首都高速道路公団貸付金,2586000,16,17.10.21,18.02,07.09,08.25,02.25,2.160,-,-,27928800,27928800,2586000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-8,土木費,東京港整備費,298000,08,18.06.12,19.02,08.03,08.25,02.25,2.360,-,-,3516400,3516400,298000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-8,土木費,街路整備費,10712000,08,18.06.12,19.02,08.03,08.25,02.25,2.360,-,-,126401600,126401600,10712000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-8,保健衛生費,東京港廃棄物処理場建設費,5800000,08,18.06.12,19.02,08.03,08.25,02.25,2.360,-,-,68440000,68440000,5800000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-8,土木費,首都高速道路公団出資金,3190000,08,18.06.12,19.02,08.03,08.25,02.25,2.360,-,-,37642000,37642000,3190000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,道路補修費,673000,61,18.06.26,19.02,28.06,08.25,02.25,1.860,673000000,-,3989189,-,673000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,中小河川整備費,2692000,61,18.06.26,19.02,28.06,08.25,02.25,1.860,2692000000,-,15956756,-,2692000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,公園整備費,2320000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,2320000000,-,13751736,-,2320000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,中小河川整備費,290000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,290000000,-,1718967,-,290000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,中小河川整備費,5800000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,5800000000,-,34379341,-,5800000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,高潮防御施設費,290000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,290000000,-,1718967,-,290000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,砂防海岸整備費,290000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,290000000,-,1718967,-,290000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,保健衛生費,東京港廃棄物処理場建設費,560000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,560000000,-,3319385,-,560000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,東京港海岸保全費,1450000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,1450000000,-,8594835,-,1450000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,教育費,都立学校整備費,580000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,580000000,-,3437934,-,580000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,教育費,都立学校整備費,5800000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,5800000000,-,34379341,-,5800000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,警察費,施設費,890000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,890000000,-,5275451,-,890000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,その他（普通債）,高速電車事業会計出資金,2900000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,2900000000,-,17189670,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,街路整備費,12877000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,12877000000,-,76328064,-,12877000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,教育費,都立学校整備費,291000,61,18.06.26,19.02,28.06,08.25,02.25,1.860,291000000,-,1724894,-,291000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,東京都住宅供給公社助成費,1740000,08,18.06.26,19.02,28.06,08.25,02.25,1.860,1740000000,-,10313802,-,1740000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,街路整備費,673000,61,18.06.26,19.02,28.06,08.25,02.25,1.860,673000000,-,3989189,-,673000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-634,土木費,公園整備費,673000,61,18.06.26,19.02,28.06,08.25,02.25,1.860,673000000,-,3989189,-,673000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-5,土木費,羽田空港再拡張事業貸付金,10000000,18,18.06.30,19.02,18.03,08.25,02.25,2.740,-,-,137000000,137000000,10000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-5,土木費,首都高速道路公団出資金,9000000,18,18.06.30,19.02,18.03,08.25,02.25,2.740,-,-,123300000,123300000,9000000000
一般会計,一般会計普通債,長期債,債券,公募,公募30-5,教育費,都立学校整備費,1000000,18,18.06.30,19.02,18.03,08.25,02.25,2.740,-,-,13700000,13700000,1000000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,街路整備費,4523000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,4523000000,-,28827912,-,4523000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,市街地再開発費,580000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,580000000,-,3696703,-,580000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,消防費,施設整備費,2320000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,2320000000,-,14786813,-,2320000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,道路整備費,671000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,671000000,-,4276703,-,671000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,道路補修費,673000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,673000000,-,4289451,-,673000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,直轄事業負担金（民間）,168000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,168000000,-,1070769,-,168000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,高潮防御施設費,168000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,168000000,-,1070769,-,168000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,街路整備費,8700000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,8700000000,-,55450549,-,8700000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,公園整備費,673000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,673000000,-,4289451,-,673000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,保健衛生費,東京港廃棄物処理場建設費,457000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,457000000,-,2912747,-,457000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,東京港整備費,2320000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,2320000000,-,14786813,-,2320000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,警察費,施設費,1160000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,1160000000,-,7393407,-,1160000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,社会及労働施設費,労働経済施設整備費,1740000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,1740000000,-,11090110,-,1740000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,道路補修費,8700000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,8700000000,-,55450549,-,8700000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,中小河川整備費,2900000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,2900000000,-,18483517,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,教育費,都立学校整備費,673000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,673000000,-,4289451,-,673000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,その他（普通債）,高速電車事業会計出資金,2320000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,2320000000,-,14786813,-,2320000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,地下高速鉄道建設費貸付金,2320000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,2320000000,-,14786813,-,2320000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,道路整備費,5698000,08,18.07.26,19.02,28.06,08.25,02.25,2.000,5698000000,-,36316923,-,5698000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-635,土木費,道路補修費,336000,61,18.07.26,19.02,28.06,08.25,02.25,2.000,336000000,-,2141539,-,336000000
一般会計,一般会計普通債,長期債,債券,公募,公募20-9,土木費,羽田空港再拡張事業貸付金,8400000,18,18.08.15,19.02,08.06,08.25,02.25,2.440,-,-,102480000,102480000,8400000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,街路整備費,6688000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,6688000000,-,43479349,-,6688000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,道路整備費,3002000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,3002000000,-,19516299,-,3002000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,教育費,都立学校整備費,2900000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,2900000000,-,18853187,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,首都高速道路公団出資金,2900000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,2900000000,-,18853187,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,地下高速鉄道建設費貸付金,2900000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,2900000000,-,18853187,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,道路整備費,2900000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,2900000000,-,18853187,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,橋梁整備費,5800000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,5800000000,-,37706374,-,5800000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,橋梁整備費,535000,61,18.08.22,19.02,28.06,08.25,02.25,2.040,535000000,-,3478088,-,535000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,直轄事業負担金（民間）,168000,61,18.08.22,19.02,28.06,08.25,02.25,2.040,168000000,-,1092184,-,168000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,中小河川整備費,1009000,61,18.08.22,19.02,28.06,08.25,02.25,2.040,1009000000,-,6559609,-,1009000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,街路整備費,636000,61,18.08.22,19.02,28.06,08.25,02.25,2.040,636000000,-,4134699,-,636000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,その他（普通債）,地下高速鉄道建設費出資金（交通局）,1012000,61,18.08.22,19.02,28.06,08.25,02.25,2.040,1012000000,-,6579112,-,1012000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,首都高速道路公団貸付金,5220000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,5220000000,-,33935736,-,5220000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,交通安全施設費,2900000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,2900000000,-,18853187,-,2900000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-636,土木費,街路整備費,386000,08,18.08.22,19.02,28.06,08.25,02.25,2.040,386000000,-,2509424,-,386000000
一般会計,一般会計普通債,長期債,債券,公募,公募10-637,土木費,街路整備費,2514000,08,18.09.27,19.02,28.09,08.25,02.25,1.810,2514000000,-,25966614,-,2514000000
