三鷹市 固定資産台帳（平成28年度末）,,,,,,,,,,（単位：円）
会計区分,資産区分,資産名称,取得年月日,取得価額等,減価償却累計額,現在価額,"耐用
年数",用途,数量,"単位
呼称"
一般会計,事業用資産/建物,第一中学校応急給水用具置場,1982/3/31,"333,900","333,899",1,34,災害対策用施設,4.77,㎡
一般会計,事業用資産/建物,第二中学校応急給水用具置場,1980/10/9,"333,900","333,899",1,34,災害対策用施設,4.77,㎡
一般会計,事業用資産/建物,第四小学校応急給水用具置場,1980/10/9,"333,900","333,899",1,34,災害対策用施設,4.77,㎡
一般会計,事業用資産/建物,第五小学校応急給水用具置場,1980/10/9,"333,900","333,899",1,34,災害対策用施設,4.77,㎡
一般会計,事業用資産/建物,第六小学校応急給水用具置場,1980/10/9,"333,900","333,899",1,34,災害対策用施設,4.77,㎡
一般会計,事業用資産/建物,大沢台小学校応急給水用具置場,1982/3/31,"333,900","333,899",1,34,災害対策用施設,4.77,㎡
一般会計,事業用資産/建物,元気創造プラザ(防災行政無線電話自動応答システム設置工事),2017/3/28,"4,428,000",0,"4,428,000",10,災害対策用施設,1.00,式
一般会計,事業用資産/建物,災害対策用倉庫（大沢地区公会堂）,2017/2/6,"1,252,800",0,"1,252,800",24,災害対策用施設,5.81,㎡
一般会計,事業用資産/工作物,市民センター(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(三鷹台市政窓口)(40立方ﾒｰﾄﾙ),1985/3/12,"2,152,111","1,377,344","774,767",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(三鷹東部市政窓口)(40立方ﾒｰﾄﾙ),1985/11/6,"4,050,000","2,511,000","1,539,000",50,消防施設,1.00,基
一般会計,事業用資産/工作物,三鷹消防署下連雀出張所(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(井の頭五丁目11-21)(40立方ﾒｰﾄﾙ),1955/3/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営三鷹新川五丁目アパート)(100立方ﾒｰﾄﾙ),2003/1/14,"13,278,000","3,717,840","9,560,160",50,消防施設,1.00,基
一般会計,事業用資産/工作物,しんぐるま(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(牟礼六丁目25-22)(100立方ﾒｰﾄﾙ),1998/3/5,"13,278,000","5,045,640","8,232,360",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀三丁目3-22)(40立方ﾒｰﾄﾙ),1952/12/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(深大寺二丁目39-22)(40立方ﾒｰﾄﾙ),1961/3/31,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防署下連雀出張所)(40立方ﾒｰﾄﾙ),1973/3/31,"2,152,111","1,893,848","258,263",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(深大寺三丁目7-12)(40立方ﾒｰﾄﾙ),1958/11/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第十分団)(60立方ﾒｰﾄﾙ),2008/1/30,"49,770,000","8,958,600","40,811,400",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(牟礼七丁目1)(40立方ﾒｰﾄﾙ),1959/12/22,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,井の頭公園駅前(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(井の頭公園西園)(40立方ﾒｰﾄﾙ),1983/3/31,"2,152,111","1,463,428","688,683",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀七丁目26-26)(40立方ﾒｰﾄﾙ),1957/2/20,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀三丁目19-15)(40立方ﾒｰﾄﾙ),1952/12/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,駅前中央通り防災放送システム(防災行政無線デジタル化総事業(駅前中央通り防災放送システム)),2006/3/31,"19,002,822","5,225,770","13,777,052",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀二丁目15-1)(40立方ﾒｰﾄﾙ),1952/12/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(野崎三丁目6-25)(40立方ﾒｰﾄﾙ),1959/12/22,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀六丁目7-14)(40立方ﾒｰﾄﾙ),1954/3/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,戸別受信子局設備(防災行政無線デジタル化総事業(戸別受信子局設備)),2006/3/31,"7,141,474","1,963,896","5,177,578",40,災害対策用施設,1.00,式
一般会計,事業用資産/工作物,防火貯水槽(牟礼五丁目11-26)(40立方ﾒｰﾄﾙ),1977/11/30,"2,152,111","1,678,638","473,473",50,消防施設,1.00,基
一般会計,事業用資産/工作物,天文台下(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀一丁目7-15)(40立方ﾒｰﾄﾙ),1954/3/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀六丁目12-10)(40立方ﾒｰﾄﾙ),1958/11/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,三鷹三菱ビル(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(大沢三丁目10)(40立方ﾒｰﾄﾙ),1958/3/31,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新第一分団詰所)(60立方ﾒｰﾄﾙ),2010/3/26,"7,357,350","1,030,029","6,327,321",50,消防施設,1.00,基
一般会計,事業用資産/工作物,旧第一分団詰所(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第二分団)(40立方ﾒｰﾄﾙ),2003/2/28,"9,410,000","2,634,800","6,775,200",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第四分団)(40立方ﾒｰﾄﾙ),1993/10/28,"7,620,000","3,505,200","4,114,800",50,消防施設,1.00,基
一般会計,事業用資産/工作物,消防団第五分団(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,火の見櫓（第五分団）,1959/10/17,"120,000","119,999",1,45,その他の施設（公共用財産）,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第六分団)(40立方ﾒｰﾄﾙ),2005/2/28,"3,323,072","797,532","2,525,540",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第七分団)(60立方ﾒｰﾄﾙ),2007/2/23,"36,121,000","7,224,200","28,896,800",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第八分団)(60立方ﾒｰﾄﾙ),1991/12/10,"7,090,000","3,545,000","3,545,000",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(消防団第九分団)(40立方ﾒｰﾄﾙ),1996/2/13,"41,715,000","17,520,300","24,194,700",50,消防施設,1.00,基
一般会計,事業用資産/工作物,新川二丁目交差点(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新川六丁目24-2)(40立方ﾒｰﾄﾙ),1957/10/19,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(第一小学校校庭)(100立方ﾒｰﾄﾙ),2005/10/12,"17,325,000","3,811,500","13,513,500",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀四丁目19-18)(40立方ﾒｰﾄﾙ),1972/12/25,"2,152,111","1,893,848","258,263",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(井の頭一丁目30-14)(40立方ﾒｰﾄﾙ),1956/3/5,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀八丁目18-15)(40立方ﾒｰﾄﾙ),1958/11/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀二丁目11-5)(40立方ﾒｰﾄﾙ),1952/12/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(深大寺三丁目1-19)(40立方ﾒｰﾄﾙ),1960/3/31,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(第二小学校北)(40立方ﾒｰﾄﾙ),1955/3/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(牟礼六丁目19-12)(40立方ﾒｰﾄﾙ),1956/3/5,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀二丁目1-5)(40立方ﾒｰﾄﾙ),1956/3/5,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀六丁目8-52)(40立方ﾒｰﾄﾙ),1958/11/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(井の頭三丁目13-8)(40立方ﾒｰﾄﾙ),1954/3/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,上連雀浄水所(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新川公団)(100立方ﾒｰﾄﾙ),2004/6/16,"13,278,000","3,186,720","10,091,280",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新川公団 25-2)(40立方ﾒｰﾄﾙ),2000/7/1,"2,152,111","688,672","1,463,439",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新川公団 25-14)(40立方ﾒｰﾄﾙ),2000/7/1,"2,152,111","688,672","1,463,439",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(大沢二丁目7-21)(40立方ﾒｰﾄﾙ),1961/3/31,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,親局設備(防災行政無線デジタル化総事業(親局設備)),2006/3/31,"40,113,368","11,031,174","29,082,194",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(第三小学校北)(40立方ﾒｰﾄﾙ),1954/3/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀一丁目14-1)(20立方ﾒｰﾄﾙ),1977/11/30,"1,628,000","1,269,840","358,160",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀二丁目18-14)(40立方ﾒｰﾄﾙ),1957/2/20,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(中原一丁目3-38)(40立方ﾒｰﾄﾙ),1960/3/31,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(井の頭四丁目7-14)(40立方ﾒｰﾄﾙ),1977/11/30,"2,152,111","1,678,638","473,473",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新川四丁目4-3)(40立方ﾒｰﾄﾙ),1961/3/31,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀八丁目1-4)(20立方ﾒｰﾄﾙ),1977/11/30,"1,628,000","1,269,840","358,160",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀四丁目12-22)(40立方ﾒｰﾄﾙ),1955/3/25,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(中原小学校裏)(40立方ﾒｰﾄﾙ),1977/11/30,"2,152,111","1,678,638","473,473",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(第五小学校東)(40立方ﾒｰﾄﾙ),1958/11/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,大成高校グラウンド(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(中央保育園前)(40立方ﾒｰﾄﾙ),1977/11/30,"2,152,111","1,678,638","473,473",50,消防施設,1.00,基
一般会計,事業用資産/工作物,中原一丁目(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","598,334","1,577,450",40,災害対策用施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(中原二丁目21-10)(60立方ﾒｰﾄﾙ),1992/5/11,"10,620,000","5,097,600","5,522,400",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(牟礼六丁目7-21)(40立方ﾒｰﾄﾙ),1957/10/19,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀三丁目41-1)(40立方ﾒｰﾄﾙ),1954/3/30,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(新川三丁目15-11)(40立方ﾒｰﾄﾙ),1956/3/5,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営アパート北)(40立方ﾒｰﾄﾙ),1957/2/20,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営井の頭四丁目アパート)(100立方ﾒｰﾄﾙ),1994/3/9,"8,220,000","3,781,200","4,438,800",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(上連雀六丁目33-10)(40立方ﾒｰﾄﾙ),1958/1/20,"2,152,111","2,152,110",1,50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営井口五丁目アパート)(60立方ﾒｰﾄﾙ),1991/5/9,"8,080,000","4,040,000","4,040,000",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営下連雀一丁目アパート)(40立方ﾒｰﾄﾙ),1993/7/20,"2,152,111","989,966","1,162,145",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営下連雀七丁目アパート)(40立方ﾒｰﾄﾙ),1995/3/7,"2,152,111","946,924","1,205,187",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営下連雀七丁目第3アパート)(40立方ﾒｰﾄﾙ),2015/4/13,"2,152,111","43,042","2,109,069",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営三鷹第二アパート)(40立方ﾒｰﾄﾙ),2009/5/8,"2,152,111","301,294","1,850,817",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営深大寺第3アパート)(100立方ﾒｰﾄﾙ),1994/12/20,"13,278,000","5,842,320","7,435,680",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(大沢一丁目1-40)(40立方ﾒｰﾄﾙ),1977/11/30,"2,152,111","1,678,638","473,473",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(下連雀四丁目4-40)(20立方ﾒｰﾄﾙ),1977/11/30,"1,628,000","1,269,840","358,160",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営中原三丁目アパート)(100立方ﾒｰﾄﾙ),2000/1/5,"19,990,000","6,796,600","13,193,400",50,消防施設,1.00,基
一般会計,事業用資産/工作物,防火貯水槽(都営中原三丁目アパート)(40立方ﾒｰﾄﾙ),2000/1/5,"2,152,111","731,714","1,420,397",50,消防施設,1.00,基
