三鷹市 固定資産台帳（平成28年度末）,,,,,,,,,,（単位：円）
会計区分,資産区分,資産名称,取得年月日,取得価額等,減価償却累計額,現在価額,"耐用
年数",用途,数量,"単位
呼称"
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目3797-5),不明,0,0,0,,道路,3.21,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目3798-13),不明,0,0,0,,道路,0.41,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目3798-14),不明,0,0,0,,道路,0.88,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目3798-15),不明,0,0,0,,道路,4.75,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目3829-11),不明,0,0,0,,道路,1.30,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目3831-4),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目384-2),不明,0,0,0,,道路,18.00,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目385-3),不明,0,0,0,,道路,31.00,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目388-21),不明,0,0,0,,道路,5.76,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目388-27),不明,0,0,0,,道路,8.42,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目388-28),不明,0,0,0,,道路,6.32,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目388-29),不明,0,0,0,,道路,6.69,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目388-30),不明,0,0,0,,道路,7.35,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目388-31),不明,0,0,0,,道路,1.57,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目389-3),不明,0,0,0,,道路,30.00,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目389-4),不明,0,0,0,,道路,3.70,㎡
一般会計,インフラ資産/土地,市道第89号線(野崎三丁目411-8),不明,0,0,0,,道路,2.46,㎡
一般会計,インフラ資産/土地,市道第89号線(大沢三丁目3831-5),不明,0,0,0,,道路,0.73,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3770-26),2004/9/1,"11,462,822",0,"11,462,822",,道路,39.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3796-7),不明,0,0,0,,道路,0.21,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3796-9),不明,0,0,0,,道路,3.35,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3798-19),1993/3/12,"32,530,917",0,"32,530,917",,道路,57.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-14),不明,0,0,0,,道路,0.57,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-15),不明,0,0,0,,道路,8.05,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-16),不明,0,0,0,,道路,0.65,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-17),不明,0,0,0,,道路,2.74,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-19),不明,0,0,0,,道路,68.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-20),不明,0,0,0,,道路,5.46,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-21),不明,0,0,0,,道路,22.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-22),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-25),不明,0,0,0,,道路,188.76,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-27),不明,0,0,0,,道路,14.75,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3829-29),不明,0,0,0,,道路,61.85,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3831-5),不明,0,0,0,,道路,20.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3831-6),不明,0,0,0,,道路,44.00,㎡
一般会計,インフラ資産/土地,市道第89号線(深大寺二丁目3831-7),不明,0,0,0,,道路,43.00,㎡
一般会計,インフラ資産/土地,市道第90号線(野崎三丁目418-119),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第90号線(野崎三丁目418-125),不明,0,0,0,,道路,28.00,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目384-5),不明,0,0,0,,道路,34.00,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目385-10),不明,0,0,0,,道路,6.27,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目385-19),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目385-23),不明,0,0,0,,道路,46.00,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目385-9),不明,0,0,0,,道路,7.77,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目387-54),不明,0,0,0,,道路,8.16,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目389-33),不明,0,0,0,,道路,6.47,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目393-4),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第90号線(井口二丁目393-8),不明,0,0,0,,道路,87.00,㎡
一般会計,インフラ資産/土地,市道第90号線(井口三丁目191-2),不明,0,0,0,,道路,271.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目189-49),不明,0,0,0,,道路,3.70,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目189-53),不明,0,0,0,,道路,0.39,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目189-63),不明,0,0,0,,道路,3.54,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目189-65),不明,0,0,0,,道路,0.47,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目191-5),不明,0,0,0,,道路,4.72,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目191-6),不明,0,0,0,,道路,4.51,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3979-16),不明,0,0,0,,道路,3.21,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3979-17),不明,0,0,0,,道路,1.05,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3979-25),不明,0,0,0,,道路,107.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3979-26),不明,0,0,0,,道路,1.43,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3980-17),不明,0,0,0,,道路,133.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3981-23),不明,0,0,0,,道路,39.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目3981-24),不明,0,0,0,,道路,98.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4014-25),不明,0,0,0,,道路,30.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4014-26),不明,0,0,0,,道路,26.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4014-27),不明,0,0,0,,道路,17.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4019-15),不明,0,0,0,,道路,17.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4019-17),不明,0,0,0,,道路,1.13,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4019-3),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4019-6),不明,0,0,0,,道路,14.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4019-8),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4020-4),不明,0,0,0,,道路,3.57,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4020-6),不明,0,0,0,,道路,19.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4022-3),不明,0,0,0,,道路,49.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4022-6),不明,0,0,0,,道路,38.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4023-6),不明,0,0,0,,道路,6.20,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4024-29),不明,0,0,0,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4024-31),不明,0,0,0,,道路,6.61,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4024-40),不明,0,0,0,,道路,1.82,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4024-41),不明,0,0,0,,道路,2.09,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺一丁目4024-43),不明,0,0,0,,道路,4.06,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺二丁目4045-35),不明,0,0,0,,道路,9.37,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺二丁目4051-12),不明,0,0,0,,道路,25.00,㎡
一般会計,インフラ資産/土地,市道第90号線(深大寺二丁目4054-39),不明,0,0,0,,道路,1.52,㎡
一般会計,インフラ資産/土地,市道第91号線(井口三丁目223-19),不明,0,0,0,,道路,0.11,㎡
一般会計,インフラ資産/土地,市道第91号線(井口三丁目4001-10),不明,0,0,0,,道路,5.36,㎡
一般会計,インフラ資産/土地,市道第91号線(井口三丁目4001-11),不明,0,0,0,,道路,4.97,㎡
一般会計,インフラ資産/土地,市道第91号線(井口三丁目4001-12),不明,0,0,0,,道路,10.86,㎡
一般会計,インフラ資産/土地,市道第91号線(井口三丁目4001-13),2004/1/26,"3,252,172",0,"3,252,172",,道路,7.76,㎡
一般会計,インフラ資産/土地,市道第91号線(井口三丁目4010-12),不明,0,0,0,,道路,6.10,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目223-12),不明,0,0,0,,道路,1.39,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目224-2),不明,0,0,0,,道路,42.00,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目253-129),不明,0,0,0,,道路,8.91,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目253-131),不明,0,0,0,,道路,275.00,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目253-133),不明,0,0,0,,道路,2.45,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目253-136),不明,0,0,0,,道路,156.00,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目253-152),不明,0,0,0,,道路,1.50,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目3909-41),不明,0,0,0,,道路,101.00,㎡
一般会計,インフラ資産/土地,市道第91号線(井口四丁目3909-6),不明,0,0,0,,道路,15.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3935-9),不明,0,0,0,,道路,86.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3984-1),不明,0,0,0,,道路,35.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3987-10),不明,0,0,0,,道路,9.32,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3987-23),不明,0,0,0,,道路,7.85,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3987-24),不明,0,0,0,,道路,12.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3987-26),不明,0,0,0,,道路,3.65,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3987-6),不明,0,0,0,,道路,1.89,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3987-9),不明,0,0,0,,道路,9.40,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3988-4),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3988-8),不明,0,0,0,,道路,1.82,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3990-2),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3991-2),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3993-2),不明,0,0,0,,道路,25.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3993-4),不明,0,0,0,,道路,6.63,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3993-6),不明,0,0,0,,道路,4.93,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3994-7),不明,0,0,0,,道路,132.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3995-4),不明,0,0,0,,道路,11.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3996-3),不明,0,0,0,,道路,22.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3997-16),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目3999-4),不明,0,0,0,,道路,26.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4000-12),不明,0,0,0,,道路,15.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4000-13),不明,0,0,0,,道路,1.74,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4000-14),不明,0,0,0,,道路,3.34,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4000-6),不明,0,0,0,,道路,12.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4001-9),不明,0,0,0,,道路,9.73,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4002-2),不明,0,0,0,,道路,14.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺一丁目4005-12),不明,0,0,0,,道路,20.29,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺三丁目253-90),不明,0,0,0,,道路,61.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺三丁目3907-2),不明,0,0,0,,道路,76.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺三丁目3907-3),不明,0,0,0,,道路,59.00,㎡
一般会計,インフラ資産/土地,市道第91号線(深大寺三丁目3908-9),不明,0,0,0,,道路,69.00,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目832-2),不明,0,0,0,,道路,9.67,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-25),不明,0,0,0,,道路,2.14,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-26),不明,0,0,0,,道路,2.15,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-27),不明,0,0,0,,道路,2.18,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-28),不明,0,0,0,,道路,0.27,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-29),不明,0,0,0,,道路,3.28,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-30),不明,0,0,0,,道路,5.03,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-31),不明,0,0,0,,道路,0.32,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-32),不明,0,0,0,,道路,2.02,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-34),不明,0,0,0,,道路,0.27,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-35),不明,0,0,0,,道路,0.27,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-36),不明,0,0,0,,道路,2.44,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目834-37),不明,0,0,0,,道路,0.27,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目837-2),不明,0,0,0,,道路,3.88,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目838-133),不明,0,0,0,,道路,0.85,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目838-134),不明,0,0,0,,道路,1.58,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目838-135),不明,0,0,0,,道路,0.53,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目838-144),不明,0,0,0,,道路,1.02,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目838-147),不明,0,0,0,,道路,2.61,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目838-149),不明,0,0,0,,道路,0.54,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目840-13),不明,0,0,0,,道路,0.17,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目840-14),不明,0,0,0,,道路,2.86,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目840-15),不明,0,0,0,,道路,2.33,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目840-16),不明,0,0,0,,道路,1.84,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目840-17),不明,0,0,0,,道路,2.38,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目841-49),不明,0,0,0,,道路,1.60,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-45),不明,0,0,0,,道路,27.00,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-47),不明,0,0,0,,道路,2.34,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-50),不明,0,0,0,,道路,0.10,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-57),不明,0,0,0,,道路,1.78,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-58),不明,0,0,0,,道路,0.78,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-59),不明,0,0,0,,道路,2.48,㎡
一般会計,インフラ資産/土地,市道第92号線(大沢四丁目842-60),不明,0,0,0,,道路,1.95,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-10),不明,0,0,0,,道路,6.27,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-19),不明,0,0,0,,道路,0.52,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-20),不明,0,0,0,,道路,1.85,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-26),不明,0,0,0,,道路,1.48,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-41),不明,0,0,0,,道路,2.63,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-42),不明,0,0,0,,道路,0.49,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-43),不明,0,0,0,,道路,4.58,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1313-73),不明,0,0,0,,道路,0.92,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1318-10),不明,0,0,0,,道路,5.82,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1318-11),不明,0,0,0,,道路,2.02,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1318-6),不明,0,0,0,,道路,4.09,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目1318-9),不明,0,0,0,,道路,1.29,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目233-10),不明,0,0,0,,道路,4.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目233-8),不明,0,0,0,,道路,4.73,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目233-9),不明,0,0,0,,道路,3.66,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目240-3),不明,0,0,0,,道路,0.96,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目240-4),不明,0,0,0,,道路,1.21,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目240-6),不明,0,0,0,,道路,67.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目241-4),不明,0,0,0,,道路,80.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目241-5),不明,0,0,0,,道路,76.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目241-6),不明,0,0,0,,道路,146.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目243-3),不明,0,0,0,,道路,82.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目243-4),不明,0,0,0,,道路,108.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目244-2),不明,0,0,0,,道路,1.42,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目245-3),不明,0,0,0,,道路,5.21,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目245-4),不明,0,0,0,,道路,0.99,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目247-2),不明,0,0,0,,道路,67.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目248-2),不明,0,0,0,,道路,67.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-11),不明,0,0,0,,道路,20.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-12),不明,0,0,0,,道路,18.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-15),不明,0,0,0,,道路,19.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-17),不明,0,0,0,,道路,4.62,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-18),不明,0,0,0,,道路,1.98,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-19),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-20),不明,0,0,0,,道路,2.48,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-27),不明,0,0,0,,道路,0.02,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目264-31),不明,0,0,0,,道路,28.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目265-3),不明,0,0,0,,道路,59.00,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目265-4),不明,0,0,0,,道路,6.22,㎡
一般会計,インフラ資産/土地,市道第93号線(野崎四丁目265-5),不明,0,0,0,,道路,0.36,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1234-5),不明,0,0,0,,道路,1.02,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1235-2),不明,0,0,0,,道路,5.44,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1251-8),不明,0,0,0,,道路,28.03,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1252-5),不明,0,0,0,,道路,52.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1255-18),不明,0,0,0,,道路,7.43,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1255-19),不明,0,0,0,,道路,8.10,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1256-3),不明,0,0,0,,道路,6.10,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1256-4),不明,0,0,0,,道路,9.76,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1257-62),不明,0,0,0,,道路,2.84,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1263-2),不明,0,0,0,,道路,5.89,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1263-8),不明,0,0,0,,道路,84.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1264-3),不明,0,0,0,,道路,16.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1265-2),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1265-4),不明,0,0,0,,道路,13.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1270-3),不明,0,0,0,,道路,17.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1271-2),不明,0,0,0,,道路,33.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1272-2),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1273-2),不明,0,0,0,,道路,26.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1273-4),不明,0,0,0,,道路,18.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-1),不明,0,0,0,,道路,504.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-10),不明,0,0,0,,道路,128.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-12),不明,0,0,0,,道路,269.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-13),不明,0,0,0,,道路,0.37,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-2),不明,0,0,0,,道路,3.79,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-22),不明,0,0,0,,道路,3.51,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-23),不明,0,0,0,,道路,2.25,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-24),不明,0,0,0,,道路,5.14,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-41),不明,0,0,0,,道路,0.81,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-42),不明,0,0,0,,道路,1.43,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-53),不明,0,0,0,,道路,12.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-6),不明,0,0,0,,道路,6.11,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1275-8),不明,0,0,0,,道路,34.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-13),不明,0,0,0,,道路,0.34,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-20),不明,0,0,0,,道路,263.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-21),不明,0,0,0,,道路,2.53,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-22),不明,0,0,0,,道路,2.54,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-23),不明,0,0,0,,道路,2.02,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-7),不明,0,0,0,,道路,3.32,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-8),不明,0,0,0,,道路,20.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1276-9),不明,0,0,0,,道路,2.21,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1278-4),不明,0,0,0,,道路,6.07,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1278-5),不明,0,0,0,,道路,3.41,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1280-20),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1281-2),不明,0,0,0,,道路,1.36,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1281-4),不明,0,0,0,,道路,0.97,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1282-2),不明,0,0,0,,道路,0.74,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1349-37),不明,0,0,0,,道路,8.21,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1350-10),不明,0,0,0,,道路,4.89,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1350-11),不明,0,0,0,,道路,7.55,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1358-16),不明,0,0,0,,道路,10.00,㎡
一般会計,インフラ資産/土地,市道第94号線(大沢一丁目1358-17),不明,0,0,0,,道路,5.45,㎡
