区分,総数,平均価格,築地市場,足立市場,大田市場,構成比率総計比(％),構成比率種別比(％),構成比率部類別比(％)
その他冷凍魚類冷シルバ－金額(円),15560994,718,14728022,737155,95817,0.0,0.2,1.0
その他冷凍魚類冷すりみ数量(kg),8176,,7815,14,347,0.0,0.1,0.6
その他冷凍魚類冷すりみ金額(円),4955494,606,4616738,8543,330213,0.0,0.1,0.3
その他冷凍魚類冷たちうお数量(kg),5459,,5220,102,137,0.0,0.1,0.4
その他冷凍魚類冷たちうお金額(円),5256896,963,5002544,107957,146395,0.0,0.1,0.4
その他冷凍魚類冷たこ数量(kg),474398,,470785,2576,1037,1.5,7.8,36.3
その他冷凍魚類冷たこ金額(円),491682218,1036,486890394,3630091,1161733,1.4,5.8,33.1
その他冷凍魚類冷煮たこ数量(kg),31525,,31276,20,229,0.1,0.5,2.4
その他冷凍魚類冷煮たこ金額(円),50018402,1587,49514571,30888,472943,0.1,0.6,3.4
その他冷凍魚類冷たら数量(kg),17393,,16744,639,10,0.1,0.3,1.3
その他冷凍魚類冷たら金額(円),15646916,900,15138883,498529,9504,0.0,0.2,1.1
その他冷凍魚類冷ちか数量(kg),2141,,2111,30,0,0.0,0.0,0.2
その他冷凍魚類冷ちか金額(円),951912,445,935172,16740,0,0.0,0.0,0.1
その他冷凍魚類冷にしん数量(kg),9643,,9280,300,63,0.0,0.2,0.7
その他冷凍魚類冷にしん金額(円),2397278,249,2277938,98928,20412,0.0,0.0,0.2
その他冷凍魚類冷ぶり数量(kg),8150,,7909,231,10,0.0,0.1,0.6
その他冷凍魚類冷ぶり金額(円),7252989,890,7090503,153846,8640,0.0,0.1,0.5
その他冷凍魚類冷ほき数量(kg),4596,,2405,2146,45,0.0,0.1,0.4
その他冷凍魚類冷ほき金額(円),2762603,601,1511706,1214933,35964,0.0,0.0,0.2
その他冷凍魚類冷まとうだい数量(kg),313,,293,20,0,0.0,0.0,0.0
その他冷凍魚類冷まとうだい金額(円),289413,925,252909,36504,0,0.0,0.0,0.0
その他冷凍魚類冷まなかつお数量(kg),137,,120,17,0,0.0,0.0,0.0
その他冷凍魚類冷まなかつお金額(円),347728,2538,301752,45976,0,0.0,0.0,0.0
その他冷凍魚類冷めぬけ数量(kg),3562,,3562,0,0,0.0,0.1,0.3
その他冷凍魚類冷めぬけ金額(円),2666953,749,2666953,0,0,0.0,0.0,0.2
その他冷凍魚類冷メルル－サ数量(kg),4421,,3799,544,78,0.0,0.1,0.3
その他冷凍魚類冷メルル－サ金額(円),3910865,885,3311682,519436,79747,0.0,0.0,0.3
その他冷凍魚類冷凍鯨類数量(kg),14737,,14642,23,72,0.0,0.2,1.1
その他冷凍魚類冷凍鯨類金額(円),26720339,1813,26409261,85406,225672,0.1,0.3,1.8
その他冷凍魚類その他冷凍魚数量(kg),128803,,121616,6228,959,0.4,2.1,9.9
その他冷凍魚類その他冷凍魚金額(円),155971125,1211,144194093,8935878,2841154,0.5,1.9,10.5
淡水魚数量(kg),182790,,176774,4921,1095,0.6,100.0,
淡水魚金額(円),317142150,1735,307102234,8023575,2016341,0.9,100.0,
生鮮淡水魚類総数数量(kg),175216,,170477,3719,1020,0.6,95.9,100.0
生鮮淡水魚類総数金額(円),308535521,1761,299925389,6726441,1883691,0.9,97.3,100.0
生鮮淡水魚類あゆ数量(kg),122695,,119577,2356,762,0.4,67.1,70.0
生鮮淡水魚類あゆ金額(円),177579054,1447,173206253,3178224,1194577,0.5,56.0,57.6
生鮮淡水魚類いずみたい数量(kg),33,,33,0,0,0.0,0.0,0.0
生鮮淡水魚類いずみたい金額(円),36579,1108,36579,0,0,0.0,0.0,0.0
生鮮淡水魚類うなぎ数量(kg),24775,,24130,523,122,0.1,13.6,14.1
生鮮淡水魚類うなぎ金額(円),89454241,3611,86973451,2026566,454224,0.3,28.2,29.0
生鮮淡水魚類こい数量(kg),963,,963,0,0,0.0,0.5,0.5
生鮮淡水魚類こい金額(円),1060160,1101,1060160,0,0,0.0,0.3,0.3
生鮮淡水魚類どじょう数量(kg),2320,,1963,340,17,0.0,1.3,1.3
生鮮淡水魚類どじょう金額(円),4568976,1969,3767805,768312,32859,0.0,1.4,1.5
生鮮淡水魚類にじます数量(kg),12254,,12141,56,57,0.0,6.7,7.0
生鮮淡水魚類にじます金額(円),11648238,951,11506318,50976,90944,0.0,3.7,3.8
生鮮淡水魚類わかさぎ数量(kg),3466,,3230,221,15,0.0,1.9,2.0
生鮮淡水魚類わかさぎ金額(円),3635396,1049,3422144,202825,10427,0.0,1.1,1.2
生鮮淡水魚類その他生鮮淡水魚数量(kg),8710,,8440,223,47,0.0,4.8,5.0
生鮮淡水魚類その他生鮮淡水魚金額(円),20552877,2360,19952679,499538,100660,0.1,6.5,6.7
冷凍淡水魚類総数数量(kg),7574,,6297,1202,75,0.0,4.1,100.0
冷凍淡水魚類総数金額(円),8606629,1136,7176845,1297134,132650,0.0,2.7,100.0
冷凍淡水魚類冷あゆ数量(kg),2938,,2278,660,0,0.0,1.6,38.8
冷凍淡水魚類冷あゆ金額(円),3954093,1346,3104133,849960,0,0.0,1.2,45.9
冷凍淡水魚類冷わかさぎ数量(kg),769,,512,257,0,0.0,0.4,10.2
冷凍淡水魚類冷わかさぎ金額(円),376704,490,267408,109296,0,0.0,0.1,4.4
冷凍淡水魚類その他冷凍淡水魚数量(kg),3867,,3507,285,75,0.0,2.1,51.1
冷凍淡水魚類その他冷凍淡水魚金額(円),4275832,1106,3805304,337878,132650,0.0,1.3,49.7
海そう類数量(kg),589995,,560511,22984,6500,1.9,100.0,
海そう類金額(円),305165431,517,287847874,12713336,4604221,0.9,100.0,
海そう類総数数量(kg),589995,,560511,22984,6500,1.9,100.0,100.0
海そう類総数金額(円),305165431,517,287847874,12713336,4604221,0.9,100.0,100.0
海そう類生こんぶ数量(kg),35808,,33131,1577,1100,0.1,6.1,6.1
海そう類生こんぶ金額(円),17483614,488,16139798,858140,485676,0.1,5.7,5.7
海そう類干こんぶ数量(kg),2516,,2454,56,6,0.0,0.4,0.4
海そう類干こんぶ金額(円),4906334,1950,4809210,80989,16135,0.0,1.6,1.6
海そう類塩こんぶ数量(kg),69,,68,1,0,0.0,0.0,0.0
海そう類塩こんぶ金額(円),78884,1143,76184,2700,0,0.0,0.0,0.0
海そう類生わかめ数量(kg),57151,,54596,2297,258,0.2,9.7,9.7
海そう類生わかめ金額(円),36387136,637,34926687,1335636,124813,0.1,11.9,11.9
海そう類干わかめ数量(kg),1121,,1113,8,0,0.0,0.2,0.2
海そう類干わかめ金額(円),1424705,1271,1411745,12960,0,0.0,0.5,0.5
海そう類塩わかめ数量(kg),40024,,34264,4135,1625,0.1,6.8,6.8
海そう類塩わかめ金額(円),26777947,669,22867004,2482636,1428307,0.1,8.8,8.8
海そう類ひじき数量(kg),28648,,27601,825,222,0.1,4.9,4.9
海そう類ひじき金額(円),15831392,553,15130285,493992,207115,0.0,5.2,5.2
海そう類もずく数量(kg),276776,,270528,5484,764,0.9,46.9,46.9
海そう類もずく金額(円),97984681,354,94546330,2877637,560714,0.3,32.1,32.1
海そう類のり数量(kg),57414,,56041,613,760,0.2,9.7,9.7
海そう類のり金額(円),42168925,734,41027806,530214,610905,0.1,13.8,13.8
海そう類その他海そう数量(kg),90468,,80715,7988,1765,0.3,15.3,15.3
海そう類その他海そう金額(円),62121813,687,56912825,4038432,1170556,0.2,20.4,20.4
加工品数量(kg),9558788,,8967845,391817,199126,31.1,100.0,
加工品金額(円),9043774965,946,8539362075,363397885,141015005,26.3,100.0,
塩蔵品類総数数量(kg),1167463,,1114993,44943,7527,3.8,12.2,100.0
塩蔵品類総数金額(円),1941354856,1663,1830760062,97866453,12728341,5.6,21.5,100.0
塩蔵品類塩あきさけ数量(kg),49893,,49797,96,0,0.2,0.5,4.3
塩蔵品類塩あきさけ金額(円),47606617,954,47531881,74736,0,0.1,0.5,2.5
塩蔵品類塩しろさけ数量(kg),39837,,39356,481,0,0.1,0.4,3.4
塩蔵品類塩しろさけ金額(円),42220046,1060,41511728,708318,0,0.1,0.5,2.2
塩蔵品類塩べにさけ数量(kg),139495,,132400,5732,1363,0.5,1.5,11.9
塩蔵品類塩べにさけ金額(円),152883096,1096,143937737,7182603,1762756,0.4,1.7,7.9
塩蔵品類塩ぎんさけ数量(kg),265379,,246630,14983,3766,0.9,2.8,22.7
塩蔵品類塩ぎんさけ金額(円),272774782,1028,252365251,15833392,4576139,0.8,3.0,14.1
塩蔵品類塩ますのすけ数量(kg),283,,123,160,0,0.0,0.0,0.0
塩蔵品類塩ますのすけ金額(円),438675,1550,205395,233280,0,0.0,0.0,0.0
塩蔵品類塩ます数量(kg),13881,,13805,75,1,0.0,0.1,1.2
塩蔵品類塩ます金額(円),16544982,1192,16502735,24300,17947,0.0,0.2,0.9
塩蔵品類塩さば数量(kg),35991,,34024,1967,0,0.1,0.4,3.1
塩蔵品類塩さば金額(円),18492456,514,17344327,1148129,0,0.1,0.2,1.0
塩蔵品類塩ほっけ数量(kg),190,,0,190,0,0.0,0.0,0.0
塩蔵品類塩ほっけ金額(円),42660,225,0,42660,0,0.0,0.0,0.0
塩蔵品類すじこ数量(kg),29233,,26774,2436,23,0.1,0.3,2.5
塩蔵品類すじこ金額(円),87361190,2988,79530385,7734203,96602,0.3,1.0,4.5
塩蔵品類いくら数量(kg),102295,,95165,6818,312,0.3,1.1,8.8
塩蔵品類いくら金額(円),593432692,5801,550760960,40693965,1977767,1.7,6.6,30.6
塩蔵品類すけこ数量(kg),100085,,97946,1767,372,0.3,1.0,8.6
塩蔵品類すけこ金額(円),147060794,1469,142096896,3994231,969667,0.4,1.6,7.6
塩蔵品類めんたいこ数量(kg),166779,,162570,3306,903,0.5,1.7,14.3
塩蔵品類めんたいこ金額(円),257558363,1544,248587531,6934856,2035976,0.7,2.8,13.3
塩蔵品類塩かずのこ数量(kg),16947,,12697,4250,0,0.1,0.2,1.5
塩蔵品類塩かずのこ金額(円),41387672,2442,31971097,9416575,0,0.1,0.5,2.1
塩蔵品類塩いか数量(kg),4514,,3509,625,380,0.0,0.0,0.4
塩蔵品類塩いか金額(円),5987481,1326,4562805,873608,551068,0.0,0.1,0.3
塩蔵品類塩から数量(kg),68095,,66298,1695,102,0.2,0.7,5.8
塩蔵品類塩から金額(円),66683295,979,64781597,1814053,87645,0.2,0.7,3.4
塩蔵品類塩うに数量(kg),1275,,1251,7,17,0.0,0.0,0.1
塩蔵品類塩うに金額(円),3113022,2442,3002581,25661,84780,0.0,0.0,0.2
塩蔵品類塩くらげ数量(kg),4125,,3906,56,163,0.0,0.0,0.4
塩蔵品類塩くらげ金額(円),5721228,1387,5463972,38232,219024,0.0,0.1,0.3
塩蔵品類このわた数量(kg),266,,265,1,0,0.0,0.0,0.0
塩蔵品類このわた金額(円),963630,3623,942030,21600,0,0.0,0.0,0.0
塩蔵品類子持ちこんぶ数量(kg),39327,,39104,194,29,0.1,0.4,3.4
塩蔵品類子持ちこんぶ金額(円),121092615,3079,120304607,660453,127555,0.4,1.3,6.2
塩蔵品類その他塩蔵品数量(kg),89573,,89373,104,96,0.3,0.9,7.7
塩蔵品類その他塩蔵品金額(円),59989560,670,59356547,411598,221415,0.2,0.7,3.1
塩干品類総数数量(kg),1487764,,1442153,38919,6692,4.8,15.6,100.0
塩干品類総数金額(円),980916347,659,944296604,30176474,6443269,2.9,10.8,100.0
塩干品類丸干あじ数量(kg),1005,,1005,0,0,0.0,0.0,0.1
塩干品類丸干あじ金額(円),636601,633,636601,0,0,0.0,0.0,0.1
塩干品類丸干いわし数量(kg),53267,,50702,2293,272,0.2,0.6,3.6
塩干品類丸干いわし金額(円),26411352,496,25153320,1089161,168871,0.1,0.3,2.7
塩干品類丸干うるめ数量(kg),12571,,11773,238,560,0.0,0.1,0.8
塩干品類丸干うるめ金額(円),14500900,1154,13604422,293079,603399,0.0,0.2,1.5
塩干品類丸干さんま数量(kg),4576,,4400,176,0,0.0,0.0,0.3
塩干品類丸干さんま金額(円),2074840,453,1941387,133453,0,0.0,0.0,0.2
塩干品類丸干はたはた数量(kg),16516,,15803,665,48,0.1,0.2,1.1
塩干品類丸干はたはた金額(円),16418922,994,15805209,556688,57025,0.0,0.2,1.7
塩干品類その他丸干数量(kg),19053,,18274,723,56,0.1,0.2,1.3
塩干品類その他丸干金額(円),17176734,902,16458519,632355,85860,0.0,0.2,1.8
塩干品類開干あじ数量(kg),522150,,513151,8028,971,1.7,5.5,35.1
塩干品類開干あじ金額(円),236984048,454,230771083,5438877,774088,0.7,2.6,24.2
塩干品類開干むろあじ数量(kg),834,,834,0,0,0.0,0.0,0.1
塩干品類開干むろあじ金額(円),700526,840,700526,0,0,0.0,0.0,0.1
塩干品類開干いか数量(kg),17618,,16142,1476,0,0.1,0.2,1.2
塩干品類開干いか金額(円),15982617,907,14116917,1865700,0,0.0,0.2,1.6
塩干品類開干かます数量(kg),12636,,12317,319,0,0.0,0.1,0.8
塩干品類開干かます金額(円),10530204,833,10289759,240445,0,0.0,0.1,1.1
塩干品類開干さば数量(kg),157075,,148582,8016,477,0.5,1.6,10.6
塩干品類開干さば金額(円),93223580,593,87432866,5495516,295198,0.3,1.0,9.5
塩干品類開干さんま数量(kg),99984,,95308,4196,480,0.3,1.0,6.7
塩干品類開干さんま金額(円),54493116,545,51481799,2721878,289439,0.2,0.6,5.6
塩干品類開干たら数量(kg),2044,,2044,0,0,0.0,0.0,0.1
塩干品類開干たら金額(円),1720742,842,1720742,0,0,0.0,0.0,0.2
塩干品類開干ほっけ数量(kg),216464,,208708,6312,1444,0.7,2.3,14.5
塩干品類開干ほっけ金額(円),177533226,820,170126534,5514049,1892643,0.5,2.0,18.1
塩干品類その他開干数量(kg),105836,,104982,718,136,0.3,1.1,7.1
塩干品類その他開干金額(円),75957511,718,75169382,609539,178590,0.2,0.8,7.7
塩干品類あじみりん干数量(kg),1378,,1378,0,0,0.0,0.0,0.1
塩干品類あじみりん干金額(円),1984904,1440,1984904,0,0,0.0,0.0,0.2
塩干品類いわしみりん干数量(kg),3312,,3167,145,0,0.0,0.0,0.2
塩干品類いわしみりん干金額(円),4908687,1482,4740676,168011,0,0.0,0.1,0.5
塩干品類さんまみりん干数量(kg),1994,,1805,189,0,0.0,0.0,0.1
塩干品類さんまみりん干金額(円),2126654,1067,2021192,105462,0,0.0,0.0,0.2
塩干品類その他みりん干数量(kg),25601,,25246,325,30,0.1,0.3,1.7
塩干品類その他みりん干金額(円),25191127,984,24642648,514459,34020,0.1,0.3,2.6
塩干品類めざし数量(kg),15370,,15125,245,0,0.0,0.2,1.0
塩干品類めざし金額(円),8752319,569,8548384,203935,0,0.0,0.1,0.9
塩干品類くさや数量(kg),3068,,2972,96,0,0.0,0.0,0.2
塩干品類くさや金額(円),4444595,1449,4168006,276589,0,0.0,0.0,0.5
塩干品類むしかれい数量(kg),120,,120,0,0,0.0,0.0,0.0
塩干品類むしかれい金額(円),298759,2490,298759,0,0,0.0,0.0,0.0
塩干品類文化かれい数量(kg),8,,8,0,0,0.0,0.0,0.0
塩干品類文化かれい金額(円),44064,5508,44064,0,0,0.0,0.0,0.0
塩干品類ししゃも数量(kg),81967,,79621,2336,10,0.3,0.9,5.5
塩干品類ししゃも金額(円),78369724,956,76307724,2034460,27540,0.2,0.9,8.0
塩干品類すきみたら数量(kg),43955,,43802,153,0,0.1,0.5,3.0
塩干品類すきみたら金額(円),45809496,1042,45631674,177822,0,0.1,0.5,4.7
塩干品類干いぼたい数量(kg),4427,,4272,120,35,0.0,0.0,0.3
塩干品類干いぼたい金額(円),4719309,1066,4586999,101692,30618,0.0,0.1,0.5
塩干品類その他塩干品数量(kg),64935,,60612,2150,2173,0.2,0.7,4.4
塩干品類その他塩干品金額(円),59921790,923,55912508,2003304,2005978,0.2,0.7,6.1
煮干製品類総数数量(kg),568936,,560038,6855,2043,1.8,6.0,100.0
煮干製品類総数金額(円),651631023,1145,639433924,9472935,2724164,1.9,7.2,100.0
煮干製品類煮干いわし数量(kg),80585,,80519,66,0,0.3,0.8,14.2
煮干製品類煮干いわし金額(円),61026472,757,60953599,72873,0,0.2,0.7,9.4
煮干製品類煮干えび数量(kg),3690,,3666,24,0,0.0,0.0,0.6
煮干製品類煮干えび金額(円),2747302,745,2711014,36288,0,0.0,0.0,0.4
煮干製品類かえり煮干数量(kg),3088,,3088,0,0,0.0,0.0,0.5
煮干製品類かえり煮干金額(円),4959668,1606,4959668,0,0,0.0,0.1,0.8
煮干製品類こうなご数量(kg),8184,,8016,147,21,0.0,0.1,1.4
煮干製品類こうなご金額(円),16599058,2028,16154292,398196,46570,0.0,0.2,2.5
煮干製品類しらす干数量(kg),471415,,462782,6611,2022,1.5,4.9,82.9
煮干製品類しらす干金額(円),565035870,1199,553401824,8956452,2677594,1.6,6.2,86.7
煮干製品類しらうお干数量(kg),90,,90,0,0,0.0,0.0,0.0
煮干製品類しらうお干金額(円),66098,734,66098,0,0,0.0,0.0,0.0
煮干製品類その他煮干製品数量(kg),1884,,1877,7,0,0.0,0.0,0.3
煮干製品類その他煮干製品金額(円),1196555,635,1187429,9126,0,0.0,0.0,0.2
焼物製品類総数数量(kg),290059,,280094,9522,443,0.9,3.0,100.0
焼物製品類総数金額(円),754336669,2601,728158512,24571109,1607048,2.2,8.3,100.0
焼物製品類白焼うなぎ数量(kg),1124,,895,229,0,0.0,0.0,0.4
焼物製品類白焼うなぎ金額(円),4450050,3959,3603006,847044,0,0.0,0.0,0.6
焼物製品類蒲焼うなぎ数量(kg),152104,,144241,7420,443,0.5,1.6,52.4
焼物製品類蒲焼うなぎ金額(円),599257742,3940,576787371,20863323,1607048,1.7,6.6,79.4
焼物製品類焼かれい数量(kg),10,,0,10,0,0.0,0.0,0.0
焼物製品類焼かれい金額(円),4860,486,0,4860,0,0.0,0.0,0.0
焼物製品類その他焼物製品数量(kg),136821,,134958,1863,0,0.4,1.4,47.2
焼物製品類その他焼物製品金額(円),150624017,1101,147768135,2855882,0,0.4,1.7,20.0
素干品類総数数量(kg),228593,,226784,1651,158,0.7,2.4,100.0
素干品類総数金額(円),505691557,2212,503275358,2168488,247711,1.5,5.6,100.0
素干品類干するめ（国内）数量(kg),16892,,16872,20,0,0.1,0.2,7.4
素干品類干するめ（国内）金額(円),62191176,3682,62095056,96120,0,0.2,0.7,12.3
素干品類その他干するめ数量(kg),111342,,111326,16,0,0.4,1.2,48.7
素干品類その他干するめ金額(円),308022885,2766,307897604,125281,0,0.9,3.4,60.9
素干品類干かれい数量(kg),29914,,29198,676,40,0.1,0.3,13.1
素干品類干かれい金額(円),18552820,620,18127753,374263,50804,0.1,0.2,3.7
素干品類干えび数量(kg),15717,,15596,84,37,0.1,0.2,6.9
素干品類干えび金額(円),20651364,1314,20363179,254705,33480,0.1,0.2,4.1
素干品類干貝数量(kg),1396,,1396,0,0,0.0,0.0,0.6
素干品類干貝金額(円),14071425,10080,14071425,0,0,0.0,0.2,2.8
素干品類身欠にしん数量(kg),22243,,21661,562,20,0.1,0.2,9.7
素干品類身欠にしん金額(円),13163143,592,12712393,434550,16200,0.0,0.1,2.6
素干品類たたみいわし数量(kg),2002,,1958,24,20,0.0,0.0,0.9
素干品類たたみいわし金額(円),4253511,2125,4085787,88344,79380,0.0,0.0,0.8
素干品類たづくり数量(kg),6409,,6409,0,0,0.0,0.1,2.8
素干品類たづくり金額(円),12892919,2012,12892919,0,0,0.0,0.1,2.5
素干品類棒たら数量(kg),129,,96,0,33,0.0,0.0,0.1
素干品類棒たら金額(円),170695,1323,131490,0,39205,0.0,0.0,0.0
素干品類その他素干品数量(kg),22549,,22272,269,8,0.1,0.2,9.9
素干品類その他素干品金額(円),51721619,2294,50897752,795225,28642,0.2,0.6,10.2
練製品類総数数量(kg),983953,,905503,63554,14896,3.2,10.3,100.0
練製品類総数金額(円),621071430,631,579462273,30859619,10749538,1.8,6.9,100.0
練製品類生ちくわ数量(kg),92560,,85397,6223,940,0.3,1.0,9.4
練製品類生ちくわ金額(円),53541905,578,51428262,1699545,414098,0.2,0.6,8.6
練製品類冷凍ちくわ数量(kg),23937,,18809,4521,607,0.1,0.3,2.4
練製品類冷凍ちくわ金額(円),13832550,578,10626601,2693367,512582,0.0,0.2,2.2
練製品類珍味ちくわ数量(kg),760,,702,37,21,0.0,0.0,0.1
練製品類珍味ちくわ金額(円),577178,759,520824,34970,21384,0.0,0.0,0.1
練製品類かまぼこ数量(kg),115044,,104224,8570,2250,0.4,1.2,11.7
練製品類かまぼこ金額(円),84088325,731,76962046,4567160,2559119,0.2,0.9,13.5
練製品類珍味かまぼこ数量(kg),10060,,9953,99,8,0.0,0.1,1.0
練製品類珍味かまぼこ金額(円),8009221,796,7928315,66596,14310,0.0,0.1,1.3
練製品類かに風味かまぼこ数量(kg),90781,,79314,7307,4160,0.3,0.9,9.2
練製品類かに風味かまぼこ金額(円),61755271,680,55391840,3583561,2779870,0.2,0.7,9.9
練製品類笹かまぼこ数量(kg),18453,,17587,827,39,0.1,0.2,1.9
練製品類笹かまぼこ金額(円),11693717,634,11259570,401543,32604,0.0,0.1,1.9
練製品類なると数量(kg),18229,,16248,1313,668,0.1,0.2,1.9
練製品類なると金額(円),10180962,559,8948573,785678,446711,0.0,0.1,1.6
練製品類はんぺん数量(kg),32329,,24697,7033,599,0.1,0.3,3.3
練製品類はんぺん金額(円),15470308,479,12571297,2494016,404995,0.0,0.2,2.5
練製品類揚物数量(kg),421186,,396303,21823,3060,1.4,4.4,42.8
練製品類揚物金額(円),259095398,615,245210185,11823683,2061530,0.8,2.9,41.7
練製品類伊達巻数量(kg),3403,,3261,97,45,0.0,0.0,0.3
練製品類伊達巻金額(円),2599254,764,2437007,113994,48253,0.0,0.0,0.4
練製品類ソ－セ－ジ数量(kg),23688,,21906,1463,319,0.1,0.2,2.4
練製品類ソ－セ－ジ金額(円),23275429,983,22194262,803521,277646,0.1,0.3,3.7
練製品類ハム数量(kg),14150,,13850,182,118,0.0,0.1,1.4
練製品類ハム金額(円),23857399,1686,23527093,149472,180834,0.1,0.3,3.8
練製品類その他練製品数量(kg),119373,,113252,4059,2062,0.4,1.2,12.1
練製品類その他練製品金額(円),53094513,445,50456398,1642513,995602,0.2,0.6,8.5
湯煮品類総数数量(kg),363374,,333904,19665,9805,1.2,3.8,100.0
湯煮品類総数金額(円),594546671,1636,547196157,31651240,15699274,1.7,6.6,100.0
湯煮品類煮いか数量(kg),10941,,9398,1480,63,0.0,0.1,3.0
湯煮品類煮いか金額(円),11606969,1061,10056702,1478663,71604,0.0,0.1,2.0
湯煮品類煮ホタルいか数量(kg),2317,,2315,2,0,0.0,0.0,0.6
湯煮品類煮ホタルいか金額(円),2752607,1188,2749907,2700,0,0.0,0.0,0.5
湯煮品類煮えび数量(kg),25877,,25126,690,61,0.1,0.3,7.1
湯煮品類煮えび金額(円),46739535,1806,45646929,959906,132700,0.1,0.5,7.9
湯煮品類煮ずわいかに数量(kg),15166,,15008,0,158,0.0,0.2,4.2
湯煮品類煮ずわいかに金額(円),77895546,5136,76710624,0,1184922,0.2,0.9,13.1
湯煮品類煮たらばかに数量(kg),301,,301,0,0,0.0,0.0,0.1
湯煮品類煮たらばかに金額(円),1016496,3377,1016496,0,0,0.0,0.0,0.2
湯煮品類煮毛かに数量(kg),14,,14,0,0,0.0,0.0,0.0
湯煮品類煮毛かに金額(円),44215,3158,44215,0,0,0.0,0.0,0.0
湯煮品類煮たこ数量(kg),197196,,176926,16909,3361,0.6,2.1,54.3
湯煮品類煮たこ金額(円),306061599,1552,271531652,28088352,6441595,0.9,3.4,51.5
湯煮品類かまあげ数量(kg),80349,,74163,156,6030,0.3,0.8,22.1
湯煮品類かまあげ金額(円),104183899,1297,96326894,162324,7694681,0.3,1.2,17.5
湯煮品類むきしゃこ数量(kg),1846,,1720,66,60,0.0,0.0,0.5
湯煮品類むきしゃこ金額(円),15099912,8180,14509476,522396,68040,0.0,0.2,2.5
湯煮品類なまり数量(kg),17388,,17001,337,50,0.1,0.2,4.8
湯煮品類なまり金額(円),17038052,980,16661692,346228,30132,0.0,0.2,2.9
湯煮品類その他湯煮品数量(kg),11979,,11932,25,22,0.0,0.1,3.3
湯煮品類その他湯煮品金額(円),12107841,1011,11941570,90671,75600,0.0,0.1,2.0
切身加工品類総数数量(kg),251247,,230842,13554,6851,0.8,2.6,100.0
切身加工品類総数金額(円),331363929,1319,295970666,21544184,13849079,1.0,3.7,100.0
切身加工品類冷まぐろ切身Ｐ数量(kg),76284,,58952,10486,6846,0.2,0.8,30.4
切身加工品類冷まぐろ切身Ｐ金額(円),143345840,1879,113905123,15596887,13843830,0.4,1.6,43.3
切身加工品類冷赤魚切身Ｐ数量(kg),12083,,12075,8,0,0.0,0.1,4.8
切身加工品類冷赤魚切身Ｐ金額(円),7103670,588,7099134,4536,0,0.0,0.1,2.1
切身加工品類冷かれい切身Ｐ数量(kg),3303,,3303,0,0,0.0,0.0,1.3
切身加工品類冷かれい切身Ｐ金額(円),2806757,850,2806757,0,0,0.0,0.0,0.8
切身加工品類冷さけ切身Ｐ数量(kg),56272,,54481,1791,0,0.2,0.6,22.4
切身加工品類冷さけ切身Ｐ金額(円),87276993,1551,83367879,3909114,0,0.3,1.0,26.3
切身加工品類冷さば切身Ｐ数量(kg),15685,,15680,0,5,0.1,0.2,6.2
切身加工品類冷さば切身Ｐ金額(円),11369559,725,11364310,0,5249,0.0,0.1,3.4
切身加工品類冷たら切身Ｐ数量(kg),6620,,6313,307,0,0.0,0.1,2.6
切身加工品類冷たら切身Ｐ金額(円),4345845,656,4034643,311202,0,0.0,0.0,1.3
切身加工品類その他冷切身Ｐ数量(kg),81000,,80038,962,0,0.3,0.8,32.2
切身加工品類その他冷切身Ｐ金額(円),75115265,927,73392820,1722445,0,0.2,0.8,22.7
小型魚介類総数数量(kg),182362,,176629,3737,1996,0.6,1.9,100.0
小型魚介類総数金額(円),264016891,1448,252730107,8247286,3039498,0.8,2.9,100.0
小型魚介類冷えび類Ｐ数量(kg),97356,,92575,2944,1837,0.3,1.0,53.4
小型魚介類冷えび類Ｐ金額(円),152900198,1571,143231495,7001696,2667007,0.4,1.7,57.9
小型魚介類冷貝類Ｐ数量(kg),24895,,24895,0,0,0.1,0.3,13.7
小型魚介類冷貝類Ｐ金額(円),22405067,900,22405067,0,0,0.1,0.2,8.5
小型魚介類冷小型いか類Ｐ数量(kg),26692,,26029,663,0,0.1,0.3,14.6
小型魚介類冷小型いか類Ｐ金額(円),46941431,1759,45864942,1076489,0,0.1,0.5,17.8
小型魚介類その他小型魚介類Ｐ数量(kg),33419,,33130,130,159,0.1,0.3,18.3
小型魚介類その他小型魚介類Ｐ金額(円),41770195,1250,41228603,169101,372491,0.1,0.5,15.8
その他加工品類総数数量(kg),2154550,,1946499,65381,142670,7.0,22.5,100.0
その他加工品類総数金額(円),1691800083,785,1548633461,72614313,70552309,4.9,18.7,100.0
その他加工品類煮あわび数量(kg),40,,35,5,0,0.0,0.0,0.0
その他加工品類煮あわび金額(円),684492,17112,622122,62370,0,0.0,0.0,0.0
その他加工品類味付ほたて数量(kg),228,,184,44,0,0.0,0.0,0.0
その他加工品類味付ほたて金額(円),737674,3235,591766,145908,0,0.0,0.0,0.0
その他加工品類その他加工貝数量(kg),89742,,89319,90,333,0.3,0.9,4.2
その他加工品類その他加工貝金額(円),17186599,192,16516464,175651,494484,0.0,0.2,1.0
その他加工品類酢たこ数量(kg),9867,,9559,288,20,0.0,0.1,0.5
その他加工品類酢たこ金額(円),9857639,999,9341507,474552,41580,0.0,0.1,0.6
その他加工品類味付たこ数量(kg),1744,,1667,77,0,0.0,0.0,0.1
その他加工品類味付たこ金額(円),2821257,1618,2589975,231282,0,0.0,0.0,0.2
