地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口(人）,面積（平方キロメートル）,人口密度（人／平方キロメートル）,常住人口(人）,昼間・常住人口比率（％）
102055,1310201400,102,14,0,,,,●,,40,140,中央区,日本橋本町,,日本橋本町,22331,0.19,117531.6,1013,2204.4
102056,1310201401,102,14,1,,,,,●,50,14001,中央区,日本橋本町,日本橋本町1丁目,日本橋本町1丁目,5780,0.05,115600,211,2739.3
102057,1310201402,102,14,2,,,,,●,50,14002,中央区,日本橋本町,日本橋本町2丁目,日本橋本町2丁目,4937,0.04,123425,185,2668.6
102058,1310201403,102,14,3,,,,,●,50,14003,中央区,日本橋本町,日本橋本町3丁目,日本橋本町3丁目,5614,0.04,140350,138,4068.1
102059,1310201404,102,14,4,,,,,●,50,14004,中央区,日本橋本町,日本橋本町4丁目,日本橋本町4丁目,6000,0.06,100000,479,1252.6
102060,1310201500,102,15,0,,,,●,○,41,150,中央区,日本橋小舟町,,日本橋小舟町,5722,0.05,114440,787,727.1
102061,1310201600,102,16,0,,,,●,○,41,160,中央区,日本橋小伝馬町,,日本橋小伝馬町,9834,0.08,122925,917,1072.4
102062,1310201700,102,17,0,,,,●,○,41,170,中央区,日本橋大伝馬町,,日本橋大伝馬町,6634,0.05,132680,1389,477.6
102063,1310201800,102,18,0,,,,●,,40,180,中央区,日本橋堀留町,,日本橋堀留町,9996,0.09,111066.7,2209,452.5
102064,1310201801,102,18,1,,,,,●,50,18001,中央区,日本橋堀留町,日本橋堀留町1丁目,日本橋堀留町1丁目,6031,0.05,120620,773,780.2
102065,1310201802,102,18,2,,,,,●,50,18002,中央区,日本橋堀留町,日本橋堀留町2丁目,日本橋堀留町2丁目,3965,0.04,99125,1436,276.1
102066,1310201900,102,19,0,,,,●,○,41,190,中央区,日本橋富沢町,,日本橋富沢町,4472,0.06,74533.3,1018,439.3
102067,1310202000,102,20,0,,,,●,,40,200,中央区,日本橋人形町,,日本橋人形町,16949,0.2,84745,4959,341.8
102068,1310202001,102,20,1,,,,,●,50,20001,中央区,日本橋人形町,日本橋人形町1丁目,日本橋人形町1丁目,5418,0.06,90300,1487,364.4
102069,1310202002,102,20,2,,,,,●,50,20002,中央区,日本橋人形町,日本橋人形町2丁目,日本橋人形町2丁目,6763,0.1,67630,2589,261.2
102070,1310202003,102,20,3,,,,,●,50,20003,中央区,日本橋人形町,日本橋人形町3丁目,日本橋人形町3丁目,4768,0.04,119200,883,540
102071,1310202100,102,21,0,,,,●,○,41,210,中央区,日本橋小網町,,日本橋小網町,8544,0.11,77672.7,1203,710.2
102072,1310202200,102,22,0,,,,●,,40,220,中央区,日本橋蠣殻町,,日本橋蠣殻町,12103,0.17,71194.1,4826,250.8
102073,1310202201,102,22,1,,,,,●,50,22001,中央区,日本橋蠣殻町,日本橋蠣殻町1丁目,日本橋蠣殻町1丁目,6477,0.1,64770,3496,185.3
102074,1310202202,102,22,2,,,,,●,50,22002,中央区,日本橋蠣殻町,日本橋蠣殻町2丁目,日本橋蠣殻町2丁目,5626,0.07,80371.4,1330,423
102075,1310202300,102,23,0,,,,●,○,41,230,中央区,日本橋箱崎町,,日本橋箱崎町,15964,0.28,57014.3,3598,443.7
102076,1310202400,102,24,0,,,,●,,40,240,中央区,日本橋馬喰町,,日本橋馬喰町,6605,0.11,60045.5,1457,453.3
102077,1310202401,102,24,1,,,,,●,50,24001,中央区,日本橋馬喰町,日本橋馬喰町1丁目,日本橋馬喰町1丁目,3666,0.06,61100,904,405.5
102078,1310202402,102,24,2,,,,,●,50,24002,中央区,日本橋馬喰町,日本橋馬喰町2丁目,日本橋馬喰町2丁目,2939,0.05,58780,553,531.5
102079,1310202500,102,25,0,,,,●,○,41,250,中央区,日本橋横山町,,日本橋横山町,2678,0.04,66950,737,363.4
102080,1310202600,102,26,0,,,,●,,40,260,中央区,東日本橋,,東日本橋,11533,0.24,48054.2,4805,240
102081,1310202601,102,26,1,,,,,●,50,26001,中央区,東日本橋,東日本橋1丁目,東日本橋1丁目,2612,0.07,37314.3,939,278.2
102082,1310202602,102,26,2,,,,,●,50,26002,中央区,東日本橋,東日本橋2丁目,東日本橋2丁目,4947,0.12,41225,2221,222.7
102083,1310202603,102,26,3,,,,,●,50,26003,中央区,東日本橋,東日本橋3丁目,東日本橋3丁目,3974,0.05,79480,1645,241.6
102084,1310202700,102,27,0,,,,●,○,41,270,中央区,日本橋久松町,,日本橋久松町,3104,0.04,77600,622,499
102085,1310202800,102,28,0,,,,●,,40,280,中央区,日本橋浜町,,日本橋浜町,17619,0.43,40974.4,9945,177.2
102086,1310202801,102,28,1,,,,,●,50,28001,中央区,日本橋浜町,日本橋浜町1丁目,日本橋浜町1丁目,3030,0.06,50500,1768,171.4
102087,1310202802,102,28,2,,,,,●,50,28002,中央区,日本橋浜町,日本橋浜町2丁目,日本橋浜町2丁目,8650,0.24,36041.7,4310,200.7
102088,1310202803,102,28,3,,,,,●,50,28003,中央区,日本橋浜町,日本橋浜町3丁目,日本橋浜町3丁目,5939,0.13,45684.6,3867,153.6
102089,1310202900,102,29,0,,,,●,○,41,290,中央区,日本橋中洲,,日本橋中洲,1333,0.11,12118.2,2392,55.7
102090,1310203000,102,30,0,,,,●,○,41,1001,中央区,八重洲1丁目,,八重洲1丁目,9250,0.09,102777.8,58,15948.3
102091,1310203100,102,31,0,,,,●,,40,310,中央区,日本橋,,日本橋,34411,0.28,122896.4,246,13988.2
102092,1310203101,102,31,1,,,,,●,50,31001,中央区,日本橋,日本橋1丁目,日本橋1丁目,13256,0.11,120509.1,58,22855.2
102093,1310203102,102,31,2,,,,,●,50,31002,中央区,日本橋,日本橋2丁目,日本橋2丁目,9054,0.09,100600,49,18477.6
102094,1310203103,102,31,3,,,,,●,50,31003,中央区,日本橋,日本橋3丁目,日本橋3丁目,12101,0.08,151262.5,139,8705.8
102095,1310203200,102,32,0,,,,●,,40,320,中央区,日本橋茅場町,,日本橋茅場町,15454,0.16,96587.5,1065,1451.1
102096,1310203201,102,32,1,,,,,●,50,32001,中央区,日本橋茅場町,日本橋茅場町1丁目,日本橋茅場町1丁目,8506,0.07,121514.3,57,14922.8
102097,1310203202,102,32,2,,,,,●,50,32002,中央区,日本橋茅場町,日本橋茅場町2丁目,日本橋茅場町2丁目,4401,0.06,73350,358,1229.3
102098,1310203203,102,32,3,,,,,●,50,32003,中央区,日本橋茅場町,日本橋茅場町3丁目,日本橋茅場町3丁目,2547,0.03,84900,650,391.8
102099,1310203300,102,33,0,,,,●,○,41,330,中央区,日本橋兜町,,日本橋兜町,7716,0.12,64300,676,1141.4
102100,1310203400,102,34,0,,,,●,,40,340,中央区,佃,,佃,9368,0.5,18736,13650,68.6
102101,1310203401,102,34,1,,,,,●,50,34001,中央区,佃,佃1丁目,佃1丁目,1640,0.07,23428.6,2658,61.7
102102,1310203402,102,34,2,,,,,●,50,34002,中央区,佃,佃2丁目,佃2丁目,6839,0.33,20724.2,9372,73
102103,1310203403,102,34,3,,,,,●,50,34003,中央区,佃,佃3丁目,佃3丁目,889,0.1,8890,1620,54.9
102104,1310203500,102,35,0,,,,●,,40,350,中央区,月島,,月島,12445,0.52,23932.7,14890,83.6
102105,1310203501,102,35,1,,,,,●,50,35001,中央区,月島,月島1丁目,月島1丁目,4120,0.13,31692.3,4625,89.1
102106,1310203502,102,35,2,,,,,●,50,35002,中央区,月島,月島2丁目,月島2丁目,2219,0.09,24655.6,2550,87
102107,1310203503,102,35,3,,,,,●,50,35003,中央区,月島,月島3丁目,月島3丁目,3083,0.17,18135.3,4299,71.7
102108,1310203504,102,35,4,,,,,●,50,35004,中央区,月島,月島4丁目,月島4丁目,3023,0.13,23253.8,3416,88.5
102109,1310203600,102,36,0,,,,●,,40,360,中央区,勝どき,,勝どき,19031,0.67,28404.5,23239,81.9
102110,1310203601,102,36,1,,,,,●,50,36001,中央区,勝どき,勝どき1丁目,勝どき1丁目,4606,0.12,38383.3,4579,100.6
102111,1310203602,102,36,2,,,,,●,50,36002,中央区,勝どき,勝どき2丁目,勝どき2丁目,2314,0.09,25711.1,2873,80.5
102112,1310203603,102,36,3,,,,,●,50,36003,中央区,勝どき,勝どき3丁目,勝どき3丁目,3231,0.12,26925,3138,103
102113,1310203604,102,36,4,,,,,●,50,36004,中央区,勝どき,勝どき4丁目,勝どき4丁目,1466,0.09,16288.9,1796,81.6
102114,1310203605,102,36,5,,,,,●,50,36005,中央区,勝どき,勝どき5丁目,勝どき5丁目,2140,0.15,14266.7,3858,55.5
102115,1310203606,102,36,6,,,,,●,50,36006,中央区,勝どき,勝どき6丁目,勝どき6丁目,5274,0.1,52740,6995,75.4
102116,1310203700,102,37,0,,,,●,○,41,370,中央区,豊海町,,豊海町,2044,0.16,12775,1521,134.4
102117,1310203800,102,38,0,,,,●,,40,380,中央区,晴海,,晴海,30746,1.22,25201.6,9584,320.8
102118,1310203801,102,38,1,,,,,●,50,38001,中央区,晴海,晴海1丁目,晴海1丁目,22812,0.3,76040,4054,562.7
102119,1310203802,102,38,2,,,,,●,50,38002,中央区,晴海,晴海2丁目,晴海2丁目,3984,0.22,18109.1,2400,166
102120,1310203803,102,38,3,,,,,●,50,38003,中央区,晴海,晴海3丁目,晴海3丁目,1925,0.14,13750,1341,143.5
102121,1310203804,102,38,4,,,,,●,50,38004,中央区,晴海,晴海4丁目,晴海4丁目,1012,0.14,7228.6,110,920
102122,1310203805,102,38,5,,,,,●,50,38005,中央区,晴海,晴海5丁目,晴海5丁目,1013,0.42,2411.9,1679,60.3
102123,1310203900,102,39,0,,,,●,○,41,390,中央区,水面,,水面,-,-,-,5,-
103001,1310300000,103,0,0,,,●,,,30,,港区,,,港区,940785,20.37,46184.8,243283,386.7
103002,1310300100,103,1,0,,,,●,,40,10,港区,芝,,芝,69422,0.71,97777.5,13343,520.3
103003,1310300101,103,1,1,,,,,●,50,1001,港区,芝,芝1丁目,芝1丁目,4382,0.07,62600,1539,284.7
103004,1310300102,103,1,2,,,,,●,50,1002,港区,芝,芝2丁目,芝2丁目,15741,0.16,98381.3,3002,524.4
103005,1310300103,103,1,3,,,,,●,50,1003,港区,芝,芝3丁目,芝3丁目,14261,0.16,89131.3,3452,413.1
103006,1310300104,103,1,4,,,,,●,50,1004,港区,芝,芝4丁目,芝4丁目,10440,0.1,104400,2259,462.2
103007,1310300105,103,1,5,,,,,●,50,1005,港区,芝,芝5丁目,芝5丁目,24598,0.22,111809.1,3091,795.8
103008,1310300200,103,2,0,,,,●,,40,20,港区,海岸,,海岸,31700,1.13,28053.1,6147,515.7
103009,1310300201,103,2,1,,,,,●,50,2001,港区,海岸,海岸1丁目,海岸1丁目,18481,0.38,48634.2,2042,905
103010,1310300202,103,2,2,,,,,●,50,2002,港区,海岸,海岸2丁目,海岸2丁目,2160,0.16,13500,710,304.2
103011,1310300203,103,2,3,,,,,●,50,2003,港区,海岸,海岸3丁目,海岸3丁目,11059,0.59,18744.1,3395,325.7
103012,1310300300,103,3,0,,,,●,,40,30,港区,東新橋,,東新橋,45241,0.32,141378.1,1811,2498.1
103013,1310300301,103,3,1,,,,,●,50,3001,港区,東新橋,東新橋1丁目,東新橋1丁目,38949,0.24,162287.5,1410,2762.3
103014,1310300302,103,3,2,,,,,●,50,3002,港区,東新橋,東新橋2丁目,東新橋2丁目,6292,0.08,78650,401,1569.1
103015,1310300400,103,4,0,,,,●,,40,40,港区,新橋,,新橋,42869,0.47,91210.6,2583,1659.7
103016,1310300401,103,4,1,,,,,●,50,4001,港区,新橋,新橋1丁目,新橋1丁目,5842,0.07,83457.1,15,38946.7
103017,1310300402,103,4,2,,,,,●,50,4002,港区,新橋,新橋2丁目,新橋2丁目,9590,0.11,87181.8,129,7434.1
103018,1310300403,103,4,3,,,,,●,50,4003,港区,新橋,新橋3丁目,新橋3丁目,4711,0.06,78516.7,231,2039.4
103019,1310300404,103,4,4,,,,,●,50,4004,港区,新橋,新橋4丁目,新橋4丁目,4405,0.07,62928.6,463,951.4
103020,1310300405,103,4,5,,,,,●,50,4005,港区,新橋,新橋5丁目,新橋5丁目,8515,0.08,106437.5,682,1248.5
103021,1310300406,103,4,6,,,,,●,50,4006,港区,新橋,新橋6丁目,新橋6丁目,9806,0.08,122575,1063,922.5
103022,1310300500,103,5,0,,,,●,,40,50,港区,西新橋,,西新橋,33444,0.31,107883.9,1442,2319.3
103023,1310300501,103,5,1,,,,,●,50,5001,港区,西新橋,西新橋1丁目,西新橋1丁目,12198,0.1,121980,316,3860.1
103024,1310300502,103,5,2,,,,,●,50,5002,港区,西新橋,西新橋2丁目,西新橋2丁目,10469,0.09,116322.2,391,2677.5
103025,1310300503,103,5,3,,,,,●,50,5003,港区,西新橋,西新橋3丁目,西新橋3丁目,10777,0.12,89808.3,735,1466.3
103026,1310300600,103,6,0,,,,●,,40,60,港区,三田,,三田,58630,1.03,56922.3,18503,316.9
103027,1310300601,103,6,1,,,,,●,50,6001,港区,三田,三田1丁目,三田1丁目,12020,0.22,54636.4,4248,283
103028,1310300602,103,6,2,,,,,●,50,6002,港区,三田,三田2丁目,三田2丁目,24314,0.3,81046.7,4025,604.1
103029,1310300603,103,6,3,,,,,●,50,6003,港区,三田,三田3丁目,三田3丁目,14785,0.16,92406.3,1534,963.8
103030,1310300604,103,6,4,,,,,●,50,6004,港区,三田,三田4丁目,三田4丁目,3941,0.24,16420.8,3400,115.9
103031,1310300605,103,6,5,,,,,●,50,6005,港区,三田,三田5丁目,三田5丁目,3570,0.11,32454.5,5296,67.4
103032,1310300700,103,7,0,,,,●,,40,70,港区,浜松町,,浜松町,20973,0.19,110384.2,1843,1138
103033,1310300701,103,7,1,,,,,●,50,7001,港区,浜松町,浜松町1丁目,浜松町1丁目,7861,0.1,78610,1498,524.8
103034,1310300702,103,7,2,,,,,●,50,7002,港区,浜松町,浜松町2丁目,浜松町2丁目,13112,0.09,145688.9,345,3800.6
103035,1310300800,103,8,0,,,,●,,40,80,港区,芝大門,,芝大門,14945,0.15,99633.3,1525,980
103036,1310300801,103,8,1,,,,,●,50,8001,港区,芝大門,芝大門1丁目,芝大門1丁目,8677,0.08,108462.5,677,1281.7
103037,1310300802,103,8,2,,,,,●,50,8002,港区,芝大門,芝大門2丁目,芝大門2丁目,6268,0.07,89542.9,848,739.2
103038,1310300900,103,9,0,,,,●,,40,90,港区,芝公園,,芝公園,20157,0.65,31010.8,1188,1696.7
103039,1310300901,103,9,1,,,,,●,50,9001,港区,芝公園,芝公園1丁目,芝公園1丁目,3810,0.07,54428.6,218,1747.7
103040,1310300902,103,9,2,,,,,●,50,9002,港区,芝公園,芝公園2丁目,芝公園2丁目,8863,0.1,88630,631,1404.6
103041,1310300903,103,9,3,,,,,●,50,9003,港区,芝公園,芝公園3丁目,芝公園3丁目,4435,0.22,20159.1,285,1556.1
103042,1310300904,103,9,4,,,,,●,50,9004,港区,芝公園,芝公園4丁目,芝公園4丁目,3049,0.26,11726.9,54,5646.3
103043,1310301000,103,10,0,,,,●,,40,100,港区,虎ノ門,,虎ノ門,50569,0.51,99154.9,3516,1438.3
103044,1310301001,103,10,1,,,,,●,50,10001,港区,虎ノ門,虎ノ門1丁目,虎ノ門1丁目,15606,0.12,130050,460,3392.6
103045,1310301002,103,10,2,,,,,●,50,10002,港区,虎ノ門,虎ノ門2丁目,虎ノ門2丁目,12611,0.12,105091.7,100,12611
103046,1310301003,103,10,3,,,,,●,50,10003,港区,虎ノ門,虎ノ門3丁目,虎ノ門3丁目,7668,0.11,69709.1,1814,422.7
103047,1310301004,103,10,4,,,,,●,50,10004,港区,虎ノ門,虎ノ門4丁目,虎ノ門4丁目,11418,0.08,142725,662,1724.8
103048,1310301005,103,10,5,,,,,●,50,10005,港区,虎ノ門,虎ノ門5丁目,虎ノ門5丁目,3266,0.08,40825,480,680.4
103049,1310301100,103,11,0,,,,●,,40,110,港区,愛宕,,愛宕,3671,0.07,52442.9,555,661.4
103050,1310301101,103,11,1,,,,,●,50,11001,港区,愛宕,愛宕1丁目,愛宕1丁目,746,0.03,24866.7,43,1734.9
103051,1310301102,103,11,2,,,,,●,50,11002,港区,愛宕,愛宕2丁目,愛宕2丁目,2925,0.04,73125,512,571.3
103052,1310301200,103,12,0,,,,●,○,41,120,港区,麻布狸穴町,,麻布狸穴町,360,0.02,18000,655,55
103053,1310301300,103,13,0,,,,●,○,41,130,港区,麻布永坂町,,麻布永坂町,272,0.05,5440,222,122.5
103054,1310301400,103,14,0,,,,●,,40,140,港区,南麻布,,南麻布,19165,0.99,19358.6,15936,120.3
103055,1310301401,103,14,1,,,,,●,50,14001,港区,南麻布,南麻布1丁目,南麻布1丁目,3940,0.16,24625,3774,104.4
103056,1310301402,103,14,2,,,,,●,50,14002,港区,南麻布,南麻布2丁目,南麻布2丁目,4141,0.14,29578.6,3701,111.9
103057,1310301403,103,14,3,,,,,●,50,14003,港区,南麻布,南麻布3丁目,南麻布3丁目,3194,0.19,16810.5,2945,108.5
103058,1310301404,103,14,4,,,,,●,50,14004,港区,南麻布,南麻布4丁目,南麻布4丁目,3518,0.27,13029.6,3288,107
103059,1310301405,103,14,5,,,,,●,50,14005,港区,南麻布,南麻布5丁目,南麻布5丁目,4372,0.23,19008.7,2228,196.2
103060,1310301500,103,15,0,,,,●,,40,150,港区,元麻布,,元麻布,4332,0.37,11708.1,4984,86.9
103061,1310301501,103,15,1,,,,,●,50,15001,港区,元麻布,元麻布1丁目,元麻布1丁目,910,0.09,10111.1,1183,76.9
103062,1310301502,103,15,2,,,,,●,50,15002,港区,元麻布,元麻布2丁目,元麻布2丁目,1575,0.14,11250,2168,72.6
103063,1310301503,103,15,3,,,,,●,50,15003,港区,元麻布,元麻布3丁目,元麻布3丁目,1847,0.14,13192.9,1633,113.1
103064,1310301600,103,16,0,,,,●,,40,160,港区,西麻布,,西麻布,17730,0.58,30569,10049,176.4
103065,1310301601,103,16,1,,,,,●,50,16001,港区,西麻布,西麻布1丁目,西麻布1丁目,3016,0.1,30160,1488,202.7
103066,1310301602,103,16,2,,,,,●,50,16002,港区,西麻布,西麻布2丁目,西麻布2丁目,4050,0.13,31153.8,2488,162.8
103067,1310301603,103,16,3,,,,,●,50,16003,港区,西麻布,西麻布3丁目,西麻布3丁目,4450,0.18,24722.2,3147,141.4
103068,1310301604,103,16,4,,,,,●,50,16004,港区,西麻布,西麻布4丁目,西麻布4丁目,6214,0.17,36552.9,2926,212.4
103069,1310301700,103,17,0,,,,●,,40,170,港区,六本木,,六本木,49170,1.15,42756.5,11528,426.5
103070,1310301701,103,17,1,,,,,●,50,17001,港区,六本木,六本木1丁目,六本木1丁目,9685,0.15,64566.7,2224,435.5
103071,1310301702,103,17,2,,,,,●,50,17002,港区,六本木,六本木2丁目,六本木2丁目,1447,0.07,20671.4,559,258.9
103072,1310301703,103,17,3,,,,,●,50,17003,港区,六本木,六本木3丁目,六本木3丁目,7143,0.18,39683.3,2414,295.9
103073,1310301704,103,17,4,,,,,●,50,17004,港区,六本木,六本木4丁目,六本木4丁目,2624,0.12,21866.7,986,266.1
103074,1310301705,103,17,5,,,,,●,50,17005,港区,六本木,六本木5丁目,六本木5丁目,5945,0.19,31289.5,1816,327.4
103075,1310301706,103,17,6,,,,,●,50,17006,港区,六本木,六本木6丁目,六本木6丁目,16080,0.2,80400,1528,1052.4
103076,1310301707,103,17,7,,,,,●,50,17007,港区,六本木,六本木7丁目,六本木7丁目,6246,0.24,26025,2001,312.1
103077,1310301800,103,18,0,,,,●,,40,180,港区,麻布台,,麻布台,5701,0.21,27147.6,2106,270.7
103078,1310301801,103,18,1,,,,,●,50,18001,港区,麻布台,麻布台1丁目,麻布台1丁目,3035,0.11,27590.9,716,423.9
103079,1310301802,103,18,2,,,,,●,50,18002,港区,麻布台,麻布台2丁目,麻布台2丁目,1548,0.06,25800,415,373
103080,1310301803,103,18,3,,,,,●,50,18003,港区,麻布台,麻布台3丁目,麻布台3丁目,1118,0.04,27950,975,114.7
103081,1310301900,103,19,0,,,,●,,40,190,港区,麻布十番,,麻布十番,8144,0.17,47905.9,6009,135.5
103082,1310301901,103,19,1,,,,,●,50,19001,港区,麻布十番,麻布十番1丁目,麻布十番1丁目,2780,0.05,55600,1215,228.8
103083,1310301902,103,19,2,,,,,●,50,19002,港区,麻布十番,麻布十番2丁目,麻布十番2丁目,3386,0.07,48371.4,2679,126.4
103084,1310301903,103,19,3,,,,,●,50,19003,港区,麻布十番,麻布十番3丁目,麻布十番3丁目,1576,0.03,52533.3,1707,92.3
103085,1310301904,103,19,4,,,,,●,50,19004,港区,麻布十番,麻布十番4丁目,麻布十番4丁目,402,0.02,20100,408,98.5
103086,1310302000,103,20,0,,,,●,,40,200,港区,東麻布,,東麻布,7124,0.24,29683.3,4805,148.3
103087,1310302001,103,20,1,,,,,●,50,20001,港区,東麻布,東麻布1丁目,東麻布1丁目,2740,0.1,27400,1914,143.2
103088,1310302002,103,20,2,,,,,●,50,20002,港区,東麻布,東麻布2丁目,東麻布2丁目,3018,0.1,30180,2145,140.7
103089,1310302003,103,20,3,,,,,●,50,20003,港区,東麻布,東麻布3丁目,東麻布3丁目,1366,0.04,34150,746,183.1
103090,1310302100,103,21,0,,,,●,,40,210,港区,元赤坂,,元赤坂,13118,0.81,16195.1,623,2105.6
103091,1310302101,103,21,1,,,,,●,50,21001,港区,元赤坂,元赤坂1丁目,元赤坂1丁目,11244,0.09,124933.3,322,3491.9
103092,1310302102,103,21,2,,,,,●,50,21002,港区,元赤坂,元赤坂2丁目,元赤坂2丁目,1874,0.72,2602.8,301,622.6
103093,1310302200,103,22,0,,,,●,,40,220,港区,赤坂,,赤坂,102725,1.34,76660.4,17749,578.8
103094,1310302201,103,22,1,,,,,●,50,22001,港区,赤坂,赤坂1丁目,赤坂1丁目,17467,0.12,145558.3,533,3277.1
103095,1310302202,103,22,2,,,,,●,50,22002,港区,赤坂,赤坂2丁目,赤坂2丁目,16942,0.19,89168.4,3040,557.3
