地域階層,地域コード,地域名,産業分類階層,大分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
2,13350,島部,1,E,製造業,37,239,5,32,10,53,4,29,16,115,-,-,1,4,-,-,-,-,-,-,-,-
2,13350,島部,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,G,情報通信業,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,H,運輸業，郵便業,29,326,1,1,8,47,5,68,13,166,2,44,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,I,卸売業，小売業,135,1051,3,12,50,268,28,203,49,539,3,12,1,4,-,-,-,-,-,-,-,-
2,13350,島部,1,J,金融業，保険業,2,2,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,K,不動産業，物品賃貸業,8,85,1,1,6,21,-,-,-,-,-,-,-,-,-,-,1,63,-,-,-,-
2,13350,島部,1,L,学術研究，専門・技術サービス業,5,16,1,5,4,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,M,宿泊業，飲食サービス業,54,402,4,36,21,138,10,72,16,149,-,-,1,2,-,-,-,-,-,-,-,-
2,13350,島部,1,N,生活関連サービス業，娯楽業,27,226,1,14,13,91,3,21,6,38,2,50,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,O,教育，学習支援業,6,32,-,-,1,3,1,4,4,25,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,P,医療，福祉,10,96,3,30,3,35,4,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,R,サービス業（他に分類されないもの）,32,384,3,55,12,115,3,19,11,121,1,68,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,0,A～R,全産業（Ｓ公務を除く）,220,2038,10,55,73,437,32,198,88,1055,8,117,3,145,1,7,1,12,-,-,-,-
3,13360,大島支庁,1,A,農業，林業,2,14,-,-,-,-,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,D,建設業,66,850,2,8,13,75,8,65,35,474,3,67,2,141,1,7,1,12,-,-,-,-
3,13360,大島支庁,1,E,製造業,18,106,3,13,7,35,1,3,7,55,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,H,運輸業，郵便業,12,156,-,-,2,12,1,15,7,85,2,44,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,I,卸売業，小売業,67,475,3,12,27,162,16,77,18,216,2,4,1,4,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,J,金融業，保険業,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,K,不動産業，物品賃貸業,2,15,-,-,2,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,M,宿泊業，飲食サービス業,23,181,-,-,7,29,4,23,11,126,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,N,生活関連サービス業，娯楽業,8,34,-,-,5,22,-,-,1,6,1,2,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,O,教育，学習支援業,2,13,-,-,-,-,-,-,2,13,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,P,医療，福祉,5,61,1,17,3,35,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,1,R,サービス業（他に分類されないもの）,14,132,1,5,6,51,1,6,5,66,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,0,A～R,全産業（Ｓ公務を除く）,151,1335,7,46,53,318,23,119,59,702,4,23,2,119,-,-,-,-,-,-,-,-
4,13361,大島町,1,A,農業，林業,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,D,建設業,40,487,1,5,9,47,6,46,20,253,2,20,1,115,-,-,-,-,-,-,-,-
4,13361,大島町,1,E,製造業,12,78,2,11,6,30,1,3,3,34,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,H,運輸業，郵便業,5,73,-,-,1,7,-,-,4,66,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,I,卸売業，小売業,49,323,2,8,18,116,12,40,15,154,1,1,1,4,-,-,-,-,-,-,-,-
4,13361,大島町,1,J,金融業，保険業,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,K,不動産業，物品賃貸業,2,15,-,-,2,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,M,宿泊業，飲食サービス業,18,155,-,-,5,19,3,21,9,112,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,N,生活関連サービス業，娯楽業,6,24,-,-,5,22,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,O,教育，学習支援業,2,13,-,-,-,-,-,-,2,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,P,医療，福祉,5,61,1,17,3,35,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13361,大島町,1,R,サービス業（他に分類されないもの）,10,101,1,5,3,26,-,-,5,66,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,0,A～R,全産業（Ｓ公務を除く）,8,67,-,-,4,26,-,-,4,41,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,A,農業，林業,1,10,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,D,建設業,2,25,-,-,-,-,-,-,2,25,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,E,製造業,2,11,-,-,1,5,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,H,運輸業，郵便業,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,I,卸売業，小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,K,不動産業，物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,M,宿泊業，飲食サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,N,生活関連サービス業，娯楽業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,P,医療，福祉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,R,サービス業（他に分類されないもの）,2,16,-,-,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,0,A～R,全産業（Ｓ公務を除く）,33,378,1,4,12,64,4,49,12,143,2,88,1,26,-,-,-,-,-,-,-,-
4,13363,新島村,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,D,建設業,12,205,-,-,2,14,1,13,7,105,1,47,1,26,-,-,-,-,-,-,-,-
4,13363,新島村,1,E,製造業,2,7,-,-,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,H,運輸業，郵便業,3,59,-,-,-,-,-,-,2,18,1,41,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,I,卸売業，小売業,11,78,1,4,7,31,2,30,1,13,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,K,不動産業，物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,M,宿泊業，飲食サービス業,2,10,-,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,N,生活関連サービス業，娯楽業,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,P,医療，福祉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13363,新島村,1,R,サービス業（他に分類されないもの）,2,15,-,-,1,9,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,0,A～R,全産業（Ｓ公務を除く）,28,258,2,5,4,29,5,30,13,169,2,6,-,-,1,7,1,12,-,-,-,-
4,13364,神津島村,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,D,建設業,12,133,1,3,2,14,1,6,6,91,-,-,-,-,1,7,1,12,-,-,-,-
4,13364,神津島村,1,E,製造業,2,10,1,2,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,H,運輸業，郵便業,3,19,-,-,-,-,1,15,1,1,1,3,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,I,卸売業，小売業,7,74,-,-,2,15,2,7,2,49,1,3,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,K,不動産業，物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,M,宿泊業，飲食サービス業,3,16,-,-,-,-,1,2,2,14,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,N,生活関連サービス業，娯楽業,1,6,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,P,医療，福祉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13364,神津島村,1,R,サービス業（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,0,A～R,全産業（Ｓ公務を除く）,69,679,4,20,31,179,8,66,20,184,3,119,2,109,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,D,建設業,23,346,2,18,9,47,4,41,5,64,2,71,1,105,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,E,製造業,3,20,-,-,-,-,-,-,2,16,-,-,1,4,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,H,運輸業，郵便業,9,80,1,1,4,19,1,14,3,46,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,I,卸売業，小売業,19,101,-,-,11,53,1,1,7,47,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,K,不動産業，物品賃貸業,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,M,宿泊業，飲食サービス業,3,10,-,-,2,8,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,N,生活関連サービス業，娯楽業,2,50,-,-,1,2,-,-,-,-,1,48,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,O,教育，学習支援業,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,P,医療，福祉,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13380,三宅支庁,1,R,サービス業（他に分類されないもの）,7,67,-,-,3,47,1,9,2,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,0,A～R,全産業（Ｓ公務を除く）,65,638,4,20,29,168,7,52,19,168,3,119,2,109,-,-,-,-,-,-,-,-
4,13381,三宅村,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,D,建設業,22,330,2,18,9,47,4,41,4,48,2,71,1,105,-,-,-,-,-,-,-,-
4,13381,三宅村,1,E,製造業,3,20,-,-,-,-,-,-,2,16,-,-,1,4,-,-,-,-,-,-,-,-
4,13381,三宅村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,H,運輸業，郵便業,7,63,1,1,3,16,-,-,3,46,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,I,卸売業，小売業,18,93,-,-,10,45,1,1,7,47,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,K,不動産業，物品賃貸業,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,M,宿泊業，飲食サービス業,3,10,-,-,2,8,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,N,生活関連サービス業，娯楽業,2,50,-,-,1,2,-,-,-,-,1,48,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,O,教育，学習支援業,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,P,医療，福祉,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13381,三宅村,1,R,サービス業（他に分類されないもの）,7,67,-,-,3,47,1,9,2,9,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,0,A～R,全産業（Ｓ公務を除く）,4,41,-,-,2,11,1,14,1,16,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,D,建設業,1,16,-,-,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,E,製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,H,運輸業，郵便業,2,17,-,-,1,3,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,I,卸売業，小売業,1,8,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,K,不動産業，物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,L,学術研究，専門・技術サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,M,宿泊業，飲食サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,N,生活関連サービス業，娯楽業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,P,医療，福祉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13382,御蔵島村,1,R,サービス業（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,0,A～R,全産業（Ｓ公務を除く）,128,1361,5,37,40,266,26,256,49,632,2,47,2,33,-,-,1,63,-,-,-,-
3,13400,八丈支庁,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,D,建設業,32,458,-,-,7,52,6,63,17,273,1,39,1,31,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,E,製造業,13,106,2,19,2,13,3,26,5,42,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,G,情報通信業,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,H,運輸業，郵便業,6,59,-,-,1,2,2,22,3,35,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,I,卸売業，小売業,39,397,-,-,9,40,8,84,20,252,1,8,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,J,金融業，保険業,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,K,不動産業，物品賃貸業,3,66,-,-,2,3,-,-,-,-,-,-,-,-,-,-,1,63,-,-,-,-
3,13400,八丈支庁,1,L,学術研究，専門・技術サービス業,4,12,1,5,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,M,宿泊業，飲食サービス業,14,118,-,-,9,81,3,32,1,3,-,-,1,2,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,N,生活関連サービス業，娯楽業,6,68,-,-,5,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,O,教育，学習支援業,2,7,-,-,-,-,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,P,医療，福祉,4,34,2,13,-,-,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,13400,八丈支庁,1,R,サービス業（他に分類されないもの）,3,28,-,-,-,-,1,4,2,24,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,0,A～R,全産業（Ｓ公務を除く）,122,1300,4,25,39,264,25,252,46,589,2,47,2,33,-,-,1,63,-,-,-,-
4,13401,八丈町,1,A,農業，林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,D,建設業,29,415,-,-,7,52,6,63,14,230,1,39,1,31,-,-,-,-,-,-,-,-
4,13401,八丈町,1,E,製造業,12,94,1,7,2,13,3,26,5,42,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,G,情報通信業,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,H,運輸業，郵便業,6,59,-,-,1,2,2,22,3,35,-,-,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,I,卸売業，小売業,39,397,-,-,9,40,8,84,20,252,1,8,-,-,-,-,-,-,-,-,-,-
4,13401,八丈町,1,J,金融業，保険業,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
