地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,従業者規模／１～４人／事業所数（事業所）,従業者規模／５～９人／事業所数（事業所）,従業者規模／10～19人／事業所数（事業所）,従業者規模／20～29人／事業所数（事業所）,従業者規模／30～49人／事業所数（事業所）,従業者規模／50～99人／事業所数（事業所）,従業者規模／100～199人／事業所数（事業所）,従業者規模／200～299人／事業所数（事業所）,従業者規模／300～499人／事業所数（事業所）,従業者規模／500人以上／事業所数（事業所）,従業者規模／出向・派遣従業者のみ／事業所数（事業所）
4,1310203101,中央区,日本橋,日本橋１丁目,日本橋１丁目,509,161,115,73,42,36,38,17,9,7,7,4
4,1310203102,中央区,日本橋,日本橋２丁目,日本橋２丁目,575,193,156,104,34,33,16,14,4,4,9,8
4,1310203103,中央区,日本橋,日本橋３丁目,日本橋３丁目,710,243,143,155,54,47,24,21,4,-,7,12
3,1310203200,中央区,日本橋茅場町,,日本橋茅場町,1179,546,265,185,60,50,35,14,6,5,4,9
4,1310203201,中央区,日本橋茅場町,日本橋茅場町１丁目,日本橋茅場町１丁目,371,152,73,72,24,15,14,5,5,4,3,4
4,1310203202,中央区,日本橋茅場町,日本橋茅場町２丁目,日本橋茅場町２丁目,542,272,116,80,29,20,14,4,1,1,1,4
4,1310203203,中央区,日本橋茅場町,日本橋茅場町３丁目,日本橋茅場町３丁目,266,122,76,33,7,15,7,5,-,-,-,1
3,1310203300,中央区,日本橋兜町,,日本橋兜町,377,161,86,55,15,18,25,6,2,2,3,4
3,1310203400,中央区,佃,,佃,274,172,48,30,7,8,4,2,1,1,1,-
4,1310203401,中央区,佃,佃１丁目,佃１丁目,77,50,12,9,3,3,-,-,-,-,-,-
4,1310203402,中央区,佃,佃２丁目,佃２丁目,167,104,28,19,4,4,3,2,1,1,1,-
4,1310203403,中央区,佃,佃３丁目,佃３丁目,30,18,8,2,-,1,1,-,-,-,-,-
3,1310203500,中央区,月島,,月島,632,339,140,90,29,15,12,2,1,-,1,3
4,1310203501,中央区,月島,月島１丁目,月島１丁目,220,105,56,35,12,6,3,1,-,-,1,1
4,1310203502,中央区,月島,月島２丁目,月島２丁目,82,39,16,10,7,4,4,-,1,-,-,1
4,1310203503,中央区,月島,月島３丁目,月島３丁目,235,149,43,31,6,2,4,-,-,-,-,-
4,1310203504,中央区,月島,月島４丁目,月島４丁目,95,46,25,14,4,3,1,1,-,-,-,1
3,1310203600,中央区,勝どき,,勝どき,572,255,123,79,45,22,20,16,3,2,2,5
4,1310203601,中央区,勝どき,勝どき１丁目,勝どき１丁目,119,50,26,14,7,5,10,6,-,1,-,-
4,1310203602,中央区,勝どき,勝どき２丁目,勝どき２丁目,160,79,38,21,13,5,1,1,-,-,-,2
4,1310203603,中央区,勝どき,勝どき３丁目,勝どき３丁目,140,59,24,23,15,4,5,6,1,1,1,1
4,1310203604,中央区,勝どき,勝どき４丁目,勝どき４丁目,74,35,18,11,2,5,1,1,-,-,-,1
4,1310203605,中央区,勝どき,勝どき５丁目,勝どき５丁目,34,13,10,7,2,1,-,1,-,-,-,-
4,1310203606,中央区,勝どき,勝どき６丁目,勝どき６丁目,45,19,7,3,6,2,3,1,2,-,1,1
3,1310203700,中央区,豊海町,,豊海町,82,22,13,16,15,5,5,4,1,-,-,1
3,1310203800,中央区,晴海,,晴海,359,77,51,68,30,44,24,23,11,10,13,8
4,1310203801,中央区,晴海,晴海１丁目,晴海１丁目,237,32,33,50,19,34,20,17,9,9,9,5
4,1310203802,中央区,晴海,晴海２丁目,晴海２丁目,26,6,3,4,3,3,-,3,1,1,2,-
4,1310203803,中央区,晴海,晴海３丁目,晴海３丁目,72,30,12,10,7,3,3,2,1,-,1,3
4,1310203804,中央区,晴海,晴海４丁目,晴海４丁目,19,6,2,3,1,4,1,1,-,-,1,-
4,1310203805,中央区,晴海,晴海５丁目,晴海５丁目,5,3,1,1,-,-,-,-,-,-,-,-
2,1310300000,港区,,,港区,37116,15533,8318,5742,2260,1852,1453,819,268,216,274,381
3,1310300100,港区,芝,,芝,2792,1080,596,452,185,183,124,92,16,20,24,20
4,1310300101,港区,芝,芝１丁目,芝１丁目,279,114,56,33,22,27,15,5,1,1,1,4
4,1310300102,港区,芝,芝２丁目,芝２丁目,560,216,133,85,32,26,23,29,3,5,3,5
4,1310300103,港区,芝,芝３丁目,芝３丁目,526,225,106,73,40,29,22,13,6,3,7,2
4,1310300104,港区,芝,芝４丁目,芝４丁目,377,140,60,65,20,33,28,15,4,5,3,4
4,1310300105,港区,芝,芝５丁目,芝５丁目,1050,385,241,196,71,68,36,30,2,6,10,5
3,1310300200,港区,海岸,,海岸,723,214,128,143,54,55,51,34,9,12,13,10
4,1310300201,港区,海岸,海岸１丁目,海岸１丁目,359,110,69,74,22,17,24,19,4,7,8,5
4,1310300202,港区,海岸,海岸２丁目,海岸２丁目,61,21,5,12,5,7,6,-,-,2,1,2
4,1310300203,港区,海岸,海岸３丁目,海岸３丁目,303,83,54,57,27,31,21,15,5,3,4,3
3,1310300300,港区,東新橋,,東新橋,716,219,118,126,72,45,58,32,8,6,18,14
4,1310300301,港区,東新橋,東新橋１丁目,東新橋１丁目,444,98,68,96,50,28,42,23,6,6,16,11
4,1310300302,港区,東新橋,東新橋２丁目,東新橋２丁目,272,121,50,30,22,17,16,9,2,-,2,3
3,1310300400,港区,新橋,,新橋,3625,1713,866,517,186,159,70,42,18,7,11,36
4,1310300401,港区,新橋,新橋１丁目,新橋１丁目,444,172,122,71,25,29,11,4,3,-,2,5
4,1310300402,港区,新橋,新橋２丁目,新橋２丁目,1042,472,267,161,66,30,17,11,3,1,1,13
4,1310300403,港区,新橋,新橋３丁目,新橋３丁目,621,301,153,94,32,25,9,3,-,1,1,2
4,1310300404,港区,新橋,新橋４丁目,新橋４丁目,419,223,86,53,21,14,10,8,1,1,-,2
4,1310300405,港区,新橋,新橋５丁目,新橋５丁目,672,324,156,84,26,39,14,8,6,2,3,10
4,1310300406,港区,新橋,新橋６丁目,新橋６丁目,427,221,82,54,16,22,9,8,5,2,4,4
3,1310300500,港区,西新橋,,西新橋,2116,1011,461,301,102,92,65,39,12,8,9,16
4,1310300501,港区,西新橋,西新橋１丁目,西新橋１丁目,1058,570,216,126,44,37,24,18,5,2,4,12
4,1310300502,港区,西新橋,西新橋２丁目,西新橋２丁目,606,275,142,88,32,27,22,9,5,3,3,-
4,1310300503,港区,西新橋,西新橋３丁目,西新橋３丁目,452,166,103,87,26,28,19,12,2,3,2,4
3,1310300600,港区,三田,,三田,1247,545,231,187,74,63,71,33,12,12,12,7
4,1310300601,港区,三田,三田１丁目,三田１丁目,229,78,41,44,19,15,17,9,1,1,3,1
4,1310300602,港区,三田,三田２丁目,三田２丁目,236,129,47,24,9,15,6,2,-,1,3,-
4,1310300603,港区,三田,三田３丁目,三田３丁目,492,164,83,92,36,24,41,20,11,10,6,5
4,1310300604,港区,三田,三田４丁目,三田４丁目,155,90,32,15,4,6,6,1,-,-,-,1
4,1310300605,港区,三田,三田５丁目,三田５丁目,135,84,28,12,6,3,1,1,-,-,-,-
3,1310300700,港区,浜松町,,浜松町,1274,462,332,227,82,78,37,29,9,4,2,12
4,1310300701,港区,浜松町,浜松町１丁目,浜松町１丁目,619,247,158,103,37,39,16,12,4,-,-,3
4,1310300702,港区,浜松町,浜松町２丁目,浜松町２丁目,655,215,174,124,45,39,21,17,5,4,2,9
3,1310300800,港区,芝大門,,芝大門,977,402,248,134,58,50,39,26,10,1,4,5
4,1310300801,港区,芝大門,芝大門１丁目,芝大門１丁目,505,205,129,62,32,25,20,18,6,1,3,4
4,1310300802,港区,芝大門,芝大門２丁目,芝大門２丁目,472,197,119,72,26,25,19,8,4,-,1,1
3,1310300900,港区,芝公園,,芝公園,636,210,135,117,45,37,40,24,8,8,3,9
4,1310300901,港区,芝公園,芝公園１丁目,芝公園１丁目,132,39,27,33,12,10,6,2,1,1,-,1
4,1310300902,港区,芝公園,芝公園２丁目,芝公園２丁目,266,82,51,40,20,17,21,18,6,5,1,5
4,1310300903,港区,芝公園,芝公園３丁目,芝公園３丁目,156,61,40,25,8,8,10,1,-,2,-,1
4,1310300904,港区,芝公園,芝公園４丁目,芝公園４丁目,82,28,17,19,5,2,3,3,1,-,2,2
3,1310301000,港区,虎ノ門,,虎ノ門,2443,984,546,375,142,126,104,65,26,20,18,37
4,1310301001,港区,虎ノ門,虎ノ門１丁目,虎ノ門１丁目,838,329,221,123,48,38,27,17,12,7,5,11
4,1310301002,港区,虎ノ門,虎ノ門２丁目,虎ノ門２丁目,409,158,90,64,26,26,13,9,3,5,6,9
4,1310301003,港区,虎ノ門,虎ノ門３丁目,虎ノ門３丁目,483,226,100,65,24,21,20,15,4,2,2,4
4,1310301004,港区,虎ノ門,虎ノ門４丁目,虎ノ門４丁目,381,110,63,71,24,30,33,23,6,6,4,11
4,1310301005,港区,虎ノ門,虎ノ門５丁目,虎ノ門５丁目,332,161,72,52,20,11,11,1,1,-,1,2
3,1310301100,港区,愛宕,,愛宕,136,50,23,24,14,6,12,-,-,1,3,3
4,1310301101,港区,愛宕,愛宕１丁目,愛宕１丁目,61,33,10,7,5,-,5,-,-,-,-,1
4,1310301102,港区,愛宕,愛宕２丁目,愛宕２丁目,75,17,13,17,9,6,7,-,-,1,3,2
3,1310301200,港区,麻布狸穴町,,麻布狸穴町,4,1,1,1,-,-,-,-,-,-,-,1
3,1310301300,港区,麻布永坂町,,麻布永坂町,18,6,7,1,3,-,-,-,-,-,-,1
3,1310301400,港区,南麻布,,南麻布,734,341,177,110,24,33,24,12,5,1,-,7
4,1310301401,港区,南麻布,南麻布１丁目,南麻布１丁目,123,61,30,12,5,6,5,2,-,-,-,2
4,1310301402,港区,南麻布,南麻布２丁目,南麻布２丁目,137,66,22,28,6,4,4,4,3,-,-,-
4,1310301403,港区,南麻布,南麻布３丁目,南麻布３丁目,69,32,17,7,1,3,4,1,2,1,-,1
4,1310301404,港区,南麻布,南麻布４丁目,南麻布４丁目,189,104,45,24,3,7,3,3,-,-,-,-
4,1310301405,港区,南麻布,南麻布５丁目,南麻布５丁目,216,78,63,39,9,13,8,2,-,-,-,4
3,1310301500,港区,元麻布,,元麻布,203,124,36,21,10,7,2,3,-,-,-,-
4,1310301501,港区,元麻布,元麻布１丁目,元麻布１丁目,45,31,8,4,1,-,-,1,-,-,-,-
4,1310301502,港区,元麻布,元麻布２丁目,元麻布２丁目,42,30,4,3,1,1,2,1,-,-,-,-
4,1310301503,港区,元麻布,元麻布３丁目,元麻布３丁目,116,63,24,14,8,6,-,1,-,-,-,-
3,1310301600,港区,西麻布,,西麻布,951,483,239,116,35,28,21,11,3,5,1,9
4,1310301601,港区,西麻布,西麻布１丁目,西麻布１丁目,263,145,57,28,9,8,8,3,1,2,-,2
4,1310301602,港区,西麻布,西麻布２丁目,西麻布２丁目,200,100,51,26,6,5,4,3,1,2,-,2
4,1310301603,港区,西麻布,西麻布３丁目,西麻布３丁目,259,124,62,34,15,11,4,1,1,1,1,5
4,1310301604,港区,西麻布,西麻布４丁目,西麻布４丁目,229,114,69,28,5,4,5,4,-,-,-,-
3,1310301700,港区,六本木,,六本木,2441,976,569,426,155,112,89,47,15,15,15,22
4,1310301701,港区,六本木,六本木１丁目,六本木１丁目,251,59,41,55,20,21,23,14,5,9,2,2
4,1310301702,港区,六本木,六本木２丁目,六本木２丁目,84,40,20,14,3,3,3,-,-,-,1,-
4,1310301703,港区,六本木,六本木３丁目,六本木３丁目,491,214,119,82,32,19,11,8,4,-,1,1
4,1310301704,港区,六本木,六本木４丁目,六本木４丁目,285,148,65,41,13,5,8,1,1,1,-,2
4,1310301705,港区,六本木,六本木５丁目,六本木５丁目,265,107,64,48,12,14,9,3,3,-,1,4
4,1310301706,港区,六本木,六本木６丁目,六本木６丁目,554,153,138,112,45,38,25,18,2,4,10,9
4,1310301707,港区,六本木,六本木７丁目,六本木７丁目,511,255,122,74,30,12,10,3,-,1,-,4
3,1310301800,港区,麻布台,,麻布台,276,117,63,46,15,13,13,4,2,-,1,2
4,1310301801,港区,麻布台,麻布台１丁目,麻布台１丁目,141,61,34,21,10,4,6,2,1,-,1,1
4,1310301802,港区,麻布台,麻布台２丁目,麻布台２丁目,71,23,15,14,2,7,6,2,1,-,-,1
4,1310301803,港区,麻布台,麻布台３丁目,麻布台３丁目,64,33,14,11,3,2,1,-,-,-,-,-
3,1310301900,港区,麻布十番,,麻布十番,682,318,188,109,37,15,10,3,-,-,-,2
4,1310301901,港区,麻布十番,麻布十番１丁目,麻布十番１丁目,279,129,72,48,15,7,7,1,-,-,-,-
4,1310301902,港区,麻布十番,麻布十番２丁目,麻布十番２丁目,298,151,82,40,14,6,2,2,-,-,-,1
4,1310301903,港区,麻布十番,麻布十番３丁目,麻布十番３丁目,84,30,28,17,7,2,-,-,-,-,-,-
4,1310301904,港区,麻布十番,麻布十番４丁目,麻布十番４丁目,21,8,6,4,1,-,1,-,-,-,-,1
3,1310302000,港区,東麻布,,東麻布,477,249,117,56,19,14,14,5,2,-,-,1
4,1310302001,港区,東麻布,東麻布１丁目,東麻布１丁目,209,108,51,25,9,6,7,2,-,-,-,1
4,1310302002,港区,東麻布,東麻布２丁目,東麻布２丁目,150,84,34,16,4,3,5,2,2,-,-,-
4,1310302003,港区,東麻布,東麻布３丁目,東麻布３丁目,118,57,32,15,6,5,2,1,-,-,-,-
3,1310302100,港区,元赤坂,,元赤坂,330,142,76,39,10,19,17,9,4,3,3,8
4,1310302101,港区,元赤坂,元赤坂１丁目,元赤坂１丁目,322,140,75,38,10,17,17,8,4,2,3,8
4,1310302102,港区,元赤坂,元赤坂２丁目,元赤坂２丁目,8,2,1,1,-,2,-,1,-,1,-,-
3,1310302200,港区,赤坂,,赤坂,4183,1735,981,629,289,179,144,85,29,20,42,50
4,1310302201,港区,赤坂,赤坂１丁目,赤坂１丁目,515,173,118,101,44,29,17,12,3,2,10,6
4,1310302202,港区,赤坂,赤坂２丁目,赤坂２丁目,881,367,210,135,59,37,32,18,4,5,5,9
4,1310302203,港区,赤坂,赤坂３丁目,赤坂３丁目,771,297,212,128,53,37,19,11,3,2,1,8
4,1310302204,港区,赤坂,赤坂４丁目,赤坂４丁目,421,172,95,64,25,19,22,12,4,1,3,4
4,1310302205,港区,赤坂,赤坂５丁目,赤坂５丁目,307,108,79,37,28,13,9,7,4,7,8,7
4,1310302206,港区,赤坂,赤坂６丁目,赤坂６丁目,372,182,85,46,18,6,16,7,3,1,3,5
4,1310302207,港区,赤坂,赤坂７丁目,赤坂７丁目,387,217,62,44,25,17,11,5,3,-,1,2
4,1310302208,港区,赤坂,赤坂８丁目,赤坂８丁目,197,76,46,25,15,8,7,9,2,2,4,3
4,1310302209,港区,赤坂,赤坂９丁目,赤坂９丁目,332,143,74,49,22,13,11,4,3,-,7,6
3,1310302300,港区,南青山,,南青山,3134,1520,740,450,151,112,87,22,7,11,7,27
4,1310302301,港区,南青山,南青山１丁目,南青山１丁目,364,152,73,64,19,20,22,4,3,2,-,5
4,1310302302,港区,南青山,南青山２丁目,南青山２丁目,832,458,185,88,31,25,29,8,1,2,3,2
4,1310302303,港区,南青山,南青山３丁目,南青山３丁目,453,210,112,69,25,16,9,2,1,4,1,4
4,1310302304,港区,南青山,南青山４丁目,南青山４丁目,221,121,44,34,11,5,3,-,-,1,-,2
4,1310302305,港区,南青山,南青山５丁目,南青山５丁目,860,372,229,141,51,33,16,5,1,2,2,8
4,1310302306,港区,南青山,南青山６丁目,南青山６丁目,311,166,72,38,10,10,4,3,1,-,1,6
4,1310302307,港区,南青山,南青山７丁目,南青山７丁目,93,41,25,16,4,3,4,-,-,-,-,-
3,1310302400,港区,北青山,,北青山,1018,397,245,155,74,45,52,22,8,7,4,9
4,1310302401,港区,北青山,北青山１丁目,北青山１丁目,161,77,35,21,6,3,8,7,2,2,-,-
4,1310302402,港区,北青山,北青山２丁目,北青山２丁目,312,116,63,47,28,21,20,6,2,2,2,5
4,1310302403,港区,北青山,北青山３丁目,北青山３丁目,545,204,147,87,40,21,24,9,4,3,2,4
3,1310302500,港区,高輪,,高輪,1564,748,307,232,79,73,55,24,13,6,10,17
4,1310302501,港区,高輪,高輪１丁目,高輪１丁目,245,155,40,26,9,6,4,1,2,-,-,2
4,1310302502,港区,高輪,高輪２丁目,高輪２丁目,374,173,63,61,16,20,17,11,2,3,3,5
4,1310302503,港区,高輪,高輪３丁目,高輪３丁目,581,228,134,109,32,27,23,10,6,3,3,6
4,1310302504,港区,高輪,高輪４丁目,高輪４丁目,364,192,70,36,22,20,11,2,3,-,4,4
3,1310302600,港区,白金,,白金,685,416,151,66,18,11,9,6,2,-,4,2
4,1310302601,港区,白金,白金１丁目,白金１丁目,281,170,53,32,10,5,4,2,1,-,3,1
4,1310302602,港区,白金,白金２丁目,白金２丁目,38,22,12,2,1,-,-,1,-,-,-,-
4,1310302603,港区,白金,白金３丁目,白金３丁目,147,88,38,15,2,3,-,1,-,-,-,-
4,1310302604,港区,白金,白金４丁目,白金４丁目,39,25,5,3,2,2,-,1,-,-,-,1
4,1310302605,港区,白金,白金５丁目,白金５丁目,85,45,24,9,-,1,3,1,1,-,1,-
4,1310302606,港区,白金,白金６丁目,白金６丁目,95,66,19,5,3,-,2,-,-,-,-,-
3,1310302700,港区,白金台,,白金台,689,377,147,72,30,33,15,7,2,2,1,3
4,1310302701,港区,白金台,白金台１丁目,白金台１丁目,59,21,9,11,5,4,3,3,-,2,1,-
4,1310302702,港区,白金台,白金台２丁目,白金台２丁目,115,64,22,13,9,4,2,1,-,-,-,-
4,1310302703,港区,白金台,白金台３丁目,白金台３丁目,176,101,36,14,8,12,3,-,2,-,-,-
4,1310302704,港区,白金台,白金台４丁目,白金台４丁目,99,44,27,14,6,5,2,1,-,-,-,-
4,1310302705,港区,白金台,白金台５丁目,白金台５丁目,240,147,53,20,2,8,5,2,-,-,-,3
3,1310302800,港区,芝浦,,芝浦,1273,329,247,249,111,92,105,56,28,15,23,18
4,1310302801,港区,芝浦,芝浦１丁目,芝浦１丁目,297,66,63,55,21,19,28,13,9,4,12,7
4,1310302802,港区,芝浦,芝浦２丁目,芝浦２丁目,183,48,41,36,16,12,17,6,2,2,-,3
4,1310302803,港区,芝浦,芝浦３丁目,芝浦３丁目,423,129,92,91,39,23,23,9,5,3,6,3
4,1310302804,港区,芝浦,芝浦４丁目,芝浦４丁目,370,86,51,67,35,38,37,28,12,6,5,5
3,1310302900,港区,港南,,港南,1458,296,271,292,148,148,111,78,19,24,41,30
4,1310302901,港区,港南,港南１丁目,港南１丁目,240,40,30,42,21,29,25,17,8,4,17,7
4,1310302902,港区,港南,港南２丁目,港南２丁目,933,171,175,208,103,94,68,52,10,17,23,12
4,1310302903,港区,港南,港南３丁目,港南３丁目,77,26,18,13,5,2,6,4,-,-,-,3
4,1310302904,港区,港南,港南４丁目,港南４丁目,119,39,31,15,6,10,6,3,1,3,-,5
4,1310302905,港区,港南,港南５丁目,港南５丁目,89,20,17,14,13,13,6,2,-,-,1,3
3,1310303000,港区,台場,,台場,311,68,72,69,38,24,14,9,1,8,5,3
4,1310303001,港区,台場,台場１丁目,台場１丁目,185,50,51,37,29,11,5,-,-,1,-,1
4,1310303002,港区,台場,台場２丁目,台場２丁目,126,18,21,32,9,13,9,9,1,7,5,2
2,1310400000,新宿区,,,新宿区,32274,15374,6730,4687,1829,1504,1032,525,143,132,159,159
3,1310400100,新宿区,四谷,,四谷,1451,747,354,179,74,40,33,12,5,2,1,4
4,1310400101,新宿区,四谷,四谷１丁目,四谷１丁目,437,210,109,63,22,15,9,5,1,-,-,3
4,1310400102,新宿区,四谷,四谷２丁目,四谷２丁目,367,196,90,39,19,12,6,4,-,-,1,-
4,1310400103,新宿区,四谷,四谷３丁目,四谷３丁目,304,163,81,33,13,5,9,-,-,-,-,-
4,1310400104,新宿区,四谷,四谷４丁目,四谷４丁目,343,178,74,44,20,8,9,3,4,2,-,1
3,1310400200,新宿区,本塩町,,本塩町,96,27,24,11,10,9,9,1,2,1,2,-
3,1310400300,新宿区,三栄町,,三栄町,295,176,68,27,9,10,3,2,-,-,-,-
3,1310400400,新宿区,四谷坂町,,四谷坂町,102,47,20,20,4,4,5,-,-,1,-,1
3,1310400500,新宿区,若葉,,若葉,180,110,34,22,3,4,3,3,-,-,-,1
4,1310400501,新宿区,若葉,若葉１丁目,若葉１丁目,105,59,21,16,1,2,3,2,-,-,-,1
4,1310400502,新宿区,若葉,若葉２丁目,若葉２丁目,54,36,10,5,1,1,-,1,-,-,-,-
4,1310400503,新宿区,若葉,若葉３丁目,若葉３丁目,21,15,3,1,1,1,-,-,-,-,-,-
3,1310400600,新宿区,須賀町,,須賀町,75,52,18,4,-,1,-,-,-,-,-,-
3,1310400700,新宿区,左門町,,左門町,225,132,37,25,14,6,6,3,-,1,-,1
3,1310400800,新宿区,信濃町,,信濃町,210,106,37,32,12,7,3,6,1,1,4,1
3,1310400900,新宿区,南元町,,南元町,61,28,13,5,4,1,6,1,1,2,-,-
3,1310401000,新宿区,荒木町,,荒木町,320,221,58,16,6,6,7,4,2,-,-,-
3,1310401100,新宿区,舟町,,舟町,177,128,25,16,3,3,1,1,-,-,-,-
3,1310401200,新宿区,愛住町,,愛住町,114,59,21,21,6,5,1,1,-,-,-,-
3,1310401300,新宿区,大京町,,大京町,137,82,25,13,3,6,4,-,2,1,-,1
3,1310401400,新宿区,霞ヶ丘町,,霞ヶ丘町,18,5,2,6,2,1,-,1,-,1,-,-
3,1310401500,新宿区,内藤町,,内藤町,59,31,12,4,3,5,3,-,-,1,-,-
3,1310401600,新宿区,片町,,片町,63,37,13,7,2,2,1,-,-,1,-,-
3,1310401700,新宿区,新宿,,新宿,5849,2466,1362,942,416,312,165,83,24,18,19,42
4,1310401701,新宿区,新宿,新宿１丁目,新宿１丁目,1362,721,313,153,72,32,38,21,3,2,2,5
4,1310401702,新宿区,新宿,新宿２丁目,新宿２丁目,943,512,174,130,47,40,15,14,4,5,2,-
4,1310401703,新宿区,新宿,新宿３丁目,新宿３丁目,2111,604,595,443,200,155,58,17,7,3,2,27
4,1310401704,新宿区,新宿,新宿４丁目,新宿４丁目,344,115,86,46,28,32,16,9,4,-,5,3
4,1310401705,新宿区,新宿,新宿５丁目,新宿５丁目,549,256,111,86,27,32,21,6,2,2,4,2
4,1310401706,新宿区,新宿,新宿６丁目,新宿６丁目,378,157,57,62,36,17,16,14,4,6,4,5
4,1310401707,新宿区,新宿,新宿７丁目,新宿７丁目,162,101,26,22,6,4,1,2,-,-,-,-
3,1310401800,新宿区,歌舞伎町,,歌舞伎町,1563,689,358,269,101,75,38,17,2,4,3,7
4,1310401801,新宿区,歌舞伎町,歌舞伎町１丁目,歌舞伎町１丁目,953,425,200,172,69,47,20,12,2,1,-,5
4,1310401802,新宿区,歌舞伎町,歌舞伎町２丁目,歌舞伎町２丁目,610,264,158,97,32,28,18,5,-,3,3,2
3,1310401900,新宿区,市谷田町,,市谷田町,184,84,47,26,9,10,6,2,-,-,-,-
4,1310401901,新宿区,市谷田町,市谷田町１丁目,市谷田町１丁目,51,24,15,5,2,3,1,1,-,-,-,-
4,1310401902,新宿区,市谷田町,市谷田町２丁目,市谷田町２丁目,100,44,22,19,4,6,5,-,-,-,-,-
4,1310401903,新宿区,市谷田町,市谷田町３丁目,市谷田町３丁目,33,16,10,2,3,1,-,1,-,-,-,-
3,1310402000,新宿区,市谷本村町,,市谷本村町,209,69,36,38,20,14,17,9,2,2,-,2
3,1310402100,新宿区,市谷砂土原町,,市谷砂土原町,72,27,12,11,7,5,6,1,-,1,1,1
4,1310402101,新宿区,市谷砂土原町,市谷砂土原町１丁目,市谷砂土原町１丁目,30,17,5,3,2,-,2,-,-,-,1,-
