地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数（人）,経営組織／法人／総数／事業所数（事業所）,経営組織／法人／総数／従業者数（人）,経営組織／法人／会社／総数／事業所数（事業所）,経営組織／法人／会社／総数／従業者数（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数（人）
3,1312100600,足立区,入谷,,入谷,725,12478,117,290,607,12179,580,11596,576,11530,-,-,4,66,-,-,27,583,1,9
4,1312100601,足立区,入谷,入谷１丁目,入谷１丁目,59,689,12,30,47,659,42,427,42,427,-,-,-,-,-,-,5,232,-,-
4,1312100602,足立区,入谷,入谷２丁目,入谷２丁目,64,540,18,46,46,494,39,418,39,418,-,-,-,-,-,-,7,76,-,-
4,1312100603,足立区,入谷,入谷３丁目,入谷３丁目,71,586,25,70,46,516,44,406,44,406,-,-,-,-,-,-,2,110,-,-
4,1312100604,足立区,入谷,入谷４丁目,入谷４丁目,46,539,9,18,37,521,37,521,37,521,-,-,-,-,-,-,-,-,-,-
4,1312100605,足立区,入谷,入谷５丁目,入谷５丁目,31,1008,2,4,29,1004,29,1004,28,985,-,-,1,19,-,-,-,-,-,-
4,1312100606,足立区,入谷,入谷６丁目,入谷６丁目,106,2239,4,9,101,2221,91,2182,90,2172,-,-,1,10,-,-,10,39,1,9
4,1312100607,足立区,入谷,入谷７丁目,入谷７丁目,122,2524,19,35,103,2489,102,2484,101,2466,-,-,1,18,-,-,1,5,-,-
4,1312100608,足立区,入谷,入谷８丁目,入谷８丁目,85,1261,10,31,75,1230,75,1230,75,1230,-,-,-,-,-,-,-,-,-,-
4,1312100609,足立区,入谷,入谷９丁目,入谷９丁目,141,3092,18,47,123,3045,121,2924,120,2905,-,-,1,19,-,-,2,121,-,-
3,1312100700,足立区,入谷町,,入谷町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312100800,足立区,梅島,,梅島,529,5076,197,581,331,4493,303,4019,302,4018,1,1,-,-,-,-,28,474,1,2
4,1312100801,足立区,梅島,梅島１丁目,梅島１丁目,200,1500,91,250,109,1250,99,1202,99,1202,-,-,-,-,-,-,10,48,-,-
4,1312100802,足立区,梅島,梅島２丁目,梅島２丁目,115,1162,50,106,65,1056,63,885,63,885,-,-,-,-,-,-,2,171,-,-
4,1312100803,足立区,梅島,梅島３丁目,梅島３丁目,214,2414,56,225,157,2187,141,1932,140,1931,1,1,-,-,-,-,16,255,1,2
3,1312100900,足立区,梅田,,梅田,758,5627,329,810,429,4817,393,4038,389,4016,3,15,1,7,-,-,36,779,-,-
4,1312100901,足立区,梅田,梅田１丁目,梅田１丁目,87,317,52,116,35,201,31,168,30,167,1,1,-,-,-,-,4,33,-,-
4,1312100902,足立区,梅田,梅田２丁目,梅田２丁目,77,532,35,79,42,453,40,451,38,437,2,14,-,-,-,-,2,2,-,-
4,1312100903,足立区,梅田,梅田３丁目,梅田３丁目,78,600,42,99,36,501,35,500,35,500,-,-,-,-,-,-,1,1,-,-
4,1312100904,足立区,梅田,梅田４丁目,梅田４丁目,99,632,46,102,53,530,50,456,50,456,-,-,-,-,-,-,3,74,-,-
4,1312100905,足立区,梅田,梅田５丁目,梅田５丁目,91,529,31,93,60,436,53,389,53,389,-,-,-,-,-,-,7,47,-,-
4,1312100906,足立区,梅田,梅田６丁目,梅田６丁目,135,1007,65,150,70,857,66,827,65,820,-,-,1,7,-,-,4,30,-,-
4,1312100907,足立区,梅田,梅田７丁目,梅田７丁目,136,1467,43,125,93,1342,81,899,81,899,-,-,-,-,-,-,12,443,-,-
4,1312100908,足立区,梅田,梅田８丁目,梅田８丁目,55,543,15,46,40,497,37,348,37,348,-,-,-,-,-,-,3,149,-,-
3,1312101000,足立区,扇,,扇,463,3472,180,539,283,2933,254,2348,251,2307,-,-,3,41,-,-,29,585,-,-
4,1312101001,足立区,扇,扇１丁目,扇１丁目,204,1561,86,219,118,1342,101,906,101,906,-,-,-,-,-,-,17,436,-,-
4,1312101002,足立区,扇,扇２丁目,扇２丁目,147,991,53,122,94,869,89,823,86,782,-,-,3,41,-,-,5,46,-,-
4,1312101003,足立区,扇,扇３丁目,扇３丁目,112,920,41,198,71,722,64,619,64,619,-,-,-,-,-,-,7,103,-,-
3,1312101100,足立区,大谷田,,大谷田,382,2614,162,391,220,2223,208,2001,207,1989,-,-,1,12,-,-,12,222,-,-
4,1312101101,足立区,大谷田,大谷田１丁目,大谷田１丁目,96,413,57,128,39,285,35,239,35,239,-,-,-,-,-,-,4,46,-,-
4,1312101102,足立区,大谷田,大谷田２丁目,大谷田２丁目,26,248,9,12,17,236,14,141,14,141,-,-,-,-,-,-,3,95,-,-
4,1312101103,足立区,大谷田,大谷田３丁目,大谷田３丁目,112,665,46,108,66,557,62,490,61,478,-,-,1,12,-,-,4,67,-,-
4,1312101104,足立区,大谷田,大谷田４丁目,大谷田４丁目,54,448,20,64,34,384,34,384,34,384,-,-,-,-,-,-,-,-,-,-
4,1312101105,足立区,大谷田,大谷田５丁目,大谷田５丁目,94,840,30,79,64,761,63,747,63,747,-,-,-,-,-,-,1,14,-,-
3,1312101200,足立区,興野,,興野,199,947,102,245,97,702,89,656,88,650,1,6,-,-,-,-,8,46,-,-
4,1312101201,足立区,興野,興野１丁目,興野１丁目,85,496,51,141,34,355,31,333,31,333,-,-,-,-,-,-,3,22,-,-
4,1312101202,足立区,興野,興野２丁目,興野２丁目,114,451,51,104,63,347,58,323,57,317,1,6,-,-,-,-,5,24,-,-
3,1312101300,足立区,小台,,小台,238,2055,76,182,162,1873,156,1825,152,1814,2,7,2,4,-,-,6,48,-,-
4,1312101301,足立区,小台,小台１丁目,小台１丁目,64,944,9,14,55,930,53,903,51,897,1,3,1,3,-,-,2,27,-,-
4,1312101302,足立区,小台,小台２丁目,小台２丁目,174,1111,67,168,107,943,103,922,101,917,1,4,1,1,-,-,4,21,-,-
3,1312101400,足立区,加賀,,加賀,151,1418,49,140,102,1278,102,1278,101,1231,-,-,1,47,-,-,-,-,-,-
4,1312101401,足立区,加賀,加賀１丁目,加賀１丁目,51,382,19,59,32,323,32,323,31,276,-,-,1,47,-,-,-,-,-,-
4,1312101402,足立区,加賀,加賀２丁目,加賀２丁目,100,1036,30,81,70,955,70,955,70,955,-,-,-,-,-,-,-,-,-,-
3,1312101500,足立区,加平,,加平,192,2085,34,65,158,2020,154,1810,152,1795,1,11,1,4,-,-,4,210,-,-
4,1312101501,足立区,加平,加平１丁目,加平１丁目,69,755,10,17,59,738,57,534,56,530,-,-,1,4,-,-,2,204,-,-
4,1312101502,足立区,加平,加平２丁目,加平２丁目,56,574,12,30,44,544,42,538,42,538,-,-,-,-,-,-,2,6,-,-
4,1312101503,足立区,加平,加平３丁目,加平３丁目,67,756,12,18,55,738,55,738,54,727,1,11,-,-,-,-,-,-,-,-
3,1312101600,足立区,北加平町,,北加平町,50,478,13,24,37,454,37,454,37,454,-,-,-,-,-,-,-,-,-,-
3,1312101700,足立区,栗原,,栗原,322,2246,131,374,190,1870,174,1571,174,1571,-,-,-,-,-,-,16,299,1,2
4,1312101701,足立区,栗原,栗原１丁目,栗原１丁目,91,528,46,131,45,397,40,272,40,272,-,-,-,-,-,-,5,125,-,-
4,1312101702,足立区,栗原,栗原２丁目,栗原２丁目,35,196,16,41,19,155,17,151,17,151,-,-,-,-,-,-,2,4,-,-
4,1312101703,足立区,栗原,栗原３丁目,栗原３丁目,115,549,52,155,62,392,57,362,57,362,-,-,-,-,-,-,5,30,1,2
4,1312101704,足立区,栗原,栗原４丁目,栗原４丁目,81,973,17,47,64,926,60,786,60,786,-,-,-,-,-,-,4,140,-,-
3,1312101800,足立区,弘道,,弘道,202,900,93,249,109,651,103,596,103,596,-,-,-,-,-,-,6,55,-,-
4,1312101801,足立区,弘道,弘道１丁目,弘道１丁目,139,643,67,188,72,455,67,403,67,403,-,-,-,-,-,-,5,52,-,-
4,1312101802,足立区,弘道,弘道２丁目,弘道２丁目,63,257,26,61,37,196,36,193,36,193,-,-,-,-,-,-,1,3,-,-
3,1312101900,足立区,江北,,江北,575,5000,253,674,322,4326,295,3580,294,3560,-,-,1,20,-,-,27,746,-,-
4,1312101901,足立区,江北,江北１丁目,江北１丁目,75,637,30,80,45,557,40,484,40,484,-,-,-,-,-,-,5,73,-,-
4,1312101902,足立区,江北,江北２丁目,江北２丁目,112,794,51,123,61,671,56,614,56,614,-,-,-,-,-,-,5,57,-,-
4,1312101903,足立区,江北,江北３丁目,江北３丁目,110,1121,46,116,64,1005,56,746,55,726,-,-,1,20,-,-,8,259,-,-
4,1312101904,足立区,江北,江北４丁目,江北４丁目,89,446,56,150,33,296,31,287,31,287,-,-,-,-,-,-,2,9,-,-
4,1312101905,足立区,江北,江北５丁目,江北５丁目,21,433,5,16,16,417,16,417,16,417,-,-,-,-,-,-,-,-,-,-
4,1312101906,足立区,江北,江北６丁目,江北６丁目,74,922,28,81,46,841,42,532,42,532,-,-,-,-,-,-,4,309,-,-
4,1312101907,足立区,江北,江北７丁目,江北７丁目,94,647,37,108,57,539,54,500,54,500,-,-,-,-,-,-,3,39,-,-
3,1312102000,足立区,古千谷,,古千谷,1,17,-,-,1,17,1,17,1,17,-,-,-,-,-,-,-,-,-,-
4,1312102001,足立区,古千谷,古千谷１丁目,古千谷１丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1312102002,足立区,古千谷,古千谷２丁目,古千谷２丁目,1,17,-,-,1,17,1,17,1,17,-,-,-,-,-,-,-,-,-,-
3,1312102100,足立区,古千谷本町,,古千谷本町,206,1651,76,126,130,1525,121,1389,121,1389,-,-,-,-,-,-,9,136,-,-
4,1312102101,足立区,古千谷本町,古千谷本町１丁目,古千谷本町１丁目,53,765,16,24,37,741,34,697,34,697,-,-,-,-,-,-,3,44,-,-
4,1312102102,足立区,古千谷本町,古千谷本町２丁目,古千谷本町２丁目,64,414,23,38,41,376,36,322,36,322,-,-,-,-,-,-,5,54,-,-
4,1312102103,足立区,古千谷本町,古千谷本町３丁目,古千谷本町３丁目,45,192,20,33,25,159,25,159,25,159,-,-,-,-,-,-,-,-,-,-
4,1312102104,足立区,古千谷本町,古千谷本町４丁目,古千谷本町４丁目,44,280,17,31,27,249,26,211,26,211,-,-,-,-,-,-,1,38,-,-
3,1312102200,足立区,佐野,,佐野,207,1678,96,228,111,1450,100,1140,99,1138,1,2,-,-,-,-,11,310,-,-
4,1312102201,足立区,佐野,佐野１丁目,佐野１丁目,42,504,11,28,31,476,27,357,27,357,-,-,-,-,-,-,4,119,-,-
4,1312102202,足立区,佐野,佐野２丁目,佐野２丁目,165,1174,85,200,80,974,73,783,72,781,1,2,-,-,-,-,7,191,-,-
3,1312102300,足立区,皿沼,,皿沼,161,1417,42,85,119,1332,111,1208,110,1194,-,-,1,14,-,-,8,124,-,-
4,1312102301,足立区,皿沼,皿沼１丁目,皿沼１丁目,72,471,27,55,45,416,39,354,39,354,-,-,-,-,-,-,6,62,-,-
4,1312102302,足立区,皿沼,皿沼２丁目,皿沼２丁目,47,598,6,11,41,587,39,525,38,511,-,-,1,14,-,-,2,62,-,-
4,1312102303,足立区,皿沼,皿沼３丁目,皿沼３丁目,42,348,9,19,33,329,33,329,33,329,-,-,-,-,-,-,-,-,-,-
3,1312102400,足立区,鹿浜,,鹿浜,825,7858,265,619,559,7238,534,6270,530,6203,3,65,1,2,-,-,25,968,1,1
4,1312102401,足立区,鹿浜,鹿浜１丁目,鹿浜１丁目,71,848,20,44,51,804,49,791,49,791,-,-,-,-,-,-,2,13,-,-
4,1312102402,足立区,鹿浜,鹿浜２丁目,鹿浜２丁目,117,869,40,67,77,802,75,757,75,757,-,-,-,-,-,-,2,45,-,-
4,1312102403,足立区,鹿浜,鹿浜３丁目,鹿浜３丁目,131,1170,40,79,91,1091,86,991,86,991,-,-,-,-,-,-,5,100,-,-
4,1312102404,足立区,鹿浜,鹿浜４丁目,鹿浜４丁目,124,1284,43,99,81,1185,79,1161,79,1161,-,-,-,-,-,-,2,24,-,-
4,1312102405,足立区,鹿浜,鹿浜５丁目,鹿浜５丁目,104,1647,26,77,78,1570,71,854,70,853,1,1,-,-,-,-,7,716,-,-
4,1312102406,足立区,鹿浜,鹿浜６丁目,鹿浜６丁目,101,711,30,69,71,642,69,620,68,592,1,28,-,-,-,-,2,22,-,-
4,1312102407,足立区,鹿浜,鹿浜７丁目,鹿浜７丁目,80,842,31,70,49,772,46,751,44,713,1,36,1,2,-,-,3,21,-,-
4,1312102408,足立区,鹿浜,鹿浜８丁目,鹿浜８丁目,97,487,35,114,61,372,59,345,59,345,-,-,-,-,-,-,2,27,1,1
3,1312102500,足立区,島根,,島根,304,2251,125,394,179,1857,168,1596,167,1547,-,-,1,49,-,-,11,261,-,-
4,1312102501,足立区,島根,島根１丁目,島根１丁目,50,353,19,39,31,314,29,306,29,306,-,-,-,-,-,-,2,8,-,-
4,1312102502,足立区,島根,島根２丁目,島根２丁目,98,652,42,99,56,553,56,553,56,553,-,-,-,-,-,-,-,-,-,-
4,1312102503,足立区,島根,島根３丁目,島根３丁目,87,858,38,194,49,664,45,453,44,404,-,-,1,49,-,-,4,211,-,-
4,1312102504,足立区,島根,島根４丁目,島根４丁目,69,388,26,62,43,326,38,284,38,284,-,-,-,-,-,-,5,42,-,-
3,1312102600,足立区,新田,,新田,276,2986,99,253,176,2731,160,2351,160,2351,-,-,-,-,-,-,16,380,1,2
4,1312102601,足立区,新田,新田１丁目,新田１丁目,71,1208,19,54,52,1154,52,1154,52,1154,-,-,-,-,-,-,-,-,-,-
4,1312102602,足立区,新田,新田２丁目,新田２丁目,89,788,37,74,52,714,44,414,44,414,-,-,-,-,-,-,8,300,-,-
4,1312102603,足立区,新田,新田３丁目,新田３丁目,116,990,43,125,72,863,64,783,64,783,-,-,-,-,-,-,8,80,1,2
3,1312102700,足立区,神明,,神明,134,989,53,140,81,849,78,807,78,807,-,-,-,-,-,-,3,42,-,-
4,1312102701,足立区,神明,神明１丁目,神明１丁目,28,121,18,73,10,48,10,48,10,48,-,-,-,-,-,-,-,-,-,-
4,1312102702,足立区,神明,神明２丁目,神明２丁目,60,637,17,36,43,601,42,568,42,568,-,-,-,-,-,-,1,33,-,-
4,1312102703,足立区,神明,神明３丁目,神明３丁目,46,231,18,31,28,200,26,191,26,191,-,-,-,-,-,-,2,9,-,-
3,1312102800,足立区,神明南,,神明南,136,866,56,125,80,741,76,661,75,658,1,3,-,-,-,-,4,80,-,-
4,1312102801,足立区,神明南,神明南１丁目,神明南１丁目,78,494,33,83,45,411,45,411,44,408,1,3,-,-,-,-,-,-,-,-
4,1312102802,足立区,神明南,神明南２丁目,神明南２丁目,58,372,23,42,35,330,31,250,31,250,-,-,-,-,-,-,4,80,-,-
3,1312102900,足立区,関原,,関原,565,2550,338,798,227,1752,208,1405,207,1402,1,3,-,-,-,-,19,347,-,-
4,1312102901,足立区,関原,関原１丁目,関原１丁目,92,520,50,121,42,399,40,349,40,349,-,-,-,-,-,-,2,50,-,-
4,1312102902,足立区,関原,関原２丁目,関原２丁目,223,904,149,331,74,573,65,402,65,402,-,-,-,-,-,-,9,171,-,-
4,1312102903,足立区,関原,関原３丁目,関原３丁目,250,1126,139,346,111,780,103,654,102,651,1,3,-,-,-,-,8,126,-,-
3,1312103000,足立区,千住,,千住,1124,12163,389,1263,735,10900,675,9972,666,9951,6,10,3,11,-,-,60,928,-,-
4,1312103001,足立区,千住,千住１丁目,千住１丁目,233,2166,93,348,140,1818,122,1550,119,1540,2,4,1,6,-,-,18,268,-,-
4,1312103002,足立区,千住,千住２丁目,千住２丁目,357,5129,108,400,249,4729,232,4296,230,4294,2,2,-,-,-,-,17,433,-,-
4,1312103003,足立区,千住,千住３丁目,千住３丁目,370,4030,100,331,270,3699,255,3531,253,3527,1,1,1,3,-,-,15,168,-,-
4,1312103004,足立区,千住,千住４丁目,千住４丁目,103,426,64,129,39,297,34,282,32,277,1,3,1,2,-,-,5,15,-,-
4,1312103005,足立区,千住,千住５丁目,千住５丁目,61,412,24,55,37,357,32,313,32,313,-,-,-,-,-,-,5,44,-,-
3,1312103100,足立区,千住曙町,,千住曙町,103,3592,20,73,83,3519,70,2592,69,2584,1,8,-,-,-,-,13,927,-,-
3,1312103200,足立区,千住旭町,,千住旭町,542,5904,123,335,418,5560,402,4446,399,4432,3,14,-,-,-,-,16,1114,1,9
3,1312103300,足立区,千住東,,千住東,117,2108,45,96,72,2012,66,1636,64,1631,2,5,-,-,-,-,6,376,-,-
4,1312103301,足立区,千住東,千住東１丁目,千住東１丁目,41,1054,15,32,26,1022,24,672,24,672,-,-,-,-,-,-,2,350,-,-
4,1312103302,足立区,千住東,千住東２丁目,千住東２丁目,76,1054,30,64,46,990,42,964,40,959,2,5,-,-,-,-,4,26,-,-
3,1312103400,足立区,千住大川町,,千住大川町,99,399,46,103,53,296,48,277,48,277,-,-,-,-,-,-,5,19,-,-
3,1312103500,足立区,千住河原町,,千住河原町,133,898,46,122,87,776,82,708,81,704,1,4,-,-,-,-,5,68,-,-
3,1312103600,足立区,千住寿町,,千住寿町,101,641,59,170,41,468,38,311,37,310,1,1,-,-,-,-,3,157,1,3
3,1312103700,足立区,千住桜木,,千住桜木,75,1515,25,69,50,1446,47,742,47,742,-,-,-,-,-,-,3,704,-,-
4,1312103701,足立区,千住桜木,千住桜木１丁目,千住桜木１丁目,32,603,9,30,23,573,23,573,23,573,-,-,-,-,-,-,-,-,-,-
4,1312103702,足立区,千住桜木,千住桜木２丁目,千住桜木２丁目,43,912,16,39,27,873,24,169,24,169,-,-,-,-,-,-,3,704,-,-
3,1312103800,足立区,千住関屋町,,千住関屋町,65,2501,5,13,60,2488,58,2442,58,2442,-,-,-,-,-,-,2,46,-,-
3,1312103900,足立区,千住龍田町,,千住龍田町,102,431,53,107,49,324,46,318,45,316,1,2,-,-,-,-,3,6,-,-
3,1312104000,足立区,千住中居町,,千住中居町,172,1269,75,196,97,1073,85,880,85,880,-,-,-,-,-,-,12,193,-,-
3,1312104100,足立区,千住仲町,,千住仲町,177,2074,62,159,115,1915,98,1701,98,1701,-,-,-,-,-,-,17,214,-,-
3,1312104200,足立区,千住橋戸町,,千住橋戸町,180,1784,24,77,155,1699,147,1611,147,1611,-,-,-,-,-,-,8,88,1,8
3,1312104300,足立区,千住緑町,,千住緑町,206,1410,93,177,113,1233,111,1219,111,1219,-,-,-,-,-,-,2,14,-,-
4,1312104301,足立区,千住緑町,千住緑町１丁目,千住緑町１丁目,29,618,4,9,25,609,25,609,25,609,-,-,-,-,-,-,-,-,-,-
4,1312104302,足立区,千住緑町,千住緑町２丁目,千住緑町２丁目,107,441,55,105,52,336,50,322,50,322,-,-,-,-,-,-,2,14,-,-
4,1312104303,足立区,千住緑町,千住緑町３丁目,千住緑町３丁目,70,351,34,63,36,288,36,288,36,288,-,-,-,-,-,-,-,-,-,-
3,1312104400,足立区,千住宮元町,,千住宮元町,99,1311,35,74,64,1237,56,1207,56,1207,-,-,-,-,-,-,8,30,-,-
3,1312104500,足立区,千住元町,,千住元町,97,690,36,93,61,597,51,393,51,393,-,-,-,-,-,-,10,204,-,-
3,1312104600,足立区,千住柳町,,千住柳町,89,449,49,107,40,342,34,176,34,176,-,-,-,-,-,-,6,166,-,-
3,1312104700,足立区,竹の塚,,竹の塚,896,10267,310,1155,585,9092,529,7171,524,7126,1,2,4,43,-,-,56,1921,1,20
4,1312104701,足立区,竹の塚,竹の塚１丁目,竹の塚１丁目,243,2071,114,386,129,1685,118,1549,117,1543,-,-,1,6,-,-,11,136,-,-
4,1312104702,足立区,竹の塚,竹の塚２丁目,竹の塚２丁目,93,840,23,91,69,729,65,657,64,655,1,2,-,-,-,-,4,72,1,20
4,1312104703,足立区,竹の塚,竹の塚３丁目,竹の塚３丁目,81,1031,31,124,50,907,47,890,46,882,-,-,1,8,-,-,3,17,-,-
4,1312104704,足立区,竹の塚,竹の塚４丁目,竹の塚４丁目,45,1107,16,76,29,1031,24,229,24,229,-,-,-,-,-,-,5,802,-,-
4,1312104705,足立区,竹の塚,竹の塚５丁目,竹の塚５丁目,184,2350,53,181,131,2169,113,1691,113,1691,-,-,-,-,-,-,18,478,-,-
4,1312104706,足立区,竹の塚,竹の塚６丁目,竹の塚６丁目,208,2234,57,260,151,1974,145,1909,144,1892,-,-,1,17,-,-,6,65,-,-
4,1312104707,足立区,竹の塚,竹の塚７丁目,竹の塚７丁目,42,634,16,37,26,597,17,246,16,234,-,-,1,12,-,-,9,351,-,-
3,1312104800,足立区,辰沼,,辰沼,147,970,69,144,78,826,75,794,73,790,1,3,-,-,1,1,3,32,-,-
4,1312104801,足立区,辰沼,辰沼１丁目,辰沼１丁目,39,265,19,43,20,222,19,216,17,212,1,3,-,-,1,1,1,6,-,-
4,1312104802,足立区,辰沼,辰沼２丁目,辰沼２丁目,108,705,50,101,58,604,56,578,56,578,-,-,-,-,-,-,2,26,-,-
3,1312104900,足立区,中央本町,,中央本町,381,3808,141,368,239,3427,214,2976,212,2971,1,2,1,3,-,-,25,451,1,13
4,1312104901,足立区,中央本町,中央本町１丁目,中央本町１丁目,55,566,15,33,39,520,31,429,31,429,-,-,-,-,-,-,8,91,1,13
4,1312104902,足立区,中央本町,中央本町２丁目,中央本町２丁目,112,1359,43,130,69,1229,65,1210,64,1207,-,-,1,3,-,-,4,19,-,-
4,1312104903,足立区,中央本町,中央本町３丁目,中央本町３丁目,64,483,22,61,42,422,35,347,35,347,-,-,-,-,-,-,7,75,-,-
4,1312104904,足立区,中央本町,中央本町４丁目,中央本町４丁目,94,1123,36,83,58,1040,54,794,53,792,1,2,-,-,-,-,4,246,-,-
4,1312104905,足立区,中央本町,中央本町５丁目,中央本町５丁目,56,277,25,61,31,216,29,196,29,196,-,-,-,-,-,-,2,20,-,-
3,1312105000,足立区,椿,,椿,96,831,24,74,72,757,70,622,69,618,-,-,1,4,-,-,2,135,-,-
4,1312105001,足立区,椿,椿１丁目,椿１丁目,21,156,2,4,19,152,19,152,18,148,-,-,1,4,-,-,-,-,-,-
4,1312105002,足立区,椿,椿２丁目,椿２丁目,75,675,22,70,53,605,51,470,51,470,-,-,-,-,-,-,2,135,-,-
3,1312105100,足立区,東和,,東和,454,3630,190,491,264,3139,234,2052,230,1970,1,1,3,81,-,-,30,1087,-,-
4,1312105101,足立区,東和,東和１丁目,東和１丁目,75,468,24,55,51,413,47,359,47,359,-,-,-,-,-,-,4,54,-,-
4,1312105102,足立区,東和,東和２丁目,東和２丁目,115,586,56,138,59,448,51,338,49,296,-,-,2,42,-,-,8,110,-,-
4,1312105103,足立区,東和,東和３丁目,東和３丁目,82,604,28,67,54,537,49,466,49,466,-,-,-,-,-,-,5,71,-,-
4,1312105104,足立区,東和,東和４丁目,東和４丁目,97,1178,53,159,44,1019,34,241,34,241,-,-,-,-,-,-,10,778,-,-
4,1312105105,足立区,東和,東和５丁目,東和５丁目,85,794,29,72,56,722,53,648,51,608,1,1,1,39,-,-,3,74,-,-
3,1312105200,足立区,舎人,,舎人,387,2297,163,365,224,1932,218,1851,218,1851,-,-,-,-,-,-,6,81,-,-
4,1312105201,足立区,舎人,舎人１丁目,舎人１丁目,80,604,18,51,62,553,58,485,58,485,-,-,-,-,-,-,4,68,-,-
4,1312105202,足立区,舎人,舎人２丁目,舎人２丁目,76,398,32,59,44,339,42,326,42,326,-,-,-,-,-,-,2,13,-,-
4,1312105203,足立区,舎人,舎人３丁目,舎人３丁目,57,271,28,44,29,227,29,227,29,227,-,-,-,-,-,-,-,-,-,-
4,1312105204,足立区,舎人,舎人４丁目,舎人４丁目,22,106,9,15,13,91,13,91,13,91,-,-,-,-,-,-,-,-,-,-
4,1312105205,足立区,舎人,舎人５丁目,舎人５丁目,105,708,47,128,58,580,58,580,58,580,-,-,-,-,-,-,-,-,-,-
4,1312105206,足立区,舎人,舎人６丁目,舎人６丁目,47,210,29,68,18,142,18,142,18,142,-,-,-,-,-,-,-,-,-,-
3,1312105300,足立区,舎人町,,舎人町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1312105400,足立区,舎人公園,,舎人公園,1,17,-,-,1,17,-,-,-,-,-,-,-,-,-,-,1,17,-,-
3,1312105500,足立区,中川,,中川,208,1782,75,194,133,1588,120,1395,118,1391,1,2,1,2,-,-,13,193,-,-
4,1312105501,足立区,中川,中川１丁目,中川１丁目,24,157,5,31,19,126,19,126,19,126,-,-,-,-,-,-,-,-,-,-
4,1312105502,足立区,中川,中川２丁目,中川２丁目,26,159,13,24,13,135,12,83,11,81,1,2,-,-,-,-,1,52,-,-
4,1312105503,足立区,中川,中川３丁目,中川３丁目,44,133,17,33,27,100,23,91,23,91,-,-,-,-,-,-,4,9,-,-
4,1312105504,足立区,中川,中川４丁目,中川４丁目,96,1197,36,95,60,1102,52,970,52,970,-,-,-,-,-,-,8,132,-,-
4,1312105505,足立区,中川,中川５丁目,中川５丁目,18,136,4,11,14,125,14,125,13,123,-,-,1,2,-,-,-,-,-,-
3,1312105600,足立区,西綾瀬,,西綾瀬,211,1230,83,217,128,1013,116,888,114,869,1,2,1,17,-,-,12,125,-,-
4,1312105601,足立区,西綾瀬,西綾瀬１丁目,西綾瀬１丁目,19,65,8,17,11,48,10,45,9,43,1,2,-,-,-,-,1,3,-,-
4,1312105602,足立区,西綾瀬,西綾瀬２丁目,西綾瀬２丁目,90,622,33,115,57,507,53,476,53,476,-,-,-,-,-,-,4,31,-,-
4,1312105603,足立区,西綾瀬,西綾瀬３丁目,西綾瀬３丁目,72,364,28,65,44,299,39,247,38,230,-,-,1,17,-,-,5,52,-,-
4,1312105604,足立区,西綾瀬,西綾瀬４丁目,西綾瀬４丁目,30,179,14,20,16,159,14,120,14,120,-,-,-,-,-,-,2,39,-,-
3,1312105700,足立区,西新井,,西新井,802,6084,357,949,444,5134,409,4116,402,4074,3,31,4,11,-,-,35,1018,1,1
4,1312105701,足立区,西新井,西新井１丁目,西新井１丁目,182,992,89,243,93,749,83,624,80,595,2,28,1,1,-,-,10,125,-,-
4,1312105702,足立区,西新井,西新井２丁目,西新井２丁目,102,526,55,136,47,390,41,281,41,281,-,-,-,-,-,-,6,109,-,-
4,1312105703,足立区,西新井,西新井３丁目,西新井３丁目,45,477,24,60,21,417,20,303,20,303,-,-,-,-,-,-,1,114,-,-
4,1312105704,足立区,西新井,西新井４丁目,西新井４丁目,154,1011,69,211,84,799,81,725,80,722,1,3,-,-,-,-,3,74,1,1
4,1312105705,足立区,西新井,西新井５丁目,西新井５丁目,109,975,38,123,71,852,62,636,60,628,-,-,2,8,-,-,9,216,-,-
4,1312105706,足立区,西新井,西新井６丁目,西新井６丁目,123,1038,62,132,61,906,56,529,55,527,-,-,1,2,-,-,5,377,-,-
4,1312105707,足立区,西新井,西新井７丁目,西新井７丁目,87,1065,20,44,67,1021,66,1018,66,1018,-,-,-,-,-,-,1,3,-,-
3,1312105800,足立区,西新井栄町,,西新井栄町,502,5217,146,471,356,4746,336,4175,333,4136,3,39,-,-,-,-,20,571,-,-
