地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／企業常用雇用者数（人）,会社企業／総数／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／０～４人／企業数（企業）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／０～４人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／５～９人／企業数（企業）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／５～９人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／10～19人／企業数（企業）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／10～19人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／20～29人／企業数（企業）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／20～29人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／30～49人／企業数（企業）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／30～49人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／50～99人／企業数（企業）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／50～99人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／100～299人／企業数（企業）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／100～299人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／300～999人／企業数（企業）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／300～999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業数（企業）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／1000～1999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業数（企業）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／2000～4999人／企業常用雇用者数のうち国内（人）,企業常用雇用者規模（会社企業）／5000人以上／企業数（企業）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数（人）,企業常用雇用者規模（会社企業）／5000人以上／企業常用雇用者数のうち国内（人）
0,13000,東京都,1,P,00,医療，福祉,4473,214694,214637,1706,2912,2910,905,6097,6097,816,11091,11087,323,7781,7781,289,11147,11123,212,14799,14797,124,21330,21330,58,29067,29067,22,30441,30418,13,36126,36124,5,43903,43903
0,13000,東京都,2,P,83,医療業,2127,40134,40084,1261,2021,2019,436,2840,2840,232,3078,3074,69,1629,1629,51,1997,1977,42,3043,3041,22,3678,3678,7,4014,4014,4,6288,6267,3,11546,11545,-,-,-
0,13000,東京都,2,P,84,保健衛生,127,2978,2978,60,78,78,24,149,149,18,256,256,7,157,157,5,185,185,6,409,409,4,696,696,3,1048,1048,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,P,85,社会保険・社会福祉・介護事業,2218,171581,171574,384,812,812,445,3108,3108,566,7757,7757,247,5995,5995,233,8965,8961,164,11347,11347,98,16956,16956,48,24005,24005,18,24153,24151,10,24580,24579,5,43903,43903
0,13000,東京都,1,Q,00,複合サービス事業,6,400084,400084,3,5,5,2,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,400064,400064
0,13000,東京都,2,Q,86,郵便局,6,400084,400084,3,5,5,2,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,400064,400064
0,13000,東京都,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,R,00,サービス業（他に分類されないもの）,12763,1425968,1418636,5888,9073,9073,1864,12267,12262,1407,19425,19425,654,15768,15749,777,30034,30018,763,53703,53702,715,124467,124423,461,253207,252416,111,156351,156335,87,259884,254830,36,491789,490403
0,13000,東京都,2,R,88,廃棄物処理業,764,32753,32753,261,473,473,130,873,873,130,1784,1784,58,1372,1372,66,2578,2578,71,4965,4965,35,6288,6288,10,6430,6430,1,1665,1665,2,6325,6325,-,-,-
0,13000,東京都,2,R,89,自動車整備業,1362,10179,10179,966,1592,1592,248,1566,1566,86,1182,1182,21,508,508,17,602,602,13,913,913,9,1549,1549,1,329,329,1,1938,1938,-,-,-,-,-,-
0,13000,東京都,2,R,90,機械等修理業（別掲を除く）,1230,65348,65333,700,1029,1029,177,1169,1169,140,1864,1864,49,1181,1181,42,1637,1637,40,2836,2836,42,6689,6689,30,16839,16839,4,4771,4760,4,10307,10307,2,17026,17022
0,13000,東京都,2,R,91,職業紹介・労働者派遣業,1924,469143,469106,705,1126,1126,238,1548,1547,214,2951,2951,109,2588,2588,136,5275,5274,165,11835,11834,181,32299,32267,113,61260,61260,24,32688,32687,26,74533,74532,13,243040,243040
0,13000,東京都,2,R,92,その他の事業サービス業,7392,846372,839092,3200,4775,4775,1057,7028,7024,830,11543,11543,415,10067,10048,514,19862,19847,468,32756,32756,445,77212,77200,306,167398,166607,81,115289,115285,55,168719,163666,21,231723,230341
0,13000,東京都,2,R,93,政治・経済・文化団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,R,94,宗教,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,R,95,その他のサービス業,32,559,559,13,17,17,7,42,42,6,87,87,-,-,-,1,39,39,4,257,257,1,117,117,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,0,A～R,00,全産業（Ｓ公務を除く）,206149,11292545,11167441,119538,175901,175826,31546,206556,206419,20694,280548,280227,8399,200675,200454,7895,301201,300388,7182,503666,502334,6239,1060743,1055112,3043,1641498,1627035,771,1078591,1067824,543,1682007,1665665,299,4161159,4086157
1,13100,区部,1,A,00,農業，林業,189,4230,4230,109,185,185,44,301,301,15,190,190,4,91,91,2,75,75,8,554,554,4,788,788,2,1017,1017,1,1029,1029,-,-,-,-,-,-
1,13100,区部,2,A,01,農業,180,4067,4067,104,171,171,43,296,296,14,180,180,4,91,91,2,75,75,6,420,420,4,788,788,2,1017,1017,1,1029,1029,-,-,-,-,-,-
1,13100,区部,2,A,02,林業,9,163,163,5,14,14,1,5,5,1,10,10,-,-,-,-,-,-,2,134,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,1,B,00,漁業,6,54,54,1,3,3,3,20,20,1,11,11,1,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,2,B,03,漁業（水産養殖業を除く）,5,51,51,-,-,-,3,20,20,1,11,11,1,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,2,B,04,水産養殖業,1,3,3,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,1,C,00,鉱業，採石業，砂利採取業,71,5158,4013,45,78,38,3,24,23,6,82,57,2,47,47,6,215,210,2,142,142,3,504,262,2,799,470,2,3267,2764,-,-,-,-,-,-
1,13100,区部,2,C,05,鉱業，採石業，砂利採取業,71,5158,4013,45,78,38,3,24,23,6,82,57,2,47,47,6,215,210,2,142,142,3,504,262,2,799,470,2,3267,2764,-,-,-,-,-,-
1,13100,区部,1,D,00,建設業,20282,491976,487661,12447,19673,19673,3672,24091,24089,2017,26979,26979,667,15871,15866,563,21456,21448,387,27172,27154,299,51114,51094,152,83407,83153,42,56527,56168,28,86853,83931,8,78833,78106
1,13100,区部,2,D,06,総合工事業,6572,239618,235597,4142,6366,6366,1102,7205,7204,582,7846,7846,225,5379,5379,174,6713,6713,125,8690,8672,110,18886,18870,66,36564,36472,21,28667,28317,20,64643,61816,5,48659,47942
1,13100,区部,2,D,07,職別工事業（設備工事業を除く）,7331,64704,64690,4633,7094,7094,1345,8834,8833,773,10330,10330,215,5034,5029,180,6731,6730,110,7740,7740,56,9111,9111,18,8703,8696,1,1127,1127,-,-,-,-,-,-
1,13100,区部,2,D,08,設備工事業,6371,187637,187357,3666,6207,6207,1223,8041,8041,662,8803,8803,227,5458,5458,209,8012,8005,152,10742,10742,133,23117,23113,68,38140,37985,20,26733,26724,8,22210,22115,3,30174,30164
1,13100,区部,1,E,00,製造業,27193,2093948,2027442,14623,23185,23182,4209,27735,27721,2762,37661,37628,1259,30119,30098,1158,44293,44159,1161,81667,81443,1125,194566,192256,565,305026,298246,144,199066,194255,121,381384,376202,66,769246,722252
1,13100,区部,2,E,09,食料品製造業,1260,212075,210750,412,798,798,229,1558,1556,153,2131,2131,84,2022,2021,78,3048,3045,103,7184,7182,98,17632,17609,61,32621,32442,20,26403,26378,17,52095,51894,5,66583,65694
1,13100,区部,2,E,10,飲料・たばこ・飼料製造業,139,49188,49153,32,45,45,23,154,154,15,213,213,10,237,237,11,432,432,14,1048,1048,11,2040,2030,12,6361,6356,4,4791,4783,5,16413,16401,2,17454,17454
1,13100,区部,2,E,11,繊維工業,1651,45173,44840,1003,1529,1529,289,1878,1878,142,1944,1941,72,1696,1696,50,1878,1878,43,3004,2962,32,5944,5697,16,8220,8193,2,2744,2731,1,4964,4964,1,11372,11371
1,13100,区部,2,E,12,木材・木製品製造業（家具を除く）,231,5237,5234,125,226,226,44,294,294,30,387,387,6,146,146,3,112,112,9,660,660,12,1937,1935,1,447,447,1,1028,1027,-,-,-,-,-,-
1,13100,区部,2,E,13,家具・装備品製造業,695,16144,16123,468,737,737,110,716,716,44,560,560,20,457,457,15,579,560,20,1337,1337,11,1842,1840,3,1378,1378,1,1363,1363,3,7175,7175,-,-,-
1,13100,区部,2,E,14,パルプ・紙・紙加工品製造業,1079,53371,53036,582,948,948,177,1202,1202,112,1539,1531,45,1071,1071,43,1624,1624,49,3465,3465,36,5685,5676,22,11862,11859,8,11045,10851,4,9327,9226,1,5603,5583
1,13100,区部,2,E,15,印刷・同関連業,4813,109161,108568,2912,4587,4587,783,5117,5117,482,6525,6525,202,4836,4836,163,6237,6202,139,9948,9947,95,15548,15545,25,12635,12236,5,7172,7053,5,15304,15294,2,21252,21226
1,13100,区部,2,E,16,化学工業,1045,281999,273953,233,417,417,95,623,623,98,1375,1373,71,1735,1735,104,3985,3979,105,7340,7337,185,33902,33710,93,50444,50127,26,36426,35515,24,77029,75780,11,68723,63357
1,13100,区部,2,E,17,石油製品・石炭製品製造業,41,22975,22932,6,8,8,5,32,32,4,46,46,1,21,21,2,84,84,6,462,462,8,1237,1237,5,2644,2642,-,-,-,2,5085,5075,2,13356,13325
1,13100,区部,2,E,18,プラスチック製品製造業（別掲を除く）,1421,71916,71130,694,1162,1162,220,1467,1467,163,2194,2190,85,2043,2039,67,2578,2570,67,4720,4720,71,12176,11909,46,23847,23390,5,6820,6820,2,7844,7811,1,7065,7052
1,13100,区部,2,E,19,ゴム製品製造業,512,42818,41281,266,509,509,79,539,539,59,840,840,33,796,796,20,734,734,24,1602,1596,17,3640,3145,9,5217,4205,1,1697,1692,2,4526,4525,2,22718,22700
1,13100,区部,2,E,20,なめし革・同製品・毛皮製造業,793,8103,8098,485,793,793,147,965,965,81,1046,1046,30,709,709,24,843,843,17,1217,1217,7,1032,1027,1,349,349,1,1149,1149,-,-,-,-,-,-
1,13100,区部,2,E,21,窯業・土石製品製造業,433,43908,41501,152,253,253,52,337,337,58,833,833,31,721,721,32,1247,1247,38,2704,2703,42,7228,7218,20,11858,11463,5,7396,5895,2,4449,4393,1,6882,6438
1,13100,区部,2,E,22,鉄鋼業,349,86836,86762,169,255,255,39,240,240,24,324,324,20,477,477,17,663,663,22,1571,1571,31,5182,5175,18,9954,9940,4,5208,5201,2,6882,6882,3,56080,56034
1,13100,区部,2,E,23,非鉄金属製造業,371,47129,46250,178,211,211,38,242,242,39,530,530,23,544,541,24,915,910,18,1339,1319,26,4747,4688,13,7353,6670,5,6542,6537,6,19565,19461,1,5141,5141
1,13100,区部,2,E,24,金属製品製造業,3396,111000,108541,2024,3191,3191,564,3674,3674,347,4667,4667,129,3161,3161,110,4155,4144,97,6605,6560,77,13564,13357,33,17075,16695,10,14501,12906,3,10531,10531,2,29876,29655
1,13100,区部,2,E,25,はん用機械器具製造業,946,83890,79233,500,772,772,146,955,947,93,1299,1299,36,823,823,44,1676,1671,47,3314,3293,42,7656,7636,21,9967,9420,6,8998,8962,8,23747,23613,3,24683,20797
1,13100,区部,2,E,26,生産用機械器具製造業,2091,77453,76827,1247,1873,1873,297,1961,1961,203,2796,2793,89,2111,2111,91,3547,3547,60,4360,4332,66,10726,10467,26,13130,12849,6,8423,8403,4,11626,11618,2,16900,16873
1,13100,区部,2,E,27,業務用機械器具製造業,1157,116155,115669,562,905,905,179,1191,1191,112,1571,1571,78,1857,1857,51,1948,1919,64,4376,4368,59,9817,9773,41,25347,25150,4,4515,4466,1,2210,2210,6,62418,62259
1,13100,区部,2,E,28,電子部品・デバイス・電子回路製造業,507,141364,107326,232,335,335,69,433,433,56,806,794,20,475,475,23,903,903,35,2600,2571,30,4975,4797,19,9655,9588,10,13044,12968,6,21117,21116,7,87021,53346
1,13100,区部,2,E,29,電気機械器具製造業,1184,174322,171670,562,919,918,170,1128,1128,136,1846,1846,67,1651,1638,64,2468,2457,88,6183,6165,56,9445,9438,20,10994,10739,5,7341,7174,12,38305,36147,4,94042,94020
1,13100,区部,2,E,30,情報通信機械器具製造業,290,97237,96003,103,171,171,42,285,285,41,566,565,20,489,489,14,562,562,18,1346,1346,28,4611,4606,9,5804,5052,6,9003,8942,7,23072,22697,2,51328,51288
1,13100,区部,2,E,31,輸送用機械器具製造業,542,145749,143071,259,405,405,71,493,493,50,665,665,20,475,475,33,1269,1269,33,2218,2218,36,5463,5338,24,13642,13247,5,8130,8129,3,12240,12193,8,100749,98639
1,13100,区部,2,E,32,その他の製造業,2222,50504,49252,1398,2097,2097,338,2232,2228,218,2932,2932,67,1566,1566,75,2806,2804,45,3064,3064,48,8380,8246,27,14222,13809,4,5327,5310,2,7878,7196,-,-,-
1,13100,区部,1,F,00,電気・ガス・熱供給・水道業,119,57148,57069,41,78,78,19,124,124,12,163,163,6,141,141,8,287,287,8,624,624,11,2086,2086,5,2932,2932,3,3767,3766,3,8607,8605,3,38339,38263
1,13100,区部,2,F,33,電気業,56,37085,37024,18,28,28,6,39,39,5,69,69,5,121,121,5,168,168,8,624,624,4,812,812,-,-,-,1,1249,1249,2,5222,5221,2,28753,28693
1,13100,区部,2,F,34,ガス業,6,10161,10145,-,-,-,1,9,9,2,27,27,-,-,-,1,49,49,-,-,-,-,-,-,1,490,490,-,-,-,-,-,-,1,9586,9570
1,13100,区部,2,F,35,熱供給業,34,1339,1339,16,32,32,11,70,70,2,34,34,-,-,-,2,70,70,-,-,-,2,411,411,1,722,722,-,-,-,-,-,-,-,-,-
1,13100,区部,2,F,36,水道業,23,8563,8561,7,18,18,1,6,6,3,33,33,1,20,20,-,-,-,-,-,-,5,863,863,3,1720,1720,2,2518,2517,1,3385,3384,-,-,-
1,13100,区部,1,G,00,情報通信業,15516,886490,884777,6924,10660,10660,2385,15747,15723,2042,27918,27903,963,23022,23016,1025,38965,38919,956,67837,67683,787,128898,128479,293,157940,157641,81,112205,112085,40,115160,114943,20,188138,187725
1,13100,区部,2,G,37,通信業,229,78942,78614,85,139,139,29,190,190,32,422,422,15,350,350,13,496,496,19,1332,1332,22,3575,3570,7,3998,3998,-,-,-,1,4290,4290,6,64150,63827
1,13100,区部,2,G,38,放送業,96,24045,23987,21,33,33,7,54,54,9,127,127,6,142,142,10,386,386,18,1236,1236,10,1419,1418,8,4258,4252,5,6357,6310,1,3100,3096,1,6933,6933
1,13100,区部,2,G,39,情報サービス業,7476,563779,563009,2730,4230,4230,1115,7447,7431,1050,14516,14504,572,13783,13777,628,23939,23928,588,41838,41761,494,81795,81543,200,109154,108921,58,79654,79643,31,89635,89512,10,97788,97759
1,13100,区部,2,G,40,インターネット附随サービス業,1885,87016,86826,885,1465,1465,281,1865,1862,259,3515,3512,101,2393,2393,108,4066,4032,120,8445,8376,84,14153,14142,33,17284,17238,10,15348,15336,2,4665,4665,2,13817,13805
1,13100,区部,2,G,41,映像・音声・文字情報制作業,5812,131663,131296,3195,4780,4780,947,6144,6139,692,9338,9338,268,6331,6331,266,10078,10077,210,14887,14879,176,27809,27659,44,22530,22516,8,10846,10796,5,13470,13380,1,5450,5401
1,13100,区部,1,H,00,運輸業，郵便業,4256,724864,720310,1043,1886,1884,666,4476,4474,697,9669,9645,359,8570,8566,388,14852,14848,335,23946,23891,499,85508,85362,178,92454,92217,50,68106,67076,31,97451,97403,10,317946,314944
1,13100,区部,2,H,42,鉄道業,15,94208,94161,2,-,-,-,-,-,-,-,-,-,-,-,2,90,90,1,68,68,1,184,184,2,825,825,-,-,-,3,12450,12449,4,80591,80545
1,13100,区部,2,H,43,道路旅客運送業,406,71920,71920,61,97,97,29,194,194,26,372,372,15,336,336,18,732,732,36,2680,2680,172,31263,31263,43,22474,22474,3,3443,3443,3,10329,10329,-,-,-
1,13100,区部,2,H,44,道路貨物運送業,2456,358602,357309,546,1029,1029,449,3024,3024,509,7007,7007,255,6092,6092,246,9329,9329,186,13231,13231,170,27958,27908,62,31677,31498,18,23205,22186,12,37316,37271,3,198734,198734
1,13100,区部,2,H,45,水運業,223,11031,10963,69,135,135,40,275,275,34,461,458,12,295,294,25,945,941,19,1314,1310,19,3061,3015,4,2849,2839,1,1696,1696,-,-,-,-,-,-
1,13100,区部,2,H,46,航空運輸業,28,41130,38171,3,7,7,3,23,23,3,46,46,1,21,21,2,73,73,2,168,168,3,588,588,7,3372,3369,2,3771,3771,-,-,-,2,33061,30105
1,13100,区部,2,H,47,倉庫業,277,50295,50275,69,88,88,30,204,204,32,470,470,23,557,557,23,866,866,24,1780,1777,50,8107,8099,13,7172,7163,7,10252,10252,5,15239,15239,1,5560,5560
1,13100,区部,2,H,48,運輸に附帯するサービス業,847,97652,97485,290,521,519,115,756,754,92,1296,1275,53,1269,1266,72,2817,2817,67,4705,4657,84,14347,14305,47,24085,24049,19,25739,25728,8,22117,22115,-,-,-
1,13100,区部,2,H,49,郵便業（信書便事業を含む）,4,26,26,3,9,9,-,-,-,1,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,1,I,00,卸売業，小売業,51704,2076629,2055363,29946,46178,46157,7920,51769,51703,5468,74205,74071,2212,52944,52863,1990,75686,75288,1812,126789,126193,1403,236169,234503,670,356368,351816,147,206242,204375,84,276183,274063,52,574096,564331
1,13100,区部,2,I,50,各種商品卸売業,99,13928,12081,50,82,82,19,136,136,7,87,79,8,187,187,3,98,98,5,259,259,2,248,248,2,1271,1240,-,-,-,2,5278,4686,1,6282,5066
1,13100,区部,2,I,51,繊維・衣服等卸売業,3599,83944,83298,1993,3282,3281,640,4227,4223,430,5813,5804,167,3967,3960,124,4710,4697,120,8131,8125,83,14355,13947,35,18490,18310,4,5424,5419,2,6867,6854,1,8678,8678
1,13100,区部,2,I,52,飲食料品卸売業,4771,125497,124915,2513,4274,4272,893,5844,5835,590,7898,7882,241,5700,5692,204,7866,7833,159,11120,11099,113,19496,19337,43,23005,22671,9,12710,12710,4,13875,13875,2,13709,13709
1,13100,区部,2,I,53,建築材料，鉱物・金属材料等卸売業,5415,183334,180272,2927,4719,4715,870,5725,5713,569,7619,7585,221,5343,5338,239,9113,9025,265,18486,18348,224,36544,36203,80,41398,40800,12,16276,16230,6,24910,23998,2,13201,12317
1,13100,区部,2,I,54,機械器具卸売業,7219,367066,362073,3578,5869,5858,1090,7082,7058,787,10758,10717,371,8981,8932,416,15768,15593,429,30439,30250,335,56671,56203,168,88549,86173,27,39314,38633,10,29168,29125,8,74467,73531
1,13100,区部,2,I,55,その他の卸売業,7408,259802,258430,4362,6794,6791,1142,7483,7477,743,9996,9977,280,6684,6676,275,10491,10440,261,18365,18275,236,39435,39178,74,37181,36730,20,27900,27413,6,18664,18664,9,76809,76809
1,13100,区部,2,I,56,各種商品小売業,22,146826,146773,3,6,6,3,18,18,-,-,-,-,-,-,-,-,-,1,83,83,1,183,183,2,1520,1520,2,3026,3026,4,14581,14537,6,127409,127400
1,13100,区部,2,I,57,織物・衣服・身の回り品小売業,3212,165622,158868,2112,2924,2924,439,2819,2816,210,2823,2820,86,2077,2077,84,3240,3240,100,7172,7161,81,13536,13536,70,35735,35713,16,22639,22491,8,26350,26350,6,46307,39740
1,13100,区部,2,I,58,飲食料品小売業,6343,320475,319804,3342,4805,4805,831,5572,5570,1010,13993,13993,411,9785,9785,306,11575,11555,219,15049,15049,134,21768,21768,55,30432,30426,12,16434,15943,11,35086,35086,12,155976,155824
1,13100,区部,2,I,59,機械器具小売業,2680,79663,79616,2037,2994,2994,305,1936,1936,125,1623,1622,39,931,931,47,1913,1913,41,2875,2875,42,7454,7454,23,13222,13215,13,17734,17734,8,28981,28942,-,-,-
1,13100,区部,2,I,60,その他の小売業,8585,287213,286329,5401,8255,8255,1370,8881,8876,823,11258,11258,315,7494,7490,230,8500,8482,167,11691,11598,127,22234,22211,99,54053,53789,27,38221,38221,21,65368,64892,5,51258,51257
1,13100,区部,2,I,61,無店舗小売業,2301,43006,42651,1590,2110,2110,313,2013,2012,170,2289,2286,72,1774,1774,61,2381,2381,44,3063,3015,25,4245,4235,19,11512,11229,5,6564,6555,2,7055,7054,-,-,-
1,13100,区部,1,J,00,金融業，保険業,3438,777209,763980,2038,2684,2683,413,2731,2731,286,3822,3806,123,2928,2921,110,4258,4248,137,9349,9330,157,27338,27279,102,53868,53632,15,21828,21510,23,67334,67322,34,581069,568518
1,13100,区部,2,J,62,銀行業,37,197147,185220,2,-,-,-,-,-,2,27,27,1,21,21,1,39,39,1,81,81,6,1342,1342,10,6155,6155,3,5325,5311,4,13271,13271,7,170886,158973
1,13100,区部,2,J,63,協同組織金融業,1,5104,5072,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5104,5072
1,13100,区部,2,J,64,貸金業，クレジットカード業等非預金信用機関,524,67583,67440,351,441,441,47,310,310,20,275,275,14,328,328,14,528,528,22,1588,1588,25,4844,4844,18,9304,9180,3,5004,4998,6,17670,17665,4,27291,27283
1,13100,区部,2,J,65,金融商品取引業，商品先物取引業,926,75011,74576,491,513,513,107,715,715,102,1390,1389,52,1230,1223,44,1691,1681,46,3144,3125,45,7036,6978,29,14361,14327,3,3473,3178,3,8542,8535,4,32916,32912
1,13100,区部,2,J,66,補助的金融業等,184,14240,14213,62,82,82,23,173,173,29,377,362,11,251,251,11,467,467,14,918,918,21,3872,3872,11,4694,4682,1,1360,1360,1,2046,2046,-,-,-
1,13100,区部,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1766,418124,417459,1132,1648,1647,236,1533,1533,133,1753,1753,45,1098,1098,40,1533,1533,54,3618,3618,60,10244,10243,34,19354,19288,5,6666,6663,9,25805,25805,18,344872,344278
1,13100,区部,1,K,00,不動産業，物品賃貸業,25477,345562,343800,21596,22398,22395,1844,11605,11603,793,10706,10706,304,7244,7220,271,10358,10358,251,17412,17408,236,39668,39639,122,70044,69994,36,51130,49535,19,64011,64009,5,40986,40933
1,13100,区部,2,K,68,不動産取引業,6986,93378,93330,5460,7782,7780,810,5073,5071,319,4329,4329,126,3023,3023,85,3239,3239,71,4917,4914,68,10824,10819,34,19957,19923,6,8373,8373,7,25861,25859,-,-,-
1,13100,区部,2,K,69,不動産賃貸業・管理業,17398,174570,172936,15621,13875,13874,877,5500,5500,350,4663,4663,116,2747,2745,128,4920,4920,112,7766,7765,113,19093,19085,54,31056,31043,16,22106,20550,6,21858,21858,5,40986,40933
1,13100,区部,2,K,70,物品賃貸業,1057,77504,77424,486,709,709,153,1008,1008,122,1685,1685,61,1449,1427,58,2199,2199,68,4729,4729,55,9751,9735,34,19031,19028,14,20651,20612,6,16292,16292,-,-,-
1,13100,区部,1,L,00,学術研究，専門・技術サービス業,17080,395628,394052,11275,15195,15192,2402,15601,15590,1444,19345,19330,508,12149,12111,452,17032,16933,472,32491,32361,346,58758,58388,136,72230,71563,18,26266,26184,18,49614,49482,9,76947,76918
1,13100,区部,2,L,71,学術・開発研究機関,239,11383,11357,133,147,147,37,255,249,24,315,315,13,321,321,10,359,358,16,1021,1021,2,404,404,1,557,557,-,-,-,3,8004,7985,-,-,-
1,13100,区部,2,L,72,専門サービス業（他に分類されないもの）,8530,181045,180594,5986,7468,7468,1100,7127,7122,612,8162,8159,229,5496,5470,187,7038,6968,198,13710,13628,154,25427,25351,47,24371,24211,6,8741,8741,4,9742,9742,7,63763,63734
1,13100,区部,2,L,73,広告業,2245,66734,66442,1190,2001,2001,380,2468,2468,283,3715,3714,92,2190,2190,95,3626,3625,95,6650,6650,72,12446,12300,31,15420,15409,5,7692,7654,1,3343,3248,1,7183,7183
1,13100,区部,2,L,74,技術サービス業（他に分類されないもの）,6048,136313,135506,3953,5567,5564,883,5736,5736,525,7153,7142,173,4121,4109,159,5977,5950,162,11037,10989,118,20481,20333,57,31882,31386,7,9833,9789,10,28525,28507,1,6001,6001
1,13100,区部,1,M,00,宿泊業，飲食サービス業,14935,1007498,1006361,6884,13401,13401,3634,23891,23887,2099,27918,27897,686,16203,16203,558,21221,21199,426,29809,29760,337,57555,57398,158,88613,88364,61,88212,88212,53,166104,165475,39,474571,474565
1,13100,区部,2,M,75,宿泊業,872,119862,119828,205,391,391,151,1016,1016,202,2717,2717,79,1871,1871,68,2544,2544,61,4221,4221,48,8544,8531,34,21030,21030,11,15580,15580,9,25492,25477,4,36456,36450
1,13100,区部,2,M,76,飲食店,13596,669468,668376,6550,12759,12759,3388,22241,22237,1828,24258,24237,571,13473,13473,461,17564,17553,335,23569,23520,255,42850,42706,108,58389,58140,41,59519,59519,34,108126,107512,25,286720,286720
