地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／常用雇用者数／総数（人）,総数／常用雇用者数／男（人）,総数／常用雇用者数／女（人）,常用雇用者規模／０人／事業所数（事業所）,常用雇用者規模／０人／常用雇用者数／総数（人）,常用雇用者規模／０人／常用雇用者数／男（人）,常用雇用者規模／０人／常用雇用者数／女（人）,常用雇用者規模／１～４人／事業所数（事業所）,常用雇用者規模／１～４人／常用雇用者数／総数（人）,常用雇用者規模／１～４人／常用雇用者数／男（人）,常用雇用者規模／１～４人／常用雇用者数／女（人）,常用雇用者規模／５～９人／事業所数（事業所）,常用雇用者規模／５～９人／常用雇用者数／総数（人）,常用雇用者規模／５～９人／常用雇用者数／男（人）,常用雇用者規模／５～９人／常用雇用者数／女（人）,常用雇用者規模／10～19人／事業所数（事業所）,常用雇用者規模／10～19人／常用雇用者数／総数（人）,常用雇用者規模／10～19人／常用雇用者数／男（人）,常用雇用者規模／10～19人／常用雇用者数／女（人）,常用雇用者規模／20～29人／事業所数（事業所）,常用雇用者規模／20～29人／常用雇用者数／総数（人）,常用雇用者規模／20～29人／常用雇用者数／男（人）,常用雇用者規模／20～29人／常用雇用者数／女（人）,常用雇用者規模／30～49人／事業所数（事業所）,常用雇用者規模／30～49人／常用雇用者数／総数（人）,常用雇用者規模／30～49人／常用雇用者数／男（人）,常用雇用者規模／30～49人／常用雇用者数／女（人）,常用雇用者規模／50～99人／事業所数（事業所）,常用雇用者規模／50～99人／常用雇用者数／総数（人）,常用雇用者規模／50～99人／常用雇用者数／男（人）,常用雇用者規模／50～99人／常用雇用者数／女（人）,常用雇用者規模／100～199人／事業所数（事業所）,常用雇用者規模／100～199人／常用雇用者数／総数（人）,常用雇用者規模／100～199人／常用雇用者数／男（人）,常用雇用者規模／100～199人／常用雇用者数／女（人）,常用雇用者規模／200～299人／事業所数（事業所）,常用雇用者規模／200～299人／常用雇用者数／総数（人）,常用雇用者規模／200～299人／常用雇用者数／男（人）,常用雇用者規模／200～299人／常用雇用者数／女（人）,常用雇用者規模／300～499人／事業所数（事業所）,常用雇用者規模／300～499人／常用雇用者数／総数（人）,常用雇用者規模／300～499人／常用雇用者数／男（人）,常用雇用者規模／300～499人／常用雇用者数／女（人）,常用雇用者規模／500人以上／事業所数（事業所）,常用雇用者規模／500人以上／常用雇用者数／総数（人）,常用雇用者規模／500人以上／常用雇用者数／男（人）,常用雇用者規模／500人以上／常用雇用者数／女（人）
4,13207,昭島市,1,A,農業，林業,5,37,26,11,1,-,-,-,2,5,3,2,1,5,5,-,-,-,-,-,1,27,18,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,C,鉱業，採石業，砂利採取業,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,D,建設業,302,1198,986,205,88,-,-,-,132,284,209,75,45,290,231,52,28,359,312,47,6,144,130,14,2,71,63,8,1,50,41,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,E,製造業,264,9572,7098,2471,52,-,-,-,93,217,136,78,35,240,167,73,32,455,304,151,16,383,248,135,11,425,310,115,9,667,543,124,4,610,542,68,3,734,459,275,5,2017,1341,676,4,3824,3048,776
4,13207,昭島市,1,F,電気・ガス・熱供給・水道業,3,113,101,12,-,-,-,-,-,-,-,-,1,8,8,-,-,-,-,-,-,-,-,-,1,33,31,2,1,72,62,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,G,情報通信業,32,184,152,32,13,-,-,-,10,14,7,7,3,21,14,7,3,46,38,8,1,29,25,4,2,74,68,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,H,運輸業，郵便業,78,2743,2054,677,8,-,-,-,10,18,14,4,14,96,81,15,11,145,124,9,14,337,255,82,7,265,214,51,10,710,553,157,2,262,191,71,-,-,-,-,1,322,252,70,1,588,370,218
4,13207,昭島市,1,I,卸売業，小売業,890,8411,4005,4362,165,-,-,-,327,730,319,408,178,1169,528,636,136,1862,870,976,39,910,529,361,20,748,396,352,14,1001,448,553,8,1125,512,613,2,538,276,262,1,328,127,201,-,-,-,-
4,13207,昭島市,1,J,金融業，保険業,42,553,187,361,7,-,-,-,8,17,7,10,6,36,19,12,7,106,54,52,10,244,87,157,3,100,19,81,1,50,1,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,K,不動産業，物品賃貸業,240,486,253,233,113,-,-,-,94,181,80,101,25,157,94,63,4,58,25,33,4,90,54,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,L,学術研究，専門・技術サービス業,124,1385,1007,378,37,-,-,-,58,117,50,67,17,113,62,51,4,52,26,26,2,48,30,18,-,-,-,-,4,270,226,44,-,-,-,-,1,234,173,61,-,-,-,-,1,551,440,111
4,13207,昭島市,1,M,宿泊業，飲食サービス業,543,3522,1259,2233,176,-,-,-,179,383,99,284,79,547,211,336,51,705,269,436,34,830,301,529,19,701,198,473,5,356,181,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,N,生活関連サービス業，娯楽業,341,1450,530,920,116,-,-,-,149,294,76,218,44,292,124,168,18,241,139,102,6,141,42,99,5,190,76,114,2,152,49,103,1,140,24,116,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,O,教育，学習支援業,149,768,347,414,55,-,-,-,50,96,44,52,19,120,53,60,15,214,100,114,7,167,72,95,2,78,23,55,1,93,55,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,P,医療，福祉,350,6190,1539,4640,59,-,-,-,86,223,56,167,73,518,143,375,59,758,185,562,16,387,83,304,32,1246,190,1056,14,867,193,674,8,976,317,659,1,289,71,218,1,314,120,194,1,612,181,431
4,13207,昭島市,1,Q,複合サービス事業,16,382,218,164,-,-,-,-,3,12,5,7,7,46,14,32,3,32,17,15,1,22,12,10,-,-,-,-,1,56,34,22,-,-,-,-,1,214,136,78,-,-,-,-,-,-,-,-
4,13207,昭島市,1,R,サービス業（他に分類されないもの）,168,2508,1761,742,29,-,-,-,63,132,66,66,27,178,106,67,20,289,203,86,10,231,140,91,9,330,260,70,3,201,166,35,6,943,648,295,1,204,172,32,-,-,-,-,-,-,-,-
4,13208,調布市,0,A～R,全産業（Ｓ公務を除く）,6415,62897,29788,32769,1503,-,-,-,2395,5241,2203,3018,1088,7180,3098,4021,738,10151,5102,4977,298,7167,3476,3607,206,7682,3400,4179,122,8314,4341,3973,35,4747,2620,2127,11,2790,1288,1502,14,5327,2922,2405,5,4298,1338,2960
4,13208,調布市,1,A,農業，林業,12,46,32,14,2,-,-,-,5,12,10,2,4,23,16,7,1,11,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,D,建設業,525,2391,1916,441,126,-,-,-,245,576,411,162,97,639,508,123,37,514,436,78,11,262,184,55,8,311,295,16,1,89,82,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,E,製造業,271,2589,1856,732,67,-,-,-,95,209,101,107,50,328,172,156,33,454,301,153,12,294,180,114,7,273,191,82,5,307,210,97,-,-,-,-,-,-,-,-,2,724,701,23,-,-,-,-
4,13208,調布市,1,F,電気・ガス・熱供給・水道業,3,107,94,13,-,-,-,-,1,2,1,1,1,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,98,86,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,G,情報通信業,134,1640,1085,549,38,-,-,-,50,109,57,52,17,106,68,32,14,205,142,63,6,146,117,29,3,119,68,51,2,141,47,94,3,337,244,93,-,-,-,-,1,477,342,135,-,-,-,-
4,13208,調布市,1,H,運輸業，郵便業,108,3111,2600,511,12,-,-,-,26,65,52,13,16,106,90,16,19,251,221,30,11,259,229,30,8,273,237,36,10,780,589,191,3,452,407,45,2,516,486,30,1,409,289,120,-,-,-,-
4,13208,調布市,1,I,卸売業，小売業,1501,12540,5710,6780,312,-,-,-,554,1162,469,691,274,1790,666,1102,218,3106,1561,1519,77,1832,954,878,33,1208,600,608,23,1682,749,933,9,1336,542,794,-,-,-,-,1,424,169,255,-,-,-,-
4,13208,調布市,1,J,金融業，保険業,76,3710,1161,2549,8,-,-,-,18,46,20,26,7,45,28,17,18,254,137,117,10,253,78,175,7,271,94,177,5,344,150,194,-,-,-,-,-,-,-,-,1,456,180,276,2,2041,474,1567
4,13208,調布市,1,K,不動産業，物品賃貸業,531,1433,798,635,220,-,-,-,233,417,168,249,45,285,180,105,24,344,217,127,3,78,49,29,4,139,53,86,1,62,49,13,1,108,82,26,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,L,学術研究，専門・技術サービス業,315,3049,1930,1099,101,-,-,-,139,278,130,146,36,227,98,129,15,197,120,59,6,135,97,38,6,209,125,84,5,382,266,116,2,284,223,61,3,730,451,279,2,607,420,187,-,-,-,-
4,13208,調布市,1,M,宿泊業，飲食サービス業,966,8306,3576,4601,199,-,-,-,338,772,278,488,163,1126,483,643,128,1728,803,925,73,1772,809,943,47,1683,617,963,15,903,436,467,3,322,150,172,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,N,生活関連サービス業，娯楽業,619,2981,1370,1600,193,-,-,-,273,592,162,430,79,504,157,336,47,633,347,286,10,212,102,110,10,370,232,138,6,333,182,151,-,-,-,-,-,-,-,-,1,337,188,149,-,-,-,-
4,13208,調布市,1,O,教育，学習支援業,290,4684,2368,2316,85,-,-,-,89,191,55,136,45,287,119,168,28,377,136,241,14,327,115,212,17,656,346,310,6,434,253,181,3,385,158,227,-,-,-,-,2,826,349,477,1,1201,837,364
4,13208,調布市,1,P,医療，福祉,734,10725,2589,8049,93,-,-,-,201,514,112,398,195,1324,293,1017,118,1556,332,1196,47,1153,271,841,40,1559,245,1314,27,1729,468,1261,6,839,297,542,4,984,287,697,3,1067,284,783,-,-,-,-
4,13208,調布市,1,Q,複合サービス事業,26,231,103,128,-,-,-,-,4,16,7,9,14,84,31,53,6,75,33,42,1,24,11,13,1,32,21,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,R,サービス業（他に分類されないもの）,304,5354,2600,2752,47,-,-,-,124,280,170,108,45,299,182,117,32,446,310,136,17,420,280,140,15,579,276,303,15,1030,774,256,5,684,517,167,2,560,64,496,-,-,-,-,2,1056,27,1029
4,13209,町田市,0,A～R,全産業（Ｓ公務を除く）,12106,116507,52893,63224,2990,-,-,-,4255,9179,3786,5306,2035,13494,5817,7545,1378,18620,8428,10109,651,15547,7202,8257,428,15965,6613,9352,235,16327,7641,8686,97,13209,6528,6681,18,4341,2124,2217,14,5449,2759,2690,5,4376,1995,2381
4,13209,町田市,1,A,農業，林業,28,132,111,18,5,-,-,-,10,29,26,-,9,59,49,10,4,44,36,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,D,建設業,1114,4514,3512,948,294,-,-,-,505,1053,705,331,213,1400,1091,297,64,840,654,161,25,569,513,56,7,252,219,33,6,400,330,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,E,製造業,452,7063,4406,2656,95,-,-,-,175,349,201,147,54,357,216,141,46,626,386,240,26,631,407,224,24,895,539,356,18,1218,826,392,8,1117,680,437,3,722,505,217,3,1148,646,502,-,-,-,-
4,13209,町田市,1,F,電気・ガス・熱供給・水道業,3,210,145,65,-,-,-,-,-,-,-,-,1,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,98,86,12,1,106,53,53,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,G,情報通信業,205,1571,1051,508,80,-,-,-,70,123,73,44,23,157,99,52,15,212,163,49,8,180,137,43,5,186,109,77,-,-,-,-,3,415,371,44,1,298,99,199,-,-,-,-,-,-,-,-
4,13209,町田市,1,H,運輸業，郵便業,155,5063,3965,1098,29,-,-,-,23,53,32,21,16,112,85,27,27,404,311,93,14,340,248,92,19,750,648,102,20,1529,1129,400,2,340,328,12,3,684,496,188,2,851,688,163,-,-,-,-
4,13209,町田市,1,I,卸売業，小売業,2990,26961,11381,15478,546,-,-,-,1076,2461,919,1525,595,3934,1494,2400,428,5824,2636,3165,179,4201,2119,2060,91,3296,1328,1968,50,3346,1371,1975,24,3336,1396,1940,-,-,-,-,-,-,-,-,1,563,118,445
4,13209,町田市,1,J,金融業，保険業,204,3514,1092,2418,32,-,-,-,50,132,59,69,23,153,66,87,41,582,239,343,20,480,130,350,21,787,248,539,14,1002,256,746,3,378,94,284,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,K,不動産業，物品賃貸業,928,3854,2324,1530,443,-,-,-,339,619,274,345,76,498,310,188,39,538,346,192,12,297,201,96,10,364,225,139,4,269,171,98,2,247,190,57,1,297,243,54,2,725,364,361,-,-,-,-
4,13209,町田市,1,L,学術研究，専門・技術サービス業,692,2564,1422,1141,282,-,-,-,266,529,210,318,84,557,286,271,38,488,257,231,13,306,222,84,4,157,94,63,3,191,129,62,2,336,224,112,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,M,宿泊業，飲食サービス業,1546,15910,6607,9232,279,-,-,-,473,1004,366,638,244,1634,685,926,249,3461,1437,2000,175,4235,1756,2455,98,3609,1632,1977,25,1613,556,1057,3,354,175,179,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,N,生活関連サービス業，娯楽業,1167,6351,2440,3865,352,-,-,-,480,1031,270,753,186,1169,384,780,74,967,384,572,40,965,450,493,18,679,291,388,11,749,255,494,5,559,304,255,1,232,102,130,-,-,-,-,-,-,-,-
4,13209,町田市,1,O,教育，学習支援業,646,8793,4032,4733,232,-,-,-,172,363,130,222,81,549,208,324,79,1056,421,635,28,670,220,450,26,952,376,576,18,1238,566,672,6,836,489,347,-,-,-,-,2,756,440,316,2,2373,1182,1191
4,13209,町田市,1,P,医療，福祉,1333,23046,6085,16903,167,-,-,-,378,941,243,684,315,2129,401,1704,213,2753,620,2133,86,2082,418,1644,89,3427,579,2848,45,3287,1033,2254,28,3788,1158,2630,5,1230,317,913,5,1969,621,1348,2,1440,695,745
4,13209,町田市,1,Q,複合サービス事業,43,827,439,388,-,-,-,-,3,12,5,7,26,188,66,122,6,70,28,42,4,99,57,42,1,49,24,25,1,55,20,35,1,142,101,41,1,212,138,74,-,-,-,-,-,-,-,-
4,13209,町田市,1,R,サービス業（他に分類されないもの）,600,6134,3881,2243,154,-,-,-,235,480,273,202,89,592,371,216,55,755,510,245,21,492,324,168,15,562,301,261,19,1332,913,419,9,1255,965,290,3,666,224,442,-,-,-,-,-,-,-,-
4,13210,小金井市,0,A～R,全産業（Ｓ公務を除く）,2905,25393,12091,13254,811,-,-,-,1033,2147,857,1278,476,3128,1350,1762,321,4402,2065,2317,125,2969,1432,1537,73,2761,1282,1479,36,2345,1066,1279,18,2541,1317,1224,5,1182,695,487,4,1576,606,970,3,2342,1421,921
4,13210,小金井市,1,A,農業，林業,2,12,8,4,-,-,-,-,-,-,-,-,2,12,8,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,D,建設業,180,977,747,230,44,-,-,-,83,188,119,69,30,194,157,37,11,143,118,25,7,170,142,28,3,111,89,22,1,53,35,18,1,118,87,31,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,E,製造業,71,658,516,142,20,-,-,-,32,55,28,27,6,38,27,11,7,97,68,29,3,74,54,20,-,-,-,-,1,71,62,9,1,122,103,19,1,201,174,27,-,-,-,-,-,-,-,-
4,13210,小金井市,1,F,電気・ガス・熱供給・水道業,1,35,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,35,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,G,情報通信業,52,338,228,108,16,-,-,-,26,46,26,18,4,22,17,5,1,10,8,2,1,29,29,-,2,65,46,19,2,166,102,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,H,運輸業，郵便業,28,884,740,139,4,-,-,-,3,7,4,3,5,32,23,4,4,61,53,8,3,73,63,10,5,190,170,20,2,122,117,5,1,157,141,16,1,242,169,73,-,-,-,-,-,-,-,-
4,13210,小金井市,1,I,卸売業，小売業,667,5373,2452,2916,167,-,-,-,228,470,183,282,114,742,307,435,100,1388,705,683,37,877,434,443,9,365,200,165,6,349,109,240,5,727,332,395,-,-,-,-,1,455,182,273,-,-,-,-
4,13210,小金井市,1,J,金融業，保険業,36,502,191,311,7,-,-,-,7,18,6,12,4,27,9,18,6,81,46,35,7,176,67,109,4,136,41,95,1,64,22,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,K,不動産業，物品賃貸業,283,500,301,193,124,-,-,-,131,221,109,112,19,116,80,30,7,99,70,29,-,-,-,-,2,64,42,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,L,学術研究，専門・技術サービス業,169,1045,675,370,68,-,-,-,70,138,54,84,15,91,41,50,14,175,83,92,1,24,14,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,617,483,134
4,13210,小金井市,1,M,宿泊業，飲食サービス業,439,3315,1586,1729,108,-,-,-,141,299,129,170,83,565,247,318,55,772,401,371,33,769,343,426,16,601,255,346,2,148,50,98,1,161,161,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,N,生活関連サービス業，娯楽業,301,1232,610,622,121,-,-,-,111,240,59,181,38,239,128,111,18,254,138,116,7,168,110,58,2,79,49,30,4,252,126,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,O,教育，学習支援業,153,3680,1967,1703,56,-,-,-,37,87,22,65,19,142,56,86,14,200,62,128,7,153,57,96,7,258,159,99,8,549,329,220,2,247,149,98,-,-,-,-,1,319,195,124,2,1725,938,787
4,13210,小金井市,1,P,医療，福祉,396,5619,1370,4229,52,-,-,-,102,247,56,186,118,780,180,595,70,932,202,720,17,410,88,322,20,769,145,624,8,516,89,427,6,897,280,617,1,266,101,165,2,802,229,573,-,-,-,-
4,13210,小金井市,1,Q,複合サービス事業,13,215,110,105,-,-,-,-,2,8,4,4,7,45,15,30,2,26,12,14,1,24,15,9,-,-,-,-,-,-,-,-,1,112,64,48,-,-,-,-,-,-,-,-,-,-,-,-
4,13210,小金井市,1,R,サービス業（他に分類されないもの）,114,1008,557,451,24,-,-,-,60,123,58,65,12,83,55,28,12,164,99,65,1,22,16,6,2,88,53,35,1,55,25,30,-,-,-,-,2,473,251,222,-,-,-,-,-,-,-,-
4,13211,小平市,0,A～R,全産業（Ｓ公務を除く）,4641,47466,26307,21039,1342,-,-,-,1689,3479,1456,2010,668,4447,1963,2464,489,6737,3319,3418,190,4510,2136,2322,132,4798,2317,2446,75,5312,2708,2604,37,4988,2778,2210,8,1927,1039,888,5,1783,1058,725,6,9485,7533,1952
4,13211,小平市,1,A,農業，林業,12,91,70,21,2,-,-,-,4,8,4,4,1,7,7,-,4,53,44,9,1,23,15,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,D,建設業,489,2375,1902,471,121,-,-,-,218,449,297,150,88,580,460,120,40,544,439,105,10,226,178,48,8,288,270,18,3,186,172,14,1,102,86,16,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,E,製造業,177,6220,5038,1154,37,-,-,-,67,143,83,60,29,177,102,75,20,283,185,98,9,222,119,75,7,289,220,69,-,-,-,-,3,332,249,83,3,753,502,251,-,-,-,-,2,4021,3578,443
4,13211,小平市,1,F,電気・ガス・熱供給・水道業,1,8,8,-,-,-,-,-,-,-,-,-,1,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,G,情報通信業,49,445,282,125,17,-,-,-,20,40,15,22,6,40,36,4,2,24,18,6,1,22,2,20,2,78,32,11,-,-,-,-,-,-,-,-,1,241,179,62,-,-,-,-,-,-,-,-
4,13211,小平市,1,H,運輸業，郵便業,70,2192,1835,353,11,-,-,-,13,34,22,8,9,57,49,8,11,163,118,45,8,211,191,20,3,114,103,11,10,741,632,109,4,531,477,54,-,-,-,-,1,341,243,98,-,-,-,-
4,13211,小平市,1,I,卸売業，小売業,1061,8089,3967,4117,261,-,-,-,384,799,341,458,174,1178,512,661,144,2032,1095,937,54,1260,602,658,25,899,513,386,12,856,444,412,7,1065,460,605,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,J,金融業，保険業,51,593,197,396,9,-,-,-,18,37,13,24,3,16,6,10,10,158,83,75,4,87,35,52,6,209,44,165,1,86,16,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,K,不動産業，物品賃貸業,370,478,251,227,204,-,-,-,147,250,122,128,9,56,37,19,7,91,46,45,2,42,24,18,1,39,22,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,L,学術研究，専門・技術サービス業,214,4443,3812,631,80,-,-,-,96,181,61,120,20,132,52,80,7,89,63,26,4,92,47,45,2,63,58,5,2,155,118,37,1,159,155,4,-,-,-,-,-,-,-,-,2,3572,3258,314
4,13211,小平市,1,M,宿泊業，飲食サービス業,634,4843,1883,2932,191,-,-,-,196,437,152,281,99,665,234,431,70,975,412,563,37,880,389,467,30,1060,480,580,9,509,155,354,1,104,21,83,1,213,40,173,-,-,-,-,-,-,-,-
4,13211,小平市,1,N,生活関連サービス業，娯楽業,454,1855,769,1086,181,-,-,-,196,392,94,298,34,211,82,129,24,335,185,150,7,171,88,83,5,184,72,112,6,455,141,314,1,107,107,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,O,教育，学習支援業,272,3853,1959,1886,109,-,-,-,70,142,60,82,28,193,61,124,24,333,172,161,11,266,68,198,11,376,186,190,10,688,353,335,6,817,481,336,1,200,172,28,1,329,200,129,1,509,206,303
4,13211,小平市,1,P,医療，福祉,562,9633,2625,7001,71,-,-,-,162,386,86,300,134,891,194,690,102,1356,274,1082,32,759,199,560,28,1055,204,851,18,1319,413,906,10,1328,440,888,2,520,146,374,2,636,178,458,1,1383,491,892
4,13211,小平市,1,Q,複合サービス事業,20,177,78,99,-,-,-,-,2,8,4,4,11,75,27,48,6,66,29,37,1,28,18,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13211,小平市,1,R,サービス業（他に分類されないもの）,205,2171,1631,540,48,-,-,-,96,173,102,71,22,161,96,65,18,235,156,79,9,221,161,60,4,144,113,31,4,317,264,53,3,443,302,141,-,-,-,-,1,477,437,40,-,-,-,-
4,13212,日野市,0,A～R,全産業（Ｓ公務を除く）,4446,50844,30146,20612,1325,-,-,-,1556,3238,1314,1905,690,4553,1900,2633,443,6007,2700,3294,165,3899,1927,1972,136,5134,2453,2647,77,5326,2683,2643,32,4296,2537,1759,13,3302,2027,1275,2,655,426,229,7,14434,12179,2255
4,13212,日野市,1,A,農業，林業,7,33,17,16,2,-,-,-,3,6,4,2,1,7,2,5,-,-,-,-,1,20,11,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,D,建設業,361,1737,1440,290,106,-,-,-,163,359,246,106,44,274,216,58,31,407,342,65,7,174,155,19,7,272,245,27,2,130,127,3,1,121,109,12,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,E,製造業,183,14449,12312,2134,56,-,-,-,57,118,60,55,27,171,115,56,12,158,101,57,9,211,142,69,5,188,134,54,7,512,369,143,4,483,411,72,2,583,331,252,-,-,-,-,4,12025,10649,1376
4,13212,日野市,1,F,電気・ガス・熱供給・水道業,3,15,15,-,-,-,-,-,1,1,1,-,2,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,日野市,1,G,情報通信業,72,638,477,161,22,-,-,-,29,59,34,25,7,49,34,15,5,70,54,16,3,67,51,16,2,69,38,31,2,113,93,20,2,211,173,38,-,-,-,-,-,-,-,-,-,-,-,-
