地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,A農業，林業／事業所数（事業所）,A農業，林業／従業者数（人）,B漁業／事業所数（事業所）,B漁業／従業者数（人）,C鉱業，採石業，砂利採取業／事業所数（事業所）,C鉱業，採石業 砂利採取業／従業者数（人）,D建設業／事業所数（事業所）,D建設業／従業者数（人）,E製造業／事業所数（事業所）,E製造業／従業者数（人）,Ｆ電気・ガス・熱供給・水道業／事業所数（事業所）,Ｆ電気・ガス・熱供給・水道業／従業者数（人）,Ｇ情報通信業／事業所数（事業所）,Ｇ情報通信業／従業者数（人）,Ｈ運輸業，郵便業／事業所数（事業所）,Ｈ運輸業，郵便業／従業者数（人）,Ｉ卸売業，小売業／事業所数（事業所）,Ｉ卸売業，小売業／従業者数（人）,Ｊ金融業，保険業／事業所数（事業所）,Ｊ金融業，保険業／従業者数（人）,Ｋ不動産業，物品賃貸業／事業所数（事業所）,Ｋ不動産業，物品賃貸業／従業者数（人）,Ｌ学術研究，専門・技術サービス業／事業所数（事業所）,Ｌ学術研究，専門・技術サービス業／従業者数（人）,Ｍ宿泊業，飲食サービス業／事業所数（事業所）,Ｍ宿泊業，飲食サービス業／従業者数（人）,Ｎ生活関連サービス業，娯楽業／事業所数（事業所）,Ｎ生活関連サービス業，娯楽業／従業者数（人）,Ｏ教育，学習支援業／事業所数（事業所）,Ｏ教育，学習支援業／従業者数（人）,Ｐ医療，福祉／事業所数（事業所）,Ｐ医療，福祉／従業者数（人）,Ｑ複合サービス事業／事業所数（事業所）,Ｑ複合サービス事業／従業者数（人）,Ｒサービス業（他に分類されないもの）／事業所数（事業所）,Ｒサービス業（他に分類されないもの）／従業者数（人）
3,1310103900,千代田区,外神田,,外神田,2255,42500,-,-,-,-,-,-,49,701,108,3308,-,-,190,4093,27,288,930,15297,38,3210,194,1877,185,3151,251,4821,65,1099,17,112,53,365,1,11,147,4167
4,1310103901,千代田区,外神田,外神田１丁目,外神田１丁目,461,11342,-,-,-,-,-,-,4,293,13,1206,-,-,11,653,7,150,249,4074,3,25,37,168,12,568,66,2398,25,708,3,20,6,113,-,-,25,966
4,1310103902,千代田区,外神田,外神田２丁目,外神田２丁目,383,6370,-,-,-,-,-,-,17,184,29,755,-,-,27,869,5,33,119,1778,4,77,46,219,41,418,35,719,6,32,1,5,15,71,-,-,38,1210
4,1310103903,千代田区,外神田,外神田３丁目,外神田３丁目,486,6408,-,-,-,-,-,-,7,42,19,156,-,-,44,457,6,28,210,2932,14,618,36,142,42,488,59,641,15,147,2,26,5,28,-,-,27,703
4,1310103904,千代田区,外神田,外神田４丁目,外神田４丁目,268,11396,-,-,-,-,-,-,2,13,17,885,-,-,17,840,3,21,103,3503,7,2384,18,1113,12,1127,44,650,9,90,2,8,8,77,1,11,25,674
4,1310103905,千代田区,外神田,外神田５丁目,外神田５丁目,255,2366,-,-,-,-,-,-,4,14,17,137,-,-,35,402,1,1,103,869,4,57,26,94,21,189,21,177,3,6,3,10,7,30,-,-,10,380
4,1310103906,千代田区,外神田,外神田６丁目,外神田６丁目,402,4618,-,-,-,-,-,-,15,155,13,169,-,-,56,872,5,55,146,2141,6,49,31,141,57,361,26,236,7,116,6,43,12,46,-,-,22,234
3,1310104000,千代田区,鍛冶町,,鍛冶町,818,12648,2,10,-,-,-,-,23,577,8,162,-,-,42,1277,11,141,207,2487,23,399,71,353,72,753,203,2320,48,421,10,155,38,183,2,22,58,3388
4,1310104001,千代田区,鍛冶町,鍛冶町１丁目,鍛冶町１丁目,368,6406,2,10,-,-,-,-,10,281,4,145,-,-,22,358,4,35,93,1062,10,78,29,140,37,373,89,1312,18,191,3,19,17,70,1,11,29,2321
4,1310104002,千代田区,鍛冶町,鍛冶町２丁目,鍛冶町２丁目,450,6242,-,-,-,-,-,-,13,296,4,17,-,-,20,919,7,106,114,1425,13,321,42,213,35,380,114,1008,30,230,7,136,21,113,1,11,29,1067
3,1310104100,千代田区,神田鍛冶町,,神田鍛冶町,178,2109,-,-,-,-,-,-,3,126,6,125,-,-,12,237,3,9,59,524,5,199,21,289,21,177,19,128,3,11,3,14,6,55,-,-,17,215
4,1310104101,千代田区,神田鍛冶町,神田鍛冶町３丁目,神田鍛冶町３丁目,178,2109,-,-,-,-,-,-,3,126,6,125,-,-,12,237,3,9,59,524,5,199,21,289,21,177,19,128,3,11,3,14,6,55,-,-,17,215
3,1310104200,千代田区,神田紺屋町,,神田紺屋町,260,2748,-,-,-,-,-,-,11,65,12,79,-,-,26,443,3,33,98,940,6,90,24,182,37,258,11,42,6,14,1,5,5,20,-,-,20,577
3,1310104300,千代田区,神田北乗物町,,神田北乗物町,86,763,1,3,-,-,-,-,1,37,9,37,-,-,6,37,-,-,32,449,2,7,9,41,14,91,3,13,3,7,-,-,-,-,-,-,6,41
3,1310104400,千代田区,神田富山町,,神田富山町,116,1410,-,-,-,-,-,-,4,19,5,16,-,-,11,260,2,8,46,591,3,69,11,52,14,123,4,33,2,11,-,-,2,7,-,-,12,221
3,1310104500,千代田区,神田美倉町,,神田美倉町,60,820,-,-,-,-,-,-,3,13,3,9,-,-,2,23,-,-,27,335,-,-,4,20,6,22,4,14,-,-,-,-,-,-,-,-,11,384
3,1310104600,千代田区,岩本町,,岩本町,1261,21223,-,-,-,-,-,-,58,972,66,2027,-,-,157,3678,22,183,457,6666,29,698,109,1493,147,1652,49,418,18,118,11,84,23,323,1,11,114,2900
4,1310104601,千代田区,岩本町,岩本町１丁目,岩本町１丁目,338,4555,-,-,-,-,-,-,12,106,15,150,-,-,42,1123,7,44,123,1788,3,18,35,204,38,248,11,166,5,16,5,50,7,117,-,-,35,525
4,1310104602,千代田区,岩本町,岩本町２丁目,岩本町２丁目,557,8251,-,-,-,-,-,-,32,495,23,420,-,-,68,1431,7,56,205,2496,7,138,47,489,69,952,25,116,9,75,3,5,8,131,1,11,53,1436
4,1310104603,千代田区,岩本町,岩本町３丁目,岩本町３丁目,366,8417,-,-,-,-,-,-,14,371,28,1457,-,-,47,1124,8,83,129,2382,19,542,27,800,40,452,13,136,4,27,3,29,8,75,-,-,26,939
3,1310104700,千代田区,神田西福田町,,神田西福田町,44,912,-,-,-,-,-,-,2,26,3,15,-,-,2,90,-,-,19,211,1,7,2,3,6,72,1,2,-,-,1,12,1,1,-,-,6,473
3,1310104800,千代田区,神田東松下町,,神田東松下町,194,2658,-,-,-,-,-,-,14,197,12,168,-,-,22,898,1,7,69,667,2,21,14,67,22,131,6,92,2,42,2,96,6,21,-,-,22,251
3,1310104900,千代田区,神田東紺屋町,,神田東紺屋町,19,113,-,-,-,-,-,-,-,-,2,12,-,-,1,4,-,-,12,91,-,-,-,-,3,5,-,-,-,-,-,-,-,-,-,-,1,1
3,1310105000,千代田区,神田岩本町,,神田岩本町,108,2299,-,-,-,-,-,-,8,169,5,64,-,-,11,374,1,7,26,228,9,241,11,60,8,42,11,156,3,12,1,5,6,73,-,-,8,868
3,1310105100,千代田区,東神田,,東神田,516,9120,-,-,-,-,-,-,28,354,41,422,-,-,44,918,13,296,201,3518,12,588,38,147,50,977,20,165,8,543,5,85,13,74,1,7,42,1026
4,1310105101,千代田区,東神田,東神田１丁目,東神田１丁目,209,3028,-,-,-,-,-,-,13,190,19,219,-,-,19,212,6,54,71,1107,5,78,13,46,21,164,11,76,2,508,2,26,6,28,-,-,21,320
4,1310105102,千代田区,東神田,東神田２丁目,東神田２丁目,178,5087,-,-,-,-,-,-,8,114,10,154,-,-,18,666,3,235,78,1834,6,504,9,33,14,762,5,69,4,31,1,18,6,37,1,7,15,623
4,1310105103,千代田区,東神田,東神田３丁目,東神田３丁目,129,1005,-,-,-,-,-,-,7,50,12,49,-,-,7,40,4,7,52,577,1,6,16,68,15,51,4,20,2,4,2,41,1,9,-,-,6,83
3,1310105200,千代田区,神田和泉町,,神田和泉町,434,8524,-,-,-,-,-,-,18,227,29,923,-,-,36,534,10,278,146,2089,5,92,35,108,50,264,36,189,21,664,5,49,12,1328,-,-,31,1779
3,1310105300,千代田区,神田佐久間町,,神田佐久間町,743,12282,-,-,-,-,-,-,30,457,41,496,-,-,86,1460,6,80,198,2093,9,43,56,189,86,829,119,1889,15,182,-,-,14,167,2,22,81,4375
4,1310105301,千代田区,神田佐久間町,神田佐久間町１丁目,神田佐久間町１丁目,223,3840,-,-,-,-,-,-,4,37,7,97,-,-,22,718,1,54,53,692,2,1,13,71,28,196,68,1442,7,83,-,-,2,11,-,-,16,438
4,1310105302,千代田区,神田佐久間町,神田佐久間町２丁目,神田佐久間町２丁目,188,2979,-,-,-,-,-,-,7,99,8,38,-,-,19,144,2,14,46,461,3,13,17,51,24,379,23,251,5,80,-,-,7,80,1,4,26,1365
4,1310105303,千代田区,神田佐久間町,神田佐久間町３丁目,神田佐久間町３丁目,274,4817,-,-,-,-,-,-,17,308,20,313,-,-,40,527,3,12,76,694,3,6,19,48,30,205,26,178,2,16,-,-,5,76,1,18,32,2416
4,1310105304,千代田区,神田佐久間町,神田佐久間町４丁目,神田佐久間町４丁目,58,646,-,-,-,-,-,-,2,13,6,48,-,-,5,71,-,-,23,246,1,23,7,19,4,49,2,18,1,3,-,-,-,-,-,-,7,156
3,1310105400,千代田区,神田平河町,,神田平河町,62,487,-,-,-,-,-,-,1,2,3,7,-,-,6,23,1,2,14,64,1,46,5,19,9,52,12,142,4,45,1,2,2,9,-,-,3,74
3,1310105500,千代田区,神田松永町,,神田松永町,139,2013,-,-,-,-,-,-,2,141,8,35,-,-,10,314,1,8,40,779,2,31,15,55,18,99,17,151,3,15,2,54,7,54,1,1,13,276
3,1310105600,千代田区,神田花岡町,,神田花岡町,51,1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,840,-,-,-,-,-,-,24,396,5,23,-,-,1,8,-,-,2,3
3,1310105700,千代田区,神田佐久間河岸,,神田佐久間河岸,91,1663,-,-,-,-,-,-,3,18,2,7,-,-,16,216,2,43,27,396,-,-,8,26,16,101,1,6,3,5,-,-,2,35,-,-,11,810
3,1310105800,千代田区,神田練塀町,,神田練塀町,101,5872,-,-,-,-,-,-,4,10,2,92,-,-,11,2377,3,111,24,780,2,28,10,1334,13,92,14,222,1,4,2,9,2,88,-,-,13,725
3,1310105900,千代田区,神田相生町,,神田相生町,14,2253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,182,1,87,1,1240,1,18,2,98,-,-,-,-,-,-,-,-,2,628
2,1310200000,中央区,,,中央区,35745,755348,11,178,5,38,3,16,1013,35831,1437,30507,29,2506,2300,78103,822,22045,10781,218947,1208,55733,2544,33822,4092,44637,5414,56646,1375,18918,428,7989,1343,20682,60,1190,2880,127560
3,1310200100,中央区,八重洲２丁目,,八重洲２丁目,643,16499,1,51,-,-,-,-,9,67,16,278,1,11,28,1258,15,196,181,4139,46,2566,48,1712,90,842,77,1218,28,223,5,26,36,366,1,13,61,3533
3,1310200200,中央区,京橋,,京橋,1697,46008,-,-,-,-,-,-,56,7971,55,2937,2,500,122,4317,47,531,446,12409,93,2920,147,3232,250,3158,169,1538,48,954,19,168,62,576,2,54,179,4743
4,1310200201,中央区,京橋,京橋１丁目,京橋１丁目,586,14274,-,-,-,-,-,-,22,1974,24,378,1,470,28,714,17,340,157,4985,37,1496,63,1032,92,674,44,371,18,604,7,43,18,212,-,-,58,981
4,1310200202,中央区,京橋,京橋２丁目,京橋２丁目,664,19575,-,-,-,-,-,-,21,5700,19,186,1,30,52,2572,9,73,187,4109,30,757,51,760,98,1816,59,561,20,216,8,50,31,210,1,37,77,2498
4,1310200203,中央区,京橋,京橋３丁目,京橋３丁目,447,12159,-,-,-,-,-,-,13,297,12,2373,-,-,42,1031,21,118,102,3315,26,667,33,1440,60,668,66,606,10,134,4,75,13,154,1,17,44,1264
3,1310200300,中央区,銀座,,銀座,8072,156880,-,-,-,-,1,2,83,2384,135,2761,7,1548,453,14705,79,3185,1922,30275,140,3792,596,8149,925,11344,2197,23908,545,7394,122,960,327,3395,8,65,532,43013
4,1310200301,中央区,銀座,銀座１丁目,銀座１丁目,1139,22398,-,-,-,-,-,-,13,376,34,669,-,-,67,847,18,278,281,3877,24,537,103,805,191,1399,133,1814,92,1104,23,142,66,1035,2,12,92,9503
4,1310200302,中央区,銀座,銀座２丁目,銀座２丁目,825,11517,-,-,-,-,1,2,16,451,17,163,1,1,34,685,10,759,223,2645,13,118,74,819,112,898,118,1661,73,1178,17,77,46,496,1,9,69,1555
4,1310200303,中央区,銀座,銀座３丁目,銀座３丁目,918,16764,-,-,-,-,-,-,14,234,13,202,-,-,46,4543,6,78,272,4343,16,203,64,376,107,965,155,2031,87,1293,24,306,47,350,2,16,65,1824
4,1310200304,中央区,銀座,銀座４丁目,銀座４丁目,709,15968,-,-,-,-,-,-,4,363,12,242,3,2,26,1890,10,334,212,4345,15,1508,58,677,79,500,150,1726,54,768,10,130,30,301,1,10,45,3172
4,1310200305,中央区,銀座,銀座５丁目,銀座５丁目,920,13438,-,-,-,-,-,-,7,505,8,294,-,-,59,1672,10,126,310,4381,28,621,38,273,57,514,202,2851,89,1124,14,182,53,459,-,-,45,436
4,1310200306,中央区,銀座,銀座６丁目,銀座６丁目,1023,14047,-,-,-,-,-,-,8,121,10,138,3,1545,54,706,4,37,194,2467,20,351,68,1128,144,1597,352,3148,53,767,15,51,34,277,1,9,63,1705
4,1310200307,中央区,銀座,銀座７丁目,銀座７丁目,1130,16014,-,-,-,-,-,-,7,227,22,939,-,-,90,2406,12,254,216,3377,17,260,79,554,114,2553,423,3712,41,460,11,32,24,272,1,9,73,959
4,1310200308,中央区,銀座,銀座８丁目,銀座８丁目,1408,46734,-,-,-,-,-,-,14,107,19,114,-,-,77,1956,9,1319,214,4840,7,194,112,3517,121,2918,664,6965,56,700,8,40,27,205,-,-,80,23859
3,1310200400,中央区,新富,,新富,781,8962,-,-,-,-,-,-,26,426,61,659,1,13,72,1633,21,326,218,2280,12,174,57,419,130,946,63,339,18,184,9,37,25,317,2,18,66,1191
4,1310200401,中央区,新富,新富１丁目,新富１丁目,524,5393,-,-,-,-,-,-,13,170,44,570,1,13,50,833,14,124,153,1503,6,71,40,207,78,582,44,224,12,147,8,35,12,140,1,11,48,763
4,1310200402,中央区,新富,新富２丁目,新富２丁目,257,3569,-,-,-,-,-,-,13,256,17,89,-,-,22,800,7,202,65,777,6,103,17,212,52,364,19,115,6,37,1,2,13,177,1,7,18,428
3,1310200500,中央区,入船,,入船,507,6979,-,-,-,-,-,-,20,312,60,696,-,-,61,1019,20,453,125,2358,7,39,25,75,68,300,31,134,26,118,4,32,20,100,-,-,40,1343
4,1310200501,中央区,入船,入船１丁目,入船１丁目,162,1636,-,-,-,-,-,-,7,60,21,159,-,-,14,251,4,60,41,280,1,5,8,26,24,150,11,41,6,27,2,2,9,53,-,-,14,522
4,1310200502,中央区,入船,入船２丁目,入船２丁目,161,1856,-,-,-,-,-,-,8,86,24,431,-,-,18,347,6,73,39,639,3,29,8,24,26,88,8,32,8,36,1,26,4,13,-,-,8,32
4,1310200503,中央区,入船,入船３丁目,入船３丁目,184,3487,-,-,-,-,-,-,5,166,15,106,-,-,29,421,10,320,45,1439,3,5,9,25,18,62,12,61,12,55,1,4,7,34,-,-,18,789
3,1310200600,中央区,湊,,湊,435,4086,1,45,-,-,-,-,21,342,85,642,-,-,34,674,9,152,93,806,6,29,26,115,69,331,31,143,11,25,-,-,13,83,1,5,35,694
4,1310200601,中央区,湊,湊１丁目,湊１丁目,171,1420,-,-,-,-,-,-,12,247,26,113,-,-,16,113,3,26,38,337,3,6,11,66,25,176,13,57,3,9,-,-,9,73,-,-,12,197
4,1310200602,中央区,湊,湊２丁目,湊２丁目,88,725,1,45,-,-,-,-,6,84,20,212,-,-,10,102,-,-,18,120,-,-,5,20,11,40,6,43,2,7,-,-,-,-,1,5,8,47
4,1310200603,中央区,湊,湊３丁目,湊３丁目,176,1941,-,-,-,-,-,-,3,11,39,317,-,-,8,459,6,126,37,349,3,23,10,29,33,115,12,43,6,9,-,-,4,10,-,-,15,450
3,1310200700,中央区,明石町,,明石町,270,14248,-,-,-,-,-,-,12,1513,8,877,1,1,16,1342,8,253,80,3718,10,450,16,193,30,301,28,482,6,80,5,471,22,2801,1,11,27,1755
3,1310200800,中央区,築地,,築地,3139,54091,-,-,2,20,-,-,47,1313,103,1646,-,-,187,8407,59,1514,1523,19309,34,2707,120,614,274,4000,386,4063,79,730,20,106,85,3946,4,87,216,5629
4,1310200801,中央区,築地,築地１丁目,築地１丁目,261,7470,-,-,-,-,-,-,6,168,7,152,-,-,22,647,1,78,53,2366,5,106,21,136,43,1660,35,365,10,30,5,47,17,151,-,-,36,1564
4,1310200802,中央区,築地,築地２丁目,築地２丁目,559,6699,-,-,-,-,-,-,12,186,25,234,-,-,74,1173,10,124,127,1287,4,153,29,82,110,573,96,738,22,323,5,20,18,93,-,-,27,1713
4,1310200803,中央区,築地,築地３丁目,築地３丁目,264,3752,-,-,-,-,-,-,4,77,10,123,-,-,22,843,7,159,62,729,8,307,16,88,34,494,38,432,15,48,5,21,10,61,-,-,33,370
4,1310200804,中央区,築地,築地４丁目,築地４丁目,512,6025,-,-,2,20,-,-,7,149,12,123,-,-,25,752,4,61,255,2067,6,59,18,70,45,313,83,1553,13,258,1,1,9,81,1,51,31,467
4,1310200805,中央区,築地,築地５丁目,築地５丁目,944,21723,-,-,-,-,-,-,3,633,19,284,-,-,26,4901,14,498,736,9733,9,168,8,58,8,629,55,444,6,31,1,4,10,3368,2,30,47,942
4,1310200806,中央区,築地,築地６丁目,築地６丁目,395,4812,-,-,-,-,-,-,9,66,19,577,-,-,10,53,14,505,217,2518,-,-,13,81,16,252,49,397,6,15,1,4,11,61,1,6,29,277
4,1310200807,中央区,築地,築地７丁目,築地７丁目,204,3610,-,-,-,-,-,-,6,34,11,153,-,-,8,38,9,89,73,609,2,1914,15,99,18,79,30,134,7,25,2,9,10,131,-,-,13,296
3,1310200900,中央区,浜離宮庭園,,浜離宮庭園,1,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,29,-,-,-,-,-,-,-,-
3,1310201000,中央区,八丁堀,,八丁堀,1801,31974,1,22,-,-,-,-,73,1270,117,1062,1,4,182,4023,49,1305,487,8166,54,1117,115,1076,251,1878,167,1339,54,1312,21,4143,51,321,1,10,177,4926
4,1310201001,中央区,八丁堀,八丁堀１丁目,八丁堀１丁目,241,4397,-,-,-,-,-,-,9,148,15,185,-,-,14,190,2,4,72,1847,8,57,13,45,32,126,29,236,11,671,4,97,7,55,-,-,25,736
4,1310201002,中央区,八丁堀,八丁堀２丁目,八丁堀２丁目,519,13784,1,22,-,-,-,-,22,254,30,411,1,4,35,1070,13,899,125,2524,29,679,44,511,59,804,63,503,12,71,8,4005,13,60,1,10,63,1957
4,1310201003,中央区,八丁堀,八丁堀３丁目,八丁堀３丁目,584,6960,-,-,-,-,-,-,29,741,47,261,-,-,65,1183,21,199,156,1701,8,81,32,118,83,493,57,384,17,334,3,17,17,82,-,-,49,1366
4,1310201004,中央区,八丁堀,八丁堀４丁目,八丁堀４丁目,457,6833,-,-,-,-,-,-,13,127,25,205,-,-,68,1580,13,203,134,2094,9,300,26,402,77,455,18,216,14,236,6,24,14,124,-,-,40,867
3,1310201100,中央区,新川,,新川,1315,34066,2,-,-,-,-,-,65,2849,78,1129,2,108,130,7629,52,2328,337,8508,58,3392,94,914,148,1054,119,1207,26,363,17,220,45,992,2,15,140,3358
4,1310201101,中央区,新川,新川１丁目,新川１丁目,680,20847,-,-,-,-,-,-,38,2202,46,873,2,108,72,3942,39,2250,183,4767,33,1446,44,573,57,376,60,712,13,297,5,127,21,752,1,9,66,2413
4,1310201102,中央区,新川,新川２丁目,新川２丁目,635,13219,2,-,-,-,-,-,27,647,32,256,-,-,58,3687,13,78,154,3741,25,1946,50,341,91,678,59,495,13,66,12,93,24,240,1,6,74,945
3,1310201200,中央区,日本橋本石町,,日本橋本石町,301,8630,-,-,-,-,-,-,9,95,15,605,1,1,24,698,9,65,90,1441,20,2904,21,246,34,608,37,335,5,65,2,3,7,104,-,-,27,1460
4,1310201201,中央区,日本橋本石町,日本橋本石町１丁目,日本橋本石町１丁目,31,1650,-,-,-,-,-,-,1,31,6,444,-,-,1,296,1,8,7,157,5,147,2,119,3,407,3,26,-,-,-,-,-,-,-,-,2,15
4,1310201202,中央区,日本橋本石町,日本橋本石町２丁目,日本橋本石町２丁目,34,2682,-,-,-,-,-,-,1,3,-,-,-,-,8,39,-,-,7,32,2,2477,3,6,6,11,3,58,1,4,1,2,1,12,-,-,1,38
4,1310201203,中央区,日本橋本石町,日本橋本石町３丁目,日本橋本石町３丁目,97,1981,-,-,-,-,-,-,2,30,6,150,1,1,6,150,3,20,31,746,10,260,7,65,8,70,6,86,1,14,1,1,3,23,-,-,12,365
4,1310201204,中央区,日本橋本石町,日本橋本石町４丁目,日本橋本石町４丁目,139,2317,-,-,-,-,-,-,5,31,3,11,-,-,9,213,5,37,45,506,3,20,9,56,17,120,25,165,3,47,-,-,3,69,-,-,12,1042
3,1310201300,中央区,日本橋室町,,日本橋室町,978,28488,3,9,-,-,-,-,23,446,20,266,-,-,31,2334,27,424,330,11144,77,5472,78,2668,79,582,165,2862,24,273,4,23,46,498,2,23,69,1464
4,1310201301,中央区,日本橋室町,日本橋室町１丁目,日本橋室町１丁目,501,8448,2,9,-,-,-,-,10,97,10,87,-,-,12,124,15,283,181,3851,23,928,50,614,42,293,81,1093,15,122,2,3,20,88,1,12,37,844
4,1310201302,中央区,日本橋室町,日本橋室町２丁目,日本橋室町２丁目,164,13066,-,-,-,-,-,-,1,24,3,20,-,-,2,672,-,-,45,5236,24,3784,5,1379,12,124,47,1276,2,109,1,15,9,228,1,11,12,188
4,1310201303,中央区,日本橋室町,日本橋室町３丁目,日本橋室町３丁目,43,414,-,-,-,-,-,-,2,25,1,7,-,-,2,10,3,39,14,165,6,37,2,26,4,23,5,57,1,3,-,-,1,5,-,-,2,17
4,1310201304,中央区,日本橋室町,日本橋室町４丁目,日本橋室町４丁目,270,6560,1,-,-,-,-,-,10,300,6,152,-,-,15,1528,9,102,90,1892,24,723,21,649,21,142,32,436,6,39,1,5,16,177,-,-,18,415
3,1310201400,中央区,日本橋本町,,日本橋本町,1163,29368,1,17,-,-,-,-,41,1400,80,1828,1,53,82,3279,37,640,438,14274,60,1294,74,1584,117,783,71,627,19,77,8,80,31,273,2,17,101,3142
4,1310201401,中央区,日本橋本町,日本橋本町１丁目,日本橋本町１丁目,284,6444,-,-,-,-,-,-,8,203,22,464,-,-,17,321,9,300,119,3035,32,882,15,273,13,84,22,164,6,44,1,8,5,75,-,-,15,591
4,1310201402,中央区,日本橋本町,日本橋本町２丁目,日本橋本町２丁目,175,6694,-,-,-,-,-,-,5,155,11,281,-,-,9,476,2,11,71,4208,10,278,6,519,24,134,10,109,2,7,2,19,5,46,-,-,18,451
4,1310201403,中央区,日本橋本町,日本橋本町３丁目,日本橋本町３丁目,308,8327,1,17,-,-,-,-,12,246,20,449,1,53,16,421,15,175,100,4306,8,45,28,648,38,214,16,94,5,14,2,46,5,39,1,10,40,1550
4,1310201404,中央区,日本橋本町,日本橋本町４丁目,日本橋本町４丁目,396,7903,-,-,-,-,-,-,16,796,27,634,-,-,40,2061,11,154,148,2725,10,89,25,144,42,351,23,260,6,12,3,7,16,113,1,7,28,550
3,1310201500,中央区,日本橋小舟町,,日本橋小舟町,446,7344,-,-,-,-,-,-,14,267,22,570,-,-,40,816,10,227,164,2897,8,474,25,91,56,738,42,245,5,13,4,11,8,234,1,9,47,752
3,1310201600,中央区,日本橋小伝馬町,,日本橋小伝馬町,699,11083,-,-,2,15,-,-,18,245,34,269,-,-,52,1256,17,222,270,4310,21,289,34,134,88,882,57,1120,16,54,10,241,17,141,2,17,61,1888
3,1310201700,中央区,日本橋大伝馬町,,日本橋大伝馬町,363,7495,-,-,-,-,-,-,18,193,23,418,-,-,31,1168,12,142,119,2859,10,351,30,415,39,266,27,377,12,45,2,7,17,123,1,8,22,1123
3,1310201800,中央区,日本橋堀留町,,日本橋堀留町,537,12624,-,-,-,-,2,14,23,602,22,315,1,2,25,857,8,162,193,5173,17,378,25,249,70,1220,49,563,9,77,11,47,24,282,1,17,57,2666
4,1310201801,中央区,日本橋堀留町,日本橋堀留町１丁目,日本橋堀留町１丁目,374,8433,-,-,-,-,2,14,18,452,15,117,1,2,22,540,4,86,133,3695,12,326,17,213,52,678,35,337,6,34,8,25,14,194,-,-,35,1720
4,1310201802,中央区,日本橋堀留町,日本橋堀留町２丁目,日本橋堀留町２丁目,163,4191,-,-,-,-,-,-,5,150,7,198,-,-,3,317,4,76,60,1478,5,52,8,36,18,542,14,226,3,43,3,22,10,88,1,17,22,946
3,1310201900,中央区,日本橋富沢町,,日本橋富沢町,291,5362,-,-,-,-,-,-,14,664,9,138,1,7,22,424,8,203,125,2395,4,22,15,81,32,434,17,93,11,148,4,27,9,60,-,-,20,666
3,1310202000,中央区,日本橋人形町,,日本橋人形町,1683,17649,-,-,-,-,-,-,40,918,59,576,-,-,92,2330,25,578,481,4744,36,606,123,806,207,1469,355,2452,68,293,19,101,64,339,4,31,110,2406
4,1310202001,中央区,日本橋人形町,日本橋人形町１丁目,日本橋人形町１丁目,547,5900,-,-,-,-,-,-,12,92,16,204,-,-,42,1469,9,113,140,1641,17,274,34,165,79,470,111,781,25,116,7,31,19,101,2,12,34,431
4,1310202002,中央区,日本橋人形町,日本橋人形町２丁目,日本橋人形町２丁目,755,6529,-,-,-,-,-,-,17,116,26,146,-,-,31,518,13,400,236,2068,10,256,59,466,80,395,170,1124,29,124,11,35,30,156,2,19,41,706
4,1310202003,中央区,日本橋人形町,日本橋人形町３丁目,日本橋人形町３丁目,381,5220,-,-,-,-,-,-,11,710,17,226,-,-,19,343,3,65,105,1035,9,76,30,175,48,604,74,547,14,53,1,35,15,82,-,-,35,1269
3,1310202100,中央区,日本橋小網町,,日本橋小網町,446,11659,-,-,-,-,-,-,20,740,29,859,-,-,34,1115,18,313,157,4386,16,319,35,208,49,701,19,177,7,1149,3,18,6,23,1,8,52,1643
3,1310202200,中央区,日本橋蠣殻町,,日本橋蠣殻町,897,10054,-,-,-,-,-,-,35,318,43,206,-,-,74,977,20,103,264,3435,26,758,73,280,111,850,105,1234,34,253,7,15,33,181,-,-,72,1444
4,1310202201,中央区,日本橋蠣殻町,日本橋蠣殻町１丁目,日本橋蠣殻町１丁目,683,6547,-,-,-,-,-,-,27,197,34,163,-,-,57,730,14,82,195,2357,26,758,59,232,97,764,72,404,23,203,6,14,25,148,-,-,48,495
4,1310202202,中央区,日本橋蠣殻町,日本橋蠣殻町２丁目,日本橋蠣殻町２丁目,214,3507,-,-,-,-,-,-,8,121,9,43,-,-,17,247,6,21,69,1078,-,-,14,48,14,86,33,830,11,50,1,1,8,33,-,-,24,949
3,1310202300,中央区,日本橋箱崎町,,日本橋箱崎町,501,20284,1,6,-,-,-,-,26,495,38,441,4,67,51,2250,37,534,136,13702,7,199,30,179,55,566,40,583,12,71,1,1,17,226,2,13,44,951
3,1310202400,中央区,日本橋馬喰町,,日本橋馬喰町,506,8638,-,-,-,-,-,-,17,189,25,666,-,-,22,194,7,53,268,3795,8,1003,20,170,47,259,44,444,14,174,5,89,9,292,1,3,19,1307
4,1310202401,中央区,日本橋馬喰町,日本橋馬喰町１丁目,日本橋馬喰町１丁目,354,5447,-,-,-,-,-,-,11,139,15,603,-,-,18,137,4,47,196,2856,3,754,16,154,25,91,33,323,11,151,2,5,6,104,1,3,13,80
