地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,会社企業／総数／企業数（企業）,会社企業／総数／企業従業者数（人）,資本金階級／300万円未満／企業数（企業）,資本金階級／300万円未満／企業従業者数（人）,資本金階級／300万～500万円未満／企業数（企業）,資本金階級／300万～500万円未満／企業従業者数（人）,資本金階級／500万～1000万円未満／企業数（企業）,資本金階級／500万～1000万円未満／企業従業者数（人）,資本金階級／1000万～3000万円未満／企業数（企業）,資本金階級／1000万～3000万円未満／企業従業者数（人）,資本金階級／3000万～5000万円未満／企業数（企業）,資本金階級／3000万～5000万円未満／企業従業者数（人）,資本金階級／5000万～１億円未満／企業数（企業）,資本金階級／5000万～１億円未満／企業従業者数（人）,資本金階級／１億～３億円未満／企業数（企業）,資本金階級／１億～３億円未満／企業従業者数（人）,資本金階級／３億～10億円未満／企業数（企業）,資本金階級／３億～10億円未満／企業従業者数（人）,資本金階級／10億～50億円未満／企業数（企業）,資本金階級／10億～50億円未満／企業従業者数（人）,資本金階級／50億円以上／企業数（企業）,資本金階級／50億円以上／企業従業者数（人）
4,1320903705,町田市,原町田,原町田５丁目,原町田５丁目,34,424,2,17,12,71,4,63,13,218,1,37,-,-,-,-,-,-,-,-,-,-
4,1320903706,町田市,原町田,原町田６丁目,原町田６丁目,157,2290,16,78,66,619,8,172,57,1219,1,19,1,117,-,-,-,-,-,-,-,-
3,1320903800,町田市,東玉川学園,,東玉川学園,12,24,1,1,7,13,1,2,3,8,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903801,町田市,東玉川学園,東玉川学園１丁目,東玉川学園１丁目,8,14,-,-,5,9,1,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903802,町田市,東玉川学園,東玉川学園２丁目,東玉川学園２丁目,4,10,1,1,2,4,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903803,町田市,東玉川学園,東玉川学園３丁目,東玉川学園３丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903804,町田市,東玉川学園,東玉川学園４丁目,東玉川学園４丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320903900,町田市,広袴,,広袴,23,320,-,-,10,62,4,10,9,248,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903901,町田市,広袴,広袴１丁目,広袴１丁目,1,7,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903902,町田市,広袴,広袴２丁目,広袴２丁目,10,32,-,-,4,16,1,2,5,14,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903903,町田市,広袴,広袴３丁目,広袴３丁目,11,275,-,-,5,40,3,8,3,227,-,-,-,-,-,-,-,-,-,-,-,-
4,1320903904,町田市,広袴,広袴４丁目,広袴４丁目,1,6,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320904000,町田市,広袴町,,広袴町,7,24,-,-,3,9,2,10,2,5,-,-,-,-,-,-,-,-,-,-,-,-
3,1320904100,町田市,本町田,,本町田,134,929,9,31,66,430,9,101,39,234,4,83,-,-,1,2,-,-,-,-,-,-
3,1320904200,町田市,南大谷,,南大谷,57,355,6,13,21,72,6,26,19,205,-,-,1,6,-,-,-,-,-,-,-,-
3,1320904300,町田市,南つくし野,,南つくし野,30,118,6,15,14,58,3,9,5,20,1,12,-,-,-,-,-,-,-,-,-,-
4,1320904301,町田市,南つくし野,南つくし野１丁目,南つくし野１丁目,5,15,-,-,2,5,1,4,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904302,町田市,南つくし野,南つくし野２丁目,南つくし野２丁目,9,34,3,10,5,20,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904303,町田市,南つくし野,南つくし野３丁目,南つくし野３丁目,7,38,1,1,3,25,1,1,2,11,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904304,町田市,南つくし野,南つくし野４丁目,南つくし野４丁目,9,31,2,4,4,8,1,4,1,3,1,12,-,-,-,-,-,-,-,-,-,-
3,1320904400,町田市,南成瀬,,南成瀬,116,1821,11,58,40,195,11,55,43,537,1,3,2,26,4,206,-,-,1,705,-,-
4,1320904401,町田市,南成瀬,南成瀬１丁目,南成瀬１丁目,31,453,1,1,10,58,-,-,18,388,-,-,-,-,1,4,-,-,-,-,-,-
4,1320904402,町田市,南成瀬,南成瀬２丁目,南成瀬２丁目,7,19,2,5,2,5,2,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904403,町田市,南成瀬,南成瀬３丁目,南成瀬３丁目,4,16,1,3,2,10,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904404,町田市,南成瀬,南成瀬４丁目,南成瀬４丁目,23,1057,2,14,6,10,4,16,5,77,1,3,1,21,2,193,-,-,1,705,-,-
4,1320904405,町田市,南成瀬,南成瀬５丁目,南成瀬５丁目,26,160,1,4,13,75,4,31,7,34,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904406,町田市,南成瀬,南成瀬６丁目,南成瀬６丁目,12,33,2,4,2,4,-,-,7,16,-,-,-,-,1,9,-,-,-,-,-,-
4,1320904407,町田市,南成瀬,南成瀬７丁目,南成瀬７丁目,10,79,2,27,4,32,-,-,3,15,-,-,1,5,-,-,-,-,-,-,-,-
4,1320904408,町田市,南成瀬,南成瀬８丁目,南成瀬８丁目,3,4,-,-,1,1,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-
3,1320904500,町田市,三輪町,,三輪町,42,378,4,16,21,98,5,20,11,73,-,-,1,171,-,-,-,-,-,-,-,-
3,1320904600,町田市,三輪緑山,,三輪緑山,33,114,5,14,14,52,5,12,8,35,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904601,町田市,三輪緑山,三輪緑山１丁目,三輪緑山１丁目,12,37,1,6,7,25,1,1,2,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904602,町田市,三輪緑山,三輪緑山２丁目,三輪緑山２丁目,8,20,2,4,3,10,1,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904603,町田市,三輪緑山,三輪緑山３丁目,三輪緑山３丁目,7,26,1,2,2,9,2,8,2,7,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904604,町田市,三輪緑山,三輪緑山４丁目,三輪緑山４丁目,6,31,1,2,2,8,1,1,2,20,-,-,-,-,-,-,-,-,-,-,-,-
3,1320904700,町田市,森野,,森野,281,4028,14,118,112,750,24,249,106,2165,10,632,6,36,1,13,1,5,-,-,-,-
4,1320904701,町田市,森野,森野１丁目,森野１丁目,135,2702,7,71,48,401,14,166,50,1402,8,583,2,20,-,-,-,-,-,-,-,-
4,1320904702,町田市,森野,森野２丁目,森野２丁目,39,281,1,1,14,96,4,25,18,153,-,-,1,1,-,-,1,5,-,-,-,-
4,1320904703,町田市,森野,森野３丁目,森野３丁目,24,271,2,5,12,70,1,6,8,189,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904704,町田市,森野,森野４丁目,森野４丁目,18,106,1,27,7,21,1,19,9,39,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904705,町田市,森野,森野５丁目,森野５丁目,27,164,2,13,13,67,2,30,9,46,-,-,1,8,-,-,-,-,-,-,-,-
4,1320904706,町田市,森野,森野６丁目,森野６丁目,38,504,1,1,18,95,2,3,12,336,2,49,2,7,1,13,-,-,-,-,-,-
3,1320904800,町田市,薬師台,,薬師台,13,77,-,-,9,32,3,43,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904801,町田市,薬師台,薬師台１丁目,薬師台１丁目,3,49,-,-,2,11,1,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904802,町田市,薬師台,薬師台２丁目,薬師台２丁目,3,6,-,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320904803,町田市,薬師台,薬師台３丁目,薬師台３丁目,7,22,-,-,4,15,2,5,1,2,-,-,-,-,-,-,-,-,-,-,-,-
3,1320904900,町田市,矢部町,,矢部町,22,193,2,35,10,41,1,2,9,115,-,-,-,-,-,-,-,-,-,-,-,-
3,1320905000,町田市,山崎,,山崎,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320905001,町田市,山崎,山崎１丁目,山崎１丁目,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320905100,町田市,山崎町,,山崎町,71,462,7,36,48,277,3,14,11,108,1,26,-,-,-,-,-,-,-,-,-,-
2,1321000000,小金井市,,,小金井市,963,10501,88,569,383,2137,117,996,306,3299,20,750,13,1652,3,299,3,586,1,28,-,-
3,1321000100,小金井市,東町,,東町,123,1654,16,126,50,202,15,125,32,468,5,162,1,536,-,-,-,-,-,-,-,-
4,1321000101,小金井市,東町,東町１丁目,東町１丁目,13,74,3,19,6,30,2,6,2,19,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000102,小金井市,東町,東町２丁目,東町２丁目,10,68,1,1,5,23,2,12,1,29,1,3,-,-,-,-,-,-,-,-,-,-
4,1321000103,小金井市,東町,東町３丁目,東町３丁目,13,134,1,3,5,30,4,30,2,6,1,65,-,-,-,-,-,-,-,-,-,-
4,1321000104,小金井市,東町,東町４丁目,東町４丁目,78,1288,11,103,32,114,6,39,22,376,3,94,1,536,-,-,-,-,-,-,-,-
4,1321000105,小金井市,東町,東町５丁目,東町５丁目,9,90,-,-,2,5,1,38,5,38,-,-,-,-,-,-,-,-,-,-,-,-
3,1321000200,小金井市,梶野町,,梶野町,80,1077,7,73,32,155,8,129,28,510,2,189,1,5,-,-,-,-,-,-,-,-
4,1321000201,小金井市,梶野町,梶野町１丁目,梶野町１丁目,15,423,3,11,4,18,2,29,6,365,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000202,小金井市,梶野町,梶野町２丁目,梶野町２丁目,8,24,-,-,7,22,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000203,小金井市,梶野町,梶野町３丁目,梶野町３丁目,8,57,-,-,3,35,2,9,3,13,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000204,小金井市,梶野町,梶野町４丁目,梶野町４丁目,28,191,1,56,10,30,1,14,13,70,-,-,1,5,-,-,-,-,-,-,-,-
4,1321000205,小金井市,梶野町,梶野町５丁目,梶野町５丁目,21,382,3,6,8,50,3,77,5,60,2,189,-,-,-,-,-,-,-,-,-,-
3,1321000300,小金井市,関野町,,関野町,20,170,4,31,10,59,1,3,4,76,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000301,小金井市,関野町,関野町１丁目,関野町１丁目,13,52,2,7,8,31,-,-,2,13,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000302,小金井市,関野町,関野町２丁目,関野町２丁目,7,118,2,24,2,28,1,3,2,63,-,-,-,-,-,-,-,-,-,-,-,-
3,1321000400,小金井市,緑町,,緑町,92,1673,6,25,33,107,12,116,34,384,3,48,1,423,-,-,1,563,-,-,-,-
4,1321000401,小金井市,緑町,緑町１丁目,緑町１丁目,9,73,-,-,4,13,-,-,5,60,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000402,小金井市,緑町,緑町２丁目,緑町２丁目,20,154,1,6,8,32,3,79,7,35,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000403,小金井市,緑町,緑町３丁目,緑町３丁目,20,620,2,3,7,22,5,13,4,14,-,-,-,-,-,-,1,563,-,-,-,-
4,1321000404,小金井市,緑町,緑町４丁目,緑町４丁目,14,110,1,14,4,13,3,15,5,60,1,8,-,-,-,-,-,-,-,-,-,-
4,1321000405,小金井市,緑町,緑町５丁目,緑町５丁目,29,716,2,2,10,27,1,9,13,215,2,40,1,423,-,-,-,-,-,-,-,-
3,1321000500,小金井市,中町,,中町,86,1104,5,34,35,162,12,55,26,262,1,251,3,293,1,21,1,15,-,-,-,-
4,1321000501,小金井市,中町,中町１丁目,中町１丁目,21,141,1,3,10,48,3,16,6,72,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000502,小金井市,中町,中町２丁目,中町２丁目,23,453,-,-,12,53,2,24,5,51,-,-,2,289,1,21,1,15,-,-,-,-
4,1321000503,小金井市,中町,中町３丁目,中町３丁目,18,77,1,23,8,33,2,5,6,12,-,-,1,4,-,-,-,-,-,-,-,-
4,1321000504,小金井市,中町,中町４丁目,中町４丁目,24,433,3,8,5,28,5,10,9,127,1,251,-,-,-,-,-,-,-,-,-,-
3,1321000600,小金井市,前原町,,前原町,126,1336,8,32,56,302,12,70,38,356,3,6,4,279,1,270,-,-,-,-,-,-
4,1321000601,小金井市,前原町,前原町１丁目,前原町１丁目,15,85,2,4,7,29,1,5,5,47,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000602,小金井市,前原町,前原町２丁目,前原町２丁目,8,34,-,-,-,-,1,2,6,30,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000603,小金井市,前原町,前原町３丁目,前原町３丁目,37,327,1,7,22,182,3,15,6,101,2,4,1,4,-,-,-,-,-,-,-,-
4,1321000604,小金井市,前原町,前原町４丁目,前原町４丁目,37,181,4,10,16,51,3,13,12,93,-,-,1,9,-,-,-,-,-,-,-,-
4,1321000605,小金井市,前原町,前原町５丁目,前原町５丁目,29,709,1,11,11,40,4,35,9,85,1,2,2,266,1,270,-,-,-,-,-,-
3,1321000700,小金井市,本町,,本町,249,2289,22,115,92,801,35,320,77,712,6,94,3,116,1,8,1,8,1,28,-,-
4,1321000701,小金井市,本町,本町１丁目,本町１丁目,47,298,5,75,15,71,8,31,14,60,2,19,-,-,-,-,-,-,1,28,-,-
4,1321000702,小金井市,本町,本町２丁目,本町２丁目,34,344,2,3,13,129,1,2,16,200,1,2,-,-,-,-,1,8,-,-,-,-
4,1321000703,小金井市,本町,本町３丁目,本町３丁目,17,129,2,8,10,28,-,-,5,93,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000704,小金井市,本町,本町４丁目,本町４丁目,21,250,2,5,5,20,5,38,5,59,2,54,1,72,-,-,-,-,-,-,-,-
4,1321000705,小金井市,本町,本町５丁目,本町５丁目,97,806,7,14,34,204,17,220,30,260,1,19,1,23,-,-,-,-,-,-,-,-
4,1321000706,小金井市,本町,本町６丁目,本町６丁目,33,462,4,10,15,349,4,29,7,40,-,-,1,21,1,8,-,-,-,-,-,-
3,1321000800,小金井市,桜町,,桜町,32,255,3,6,14,62,4,9,10,177,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000801,小金井市,桜町,桜町１丁目,桜町１丁目,15,174,1,2,6,21,1,2,6,148,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000802,小金井市,桜町,桜町２丁目,桜町２丁目,16,80,2,4,7,40,3,7,4,29,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000803,小金井市,桜町,桜町３丁目,桜町３丁目,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1321000900,小金井市,貫井北町,,貫井北町,81,564,7,48,29,154,14,151,30,209,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000901,小金井市,貫井北町,貫井北町１丁目,貫井北町１丁目,11,40,1,2,6,17,1,3,3,18,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000902,小金井市,貫井北町,貫井北町２丁目,貫井北町２丁目,24,170,2,24,7,50,4,25,11,71,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000903,小金井市,貫井北町,貫井北町３丁目,貫井北町３丁目,32,239,3,13,10,73,7,97,11,54,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000904,小金井市,貫井北町,貫井北町４丁目,貫井北町４丁目,2,24,-,-,1,1,-,-,1,23,-,-,-,-,-,-,-,-,-,-,-,-
4,1321000905,小金井市,貫井北町,貫井北町５丁目,貫井北町５丁目,12,91,1,9,5,13,2,26,4,43,-,-,-,-,-,-,-,-,-,-,-,-
3,1321001000,小金井市,貫井南町,,貫井南町,74,379,10,79,32,133,4,18,27,145,-,-,-,-,-,-,-,-,-,-,-,-
4,1321001001,小金井市,貫井南町,貫井南町１丁目,貫井南町１丁目,17,61,3,11,10,30,2,16,2,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1321001002,小金井市,貫井南町,貫井南町２丁目,貫井南町２丁目,10,79,2,33,3,25,-,-,5,21,-,-,-,-,-,-,-,-,-,-,-,-
4,1321001003,小金井市,貫井南町,貫井南町３丁目,貫井南町３丁目,10,20,1,1,3,7,-,-,5,8,-,-,-,-,-,-,-,-,-,-,-,-
4,1321001004,小金井市,貫井南町,貫井南町４丁目,貫井南町４丁目,24,139,2,28,9,53,2,2,11,56,-,-,-,-,-,-,-,-,-,-,-,-
4,1321001005,小金井市,貫井南町,貫井南町５丁目,貫井南町５丁目,13,80,2,6,7,18,-,-,4,56,-,-,-,-,-,-,-,-,-,-,-,-
2,1321100000,小平市,,,小平市,1588,30996,113,806,687,3812,180,1576,464,6831,37,1266,28,1287,9,3461,4,1566,3,2051,1,7937
3,1321100100,小平市,中島町,,中島町,4,15,1,1,2,10,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
3,1321100200,小平市,上水新町,,上水新町,18,61,2,4,9,33,2,7,4,15,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100201,小平市,上水新町,上水新町１丁目,上水新町１丁目,11,38,1,3,5,22,2,7,2,4,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100202,小平市,上水新町,上水新町２丁目,上水新町２丁目,1,5,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100203,小平市,上水新町,上水新町３丁目,上水新町３丁目,6,18,1,1,3,6,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-
3,1321100300,小平市,たかの台,,たかの台,24,238,2,5,12,145,3,13,5,38,2,37,-,-,-,-,-,-,-,-,-,-
3,1321100400,小平市,小川町,,小川町,247,2789,18,153,109,637,25,154,72,1368,9,204,5,232,-,-,-,-,-,-,-,-
4,1321100401,小平市,小川町,小川町１丁目,小川町１丁目,179,2191,13,68,80,473,12,67,54,1142,8,190,4,212,-,-,-,-,-,-,-,-
4,1321100402,小平市,小川町,小川町２丁目,小川町２丁目,68,598,5,85,29,164,13,87,18,226,1,14,1,20,-,-,-,-,-,-,-,-
3,1321100500,小平市,栄町,,栄町,20,139,-,-,10,41,2,10,5,45,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100501,小平市,栄町,栄町１丁目,栄町１丁目,3,8,-,-,2,7,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100502,小平市,栄町,栄町２丁目,栄町２丁目,10,69,-,-,5,16,2,10,3,43,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100503,小平市,栄町,栄町３丁目,栄町３丁目,7,62,-,-,3,18,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,1321100600,小平市,小川西町,,小川西町,63,658,5,133,29,150,12,110,13,195,2,48,-,-,-,-,-,-,-,-,-,-
4,1321100601,小平市,小川西町,小川西町１丁目,小川西町１丁目,3,22,-,-,2,13,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100602,小平市,小川西町,小川西町２丁目,小川西町２丁目,5,27,-,-,2,15,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100603,小平市,小川西町,小川西町３丁目,小川西町３丁目,12,138,-,-,8,45,-,-,4,93,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100604,小平市,小川西町,小川西町４丁目,小川西町４丁目,34,413,4,126,13,67,7,63,7,89,2,48,-,-,-,-,-,-,-,-,-,-
4,1321100605,小平市,小川西町,小川西町５丁目,小川西町５丁目,9,58,1,7,4,10,3,37,1,4,-,-,-,-,-,-,-,-,-,-,-,-
3,1321100700,小平市,小川東町,,小川東町,86,11084,7,25,27,125,8,113,32,748,4,168,3,83,1,256,1,33,1,1579,1,7937
4,1321100701,小平市,小川東町,小川東町,小川東町,7,19,1,4,2,4,1,1,3,10,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100702,小平市,小川東町,小川東町１丁目,小川東町１丁目,30,517,5,16,11,25,3,44,6,22,2,113,1,8,1,256,1,33,-,-,-,-
4,1321100703,小平市,小川東町,小川東町２丁目,小川東町２丁目,2,44,-,-,2,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100704,小平市,小川東町,小川東町３丁目,小川東町３丁目,1,1579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1579,-,-
4,1321100705,小平市,小川東町,小川東町４丁目,小川東町４丁目,8,54,-,-,2,8,-,-,5,33,1,13,-,-,-,-,-,-,-,-,-,-
4,1321100706,小平市,小川東町,小川東町５丁目,小川東町５丁目,38,8871,1,5,10,44,4,68,18,683,1,42,2,75,-,-,-,-,-,-,1,7937
3,1321100800,小平市,上水本町,,上水本町,51,3237,3,7,22,129,9,162,12,108,2,419,-,-,1,2401,-,-,-,-,-,-
4,1321100801,小平市,上水本町,上水本町１丁目,上水本町１丁目,10,81,-,-,6,63,3,13,1,5,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100802,小平市,上水本町,上水本町２丁目,上水本町２丁目,17,202,-,-,7,26,3,141,5,24,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100803,小平市,上水本町,上水本町３丁目,上水本町３丁目,6,43,1,1,2,11,1,3,2,28,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100804,小平市,上水本町,上水本町４丁目,上水本町４丁目,10,479,-,-,4,12,2,5,2,43,2,419,-,-,-,-,-,-,-,-,-,-
4,1321100805,小平市,上水本町,上水本町５丁目,上水本町５丁目,3,2413,-,-,1,9,-,-,1,3,-,-,-,-,1,2401,-,-,-,-,-,-
4,1321100806,小平市,上水本町,上水本町６丁目,上水本町６丁目,5,19,2,6,2,8,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
3,1321100900,小平市,上水南町,,上水南町,49,209,8,17,18,80,6,20,13,77,2,10,1,3,-,-,-,-,-,-,-,-
4,1321100901,小平市,上水南町,上水南町１丁目,上水南町１丁目,14,47,1,3,5,24,2,4,5,14,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100902,小平市,上水南町,上水南町２丁目,上水南町２丁目,15,74,3,7,6,41,3,13,3,13,-,-,-,-,-,-,-,-,-,-,-,-
4,1321100903,小平市,上水南町,上水南町３丁目,上水南町３丁目,15,78,4,7,4,9,-,-,4,49,2,10,1,3,-,-,-,-,-,-,-,-
4,1321100904,小平市,上水南町,上水南町４丁目,上水南町４丁目,5,10,-,-,3,6,1,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,1321101000,小平市,喜平町,,喜平町,24,350,1,45,7,32,2,6,11,157,1,7,1,101,-,-,-,-,-,-,-,-
4,1321101001,小平市,喜平町,喜平町１丁目,喜平町１丁目,21,331,1,45,5,14,2,6,10,156,1,7,1,101,-,-,-,-,-,-,-,-
4,1321101002,小平市,喜平町,喜平町２丁目,喜平町２丁目,1,8,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321101003,小平市,喜平町,喜平町３丁目,喜平町３丁目,2,11,-,-,1,10,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,1321101100,小平市,津田町,,津田町,33,216,2,6,12,47,2,13,12,142,-,-,-,-,1,3,-,-,-,-,-,-
4,1321101101,小平市,津田町,津田町１丁目,津田町１丁目,4,16,-,-,2,5,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1321101102,小平市,津田町,津田町２丁目,津田町２丁目,14,134,1,1,6,27,-,-,7,106,-,-,-,-,-,-,-,-,-,-,-,-
4,1321101103,小平市,津田町,津田町３丁目,津田町３丁目,15,66,1,5,4,15,1,3,5,36,-,-,-,-,1,3,-,-,-,-,-,-
3,1321101200,小平市,学園西町,,学園西町,103,935,10,85,38,176,15,57,35,542,2,65,-,-,-,-,-,-,-,-,-,-
4,1321101201,小平市,学園西町,学園西町１丁目,学園西町１丁目,36,325,5,49,12,63,7,20,11,188,-,-,-,-,-,-,-,-,-,-,-,-
4,1321101202,小平市,学園西町,学園西町２丁目,学園西町２丁目,44,359,4,34,16,65,5,28,17,227,-,-,-,-,-,-,-,-,-,-,-,-
4,1321101203,小平市,学園西町,学園西町３丁目,学園西町３丁目,23,251,1,2,10,48,3,9,7,127,2,65,-,-,-,-,-,-,-,-,-,-
3,1321101300,小平市,学園東町,,学園東町,131,929,9,33,55,341,19,71,40,338,1,39,3,57,1,4,-,-,-,-,-,-
4,1321101301,小平市,学園東町,学園東町,学園東町,18,104,1,2,6,26,1,4,7,30,-,-,2,31,-,-,-,-,-,-,-,-
4,1321101302,小平市,学園東町,学園東町１丁目,学園東町１丁目,52,425,4,13,24,201,8,37,15,135,1,39,-,-,-,-,-,-,-,-,-,-
4,1321101303,小平市,学園東町,学園東町２丁目,学園東町２丁目,30,220,3,17,9,24,4,15,10,99,-,-,1,26,1,4,-,-,-,-,-,-
4,1321101304,小平市,学園東町,学園東町３丁目,学園東町３丁目,31,180,1,1,16,90,6,15,8,74,-,-,-,-,-,-,-,-,-,-,-,-
3,1321101400,小平市,仲町,,仲町,73,822,4,64,29,187,7,39,25,179,2,183,4,126,-,-,-,-,-,-,-,-
3,1321101500,小平市,美園町,,美園町,89,1225,5,50,37,229,12,268,23,325,2,20,-,-,1,283,1,7,-,-,-,-
4,1321101501,小平市,美園町,美園町１丁目,美園町１丁目,48,835,3,15,23,124,5,201,9,170,2,20,-,-,1,283,1,7,-,-,-,-
4,1321101502,小平市,美園町,美園町２丁目,美園町２丁目,24,273,2,35,8,87,5,34,6,93,-,-,-,-,-,-,-,-,-,-,-,-
4,1321101503,小平市,美園町,美園町３丁目,美園町３丁目,17,117,-,-,6,18,2,33,8,62,-,-,-,-,-,-,-,-,-,-,-,-
3,1321101600,小平市,回田町,,回田町,22,922,1,21,13,55,1,4,4,146,2,12,-,-,-,-,1,684,-,-,-,-
3,1321101700,小平市,御幸町,,御幸町,21,375,1,3,8,39,1,2,9,221,-,-,-,-,1,4,-,-,1,106,-,-
3,1321101800,小平市,鈴木町,,鈴木町,143,1278,6,16,72,427,20,95,39,548,1,19,3,158,-,-,-,-,-,-,-,-
4,1321101801,小平市,鈴木町,鈴木町１丁目,鈴木町１丁目,83,863,5,13,43,251,6,31,26,426,-,-,2,138,-,-,-,-,-,-,-,-
4,1321101802,小平市,鈴木町,鈴木町２丁目,鈴木町２丁目,60,415,1,3,29,176,14,64,13,122,1,19,1,20,-,-,-,-,-,-,-,-
3,1321101900,小平市,天神町,,天神町,78,2800,5,11,33,172,4,71,28,738,-,-,1,104,2,482,1,842,1,366,-,-
4,1321101901,小平市,天神町,天神町１丁目,天神町１丁目,29,1347,1,2,13,52,2,42,10,398,-,-,-,-,-,-,1,842,-,-,-,-
4,1321101902,小平市,天神町,天神町２丁目,天神町２丁目,14,65,2,3,5,18,1,10,5,33,-,-,-,-,1,1,-,-,-,-,-,-
4,1321101903,小平市,天神町,天神町３丁目,天神町３丁目,1,481,-,-,-,-,-,-,-,-,-,-,-,-,1,481,-,-,-,-,-,-
4,1321101904,小平市,天神町,天神町４丁目,天神町４丁目,34,907,2,6,15,102,1,19,13,307,-,-,1,104,-,-,-,-,1,366,-,-
3,1321102000,小平市,大沼町,,大沼町,66,837,1,6,31,160,9,140,19,377,2,11,2,136,-,-,-,-,-,-,-,-
4,1321102001,小平市,大沼町,大沼町１丁目,大沼町１丁目,5,170,-,-,4,15,-,-,1,155,-,-,-,-,-,-,-,-,-,-,-,-
4,1321102002,小平市,大沼町,大沼町２丁目,大沼町２丁目,14,176,-,-,6,35,3,61,5,80,-,-,-,-,-,-,-,-,-,-,-,-
