産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／常用雇用者数／総数（人）,総数／常用雇用者数／男（人）,総数／常用雇用者数／女（人）,常用雇用者規模／０人／事業所数（事業所）,常用雇用者規模／０人／常用雇用者数／総数（人）,常用雇用者規模／０人／常用雇用者数／男（人）,常用雇用者規模／０人／常用雇用者数／女（人）,常用雇用者規模／１～４人／事業所数（事業所）,常用雇用者規模／１～４人／常用雇用者数／総数（人）,常用雇用者規模／１～４人／常用雇用者数／男（人）,常用雇用者規模／１～４人／常用雇用者数／女（人）,常用雇用者規模／５～９人／事業所数（事業所）,常用雇用者規模／５～９人／常用雇用者数／総数（人）,常用雇用者規模／５～９人／常用雇用者数／男（人）,常用雇用者規模／５～９人／常用雇用者数／女（人）,常用雇用者規模／10～19人／事業所数（事業所）,常用雇用者規模／10～19人／常用雇用者数／総数（人）,常用雇用者規模／10～19人／常用雇用者数／男（人）,常用雇用者規模／10～19人／常用雇用者数／女（人）,常用雇用者規模／20～29人／事業所数（事業所）,常用雇用者規模／20～29人／常用雇用者数／総数（人）,常用雇用者規模／20～29人／常用雇用者数／男（人）,常用雇用者規模／20～29人／常用雇用者数／女（人）,常用雇用者規模／30～49人／事業所数（事業所）,常用雇用者規模／30～49人／常用雇用者数／総数（人）,常用雇用者規模／30～49人／常用雇用者数／男（人）,常用雇用者規模／30～49人／常用雇用者数／女（人）,常用雇用者規模／50～99人／事業所数（事業所）,常用雇用者規模／50～99人／常用雇用者数／総数（人）,常用雇用者規模／50～99人／常用雇用者数／男（人）,常用雇用者規模／50～99人／常用雇用者数／女（人）,常用雇用者規模／100～199人／事業所数（事業所）,常用雇用者規模／100～199人／常用雇用者数／総数（人）,常用雇用者規模／100～199人／常用雇用者数／男（人）,常用雇用者規模／100～199人／常用雇用者数／女（人）,常用雇用者規模／200～299人／事業所数（事業所）,常用雇用者規模／200～299人／常用雇用者数／総数（人）,常用雇用者規模／200～299人／常用雇用者数／男（人）,常用雇用者規模／200～299人／常用雇用者数／女（人）,常用雇用者規模／300～499人／事業所数（事業所）,常用雇用者規模／300～499人／常用雇用者数／総数（人）,常用雇用者規模／300～499人／常用雇用者数／男（人）,常用雇用者規模／300～499人／常用雇用者数／女（人）,常用雇用者規模／500人以上／事業所数（事業所）,常用雇用者規模／500人以上／常用雇用者数／総数（人）,常用雇用者規模／500人以上／常用雇用者数／男（人）,常用雇用者規模／500人以上／常用雇用者数／女（人）
3,Q,87,871,農林水産業協同組合（他に分類されないもの）,138,3272,1857,1415,-,-,-,-,4,12,5,7,10,75,44,31,73,954,530,424,21,510,288,222,17,629,362,267,10,625,368,257,2,212,137,75,1,255,123,132,-,-,-,-,-,-,-,-
3,Q,87,872,事業協同組合（他に分類されないもの）,117,504,231,273,5,-,-,-,86,178,74,104,12,77,30,47,10,120,56,64,2,53,36,17,2,76,35,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,R,00,000,サービス業（他に分類されないもの）,37724,923383,511711,405647,5718,-,-,-,15616,33232,17688,14983,5647,37237,23226,13311,4036,55074,35852,18433,1781,42410,27218,14683,1732,66273,42466,23125,1465,102074,63084,37980,899,123999,76540,46986,310,75331,44176,30597,278,106510,58321,48189,242,281243,123140,157360
2,R,88,000,廃棄物処理業,1243,20338,17636,2640,112,-,-,-,401,913,679,214,238,1597,1295,285,196,2699,2349,325,104,2456,2208,248,99,3766,3358,408,73,4905,4283,622,12,1585,1482,103,4,939,657,282,4,1478,1325,153,-,-,-,-
3,R,88,880,管理，補助的経済活動を行う事業所,34,198,148,50,8,-,-,-,16,34,20,14,5,30,20,10,2,22,12,10,1,21,13,8,1,33,32,1,1,58,51,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,88,881,一般廃棄物処理業,523,10974,9824,1119,30,-,-,-,132,311,240,68,91,628,507,104,96,1315,1159,145,61,1444,1327,117,56,2166,1963,203,47,3195,2873,322,7,922,861,61,1,221,197,24,2,772,697,75,-,-,-,-
3,R,88,882,産業廃棄物処理業,679,9060,7583,1446,73,-,-,-,252,567,418,132,139,919,758,161,98,1362,1178,170,42,991,868,123,40,1482,1293,189,25,1652,1359,293,5,663,621,42,3,718,460,258,2,706,628,78,-,-,-,-
3,R,88,889,その他の廃棄物処理業,7,106,81,25,1,-,-,-,1,1,1,-,3,20,10,10,-,-,-,-,-,-,-,-,2,85,70,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,R,89,000,自動車整備業,2434,10611,8739,1804,679,-,-,-,1134,2306,1619,673,367,2335,1946,361,160,2169,1919,250,48,1129,978,125,29,1062,942,120,13,924,828,96,2,227,187,40,2,459,320,139,-,-,-,-,-,-,-,-
3,R,89,890,管理，補助的経済活動を行う事業所,19,84,65,19,5,-,-,-,8,14,8,6,2,12,12,-,3,38,27,11,1,20,18,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,89,891,自動車整備業,2415,10527,8674,1785,674,-,-,-,1126,2292,1611,667,365,2323,1934,361,157,2131,1892,239,47,1109,960,123,29,1062,942,120,13,924,828,96,2,227,187,40,2,459,320,139,-,-,-,-,-,-,-,-
2,R,90,000,機械等修理業（別掲を除く）,3043,41192,34601,6264,730,-,-,-,1139,2285,1664,593,386,2630,2182,421,376,5084,4344,668,145,3495,3059,436,113,4285,3616,669,86,6069,4984,1002,45,6036,5011,908,7,1534,1162,372,11,4520,4070,450,5,5254,4509,745
3,R,90,900,管理，補助的経済活動を行う事業所,32,331,248,71,7,-,-,-,11,20,11,9,5,41,30,11,5,72,49,11,-,-,-,-,2,66,59,7,2,132,99,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,90,901,機械修理業（電気機械器具を除く）,1254,22266,19241,2965,183,-,-,-,391,864,655,192,215,1490,1285,189,245,3332,2980,325,89,2168,1934,234,57,2165,1880,285,40,2921,2468,453,24,3160,2747,413,4,868,700,168,4,1704,1442,262,2,3594,3150,444
3,R,90,902,電気機械器具修理業,665,14944,12623,2096,106,-,-,-,219,473,363,101,93,624,516,102,89,1210,987,213,45,1075,931,144,45,1731,1485,246,39,2700,2171,446,18,2451,1996,338,1,204,187,17,7,2816,2628,188,3,1660,1359,301
3,R,90,903,表具業,169,130,84,46,103,-,-,-,62,97,61,36,3,18,13,5,1,15,10,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,90,909,その他の修理業,923,3521,2405,1086,331,-,-,-,456,831,574,255,70,457,338,114,36,455,318,114,11,252,194,58,9,323,192,131,5,316,246,70,3,425,268,157,2,462,275,187,-,-,-,-,-,-,-,-
2,R,91,000,職業紹介・労働者派遣業,3019,240759,98589,141456,270,-,-,-,820,1882,908,877,439,2894,1605,1197,368,5035,2716,2086,186,4415,2532,1767,217,8393,5092,3192,258,18164,10273,7824,213,30407,17363,13044,78,19193,10513,8680,88,33583,14602,18981,82,116793,32985,83808
3,R,91,910,管理，補助的経済活動を行う事業所,27,1186,972,184,4,-,-,-,7,11,5,6,-,-,-,-,3,39,21,18,5,126,83,43,4,154,76,48,1,66,33,33,2,244,214,30,-,-,-,-,-,-,-,-,1,546,540,6
3,R,91,911,職業紹介業,933,24216,12584,11488,163,-,-,-,369,862,366,457,148,980,521,424,101,1378,710,620,42,969,498,449,27,983,593,390,42,2867,1408,1459,17,2529,1267,1262,5,1166,576,590,10,3742,2356,1386,9,8740,4289,4451
3,R,91,912,労働者派遣業,2059,215357,85033,129784,103,-,-,-,444,1009,537,414,291,1914,1084,773,264,3618,1985,1448,139,3320,1951,1275,186,7256,4423,2754,215,15231,8832,6332,194,27634,15882,11752,73,18027,9937,8090,78,29841,12246,17595,72,107507,28156,79351
2,R,92,000,その他の事業サービス業,15477,536193,312566,219026,1627,-,-,-,5025,11040,6429,4313,2569,17206,10869,5849,2109,29047,18622,10047,1030,24584,14983,9254,1102,42275,25831,15871,917,63779,37985,24934,570,77918,47687,29875,207,50305,29910,19837,171,65540,37491,28049,150,154499,82759,70997
3,R,92,920,管理，補助的経済活動を行う事業所,130,4028,3475,553,11,-,-,-,55,109,65,44,18,117,75,42,18,242,154,88,10,247,171,76,10,369,218,151,4,254,211,43,2,261,211,50,1,243,184,59,-,-,-,-,1,2186,2186,-
3,R,92,921,速記・ワープロ入力・複写業,342,2943,1683,1200,67,-,-,-,111,248,130,117,71,475,263,197,49,681,409,248,26,593,342,231,11,404,230,174,5,333,202,131,2,209,107,102,-,-,-,-,-,-,-,-,-,-,-,-
3,R,92,922,建物サービス業,6038,206402,119985,85597,444,-,-,-,2014,4272,2856,1344,1022,6910,4662,2126,879,12136,8221,3823,444,10672,6344,4239,432,16358,9674,6654,374,25998,14839,11159,214,28691,16513,12058,85,20875,11753,8827,75,28893,16506,12387,55,51597,28617,22980
3,R,92,923,警備業,1117,74631,65923,8162,16,-,-,-,182,462,414,41,151,1029,911,83,184,2544,2186,291,112,2651,2251,315,139,5464,4943,521,131,9177,8043,782,113,15880,14535,1345,41,9971,9133,838,30,11844,10454,1390,18,15609,13053,2556
3,R,92,929,他に分類されない事業サービス業,7850,248189,121500,123514,1089,-,-,-,2663,5949,2964,2767,1307,8675,4958,3401,979,13444,7652,5597,438,10421,5875,4393,510,19680,10766,8371,403,28017,14690,12819,239,32877,16321,16320,80,19216,8840,10113,66,24803,10531,14272,76,85107,38903,45461
2,R,93,000,政治・経済・文化団体,6868,49789,27320,22230,869,-,-,-,3859,8040,3462,4475,1072,6932,3633,3251,589,7944,4356,3520,202,4757,2740,1997,129,4877,2737,2140,86,6037,3497,2540,47,6474,4017,2457,10,2458,1451,1007,3,965,586,379,2,1305,841,464
3,R,93,931,経済団体,2657,18700,10807,7859,253,-,-,-,1599,3280,1419,1837,394,2551,1488,1063,222,2986,1745,1231,76,1799,1144,655,55,2084,1219,865,37,2608,1656,952,17,2323,1468,855,3,762,455,307,1,307,213,94,-,-,-,-
3,R,93,932,労働団体,664,4892,3071,1814,73,-,-,-,378,798,387,404,97,628,422,206,65,870,614,256,22,520,315,205,15,556,319,237,7,484,271,213,5,571,378,193,2,465,365,100,-,-,-,-,-,-,-,-
3,R,93,933,学術・文化団体,581,3765,1491,2266,56,-,-,-,313,674,216,450,129,841,297,544,55,754,330,424,13,311,134,177,10,405,210,195,3,240,103,137,1,191,91,100,-,-,-,-,1,349,110,239,-,-,-,-
3,R,93,934,政治団体,151,1688,1251,417,17,-,-,-,103,194,100,84,20,123,81,32,4,56,29,27,2,45,34,11,2,73,48,25,1,90,63,27,-,-,-,-,-,-,-,-,1,309,263,46,1,798,633,165
3,R,93,939,他に分類されない非営利的団体,2815,20744,10700,9874,470,-,-,-,1466,3094,1340,1700,432,2789,1345,1406,243,3278,1638,1582,89,2082,1113,949,47,1759,941,818,38,2615,1404,1211,24,3389,2080,1309,5,1231,631,600,-,-,-,-,1,507,208,299
2,R,94,000,宗教,5142,17973,9028,8945,1369,-,-,-,3093,6416,2757,3659,461,2848,1358,1490,122,1569,858,711,37,890,484,406,29,1096,618,478,22,1479,882,597,6,851,549,302,-,-,-,-,1,424,247,177,2,2400,1275,1125
3,R,94,941,神道系宗教,671,2197,1189,1008,191,-,-,-,382,735,387,348,62,370,223,147,19,248,147,101,8,174,89,85,5,186,107,79,2,150,49,101,2,334,187,147,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,942,仏教系宗教,2841,11647,5810,5837,557,-,-,-,1865,4228,1651,2577,304,1884,890,994,71,888,484,404,17,412,251,161,11,442,305,137,11,684,490,194,2,285,217,68,-,-,-,-,1,424,247,177,2,2400,1275,1125
3,R,94,943,キリスト教系宗教,865,2612,1283,1329,281,-,-,-,475,801,433,368,59,374,136,238,25,327,175,152,8,204,83,121,10,368,144,224,6,427,227,200,1,111,85,26,-,-,-,-,-,-,-,-,-,-,-,-
3,R,94,949,その他の宗教,765,1517,746,771,340,-,-,-,371,652,286,366,36,220,109,111,7,106,52,54,4,100,61,39,3,100,62,38,3,218,116,102,1,121,60,61,-,-,-,-,-,-,-,-,-,-,-,-
2,R,95,000,その他のサービス業,351,4430,1860,2557,25,-,-,-,86,219,107,112,99,684,265,419,98,1265,559,693,19,445,148,297,10,371,175,196,9,646,323,323,3,357,120,237,2,443,163,280,-,-,-,-,-,-,-,-
3,R,95,950,管理，補助的経済活動を行う事業所,1,4,1,3,-,-,-,-,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,95,951,集会場,321,3647,1538,2096,21,-,-,-,77,196,93,103,93,648,251,397,93,1197,516,668,18,423,141,282,9,340,151,189,7,486,266,220,3,357,120,237,-,-,-,-,-,-,-,-,-,-,-,-
3,R,95,952,と畜場,1,17,16,1,-,-,-,-,-,-,-,-,-,-,-,-,1,17,16,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,R,95,959,他に分類されないサービス業,28,762,305,457,4,-,-,-,8,19,13,6,6,36,14,22,4,51,27,24,1,22,7,15,1,31,24,7,2,160,57,103,-,-,-,-,2,443,163,280,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成28年経済センサス活動調査報告（産業横断的集計　東京都概況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第14表　産業小分類、常用雇用者規模（１１区分）別民営事業所数及び男女別常用雇用者数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）常用雇用者の総数には、男女の別が不詳の従業者を含むため、男性と女性の合計は総数と一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）各産業中分類に属する産業小分類「管理，補助的経済活動を行う事業所」の正式な名称は、「管理，補助的経済活動を行う事業所（XX産業中分類名）」である（XXは産業中分類番号）。付５参照。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注３）全産業には、「農業，林業，漁業間格付不能」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0:全産業総数　1:産業大分類　2:産業中分類　3:産業小分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
