地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,従業者規模別／１～４人／事業所数（事業所）,従業者規模別／１～４人／従業者数／総数（人）,従業者規模別／１～４人／従業者数／男（人）,従業者規模別／１～４人／従業者数／女（人）,従業者規模別／５～９人／事業所数（事業所）,従業者規模別／５～９人／従業者数／総数（人）,従業者規模別／５～９人／従業者数／男（人）,従業者規模別／５～９人／従業者数／女（人）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数／総数（人）,従業者規模別／10～19人／従業者数／男（人）,従業者規模別／10～19人／従業者数／女（人）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数／総数（人）,従業者規模別／20～29人／従業者数／男（人）,従業者規模別／20～29人／従業者数／女（人）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数／総数（人）,従業者規模別／30～49人／従業者数／男（人）,従業者規模別／30～49人／従業者数／女（人）,従業者規模別／50～99人／事業所数（事業所）,従業者規模別／50～99人／従業者数／総数（人）,従業者規模別／50～99人／従業者数／男（人）,従業者規模別／50～99人／従業者数／女（人）,従業者規模別／100～199人／事業所数（事業所）,従業者規模別／100～199人／従業者数／総数（人）,従業者規模別／100～199人／従業者数／男（人）,従業者規模別／100～199人／従業者数／女（人）,従業者規模別／200～299人／事業所数（事業所）,従業者規模別／200～299人／従業者数／総数（人）,従業者規模別／200～299人／従業者数／男（人）,従業者規模別／200～299人／従業者数／女（人）,従業者規模別／300～499人／事業所数（事業所）,従業者規模別／300～499人／従業者数／総数（人）,従業者規模別／300～499人／従業者数／男（人）,従業者規模別／300～499人／従業者数／女（人）,従業者規模別／500人以上／事業所数（事業所）,従業者規模別／500人以上／従業者数／総数（人）,従業者規模別／500人以上／従業者数／男（人）,従業者規模別／500人以上／従業者数／女（人）,従業者規模別／出向・派遣従業者のみの事業所数（事業所）
4,13203,武蔵野市,1,N,生活関連サービス業，娯楽業,724,4571,2020,2529,438,970,387,568,168,1085,437,641,68,888,413,475,21,486,283,203,14,548,258,290,7,436,194,242,1,158,48,110,-,-,-,-,-,-,-,-,-,-,-,-,7
4,13203,武蔵野市,1,O,教育，学習支援業,380,6567,3237,3323,168,340,124,209,86,580,253,327,58,775,278,497,25,619,271,348,16,582,253,329,16,1043,473,570,5,776,459,317,1,209,125,84,1,424,237,187,1,1219,764,455,3
4,13203,武蔵野市,1,P,医療，福祉,689,9859,2650,7174,259,607,281,322,220,1453,392,1046,100,1350,299,1035,37,876,247,629,36,1354,268,1086,19,1202,317,885,7,862,255,607,2,519,153,366,-,-,-,-,1,1636,438,1198,8
4,13203,武蔵野市,1,Q,複合サービス事業,18,153,57,96,1,4,-,4,12,85,29,56,4,42,15,27,1,22,13,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,1,R,サービス業（他に分類されないもの）,282,3875,2575,1276,140,293,170,119,48,310,186,124,38,495,304,191,21,494,310,164,11,390,245,145,9,585,306,279,9,1308,1054,254,-,-,-,-,-,-,-,-,-,-,-,-,6
4,13204,三鷹市,0,A～R,全産業（Ｓ公務を除く）,5040,56139,30430,25460,3034,6220,3368,2833,923,6005,2910,3075,544,7287,3734,3481,228,5447,2876,2551,157,5880,2791,3089,76,5274,2702,2572,38,5334,3305,1911,13,3146,2232,914,9,3363,2121,1242,8,8183,4391,3792,10
4,13204,三鷹市,1,A,農業，林業,13,69,58,11,6,17,13,4,6,35,31,4,1,17,14,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,D,建設業,437,2876,2271,603,265,600,448,150,101,661,512,149,45,595,491,104,16,392,337,55,6,197,164,33,2,150,143,7,2,281,176,105,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,E,製造業,231,4632,3628,1001,120,284,190,91,47,298,190,108,26,348,249,99,18,443,290,153,11,430,309,121,4,288,194,94,1,184,155,29,2,427,400,27,1,324,165,159,1,1606,1486,120,-
4,13204,三鷹市,1,F,電気・ガス・熱供給・水道業,2,36,34,2,-,-,-,-,1,9,9,-,-,-,-,-,1,27,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,G,情報通信業,120,1799,1311,451,70,135,97,38,16,101,65,36,16,206,133,56,8,180,111,49,2,74,61,13,2,113,60,53,2,284,203,81,3,706,581,125,-,-,-,-,-,-,-,-,1
4,13204,三鷹市,1,H,運輸業，郵便業,142,5036,4506,527,75,97,83,11,14,107,88,19,14,198,167,31,7,166,145,21,8,331,268,63,8,521,382,139,11,1670,1589,81,1,218,212,6,3,1020,892,128,1,708,680,28,-
4,13204,三鷹市,1,I,卸売業，小売業,993,9221,4742,4479,500,1123,581,542,224,1472,679,793,157,2124,1191,933,59,1352,741,611,32,1241,696,545,15,1138,564,574,5,771,290,481,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13204,三鷹市,1,J,金融業，保険業,38,1910,587,1316,13,25,17,8,5,32,15,10,6,83,46,37,5,125,69,56,3,101,32,69,3,245,65,180,-,-,-,-,1,204,51,153,-,-,-,-,1,1095,292,803,1
4,13204,三鷹市,1,K,不動産業，物品賃貸業,826,2029,1098,930,754,1331,688,642,58,350,186,164,5,62,43,19,5,119,78,41,3,97,75,22,1,70,28,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,L,学術研究，専門・技術サービス業,246,2612,1827,782,186,345,217,125,29,187,94,93,17,233,133,100,2,45,39,6,4,148,91,57,2,119,103,16,2,275,165,110,2,531,472,59,2,729,513,216,-,-,-,-,-
4,13204,三鷹市,1,M,宿泊業，飲食サービス業,592,5030,2060,2950,314,713,357,354,130,830,330,493,77,1017,398,608,37,883,377,506,22,832,370,462,7,469,181,288,-,-,-,-,1,286,47,239,-,-,-,-,-,-,-,-,4
4,13204,三鷹市,1,N,生活関連サービス業，娯楽業,370,1721,763,958,291,596,240,356,42,269,116,153,21,295,136,159,6,152,99,53,6,209,82,127,1,90,39,51,1,110,51,59,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13204,三鷹市,1,O,教育，学習支援業,195,4465,2302,2163,106,194,66,128,31,203,87,116,22,284,88,196,12,306,124,182,11,382,148,234,7,507,275,232,3,362,205,157,-,-,-,-,-,-,-,-,3,2227,1309,918,-
4,13204,三鷹市,1,P,医療，福祉,565,10840,2992,7793,202,490,198,287,156,1035,279,750,102,1354,360,950,37,894,239,655,40,1514,265,1249,15,1018,346,672,8,1018,343,675,-,-,-,-,2,970,338,632,2,2547,624,1923,1
4,13204,三鷹市,1,Q,複合サービス事業,23,221,97,124,-,-,-,-,14,87,24,63,8,104,55,49,-,-,-,-,1,30,18,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,1,R,サービス業（他に分類されないもの）,247,3642,2154,1370,132,270,173,97,49,329,205,124,27,367,230,137,15,363,202,161,8,294,212,82,9,546,322,224,3,379,128,133,3,774,469,305,1,320,213,107,-,-,-,-,-
4,13205,青梅市,0,A～R,全産業（Ｓ公務を除く）,4504,47556,25772,21488,2650,5567,3059,2497,849,5522,2852,2640,505,6932,3838,3074,191,4552,2390,2117,135,5044,2420,2624,95,6717,3657,3060,35,4698,2189,2319,12,2911,1564,1347,6,2412,1514,898,5,3201,2289,912,21
4,13205,青梅市,1,A,農業，林業,9,73,52,21,5,13,9,4,1,7,5,2,2,29,22,7,1,24,16,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,C,鉱業，採石業，砂利採取業,2,27,27,-,-,-,-,-,1,7,7,-,-,-,-,-,1,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,D,建設業,548,2728,2213,505,370,783,614,169,107,699,542,157,51,681,559,112,11,258,230,28,7,248,219,29,1,59,49,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13205,青梅市,1,E,製造業,553,10010,7303,2673,267,595,394,193,116,775,488,281,76,1041,685,356,33,788,528,240,20,750,496,254,22,1526,1133,393,11,1441,977,464,3,764,595,169,1,450,359,91,3,1880,1648,232,1
4,13205,青梅市,1,F,電気・ガス・熱供給・水道業,5,208,182,26,-,-,-,-,2,13,11,2,-,-,-,-,1,23,23,-,-,-,-,-,2,172,148,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,G,情報通信業,25,306,230,76,13,26,19,7,4,25,17,8,3,45,32,13,1,25,22,3,3,110,81,29,1,75,59,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,H,運輸業，郵便業,82,1966,1543,423,23,57,42,15,18,123,87,36,15,219,185,34,7,167,141,26,10,367,290,77,4,295,238,57,3,357,315,42,-,-,-,-,1,381,245,136,-,-,-,-,1
4,13205,青梅市,1,I,卸売業，小売業,1049,9253,4703,4360,583,1354,708,646,224,1454,706,748,132,1820,933,887,66,1545,801,744,24,864,421,443,12,825,546,279,5,767,171,406,1,212,68,144,1,412,349,63,-,-,-,-,1
4,13205,青梅市,1,J,金融業，保険業,50,803,400,397,22,54,31,23,4,31,13,12,14,211,112,99,6,140,45,95,2,84,16,68,1,54,19,35,-,-,-,-,1,229,164,65,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,K,不動産業，物品賃貸業,245,675,394,281,211,383,207,176,23,145,86,59,9,119,83,36,1,28,18,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13205,青梅市,1,L,学術研究，専門・技術サービス業,152,1583,1286,297,108,220,132,88,29,181,100,81,11,141,84,57,1,24,20,4,1,41,35,6,-,-,-,-,-,-,-,-,-,-,-,-,1,390,364,26,1,586,551,35,-
4,13205,青梅市,1,M,宿泊業，飲食サービス業,570,3951,1433,2483,355,745,311,432,108,705,230,467,60,854,341,513,24,600,207,368,15,552,177,375,7,495,167,328,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13205,青梅市,1,N,生活関連サービス業，娯楽業,390,2145,865,1275,307,578,208,370,41,253,108,140,17,221,97,124,7,165,81,84,6,216,101,115,7,557,217,340,1,155,53,102,-,-,-,-,-,-,-,-,-,-,-,-,4
4,13205,青梅市,1,O,教育，学習支援業,151,716,302,414,111,188,65,123,17,112,47,65,17,223,117,106,2,50,20,30,2,80,47,33,1,63,6,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13205,青梅市,1,P,医療，福祉,386,10523,3116,7402,110,227,102,125,100,655,201,449,62,844,250,594,22,547,125,422,38,1486,335,1151,31,2135,759,1376,14,1878,614,1264,5,1237,443,794,2,779,197,582,1,735,90,645,1
4,13205,青梅市,1,Q,複合サービス事業,26,505,316,189,4,12,4,8,10,58,27,31,10,115,58,57,-,-,-,-,-,-,-,-,1,80,52,28,-,-,-,-,1,240,175,65,-,-,-,-,-,-,-,-,-
4,13205,青梅市,1,R,サービス業（他に分類されないもの）,261,2084,1407,666,161,332,213,118,44,279,177,102,26,369,280,79,7,148,93,55,7,246,202,44,5,381,264,117,1,100,59,41,1,229,119,110,-,-,-,-,-,-,-,-,9
4,13206,府中市,0,A～R,全産業（Ｓ公務を除く）,7325,103113,61130,41191,3905,8564,4577,3954,1509,9906,5098,4714,914,12473,6633,5761,394,9339,4908,4351,271,10026,5607,4384,151,10133,5960,4173,81,11327,5715,5441,26,6388,4240,2148,15,5521,3701,1520,21,19436,14691,4745,38
4,13206,府中市,1,A,農業，林業,12,189,95,94,1,3,2,1,6,40,31,9,3,36,18,18,-,-,-,-,-,-,-,-,2,110,44,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,B,漁業,1,4,1,3,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,C,鉱業，採石業，砂利採取業,1,21,17,4,-,-,-,-,-,-,-,-,-,-,-,-,1,21,17,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,D,建設業,752,6158,5078,1054,423,1003,742,248,203,1335,1014,308,78,1054,890,164,21,503,412,91,16,606,544,62,7,486,407,79,1,132,128,4,2,492,422,70,-,-,-,-,1,547,519,28,-
4,13206,府中市,1,E,製造業,334,15067,12195,2854,152,328,228,100,55,349,217,124,50,711,466,235,21,497,358,139,16,614,502,112,14,958,671,287,10,1274,912,362,7,1812,1312,500,2,778,745,33,6,7746,6784,962,1
4,13206,府中市,1,F,電気・ガス・熱供給・水道業,5,165,151,14,1,2,1,1,-,-,-,-,2,33,33,-,-,-,-,-,1,32,31,1,1,98,86,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,1,G,情報通信業,158,8161,6488,1484,75,149,105,44,19,118,90,28,16,232,176,38,9,220,192,28,11,394,320,74,12,804,657,147,5,785,340,274,2,487,427,60,2,699,637,62,5,4273,3544,729,2
4,13206,府中市,1,H,運輸業，郵便業,133,4418,3597,812,23,55,41,14,23,152,123,20,36,498,431,67,9,222,184,38,19,691,559,132,13,825,654,171,6,870,703,167,2,514,490,24,-,-,-,-,1,591,412,179,1
4,13206,府中市,1,I,卸売業，小売業,1624,17558,8890,8602,811,1870,982,888,363,2401,1239,1162,224,3132,1644,1462,121,2836,1582,1214,54,1974,1138,836,21,1339,725,614,16,2168,891,1277,3,712,223,489,-,-,-,-,2,1126,466,660,9
4,13206,府中市,1,J,金融業，保険業,96,2128,982,1143,35,75,42,30,11,68,37,31,20,267,140,127,11,266,77,189,7,279,82,197,6,418,116,302,2,309,160,149,2,446,328,118,-,-,-,-,-,-,-,-,2
4,13206,府中市,1,K,不動産業，物品賃貸業,755,2596,1435,1158,635,1271,685,583,80,490,275,215,28,351,209,142,6,141,73,68,3,119,56,63,-,-,-,-,-,-,-,-,1,224,137,87,-,-,-,-,-,-,-,-,2
4,13206,府中市,1,L,学術研究，専門・技術サービス業,302,3426,2597,811,203,412,267,142,48,303,165,123,28,375,213,162,5,128,101,27,5,177,132,45,6,409,343,66,3,441,327,114,1,284,265,19,1,329,312,17,1,568,472,96,1
4,13206,府中市,1,M,宿泊業，飲食サービス業,1038,9166,3929,5217,496,1149,500,649,259,1695,698,997,149,1998,896,1102,73,1719,731,968,45,1593,684,909,11,781,289,492,2,231,131,100,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13206,府中市,1,N,生活関連サービス業，娯楽業,645,5131,2084,3047,458,953,367,586,95,613,307,306,43,577,311,266,15,343,190,153,13,473,298,175,6,369,143,226,5,728,245,483,-,-,-,-,-,-,-,-,1,1075,223,852,9
4,13206,府中市,1,O,教育，学習支援業,283,4589,2403,2186,155,281,97,184,52,346,148,198,34,483,186,297,18,435,222,213,12,451,231,220,4,225,58,167,2,270,154,116,-,-,-,-,1,334,268,66,2,1764,1039,725,3
4,13206,府中市,1,P,医療，福祉,730,12025,3408,8552,255,630,276,348,202,1392,369,989,132,1773,353,1395,55,1344,321,1023,42,1555,342,1213,23,1659,541,1118,16,2124,683,1441,2,502,172,330,1,374,116,258,1,672,235,437,1
4,13206,府中市,1,Q,複合サービス事業,31,762,481,281,6,20,7,13,17,109,37,72,5,62,30,32,-,-,-,-,1,36,23,13,1,70,50,20,-,-,-,-,-,-,-,-,1,465,334,131,-,-,-,-,-
4,13206,府中市,1,R,サービス業（他に分類されないもの）,425,11549,7299,3875,175,359,234,120,76,495,348,132,66,891,637,254,29,664,448,196,26,1032,665,332,24,1582,1176,406,13,1995,1041,954,4,915,464,451,7,2542,1289,953,1,1074,997,77,4
4,13207,昭島市,0,A～R,全産業（Ｓ公務を除く）,3548,44496,24630,19740,1921,4154,2112,2035,743,4862,2454,2378,439,5937,3069,2829,181,4317,2279,2018,122,4575,2002,2543,74,5037,2754,2283,30,4237,2350,1887,9,2243,1316,927,8,3011,1870,1141,7,6123,4424,1699,14
4,13207,昭島市,1,A,農業，林業,5,46,34,12,2,2,1,1,2,14,12,2,-,-,-,-,-,-,-,-,1,30,21,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,C,鉱業，採石業，砂利採取業,1,5,5,-,-,-,-,-,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,D,建設業,302,1765,1412,346,171,385,280,105,80,507,389,111,38,500,416,84,8,180,157,23,4,140,127,13,1,53,43,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,E,製造業,264,10047,7467,2577,121,297,197,97,47,302,219,83,40,568,367,201,19,469,340,129,10,383,251,132,11,783,645,138,4,621,551,70,3,734,459,275,5,2047,1371,676,4,3843,3067,776,-
4,13207,昭島市,1,F,電気・ガス・熱供給・水道業,3,117,103,14,-,-,-,-,1,8,8,-,-,-,-,-,-,-,-,-,1,33,31,2,1,76,64,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,G,情報通信業,32,236,199,37,22,39,29,10,4,28,21,7,3,50,41,9,-,-,-,-,3,119,108,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,H,運輸業，郵便業,78,3314,2455,846,15,23,18,4,13,85,71,14,13,170,145,13,14,348,265,83,7,275,224,51,10,721,561,160,2,264,193,71,-,-,-,-,1,322,252,70,1,1106,726,380,2
4,13207,昭島市,1,I,卸売業，小売業,890,9200,4534,4622,443,1029,532,494,204,1324,631,688,147,2009,972,1021,43,999,586,393,19,698,372,326,16,1130,509,621,8,1130,515,615,2,553,290,263,1,328,127,201,-,-,-,-,7
4,13207,昭島市,1,J,金融業，保険業,42,574,198,371,13,28,14,14,7,41,23,13,7,106,54,52,10,249,87,162,3,100,19,81,1,50,1,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13207,昭島市,1,K,不動産業，物品賃貸業,240,831,448,383,190,411,216,195,40,244,138,106,5,60,24,36,4,86,51,35,1,30,19,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,L,学術研究，専門・技術サービス業,124,1604,1149,455,80,164,109,55,28,179,98,81,6,70,38,32,3,71,47,24,1,48,2,46,4,274,230,44,-,-,-,-,1,236,175,61,-,-,-,-,1,562,450,112,-
4,13207,昭島市,1,M,宿泊業，飲食サービス業,543,4160,1548,2582,313,638,232,406,110,728,261,467,58,784,321,463,34,833,300,533,21,781,243,508,4,266,117,149,1,130,74,56,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13207,昭島市,1,N,生活関連サービス業，娯楽業,341,1825,710,1115,253,526,199,327,53,349,149,200,20,263,143,120,5,114,43,71,6,220,83,137,3,213,69,144,1,140,24,116,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,O,教育，学習支援業,149,976,443,525,95,167,58,109,23,150,72,70,16,220,118,102,8,186,77,109,4,158,62,96,1,95,56,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13207,昭島市,1,P,医療，福祉,350,6674,1768,4895,121,265,119,146,84,579,170,409,65,844,229,604,19,453,121,332,33,1266,203,1063,17,1057,221,836,8,995,333,662,1,289,71,218,1,314,120,194,1,612,181,431,-
4,13207,昭島市,1,Q,複合サービス事業,16,389,225,164,3,12,5,7,7,46,14,32,3,32,17,15,1,22,12,10,-,-,-,-,1,61,39,22,-,-,-,-,1,216,138,78,-,-,-,-,-,-,-,-,-
4,13207,昭島市,1,R,サービス業（他に分類されないもの）,168,2733,1932,796,79,168,103,65,39,273,173,95,18,261,184,77,13,307,193,114,8,294,237,57,4,258,199,59,6,957,660,297,1,215,183,32,-,-,-,-,-,-,-,-,-
4,13208,調布市,0,A～R,全産業（Ｓ公務を除く）,6415,72541,36028,36169,3322,7451,3893,3535,1437,9422,4436,4925,856,11683,5973,5637,343,8161,4108,3969,229,8432,3838,4491,131,8881,4620,4261,38,5031,2803,2228,12,2973,1572,1401,16,6198,3441,2757,5,4309,1344,2965,26
4,13208,調布市,1,A,農業，林業,12,66,46,20,5,14,10,4,6,39,29,10,1,13,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,D,建設業,525,3326,2662,630,281,696,501,192,157,1015,789,218,63,836,705,131,11,263,188,52,9,316,290,26,3,200,189,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13208,調布市,1,E,製造業,271,3120,2228,891,131,298,185,112,65,431,238,193,41,558,366,192,13,302,213,89,11,410,274,136,6,381,235,146,-,-,-,-,-,-,-,-,2,740,717,23,-,-,-,-,2
4,13208,調布市,1,F,電気・ガス・熱供給・水道業,3,107,94,13,1,2,1,1,1,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,1,98,86,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,G,情報通信業,134,1880,1263,611,73,156,100,56,30,199,125,68,14,223,146,77,6,137,119,18,5,185,115,70,2,141,47,94,3,358,265,93,-,-,-,-,1,481,346,135,-,-,-,-,-
4,13208,調布市,1,H,運輸業，郵便業,108,3345,2779,566,30,64,47,17,21,146,124,22,20,278,234,44,11,265,236,29,9,311,268,43,8,572,427,145,6,769,657,112,2,516,486,30,1,424,300,124,-,-,-,-,-
4,13208,調布市,1,I,卸売業，小売業,1501,14184,6790,7342,765,1743,894,846,331,2141,889,1230,234,3288,1650,1611,91,2143,1151,992,36,1296,671,625,25,1805,817,988,9,1344,549,795,-,-,-,-,1,424,169,255,-,-,-,-,9
4,13208,調布市,1,J,金融業，保険業,76,3737,1179,2558,20,45,23,22,11,69,42,27,18,256,138,118,10,253,78,175,7,273,94,179,5,344,150,194,-,-,-,-,-,-,-,-,1,456,180,276,2,2041,474,1567,2
4,13208,調布市,1,K,不動産業，物品賃貸業,531,2298,1311,987,398,878,457,421,91,550,312,238,29,397,251,146,5,121,81,40,5,175,74,101,1,63,50,13,1,114,86,28,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13208,調布市,1,L,学術研究，専門・技術サービス業,315,3482,2257,1205,212,444,271,171,59,384,195,189,17,224,142,64,7,153,117,36,7,256,156,100,4,292,192,100,3,384,305,79,3,737,458,279,2,608,421,187,-,-,-,-,1
4,13208,調布市,1,M,宿泊業，飲食サービス業,966,9718,4403,5186,443,1016,474,536,229,1535,653,882,144,1950,928,1022,80,1935,906,1009,51,1815,694,1018,16,1027,520,507,2,221,80,141,1,219,148,71,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,N,生活関連サービス業，娯楽業,619,3793,1843,1939,432,928,370,558,91,577,192,374,52,694,379,315,20,446,241,205,10,365,224,141,8,443,246,197,-,-,-,-,-,-,-,-,1,340,191,149,-,-,-,-,5
4,13208,調布市,1,O,教育，学習支援業,290,5226,2630,2596,152,297,95,202,48,317,131,186,36,478,193,285,22,512,198,314,16,607,342,265,7,494,267,227,4,487,211,276,-,-,-,-,2,827,350,477,1,1207,843,364,2
4,13208,調布市,1,P,医療，福祉,734,11799,3204,8506,226,509,232,271,223,1522,413,1095,150,1969,514,1427,47,1145,263,841,47,1819,319,1500,27,1762,478,1284,6,850,301,549,3,736,228,508,4,1487,456,1031,-,-,-,-,1
4,13208,調布市,1,Q,複合サービス事業,26,231,103,128,4,16,7,9,14,84,31,53,6,75,33,42,1,24,11,13,1,32,21,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,調布市,1,R,サービス業（他に分類されないもの）,304,6229,3236,2991,149,345,226,117,60,406,266,140,31,444,287,157,19,462,306,156,15,572,296,276,18,1259,916,343,4,504,349,155,3,765,252,513,1,411,311,100,2,1061,27,1034,2
4,13209,町田市,0,A～R,全産業（Ｓ公務を除く）,12106,134323,64107,69814,6349,13825,7197,6537,2530,16749,7855,8756,1618,21704,10064,11556,692,16603,7876,8638,471,17669,7588,10081,244,16926,7922,9004,104,13825,6757,7068,23,5603,3262,2341,15,5858,3174,2684,7,5561,2412,3149,53
4,13209,町田市,1,A,農業，林業,28,198,164,31,8,19,12,4,14,94,80,14,5,61,48,13,1,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,D,建設業,1114,6429,5004,1371,658,1525,1086,422,292,1940,1499,429,111,1383,1052,306,35,810,708,102,10,364,322,42,5,306,244,62,1,101,93,8,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13209,町田市,1,E,製造業,452,7866,4999,2866,222,494,335,158,95,634,401,233,49,695,431,264,26,641,402,239,27,1017,666,351,19,1313,874,439,7,940,524,416,4,974,710,264,3,1158,656,502,-,-,-,-,-
4,13209,町田市,1,F,電気・ガス・熱供給・水道業,3,214,148,66,-,-,-,-,1,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,98,86,12,1,110,56,54,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13209,町田市,1,G,情報通信業,205,2204,1448,744,139,259,176,77,27,173,115,52,16,210,146,64,12,266,204,62,5,170,90,80,1,53,49,4,3,421,377,44,1,299,100,199,1,353,191,162,-,-,-,-,-
