地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,全ての経営組織／全ての事業所／事業所数（事業所）,全ての経営組織／全ての事業所／従業者数（人）,全ての経営組織／単独事業所／事業所数（事業所）,全ての経営組織／単独事業所／従業者数（人）,全ての経営組織／本所・本社・本店／事業所数（事業所）,全ての経営組織／本所・本社・本店／従業者数（人）,全ての経営組織／支所・支社・支店／事業所数（事業所）,全ての経営組織／支所・支社・支店／従業者数（人）,経営組織／個人／全ての事業所／事業所数（事業所）,経営組織／個人／全ての事業所／従業者数（人）,経営組織／個人／単独事業所／事業所数（事業所）,経営組織／個人／単独事業所／従業者数（人）,経営組織／個人／本所・本社・本店／事業所数（事業所）,経営組織／個人／本所・本社・本店／従業者数（人）,経営組織／個人／支所・支社・支店／事業所数（事業所）,経営組織／個人／支所・支社・支店／従業者数（人）,経営組織／会社／全ての事業所／事業所数（事業所）,経営組織／会社／全ての事業所／従業者数（人）,経営組織／会社／単独事業所／事業所数（事業所）,経営組織／会社／単独事業所／従業者数（人）,経営組織／会社／本所・本社・本店／事業所数（事業所）,経営組織／会社／本所・本社・本店／従業者数（人）,経営組織／会社／支所・支社・支店／事業所数（事業所）,経営組織／会社／支所・支社・支店／従業者数（人）,経営組織／会社以外の法人／全ての事業所／事業所数（事業所）,経営組織／会社以外の法人／全ての事業所／従業者数（人）,経営組織／会社以外の法人／単独事業所／事業所数（事業所）,経営組織／会社以外の法人／単独事業所／従業者数（人）,経営組織／会社以外の法人／本所・本社・本店／事業所数（事業所）,経営組織／会社以外の法人／本所・本社・本店／従業者数（人）,経営組織／会社以外の法人／支所・支社・支店／事業所数（事業所）,経営組織／会社以外の法人／支所・支社・支店／従業者数（人）,経営組織／法人でない団体／全ての事業所／事業所数（事業所）,経営組織／法人でない団体／全ての事業所／従業者数（人）,経営組織／法人でない団体／単独事業所／事業所数（事業所）,経営組織／法人でない団体／単独事業所／従業者数（人）,経営組織／法人でない団体／本所・本社・本店／事業所数（事業所）,経営組織／法人でない団体／本所・本社・本店／従業者数（人）,経営組織／法人でない団体／支所・支社・支店／事業所数（事業所）,経営組織／法人でない団体／支所・支社・支店／従業者数（人）
3,1310103500,千代田区,神田司町,,神田司町,292,5497,157,1609,48,1980,87,1908,46,168,45,160,1,8,-,-,232,5203,102,1358,46,1967,84,1878,14,126,10,91,1,5,3,30,-,-,-,-,-,-,-,-
4,1310103501,千代田区,神田司町,神田司町２丁目,神田司町２丁目,292,5497,157,1609,48,1980,87,1908,46,168,45,160,1,8,-,-,232,5203,102,1358,46,1967,84,1878,14,126,10,91,1,5,3,30,-,-,-,-,-,-,-,-
3,1310103600,千代田区,神田多町,,神田多町,226,2457,135,1200,21,361,68,891,32,112,31,100,1,12,-,-,172,2175,91,989,17,329,64,857,20,165,13,111,3,20,4,34,2,5,-,-,-,-,-,-
4,1310103601,千代田区,神田多町,神田多町２丁目,神田多町２丁目,226,2457,135,1200,21,361,68,891,32,112,31,100,1,12,-,-,172,2175,91,989,17,329,64,857,20,165,13,111,3,20,4,34,2,5,-,-,-,-,-,-
3,1310103700,千代田区,神田淡路町,,神田淡路町,374,13891,192,2728,55,7609,126,3553,49,177,48,176,-,-,1,1,290,12735,128,2198,50,7431,112,3106,34,978,16,354,5,178,13,446,1,1,-,-,-,-,-,-
4,1310103701,千代田区,神田淡路町,神田淡路町１丁目,神田淡路町１丁目,180,2538,116,1480,22,599,42,459,37,110,36,109,-,-,1,1,134,2375,73,1326,20,591,41,458,9,53,7,45,2,8,-,-,-,-,-,-,-,-,-,-
4,1310103702,千代田区,神田淡路町,神田淡路町２丁目,神田淡路町２丁目,194,11353,76,1248,33,7010,84,3094,12,67,12,67,-,-,-,-,156,10360,55,872,30,6840,71,2648,25,925,9,309,3,170,13,446,1,1,-,-,-,-,-,-
3,1310103800,千代田区,神田須田町,,神田須田町,1072,19171,584,6101,160,6959,323,6098,160,506,157,477,2,5,1,24,844,17930,381,5314,152,6845,311,5771,63,722,46,310,6,109,11,303,5,13,-,-,-,-,-,-
4,1310103801,千代田区,神田須田町,神田須田町１丁目,神田須田町１丁目,665,11982,367,4046,91,4397,203,3527,114,378,113,374,1,4,-,-,506,10993,226,3445,86,4319,194,3229,41,599,28,227,4,74,9,298,4,12,-,-,-,-,-,-
4,1310103802,千代田区,神田須田町,神田須田町２丁目,神田須田町２丁目,407,7189,217,2055,69,2562,120,2571,46,128,44,103,1,1,1,24,338,6937,155,1869,66,2526,117,2542,22,123,18,83,2,35,2,5,1,1,-,-,-,-,-,-
3,1310103900,千代田区,外神田,,外神田,2255,42500,1107,8959,317,16566,826,16924,225,740,218,674,-,-,7,66,1944,40714,839,7809,304,16357,801,16548,81,995,50,476,13,209,18,310,5,51,-,-,-,-,-,-
4,1310103901,千代田区,外神田,外神田１丁目,外神田１丁目,461,11342,123,1321,47,2916,291,7105,19,46,19,46,-,-,-,-,433,11168,102,1265,46,2899,285,7004,9,128,2,10,1,17,6,101,-,-,-,-,-,-,-,-
4,1310103902,千代田区,外神田,外神田２丁目,外神田２丁目,383,6370,234,1991,59,2648,90,1731,53,175,52,174,-,-,1,1,306,5856,162,1517,57,2632,87,1707,24,339,20,300,2,16,2,23,-,-,-,-,-,-,-,-
4,1310103903,千代田区,外神田,外神田３丁目,外神田３丁目,486,6408,258,1931,69,2106,158,2368,57,224,53,169,-,-,4,55,414,6095,193,1706,68,2088,153,2301,14,86,12,56,1,18,1,12,1,3,-,-,-,-,-,-
4,1310103904,千代田区,外神田,外神田４丁目,外神田４丁目,268,11396,79,790,53,6611,135,3995,9,33,8,31,-,-,1,2,247,11160,66,730,51,6583,130,3847,11,203,5,29,2,28,4,146,1,-,-,-,-,-,-,-
4,1310103905,千代田区,外神田,外神田５丁目,外神田５丁目,255,2366,156,929,37,789,61,647,29,79,28,71,-,-,1,8,220,2257,125,841,36,782,59,634,5,29,3,17,1,7,1,5,1,1,-,-,-,-,-,-
4,1310103906,千代田区,外神田,外神田６丁目,外神田６丁目,402,4618,257,1997,52,1496,91,1078,58,183,58,183,-,-,-,-,324,4178,191,1750,46,1373,87,1055,18,210,8,64,6,123,4,23,2,47,-,-,-,-,-,-
3,1310104000,千代田区,鍛冶町,,鍛冶町,818,12648,400,2763,96,4512,318,5365,136,468,131,432,4,31,1,5,644,11834,244,2117,89,4397,311,5320,34,338,25,214,3,84,6,40,4,8,-,-,-,-,-,-
4,1310104001,千代田区,鍛冶町,鍛冶町１丁目,鍛冶町１丁目,368,6406,178,1339,47,2646,141,2417,60,197,59,195,1,2,-,-,288,6091,104,1040,44,2639,140,2412,18,114,15,104,2,5,1,5,2,4,-,-,-,-,-,-
4,1310104002,千代田区,鍛冶町,鍛冶町２丁目,鍛冶町２丁目,450,6242,222,1424,49,1866,177,2948,76,271,72,237,3,29,1,5,356,5743,140,1077,45,1758,171,2908,16,224,10,110,1,79,5,35,2,4,-,-,-,-,-,-
3,1310104100,千代田区,神田鍛冶町,,神田鍛冶町,178,2109,81,623,26,653,69,831,19,49,17,40,1,7,1,2,145,1951,52,476,25,646,68,829,12,107,12,107,-,-,-,-,2,2,-,-,-,-,-,-
4,1310104101,千代田区,神田鍛冶町,神田鍛冶町３丁目,神田鍛冶町３丁目,178,2109,81,623,26,653,69,831,19,49,17,40,1,7,1,2,145,1951,52,476,25,646,68,829,12,107,12,107,-,-,-,-,2,2,-,-,-,-,-,-
3,1310104200,千代田区,神田紺屋町,,神田紺屋町,260,2748,154,806,40,822,62,1114,29,72,29,72,-,-,-,-,219,2593,119,701,39,803,61,1089,8,77,6,33,1,19,1,25,4,6,-,-,-,-,-,-
3,1310104300,千代田区,神田北乗物町,,神田北乗物町,86,763,51,248,14,370,21,145,8,37,8,37,-,-,-,-,72,692,39,203,12,344,21,145,6,34,4,8,2,26,-,-,-,-,-,-,-,-,-,-
3,1310104400,千代田区,神田富山町,,神田富山町,116,1410,56,472,16,435,42,499,11,50,10,49,-,-,1,1,95,1242,41,333,15,434,39,475,8,114,5,90,1,1,2,23,2,4,-,-,-,-,-,-
3,1310104500,千代田区,神田美倉町,,神田美倉町,60,820,28,154,13,471,17,194,3,12,3,12,-,-,-,-,50,797,23,139,11,464,16,194,5,10,2,3,2,7,1,-,2,1,-,-,-,-,-,-
3,1310104600,千代田区,岩本町,,岩本町,1261,21223,644,6295,226,9596,379,5281,90,339,88,313,2,26,-,-,1103,20063,522,5755,217,9418,364,4890,56,770,34,227,7,152,15,391,12,51,-,-,-,-,-,-
4,1310104601,千代田区,岩本町,岩本町１丁目,岩本町１丁目,338,4555,172,1653,66,1813,95,1077,25,130,23,104,2,26,-,-,294,4207,140,1512,62,1681,92,1014,14,206,9,37,2,106,3,63,5,12,-,-,-,-,-,-
4,1310104602,千代田区,岩本町,岩本町２丁目,岩本町２丁目,557,8251,308,2822,87,3060,157,2360,50,161,50,161,-,-,-,-,475,7813,240,2541,83,3024,152,2248,27,268,18,120,4,36,5,112,5,9,-,-,-,-,-,-
4,1310104603,千代田区,岩本町,岩本町３丁目,岩本町３丁目,366,8417,164,1820,73,4723,127,1844,15,48,15,48,-,-,-,-,334,8043,142,1702,72,4713,120,1628,15,296,7,70,1,10,7,216,2,30,-,-,-,-,-,-
3,1310104700,千代田区,神田西福田町,,神田西福田町,44,912,17,218,8,166,19,528,3,7,3,7,-,-,-,-,39,901,12,207,8,166,19,528,2,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-
3,1310104800,千代田区,神田東松下町,,神田東松下町,194,2658,99,835,24,700,71,1123,18,48,18,48,-,-,-,-,158,2483,68,693,22,685,68,1105,18,127,13,94,2,15,3,18,-,-,-,-,-,-,-,-
3,1310104900,千代田区,神田東紺屋町,,神田東紺屋町,19,113,13,45,2,27,3,40,4,6,4,6,-,-,-,-,14,106,9,39,2,27,3,40,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
3,1310105000,千代田区,神田岩本町,,神田岩本町,108,2299,46,445,13,1176,48,676,6,17,6,17,-,-,-,-,92,2231,36,404,12,1161,44,666,9,49,4,24,1,15,4,10,1,2,-,-,-,-,-,-
3,1310105100,千代田区,東神田,,東神田,516,9120,285,2525,73,3802,155,2790,50,156,49,155,-,-,1,1,443,8358,224,2213,70,3487,149,2658,20,603,12,157,3,315,5,131,3,3,-,-,-,-,-,-
4,1310105101,千代田区,東神田,東神田１丁目,東神田１丁目,209,3028,130,889,29,1557,48,580,26,77,25,76,-,-,1,1,170,2805,95,670,29,1557,46,578,11,144,10,143,-,-,1,1,2,2,-,-,-,-,-,-
4,1310105102,千代田区,東神田,東神田２丁目,東神田２丁目,178,5087,63,1140,37,2169,77,1777,4,6,4,6,-,-,-,-,167,4637,58,1129,34,1854,75,1654,6,443,1,5,3,315,2,123,1,1,-,-,-,-,-,-
4,1310105103,千代田区,東神田,東神田３丁目,東神田３丁目,129,1005,92,496,7,76,30,433,20,73,20,73,-,-,-,-,106,916,71,414,7,76,28,426,3,16,1,9,-,-,2,7,-,-,-,-,-,-,-,-
3,1310105200,千代田区,神田和泉町,,神田和泉町,434,8524,247,1634,70,4171,115,2714,71,246,70,243,-,-,1,3,347,6881,169,1362,68,2916,110,2603,14,1392,8,29,2,1255,4,108,2,5,-,-,-,-,-,-
3,1310105300,千代田区,神田佐久間町,,神田佐久間町,743,12282,391,2936,106,2859,235,6450,72,246,70,241,1,5,1,-,625,11592,298,2511,98,2706,229,6375,35,407,23,184,7,148,5,75,11,37,-,-,-,-,-,-
4,1310105301,千代田区,神田佐久間町,神田佐久間町１丁目,神田佐久間町１丁目,223,3840,70,521,32,1195,120,2122,23,75,23,75,-,-,-,-,190,3642,44,437,28,1094,118,2111,9,121,3,9,4,101,2,11,1,2,-,-,-,-,-,-
4,1310105302,千代田区,神田佐久間町,神田佐久間町２丁目,神田佐久間町２丁目,188,2979,108,770,27,555,48,1635,23,94,22,89,1,5,-,-,151,2784,79,648,26,550,46,1586,9,82,7,33,-,-,2,49,5,19,-,-,-,-,-,-
4,1310105303,千代田区,神田佐久間町,神田佐久間町３丁目,神田佐久間町３丁目,274,4817,176,1354,39,939,54,2508,24,70,23,70,-,-,1,-,231,4564,141,1143,38,928,52,2493,14,167,12,141,1,11,1,15,5,16,-,-,-,-,-,-
4,1310105304,千代田区,神田佐久間町,神田佐久間町４丁目,神田佐久間町４丁目,58,646,37,291,8,170,13,185,2,7,2,7,-,-,-,-,53,602,34,283,6,134,13,185,3,37,1,1,2,36,-,-,-,-,-,-,-,-,-,-
3,1310105400,千代田区,神田平河町,,神田平河町,62,487,36,211,5,45,21,231,12,43,12,43,-,-,-,-,45,416,20,148,4,37,21,231,5,28,4,20,1,8,-,-,-,-,-,-,-,-,-,-
3,1310105500,千代田区,神田松永町,,神田松永町,139,2013,61,535,19,718,59,760,18,57,18,57,-,-,-,-,108,1849,35,435,17,685,56,729,13,107,8,43,2,33,3,31,-,-,-,-,-,-,-,-
3,1310105600,千代田区,神田花岡町,,神田花岡町,51,1270,1,8,-,-,50,1262,1,8,1,8,-,-,-,-,50,1262,-,-,-,-,50,1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1310105700,千代田区,神田佐久間河岸,,神田佐久間河岸,91,1663,57,404,9,185,24,1073,7,13,7,13,-,-,-,-,77,1546,46,343,8,164,23,1039,6,103,4,48,1,21,1,34,1,1,-,-,-,-,-,-
3,1310105800,千代田区,神田練塀町,,神田練塀町,101,5872,35,385,20,3121,46,2366,9,26,9,26,-,-,-,-,88,5713,25,273,20,3121,43,2319,4,133,1,86,-,-,3,47,-,-,-,-,-,-,-,-
3,1310105900,千代田区,神田相生町,,神田相生町,14,2253,2,72,3,1844,9,337,-,-,-,-,-,-,-,-,13,2199,1,18,3,1844,9,337,1,54,1,54,-,-,-,-,-,-,-,-,-,-,-,-
2,1310200000,中央区,,,中央区,35745,755348,18314,149424,5194,368900,11929,235865,5023,18208,4909,17658,48,278,66,272,28601,702500,12240,118662,4861,356754,11500,227084,1813,33481,1165,13104,285,11868,363,8509,308,1159,-,-,-,-,-,-
3,1310200100,中央区,八重洲２丁目,,八重洲２丁目,643,16499,250,2138,90,6663,294,7674,81,351,79,334,1,4,1,13,506,15295,137,1524,83,6390,286,7381,47,829,34,280,6,269,7,280,9,24,-,-,-,-,-,-
3,1310200200,中央区,京橋,,京橋,1697,46008,764,6195,306,25304,612,14479,226,854,219,820,3,18,4,16,1333,43034,464,4697,285,24864,584,13473,123,2090,81,678,18,422,24,990,15,30,-,-,-,-,-,-
4,1310200201,中央区,京橋,京橋１丁目,京橋１丁目,586,14274,225,1569,122,6812,236,5887,77,272,75,266,-,-,2,6,459,12854,123,1151,114,6497,222,5206,47,1142,27,152,8,315,12,675,3,6,-,-,-,-,-,-
4,1310200202,中央区,京橋,京橋２丁目,京橋２丁目,664,19575,324,2359,108,11193,224,6010,104,433,99,405,3,18,2,10,505,18644,188,1595,100,11132,217,5917,47,485,37,359,5,43,5,83,8,13,-,-,-,-,-,-
4,1310200203,中央区,京橋,京橋３丁目,京橋３丁目,447,12159,215,2267,76,7299,152,2582,45,149,45,149,-,-,-,-,369,11536,153,1951,71,7235,145,2350,29,463,17,167,5,64,7,232,4,11,-,-,-,-,-,-
3,1310200300,中央区,銀座,,銀座,8072,156880,3996,30524,902,73747,3126,52380,1475,6116,1441,5957,13,81,21,78,6211,144790,2355,22870,832,70834,3024,51086,338,5745,200,1697,57,2832,81,1216,48,229,-,-,-,-,-,-
4,1310200301,中央区,銀座,銀座１丁目,銀座１丁目,1139,22398,608,3766,152,13640,378,4989,200,724,193,687,2,24,5,13,866,20944,372,2817,140,13421,354,4706,72,727,43,262,10,195,19,270,1,3,-,-,-,-,-,-
4,1310200302,中央区,銀座,銀座２丁目,銀座２丁目,825,11517,370,2784,97,3600,356,5132,127,438,127,438,-,-,-,-,650,10358,221,2061,87,3411,342,4886,46,720,22,285,10,189,14,246,2,1,-,-,-,-,-,-
4,1310200303,中央区,銀座,銀座３丁目,銀座３丁目,918,16764,409,3577,89,4761,408,8314,130,586,129,580,1,6,-,-,750,15843,263,2869,84,4712,403,8262,26,223,17,128,4,43,5,52,12,112,-,-,-,-,-,-
4,1310200304,中央区,銀座,銀座４丁目,銀座４丁目,709,15968,270,3353,81,5197,355,7412,107,437,105,429,-,-,2,8,568,15145,149,2771,75,5116,344,7258,31,380,16,153,6,81,9,146,3,6,-,-,-,-,-,-
4,1310200305,中央区,銀座,銀座５丁目,銀座５丁目,920,13438,295,2188,102,4391,520,6843,103,416,98,398,3,15,2,3,767,12480,171,1557,89,4245,507,6678,47,526,26,233,10,131,11,162,3,16,-,-,-,-,-,-
4,1310200306,中央区,銀座,銀座６丁目,銀座６丁目,1023,14047,563,3761,100,5199,353,5067,228,818,222,794,1,3,5,21,743,12875,311,2769,93,5137,339,4969,45,334,30,198,6,59,9,77,7,20,-,-,-,-,-,-
4,1310200307,中央区,銀座,銀座７丁目,銀座７丁目,1130,16014,648,4507,134,5440,340,6043,234,1104,230,1081,1,13,3,10,851,14432,392,3189,129,5409,330,5834,37,454,26,237,4,18,7,199,8,24,-,-,-,-,-,-
4,1310200308,中央区,銀座,銀座８丁目,銀座８丁目,1408,46734,833,6588,147,31519,416,8580,346,1593,337,1550,5,20,4,23,1016,42713,476,4837,135,29383,405,8493,34,2381,20,201,7,2116,7,64,12,47,-,-,-,-,-,-
3,1310200400,中央区,新富,,新富,781,8962,505,3052,110,3855,156,2029,120,389,120,389,-,-,-,-,616,8265,358,2525,104,3735,154,2005,35,282,27,138,6,120,2,24,10,26,-,-,-,-,-,-
4,1310200401,中央区,新富,新富１丁目,新富１丁目,524,5393,345,2145,73,1803,98,1422,76,235,76,235,-,-,-,-,419,4934,253,1817,68,1695,98,1422,21,201,16,93,5,108,-,-,8,23,-,-,-,-,-,-
4,1310200402,中央区,新富,新富２丁目,新富２丁目,257,3569,160,907,37,2052,58,607,44,154,44,154,-,-,-,-,197,3331,105,708,36,2040,56,583,14,81,11,45,1,12,2,24,2,3,-,-,-,-,-,-
3,1310200500,中央区,入船,,入船,507,6979,319,1817,81,3651,105,1504,79,218,78,214,-,-,1,4,406,6652,228,1543,79,3639,99,1470,20,102,13,60,2,12,5,30,2,7,-,-,-,-,-,-
4,1310200501,中央区,入船,入船１丁目,入船１丁目,162,1636,112,646,16,351,34,639,34,89,34,89,-,-,-,-,122,1526,75,548,16,351,31,627,6,21,3,9,-,-,3,12,-,-,-,-,-,-,-,-
4,1310200502,中央区,入船,入船２丁目,入船２丁目,161,1856,98,535,31,1122,31,195,21,62,20,58,-,-,1,4,133,1761,74,456,30,1117,29,188,6,29,4,21,1,5,1,3,1,4,-,-,-,-,-,-
4,1310200503,中央区,入船,入船３丁目,入船３丁目,184,3487,109,636,34,2178,40,670,24,67,24,67,-,-,-,-,151,3365,79,539,33,2171,39,655,8,52,6,30,1,7,1,15,1,3,-,-,-,-,-,-
3,1310200600,中央区,湊,,湊,435,4086,316,2071,43,1225,75,788,87,241,87,241,-,-,-,-,326,3552,213,1675,40,1102,73,775,21,291,16,155,3,123,2,13,1,2,-,-,-,-,-,-
4,1310200601,中央区,湊,湊１丁目,湊１丁目,171,1420,113,663,21,414,37,343,35,114,35,114,-,-,-,-,130,1282,75,538,19,405,36,339,6,24,3,11,2,9,1,4,-,-,-,-,-,-,-,-
4,1310200602,中央区,湊,湊２丁目,湊２丁目,88,725,67,311,7,78,13,334,13,31,13,31,-,-,-,-,67,658,47,246,7,78,13,334,7,34,7,34,-,-,-,-,1,2,-,-,-,-,-,-
4,1310200603,中央区,湊,湊３丁目,湊３丁目,176,1941,136,1097,15,733,25,111,39,96,39,96,-,-,-,-,129,1612,91,891,14,619,24,102,8,233,6,110,1,114,1,9,-,-,-,-,-,-,-,-
3,1310200700,中央区,明石町,,明石町,270,14248,93,1008,72,7830,105,5410,19,65,18,64,-,-,1,1,230,10965,67,850,70,7379,93,2736,21,3218,8,94,2,451,11,2673,-,-,-,-,-,-,-,-
3,1310200800,中央区,築地,,築地,3139,54091,1934,19305,409,24038,753,10593,365,1157,357,1132,4,13,4,12,2585,47703,1473,13897,387,23526,725,10280,146,5076,104,4276,18,499,24,301,43,155,-,-,-,-,-,-
4,1310200801,中央区,築地,築地１丁目,築地１丁目,261,7470,138,1658,43,4635,70,1160,40,202,40,202,-,-,-,-,190,6918,82,1301,40,4519,68,1098,21,333,16,155,3,116,2,62,10,17,-,-,-,-,-,-
4,1310200802,中央区,築地,築地２丁目,築地２丁目,559,6699,346,2247,65,2543,148,1909,85,231,84,229,-,-,1,2,459,6339,251,1957,62,2490,146,1892,15,129,11,61,3,53,1,15,-,-,-,-,-,-,-,-
4,1310200803,中央区,築地,築地３丁目,築地３丁目,264,3752,152,1480,41,1365,69,898,41,119,39,113,2,6,-,-,197,3216,97,1082,36,1281,64,853,24,408,16,285,3,78,5,45,2,9,-,-,-,-,-,-
4,1310200804,中央区,築地,築地４丁目,築地４丁目,512,6025,276,1782,55,1930,178,2311,72,243,70,233,1,6,1,4,415,5548,192,1364,50,1886,173,2298,22,232,14,185,4,38,4,9,3,2,-,-,-,-,-,-
4,1310200805,中央区,築地,築地５丁目,築地５丁目,944,21723,693,9859,112,8940,123,2818,43,136,43,136,-,-,-,-,847,17864,620,6239,110,8886,117,2739,38,3617,30,3484,2,54,6,79,16,106,-,-,-,-,-,-
4,1310200806,中央区,築地,築地６丁目,築地６丁目,395,4812,203,1616,63,2225,118,951,44,126,43,122,-,-,1,4,326,4582,149,1432,63,2225,114,925,14,84,11,62,-,-,3,22,11,20,-,-,-,-,-,-
4,1310200807,中央区,築地,築地７丁目,築地７丁目,204,3610,126,663,30,2400,47,546,40,100,38,97,1,1,1,2,151,3236,82,522,26,2239,43,475,12,273,6,44,3,160,3,69,1,1,-,-,-,-,-,-
3,1310200900,中央区,浜離宮庭園,,浜離宮庭園,1,29,-,-,-,-,1,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,29,-,-,-,-,1,29,-,-,-,-,-,-,-,-
3,1310201000,中央区,八丁堀,,八丁堀,1801,31974,1026,7835,307,17456,451,6629,236,688,233,674,2,13,1,1,1435,30401,720,6736,282,17169,433,6496,113,831,73,425,23,274,17,132,17,54,-,-,-,-,-,-
4,1310201001,中央区,八丁堀,八丁堀１丁目,八丁堀１丁目,241,4397,122,942,49,2434,69,1019,29,78,28,70,1,8,-,-,196,4170,82,805,46,2410,68,955,15,147,12,67,2,16,1,64,1,2,-,-,-,-,-,-
4,1310201002,中央区,八丁堀,八丁堀２丁目,八丁堀２丁目,519,13784,286,2110,96,9594,129,2050,80,227,79,226,-,-,1,1,390,13128,182,1690,87,9424,121,2014,41,399,25,194,9,170,7,35,8,30,-,-,-,-,-,-
4,1310201003,中央区,八丁堀,八丁堀３丁目,八丁堀３丁目,584,6960,341,2799,89,2608,150,1538,84,243,83,238,1,5,-,-,463,6554,238,2460,82,2576,143,1518,33,148,20,101,6,27,7,20,4,15,-,-,-,-,-,-
4,1310201004,中央区,八丁堀,八丁堀４丁目,八丁堀４丁目,457,6833,277,1984,73,2820,103,2022,43,140,43,140,-,-,-,-,386,6549,218,1781,67,2759,101,2009,24,137,16,63,6,61,2,13,4,7,-,-,-,-,-,-
3,1310201100,中央区,新川,,新川,1315,34066,654,6117,232,16959,413,10943,135,426,132,407,1,8,2,11,1077,32385,466,5117,218,16623,393,10645,87,1208,56,593,13,328,18,287,16,47,-,-,-,-,-,-
4,1310201101,中央区,新川,新川１丁目,新川１丁目,680,20847,279,3855,145,9375,247,7576,50,156,48,142,1,8,1,6,581,19924,206,3382,138,9126,237,7416,40,726,25,331,6,241,9,154,9,41,-,-,-,-,-,-
4,1310201102,中央区,新川,新川２丁目,新川２丁目,635,13219,375,2262,87,7584,166,3367,85,270,84,265,-,-,1,5,496,12461,260,1735,80,7497,156,3229,47,482,31,262,7,87,9,133,7,6,-,-,-,-,-,-
3,1310201200,中央区,日本橋本石町,,日本橋本石町,301,8630,131,933,57,5973,109,1719,35,138,34,136,1,2,-,-,248,5817,91,764,49,3350,108,1703,14,2670,6,33,7,2621,1,16,4,5,-,-,-,-,-,-
4,1310201201,中央区,日本橋本石町,日本橋本石町１丁目,日本橋本石町１丁目,31,1650,6,66,12,1241,13,343,1,16,1,16,-,-,-,-,28,1628,3,44,12,1241,13,343,2,6,2,6,-,-,-,-,-,-,-,-,-,-,-,-
4,1310201202,中央区,日本橋本石町,日本橋本石町２丁目,日本橋本石町２丁目,34,2682,19,50,5,2524,10,108,1,2,-,-,1,2,-,-,31,193,18,38,3,47,10,108,2,2487,1,12,1,2475,-,-,-,-,-,-,-,-,-,-
4,1310201203,中央区,日本橋本石町,日本橋本石町３丁目,日本橋本石町３丁目,97,1981,32,426,23,886,42,669,7,33,7,33,-,-,-,-,86,1869,25,393,20,823,41,653,4,79,-,-,3,63,1,16,-,-,-,-,-,-,-,-
4,1310201204,中央区,日本橋本石町,日本橋本石町４丁目,日本橋本石町４丁目,139,2317,74,391,17,1322,44,599,26,87,26,87,-,-,-,-,103,2127,45,289,14,1239,44,599,6,98,3,15,3,83,-,-,4,5,-,-,-,-,-,-
3,1310201300,中央区,日本橋室町,,日本橋室町,978,28488,317,3302,138,14680,518,10478,84,356,81,342,2,10,1,4,842,27334,207,2655,129,14301,506,10378,47,770,29,305,7,369,11,96,5,28,-,-,-,-,-,-
4,1310201301,中央区,日本橋室町,日本橋室町１丁目,日本橋室町１丁目,501,8448,174,1094,57,1374,267,5975,41,152,40,149,1,3,-,-,435,7983,121,861,52,1199,262,5923,22,308,13,84,4,172,5,52,3,5,-,-,-,-,-,-
4,1310201302,中央区,日本橋室町,日本橋室町２丁目,日本橋室町２丁目,164,13066,27,939,22,10194,115,1933,10,70,10,70,-,-,-,-,149,12789,14,842,21,10029,114,1918,5,207,3,27,1,165,1,15,-,-,-,-,-,-,-,-
4,1310201303,中央区,日本橋室町,日本橋室町３丁目,日本橋室町３丁目,43,414,12,76,9,108,22,230,3,11,3,11,-,-,-,-,38,383,8,50,8,103,22,230,2,20,1,15,1,5,-,-,-,-,-,-,-,-,-,-
4,1310201304,中央区,日本橋室町,日本橋室町４丁目,日本橋室町４丁目,270,6560,104,1193,50,3004,114,2340,30,123,28,112,1,7,1,4,220,6179,64,902,48,2970,108,2307,18,235,12,179,1,27,5,29,2,23,-,-,-,-,-,-
3,1310201400,中央区,日本橋本町,,日本橋本町,1163,29368,445,3359,261,15372,439,10545,106,404,105,393,1,11,-,-,1003,28633,318,2842,252,15273,433,10518,36,239,22,124,8,88,6,27,18,92,-,-,-,-,-,-
4,1310201401,中央区,日本橋本町,日本橋本町１丁目,日本橋本町１丁目,284,6444,95,726,65,2720,124,2998,24,115,23,104,1,11,-,-,253,6240,70,605,60,2637,123,2998,7,89,2,17,4,72,1,-,-,-,-,-,-,-,-,-
4,1310201402,中央区,日本橋本町,日本橋本町２丁目,日本橋本町２丁目,175,6694,59,382,37,4344,78,1967,19,71,19,71,-,-,-,-,151,6608,37,299,36,4342,78,1967,4,14,3,12,1,2,-,-,1,1,-,-,-,-,-,-
4,1310201403,中央区,日本橋本町,日本橋本町３丁目,日本橋本町３丁目,308,8327,130,818,66,4140,99,3287,30,97,30,97,-,-,-,-,252,8080,89,667,65,4130,98,3283,13,68,11,54,1,10,1,4,13,82,-,-,-,-,-,-
4,1310201404,中央区,日本橋本町,日本橋本町４丁目,日本橋本町４丁目,396,7903,161,1433,93,4168,138,2293,33,121,33,121,-,-,-,-,347,7705,122,1271,91,4164,134,2270,12,68,6,41,2,4,4,23,4,9,-,-,-,-,-,-
