地域階層,オリジナル地域コード,地域（区市町村階層以上）,町・大字名,丁目・字名,地域名称,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）,開設時期／平成27年／事業所数（事業所）,開設時期／平成27年／従業者数（人）,開設時期／平成28年／事業所数（事業所）,開設時期／平成28年／従業者数（人）,開設時期／不詳／事業所数（事業所）,開設時期／不詳／従業者数（人）
4,1320600903,府中市,天神町,天神町３丁目,天神町３丁目,51,299,12,57,13,55,6,69,-,-,1,1,2,10,-,-,2,38,1,9,3,23,2,2,3,14,2,5,1,4,1,2,2,10
4,1320600904,府中市,天神町,天神町４丁目,天神町４丁目,43,323,19,157,6,32,6,55,-,-,5,33,2,9,-,-,-,-,1,25,2,5,-,-,1,2,1,5,-,-,-,-,-,-
3,1320601000,府中市,新町,,新町,201,1301,69,338,36,226,37,223,3,40,4,27,7,93,3,9,5,7,4,44,5,133,5,32,4,19,4,9,5,33,4,27,6,41
4,1320601001,府中市,新町,新町１丁目,新町１丁目,101,625,34,189,19,93,19,60,-,-,1,14,1,18,3,9,3,4,3,41,3,131,3,29,2,5,2,5,2,5,2,9,4,13
4,1320601002,府中市,新町,新町２丁目,新町２丁目,61,505,14,75,13,87,12,152,3,40,3,13,5,64,-,-,1,1,-,-,2,2,1,1,1,8,2,4,2,26,1,17,1,15
4,1320601003,府中市,新町,新町３丁目,新町３丁目,39,171,21,74,4,46,6,11,-,-,-,-,1,11,-,-,1,2,1,3,-,-,1,2,1,6,-,-,1,2,1,1,1,13
3,1320601100,府中市,幸町,,幸町,69,1320,27,144,10,185,16,921,1,7,2,5,-,-,1,1,2,5,-,-,1,3,-,-,2,2,4,24,-,-,-,-,3,23
4,1320601101,府中市,幸町,幸町１丁目,幸町１丁目,48,104,21,49,9,13,6,13,1,7,2,5,-,-,1,1,1,4,-,-,1,3,-,-,2,2,2,4,-,-,-,-,2,3
4,1320601102,府中市,幸町,幸町２丁目,幸町２丁目,19,325,5,58,1,172,9,54,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,20,-,-,-,-,1,20
4,1320601103,府中市,幸町,幸町３丁目,幸町３丁目,2,891,1,37,-,-,1,854,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320601200,府中市,府中町,,府中町,584,6936,105,1499,91,1212,150,2045,13,44,22,212,13,109,19,186,22,169,19,250,22,360,19,155,28,231,17,153,13,87,12,59,19,165
4,1320601201,府中市,府中町,府中町１丁目,府中町１丁目,379,4726,67,1005,59,652,96,1524,8,25,16,147,8,70,12,80,15,152,12,131,18,337,10,96,19,204,12,93,9,50,4,33,14,127
4,1320601202,府中市,府中町,府中町２丁目,府中町２丁目,168,1665,28,438,27,223,46,492,4,12,4,49,4,33,7,106,6,13,5,81,3,19,7,48,9,27,5,60,3,13,7,23,3,28
4,1320601203,府中市,府中町,府中町３丁目,府中町３丁目,37,545,10,56,5,337,8,29,1,7,2,16,1,6,-,-,1,4,2,38,1,4,2,11,-,-,-,-,1,24,1,3,2,10
3,1320601300,府中市,緑町,,緑町,189,1651,50,312,42,492,46,392,5,11,5,52,3,8,3,10,2,23,6,75,8,66,2,8,2,31,6,26,4,108,2,23,3,14
4,1320601301,府中市,緑町,緑町１丁目,緑町１丁目,64,659,16,110,20,242,12,131,-,-,1,1,-,-,1,2,1,3,2,17,5,37,1,7,-,-,1,1,4,108,-,-,-,-
4,1320601302,府中市,緑町,緑町２丁目,緑町２丁目,48,461,13,53,10,201,13,105,2,6,2,23,-,-,-,-,-,-,1,22,1,6,-,-,2,31,2,6,-,-,1,5,1,3
4,1320601303,府中市,緑町,緑町３丁目,緑町３丁目,77,531,21,149,12,49,21,156,3,5,2,28,3,8,2,8,1,20,3,36,2,23,1,1,-,-,3,19,-,-,1,18,2,11
3,1320601400,府中市,宮町,,宮町,416,5562,44,545,38,226,140,2435,42,747,15,149,14,95,16,277,9,43,8,52,10,89,9,87,14,146,22,272,8,67,8,163,19,169
4,1320601401,府中市,宮町,宮町１丁目,宮町１丁目,319,4671,23,203,22,136,116,2284,35,678,11,127,12,80,12,223,7,38,5,43,7,77,7,81,11,78,20,258,8,67,7,154,16,144
4,1320601402,府中市,宮町,宮町２丁目,宮町２丁目,78,541,14,86,14,85,22,146,6,50,1,11,1,14,4,54,2,5,3,9,3,12,2,6,2,18,2,14,-,-,1,9,1,22
4,1320601403,府中市,宮町,宮町３丁目,宮町３丁目,19,350,7,256,2,5,2,5,1,19,3,11,1,1,-,-,-,-,-,-,-,-,-,-,1,50,-,-,-,-,-,-,2,3
3,1320601500,府中市,八幡町,,八幡町,133,1538,47,888,20,140,32,311,3,16,6,19,1,7,4,53,1,2,3,12,4,4,4,38,2,19,2,8,1,2,1,1,2,18
4,1320601501,府中市,八幡町,八幡町１丁目,八幡町１丁目,42,621,17,402,3,82,9,99,2,2,2,4,1,7,2,7,-,-,2,10,1,1,1,4,1,1,-,-,1,2,-,-,-,-
4,1320601502,府中市,八幡町,八幡町２丁目,八幡町２丁目,54,469,21,314,10,25,11,57,-,-,3,9,-,-,1,23,1,2,1,2,2,2,2,20,-,-,-,-,-,-,1,1,1,14
4,1320601503,府中市,八幡町,八幡町３丁目,八幡町３丁目,37,448,9,172,7,33,12,155,1,14,1,6,-,-,1,23,-,-,-,-,1,1,1,14,1,18,2,8,-,-,-,-,1,4
3,1320601600,府中市,清水が丘,,清水が丘,202,1403,60,407,19,162,47,264,6,32,8,53,6,48,4,13,3,42,4,17,14,135,8,43,6,51,2,32,6,45,3,7,6,52
4,1320601601,府中市,清水が丘,清水が丘１丁目,清水が丘１丁目,87,719,13,135,5,96,24,163,1,1,5,42,3,7,4,13,-,-,3,14,11,101,2,4,6,51,2,32,1,5,2,6,5,49
4,1320601602,府中市,清水が丘,清水が丘２丁目,清水が丘２丁目,42,231,13,45,5,9,14,63,1,15,1,2,3,41,-,-,1,2,-,-,2,32,1,2,-,-,-,-,1,20,-,-,-,-
4,1320601603,府中市,清水が丘,清水が丘３丁目,清水が丘３丁目,73,453,34,227,9,57,9,38,4,16,2,9,-,-,-,-,2,40,1,3,1,2,5,37,-,-,-,-,4,20,1,1,1,3
3,1320601700,府中市,日吉町,,日吉町,41,2119,13,1345,8,434,7,52,5,49,2,196,1,4,-,-,-,-,1,15,1,10,-,-,-,-,2,10,1,4,-,-,-,-
3,1320601800,府中市,是政,,是政,270,2546,93,1103,48,262,55,455,11,112,7,42,2,6,6,34,4,90,4,24,9,48,7,77,4,60,5,39,6,110,2,41,7,43
4,1320601801,府中市,是政,是政１丁目,是政１丁目,63,324,20,81,19,34,7,64,2,18,3,21,1,2,-,-,1,22,2,4,3,4,-,-,2,46,1,18,1,5,-,-,1,5
4,1320601802,府中市,是政,是政２丁目,是政２丁目,54,822,20,423,6,31,10,172,3,32,1,17,-,-,4,28,2,32,-,-,1,27,2,23,-,-,-,-,1,4,-,-,4,33
4,1320601803,府中市,是政,是政３丁目,是政３丁目,28,269,13,126,5,71,4,10,-,-,-,-,1,4,-,-,-,-,-,-,1,1,1,28,-,-,1,13,1,12,-,-,1,4
4,1320601804,府中市,是政,是政４丁目,是政４丁目,30,395,13,166,2,23,7,124,3,33,-,-,-,-,-,-,1,36,-,-,-,-,3,12,-,-,-,-,-,-,-,-,1,1
4,1320601805,府中市,是政,是政５丁目,是政５丁目,72,557,20,272,13,97,25,77,2,27,2,3,-,-,2,6,-,-,2,20,1,2,-,-,-,-,2,7,1,5,2,41,-,-
4,1320601806,府中市,是政,是政６丁目,是政６丁目,23,179,7,35,3,6,2,8,1,2,1,1,-,-,-,-,-,-,-,-,3,14,1,14,2,14,1,1,2,84,-,-,-,-
3,1320601900,府中市,矢崎町,,矢崎町,131,1923,55,1214,15,76,25,229,3,13,3,39,-,-,1,1,5,17,5,22,5,16,6,58,-,-,-,-,3,207,-,-,5,31
4,1320601901,府中市,矢崎町,矢崎町１丁目,矢崎町１丁目,26,349,10,58,4,8,4,18,-,-,-,-,-,-,-,-,-,-,2,3,1,2,3,54,-,-,-,-,2,206,-,-,-,-
4,1320601902,府中市,矢崎町,矢崎町２丁目,矢崎町２丁目,13,349,6,258,1,3,2,48,-,-,3,39,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
4,1320601903,府中市,矢崎町,矢崎町３丁目,矢崎町３丁目,11,494,6,427,-,-,2,57,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9
4,1320601904,府中市,矢崎町,矢崎町４丁目,矢崎町４丁目,77,700,32,450,10,65,16,103,3,13,-,-,-,-,-,-,4,17,3,19,3,12,2,3,-,-,-,-,1,1,-,-,3,17
4,1320601905,府中市,矢崎町,矢崎町５丁目,矢崎町５丁目,4,31,1,21,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,5
3,1320602000,府中市,南町,,南町,145,2509,44,830,26,233,32,282,6,72,3,15,5,655,6,23,4,46,1,6,3,16,4,78,5,177,4,59,1,12,-,-,1,5
4,1320602001,府中市,南町,南町１丁目,南町１丁目,29,245,8,77,4,37,5,52,3,6,1,4,2,12,1,2,2,19,-,-,1,1,2,35,-,-,-,-,-,-,-,-,-,-
4,1320602002,府中市,南町,南町２丁目,南町２丁目,19,152,6,20,2,21,5,38,1,9,1,6,-,-,-,-,-,-,-,-,1,3,-,-,2,51,1,4,-,-,-,-,-,-
4,1320602003,府中市,南町,南町３丁目,南町３丁目,18,105,6,25,2,2,6,14,-,-,-,-,-,-,1,1,-,-,-,-,1,12,-,-,-,-,1,46,-,-,-,-,1,5
4,1320602004,府中市,南町,南町４丁目,南町４丁目,43,866,16,89,8,49,7,23,1,16,-,-,2,592,4,20,1,18,1,6,-,-,1,2,1,44,1,7,-,-,-,-,-,-
4,1320602005,府中市,南町,南町５丁目,南町５丁目,21,382,3,140,6,52,6,34,1,41,-,-,1,51,-,-,1,9,-,-,-,-,1,41,-,-,1,2,1,12,-,-,-,-
4,1320602006,府中市,南町,南町６丁目,南町６丁目,15,759,5,479,4,72,3,121,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,2,82,-,-,-,-,-,-,-,-
3,1320602100,府中市,本町,,本町,196,1834,55,433,35,338,35,346,10,152,7,42,8,71,7,36,4,14,5,20,5,181,6,26,3,66,4,10,4,13,3,11,5,75
4,1320602101,府中市,本町,本町１丁目,本町１丁目,81,928,20,98,11,97,20,259,4,111,2,6,2,47,3,22,-,-,-,-,3,155,3,15,1,16,3,8,3,11,2,10,4,73
4,1320602102,府中市,本町,本町２丁目,本町２丁目,84,579,26,271,14,70,11,51,6,41,2,16,5,18,3,12,4,14,3,13,1,5,3,11,2,50,1,2,1,2,1,1,1,2
4,1320602103,府中市,本町,本町３丁目,本町３丁目,4,19,4,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320602104,府中市,本町,本町４丁目,本町４丁目,27,308,5,45,10,171,4,36,-,-,3,20,1,6,1,2,-,-,2,7,1,21,-,-,-,-,-,-,-,-,-,-,-,-
3,1320602200,府中市,片町,,片町,231,4055,50,250,29,504,46,2266,4,24,4,10,7,63,9,60,23,376,5,30,5,65,3,18,11,89,11,65,11,164,7,30,6,41
4,1320602201,府中市,片町,片町１丁目,片町１丁目,41,199,15,66,9,51,9,38,-,-,1,2,1,6,-,-,1,2,1,2,-,-,1,1,-,-,1,3,1,27,1,1,-,-
4,1320602202,府中市,片町,片町２丁目,片町２丁目,134,1188,32,178,15,149,24,385,4,24,2,5,3,27,7,44,7,45,3,24,2,34,2,17,9,73,8,37,7,110,5,26,4,10
4,1320602203,府中市,片町,片町３丁目,片町３丁目,56,2668,3,6,5,304,13,1843,-,-,1,3,3,30,2,16,15,329,1,4,3,31,-,-,2,16,2,25,3,27,1,3,2,31
3,1320602300,府中市,宮西町,,宮西町,357,3627,97,999,35,275,77,1044,9,63,13,145,12,107,10,116,13,154,7,46,8,51,15,83,12,113,19,197,12,62,9,32,9,140
4,1320602301,府中市,宮西町,宮西町１丁目,宮西町１丁目,120,1467,20,233,9,51,25,472,5,37,9,122,6,54,6,49,6,112,2,18,4,15,7,37,4,81,6,78,3,27,4,13,4,68
4,1320602302,府中市,宮西町,宮西町２丁目,宮西町２丁目,118,1412,34,586,14,165,26,271,3,24,1,11,4,48,3,55,4,31,2,10,3,14,5,39,2,3,7,80,6,30,1,1,3,44
4,1320602303,府中市,宮西町,宮西町３丁目,宮西町３丁目,47,392,12,38,3,6,13,215,-,-,1,5,1,2,1,12,1,2,2,13,-,-,2,6,1,16,3,28,2,4,3,17,2,28
4,1320602304,府中市,宮西町,宮西町４丁目,宮西町４丁目,34,132,15,75,3,12,6,23,1,2,1,1,-,-,-,-,1,1,1,5,-,-,1,1,2,4,1,6,1,1,1,1,-,-
4,1320602305,府中市,宮西町,宮西町５丁目,宮西町５丁目,38,224,16,67,6,41,7,63,-,-,1,6,1,3,-,-,1,8,-,-,1,22,-,-,3,9,2,5,-,-,-,-,-,-
3,1320602400,府中市,寿町,,寿町,236,3154,45,604,35,391,67,900,6,131,7,96,5,568,2,15,5,40,7,57,7,77,14,95,11,72,10,63,6,14,6,19,3,12
4,1320602401,府中市,寿町,寿町１丁目,寿町１丁目,135,1697,18,271,16,73,43,427,5,123,3,50,3,475,-,-,4,32,5,17,4,33,8,47,8,60,7,51,5,13,4,14,2,11
4,1320602402,府中市,寿町,寿町２丁目,寿町２丁目,56,797,10,56,10,185,17,401,-,-,1,1,-,-,1,12,1,8,2,40,3,44,3,30,3,12,2,5,1,1,1,1,1,1
4,1320602403,府中市,寿町,寿町３丁目,寿町３丁目,45,660,17,277,9,133,7,72,1,8,3,45,2,93,1,3,-,-,-,-,-,-,3,18,-,-,1,7,-,-,1,4,-,-
3,1320602500,府中市,日鋼町,,日鋼町,68,4238,2,7,18,2128,23,1072,-,-,2,23,3,83,5,24,3,39,2,220,1,10,-,-,-,-,1,26,3,259,-,-,5,347
3,1320602600,府中市,晴見町,,晴見町,207,2563,78,625,31,247,39,924,4,13,7,45,10,54,3,56,5,33,5,40,3,10,3,17,6,42,5,430,-,-,4,12,4,15
4,1320602601,府中市,晴見町,晴見町１丁目,晴見町１丁目,99,704,41,396,16,155,22,84,3,5,3,11,2,7,2,2,-,-,4,24,1,1,2,10,1,3,-,-,-,-,1,5,1,1
4,1320602602,府中市,晴見町,晴見町２丁目,晴見町２丁目,56,1472,15,136,10,80,8,635,1,8,3,33,5,39,1,54,3,25,1,16,1,3,-,-,2,7,5,430,-,-,-,-,1,6
4,1320602603,府中市,晴見町,晴見町３丁目,晴見町３丁目,48,371,21,89,4,11,9,205,-,-,1,1,3,8,-,-,2,8,-,-,-,-,1,7,3,32,-,-,-,-,2,2,2,8
4,1320602604,府中市,晴見町,晴見町４丁目,晴見町４丁目,4,16,1,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,1,5,-,-
3,1320602700,府中市,栄町,,栄町,160,1335,36,440,34,138,33,288,2,19,1,3,3,18,4,20,6,20,6,22,3,15,7,47,6,88,5,52,7,112,2,21,5,32
4,1320602701,府中市,栄町,栄町１丁目,栄町１丁目,47,489,20,329,6,16,8,66,1,4,-,-,-,-,-,-,2,4,1,1,-,-,3,14,1,12,1,11,1,18,-,-,3,14
4,1320602702,府中市,栄町,栄町２丁目,栄町２丁目,66,391,10,44,14,48,15,122,1,15,1,3,3,18,2,3,3,14,5,21,1,2,2,2,4,73,1,2,2,6,-,-,2,18
4,1320602703,府中市,栄町,栄町３丁目,栄町３丁目,47,455,6,67,14,74,10,100,-,-,-,-,-,-,2,17,1,2,-,-,2,13,2,31,1,3,3,39,4,88,2,21,-,-
3,1320602800,府中市,武蔵台,,武蔵台,172,4875,49,2264,28,487,28,1189,5,27,3,28,5,50,1,5,3,12,20,505,6,90,6,40,2,9,4,11,5,47,3,30,4,81
4,1320602801,府中市,武蔵台,武蔵台１丁目,武蔵台１丁目,61,2470,19,1399,14,126,14,857,2,7,1,2,3,30,-,-,-,-,3,12,1,23,2,3,-,-,-,-,2,11,-,-,-,-
4,1320602802,府中市,武蔵台,武蔵台２丁目,武蔵台２丁目,63,1969,16,781,7,250,7,232,-,-,2,26,2,20,-,-,1,2,16,487,1,4,3,36,-,-,2,6,1,18,1,26,4,81
4,1320602803,府中市,武蔵台,武蔵台３丁目,武蔵台３丁目,48,436,14,84,7,111,7,100,3,20,-,-,-,-,1,5,2,10,1,6,4,63,1,1,2,9,2,5,2,18,2,4,-,-
3,1320602900,府中市,北山町,,北山町,64,241,23,74,10,43,23,54,1,16,-,-,1,4,-,-,1,3,1,2,1,3,1,3,-,-,-,-,-,-,1,9,1,30
4,1320602901,府中市,北山町,北山町１丁目,北山町１丁目,8,19,4,13,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-
4,1320602902,府中市,北山町,北山町２丁目,北山町２丁目,40,138,15,43,8,39,14,33,1,16,-,-,1,4,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
4,1320602903,府中市,北山町,北山町３丁目,北山町３丁目,13,72,3,10,1,3,6,18,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,9,1,30
4,1320602904,府中市,北山町,北山町４丁目,北山町４丁目,3,12,1,8,1,1,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320603000,府中市,西原町,,西原町,123,1599,31,418,18,162,46,847,3,22,-,-,1,7,2,7,4,8,2,12,2,19,5,34,3,28,2,12,3,21,-,-,1,2
4,1320603001,府中市,西原町,西原町１丁目,西原町１丁目,51,1163,9,297,4,94,28,692,-,-,-,-,-,-,-,-,-,-,2,12,1,18,1,9,3,28,2,12,1,1,-,-,-,-
4,1320603002,府中市,西原町,西原町２丁目,西原町２丁目,34,256,8,17,3,13,11,142,2,21,-,-,1,7,1,6,2,5,-,-,-,-,4,25,-,-,-,-,2,20,-,-,-,-
4,1320603003,府中市,西原町,西原町３丁目,西原町３丁目,25,134,10,95,5,25,4,6,1,1,-,-,-,-,1,1,2,3,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,2
4,1320603004,府中市,西原町,西原町４丁目,西原町４丁目,13,46,4,9,6,30,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,1320603100,府中市,東芝町,,東芝町,66,8548,31,4739,7,669,14,2633,1,32,-,-,1,1,1,23,1,1,2,12,1,2,3,381,1,33,-,-,1,4,-,-,2,18
3,1320603200,府中市,美好町,,美好町,295,2377,91,647,45,294,74,793,5,24,4,58,8,70,9,76,6,68,4,18,9,95,11,55,7,22,9,73,3,6,3,10,7,68
4,1320603201,府中市,美好町,美好町１丁目,美好町１丁目,103,1176,30,367,13,43,29,540,4,5,2,14,3,52,3,22,1,3,1,4,3,53,3,20,2,4,3,17,2,5,1,4,3,23
4,1320603202,府中市,美好町,美好町２丁目,美好町２丁目,77,399,25,99,12,84,18,78,1,19,-,-,2,7,3,40,1,2,3,14,1,1,4,12,2,2,3,27,-,-,-,-,2,14
4,1320603203,府中市,美好町,美好町３丁目,美好町３丁目,115,802,36,181,20,167,27,175,-,-,2,44,3,11,3,14,4,63,-,-,5,41,4,23,3,16,3,29,1,1,2,6,2,31
3,1320603300,府中市,分梅町,,分梅町,157,1763,47,515,30,388,36,194,5,22,7,291,7,43,2,105,2,3,5,5,3,15,5,95,1,23,3,49,2,9,-,-,2,6
4,1320603301,府中市,分梅町,分梅町１丁目,分梅町１丁目,37,422,10,214,9,59,6,22,1,3,2,88,1,1,1,4,1,1,2,2,1,2,-,-,-,-,2,23,-,-,-,-,1,3
4,1320603302,府中市,分梅町,分梅町２丁目,分梅町２丁目,26,205,5,15,5,24,6,33,1,2,2,79,2,9,-,-,-,-,1,1,2,13,1,3,-,-,1,26,-,-,-,-,-,-
4,1320603303,府中市,分梅町,分梅町３丁目,分梅町３丁目,42,753,15,115,3,235,13,89,3,17,1,98,1,6,1,101,-,-,1,1,-,-,1,64,1,23,-,-,1,1,-,-,1,3
4,1320603304,府中市,分梅町,分梅町４丁目,分梅町４丁目,19,170,4,98,8,39,4,21,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,1,8,-,-,-,-
4,1320603305,府中市,分梅町,分梅町５丁目,分梅町５丁目,33,213,13,73,5,31,7,29,-,-,2,26,3,27,-,-,-,-,1,1,-,-,2,26,-,-,-,-,-,-,-,-,-,-
3,1320603400,府中市,住吉町,,住吉町,364,6280,83,1468,72,1549,87,1320,14,81,9,55,10,211,8,103,6,98,4,70,12,149,15,107,7,28,12,74,10,668,6,48,9,251
4,1320603401,府中市,住吉町,住吉町１丁目,住吉町１丁目,89,1174,18,298,17,107,22,396,6,46,3,17,2,118,3,17,2,65,-,-,3,37,3,14,1,2,5,32,3,18,-,-,1,7
4,1320603402,府中市,住吉町,住吉町２丁目,住吉町２丁目,99,1039,22,68,19,590,19,78,5,27,2,9,3,19,2,3,2,30,1,18,5,101,5,39,3,12,5,26,2,3,2,5,2,11
4,1320603403,府中市,住吉町,住吉町３丁目,住吉町３丁目,52,633,14,63,15,156,10,35,-,-,1,18,-,-,2,79,-,-,2,50,2,8,1,11,-,-,-,-,1,2,1,1,3,210
4,1320603404,府中市,住吉町,住吉町４丁目,住吉町４丁目,60,434,12,89,9,104,15,88,3,8,2,5,3,20,1,4,2,3,1,2,1,1,4,30,1,1,-,-,2,27,2,38,2,14
4,1320603405,府中市,住吉町,住吉町５丁目,住吉町５丁目,64,3000,17,950,12,592,21,723,-,-,1,6,2,54,-,-,-,-,-,-,1,2,2,13,2,13,2,16,2,618,1,4,1,9
3,1320603500,府中市,四谷,,四谷,241,3250,66,816,42,370,57,1032,11,170,3,23,4,12,5,41,5,40,5,68,12,176,12,235,5,78,2,14,3,78,4,27,5,70
4,1320603501,府中市,四谷,四谷１丁目,四谷１丁目,19,116,6,60,2,3,3,18,2,8,-,-,-,-,2,4,-,-,-,-,1,15,1,6,1,2,-,-,-,-,-,-,1,-
4,1320603502,府中市,四谷,四谷２丁目,四谷２丁目,37,290,9,78,10,82,6,25,3,35,-,-,-,-,-,-,-,-,-,-,2,2,2,26,1,16,1,1,-,-,3,25,-,-
4,1320603503,府中市,四谷,四谷３丁目,四谷３丁目,49,414,20,93,4,15,17,272,1,12,-,-,2,6,-,-,-,-,2,4,-,-,1,1,-,-,-,-,1,4,-,-,1,7
4,1320603504,府中市,四谷,四谷４丁目,四谷４丁目,48,641,15,232,12,109,7,61,1,10,-,-,2,6,1,22,2,9,2,44,3,143,-,-,1,1,-,-,1,2,1,2,-,-
4,1320603505,府中市,四谷,四谷５丁目,四谷５丁目,53,932,8,205,9,132,12,167,3,26,1,7,-,-,2,15,2,19,-,-,4,11,7,185,2,59,-,-,1,72,-,-,2,34
4,1320603506,府中市,四谷,四谷６丁目,四谷６丁目,35,857,8,148,5,29,12,489,1,79,2,16,-,-,-,-,1,12,1,20,2,5,1,17,-,-,1,13,-,-,-,-,1,29
3,1320603600,府中市,日新町,,日新町,130,5428,52,3380,19,190,25,1153,7,256,3,48,5,86,1,116,1,38,4,15,1,10,6,53,2,26,1,9,2,42,-,-,1,6
4,1320603601,府中市,日新町,日新町１丁目,日新町１丁目,47,4387,27,3036,5,97,6,950,2,104,-,-,2,26,1,116,-,-,-,-,1,10,1,3,1,22,-,-,1,23,-,-,-,-
4,1320603602,府中市,日新町,日新町２丁目,日新町２丁目,26,227,10,100,7,35,3,11,1,3,1,2,-,-,-,-,1,38,1,1,-,-,1,18,-,-,-,-,1,19,-,-,-,-
4,1320603603,府中市,日新町,日新町３丁目,日新町３丁目,15,103,4,14,2,6,5,51,1,5,1,8,-,-,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,1,6
4,1320603604,府中市,日新町,日新町４丁目,日新町４丁目,7,31,2,2,-,-,3,18,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,-,-
4,1320603605,府中市,日新町,日新町５丁目,日新町５丁目,35,680,9,228,5,52,8,123,3,144,1,38,2,58,-,-,-,-,3,14,-,-,3,19,1,4,-,-,-,-,-,-,-,-
3,1320603700,府中市,本宿町,,本宿町,94,924,29,180,21,94,10,67,2,11,4,56,-,-,3,17,3,58,2,38,5,131,4,21,1,3,3,30,1,6,1,155,5,57
4,1320603701,府中市,本宿町,本宿町１丁目,本宿町１丁目,17,257,3,6,4,10,-,-,-,-,-,-,-,-,1,5,1,2,-,-,2,37,2,15,1,3,2,24,-,-,1,155,-,-
4,1320603702,府中市,本宿町,本宿町２丁目,本宿町２丁目,28,284,8,48,7,55,3,14,-,-,-,-,-,-,1,10,-,-,1,21,2,92,2,6,-,-,1,6,-,-,-,-,3,32
4,1320603703,府中市,本宿町,本宿町３丁目,本宿町３丁目,16,98,6,51,5,11,1,11,1,10,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,1,7
4,1320603704,府中市,本宿町,本宿町４丁目,本宿町４丁目,33,285,12,75,5,18,6,42,1,1,4,56,-,-,-,-,2,56,1,17,1,2,-,-,-,-,-,-,-,-,-,-,1,18
3,1320603800,府中市,西府町,,西府町,110,1422,25,284,16,173,31,449,3,27,3,16,5,47,3,32,2,12,5,85,3,34,1,95,9,124,-,-,1,20,1,14,2,10
4,1320603801,府中市,西府町,西府町１丁目,西府町１丁目,13,104,1,5,3,65,4,7,-,-,1,5,-,-,-,-,1,4,1,2,1,2,-,-,-,-,-,-,-,-,1,14,-,-
4,1320603802,府中市,西府町,西府町２丁目,西府町２丁目,23,254,5,32,3,30,8,155,1,13,1,2,1,3,1,10,-,-,-,-,1,2,-,-,2,7,-,-,-,-,-,-,-,-
4,1320603803,府中市,西府町,西府町３丁目,西府町３丁目,46,718,9,160,2,23,12,141,2,14,1,9,4,44,2,22,-,-,4,83,-,-,1,95,7,117,-,-,-,-,-,-,2,10
4,1320603804,府中市,西府町,西府町４丁目,西府町４丁目,12,116,4,17,4,8,4,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1320603805,府中市,西府町,西府町５丁目,西府町５丁目,16,230,6,70,4,47,3,55,-,-,-,-,-,-,-,-,1,8,-,-,1,30,-,-,-,-,-,-,1,20,-,-,-,-
