地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13118,荒川区,1,21,窯業・土石製品製造業,5,48,30,48,30,-,22193,19207,54648,46683,7776,136,-,53,32816,32816,…,…,…,…
2,13118,荒川区,1,22,鉄鋼業,3,15,10,15,10,-,6633,10177,25639,22019,1908,-,-,1712,14317,14317,…,…,…,…
2,13118,荒川区,1,23,非鉄金属製造業,3,31,21,31,21,-,10156,13468,39099,36957,2056,-,-,86,23732,23732,…,…,…,…
2,13118,荒川区,1,24,金属製品製造業,73,594,440,587,434,9,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13118,荒川区,1,25,はん用機械器具製造業,10,126,93,126,93,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13118,荒川区,1,26,生産用機械器具製造業,23,197,143,197,143,-,88313,165585,321163,269665,38994,2080,-,10424,144063,144063,…,…,…,…
2,13118,荒川区,1,27,業務用機械器具製造業,21,173,129,172,128,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13118,荒川区,1,28,電子部品・デバイス・電子回路製造業,3,48,30,48,30,-,18210,55480,92904,92904,-,-,-,-,34653,34653,…,…,…,…
2,13118,荒川区,1,29,電気機械器具製造業,14,146,101,146,101,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13118,荒川区,1,31,輸送用機械器具製造業,4,33,19,33,19,-,8398,44463,59779,51162,5783,480,-,2354,14182,14182,…,…,…,…
2,13118,荒川区,1,32,その他の製造業,43,405,275,403,274,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13119,板橋区,0,00,総数,508,5678,3862,5681,3865,19,2144882,4153739,8750619,6527314,1858953,65835,5066,293451,4263958,4263958,…,…,…,…
2,13119,板橋区,1,09,食料品製造業,23,269,134,266,132,3,78289,265629,509021,450267,23800,-,-,34954,225527,225527,…,…,…,…
2,13119,板橋区,1,11,繊維工業,17,198,74,196,73,2,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13119,板橋区,1,13,家具・装備品製造業,11,105,79,105,79,-,46310,89523,206948,162649,1550,-,-,42749,108727,108727,…,…,…,…
2,13119,板橋区,1,14,パルプ・紙・紙加工品製造業,28,369,237,376,244,-,122316,305647,566650,411809,118738,-,197,35906,241716,241716,…,…,…,…
2,13119,板橋区,1,15,印刷・同関連業,156,1841,1377,1849,1382,5,715377,1123790,2605890,1402198,1199671,-,1998,2023,1372376,1372376,…,…,…,…
2,13119,板橋区,1,16,化学工業,22,304,212,304,212,-,122032,345868,622949,580156,321,-,-,42472,256610,256610,…,…,…,…
2,13119,板橋区,1,17,石油製品・石炭製品製造業,1,11,9,11,9,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13119,板橋区,1,18,プラスチック製品製造業（別掲を除く）,29,262,136,260,135,2,84162,173035,312184,248521,62870,-,-,793,128860,128860,…,…,…,…
2,13119,板橋区,1,19,ゴム製品製造業,4,38,20,38,20,-,12785,25070,51177,46245,4932,-,-,-,24173,24173,…,…,…,…
2,13119,板橋区,1,20,なめし革・同製品・毛皮製造業,3,46,21,46,21,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13119,板橋区,1,21,窯業・土石製品製造業,6,71,54,71,54,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13119,板橋区,1,22,鉄鋼業,2,26,21,26,21,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13119,板橋区,1,23,非鉄金属製造業,9,91,75,91,75,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13119,板橋区,1,24,金属製品製造業,44,392,272,391,271,1,162121,195845,482792,305520,169658,630,2110,4874,265689,265689,…,…,…,…
2,13119,板橋区,1,25,はん用機械器具製造業,8,76,56,76,56,-,34550,67025,124367,57664,4906,30566,-,31231,53098,53098,…,…,…,…
2,13119,板橋区,1,26,生産用機械器具製造業,37,378,299,377,298,1,148245,250546,513772,437778,42398,19977,12,13607,243918,243918,…,…,…,…
2,13119,板橋区,1,27,業務用機械器具製造業,44,519,332,517,330,2,212787,424659,981515,895132,34239,8888,-,43256,519336,519336,…,…,…,…
2,13119,板橋区,1,28,電子部品・デバイス・電子回路製造業,6,39,28,38,27,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13119,板橋区,1,29,電気機械器具製造業,16,168,84,167,83,2,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13119,板橋区,1,30,情報通信機械器具製造業,5,39,24,39,24,-,10912,7946,24662,23215,1447,-,-,-,15477,15477,…,…,…,…
2,13119,板橋区,1,31,輸送用機械器具製造業,9,102,71,102,71,-,34357,43213,161863,135535,10774,-,9,15545,109940,109940,…,…,…,…
2,13119,板橋区,1,32,その他の製造業,28,334,247,335,248,-,147308,215261,480867,415219,49491,1673,-,14484,245959,245959,…,…,…,…
2,13120,練馬区,0,00,総数,155,1723,1044,1709,1036,17,617693,1627050,2989429,2416910,361266,22491,106,188656,1264061,1264061,…,…,…,…
2,13120,練馬区,1,09,食料品製造業,21,280,144,277,142,4,75931,195291,401244,383578,4232,-,-,13434,190697,190697,…,…,…,…
2,13120,練馬区,1,11,繊維工業,14,111,35,103,30,8,23321,22438,91644,30363,58765,-,-,2516,64087,64087,…,…,…,…
2,13120,練馬区,1,13,家具・装備品製造業,7,88,60,88,60,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,14,パルプ・紙・紙加工品製造業,11,129,63,129,63,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13120,練馬区,1,15,印刷・同関連業,17,187,130,185,130,4,73386,114141,251239,219552,31237,-,-,450,126942,126942,…,…,…,…
2,13120,練馬区,1,16,化学工業,1,4,2,4,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,18,プラスチック製品製造業（別掲を除く）,15,171,102,171,102,-,58688,131671,223366,130738,45748,-,-,46880,84941,84941,…,…,…,…
2,13120,練馬区,1,20,なめし革・同製品・毛皮製造業,2,17,9,17,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,21,窯業・土石製品製造業,5,67,52,67,52,-,34446,384564,477455,456238,3264,-,-,17953,86010,86010,…,…,…,…
2,13120,練馬区,1,23,非鉄金属製造業,2,21,14,21,14,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13120,練馬区,1,24,金属製品製造業,11,141,91,141,91,-,46085,122362,198777,115290,82776,-,-,711,70754,70754,…,…,…,…
2,13120,練馬区,1,25,はん用機械器具製造業,4,61,36,61,36,-,27778,54617,134404,109350,1080,19829,-,4145,74661,74661,…,…,…,…
2,13120,練馬区,1,26,生産用機械器具製造業,9,92,73,92,73,-,40287,52203,120462,66983,45261,452,-,7766,63224,63224,…,…,…,…
2,13120,練馬区,1,27,業務用機械器具製造業,11,81,48,81,48,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13120,練馬区,1,28,電子部品・デバイス・電子回路製造業,1,16,7,16,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,29,電気機械器具製造業,8,100,74,100,74,-,x,x,x,x,-,x,x,x,x,x,…,…,…,…
2,13120,練馬区,1,30,情報通信機械器具製造業,2,17,14,16,13,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13120,練馬区,1,31,輸送用機械器具製造業,4,36,22,36,22,-,13828,15445,42629,39160,2065,-,-,1404,25170,25170,…,…,…,…
2,13120,練馬区,1,32,その他の製造業,10,104,68,104,68,-,24862,46091,159641,136765,19077,67,-,3732,105140,105140,…,…,…,…
2,13121,足立区,0,00,総数,726,7212,4624,7160,4588,73,2488812,5618360,10794581,8565792,1680431,74981,4921,468456,4798553,4798553,…,…,…,…
2,13121,足立区,1,09,食料品製造業,46,498,208,493,205,5,120070,269769,536595,443958,50490,-,-,42147,247060,247060,…,…,…,…
2,13121,足立区,1,11,繊維工業,40,340,139,330,130,10,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,12,木材・木製品製造業（家具を除く）,5,36,25,36,25,-,10655,15263,34540,33813,727,-,-,-,17849,17849,…,…,…,…
2,13121,足立区,1,13,家具・装備品製造業,38,267,188,260,183,7,90623,157203,329764,306927,16256,-,-,6581,159779,159779,…,…,…,…
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,50,537,350,534,349,5,184700,392039,782295,599576,177938,-,52,4729,361347,361347,…,…,…,…
2,13121,足立区,1,15,印刷・同関連業,61,638,445,639,446,1,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13121,足立区,1,16,化学工業,12,185,114,185,114,-,79402,262901,476526,391858,3756,21363,-,59549,197986,197986,…,…,…,…
2,13121,足立区,1,17,石油製品・石炭製品製造業,2,27,23,27,23,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,52,519,300,516,297,3,162699,312448,678899,463201,180779,-,-,34919,339307,339307,…,…,…,…
2,13121,足立区,1,19,ゴム製品製造業,21,210,120,209,119,1,61737,119553,241443,188852,37804,73,-,14714,112861,112861,…,…,…,…
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,55,520,294,500,282,23,161952,597934,924731,847285,38211,43,-,39192,302823,302823,…,…,…,…
2,13121,足立区,1,21,窯業・土石製品製造業,7,91,60,97,66,-,53088,214575,383423,377373,3471,1379,-,1200,156534,156534,…,…,…,…
2,13121,足立区,1,22,鉄鋼業,6,59,48,59,48,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13121,足立区,1,23,非鉄金属製造業,3,48,35,48,35,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,24,金属製品製造業,150,1425,1011,1414,1003,11,516433,882643,1851223,1261458,441667,568,347,147183,897445,897445,…,…,…,…
2,13121,足立区,1,25,はん用機械器具製造業,22,206,144,204,142,2,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13121,足立区,1,26,生産用機械器具製造業,59,607,466,609,466,2,257567,540247,1071786,971209,51304,28288,7,20978,494291,494291,…,…,…,…
2,13121,足立区,1,27,業務用機械器具製造業,15,114,80,114,80,-,41900,60001,111102,99956,8767,2067,-,312,47327,47327,…,…,…,…
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,1,9,6,9,6,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,29,電気機械器具製造業,21,213,150,213,150,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13121,足立区,1,30,情報通信機械器具製造業,5,52,42,56,45,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13121,足立区,1,31,輸送用機械器具製造業,14,173,116,173,116,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13121,足立区,1,32,その他の製造業,41,438,260,435,258,3,133249,292002,542865,x,31677,x,92,11917,234452,234452,…,…,…,…
2,13122,葛飾区,0,00,総数,643,6331,3970,6286,3935,48,2199856,4038367,8520832,6855759,1397787,20846,553,245887,4153298,4153298,…,…,…,…
2,13122,葛飾区,1,09,食料品製造業,24,281,149,277,147,4,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,10,飲料・たばこ・飼料製造業,1,8,6,7,5,1,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13122,葛飾区,1,11,繊維工業,22,193,84,191,83,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,12,木材・木製品製造業（家具を除く）,3,31,26,31,26,-,9485,6039,19927,19927,-,-,-,-,12859,12859,…,…,…,…
2,13122,葛飾区,1,13,家具・装備品製造業,14,96,58,95,57,1,25067,32804,80294,57930,9064,-,-,13300,43972,43972,…,…,…,…
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,29,321,196,319,195,4,109438,314819,505009,435505,27271,-,65,42168,176127,176127,…,…,…,…
2,13122,葛飾区,1,15,印刷・同関連業,50,462,247,460,246,2,150596,238295,482165,306123,164581,-,-,11461,226043,226043,…,…,…,…
2,13122,葛飾区,1,16,化学工業,4,76,47,76,47,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,58,533,300,531,298,2,181166,347993,751390,587676,150402,378,39,12895,373726,373726,…,…,…,…
2,13122,葛飾区,1,19,ゴム製品製造業,56,543,361,533,354,10,181175,243540,562128,528677,25229,-,-,8222,295135,295135,…,…,…,…
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,21,184,98,182,96,2,49950,116876,216214,194749,21062,-,-,403,91980,91980,…,…,…,…
2,13122,葛飾区,1,21,窯業・土石製品製造業,8,103,80,102,79,1,51266,318284,417100,408625,8355,23,-,97,91497,91497,…,…,…,…
2,13122,葛飾区,1,22,鉄鋼業,4,29,21,29,21,-,18647,43671,84895,49614,35281,-,-,-,38171,38171,…,…,…,…
2,13122,葛飾区,1,23,非鉄金属製造業,9,108,64,107,63,1,47302,54371,132301,112030,7587,-,-,12684,72157,72157,…,…,…,…
2,13122,葛飾区,1,24,金属製品製造業,153,1488,992,1479,984,9,508530,779679,1768787,1206184,548221,-,306,14076,916749,916749,…,…,…,…
2,13122,葛飾区,1,25,はん用機械器具製造業,11,112,83,111,82,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13122,葛飾区,1,26,生産用機械器具製造業,64,592,472,591,471,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13122,葛飾区,1,27,業務用機械器具製造業,19,174,108,172,106,2,x,x,x,x,x,x,x,-,x,x,…,…,…,…
2,13122,葛飾区,1,28,電子部品・デバイス・電子回路製造業,3,47,21,47,21,-,14382,18514,80138,52490,-,-,-,27648,57080,57080,…,…,…,…
2,13122,葛飾区,1,29,電気機械器具製造業,21,283,185,283,185,-,115088,216267,491088,421559,67856,855,-,818,254552,254552,…,…,…,…
2,13122,葛飾区,1,30,情報通信機械器具製造業,4,59,30,59,30,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13122,葛飾区,1,31,輸送用機械器具製造業,11,80,50,77,49,3,33062,57498,106174,58464,43757,998,-,2955,45662,45662,…,…,…,…
2,13122,葛飾区,1,32,その他の製造業,54,528,292,527,290,2,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13123,江戸川区,0,00,総数,630,6210,3949,6172,3920,39,2284938,4343137,9041600,7060284,1518153,111126,405,351632,4355744,4355744,…,…,…,…
2,13123,江戸川区,1,09,食料品製造業,28,387,176,385,174,2,129094,342018,584184,552805,22667,-,70,8642,224228,224228,…,…,…,…
2,13123,江戸川区,1,11,繊維工業,48,436,157,429,152,7,112534,155925,365327,209894,147892,46,-,7495,193891,193891,…,…,…,…
2,13123,江戸川区,1,12,木材・木製品製造業（家具を除く）,3,24,21,24,21,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,13,家具・装備品製造業,23,164,116,158,112,6,57121,86232,223567,213848,9031,-,18,670,127424,127424,…,…,…,…
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,22,252,133,250,132,2,72778,164369,327924,237598,66459,-,106,23761,151443,151443,…,…,…,…
2,13123,江戸川区,1,15,印刷・同関連業,50,529,335,527,334,2,198167,189177,557033,327959,227242,-,-,1832,340603,340603,…,…,…,…
2,13123,江戸川区,1,16,化学工業,9,130,75,129,74,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,18,プラスチック製品製造業（別掲を除く）,51,504,267,502,266,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,19,ゴム製品製造業,14,156,83,152,79,4,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,9,81,37,76,34,5,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,21,窯業・土石製品製造業,14,142,103,141,102,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,22,鉄鋼業,16,130,104,130,104,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,23,非鉄金属製造業,5,61,46,61,46,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,24,金属製品製造業,144,1295,906,1293,904,3,500713,816188,1848215,1269090,518018,15073,54,45980,957533,957533,…,…,…,…
2,13123,江戸川区,1,25,はん用機械器具製造業,33,327,241,327,241,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,26,生産用機械器具製造業,76,747,588,745,586,2,336696,628436,1324555,1065437,168868,53119,-,37131,646499,646499,…,…,…,…
2,13123,江戸川区,1,27,業務用機械器具製造業,19,183,122,182,121,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13123,江戸川区,1,28,電子部品・デバイス・電子回路製造業,2,29,24,29,24,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13123,江戸川区,1,29,電気機械器具製造業,21,200,155,199,154,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,31,輸送用機械器具製造業,14,133,98,133,98,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13123,江戸川区,1,32,その他の製造業,29,300,162,300,162,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13200,市部,0,00,総数,1712,20343,13261,20320,13239,69,7608440,17029268,33655729,27594207,4383308,240564,1238,1436412,15463440,15463440,…,…,…,…
1,13200,市部,1,09,食料品製造業,109,1423,632,1422,629,5,372594,1037812,1775438,1640072,47576,-,-,87790,682986,682986,…,…,…,…
1,13200,市部,1,10,飲料・たばこ・飼料製造業,15,201,108,200,107,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,11,繊維工業,44,454,136,448,133,6,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,12,木材・木製品製造業（家具を除く）,7,68,55,68,55,-,24846,48147,96696,89050,439,x,-,x,44952,44952,…,…,…,…
1,13200,市部,1,13,家具・装備品製造業,38,316,226,314,225,2,112361,239475,441079,401399,31844,-,-,7836,186672,186672,…,…,…,…
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,33,449,282,448,281,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,15,印刷・同関連業,126,1358,795,1365,794,1,488402,804217,1856929,1415966,375414,-,135,65414,974894,974894,…,…,…,…
1,13200,市部,1,16,化学工業,18,237,141,236,140,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,17,石油製品・石炭製品製造業,5,81,73,81,73,-,52331,570850,880537,758949,-,-,-,121588,286747,286747,…,…,…,…
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,110,1363,783,1356,777,7,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13200,市部,1,19,ゴム製品製造業,5,50,16,49,16,1,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13200,市部,1,20,なめし革・同製品・毛皮製造業,1,8,4,8,4,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
1,13200,市部,1,21,窯業・土石製品製造業,44,622,517,623,518,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,22,鉄鋼業,11,137,108,137,108,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13200,市部,1,23,非鉄金属製造業,26,299,199,298,198,1,96290,493906,677884,444822,75657,-,-,157405,171260,171260,…,…,…,…
1,13200,市部,1,24,金属製品製造業,210,2301,1735,2296,1731,7,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13200,市部,1,25,はん用機械器具製造業,58,619,430,617,428,2,x,x,x,x,x,x,-,x,x,x,…,…,…,…
1,13200,市部,1,26,生産用機械器具製造業,229,2628,2017,2622,2013,11,1064642,2250015,4591119,3949204,523256,22772,88,95799,2202371,2202371,…,…,…,…
1,13200,市部,1,27,業務用機械器具製造業,138,1820,1257,1816,1253,5,771755,974599,2605737,2185557,232531,96905,-,90744,1527937,1527937,…,…,…,…
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,127,1507,844,1513,849,6,514559,863306,1891077,1343951,415954,2661,583,127928,952293,952293,…,…,…,…
1,13200,市部,1,29,電気機械器具製造業,176,2210,1438,2212,1441,3,830439,1306621,3083195,2517707,402589,36993,-,125906,1665194,1665194,…,…,…,…
1,13200,市部,1,30,情報通信機械器具製造業,49,704,457,705,460,4,281071,434206,1071523,832396,216358,3541,-,19228,592038,592038,…,…,…,…
1,13200,市部,1,31,輸送用機械器具製造業,58,736,533,737,533,2,281230,395133,897883,x,298363,x,132,46199,465534,465534,…,…,…,…
1,13200,市部,1,32,その他の製造業,75,752,475,749,473,3,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13201,八王子市,0,00,総数,404,4900,3237,4885,3225,19,1853212,3930973,8373567,6977403,815296,49335,583,530950,4151316,4151316,…,…,…,…
2,13201,八王子市,1,09,食料品製造業,23,275,111,272,108,3,77494,210094,381538,373427,693,-,-,7418,158743,158743,…,…,…,…
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,4,64,19,64,19,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13201,八王子市,1,11,繊維工業,18,175,59,171,57,4,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,12,木材・木製品製造業（家具を除く）,2,29,25,29,25,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13201,八王子市,1,13,家具・装備品製造業,11,102,66,102,66,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,14,パルプ・紙・紙加工品製造業,7,99,61,99,61,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,15,印刷・同関連業,20,207,101,207,101,-,65618,74122,226192,190505,10700,-,-,24987,140817,140817,…,…,…,…
2,13201,八王子市,1,16,化学工業,2,30,23,30,23,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13201,八王子市,1,17,石油製品・石炭製品製造業,2,27,24,27,24,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,27,375,231,373,229,2,148844,317553,614440,516629,92546,-,-,5265,275499,275499,…,…,…,…
2,13201,八王子市,1,21,窯業・土石製品製造業,12,181,134,181,134,-,83997,278974,642579,576222,18019,-,-,48338,337012,337012,…,…,…,…
2,13201,八王子市,1,22,鉄鋼業,2,17,13,17,13,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13201,八王子市,1,23,非鉄金属製造業,6,102,79,102,79,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13201,八王子市,1,24,金属製品製造業,47,487,380,487,380,-,194860,264341,622708,477084,134301,-,-,11323,331825,331825,…,…,…,…
2,13201,八王子市,1,25,はん用機械器具製造業,18,178,126,178,126,-,77938,76334,199884,180340,15052,4335,-,157,114558,114558,…,…,…,…
2,13201,八王子市,1,26,生産用機械器具製造業,61,688,547,687,546,1,265164,726614,1449503,1258638,125679,16097,-,49089,700968,700968,…,…,…,…
2,13201,八王子市,1,27,業務用機械器具製造業,33,437,319,436,318,1,198748,286150,713225,643662,57573,5078,-,6912,396808,396808,…,…,…,…
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,38,460,281,461,281,3,161912,379596,799622,637550,88333,430,583,72726,389485,389485,…,…,…,…
2,13201,八王子市,1,29,電気機械器具製造業,38,504,341,502,340,2,190024,282131,668792,589896,55287,15195,-,8414,359587,359587,…,…,…,…
2,13201,八王子市,1,30,情報通信機械器具製造業,9,135,81,133,80,2,44714,39199,216174,168336,43459,-,-,4379,164136,164136,…,…,…,…
2,13201,八王子市,1,31,輸送用機械器具製造業,12,189,112,188,111,1,75995,95879,263602,178076,73526,2000,-,10000,155298,155298,…,…,…,…
2,13201,八王子市,1,32,その他の製造業,12,139,104,139,104,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13202,立川市,0,00,総数,58,722,483,729,482,2,255270,577782,1153056,794397,316660,9148,-,32851,533362,533362,…,…,…,…
2,13202,立川市,1,09,食料品製造業,6,50,35,50,35,-,15193,125950,166808,166592,216,-,-,-,37831,37831,…,…,…,…
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,2,23,9,22,8,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13202,立川市,1,15,印刷・同関連業,6,77,52,85,52,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,16,化学工業,1,11,7,11,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,2,33,19,33,19,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13202,立川市,1,21,窯業・土石製品製造業,2,18,15,18,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,23,非鉄金属製造業,1,7,4,7,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,24,金属製品製造業,6,64,44,64,44,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13202,立川市,1,25,はん用機械器具製造業,3,15,9,14,8,1,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13202,立川市,1,26,生産用機械器具製造業,4,48,35,49,36,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,27,業務用機械器具製造業,5,59,40,59,40,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,5,78,46,78,46,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13202,立川市,1,29,電気機械器具製造業,8,138,100,138,100,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13202,立川市,1,30,情報通信機械器具製造業,1,11,5,11,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,31,輸送用機械器具製造業,2,48,34,48,34,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13202,立川市,1,32,その他の製造業,4,42,29,42,29,-,14022,23201,45152,35857,2672,67,-,6556,20969,20969,…,…,…,…
2,13203,武蔵野市,0,00,総数,20,230,156,230,156,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,09,食料品製造業,2,11,8,11,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13203,武蔵野市,1,15,印刷・同関連業,4,48,24,48,24,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,18,プラスチック製品製造業（別掲を除く）,1,9,7,9,7,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,20,なめし革・同製品・毛皮製造業,1,8,4,8,4,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,21,窯業・土石製品製造業,1,16,14,16,14,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
