発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
1電気による発熱体／16配線器具／電流制限器／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
1電気による発熱体／16配線器具／漏電しゃ断器,10,9,－,1,－,8,－,－,－,－,1,29,2800,20,－,－
1電気による発熱体／16配線器具／漏電しゃ断器／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,505,－,－,－
1電気による発熱体／16配線器具／漏電しゃ断器／金属の接触部が過動,9,8,－,1,－,7,－,－,－,－,1,29,2295,20,－,－
1電気による発熱体／16配線器具／断電器,1,1,－,－,－,1,－,－,－,－,－,－,23745,－,－,－
1電気による発熱体／16配線器具／断電器／過多の電流が流れる,1,1,－,－,－,1,－,－,－,－,－,－,23745,－,－,－
1電気による発熱体／16配線器具／モータ用ブレーカー,1,1,1,－,－,－,－,－,－,－,－,199,48873,－,－,1
1電気による発熱体／16配線器具／モータ用ブレーカー／絶縁劣下による発熱,1,1,1,－,－,－,－,－,－,－,－,199,48873,－,－,1
1電気による発熱体／16配線器具／安全器,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
1電気による発熱体／16配線器具／安全器／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
1電気による発熱体／16配線器具／さし込みプラグ,24,21,1,2,3,15,－,－,－,－,3,313,75419,4,1,5
1電気による発熱体／16配線器具／さし込みプラグ／電線が短絡する,2,2,－,－,－,2,－,－,－,－,－,－,13,－,－,－
1電気による発熱体／16配線器具／さし込みプラグ／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／16配線器具／さし込みプラグ／金原現象,16,14,－,1,2,11,－,－,－,－,2,75,15888,3,－,2
1電気による発熱体／16配線器具／さし込みプラグ／金属の接触部が過熱,5,4,1,1,1,1,－,－,－,－,1,238,59517,1,1,3
1電気による発熱体／16配線器具／コンセント,26,24,3,5,1,15,－,－,－,－,2,1006,147932,72,－,6
1電気による発熱体／16配線器具／コンセント／金原現象,10,9,3,－,1,5,－,－,－,－,1,791,105718,71,－,4
1電気による発熱体／16配線器具／コンセント／金属の接触部が過熱,15,14,－,5,－,9,－,－,－,－,1,215,42214,1,－,2
1電気による発熱体／16配線器具／コンセント／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
1電気による発熱体／16配線器具／テーブルタップ,8,8,－,1,1,6,－,－,－,－,－,225,72865,－,1,3
1電気による発熱体／16配線器具／テーブルタップ／電線が短絡する,1,1,－,1,－,－,－,－,－,－,－,72,30449,－,1,2
1電気による発熱体／16配線器具／テーブルタップ／金原現象,3,3,－,－,－,3,－,－,－,－,－,－,413,－,－,－
1電気による発熱体／16配線器具／テーブルタップ／金属の接触部が過熱,3,3,－,－,1,2,－,－,－,－,－,153,41994,－,－,－
1電気による発熱体／16配線器具／テーブルタップ／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,9,－,－,1
1電気による発熱体／16配線器具／コードコネクターボディ,4,3,1,－,－,2,－,－,－,－,1,36,1897,2,－,－
1電気による発熱体／16配線器具／コードコネクターボディ／金原現象,2,2,1,－,－,1,－,－,－,－,－,36,1893,－,－,－
1電気による発熱体／16配線器具／コードコネクターボディ／金属の接触部が過熱,2,1,－,－,－,1,－,－,－,－,1,－,4,2,－,－
1電気による発熱体／16配線器具／器具用さし込みプラグ,5,5,－,－,1,4,－,－,－,－,－,5,9743,－,－,2
1電気による発熱体／16配線器具／器具用さし込みプラグ／電線が短絡する,4,4,－,－,1,3,－,－,－,－,－,5,9740,－,－,2
1電気による発熱体／16配線器具／器具用さし込みプラグ／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
1電気による発熱体／16配線器具／その他のねじ込み接続器,3,1,－,－,－,1,－,－,－,－,2,－,300,6,－,－
1電気による発熱体／16配線器具／その他のねじ込み接続器／金原現象,2,1,－,－,－,1,－,－,－,－,1,－,300,1,－,－
1電気による発熱体／16配線器具／その他のねじ込み接続器／金属の接触部が過熱,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
1電気による発熱体／16配線器具／キーソケット,2,2,－,－,－,2,－,－,－,－,－,－,6,－,－,－
1電気による発熱体／16配線器具／キーソケット／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
1電気による発熱体／16配線器具／キーソケット／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
1電気による発熱体／16配線器具／その他のソケット,2,2,－,－,－,2,－,－,－,－,－,－,457,－,－,－
1電気による発熱体／16配線器具／その他のソケット／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,70,－,－,－
1電気による発熱体／16配線器具／その他のソケット／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,387,－,－,－
1電気による発熱体／16配線器具／その他のローゼット,1,1,－,－,－,1,－,－,－,－,－,－,150,－,－,－
1電気による発熱体／16配線器具／その他のローゼット／金原現象,1,1,－,－,－,1,－,－,－,－,－,－,150,－,－,－
1電気による発熱体／16配線器具／ジョイントボックス,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
1電気による発熱体／16配線器具／ジョイントボックス／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
1電気による発熱体／16配線器具／ボルトコネクター,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
1電気による発熱体／16配線器具／ボルトコネクター／金属の接触部が過熱,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
1電気による発熱体／16配線器具／積算電力計,3,1,－,－,－,1,－,－,－,－,2,－,10,6,－,1
1電気による発熱体／16配線器具／積算電力計／金原現象,1,－,－,－,－,－,－,－,－,－,1,－,－,4,－,－
1電気による発熱体／16配線器具／積算電力計／金属の接触部が過熱,2,1,－,－,－,1,－,－,－,－,1,－,10,2,－,1
1電気による発熱体／16配線器具／高圧カットアウト,2,1,－,－,－,1,－,－,－,－,1,－,28,6,－,－
1電気による発熱体／16配線器具／高圧カットアウト／地絡する,2,1,－,－,－,1,－,－,－,－,1,－,28,6,－,－
1電気による発熱体／16配線器具／ヒューズホルダー,1,－,－,－,－,－,1,－,－,－,－,－,－,18,－,－
1電気による発熱体／16配線器具／ヒューズホルダー／金属の接触部が過熱,1,－,－,－,－,－,1,－,－,－,－,－,－,18,－,－
1電気による発熱体／17漏電により発熱し易い部分,8,8,－,－,1,7,－,－,－,－,－,15,5172,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／モルタルラス,5,5,－,－,－,5,－,－,－,－,－,－,3293,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／モルタルラス／漏電する,5,5,－,－,－,5,－,－,－,－,－,－,3293,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／トタン板継目,1,1,－,－,－,1,－,－,－,－,－,－,1012,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／トタン板継目／漏電する,1,1,－,－,－,1,－,－,－,－,－,－,1012,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／金属と金属の接合部,2,2,－,－,1,1,－,－,－,－,－,15,867,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／金属と金属の接合部／漏電する,2,2,－,－,1,1,－,－,－,－,－,15,867,－,－,－
1電気による発熱体／18静電スパーク,7,6,－,－,－,6,－,－,－,－,1,－,84,21,－,4
1電気による発熱体／18静電スパーク／管中流動液体のスパーク,1,－,－,－,－,－,－,－,－,－,1,－,－,18,－,－
1電気による発熱体／18静電スパーク／管中流動液体のスパーク／静電スパークが飛ぷ,1,－,－,－,－,－,－,－,－,－,1,－,－,18,－,－
1電気による発熱体／18静電スパーク／静電塗装機のスパーク,2,2,－,－,－,2,－,－,－,－,－,－,12,3,－,1
1電気による発熱体／18静電スパーク／静電塗装機のスパーク／静電スパークが飛ぶ,2,2,－,－,－,2,－,－,－,－,－,－,12,3,－,1
1電気による発熱体／18静電スパーク／容器内流動液体のスパーク,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,1
1電気による発熱体／18静電スパーク／容器内流動液体のスパーク／静電スパークが飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,1
1電気による発熱体／18静電スパーク／帯電衣類のスパーク,3,3,－,－,－,3,－,－,－,－,－,－,71,－,－,2
1電気による発熱体／18静電スパーク／帯電衣類のスパーク／静電スパークが飛ぶ,3,3,－,－,－,3,－,－,－,－,－,－,71,－,－,2
2ガス油類が燃料の道具装置,1269,1149,61,44,55,989,42,－,－,－,78,10189,2567021,28294,15,418
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス),609,608,15,24,23,546,－,－,－,－,1,3431,845894,744,9,230
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都),85,85,－,4,7,74,－,－,－,－,－,522,149107,21,2,33
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／反応が急激に起る,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／引火する,3,3,－,－,－,3,－,－,－,－,－,－,2179,－,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／可燃物が沸騰し溢れる,1,1,－,－,－,1,－,－,－,－,－,－,24,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／伝導過熱する,10,10,－,1,－,9,－,－,－,－,－,27,8785,－,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,705,5,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／可燃物が落下する,2,2,－,－,－,2,－,－,－,－,－,－,85,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／可燃物が火源に触れる,8,8,－,－,－,8,－,－,－,－,－,－,207,－,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,60,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／接炎する,3,3,－,－,－,3,－,－,－,－,－,－,55,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／考え違いで使用を誤る,1,1,－,－,－,1,－,－,－,－,－,－,19,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／放置する,22,22,－,－,1,21,－,－,－,－,－,10,3581,－,－,9
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／忘れる,31,31,－,3,5,23,－,－,－,－,－,447,124801,16,1,13
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／放火の疑い,1,1,－,－,1,－,－,－,－,－,－,38,8601,－,1,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都),416,416,9,16,10,381,－,－,－,－,－,1851,516619,478,5,149
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,555,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／引火する,5,5,－,－,－,5,－,－,－,－,－,－,45,－,－,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放射を受けて発火する,7,7,1,1,－,5,－,－,－,－,－,103,29287,－,－,6
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／伝導過熱する,10,10,－,－,－,10,－,－,－,－,－,－,1223,－,－,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／過熱する,9,9,－,－,－,9,－,－,－,－,－,－,1504,－,－,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／可燃物が落下する,5,5,－,－,－,5,－,－,－,－,－,－,64,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／可燃物が火源に触れる,9,9,－,－,1,8,－,－,－,－,－,9,21727,－,2,5
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／火源が落下する,1,1,－,－,1,－,－,－,－,－,－,7,5626,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／接炎する,12,12,－,－,－,12,－,－,－,－,－,－,84,－,－,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／考え違いで使用を誤る,6,6,－,－,1,5,－,－,－,－,－,25,19785,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／誤ってスイッチが入る,2,2,－,1,－,1,－,－,－,－,－,－,2523,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放置する,198,198,6,6,4,182,－,－,－,－,－,823,171621,420,－,69
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／忘れる,148,148,2,7,3,136,－,－,－,－,－,819,254145,50,3,54
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放火,3,3,－,1,－,2,－,－,－,－,－,65,8430,8,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都),31,31,6,3,2,20,－,－,－,－,－,944,140605,35,2,22
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／引火する,2,2,－,－,1,1,－,－,－,－,－,47,10803,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,39,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／可燃物が落下する,10,10,3,1,－,6,－,－,－,－,－,401,49833,35,－,6
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／可燃物が火源に触れる,13,13,2,2,1,8,－,－,－,－,－,390,69125,－,2,12
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／接炎する,5,5,1,－,－,4,－,－,－,－,－,106,10805,－,－,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスファンヒーター(都),2,2,－,－,－,2,－,－,－,－,－,－,31,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスファンヒーター(都)／引火する,2,2,－,－,－,2,－,－,－,－,－,－,31,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス乾燥器(都),3,3,－,－,－,3,－,－,－,－,－,－,355,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス乾燥器(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,112,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス乾燥器(都)／着火物が漏洩する,2,2,－,－,－,2,－,－,－,－,－,－,243,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都),50,50,－,－,4,46,－,－,－,－,－,87,30326,202,－,21
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／引火する,2,2,－,－,－,2,－,－,－,－,－,－,507,200,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／可燃物が沸騰し溢れる,1,1,－,－,－,1,－,－,－,－,－,－,30,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,22,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／伝導過熱する,3,3,－,－,－,3,－,－,－,－,－,－,528,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／過熱する,3,3,－,－,－,3,－,－,－,－,－,－,718,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／考え違いで使用を誤る,1,1,－,－,－,1,－,－,－,－,－,－,148,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／放置する,20,20,－,－,2,18,－,－,－,－,－,70,23161,－,－,6
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／忘れる,18,18,－,－,2,16,－,－,－,－,－,17,5210,2,－,13
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都),16,16,－,1,－,15,－,－,－,－,－,27,6944,8,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／引火する,6,6,－,－,－,6,－,－,－,－,－,－,427,8,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,30,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／可燃物が落下する,2,2,－,1,－,1,－,－,－,－,－,27,6043,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,15,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／接炎する,4,4,－,－,－,4,－,－,－,－,－,－,76,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／機械の調整が不適当,1,1,－,－,－,1,－,－,－,－,－,－,280,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／考え違いで使用を誤る,1,1,－,－,－,1,－,－,－,－,－,－,73,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス切断器(都),1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス切断器(都)／火花が飛ぶ,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスオーブン(都),1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスオーブン(都)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都),4,4,－,－,－,4,－,－,－,－,－,－,1907,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,442,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都)／接炎する,2,2,－,－,－,2,－,－,－,－,－,－,1464,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他),216,193,11,4,7,171,7,－,－,－,16,1469,421545,1765,1,76
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ),38,34,2,2,1,29,2,－,－,－,2,419,223976,644,－,14
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／スパークによる引火,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／引火する,5,3,－,－,－,3,1,－,－,－,1,－,127,513,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／伝導過熱する,1,1,－,1,－,－,－,－,－,－,－,176,156931,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／過熱する,2,2,－,－,－,2,－,－,－,－,－,－,138,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／可燃物が火源に触れる,1,1,－,－,1,－,－,－,－,－,－,7,657,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／接炎する,3,3,－,－,－,3,－,－,－,－,－,－,131,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／考え違いで使用を誤る,1,1,1,－,－,－,－,－,－,－,－,50,11388,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／誤ってスイッチが入る,1,－,－,－,－,－,1,－,－,－,－,－,－,100,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／放置する,14,14,－,－,－,14,－,－,－,－,－,－,959,－,－,8
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／忘れる,9,8,1,1,－,6,－,－,－,－,1,186,53644,31,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ),136,136,9,2,5,120,－,－,－,－,－,1028,174924,527,1,50
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／引火する,4,4,－,－,－,4,－,－,－,－,－,－,38,－,－,3
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／可燃物が沸騰し溢れる,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,317,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／可燃物が火源に触れる,2,2,－,－,－,2,－,－,－,－,－,－,2,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／接災する,1,1,－,－,1,－,－,－,－,－,－,25,4331,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／考え違いで使用を誤る,1,1,－,－,－,1,－,－,－,－,－,－,131,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／誤ってスイッチが入る,1,1,－,－,－,1,－,－,－,－,－,－,59,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／放置する,61,61,6,1,1,53,－,－,－,－,－,504,83557,517,1,23
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／忘れる,60,60,3,1,2,54,－,－,－,－,－,458,81491,10,－,21
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／本来の用途以外に使用,1,1,－,－,－,1,－,－,－,－,－,－,250,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／放火,3,3,－,－,1,2,－,－,－,－,－,41,4742,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスストーブ(プ),2,2,－,－,1,1,－,－,－,－,－,22,19122,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスストーブ(プ)／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,631,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスストーブ(プ)／可燃物が火源に触れる,1,1,－,－,1,－,－,－,－,－,－,22,18491,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス乾燥器(プ),1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス乾燥器(プ)／接災する,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ),4,4,－,－,－,4,－,－,－,－,－,－,99,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ)／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,27,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ)／放置する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ)／忘れる,2,2,－,－,－,2,－,－,－,－,－,－,70,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス湯沸器(プ),1,1,－,－,－,1,－,－,－,－,－,－,180,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス湯沸器(プ)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,180,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶接器(プ),2,1,－,－,－,1,－,－,－,－,1,－,2405,1,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶接器(プ)／火花が飛ぷ,1,1,－,－,－,1,－,－,－,－,－,－,2405,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶接器(プ)／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ),18,8,－,－,－,8,－,－,－,－,10,－,117,81,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／火花が飛ぷ,14,6,－,－,－,6,－,－,－,－,8,－,72,51,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／逆火する,2,1,－,－,－,1,－,－,－,－,1,－,45,30,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ),4,2,－,－,－,2,－,－,－,－,2,－,13,1,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ)／接炎する,2,1,－,－,－,1,－,－,－,－,1,－,1,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ)／放置する,2,1,－,－,－,1,－,－,－,－,1,－,12,1,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶解がま(プ),1,－,－,－,－,－,1,－,－,－,－,－,－,8,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶解がま(プ)／着火物が漏洩する,1,－,－,－,－,－,1,－,－,－,－,－,－,8,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス点火用火口棒(プ),1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス点火用火口棒(プ)／着火物が漏洩する,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスたこ焼器(プ),1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
