発火源および経過,火災件数／計,火災件数／建物／小計,火災件数／建物／全焼,火災件数／建物／半焼,火災件数／建物／部分焼,火災件数／建物／ぼや,火災件数／車両,火災件数／船舶,火災件数／航空機,火災件数／林野,火災件数／その他,焼損床面積(m2),損害額(千円)／建物(収容物含む),損害額(千円)／建物以外,死者,傷者
1電気による発熱体／16配線器具／コンセント／絶縁劣下による発熱,1,－,－,－,－,－,－,－,－,－,1,－,－,15,－,－
1電気による発熱体／16配線器具／コンセント／スパークによる引火,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,1
1電気による発熱体／16配線器具／テーブルタップ,8,8,1,1,2,4,－,－,－,－,－,130,45735,－,1,1
1電気による発熱体／16配線器具／テーブルタップ／電線が短絡する,1,1,1,－,－,－,－,－,－,－,－,43,8503,－,1,－
1電気による発熱体／16配線器具／テーブルタップ／過多の電流が流れる,1,1,－,－,－,1,－,－,－,－,－,－,52,－,－,－
1電気による発熱体／16配線器具／テーブルタップ／スパークする,1,1,－,1,－,－,－,－,－,－,－,45,12419,－,－,－
1電気による発熱体／16配線器具／テーブルタップ／金原現象,4,4,－,－,1,3,－,－,－,－,－,25,22681,－,－,－
1電気による発熱体／16配線器具／テーブルタップ／金属の接触部が過熱,1,1,－,－,1,－,－,－,－,－,－,17,2080,－,－,1
1電気による発熱体／16配線器具／コードコネクターボディ,2,1,－,－,1,－,1,－,－,－,－,20,850,6,－,－
1電気による発熱体／16配線器具／コードコネクターボディ／金属の接触部が過熱,1,－,－,－,－,－,1,－,－,－,－,－,－,6,－,－
1電気による発熱体／16配線器具／コードコネクターボディ／絶縁劣下による発熱,1,1,－,－,1,－,－,－,－,－,－,20,850,－,－,－
1電気による発熱体／16配線器具／器具用さし込みプラグ,7,7,－,－,2,5,－,－,－,－,－,32,22818,2,－,1
1電気による発熱体／16配線器具／器具用さし込みプラグ／電線が短絡する,1,1,－,－,1,－,－,－,－,－,－,20,19220,－,－,1
1電気による発熱体／16配線器具／器具用さし込みプラグ／金原現象,3,3,－,－,－,3,－,－,－,－,－,2,2572,2,－,－
1電気による発熱体／16配線器具／器具用さし込みプラグ／金属の接触部が過熱,3,3,－,－,1,2,－,－,－,－,－,10,1026,－,－,－
1電気による発熱体／16配線器具／その他のねじ込み接続器,1,－,－,－,－,－,1,－,－,－,－,－,－,50,－,－
1電気による発熱体／16配線器具／その他のねじ込み接続器／金属の接触部が過熱,1,－,－,－,－,－,1,－,－,－,－,－,－,50,－,－
1電気による発熱体／16配線器具／その他のさし込み接続器,4,1,－,－,－,1,1,－,－,－,2,－,10,291,－,－
1電気による発熱体／16配線器具／その他のさし込み接続器／金属の接触部が過熱,3,－,－,－,－,－,1,－,－,－,2,－,－,291,－,－
1電気による発熱体／16配線器具／その他のさし込み接続器／絶縁劣下による発熱,1,1,－,－,－,1,－,－,－,－,－,－,10,－,－,－
1電気による発熱体／16配線器具／キーソケット,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
1電気による発熱体／16配線器具／キーソケット／スパークする,1,1,－,－,－,1,－,－,－,－,－,－,－,－,－,－
1電気による発熱体／16配線器具／その他のソケット,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
1電気による発熱体／16配線器具／その他のソケット／絶縁劣下による発熱,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
1電気による発熱体／16配線器具／ジョイントボックス,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,－
1電気による発熱体／16配線器具／ジョイントボックス／金属の接触部が過熱,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,－
1電気による発熱体／16配線器具／積算電力計,3,1,－,－,－,1,－,－,－,－,2,－,12,9,－,1
1電気による発熱体／16配線器具／積算電力計／電線が短絡する,1,1,－,－,－,1,－,－,－,－,－,－,12,－,－,1
1電気による発熱体／16配線器具／積算電力計／金属の接触部が過熱,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
1電気による発熱体／16配線器具／積算電力計／絶縁劣下による発熱,1,－,－,－,－,－,－,－,－,－,1,－,－,8,－,－
1電気による発熱体／16配線器具／高圧カットアウト,2,－,－,－,－,－,－,－,－,－,2,－,－,11,－,－
1電気による発熱体／16配線器具／高圧カットアウト／スパークする,1,－,－,－,－,－,－,－,－,－,1,－,－,6,－,－
1電気による発熱体／16配線器具／高圧カットアウト／漏洩放電する,1,－,－,－,－,－,－,－,－,－,1,－,－,5,－,－
1電気による発熱体／16配線器具／キャッチホルダー,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
1電気による発熱体／16配線器具／キャッチホルダー／金属の接触部が過熱,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
1電気による発熱体／17漏電により発熱し易い部分,17,14,－,－,1,13,－,－,－,－,3,30,20467,2,－,1
1電気による発熱体／17漏電により発熱し易い部分／モルタルラス,7,7,－,－,1,6,－,－,－,－,－,30,19433,－,－,1
1電気による発熱体／17漏電により発熱し易い部分／モルタルラス／漏電する,7,7,－,－,1,6,－,－,－,－,－,30,19433,－,－,1
1電気による発熱体／17漏電により発熱し易い部分／トタン板の継目,1,1,－,－,－,1,－,－,－,－,－,－,260,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／トタン板の継目／漏電する,1,1,－,－,－,1,－,－,－,－,－,－,260,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／壁に打込んだ釘,3,2,－,－,－,2,－,－,－,－,1,－,503,1,－,－
1電気による発熱体／17漏電により発熱し易い部分／壁に打込んだ釘／漏電する,3,2,－,－,－,2,－,－,－,－,1,－,503,1,－,－
1電気による発熱体／17漏電により発熱し易い部分／金属と金属の接合部,4,3,－,－,－,3,－,－,－,－,1,－,254,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／金属と金属の接合部／漏電する,4,3,－,－,－,3,－,－,－,－,1,－,254,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／トタン板と金属管接合部,1,1,－,－,－,1,－,－,－,－,－,－,17,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／トタン板と金属管接合部／漏電する,1,1,－,－,－,1,－,－,－,－,－,－,17,－,－,－
1電気による発熱体／17漏電により発熱し易い部分／メッセンジャーワイヤーの支持部,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
1電気による発熱体／17漏電により発熱し易い部分／メッセンジャーワイヤーの支持部／漏電する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
1電気による発熱体／18静電スパーク,5,4,－,－,－,4,1,－,－,－,－,－,6299,100,－,6
1電気による発熱体／18静電スパーク／管中流動液体のスパーク,1,1,－,－,－,1,－,－,－,－,－,－,140,－,－,1
1電気による発熱体／18静電スパーク／管中流動液体のスパーク／静電スパークが飛ぶ,1,1,－,－,－,1,－,－,－,－,－,－,140,－,－,1
1電気による発熱体／18静電スパーク／容器内流動液体のスパーク,2,1,－,－,－,1,1,－,－,－,－,－,4350,100,－,5
1電気による発熱体／18静電スパーク／容器内流動液体のスパーク／静電スパ－クが飛ぶ,2,1,－,－,－,1,1,－,－,－,－,－,4350,100,－,5
1電気による発熱体／18静電スパーク／帯電衣類のスパーク,2,2,－,－,－,2,－,－,－,－,－,－,1809,－,－,－
1電気による発熱体／18静電スパーク／帯電衣類のスパーク／静電スパークが飛ぶ,2,2,－,－,－,2,－,－,－,－,－,－,1809,－,－,－
2ガス油類が燃料の道具装置,1176,1044,69,34,58,883,36,1,－,1,94,10399,2416906,19027,8,379
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス),481,481,16,13,20,432,－,－,－,－,－,3091,758412,579,3,184
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都),72,72,4,3,5,60,－,－,－,－,－,635,115876,383,2,33
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／引火する,5,5,－,－,－,5,－,－,－,－,－,－,94,－,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／放射を受けて発火する,2,2,－,－,－,2,－,－,－,－,－,－,19,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／伝導過熱する,5,5,－,－,－,5,－,－,－,－,－,－,109,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／可燃物が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,38,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／可燃物が落下する,3,3,－,－,－,3,－,－,－,－,－,－,5,－,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／可燃物が火源に触れる,3,3,－,－,－,3,－,－,－,－,－,－,58,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／接炎する,6,6,1,1,－,4,－,－,－,－,－,190,50650,383,1,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／放置する,34,34,2,2,4,26,－,－,－,－,－,350,36418,－,1,14
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／忘れる,12,12,1,－,1,10,－,－,－,－,－,95,28472,－,－,8
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスこんろ(都)／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,13,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都),335,335,9,4,8,314,－,－,－,－,－,1673,382829,95,1,126
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／引火する,4,4,－,－,1,3,－,－,－,－,－,23,12700,－,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放射を受けて発火する,8,8,1,1,－,6,－,－,－,－,－,247,59630,90,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／伝導過熱する,4,4,－,－,－,4,－,－,－,－,－,－,176,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／過熱する,6,6,－,－,－,6,－,－,－,－,－,－,71,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／可燃物が火源に触れる,4,4,－,－,－,4,－,－,－,－,－,－,17,－,－,3
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／接炎する,11,11,－,－,－,11,－,－,－,－,－,3,2389,－,－,6
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／考え違いで使用を誤る,3,3,－,－,－,3,－,－,－,－,－,－,400,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／誤ってスイッチが入る,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放置する,218,218,6,2,7,203,－,－,－,－,－,1072,207377,5,－,82
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／忘れる,73,73,2,1,－,70,－,－,－,－,－,328,99698,－,1,27
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／本来の用途以外に使用,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放火,1,1,－,－,－,1,－,－,－,－,－,－,241,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガステーブル(都)／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,124,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都),26,26,3,4,4,15,－,－,－,－,－,544,131920,36,－,15
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／引火する,3,3,－,－,－,3,－,－,－,－,－,－,37,－,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／放射を受けて発火する,5,5,1,1,2,1,－,－,－,－,－,215,42972,－,－,4
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／可燃物が落下する,5,5,1,1,1,2,－,－,－,－,－,98,30245,－,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／可燃物が火源に触れる,12,12,1,2,1,8,－,－,－,－,－,231,58661,36,－,7
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスストーブ(都)／火源が転倒する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスファンヒーター(都),1,1,－,1,－,－,－,－,－,－,－,53,25521,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスファンヒーター(都)／着火物が漏洩する,1,1,－,1,－,－,－,－,－,－,－,53,25521,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス乾燥器(都),1,1,－,－,－,1,－,－,－,－,－,－,511,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス乾燥器(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,511,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都),30,30,－,1,1,28,－,－,－,－,－,132,35679,65,－,5
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,102,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／接炎する,2,2,－,－,－,2,－,－,－,－,－,－,40,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／放置する,22,22,－,1,1,20,－,－,－,－,－,132,35487,65,－,5
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスレンジ(都)／忘れる,5,5,－,－,－,5,－,－,－,－,－,－,50,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都),10,10,－,－,－,10,－,－,－,－,－,－,1261,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／引火する,4,4,－,－,－,4,－,－,－,－,－,－,77,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,123,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／接炎する,3,3,－,－,－,3,－,－,－,－,－,－,24,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸器(都)／着火物が漏洩する,1,1,－,－,－,1,－,－,－,－,－,－,1032,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスバーナー(都),2,2,－,－,1,1,－,－,－,－,－,26,54189,－,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスバーナー(都)／伝導過熱する,1,1,－,－,－,1,－,－,－,－,－,－,13693,－,－,2
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスバーナー(都)／接炎する,1,1,－,－,1,－,－,－,－,－,－,26,40496,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスオーブン(都),1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスオーブン(都)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都),2,2,－,－,1,1,－,－,－,－,－,28,10608,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都)／放置する,1,1,－,－,－,1,－,－,－,－,－,－,528,－,－,1
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガスロースター(都)／本来の用途以外に使用,1,1,－,－,1,－,－,－,－,－,－,28,10080,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸がま(都),1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
2ガス油類が燃料の道具装置／21移動可能道具(都市ガス)／ガス湯沸がま(都)／放置する,1,1,－,－,－,1,－,－,－,－,－,－,16,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他),231,214,14,7,5,188,4,－,－,1,12,2081,419518,956,－,70
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ),37,34,4,3,－,27,1,－,－,－,2,837,189156,42,－,17
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／引火する,2,2,－,－,－,2,－,－,－,－,－,－,51,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／放射を受けて発火する,1,－,－,－,－,－,1,－,－,－,－,－,－,40,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／伝導過熱する,3,3,－,－,－,3,－,－,－,－,－,－,80,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／過熱する,3,3,－,－,－,3,－,－,－,－,－,－,23,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／可燃物が落下する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,1,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／接炎する,5,4,1,－,－,3,－,－,－,－,1,53,6933,1,－,3
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／放置する,15,15,1,2,－,12,－,－,－,－,－,343,73536,－,－,7
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／忘れる,5,5,1,1,－,3,－,－,－,－,－,341,68376,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスこんろ(プ)／放火の疑い,1,1,1,－,－,－,－,－,－,－,－,100,40156,－,－,3
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ),146,146,8,3,5,130,－,－,－,－,－,1064,157517,41,－,44
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／引火する,5,5,－,－,－,5,－,－,－,－,－,－,152,－,－,3
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／放射を受けて発火する,9,9,－,1,1,7,－,－,－,－,－,55,6712,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／伝導過熱する,2,2,－,－,1,1,－,－,－,－,－,23,6059,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／過熱する,3,3,－,－,－,3,－,－,－,－,－,－,21,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／可燃物が落下する,1,1,1,－,－,－,－,－,－,－,－,52,8079,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／接炎する,7,7,－,－,－,7,－,－,－,－,－,－,595,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／誤ってスイッチが入る,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／放置する,77,77,4,－,1,72,－,－,－,－,－,295,38357,15,－,24
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／忘れる,39,39,3,2,2,32,－,－,－,－,－,639,97399,26,－,15
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガステーブル(プ)／放火の疑い,1,1,－,－,－,1,－,－,－,－,－,－,138,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／簡易型ガスこんろ,7,6,－,－,－,6,－,－,－,－,1,－,1150,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／簡易型ガスこんろ／引火する,5,5,－,－,－,5,－,－,－,－,－,－,1125,－,－,2
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／簡易型ガスこんろ／可燃物が火源に触れる,1,1,－,－,－,1,－,－,－,－,－,－,25,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／簡易型ガスこんろ／接炎する,1,－,－,－,－,－,－,－,－,－,1,－,－,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスストーブ(プ),3,3,1,－,－,2,－,－,－,－,－,41,2362,45,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスストーブ(プ)／放射を受けて発火する,2,2,1,－,－,1,－,－,－,－,－,41,2354,45,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスストーブ(プ)／可燃物が落下する,1,1,－,－,－,1,－,－,－,－,－,－,8,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス乾燥器(プ),1,1,－,1,－,－,－,－,－,－,－,78,15645,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス乾燥器(プ)／過熱する,1,1,－,1,－,－,－,－,－,－,－,78,15645,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス可動かまど(プ),1,1,－,－,－,1,－,－,－,－,－,－,7,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス可動かまど(プ)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,7,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ),3,3,－,－,－,3,－,－,－,－,－,－,126,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,2,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ)／放置する,1,1,－,－,－,1,－,－,－,－,－,－,82,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスレンジ(プ)／忘れる,1,1,－,－,－,1,－,－,－,－,－,－,42,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス湯沸器(プ),4,4,1,－,－,3,－,－,－,－,－,61,10935,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス湯沸器(プ)／引火する,3,3,－,－,－,3,－,－,－,－,－,－,198,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス湯沸器(プ)／着火物が漏洩する,1,1,1,－,－,－,－,－,－,－,－,61,10737,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶接器(プ),2,2,－,－,－,2,－,－,－,－,－,－,33,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶接器(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,3,－,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶接器(プ)／接炎する,1,1,－,－,－,1,－,－,－,－,－,－,30,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ),8,3,－,－,－,3,－,－,－,1,4,－,42004,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／引火する,2,1,－,－,－,1,－,－,－,－,1,－,15144,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／火花が飛ぶ,4,1,－,－,－,1,－,－,－,1,2,－,26860,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス切断器(プ)／接炎する,2,1,－,－,－,1,－,－,－,－,1,－,－,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ),8,4,－,－,－,4,2,－,－,－,2,－,225,784,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ)／引火する,3,－,－,－,－,－,2,－,－,－,1,－,－,783,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ)／過熱する,1,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ)／火源が動いて接触する,1,1,－,－,－,1,－,－,－,－,－,－,5,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスバーナー(プ)／接炎する,3,3,－,－,－,3,－,－,－,－,－,－,220,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスロースター(プ),1,1,－,－,－,1,－,－,－,－,－,－,203,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスロースター(プ)／過熱する,1,1,－,－,－,1,－,－,－,－,－,－,203,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶解がま(プ),1,－,－,－,－,－,1,－,－,－,－,－,－,18,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス溶解がま(プ)／可燃物が落下する,1,－,－,－,－,－,1,－,－,－,－,－,－,18,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスたこ焼器(プ),1,－,－,－,－,－,－,－,－,－,1,－,－,23,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスたこ焼器(プ)／引火する,1,－,－,－,－,－,－,－,－,－,1,－,－,23,－,1
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスハンドトーチ(プ),7,6,－,－,－,6,－,－,－,－,1,－,155,－,－,3
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスハンドトーチ(プ)／引火する,1,1,－,－,－,1,－,－,－,－,－,－,6,－,－,3
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガスハンドトーチ(プ)／接炎する,6,5,－,－,－,5,－,－,－,－,1,－,149,－,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス屋台こんろ(プ),1,－,－,－,－,－,－,－,－,－,1,－,－,3,－,－
2ガス油類が燃料の道具装置／22移動可能道具(プロパン他)／ガス屋台こんろ(プ)／忘れる,1,－,－,－,－,－,－,－,－,－,1,－,－,3,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス),78,75,2,1,4,68,－,－,－,－,3,409,125024,2051,－,17
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／営業用炉(都),1,1,－,－,－,1,－,－,－,－,－,－,24,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／営業用炉(都)／放射を受けて発火する,1,1,－,－,－,1,－,－,－,－,－,－,24,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／工業用炉(都),2,1,－,－,－,1,－,－,－,－,1,－,198,1836,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／工業用炉(都)／蓄積過熱する,1,1,－,－,－,1,－,－,－,－,－,－,198,－,－,－
2ガス油類が燃料の道具装置／23固定設備(都市ガス)／工業用炉(都)／可燃物が落下する,1,－,－,－,－,－,－,－,－,－,1,－,－,1836,－,－
