,政党支部の名称,事務所の所在地,緯度,経度,座標系,代表者,会計責任者,設立届出日,国会議員関係
366,自由民主党東京都足立区第十六支部,足立区本木１－３－２５,35.761373,139.786850,座標系（JGD2011）,藤沼壮次,細井壽人,H15.3.27,
367,自由民主党東京都足立区第十九支部,足立区千住宮元町１０－１,35.745981,139.796399,座標系（JGD2011）,瀬沼剛,高松潤,H19.10.5,
368,自由民主党東京都足立区第二十一支部,足立区西保木間２－４－７,35.798470,139.798020,座標系（JGD2011）,新井英生,新井恵美子,H12.6.14,
369,自由民主党東京都足立区第二十三支部,足立区千住大川町６－１８,35.756425,139.801507,座標系（JGD2011）,篠原守宏,篠原佳代子,H15.2.3,
370,自由民主党東京都足立区第二十四支部,足立区神明２－２－２０,35.792773,139.832140,座標系（JGD2011）,加藤和明,宇佐美満,H15.4.15,
371,自由民主党東京都足立区第二十五支部,足立区伊興本町２－２－３０,35.800487,139.787801,座標系（JGD2011）,鯨井光治,佐藤寿海雄,H12.11.20,
372,自由民主党東京都足立区第二十六支部,足立区足立３－２５－１８,35.763001,139.812009,座標系（JGD2011）,鴨下稔,野尻和良,H12.11.20,
373,自由民主党東京都足立区第二十七支部,足立区東綾瀬１－６－１２,35.764039,139.830378,座標系（JGD2011）,古性重則,矢作信男,H12.11.20,
374,自由民主党東京都足立区第二十八支部,足立区六町３－１２－３,35.787274,139.817924,座標系（JGD2011）,吉岡茂,吉岡由美子,H12.12.20,
375,自由民主党東京都足立区第二十九支部,足立区興野２－３－１３,35.766539,139.778911,座標系（JGD2011）,高山延之,高山ウメ,H15.3.5,
376,自由民主党東京都足立区第三十支部,足立区千住曙町４１－５,35.742172,139.813203,座標系（JGD2011）,渡辺英章,川澄潔,H19.10.18,
377,自由民主党東京都足立区第三十二支部,足立区古千谷本町１－９－４,35.801810,139.774014,座標系（JGD2011）,馬場信男,馬場重雄,H15.2.20,
378,自由民主党東京都足立区第三十四支部,足立区西新井２－１３－１２,35.784198,139.783299,座標系（JGD2011）,金田正,清水哲也,H19.1.4,
379,自由民主党東京都足立区第三十五支部,足立区千住旭町４－１８,35.749258,139.807495,座標系（JGD2011）,發地易隆,草間純,H19.1.25,
380,自由民主党東京都足立区第三十六支部,足立区鹿浜６－２６－１,35.787033,139.761474,座標系（JGD2011）,鹿浜昭,鹿浜武夫,H23.1.11,
381,自由民主党葛飾総支部,葛飾区立石８－６－１,35.737661,139.851305,座標系（JGD2011）,平沢勝栄,新村秀男,S51.1.20,
382,自由民主党東京都第十七選挙区支部,葛飾区立石８－６－１,35.737661,139.851305,座標系（JGD2011）,平沢勝栄,矢島泰孝,H7.1.4,衆
383,自由民主党東京都葛飾区第二支部,葛飾区奥戸４－１７－１９,35.728150,139.867276,座標系（JGD2011）,舟坂誓生,菊地一見,H24.10.23,
384,自由民主党東京都葛飾区第三支部,葛飾区青戸５－３０－４,35.748441,139.855624,座標系（JGD2011）,和泉武彦,渡邉賢太郎,H24.10.4,
385,自由民主党東京都葛飾区第十一支部,葛飾区西亀有４－１３－８,35.764857,139.840980,座標系（JGD2011）,秋本豊栄,飯田洋海,H21.10.30,
386,自由民主党東京都葛飾区第十二支部,葛飾区高砂２－３０－２３,35.746512,139.866697,座標系（JGD2011）,米川大二郎,関根榮一,H25.4.22,
387,自由民主党東京都葛飾区第十三支部,葛飾区立石８－６－１,35.737661,139.851305,座標系（JGD2011）,梅沢五十六,梅沢昭,H13.10.24,
388,自由民主党東京都葛飾区第十五支部,葛飾区宝町１－１０－１１,35.741024,139.837668,座標系（JGD2011）,内山実,内山実,H25.4.22,
389,自由民主党東京都葛飾区第十六支部,葛飾区西新小岩４－３６－１９,35.721100,139.853860,座標系（JGD2011）,倉澤英武,伊藤好一,H13.10.31,
390,自由民主党東京都葛飾区第十七支部,葛飾区青戸７－１８－４,35.752967,139.854232,座標系（JGD2011）,小用進,下園敏行,H13.8.27,
391,自由民主党東京都葛飾区第十九支部,葛飾区小菅２－６－２３,35.750620,139.822543,座標系（JGD2011）,池田久義,野尻吉一郎,H26.2.17,
392,自由民主党東京都葛飾区第二十支部,葛飾区西水元６－１０－１,35.788431,139.853244,座標系（JGD2011）,伊藤義典,増井英昭,H25.8.9,
393,自由民主党東京都葛飾区第二十三支部,葛飾区細田１－１６－９,35.740221,139.870238,座標系（JGD2011）,新村秀男,濱田正律,H13.12.6,
394,自由民主党東京都葛飾区第二十五支部,葛飾区堀切７－２２－６,35.755504,139.831397,座標系（JGD2011）,峯岸良至,石井澄子,H25.4.22,
395,自由民主党東京都葛飾区第二十六支部,葛飾区立石１－２１－２,35.737452,139.849723,座標系（JGD2011）,平田充孝,大河原たか子,H23.8.17,
396,自由民主党東京都葛飾区第二十七支部,葛飾区東堀切１－１６－１７,35.749486,139.835863,座標系（JGD2011）,布施秀明,布施圭祐,H13.10.24,
397,自由民主党東京都葛飾区第二十九支部,葛飾区金町６－７－１４,35.768320,139.873287,座標系（JGD2011）,安西俊一,進藤カズヱ,H13.10.24,
398,自由民主党東京都葛飾区第三十一支部,葛飾区柴又６－２０－２２,35.756195,139.879708,座標系（JGD2011）,秋家聡明,秋家正,H25.6.12,
399,自由民主党東京都葛飾区第三十三支部,葛飾区亀有３－４０－５,35.764852,139.850665,座標系（JGD2011）,筒井孝尚,筒井由里子,H21.10.30,
400,自由民主党江戸川総支部,江戸川区松島２－８－２,35.708386,139.859079,座標系（JGD2011）,大西英男,花島貞行,S51.2.23,
401,自由民主党東京都第十六選挙区支部,江戸川区松島２－８－２,35.708386,139.859079,座標系（JGD2011）,大西英男,山下誠治,H23.11.2,衆
402,自由民主党東京都江戸川区第三支部,江戸川区鹿骨１－３８－１５,35.707078,139.888551,座標系（JGD2011）,田島和明,田島かほる,H12.11.10,
403,自由民主党東京都江戸川区第四支部,江戸川区東葛西１－３７－２４,35.668992,139.880528,座標系（JGD2011）,宇田川聡史,田中保夫,H20.2.22,
404,自由民主党東京都江戸川区第十五支部,江戸川区松島４－２０－１３,35.712531,139.857656,座標系（JGD2011）,渡部正明,渡部良江,H15.2.27,
405,自由民主党東京都江戸川区第十六支部,江戸川区新堀１－１２－７,35.702474,139.886509,座標系（JGD2011）,八武崎一郎,鈴木喜士泳,H15.2.27,
406,自由民主党東京都江戸川区第十八支部,江戸川区江戸川２－８－１,35.687164,139.902968,座標系（JGD2011）,須賀精二,田中保夫,H15.2.27,
407,自由民主党東京都江戸川区第十九支部,江戸川区鹿骨４－２１－２,35.711339,139.889872,座標系（JGD2011）,田島進,田島幹久,H15.3.26,
408,自由民主党東京都江戸川区第二十三支部,江戸川区北小岩８－２４－６,35.750011,139.885882,座標系（JGD2011）,齊藤正隆,稲垣博,H15.2.27,
409,自由民主党東京都江戸川区第二十四支部,江戸川区西瑞江３－３６－４,35.688034,139.887132,座標系（JGD2011）,中山隆仁,中山愛子,H15.2.27,
410,自由民主党東京都江戸川区第二十五支部,江戸川区松本１－１０－６,35.714617,139.876507,座標系（JGD2011）,早川和江,早川和江,H15.2.27,
411,自由民主党東京都江戸川区第二十七支部,江戸川区一之江４－９－１２,35.689965,139.882522,座標系（JGD2011）,高木秀隆,高木隆吉,H15.2.27,
412,自由民主党東京都江戸川区第二十八支部,江戸川区南小岩６－２８－１１,35.730394,139.881290,座標系（JGD2011）,藤澤進一,安部純一,H15.10.8,
413,自由民主党東京都江戸川区第二十九支部,江戸川区東葛西８－７－３３,35.666056,139.872884,座標系（JGD2011）,福本光浩,篠原勝義,H15.3.13,
414,自由民主党東京都江戸川区第三十支部,江戸川区平井５－５１－１２,35.710300,139.844857,座標系（JGD2011）,島村和成,島村佳孝,H26.7.22,
415,自由民主党東京都江戸川区第三十二支部,江戸川区船堀３－１－３,35.681301,139.862916,座標系（JGD2011）,田中寿一,羽田野寿理,H25.2.20,
416,自由民主党東京都江戸川区第三十五支部,江戸川区南葛西６－１３－１４,35.646269,139.878485,座標系（JGD2011）,川口俊夫,中川昭文,H26.9.4,
417,自由民主党東京都江戸川区第三十六支部,江戸川区春江町２－４１－１２,35.699163,139.890837,座標系（JGD2011）,田島鐵太郎,白鳥初,H27.1.15,
418,自由民主党東京都江戸川区第三十七支部,江戸川区篠崎町２－１－１０,35.704666,139.905876,座標系（JGD2011）,大西洋平,大西文代,H23.2.2,
419,自由民主党東京都江戸川区第三十八支部,江戸川区中葛西３－２９－１３,35.660351,139.872939,座標系（JGD2011）,野崎信,星谷精一,H26.10.9,
420,自由民主党東京都江戸川区第三十九支部,江戸川区東小岩３－１７－２,35.731733,139.892673,座標系（JGD2011）,山邊登,鈴木義之,H26.7.29,
421,自由民主党東京都江戸川区第四十支部,江戸川区平井７－１４－１９,35.712959,139.838152,座標系（JGD2011）,鹿倉勇,嶋村文男,H27.1.14,
422,自由民主党八王子総支部,八王子市明神町４－１－２,35.659033,139.344182,座標系（JGD2011）,萩生田富司,田中豊治,H20.6.18,
423,自由民主党東京都第二十四選挙区支部,八王子市明神町４－１－２,35.659033,139.344182,座標系（JGD2011）,萩生田光一,高橋寛行,H7.1.4,衆
424,自由民主党東京都八王子市第二支部,八王子市新町１－８,35.659849,139.340431,座標系（JGD2011）,相川博,糸井宏治,H24.9.7,
425,自由民主党東京都八王子市第六支部,八王子市尾崎町６８,35.680189,139.343787,座標系（JGD2011）,石森孝志,野口正雄,H14.10.28,
426,自由民主党東京都八王子市第八支部,八王子市片倉町２０１２,35.633592,139.337092,座標系（JGD2011）,八木下輝一,八木下邦男,H27.2.6,
427,自由民主党東京都八王子市第九支部,八王子市小宮町１０４０－７,35.686321,139.372029,座標系（JGD2011）,石川裕司,石川栄次,H27.4.23,
428,自由民主党東京都八王子市第十支部,八王子市上壱分方町３２６－１０,35.681790,139.288930,座標系（JGD2011）,岩田祐樹,平野実,H26.11.19,
429,自由民主党東京都八王子市第十一支部,八王子市宇津木町８４１,35.685238,139.349574,座標系（JGD2011）,高木順一,有馬明博,H19.3.5,
430,自由民主党東京都八王子市第十二支部,八王子市中野町２４８９,35.678939,139.322055,座標系（JGD2011）,西山賢,山崎智世,H27.2.4,
431,自由民主党東京都八王子市第十三支部,八王子市裏高尾町３９６－７,35.640835,139.265739,座標系（JGD2011）,水野淳,水野優,H14.7.19,
432,自由民主党東京都八王子市第十四支部,八王子市元本郷町３－１７－１２,35.665614,139.315023,座標系（JGD2011）,近藤充,近藤虎之助,H12.12.22,
433,自由民主党東京都八王子市第十七支部,八王子市滝山町２－５－３,35.689714,139.337776,座標系（JGD2011）,馬場貴大,石井洋平,H23.3.31,
434,自由民主党東京都八王子市第二十支部,八王子市北野町５６７－６,35.648709,139.352830,座標系（JGD2011）,伊藤祥広,諏訪隆行,H14.12.5,
435,自由民主党東京都八王子市第二十二支部,八王子市子安町１－２８－７,35.652598,139.339061,座標系（JGD2011）,福安徹,福安広美,H14.12.5,
436,自由民主党東京都八王子市第二十三支部,八王子市散田町３－１８－８,35.655287,139.314113,座標系（JGD2011）,伊藤裕司,金子範子,H25.1.29,
437,自由民主党東京都八王子市第二十七支部,八王子市八幡町３－７,35.660052,139.326240,座標系（JGD2011）,伊藤大輔,榛葉一仁,H27.4.3,
438,自由民主党東京都八王子市第二十八支部,八王子市並木町３６－５,35.654221,139.304687,座標系（JGD2011）,鈴木玲央,鈴木はるみ,H19.1.30,
439,自由民主党東京都八王子市第三十一支部,八王子市上柚木１１２６－３,35.622475,139.372831,座標系（JGD2011）,鈴木基司,高麗茂樹,H23.3.15,
440,自由民主党東京都八王子市第三十二支部,八王子市大和田町５－３０－２１,35.666899,139.351080,座標系（JGD2011）,吉本孝良,土屋順司,H23.2.28,
441,自由民主党東京都八王子市第三十三支部,八王子市川口町３４２９,35.697856,139.271965,座標系（JGD2011）,浜中賢司,穐山隆,H23.2.22,
442,自由民主党立川総支部,立川市高松町３－１４－１４,35.702788,139.416191,座標系（JGD2011）,清水孝治,木原宏,S58.7.15,
443,自由民主党東京都三多摩総支部,立川市曙町２－９－１,35.701023,139.415537,座標系（JGD2011）,吉野利明,中村清治,H15.8.8,
444,自由民主党東京都第二十一選挙区支部,立川市高松町３－１４－１１,35.703038,139.416419,座標系（JGD2011）,小田原潔,水成直也,H22.8.4,衆
445,自由民主党東京都立川市第三支部,立川市若葉町２－２１－２,35.718297,139.442331,座標系（JGD2011）,清水孝治,金井和夫,H25.4.4,
446,自由民主党武蔵野総支部,武蔵野市中町２－２１－１４,35.704303,139.565610,座標系（JGD2011）,島崎義司,高橋健一,H2.12.26,
447,自由民主党東京都第十八選挙区支部,武蔵野市中町２－６－５,35.709179,139.562330,座標系（JGD2011）,土屋正忠,木崎剛,H7.1.4,衆
448,自由民主党東京都武蔵野市第三支部,武蔵野市境５－１３－２,35.702701,139.535077,座標系（JGD2011）,島崎義司,斉藤千昭,H25.4.26,
449,自由民主党三鷹総支部,三鷹市下連雀３－４４－４,35.701906,139.559909,座標系（JGD2011）,吉野利明,伊藤一美,S51.2.27,
450,自由民主党東京都三鷹市第２支部,三鷹市下連雀３－４４－４,35.701906,139.559909,座標系（JGD2011）,吉野利明,吉野常雄,H11.12.28,
451,自由民主党青梅総支部,青梅市新町３－３９－１,35.781264,139.297667,座標系（JGD2011）,井上信治,岡崎敬一,S56.5.21,
452,自由民主党東京都第二十五選挙区支部,青梅市新町３－３９－１,35.781264,139.297667,座標系（JGD2011）,井上信治,澤田安次,H15.9.2,衆
453,自由民主党東京都青梅市第２支部,青梅市東青梅１－７－７,35.788182,139.273652,座標系（JGD2011）,野村有信,横山萬次,H11.12.28,
454,自由民主党府中総支部,府中市宮町２－１－１５,35.669750,139.480007,座標系（JGD2011）,鈴木錦治,横田実,S51.2.24,
455,自由民主党東京都府中市第２支部,府中市八幡町１－８－１,35.669984,139.485801,座標系（JGD2011）,比留間敏夫,比留間千恵,H11.12.28,
456,自由民主党東京都府中市第三支部,府中市是政１－１１－１７,35.661858,139.491945,座標系（JGD2011）,鈴木錦治,平田嘉之,H25.5.7,
457,自由民主党昭島総支部,昭島市拝島町１－１８－１０,35.708076,139.343579,座標系（JGD2011）,臼井伸介,三田俊司,S51.3.24,
458,自由民主党東京都昭島市第二支部,昭島市中神町１１３７－１２,35.712689,139.373919,座標系（JGD2011）,神野次郎,青山政道,H25.8.12,
459,自由民主党調布総支部,調布市布田１－２０－１２,35.652903,139.546715,座標系（JGD2011）,白井貞治,馬部誠,S51.3.1,
460,自由民主党東京都第二十二選挙区支部,調布市布田１－３－１,35.654635,139.545008,座標系（JGD2011）,伊藤達也,田辺一男,H7.1.4,衆
461,自由民主党町田総支部,町田市旭町２－１－３,35.555185,139.436545,座標系（JGD2011）,金子仙太郎,小野寺明,H19.12.25,
462,自由民主党東京都第二十三選挙区支部,町田市原町田５－４－７,35.545326,139.450001,座標系（JGD2011）,小倉將信,桐原ちづる,H23.6.17,衆
463,自由民主党東京都町田市第三支部,町田市中町１－１１－６,35.548461,139.444496,座標系（JGD2011）,吉原修,土方周明,H13.5.2,
464,自由民主党東京都町田市第十一支部,町田市鶴間４３６－９,35.506683,139.474569,座標系（JGD2011）,長村敏明,長村香織,H14.2.8,
465,自由民主党東京都町田市第十六支部,町田市本町田２９２３,35.569838,139.442013,座標系（JGD2011）,大澤礼里,熊澤初恵,H26.1.24,
466,自由民主党小金井総支部,小金井市本町２－２０－８,35.704422,139.507923,座標系（JGD2011）,木村基成,湯澤綾子,S55.5.9,
467,自由民主党東京都小金井市第三支部,小金井市中町３－７－１,35.697205,139.511263,座標系（JGD2011）,木村基成,木村恵子,H24.11.21,
468,自由民主党小平総支部,小平市花小金井４－１３－９,35.735796,139.508321,座標系（JGD2011）,高橋信博,加藤浩司,S61.4.22,
469,自由民主党東京都第十九選挙区支部,小平市花小金井南町２－１７－４,35.723311,139.513986,座標系（JGD2011）,松本洋平,菊地裕美,H7.1.4,衆
470,自由民主党東京都小平市第三支部,小平市花小金井４－１３－９,35.735796,139.508321,座標系（JGD2011）,高橋信博,保坂進,H17.5.2,
471,自由民主党日野総支部,日野市多摩平６－３８－５,35.671077,139.384310,座標系（JGD2011）,古賀俊昭,土方尚功,S55.4.11,
472,自由民主党東京都日野市第２支部,日野市多摩平６－３８－５,35.671077,139.384310,座標系（JGD2011）,古賀俊昭,古賀俊昭,H11.12.28,
473,自由民主党東村山総支部,東村山市栄町２－２８－２,35.748343,139.470851,座標系（JGD2011）,木原誠二,有馬愼二,S55.6.12,
474,自由民主党東京都第二十選挙区支部,東村山市栄町２－２８－２,35.748343,139.470851,座標系（JGD2011）,木原誠二,西倉賢二,H7.1.4,衆
475,自由民主党東京都北多摩第１区支部,東村山市諏訪町１－１９－７,35.768057,139.468946,座標系（JGD2011）,北久保眞道,堀廣和,H25.5.29,
476,自由民主党東京都東村山市第七支部,東村山市萩山町１－７－１８,35.739993,139.481101,座標系（JGD2011）,渡部尚,渡部尚,H15.3.31,
477,自由民主党国分寺総支部,国分寺市戸倉１－８－２５,35.709220,139.461721,座標系（JGD2011）,新海栄一,新藤圭一,S51.2.27,
478,自由民主党東京都国分寺市第五支部,国分寺市日吉町４－１１－８,35.706495,139.461963,座標系（JGD2011）,高椙健一,荒井清治,H15.1.31,
479,自由民主党国立総支部,国立市谷保３０８５－１３,35.677820,139.426298,座標系（JGD2011）,青木健,関俊之,S52.6.21,
480,自由民主党東京都国立市第２支部,国立市富士見台３－９－６,35.686524,139.437803,座標系（JGD2011）,三田敏哉,清水崇寛,H11.12.28,
481,自由民主党福生総支部,福生市福生１１３０,35.743314,139.323188,座標系（JGD2011）,林田武,原島貞夫,S51.2.23,
482,自由民主党東京都福生市第三支部,福生市福生１１３０,35.743314,139.323188,座標系（JGD2011）,林田武,秋山勉,H13.4.3,
483,自由民主党狛江総支部,狛江市東野川２－７－１２,35.644976,139.578394,座標系（JGD2011）,栗山欽行,荒井重昭,S51.2.26,
484,自由民主党東京都狛江市第二支部,狛江市東野川２－７－１２,35.644976,139.578394,座標系（JGD2011）,栗山欽行,冨永正見,H25.5.13,
485,自由民主党東大和総支部,東大和市狭山４－１４４８,35.752171,139.438753,座標系（JGD2011）,関田正民,大久保和男,S51.2.27,
486,自由民主党清瀬総支部,清瀬市上清戸２－５－１,35.778522,139.521040,座標系（JGD2011）,中村清治,小寺喜裕,S51.11.17,
487,自由民主党東久留米総支部,東久留米市氷川台２－３７－７,35.769551,139.534344,座標系（JGD2011）,野島善司,加藤洋一,S56.5.7,
488,自由民主党東京都東久留米市第二支部,東久留米市氷川台２－３７－７,35.769551,139.534344,座標系（JGD2011）,野島善司,吉田良二,H13.6.13,
489,自由民主党武蔵村山総支部,武蔵村山市三ツ木１－５－１,35.758298,139.378266,座標系（JGD2011）,比留間市郎,比留間茂雄,S51.2.27,
490,自由民主党多摩総支部,多摩市関戸６－１０－５,35.636699,139.447574,座標系（JGD2011）,小礒明,井上一美,S51.2.9,
491,自由民主党東京都南多摩支部,多摩市貝取１４４９－１,35.635784,139.445090,座標系（JGD2011）,小礒明,大島吉貴,H11.12.28,
492,自由民主党稲城総支部,稲城市押立４９８－１,35.646536,139.508902,座標系（JGD2011）,田中繁夫,坂田健史,S51.2.27,
493,自由民主党羽村総支部,羽村市羽西２－１０－２３,35.765369,139.298890,座標系（JGD2011）,橋本弘山,冨松崇,S63.7.12,
494,自由民主党あきる野総支部,あきる野市二宮２４１４,35.728651,139.318512,座標系（JGD2011）,町田匡志,堀江武史,H15.12.3,
495,自由民主党西東京総支部,西東京市中町２－３－２,35.743216,139.559509,座標系（JGD2011）,山田忠昭,栗原利雄,H13.5.7,
496,自由民主党東京都西東京市第二支部,西東京市中町２－３－２,35.743216,139.559509,座標系（JGD2011）,山田忠昭,古家守作,H13.6.7,
497,自由民主党瑞穂総支部,西多摩郡瑞穂町大字箱根ケ崎２０１,35.769892,139.350725,座標系（JGD2011）,小山典男,森亘,S51.2.28,
498,自由民主党日の出総支部,西多摩郡日の出町平井４０１５,35.744507,139.278648,座標系（JGD2011）,東亨,平野隆史,S60.4.3,
499,自由民主党檜原総支部,西多摩郡檜原村人里１９６１,35.714200,139.087108,座標系（JGD2011）,高木義夫,野口恭男,S51.11.19,
500,自由民主党奥多摩総支部,西多摩郡奥多摩町川井４２３,35.814143,139.160880,座標系（JGD2011）,師岡智,原島幸次,S56.5.9,
501,自由民主党東京都島嶼支部,大島町元町２－２－４,34.749519,139.354950,座標系（JGD2011）,三宅正彦,三宅豊子,H22.1.6,
502,自由民主党公孫樹会東京都支部,千代田区平河町２－１１－２,35.681040,139.741665,座標系（JGD2011）,江ヶ崎信夫,小林祥三,S63.8.30,
503,自由民主党東海ときわ会東京支部,中央区日本橋３－１－１７,35.681000,139.771312,座標系（JGD2011）,渡部一俊,河野俊輔,H7.1.4,
504,自由民主党東京都医療会支部,千代田区一ツ橋１－２－２,35.692070,139.756556,座標系（JGD2011）,尾崎治夫,白岩照男,S59.9.6,
505,自由民主党東京都環境保全支部,千代田区永田町２－９－６,35.675384,139.741406,座標系（JGD2011）,山本正直,渡辺高章,H16.8.2,
506,自由民主党東京都看護連盟支部,渋谷区神宮前１－１０－３４,35.670158,139.704162,座標系（JGD2011）,岩井郁子,笹節子,H9.9.30,
507,自由民主党東京都行政書士支部,目黒区青葉台３－１－６,35.653192,139.693086,座標系（JGD2011）,畑光,山下寛,H10.5.27,
508,自由民主党東京都健康増進支部,目黒区青葉台１－２７－１０,35.647634,139.694555,座標系（JGD2011）,田淵正文,原田晃,H25.8.12,
509,自由民主党東京都健康づくり支部,世田谷区粕谷２－２－３２,35.663852,139.612240,座標系（JGD2011）,荻原敏靖,高橋真佐文,H3.9.11,
510,自由民主党東京都建設支部,千代田区飯田橋１－４－１,35.698144,139.749684,座標系（JGD2011）,佐々木賢一,尾林達成,H12.8.10,
511,自由民主党東京都港湾空港支部,江東区青海２－４－２４,35.617648,139.778393,座標系（JGD2011）,高橋武一,大滝雅次,S58.10.24,
512,自由民主党東京都歯科医師連盟支部,千代田区九段北４－１－２０,35.692893,139.739113,座標系（JGD2011）,高橋英登,中島良昭,H1.7.28,
513,自由民主党東京都自動車整備支部,中野区新井４－６－７,35.716891,139.665023,座標系（JGD2011）,西村健二,鯉沼誠一,S60.9.19,
514,自由民主党東京都情報通信支部,江東区門前仲町１－４－１,35.672508,139.793870,座標系（JGD2011）,八木義晃,吉永明,H8.3.26,
515,自由民主党東京都食糧支部,中央区日本橋小伝馬町１５－１５,35.692064,139.780177,座標系（JGD2011）,木村良,古庄堅治,S60.7.1,
516,自由民主党東京都石油販売業支部,千代田区永田町２－１７－１４,35.677393,139.740562,座標系（JGD2011）,谷口寿亜,高橋正光,S58.8.12,
517,自由民主党東京都全管協ちんたい支部,中央区京橋１－１－５,35.679219,139.770928,座標系（JGD2011）,大村浩次,丸山朋子,H26.6.5,
518,自由民主党東京都造船支部,千代田区神田佐久間町１－９,35.697252,139.774170,座標系（JGD2011）,徳留健二,齋藤弘,S60.8.9,
519,自由民主党東京都宅建支部,千代田区富士見２－２－５,35.699162,139.745397,座標系（JGD2011）,久保田辰彦,田澤顯一,S60.10.15,
520,自由民主党東京都通信産業支部,千代田区平河町１－９－８,35.682063,139.741514,座標系（JGD2011）,宮坂奈緒,江田邦治,H17.2.7,
521,自由民主党東京都ときわ会支部,渋谷区代々木２－５－１,35.687194,139.697530,座標系（JGD2011）,鈴木俶也,遠山国夫,S58.4.12,
522,自由民主党東京都トラック支部,新宿区新宿４－３－１５,35.688483,139.703612,座標系（JGD2011）,大高一夫,彦田昌昭,S58.12.26,
523,自由民主党東京都福祉支部,板橋区板橋３－５７－５,35.754315,139.711643,座標系（JGD2011）,滝沢武久,前島史人,H6.12.14,
524,自由民主党東京都ふるさと創生支部,江東区猿江１－１９－７,35.687213,139.811649,座標系（JGD2011）,田畑毅,永易秀一,H27.6.29,衆
525,自由民主党東京都薬剤師支部,千代田区神田錦町１－２１,35.690796,139.764311,座標系（JGD2011）,石垣栄一,岸亨,S57.12.27,
526,自由民主党東京都郵政政治連盟支部,千代田区神田小川町２－１,35.694203,139.765045,座標系（JGD2011）,三上謙次,三木修,H25.12.27,
527,自由民主党東京都豊かな生活をつくる会支部,目黒区目黒本町４－２－１,35.622865,139.698317,座標系（JGD2011）,前島正秀,神谷和敬,H7.1.4,
528,自由民主党東京都陸運支部,千代田区大手町２－６－１,35.684409,139.769068,座標系（JGD2011）,福田正明,鈴木敏,S57.11.2,
529,自由民主党２１世紀東京をつくる会,品川区東中延２－１－８,35.609089,139.712782,座標系（JGD2011）,山田博之,今井まゆみ,S58.4.5,
