管理番号,調査時期,調査地点ID,調査年月日,調査時刻,問１_居住地区分,問１_都道府県名,問１_区市町村名,問１_国名,問１_入国空港・港,問１_出国空港・港,問2_性別,問2_年齢,問3-①_日帰り-宿泊,問3-②_区内宿泊数,問3-②_区外宿泊数,問3-②_区外地名,問3-②_区外宿泊施設名,問3-②_総宿泊数,問3-②_区内宿泊施設数,問3-②_1．実家や知人・親戚宅,問3-②_2．旅館,問3-②_3．ホテル,問3-②_4．民泊,問3-②_5．保養所・研修所,問3-②_6．車中泊・交通機関泊,問3-②_7．その他,問3-②_その他/内容,問3-②_無回答,問4-①_主要目的,問4-①_主要目的／その他,問4-②_目的１,問4-②_場所１,問4-②_目的２,問4-②_場所２,問4-②_目的３,問4-②_場所３,問4-②_目的４,問4-②_場所４,問4-②_目的５,問4-②_場所５,問4-②_目的６,問4-②_場所６,問4-②_その他/内容,問⑤_同行者数,問⑤_0.一人,問⑤_1.家族,問⑤_2.友人,問⑤_3.職場・学校等の団体旅行,問⑤_4.その他,問⑤_4.その他/内容,問⑤_無回答,問⑥_来訪回数-現在の観光地,問⑥_来訪回数-台東区,問⑦_1.台東区公式観光情報サイト,問⑦_2.その他インターネットサイト,問⑦_3.台東区公式SNS,問⑦_4.その他SNS・ブログの投稿を見て,問⑦_5.パンフレット類,問⑦_6.観光情報誌・ガイドブック,問⑦_7.テレビ・ラジオ,問⑦_8.新聞・雑誌の記事,問⑦_9.旅行会社,問⑦_10.観光案内所,問⑦_11.宿泊施設からの案内,問⑦_12.ポスター・チラシを見て,問⑦_13.地元・以前来た,問⑦_14.仕事上・取引先からの情報,問⑦_15.家族・知人等の情報,問⑦_16.その他,問⑦_16.その他/内容,問⑦_具体的名称,問⑦_無回答,問⑧_観光地点1,問⑧_1-時間,問⑧_観光地点2,問⑧_2-時間,問⑧_観光地点3,問⑧_3-時間,問⑧_観光地点4,問⑧_4-時間,問⑧_調査地点,問⑧_調査地点-時間,問⑧_観光地点5,問⑧_5-時間,問⑧_観光地点6,問⑧_6-時間,問⑧_観光地点7,問⑧_7-時間,問⑧_観光地点8,問⑧_8-時間,問⑨_利用交通機関,問⑩_費用総額,問⑩_①交通費,問⑩_②宿泊費,問⑩_③土産代,問⑩_③土産代-品名,問⑩_④飲食費,問⑩_④飲食費-品名,問⑩_⑤入場料,問⑩_⑥体験プログラム費用,問⑩_⑥体験プログラム-内容,問⑩_⑦その他費用,問⑩_⑦その他-具体的項目,問⑩_⑧パック料金,問⑩_⑧パック料金内訳,問⑪_①現在の観光地,問⑪_②観光地内の案内サイン類,問⑪_③観光地への交通アクセス・駐車場,問⑪_④食事,問⑪_⑤土産品,問⑪_⑥宿泊施設,問⑪_⑦観光情報,問⑪_⑧総合満足度,問⑪_総合満足度理由,問⑫_再来訪意向-観光地,問⑫_再来訪意向-台東区,問⑬_紹介意向-観光地,問⑬_紹介意向-台東区,問⑭_良かったこと-1,問⑭_1-理由,問⑭_良かったこと-2,問⑭_2-理由,問⑭_残念-1,問⑭_1-理由,問⑭_残念-2,問⑭_2-理由,問⑮_大きな荷物の有無,問⑮_大きな荷物理由,問⑮_4.その他/理由,問⑮_預かり所等の活用,問⑮_料金,問⑯_意見
1204,2,3,2018/9/20,16:25,2,福井県,福井市,,,,2,8,2,,1,銀座,,1,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,60,,,,,,,,,7,1500,500,,1000,お守り,,,,,,,,,,5,3,4,3,4,,4,4,,4,4,4,4,5,,999,,6,,12,,999,999,,999,,
1205,2,3,2018/9/20,16:35,3,海外,,米国,成田,成田,1,3,2,3,6,,,9,,0,0,1,0,0,0,0,,0,2,,1,41,5,41,7,41,,,,,,,,3,0,1,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,グーグル,0,,,,,,,,,103,60,42,,,,,,,,2,17500,,10000,6000,,1500,,,,,,,,,5,5,5,5,5,5,5,5,浅草が良い,5,5,5,5,1,浅草寺の雰囲気,999,,13,英語が話せる案内人がほしい,999,,2,999,,1,500,
1206,2,3,2018/9/20,16:45,3,海外,,米国,成田,成田,2,3,2,3,6,,,9,,0,0,1,0,0,0,0,,0,2,,5,41,,,,,,,,,,,,3,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,グーグル,0,,,,,,,,,103,60,42,,,,,,,,2,17500,,10000,6000,,1500,,,,,,,,,5,5,5,5,5,5,5,5,,5,5,5,5,12,日本っぽい,999,,999,,999,,2,999,,1,500,
1207,2,3,2018/9/20,9:50,3,海外,,フランス,羽田,羽田,1,5,2,2,20,,,22,,0,1,1,0,0,0,1,キャンピング,0,2,,1,41,1,13,1,27,7,35,13,35,14,1,,2,0,0,1,0,0,,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ロンリープラネット,0,1,60,27,20,51,10,,,103,90,21,120,,,,,,,1,16180,680,10000,5000,扇子,,,500,,,,,,,5,5,5,,4,5,,5,,3,3,4,4,1,,999,,999,,999,,2,999,,999,,
1208,2,3,2018/9/20,10:10,3,海外,,イギリス,成田,成田,1,2,2,,5,西小山,友人宅,5,,1,0,0,0,0,0,0,,0,2,,4,39,5,9,,,,,,,,,,1,1,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,ユーチューブ,0,9,80,51,20,,,,,103,30,39,60,,,,,,,3,1600,600,,,,1000,セブンイレブン,,,,,,,,5,5,5,5,,,,5,より多くの情報が見つけやすくなると良い,5,5,5,5,1,とても興味深い景観,7,みんなとても親切,9,5個だけだった（数が少ない）,14,見ていない,2,999,,999,,
1209,2,3,2018/9/20,10:25,3,海外,,米国,成田,成田,1,4,2,,8,,,8,,0,0,1,0,0,0,0,,0,2,,1,41,2,49,9,21,7,56,1,13,,,,3,0,1,1,0,0,,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,49,100,21,150,51,10,,,103,60,13,300,,,,,,,3,80,,,20,Tシャツ,60,寿司、天ぷら,,,,,,,,5,5,5,5,4,4,5,5,,5,5,5,5,1,上野動物園でパンダが見れる,2,交通ネットワークが発達している,8,無料Wi-Fiがほとんどない,999,,2,999,,999,,
1210,2,3,2018/9/20,10:35,2,静岡県,伊豆市,インドネシア,成田,成田,2,2,999,,,,,,,1,0,0,0,0,0,0,,0,4,留学,1,41,5,32,,,,,,,,,,2,0,0,1,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,トリップアドバイザー,0,41,90,,,,,,,103,40,51,10,,,,,,,3,5600,600,,2000,茶碗,3000,せんべい,,,,,,,,5,5,5,5,5,5,4,4,,5,5,5,5,4,polarの種類がたくさんある,12,ゴミがない,6,混雑,999,,2,999,,999,,
1211,2,3,2018/9/20,10:45,3,海外,,ポーランド,成田,成田,1,4,2,,3,,ホテル,3,,0,0,1,0,0,0,0,,0,2,,1,41,3,33,8,23,,,,,,,,60,0,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,33,60,23,120,,,,,103,40,51,15,,,,,,,8,,,,,,,,,,,,,400000,2,4,4,4,4,4,4,4,4,,5,5,5,5,999,雰囲気が良い,999,,999,,999,,2,999,,999,,
1212,2,3,2018/9/20,10:58,3,海外,,米国,成田,成田,1,10,2,,20,銀座,ホテル,20,,0,0,0,0,0,0,0,,1,2,,1,41,1,27,1,1,,,,,,,,2,0,1,0,0,0,,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,27,120,,,,,,,103,60,1,40,,,,,,,3,4500,700,,800,アクセサリー,3000,寿司,,,,,,,,4,4,4,5,4,,4,4,,4,4,4,4,4,寿司がおいしい,999,,999,,999,,2,999,,999,,
1213,2,3,2018/9/20,11:10,3,海外,,中国,羽田,羽田,2,3,2,,4,,,4,,0,0,1,0,0,0,0,,0,2,,1,41,3,35,7,56,,,,,,,,2,0,0,1,0,0,,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,トリップアドバイザー,0,35,60,,,,,,,103,70,51,20,56,100,,,,,3,3540,540,,,,3000,寿司,,,,,,,,5,5,5,4,,5,5,5,,5,5,5,5,999,食べ物おいしい,999,,999,,999,,2,999,,999,,
1214,2,3,2018/9/20,11:20,3,海外,,オーストラリア,成田,成田,1,1,2,,21,,,21,,0,1,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,4,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TOP 10 Places to visit in tokyo,0,35,,,,,,,,103,40,51,30,,,,,,,2,48000,9000,,,,13000,寿司、餃子、緑茶,26000,,,,,,,4,4,5,5,5,,4,5,,4,4,4,4,7,日本人は優しい,999,,999,,999,,2,999,,999,,
1215,2,3,2018/9/20,11:28,3,海外,,シンガポール,成田,成田,1,4,2,,6,渋谷,ホテル,6,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,51,40,,,,,,,103,60,33,100,,,,,,,3,800,500,,,,300,団子,,,,,,,,4,4,4,4,,,4,4,,4,4,4,4,1,浅草寺が良い,999,,999,,999,,2,999,,999,,
1216,2,3,2018/9/20,11:40,3,海外,,台湾,羽田,羽田,2,2,2,,6,渋谷,ホテル,6,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,51,30,,,,,,,103,30,,,,,,,,,3,840,440,,,,400,パン,,,,,,,,5,5,5,4,,,5,5,,5,5,5,5,999,,999,,1,人が多い,999,,2,999,,999,,
1217,2,3,2018/9/20,11:55,3,海外,,フランス,成田,成田,1,10,2,,15,銀座,ホテル,15,,0,0,0,0,0,0,0,,1,999,,1,41,14,13,,,,,,,,,,2,0,1,0,0,0,,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,Japan Guide,0,13,300,,,,,,,103,60,51,20,,,,,,,3,2200,700,,,,1500,日本食,,,,,,,,5,5,5,5,,,5,5,,5,5,5,5,1,谷中が楽しい,999,,999,,999,,2,999,,999,,
1218,2,3,2018/9/20,12:10,3,海外,,オランダ,成田,成田,1,9,2,,14,,,14,,0,0,0,1,0,0,0,Ａｉｒｂｎｂ,0,999,,1,41,8,20,1,13,8,23,,,,,,1,1,0,0,0,0,,0,20,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,0,13,180,20,180,23,200,51,20,103,60,,,,,,,,,3,5500,,,,,2000,天ぷら,3500,,,,,,,5,5,5,5,,,,4,,4,4,4,4,1,良い,999,,6,混んでる,999,,2,999,,999,,
1219,2,3,2018/9/20,12:23,3,海外,,インドネシア,成田,成田,1,7,2,,7,横浜,ホテル,7,,0,0,0,1,0,0,0,,0,2,,1,41,9,21,,,,,,,,,,5,0,1,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,21,200,,,,,,,103,60,51,20,,,,,,,3,1100,600,,,,,,500,,,,,,,4,4,5,,,,5,5,,5,5,5,5,1,浅草寺が良い,999,,999,,999,,2,999,,999,,
1220,2,3,2018/9/20,12:35,3,海外,,スウェーデン,,,1,5,2,,14,新宿,,14,,0,0,1,1,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,トリップアドバイザー,0,33,120,,,,,,,103,60,49,60,51,20,,,,,3,1440,440,,,,1000,ラーメン,,,,,,,,4,4,5,4,,,5,4,,4,4,4,4,1,浅草寺が良い,999,,999,,999,,2,999,,999,,
1221,2,3,2018/9/20,13:10,3,海外,,オーストリア,成田,成田,1,5,2,,4,品川,,4,,0,0,1,1,0,0,0,,0,2,,1,41,,,,,,,,,,,,4,0,0,1,0,0,,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,0,33,60,,,,,,,103,60,56,100,51,30,,,,,3,1340,440,,,,900,ラーメン,,,,,,,,5,4,4,4,,,4,4,,4,4,4,4,4,ラーメンおいしい,999,,999,,999,,2,999,,999,,
1222,2,3,2018/9/20,13:20,3,海外,,台湾,成田,成田,2,2,2,,6,,,6,,0,0,0,1,0,0,0,Ａｉｒｂｎｂ,0,2,,21,41,2,49,2,51,7,35,9,21,,,,4,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,0,51,20,,,,,,,103,90,21,180,,,,,,,3,5300,600,,1000,飾り、食べ物,2500,寿司,600,,,600,買物,,,5,4,5,5,5,,5,5,,2,2,3,3,4,食べ物がとてもおいしい,999,,999,,999,,2,999,,1,600,
1223,2,3,2018/9/20,13:32,3,海外,,中国,成田,成田,2,5,2,,5,新宿,,5,,0,0,1,1,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,51,25,,,,,,,103,60,35,100,,,,,,,3,1940,440,,,,1500,天ぷら,,,,,,,,5,5,5,5,5,,,5,,5,5,5,5,4,天ぷらおいしい,999,,999,,999,,2,999,,999,,
1224,2,3,2018/9/20,13:45,3,海外,,オーストラリア,成田,成田,2,8,2,,4,渋谷,,4,,0,0,0,1,0,0,0,,0,999,,1,41,,,,,,,,,,,,5,0,1,0,0,0,,0,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,ロンリープラネットブック,0,51,20,,,,,,,103,30,,,,,,,,,2,2000,,,2000,キャットショップ,,,,,,,,,,5,5,5,,5,,,5,,4,4,5,5,2,電車が便利,1,浅草寺が良い,999,,999,,999,1,,999,,
1225,2,3,2018/9/20,13:55,3,海外,,オーストラリア,羽田,羽田,1,5,2,2,14,銀座,,16,,0,0,0,1,0,0,0,Ａｉｒｂｎｂ,0,2,,1,41,1,13,9,21,,,,,,,,2,0,0,0,0,1,パートナー,0,3,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,51,10,,,,,,,103,60,,,,,,,,,3,19600,1000,10000,5000,家族（扇子他）,3000,寿司,600,,,,,,,5,4,5,4,4,5,,5,,5,5,5,5,2,分かりやすく、手頃,4,食べ物美味しく、選択肢が多い,999,,999,,2,999,,999,,
1226,2,3,2018/9/20,14:10,3,海外,,韓国,羽田,羽田,2,2,2,,3,渋谷,ホテル,3,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,51,30,,,,,,,103,60,56,50,33,100,,,,,3,940,440,,,,500,コーヒー,,,,,,,,4,4,5,4,,,4,5,,5,5,5,5,1,浅草寺が美しい,999,,999,,999,,2,999,,999,,
1227,2,3,2018/9/20,14:50,3,海外,,ドイツ,羽田,羽田,1,3,2,,6,渋谷,ホテル,6,,0,0,1,0,0,0,0,,0,2,,1,41,3,33,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,51,30,,,,,,,103,30,33,90,,,,,,,3,740,440,,,,300,アイスクリーム,,,,,,,,5,5,4,4,,,4,5,,5,5,5,5,1,とても良い所,999,,12,もっとごみ箱が必要,999,,2,999,,1,200,
1228,2,3,2018/9/20,15:10,3,海外,,ネパール,中部,中部,1,3,999,,,,,,,0,0,0,1,0,0,0,アパートメント,0,4,日本語の勉強,9,21,3,51,,,,,,,,,,4,0,0,0,0,1,先生と友人,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,51,20,,,,,,,103,60,,,,,,,,,3,2190,440,,1000,スイーツ,750,コーヒー,,,,,,,,5,4,5,5,5,,4,5,,4,4,5,4,1,日本の東京はとてもべんりですから。,999,,999,,999,,2,999,,999,,
1229,2,3,2018/9/20,15:20,3,海外,,インドネシア,成田,成田,2,4,2,,7,渋谷,ホテル,7,,0,0,0,0,0,0,0,,1,999,,1,41,1,56,,,,,,,,,,2,0,1,0,0,0,,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,0,33,60,,,,,,,103,40,56,70,51,30,,,,,3,1200,600,,,,600,人形焼,,,,,,,,5,5,5,5,,,5,5,,5,5,5,5,1,仲見世が楽しい,999,,999,,999,,2,999,,999,,
1230,2,3,2018/9/20,15:33,3,海外,,ベルギー,成田,成田,1,3,2,6,4,上野,＆ホステル,10,1,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GOOGLE+SKY TREE,0,17,60,35,180,51,30,,,103,60,,,,,,,,,2,255000,,45000,10000,ナイフ、服、土産物,200000,ラーメン,,,,,,,,4,4,5,5,5,5,5,5,すばらしい旅！,5,5,5,5,4,世界で一番の食事,9,とてもきれい,999,,999,,2,999,,999,,
1231,2,3,2018/9/20,15:40,3,海外,,イタリア,成田,大阪,1,5,2,,4,新宿,,4,,0,0,1,0,0,0,0,,0,2,,1,41,14,1,,,,,,,,,,2,0,1,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,51,20,,,,,,,103,60,1,100,,,,,,,3,600,600,,,,,,,,,,,,,4,,4,,,,,4,,4,4,5,5,1,浅草寺が良い,2,電車が便利,999,,999,,2,999,,999,,
1232,2,3,2018/9/20,15:50,3,海外,,米国,成田,羽田,2,4,2,,4,,,4,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,51,20,,,,,,,103,60,,,,,,,,,11,3000,2000,,1000,扇子,,,,,,,,,,4,5,,,3,4,5,5,,5,5,5,5,1,浅草寺が良い,999,,999,,999,,1,1,,1,,
1233,2,3,2018/9/20,16:00,3,海外,,メキシコ,成田,成田,2,3,2,,5,渋谷,,5,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,40,51,20,,,,,,,3,440,440,,,,,,,,,,,,,5,5,5,,,,5,5,,5,5,5,5,9,トイレがキレイ,999,,999,,999,,2,999,,999,,
1234,2,3,2018/9/20,16:10,3,海外,,台湾,羽田,羽田,1,3,2,,4,新宿,ホテル,4,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,4,0,0,1,0,0,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,51,30,,,,,,,103,40,33,100,,,,,,,3,440,440,,,,,,,,,,,,,5,5,5,,,,5,5,,5,5,5,5,1,浅草寺が美しい,999,,1,浅草は人が多い,999,,2,999,,999,,
1235,2,3,2018/9/20,16:20,3,海外,,中国,羽田,羽田,2,4,2,,5,渋谷,,5,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,8,0,0,1,0,0,,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,56,60,,,,,,,103,50,51,30,,,,,,,2,2040,440,,,,1600,定食,,,,,,,,5,4,5,5,,,5,5,,5,5,5,5,1,浅草寺が良い,2,電車が便利,999,,999,,2,999,,999,,
1236,2,3,2018/9/20,16:30,3,海外,,メキシコ,成田,成田,2,3,2,,7,渋谷,,7,,0,0,1,0,0,0,0,,0,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,30,50,30,,,,,,,3,1390,440,,,,950,ラーメン、うどん、焼鳥,,,,,,,,5,5,5,5,,,5,4,,5,5,5,5,4,寿司美味しい＆ラーメン,999,,8,無料Wi-Fiが少ない,999,,2,999,,999,,
1237,2,3,2018/9/22,,1,東京都,足立区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,41,7,51,,,,,,,,,,3,0,0,1,0,0,,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,103,40,52,20,,,,,,,3,5000,,,2000,,,,,,,3000,人力車,,,4,4,4,4,4,4,4,4,,4,4,4,3,1,,4,,999,,999,,2,999,,2,,
1238,2,3,2018/9/22,,2,千葉県,船橋市,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,,,,,,,,,,,,2,0,0,1,0,0,,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,33,30,,,,,,,103,40,,,,,,,,,3,3700,700,,1500,,1500,,,,,,,,,5,4,5,5,5,0,4,4,,5,4,5,4,2,,12,,999,,999,,2,999,,2,,
1239,2,3,2018/9/22,,2,千葉県,成田市,,,,1,10,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,41,8,20,,,,,,,,,,2,0,0,1,0,0,,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,40,,,,,,,,,3,3000,600,,1200,,1200,,,,,,,,,5,5,5,5,5,0,,,,5,5,5,5,1,,2,,999,,999,,2,999,,2,,
1240,2,3,2018/9/22,,1,東京都,江東区,,,,2,6,1,,,,,,,0,0,0,0,0,0,0,,1,2,,1,51,2,51,3,51,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,90,,,,,,,,,3,2600,,,,,2000,天ぷら,600,,,,,,,5,5,5,5,5,5,5,5,,5,5,5,5,999,,999,,999,,999,,999,999,,999,,
1241,2,3,2018/9/22,,1,東京都,江戸川区,,,,1,13,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,2,0,1,0,0,0,,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,3200,800,,1200,,1200,,,,,,,,,4,4,4,4,4,0,4,4,,4,4,4,4,1,,2,,999,,999,,2,999,,2,,
1242,2,3,2018/9/22,,2,静岡県,浜松市,,,,2,12,2,1,1,浦安,,2,1,0,0,1,0,0,0,0,,0,2,,1,41,2,51,,,,,,,,,,2,0,0,1,0,0,,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,30,,,,,,,,,3,3100,500,,2000,,,,600,,,,,,,5,5,5,5,5,,,,,4,4,4,4,999,,999,,999,,999,,999,999,,999,,
1243,2,3,2018/9/22,,2,大阪府,枚方市,,,,2,6,2,,1,千葉県野田市,,1,,0,0,0,0,0,0,0,,1,2,,1,41,9,21,,,,,,,,,,2,0,1,0,0,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,21,60,,,,,,,103,30,,,,,,,,,3,5400,800,,2000,,2000,お寿司,600,,,,,,,5,5,5,5,5,0,5,5,,5,5,5,5,1,,5,人が多くてにぎやか,999,,999,,2,999,,2,,
1244,2,3,2018/9/22,,2,神奈川県,横浜市,,,,1,8,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,51,3,51,,,,,,,,,,2,0,0,0,0,0,,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,30,,,,,,,,,3,4500,1500,,1500,,1500,,,,,,,,,5,3,3,5,5,,,,,5,5,5,5,999,,999,,999,,999,,2,999,,2,,
1245,2,3,2018/9/22,,1,東京都,台東区,,,,1,12,1,,,,,,,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,20,,,,,,,,,16,2000,,,2000,,,,,,,,,,,5,5,5,5,5,0,5,5,,4,4,4,4,1,,2,近くて便利,999,,999,,2,999,,2,,
1246,2,3,2018/9/22,,2,福岡県,福岡市,,,,1,3,2,,,江東区,,,,0,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,1,1,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,30,,,,,,,,,3,2000,,,2000,,,,,,,,,,,4,4,4,4,4,0,4,4,,4,4,4,4,4,おいしかった,5,,999,,999,,2,999,,2,,
1247,2,3,2018/9/22,,1,東京都,練馬区,,,,2,4,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,51,8,20,,,,,,,,,,2,0,0,1,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,30,,,,,,,,,3,3400,500,,1200,,1200,,500,,,,,,,4,4,4,4,4,0,4,4,,4,4,4,4,4,,5,,999,,999,,2,999,,2,,
1248,2,3,2018/9/22,,1,東京都,江東区,,,,2,3,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,51,7,51,,,,,,,,,,3,0,0,1,0,0,,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,30,,,,,,,,,3,6300,500,,2000,,3000,うなぎ,,,,800,お札,,,4,4,4,5,4,0,4,4,,4,4,4,4,1,,4,,999,,999,,2,999,,2,,
1249,2,3,2018/9/22,,2,埼玉県,川口市,,,,2,7,1,,,,,,,0,0,0,0,0,0,0,,1,999,,1,51,,,,,,,,,,,,2,0,0,1,0,0,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,33,30,,,,,,,103,30,,,,,,,,,3,4800,800,,2000,,2000,和食,,,,,,,,5,4,4,,4,0,,,,4,4,4,4,999,,999,,999,,999,,999,999,,999,,
1250,2,3,2018/9/22,,1,東京都,足立区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,49,,,,,,,,,,,,1,1,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,,,,,103,40,,,,,,,,,3,4200,1000,,1200,,1500,,,,,500,お札,,,4,4,4,4,4,0,4,4,,4,4,4,4,1,,2,,6,いつ来ても人が多い,999,,2,999,,2,,
1251,2,3,2018/9/22,,1,東京都,練馬区,,,,1,11,1,,,,,,,0,0,0,0,0,0,0,,1,2,,5,49,7,51,,,,,,,,,,2,0,1,0,0,0,,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,0,,,,,,,,,103,40,,,,,,,,,3,3300,800,,1000,,1500,,,,,,,,,4,4,,4,4,,,4,,5,5,5,5,1,,9,,999,,999,,2,999,,2,,
1252,2,3,2018/9/22,,1,東京都,北区,,,,1,9,1,,,,,,,0,0,0,0,0,0,0,,1,2,,2,41,,,,,,,,,,,,2,0,1,0,0,0,,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,,,,,,103,40,,,,,,,,,3,3800,800,,1500,,1500,,,,,,,,,4,4,4,3,4,,4,4,,4,4,4,4,5,,999,,6,,999,,2,999,,2,,
1253,2,3,2018/9/22,,2,千葉県,佐倉市,,,,2,5,1,,,,,,,0,0,0,0,0,0,0,,1,2,,3,49,,,,,,,,,,,,,0,0,0,0,0,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,,,,,103,40,,,,,,,,,3,5000,500,,3000,,1500,,,,,,,,,4,4,4,3,3,0,,,,3,3,3,3,5,,999,,999,,999,,2,999,,1,300,
