アセットDB番号,台帳番号,種別,局,団体名,台帳名称,分類,所在（都道府県）,所在（区市町村）,所在（町、字）,所在（地番）,所在（その他）,住居表示,緯度（世界測地系）,経度（世界測地系）,構造,面積（㎡）,竣工日,取得年月日,階数高（地上）,高さ（m),DB追加・更新年月日
209000317,209000317,建物,教育庁,,立川高等学校生徒部室棟,行政財産,東京都,立川市,錦町,２丁目,,,35.692683,139.413634,鉄骨鉄筋コンクリート造,185.2,20100226,,2,,20191108
200025320,200025320,建物,教育庁,,立川高等学校東校舎,行政財産,東京都,立川市,錦町,２丁目,1,,35.692614,139.413362,鉄筋コンクリート造,594,19830929,,2,,20191108
200033197,200033197,建物,教育庁,,立川高等学校武道場,行政財産,東京都,立川市,錦町,２丁目,1,,35.693171,139.412528,鉄骨鉄筋コンクリート造,"1,738.03",19920325,,3,,20191108
200033198,200033198,建物,教育庁,,立川高等学校体育館,行政財産,東京都,立川市,錦町,２丁目,1,,35.692635,139.412251,鉄骨鉄筋コンクリート造,"2,950.50",19920325,,3,,20191108
200030815,200030815,建物,教育庁,,立川高等学校校舎,行政財産,東京都,立川市,錦町,２丁目,1,,35.692584,139.412996,鉄骨鉄筋コンクリート造,"11,693.63",19900331,,5,,20191108
200000054,200000054,建物,教育庁,,立川国際中等教育学校曙グラウンド（グラウンドサービス棟）,行政財産,東京都,立川市,曙町,３丁目,216,,35.701278,139.427072,鉄筋コンクリート造,67,19700611,,1,,20191108
200000048,200000048,建物,教育庁,,立川国際中等教育学校曙グラウンド（生活実習室）,行政財産,東京都,国立市,北,３丁目,36,,35.701093,139.426003,軽量鉄骨造,79.75,19660919,,1,,20191108
200033161,200033161,建物,教育庁,,立川国際中等教育学校曙グラウンド管理棟,行政財産,東京都,国立市,北,３丁目,36,,35.701966,139.425901,鉄骨造,427.42,19920330,,2,,20191108
200032274,200032274,建物,教育庁,,立川国際中等教育学校Ａ棟,行政財産,東京都,立川市,曙町,３丁目,２１６－３９９,,35.702393,139.428033,鉄筋コンクリート造,"1,898.47",19910331,,2,,20191108
200032272,200032272,建物,教育庁,,立川国際中等教育学校Ｃ棟,行政財産,東京都,立川市,曙町,３丁目,２１６－３９９,,35.702868,139.427587,鉄筋コンクリート造,"3,107.63",19910331,,5,,20191108
200032273,200032273,建物,教育庁,,立川国際中等教育学校Ｂ・Ｄ棟,行政財産,東京都,立川市,曙町,３丁目,２１６－３９９,,35.702616,139.427969,鉄筋コンクリート造,"9,722.17",19910331,,5,,20191108
200024054,200024054,建物,教育庁,,両国高等学校弓道場射場,行政財産,東京都,墨田区,江東橋,１丁目,9,,35.694972,139.810258,鉄筋コンクリート造,42.25,19830308,,1,,20191108
200017606,200017606,建物,教育庁,,両国高等学校校舎東館,行政財産,東京都,墨田区,江東橋,１丁目,9,,35.69499,139.810978,鉄筋コンクリート造,863.89,19690517,,4,,20191108
200023485,200023485,建物,教育庁,,両国高等学校図書食堂プール棟,行政財産,東京都,墨田区,江東橋,１丁目,9,,35.694799,139.809611,鉄筋コンクリート造,"1,245.92",19820825,,2,,20191108
200023484,200023484,建物,教育庁,,両国高等学校体育館,行政財産,東京都,墨田区,江東橋,１丁目,9,,35.694896,139.810073,鉄筋コンクリート造,"2,749.34",19820825,,4,,20191108
200022481,200022481,建物,教育庁,,両国高等学校校舎,行政財産,東京都,墨田区,江東橋,１丁目,9,,35.694387,139.810111,鉄骨鉄筋コンクリート造,"10,048.31",19810326,,6,,20191108
215000277,215000277,建物,教育庁,,練馬工業高等学校実習棟,行政財産,東京都,練馬区,早宮,２丁目,4649,,35.754593,139.654921,鉄筋コンクリート造,674.62,20160331,,1,,20191108
215000283,215000283,建物,教育庁,,練馬工業高等学校プール棟,行政財産,東京都,練馬区,早宮,２丁目,4649,,35.755201,139.654154,鉄筋コンクリート造,"1,144.21",20160331,,2,,20191108
215000273,215000273,建物,教育庁,,練馬工業高等学校管理校舎棟,行政財産,東京都,練馬区,早宮,２丁目,4649,,35.754154,139.654483,鉄筋コンクリート造,"17,529.67",20160331,,3,,20191108
200022800,200022800,建物,教育庁,,練馬高等学校特別校舎,行政財産,東京都,練馬区,春日町,４丁目,2618,,35.75761,139.642269,鉄筋コンクリート造,383.36,19820326,,2,,20191108
200041155,200041155,建物,教育庁,,練馬高等学校体育館,行政財産,東京都,練馬区,春日町,４丁目,2618,,35.757642,139.642595,鉄骨鉄筋コンクリート造,"1,689.11",20001114,,2,,20191108
200035141,200035141,建物,教育庁,,練馬高等学校武道場,行政財産,東京都,練馬区,春日町,４丁目,2618,,35.757305,139.642985,鉄骨鉄筋コンクリート造,"1,825.77",19920326,,3,,20191108
200030817,200030817,建物,教育庁,,練馬高等学校校舎,行政財産,東京都,練馬区,春日町,４丁目,2618,,35.757207,139.642309,鉄筋コンクリート造,"8,819.25",19900129,,4,,20191108
200019701,200019701,建物,教育庁,,練馬特別支援学校体育館,行政財産,東京都,練馬区,高松,６丁目,Jan-39,,35.758255,139.615361,鉄骨鉄筋コンクリート造,724.07,19710331,,1,,20191108
200031227,200031227,建物,教育庁,,練馬特別支援学校実習棟,行政財産,東京都,練馬区,高松,６丁目,Jan-39,,35.758533,139.615365,鉄骨鉄筋コンクリート造,"1,521.46",19880331,,3,,20191108
211000327,211000327,建物,教育庁,,練馬特別支援学校校舎棟,行政財産,東京都,練馬区,高松,６丁目,Jan-39,,35.758734,139.614852,鉄筋コンクリート造,"5,758.43",20120227,,3,,20191108
200042766,200042766,建物,教育庁,,六郷工科高等学校プール棟,行政財産,東京都,大田区,東六郷,２丁目,１９番地５,,35.548672,139.715668,鉄筋コンクリート造,"1,999.09",20040302,,3,,20191108
200042765,200042765,建物,教育庁,,六郷工科高等学校体育館棟,行政財産,東京都,大田区,東六郷,２丁目,１９番地５,,35.548461,139.715918,鉄骨鉄筋コンクリート造,"2,806.17",20040302,,3,,20191108
200042764,200042764,建物,教育庁,,六郷工科高等学校校舎棟,行政財産,東京都,大田区,東六郷,２丁目,１９番地５,,35.548078,139.715748,鉄筋コンクリート造,"17,025.50",20040302,,5,,20191108
200029207,200029207,建物,教育庁,,六本木高等学校武道場,行政財産,東京都,港区,六本木,６丁目,３６７－２,,35.65812,139.730876,鉄骨鉄筋コンクリート造,"1,700.62",19880212,,3,,20191108
200038944,200038944,建物,教育庁,,六本木高等学校体育館,行政財産,東京都,港区,元麻布,３丁目,２６７－５,,35.657576,139.730533,鉄骨鉄筋コンクリート造,"1,980.02",19980120,,1,,20191108
200027849,200027849,建物,教育庁,,六本木高等学校校舎,行政財産,東京都,港区,六本木,６丁目,３６７－２,,35.657667,139.731299,鉄骨鉄筋コンクリート造,"8,565.89",19860331,,5,,20191108
200022818,200022818,建物,教育庁,,翔陽高等学校体育館,行政財産,東京都,八王子市,館町,,１０９７－１３６,,35.62918,139.291346,鉄骨鉄筋コンクリート造,"3,448.48",19820331,,3,,20191108
200018844,200018844,建物,教育庁,,翔陽高等学校管理棟・教室棟,行政財産,東京都,八王子市,館町,,１０９７－１３６,,35.629964,139.291705,鉄筋コンクリート造,"9,828.90",19810331,,3,,20191108
200026767,200026767,建物,教育庁,,芸術高等学校Ｄ棟,行政財産,東京都,目黒区,大橋,２丁目,６８３－５８,,35.654525,139.684983,鉄筋コンクリート造,728.15,19840602,,4,,20191108
200019937,200019937,建物,教育庁,,大島セミナ－ハウス体育館,行政財産,東京都,大島町,波浮港,,波浮港初割８０,,34.696482,139.444845,鉄骨鉄筋コンクリート造,"1,346.85",19750626,,2,,20191108
200017788,200017788,建物,教育庁,,芸術高等学校Ｂ棟,行政財産,東京都,目黒区,大橋,２丁目,６８３－５８,,35.654241,139.684989,鉄筋コンクリート造,"1,492.58",19710809,,3,,20191108
200017789,200017789,建物,教育庁,,芸術高等学校Ｃ棟,行政財産,東京都,目黒区,大橋,２丁目,６８３－５８,,35.654455,139.685195,鉄筋コンクリート造,"3,136.19",19750122,,4,,20191108
200017787,200017787,建物,教育庁,,芸術高等学校Ａ棟,行政財産,東京都,目黒区,大橋,２丁目,６８３－５８,,35.654495,139.684497,鉄筋コンクリート造,"3,300.68",19710809,,4,,20191108
200042066,200042066,建物,教育庁,,久留米特別支援学校寄宿舎２,行政財産,東京都,東久留米市,野火止,２丁目,7月1日,,35.761736,139.513959,鉄筋コンクリート造,596.91,20030326,,1,,20191108
200039900,200039900,建物,教育庁,,久留米特別支援学校校舎,行政財産,東京都,東久留米市,野火止,,１４４３－２,,35.762434,139.515191,鉄筋コンクリート造,"6,166.25",19980811,,2,,20191108
218000255,218000255,建物,教育庁,,臨海青海特別支援学校校舎,行政財産,東京都,江東区,青海,２丁目,,,35.616261,139.780482,鉄筋コンクリート造,"15,311.87",20190211,,3,,20191108
200019994,200019994,建物,教育庁,,東京スポーツ文化館Ｄ棟,普通財産,東京都,江東区,夢の島,,3月2日,,35.65054,139.829619,鉄骨鉄筋コンクリート造,"1,088.89",19770331,,1,,20191108
200019993,200019993,建物,教育庁,,東京スポーツ文化館Ｃ棟,普通財産,東京都,江東区,夢の島,,3月2日,,35.65009,139.829707,鉄骨鉄筋コンクリート造,"1,186.30",19770331,,2,,20191108
200030656,200030656,建物,教育庁,,高尾の森わくわくビレッジ体育館棟,普通財産,東京都,八王子市,川町,,55,,35.672746,139.276421,鉄骨鉄筋コンクリート造,"1,598.10",19881227,,2,,20191108
200030655,200030655,建物,教育庁,,高尾の森わくわくビレッジエントランス棟,普通財産,東京都,八王子市,川町,,55,,35.673224,139.276394,鉄筋コンクリート造,"2,014.84",19881227,,3,,20191108
200019992,200019992,建物,教育庁,,東京スポーツ文化館Ｂ棟,普通財産,東京都,江東区,夢の島,,3月2日,,35.649437,139.830625,鉄骨鉄筋コンクリート造,"2,115.54",19770331,,2,,20191108
200030657,200030657,建物,教育庁,,高尾の森わくわくビレッジ格技棟,普通財産,東京都,八王子市,川町,,55,,35.67295,139.276633,鉄骨鉄筋コンクリート造,"2,199.15",19881227,,4,,20191108
200019991,200019991,建物,教育庁,,東京スポーツ文化館Ａ棟,普通財産,東京都,江東区,夢の島,,3月2日,,35.650165,139.830529,鉄骨鉄筋コンクリート造,"2,707.82",19770331,,2,,20191108
200019985,200019985,建物,教育庁,,旧前田侯爵邸洋館本館,行政財産,東京都,目黒区,駒場,４丁目,８６１－１,,35.662145,139.680132,鉄筋コンクリート造,"2,992.23",19290501,,3,,20191108
200026929,200026929,建物,教育庁,,埋蔵文化財調査センター,行政財産,東京都,多摩市,落合,１丁目,2月14日,,35.626109,139.427856,鉄筋コンクリート造,"4,090.30",19841213,,3,,20191108
200019995,200019995,建物,教育庁,,東京スポーツ文化館Ｅ棟,普通財産,東京都,江東区,夢の島,,3月2日,,35.649756,139.830118,鉄筋コンクリート造,"5,315.50",19770331,,2,,20191108
200030654,200030654,建物,教育庁,,高尾の森わくわくビレッジ宿泊・研修棟,普通財産,東京都,八王子市,川町,,55,,35.673631,139.276713,鉄筋コンクリート造,"8,750.66",19881227,,4,,20191108
200020038,200020038,建物,教育庁,,教育庁神楽坂庁舎,行政財産,東京都,新宿区,赤城元町,,2月16日,,35.704322,139.73636,鉄骨鉄筋コンクリート造,"2,895.67",19650715,,4,,20191108
200020082,200020082,建物,教育庁,,教職員住宅（氷川第二）,行政財産,東京都,西多摩郡奥多摩町,氷川,,３１０番地,,35.809325,139.098841,鉄筋コンクリート造,86.14,19660613,,2,,20191108
217000105,217000105,建物,教育庁,,教職員住宅（母島）２号棟,行政財産,東京都,小笠原村,母島,,字静沢２６‐１３,,26.638844,142.157446,鉄筋コンクリート造,91.56,20000228,,2,,20191108
217000109,217000109,建物,教育庁,,教職員住宅（母島）６号棟,行政財産,東京都,小笠原村,母島,,字静沢２６‐１６,,26.638987,142.157916,鉄筋コンクリート造,91.56,20000228,,2,,20191108
217000103,217000103,建物,教育庁,,教職員住宅（母島）１号棟,行政財産,東京都,小笠原村,母島,,字静沢２６‐１２、２６‐１３,,26.638791,142.15738,鉄筋コンクリート造,127.12,20000228,,2,,20191108
200032301,200032301,建物,教育庁,,教職員住宅（坪田大里）,行政財産,東京都,三宅島三宅村,坪田,,2975,,34.060451,139.549562,鉄筋コンクリート造,151.07,19820712,,1,,20191108
200032356,200032356,建物,教育庁,,教職員住宅（小清水）３号棟,行政財産,東京都,大島町,元町,,字小清水２７３－１４,,34.757155,139.359258,鉄筋コンクリート造,152.01,19801205,,1,,20191108
217000114,217000114,建物,教育庁,,教職員住宅（松山）２号棟,行政財産,東京都,青ヶ島村,松山ヶ平,,1106,,32.466718,139.760665,鉄筋コンクリート造,167.35,20020228,,2,,20191108
200032369,200032369,建物,教育庁,,教職員住宅（本村）３号棟,行政財産,東京都,新島村,本村,,697,,34.370913,139.255053,コンクリートブロック造,179.81,19700724,,1,,20191108
217000106,217000106,建物,教育庁,,教職員住宅（母島）３号棟,行政財産,東京都,小笠原村,母島,,字静沢２６‐１４、２６‐１３,,26.638891,142.157543,鉄筋コンクリート造,183.14,20000228,,2,,20191108
217000107,217000107,建物,教育庁,,教職員住宅（母島）４号棟,行政財産,東京都,小笠原村,母島,,字静沢２６‐１５、２６‐１４,,26.638946,142.157674,鉄筋コンクリート造,183.14,20000228,,2,,20191108
217000108,217000108,建物,教育庁,,教職員住宅（母島）５号棟,行政財産,東京都,小笠原村,母島,,字静沢２６ー１５、２６ー１６,,26.638963,142.157808,鉄筋コンクリート造,183.14,20000228,,2,,20191108
200032351,200032351,建物,教育庁,,教職員住宅（泉津）２号棟,行政財産,東京都,大島町,泉津,,字不重２０８－１,,34.777822,139.421948,鉄筋コンクリート造,187.92,19700323,,2,,20191108
200032313,200032313,建物,教育庁,,教職員住宅（下里）２号棟,行政財産,東京都,青ヶ島村,池之沢,,字下里５８３,,32.466871,139.759707,鉄筋コンクリート造,204.36,19871112,,2,,20191108
200032314,200032314,建物,教育庁,,教職員住宅（下里）１号棟,行政財産,東京都,青ヶ島村,,,字下里３５７,,32.466728,139.759734,鉄筋コンクリート造,204.36,19871112,,2,,20191108
200032295,200032295,建物,教育庁,,教職員住宅（西の沢）,行政財産,東京都,御蔵島村,,,字西の沢４８７,,33.895209,139.59208,鉄筋コンクリート造,213.66,19861110,,2,,20191108
200032296,200032296,建物,教育庁,,教職員住宅（西の沢）,行政財産,東京都,御蔵島村,,,字西の沢４８７,,33.895239,139.591976,鉄筋コンクリート造,213.66,19861110,,2,,20191108
200032317,200032317,建物,教育庁,,教職員住宅（樫立）３号棟,行政財産,東京都,八丈島八丈町,樫立,,１８１２－１,,33.075071,139.790405,鉄筋コンクリート造,217.61,19900129,,2,,20191108
200032318,200032318,建物,教育庁,,教職員住宅（樫立）２号棟,行政財産,東京都,八丈島八丈町,樫立,,１８１２－１,,33.074908,139.790362,鉄筋コンクリート造,217.61,19900129,,2,,20191108
200032371,200032371,建物,教育庁,,教職員住宅（本村第二）,行政財産,東京都,新島村,本村,,７０４－１－先,,34.371824,139.257286,鉄筋コンクリート造,218.4,19790205,,2,,20191108
200032376,200032376,建物,教育庁,,教職員住宅（若郷第二）,行政財産,東京都,新島村,若郷,,字木戸上６－先,,34.417605,139.280521,鉄筋コンクリート造,218.4,19790205,,2,,20191108
200032365,200032365,建物,教育庁,,教職員住宅（東山）　２号棟,行政財産,東京都,利島村,,,字東山５－８３９,,34.528957,139.284625,鉄筋コンクリート造,220.03,19791201,,2,,20191108
200033664,200033664,建物,教育庁,,教職員住宅（式根ケ沢）,行政財産,東京都,新島村,式根島,,６０６－１,,34.324122,139.215929,鉄筋コンクリート造,228.26,19901025,,2,,20191108
213000210,213000210,建物,教育庁,,教職員住宅（泉津第二）１号棟,行政財産,東京都,大島町,泉津,,字不重２０５番地３,,34.777824,139.422444,鉄筋コンクリート造,229.15,19940120,,2,,20191108
210000082,210000082,建物,教育庁,,教職員住宅（野増）２号棟,行政財産,東京都,大島町,野増,,ゼンニャウ５０２番２,,34.725276,139.354356,鉄筋コンクリート造,232.46,19920326,,2,,20191108
200032381,200032381,建物,教育庁,,教職員住宅（ぼうふ）,行政財産,東京都,神津島村,,,1741,,34.201486,139.134086,鉄筋コンクリート造,237.06,19730618,,2,,20191108
215000165,215000165,建物,教育庁,,教職員住宅（中里）１号棟,行政財産,東京都,青ヶ島村,中里,,４２２番地２,,32.466055,139.759866,鉄筋コンクリート造,238.39,19960316,,2,,20191108
215000167,215000167,建物,教育庁,,教職員住宅（中里）２号棟,行政財産,東京都,青ヶ島村,中里,,４２２番地１,,32.466132,139.760162,鉄筋コンクリート造,238.39,19960316,,2,,20191108
217000128,217000128,建物,教育庁,,教職員住宅（母島第二）,行政財産,東京都,小笠原村,母島,,字静沢２６‐１７外,,26.638799,142.157116,鉄筋コンクリート造,241.46,20120220,,2,,20191108
217000112,217000112,建物,教育庁,,教職員住宅（松山）１号棟,行政財産,東京都,青ヶ島村,松山ヶ平,,1106,,32.466532,139.760648,鉄筋コンクリート造,249.48,20020228,,2,,20191108
200020081,200020081,建物,教育庁,,教職員住宅（氷川第二）,行政財産,東京都,西多摩郡奥多摩町,氷川,,３１０番地,,35.80931,139.098773,鉄筋コンクリート造,258.42,19660613,,2,,20191108
200032380,200032380,建物,教育庁,,教職員住宅（ぼうふ）,行政財産,東京都,神津島村,,,1741,,34.201423,139.134312,鉄筋コンクリート造,267.12,19730618,,2,,20191108
216000054,216000054,建物,教育庁,,教職員住宅（父島）１号棟,行政財産,東京都,小笠原村,父島,,字奥村１７番地２,,27.100929,142.200262,鉄筋コンクリート造,279.5,19970328,,2,,20191108
217000088,217000088,建物,教育庁,,教職員住宅（若郷）１号棟,行政財産,東京都,新島村,若郷,,１０３‐１,,34.423224,139.282868,鉄筋コンクリート造,296.76,19980224,,2,,20191108
217000124,217000124,建物,教育庁,,教職員住宅（入りかねが沢）,行政財産,東京都,御蔵島村,字入金が沢,,８２９‐１、８３０‐１、２,,33.897121,139.59617,鉄筋コンクリート造,299.84,20070711,,2,,20191108
200032354,200032354,建物,教育庁,,教職員住宅（小清水）２号棟,行政財産,東京都,大島町,元町,,字小清水２７３－１４,,34.757157,139.35899,鉄筋コンクリート造,304.02,19801205,,2,,20191108
200032355,200032355,建物,教育庁,,教職員住宅（小清水）１号棟,行政財産,東京都,大島町,元町,,字小清水２７３－１４,,34.757138,139.358736,鉄筋コンクリート造,304.02,19801205,,2,,20191108
200032357,200032357,建物,教育庁,,教職員住宅（家の上）１号棟,行政財産,東京都,大島町,元町,,字家の上４６１－３,,34.748679,139.361924,鉄筋コンクリート造,316.48,19850829,,2,,20191108
200032358,200032358,建物,教育庁,,教職員住宅（家の上）２号棟,行政財産,東京都,大島町,元町,,字家の上４６１－３,,34.748881,139.361894,鉄筋コンクリート造,316.48,19850829,,2,,20191108
211000255,211000255,建物,教育庁,,教職員住宅（中之郷第二）１号棟,行政財産,東京都,八丈島八丈町,中之郷,,３２５４番地１,,33.071238,139.81542,鉄筋コンクリート造,319.33,19920113,,2,,20191108
216000056,216000056,建物,教育庁,,教職員住宅（父島）３号棟,行政財産,東京都,小笠原村,父島,,字奥村１７番地２,,27.100815,142.200632,鉄筋コンクリート造,328.6,19970328,,2,,20191108
213000208,213000208,建物,教育庁,,教職員住宅（仲野）２号棟,行政財産,東京都,大島町,元町,,字仲野１８９番地１３,,34.760706,139.353899,鉄筋コンクリート造,329.48,19940913,,2,,20191108
215000171,215000171,建物,教育庁,,教職員住宅（仲野第二）３号棟,行政財産,東京都,大島町,元町,,字仲野１８９番地３,,34.760944,139.354178,鉄筋コンクリート造,330.52,19960731,,2,,20191108
215000172,215000172,建物,教育庁,,教職員住宅（仲野第二）４号棟,行政財産,東京都,大島町,元町,,字仲野１８９番地３,,34.760938,139.35389,鉄筋コンクリート造,330.52,19960731,,2,,20191108
200032362,200032362,建物,教育庁,,教職員住宅（波浮）（２）,行政財産,東京都,大島町,波浮港,,字山口３－２３,,34.691551,139.439794,鉄筋コンクリート造,332.28,19880901,,2,,20191108
217000119,217000119,建物,教育庁,,教職員住宅（鉄砲場）,行政財産,東京都,神津島村,,,"247,248",,34.211036,139.141093,鉄筋コンクリート造,343.2,20040213,,2,,20191108
200032372,200032372,建物,教育庁,,教職員住宅（本村第三）,行政財産,東京都,新島村,本村,,６９７－１,,34.370825,139.255514,鉄筋コンクリート造,344.3,19890718,,2,,20191108
200032336,200032336,建物,教育庁,,教職員住宅（武蔵小金井）,行政財産,東京都,小金井市,本町,５丁目,１７２１－２,,35.702249,139.501321,鉄筋コンクリート造,359.39,19790105,,2,,20191108
216000055,216000055,建物,教育庁,,教職員住宅（父島）２号棟,行政財産,東京都,小笠原村,父島,,字奥村１７番地２,,27.100861,142.200432,鉄筋コンクリート造,359.4,19970328,,2,,20191108
217000089,217000089,建物,教育庁,,教職員住宅（若郷）２号棟,行政財産,東京都,新島村,若郷,,１０１、１０３‐１,,34.42341,139.282966,鉄筋コンクリート造,373.8,19980224,,2,,20191108
214000158,214000158,建物,教育庁,,教職員住宅（野伏）３号棟,行政財産,東京都,新島村,式根島,,９５０番地、９３７番地,,34.331703,139.217468,鉄筋コンクリート造,389.65,19950125,,3,,20191108
210000081,210000081,建物,教育庁,,教職員住宅（野増）１号棟,行政財産,東京都,大島町,野増,,ゼンニャウ５０２番２,,34.725414,139.354212,鉄筋コンクリート造,401.72,19920326,,2,,20191108
211000260,211000260,建物,教育庁,,教職員住宅（中之郷第二）２号棟,行政財産,東京都,八丈島八丈町,中之郷,,３２５４番地１,,33.071454,139.815546,鉄筋コンクリート造,422.67,19920113,,2,,20191108
200032319,200032319,建物,教育庁,,教職員住宅（樫立）１号棟,行政財産,東京都,八丈島八丈町,樫立,,１８１２－１,,33.074745,139.79034,鉄筋コンクリート造,435.23,19900129,,2,,20191108
200032305,200032305,建物,教育庁,,教職員住宅神津（須ケ原）,行政財産,東京都,神津島村,,,５３３－２－先,,34.203424,139.134224,鉄筋コンクリート造,436.8,19790207,,2,,20191108
200032359,200032359,建物,教育庁,,教職員住宅（家の上）３号棟,行政財産,東京都,大島町,元町,,字家の上４６１－３,,34.749079,139.361887,鉄筋コンクリート造,447.96,19850829,,2,,20191108
200032379,200032379,建物,教育庁,,教職員住宅（泊）,行政財産,東京都,新島村,式根島,,３９０－３,,34.334021,139.211712,鉄筋コンクリート造,456.72,19870821,,2,,20191108
213000207,213000207,建物,教育庁,,教職員住宅（仲野）１号棟,行政財産,東京都,大島町,元町,,字仲野１８９番地１３,,34.760706,139.354235,鉄筋コンクリート造,458.98,19940913,,2,,20191108
200032306,200032306,建物,教育庁,,教職員住宅神津（須ケ原）,行政財産,東京都,神津島村,,,1204,,34.203269,139.134206,鉄筋コンクリート造,459.64,19870816,,2,,20191108
214000155,214000155,建物,教育庁,,教職員住宅（大賀郷第三）２号棟,行政財産,東京都,八丈島八丈町,大賀郷,,７７２７番地１,,33.106133,139.773932,鉄筋コンクリート造,482.04,19950302,,2,,20191108
214000156,214000156,建物,教育庁,,教職員住宅（大賀郷第三）３号棟,行政財産,東京都,八丈島八丈町,大賀郷,,７７２７番地１,,33.105862,139.773866,鉄筋コンクリート造,482.04,19950302,,2,,20191108
213000211,213000211,建物,教育庁,,教職員住宅（本村第四）１号棟,行政財産,東京都,新島村,本村,４丁目,７０１番地１,,34.369449,139.25713,鉄筋コンクリート造,486.16,19940214,,2,,20191108
214000157,214000157,建物,教育庁,,教職員住宅（野伏）１号棟・２号棟,行政財産,東京都,新島村,式根島,,９３７番地、９５０番地,,34.331878,139.217598,鉄筋コンクリート造,496.15,19950125,,3,,20191108
200032289,200032289,建物,教育庁,,教職員住宅（末吉第二）,行政財産,東京都,八丈島八丈町,末吉,,592,,33.081625,139.850417,鉄筋コンクリート造,508.24,19880901,,2,,20191108
200032304,200032304,建物,教育庁,,教職員住宅（伊豆）,行政財産,東京都,三宅島三宅村,伊豆,,467,,34.119412,139.504306,鉄筋コンクリート造,508.52,19711119,,2,,20191108
217000121,217000121,建物,教育庁,,教職員住宅（川原）,行政財産,東京都,新島村,字川原,,２８４‐２,,34.371391,139.260927,鉄筋コンクリート造,530.02,20050519,,2,,20191108
217000126,217000126,建物,教育庁,,教職員住宅（鍛治山）,行政財産,東京都,神津島村,字鍛冶山,,307,,34.212325,139.141626,鉄筋コンクリート造,534.74,20100226,,2,,20191108
211000263,211000263,建物,教育庁,,教職員住宅（伊豆草木）１号棟,行政財産,東京都,三宅島三宅村,伊豆,,４５９番地２,,34.118932,139.503142,鉄筋コンクリート造,536.4,19920313,,2,,20191108
200032367,200032367,建物,教育庁,,教職員住宅（本村第一）１号棟,行政財産,東京都,新島村,本村,,６９７－８,,34.371097,139.255109,鉄筋コンクリート造,537.96,19840704,,2,,20191108
200032368,200032368,建物,教育庁,,教職員住宅（本村第一）２号棟,行政財産,東京都,新島村,本村,,６９７－９,,34.371297,139.255168,鉄筋コンクリート造,537.96,19840704,,2,,20191108
200032353,200032353,建物,教育庁,,教職員住宅（差木地第三）,行政財産,東京都,大島町,差木地,,字小坂９９８－１,,34.683747,139.431954,鉄筋コンクリート造,547.36,19770416,,2,,20191108
200032360,200032360,建物,教育庁,,教職員住宅（岡田）,行政財産,東京都,大島町,岡田,,字沢立１１２－１,,34.782902,139.383497,鉄筋コンクリート造,553.08,19880901,,2,,20191108
216000057,216000057,建物,教育庁,,教職員住宅（父島）４号棟,行政財産,東京都,小笠原村,父島,,字奥村１７番地２,,27.101076,142.200668,鉄筋コンクリート造,559,19970328,,2,,20191108
200032291,200032291,建物,教育庁,,教職員住宅（大賀郷第一）,行政財産,東京都,八丈島八丈町,大賀郷,,2468,,33.110127,139.788391,鉄筋コンクリート造,592.18,19860910,,2,,20191108
212000200,212000200,建物,教育庁,,教職員住宅（東山）　１号棟,行政財産,東京都,利島村,,,字東山三号３１８番地１,,34.529212,139.284072,鉄筋コンクリート造,632.2,19930212,,2,,20191108
200033662,200033662,建物,教育庁,,教職員住宅（三根第二）,行政財産,東京都,八丈島八丈町,三根,,Jan-74,,33.120679,139.79443,鉄筋コンクリート造,641.26,19910123,,2,,20191108
213000213,213000213,建物,教育庁,,教職員住宅（たりぼう）１号棟,行政財産,東京都,御蔵島村,字たりぼう,,５７１番地,,33.89739,139.592746,鉄筋コンクリート造,648.06,19941201,,3,,20191108
200032366,200032366,建物,教育庁,,教職員住宅（東山）　３号棟,行政財産,東京都,利島村,,,字東山５－３１７,,34.529017,139.284162,鉄筋コンクリート造,678.98,19871026,,2,,20191108
200032335,200032335,建物,教育庁,,教職員住宅（武蔵小金井）,行政財産,東京都,小金井市,本町,５丁目,１７２１－３,,35.7019,139.501675,鉄筋コンクリート造,700.95,19790105,,2,,20191108
200032361,200032361,建物,教育庁,,教職員住宅（波浮）（１）,行政財産,東京都,大島町,波浮港,,字山口３－２３,,34.691635,139.439598,鉄筋コンクリート造,702.84,19880901,,2,,20191108
216000051,216000051,建物,教育庁,,教職員住宅（坪田大里東）,行政財産,東京都,三宅島三宅村,坪田,,２９５１番地１,,34.060738,139.550466,鉄筋コンクリート造,705.82,19970224,,2,,20191108
214000154,214000154,建物,教育庁,,教職員住宅（大賀郷第三）１号棟,行政財産,東京都,八丈島八丈町,大賀郷,,７７２７番地１,,33.106433,139.774059,鉄筋コンクリート造,711.1,19950302,,2,,20191108
200032363,200032363,建物,教育庁,,教職員住宅（差木地第一）,行政財産,東京都,大島町,差木地,,字ヤカタ４２８－２,,34.68583,139.413487,鉄筋コンクリート造,714.24,19891124,,3,,20191108
217000115,217000115,建物,教育庁,,教職員住宅（トウシキ）１号棟,行政財産,東京都,大島町,差木地,,字小坂９９２‐１外,,34.682942,139.431261,鉄筋コンクリート造,748.24,20030214,,3,,20191108
