ID,寄附種別,寄附タイトル,都道府県コード又は市町村コード,都道府県,市区町村,行政区,寄附金額,寄附年月日,寄附年度
222,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,35000,2020/8/1,2020
223,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,151009,新潟県,新潟市,西区,35000,2020/8/1,2020
224,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,292010,奈良県,奈良市,,16000,2020/8/1,2020
225,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,232114,愛知県,豊田市,,12000,2020/8/1,2020
226,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,292010,奈良県,奈良市,,16000,2020/8/1,2020
227,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131032,東京都,港区,,7000,2020/8/1,2020
228,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,70000,2020/8/1,2020
229,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,122173,千葉県,柏市,,12000,2020/8/1,2020
230,一般寄付,目黒区におまかせ！,131181,東京都,荒川区,,12000,2020/8/1,2020
231,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,282049,兵庫県,西宮市,,15000,2020/8/1,2020
232,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,132071,東京都,昭島市,,10000,2020/8/1,2020
233,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,131121,東京都,世田谷区,,60000,2020/8/1,2020
234,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,341002,広島県,広島市,安佐北区,35000,2020/8/1,2020
235,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131105,東京都,目黒区,,100000,2020/8/1,2020
236,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131032,東京都,港区,,12000,2020/8/1,2020
237,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,141305,神奈川県,川崎市,中原区,7000,2020/8/1,2020
238,一般寄付,目黒区におまかせ！,131121,東京都,世田谷区,,37000,2020/8/1,2020
239,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131024,東京都,中央区,,15000,2020/8/1,2020
240,一般寄付,目黒区におまかせ！,122173,千葉県,柏市,,25000,2020/8/1,2020
241,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,35000,2020/8/1,2020
242,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,12000,2020/8/1,2020
243,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,24000,2020/8/1,2020
244,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,142042,神奈川県,鎌倉市,,24000,2020/8/1,2020
245,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,121002,千葉県,千葉市,花見川区,35000,2020/8/1,2020
246,芸術文化振興寄付金,「文化の香り高いまち」を応援したい！,131202,東京都,練馬区,,12000,2020/8/1,2020
247,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,16000,2020/9/1,2020
248,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,382060,愛媛県,西条市,,16000,2020/9/1,2020
249,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141305,神奈川県,川崎市,高津区,35000,2020/9/1,2020
250,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131164,東京都,豊島区,,35000,2020/9/1,2020
251,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,102075,群馬県,館林市,,25000,2020/9/1,2020
252,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,202011,長野県,長野市,,25000,2020/9/1,2020
253,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131113,東京都,大田区,,25000,2020/9/1,2020
254,一般寄付,目黒区におまかせ！,282049,兵庫県,西宮市,,12000,2020/9/1,2020
255,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131091,東京都,品川区,,120000,2020/9/1,2020
256,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,131121,東京都,世田谷区,,133000,2020/9/1,2020
257,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,35000,2020/9/1,2020
258,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,111007,埼玉県,さいたま市,南区,16000,2020/9/1,2020
259,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131105,東京都,目黒区,,10000,2020/9/1,2020
260,一般寄付,目黒区におまかせ！,131075,東京都,墨田区,,7000,2020/9/1,2020
261,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131156,東京都,杉並区,,550000,2020/9/1,2020
262,一般寄付,目黒区におまかせ！,331007,岡山県,岡山市,北区,16000,2020/9/1,2020
263,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,56000,2020/9/1,2020
264,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131059,東京都,文京区,,7000,2020/9/1,2020
265,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,342076,広島県,福山市,,550000,2020/9/1,2020
266,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,141305,神奈川県,川崎市,高津区,25000,2020/9/1,2020
267,一般寄付,目黒区におまかせ！,131156,東京都,杉並区,,25000,2020/9/1,2020
268,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,231002,愛知県,名古屋市,熱田区,16000,2020/9/1,2020
269,産業振興・地域経済活性化寄付金,目黒区の産業振興と地域の活性化を応援したい！,132063,東京都,府中市,,12000,2020/9/1,2020
270,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,132063,東京都,府中市,,16000,2020/9/1,2020
271,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,272035,大阪府,豊中市,,16000,2020/9/1,2020
272,一般寄付,目黒区におまかせ！,131113,東京都,大田区,,35000,2020/9/1,2020
273,スポーツ振興寄付金,スポーツを通じたまちづくりを応援したい！（スポーツ振興基金）,221309,静岡県,浜松市,北区,18000,2020/9/1,2020
274,一般寄付,目黒区におまかせ！,131164,東京都,豊島区,,24000,2020/9/1,2020
275,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,402052,福岡県,飯塚市,,35000,2020/9/1,2020
276,一般寄付,目黒区におまかせ！,131032,東京都,港区,,35000,2020/9/1,2020
277,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,12000,2020/9/1,2020
278,一般寄付,目黒区におまかせ！,400009,福岡県,遠賀郡岡垣町,,60000,2020/9/1,2020
279,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131041,東京都,新宿区,,16000,2020/9/1,2020
280,一般寄付,目黒区におまかせ！,132063,東京都,府中市,,60000,2020/9/1,2020
281,一般寄付,目黒区におまかせ！,141305,神奈川県,川崎市,麻生区,35000,2020/9/1,2020
282,一般寄付,目黒区におまかせ！,231002,愛知県,名古屋市,千種区,12000,2020/9/1,2020
283,一般寄付,目黒区におまかせ！,132080,東京都,調布市,,60000,2020/9/1,2020
284,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,231002,愛知県,名古屋市,名東区,25000,2020/9/1,2020
285,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,231002,愛知県,名古屋市,千種区,59000,2020/9/1,2020
286,一般寄付,目黒区におまかせ！,131032,東京都,港区,,550000,2020/9/1,2020
287,一般寄付,目黒区におまかせ！,132292,東京都,西東京市,,35000,2020/9/1,2020
288,一般寄付,目黒区におまかせ！,100005,群馬県,利根郡みなかみ町,,40000,2020/9/1,2020
289,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131164,東京都,豊島区,,16000,2020/9/1,2020
290,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,152251,新潟県,魚沼市,,15000,2020/9/1,2020
291,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,092088,栃木県,小山市,,12000,2020/9/1,2020
292,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131202,東京都,練馬区,,12000,2020/9/1,2020
293,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,12000,2020/9/1,2020
294,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,141003,神奈川県,横浜市,神奈川区,12000,2020/9/1,2020
295,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131121,東京都,世田谷区,,32000,2020/9/1,2020
296,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131156,東京都,杉並区,,25000,2020/9/1,2020
297,一般寄付,目黒区におまかせ！,131130,東京都,渋谷区,,7000,2020/9/1,2020
298,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131121,東京都,世田谷区,,12000,2020/9/1,2020
299,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131091,東京都,品川区,,35000,2020/9/1,2020
300,一般寄付,目黒区におまかせ！,282049,兵庫県,西宮市,,16000,2020/9/1,2020
301,新型コロナウイルス感染症対策寄付金,新型コロナウイルス等感染症対策を応援したい！,131130,東京都,渋谷区,,60000,2020/9/1,2020
302,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131105,東京都,目黒区,,100000,2020/9/1,2020
303,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,141003,神奈川県,横浜市,青葉区,15000,2020/10/1,2020
304,サクラ寄付金,目黒のサクラを守りたい！（サクラ基金）,131156,東京都,杉並区,,12000,2020/10/1,2020
305,一般寄付,目黒区におまかせ！,131032,東京都,港区,,35000,2020/10/1,2020
306,子ども・子育て応援寄付金,目黒の子どもたちや子育てを応援したい！（子ども・子育て応援基金）,131032,東京都,港区,,1018000,2020/10/1,2020
307,社会福祉施設整備寄付金,福祉を充実させたい！（社会福祉施設整備基金）,352012,山口県,下関市,,35000,2020/10/1,2020
308,学校施設整備寄付金,学校の環境整備のために！（学校施設整備基金）,131024,東京都,中央区,,85000,2020/10/1,2020
