SAMPLEID,ANSWERDATE,SEX,AGE,AGEID,PREFECTURE,AREA,JOB,SQ1,SQ2,SQ3_1,SQ3_2,SQ3_3,SQ3_4,SQ3_5,SQ3_6,SQ3_7,SQ3_8,SQ4,SQ5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_8FA,Q3,Q4,Q5,Q5_20FA,Q6,Q6_11FA,Q7S1,Q7S2,Q7S3,Q8,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_11FA,Q13,Q14,Q15S1,Q15S2,Q15S3,Q15S4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_5FA,Q17S1,Q17S2,Q17S3,Q17S4,Q17S5,Q18,Q19,Q20
3530852,2020/11/7 8:35,1,52,9,14,3,3,5,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0,0,,1,1,3,,2,,2,4,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,3,2,2,5,5,1,0,1,0,0,0,,1,1,1,1,1,1,2,1
3530878,2020/11/7 0:34,2,52,9,13,3,3,5,1,1,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1,0,0,0,,4,4,14,,2,,2,3,2,3,6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,,2,3,,,,,0,0,0,1,0,0,,3,1,1,1,1,4,5,3
3533971,2020/11/7 13:50,1,44,7,13,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,,,4,16,,9,,1,3,2,1,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,3,,,,,0,0,0,0,0,1,,1,2,2,1,1,5,5,3
3536143,2020/11/6 23:52,1,57,10,14,3,3,3,1,1,0,0,0,0,1,0,0,2,2,1,,,,,,,,,,,,1,2,,2,,2,6,4,2,4,2,4,0,0,0,0,0,0,1,0,1,0,0,0,,2,1,2,1,2,1,0,1,0,0,0,0,,1,1,2,1,2,2,3,3
3536680,2020/11/7 1:51,1,53,9,14,3,5,2,1,1,0,1,0,1,0,0,0,3,1,1,,,,,,,,,,,,,6,,1,,6,6,6,2,6,2,4,1,0,0,0,0,1,0,0,0,0,0,0,,2,1,3,2,3,4,0,0,0,0,0,1,,1,1,1,1,1,3,3,3
3538929,2020/11/7 20:27,1,44,7,13,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,4,,5,,1,6,6,2,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,1,1,1,0,0,,,,,,,1,1,1
3550112,2020/11/7 17:37,2,30,5,11,3,3,4,1,1,1,1,1,1,1,1,0,2,1,2,0,0,0,0,1,0,0,0,0,,1,,8,,1,,1,2,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,1,2,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,2,1,1
3555702,2020/11/6 22:02,1,63,11,12,3,3,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,1,10,,3,,2,3,2,1,4,1,5,0,1,0,0,0,1,1,0,0,0,0,0,,1,3,,,,,0,0,1,1,0,0,,1,1,1,1,1,2,2,1
3556263,2020/11/7 19:03,2,50,9,14,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,,1,20,複合サービス,2,,2,4,4,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,2
3557237,2020/11/7 16:54,1,53,9,14,3,4,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,4,,9,,1,6,1,2,3,2,4,1,1,0,0,0,0,1,0,1,0,0,0,,1,3,3,2,4,5,0,0,0,1,0,0,,1,2,2,3,2,3,4,2
3563530,2020/11/6 23:27,1,40,7,12,3,4,1,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,2,,5,,2,6,6,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,2,1,2,2,1,1,1,1,0,0,,,,,,,2,1,1
3577423,2020/11/7 20:48,1,41,7,12,3,5,5,1,1,0,0,0,0,1,0,0,1,2,2,0,1,0,0,0,0,1,1,0,スケジュールをずらして勤務することはできるし、言いにくいこともないが、決められた通りに出勤したい。,4,2,6,,1,,2,5,2,1,2,2,5,1,1,0,0,0,0,0,0,0,0,1,0,Yahoo!乗り換え案内,1,2,,,,,0,1,0,1,0,0,,2,2,2,2,1,1,2,1
3578937,2020/11/7 13:20,1,54,9,12,3,3,2,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,11,,2,,2,3,3,2,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,3,3,3,3,0,0,0,0,0,1,,2,2,2,1,2,4,2,3
3579109,2020/11/7 18:21,2,44,7,12,3,3,5,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,4,4,11,,2,,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,2,2,2,2,0,0,0,1,0,0,,1,1,2,1,1,3,3,1
3582835,2020/11/7 17:36,1,58,10,12,3,5,5,1,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,,4,4,20,協同組合,1,,2,2,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,0,0,1,,1,1,1,1,1,2,5,3
3583171,2020/11/7 13:10,1,56,10,12,3,4,3,1,1,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,,,1,2,,5,,2,4,3,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,,,,,0,0,0,1,0,0,,1,1,1,1,1,2,3,1
3584191,2020/11/7 6:54,1,67,11,11,3,4,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,3,,8,,2,6,3,2,6,1,5,0,1,0,0,0,1,0,0,0,0,0,0,,1,1,,,,,0,0,1,0,0,0,,2,2,1,1,2,4,4,2
3595168,2020/11/7 12:42,1,48,8,14,3,4,3,1,1,1,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,1,2,,5,,5,5,3,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,3,3,3,3,0,0,0,0,0,1,,1,1,1,1,1,3,2,1
3600813,2020/11/6 23:01,1,55,10,14,3,3,4,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,2,,4,,2,,1,2,1,2,1,2,2,1,1,1,0,0,0,0,0,0,1,0,0,,1,3,2,2,4,3,1,0,0,0,0,0,,1,2,2,1,1,1,5,2
3606887,2020/11/7 14:23,1,46,8,11,3,4,4,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,,3,,8,,1,4,1,2,4,2,5,1,1,0,0,0,1,0,0,0,0,0,0,,3,1,,,,,1,0,0,0,0,0,,1,3,3,1,1,5,5,3
3607122,2020/11/7 6:22,1,54,9,13,3,4,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,2,,2,,2,2,3,2,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,3,1
3609990,2020/11/7 19:34,1,66,11,13,3,5,5,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,2,1,2,,1,,1,1,1,2,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,1,2,4,4,1,0,0,0,0,0,,1,1,2,1,1,4,3,1
3611205,2020/11/7 17:50,1,62,11,13,3,4,3,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,1,3,,8,,2,3,2,2,6,2,4,1,1,1,0,0,0,0,0,0,0,0,0,,1,3,2,2,2,3,0,1,0,0,0,0,,1,1,1,1,1,2,3,1
3619996,2020/11/6 23:17,2,37,6,13,3,3,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,,4,4,8,,2,,2,2,2,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,1,1,2,1,1,2,1,1
3623870,2020/11/7 2:17,1,46,8,13,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,8,,1,,1,2,1,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,0,0,0,,2,2,2,1,1,2,2,1
3632502,2020/11/6 21:59,1,51,9,13,3,4,5,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,,4,4,2,,5,,1,1,1,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
3636639,2020/11/7 14:35,1,59,10,12,3,4,3,1,1,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,3,2,,5,,1,3,3,2,3,1,5,1,1,0,0,0,1,1,0,1,1,0,0,,3,2,,,,,1,1,1,1,0,0,,1,1,2,1,1,1,2,1
3661359,2020/11/7 18:36,1,42,7,12,3,3,2,1,1,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,,,,2,,2,,2,6,6,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,0,0,1,,3,3,3,3,3,2,3,3
3663278,2020/11/7 19:07,1,48,8,11,3,3,2,1,1,0,1,0,0,0,0,0,2,1,1,,,,,,,,,,,,,18,,1,,1,4,3,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,1,0,1,0,0,,1,1,2,1,1,2,1,1
3663883,2020/11/6 23:57,1,60,11,12,3,3,3,1,1,0,1,0,0,0,0,0,2,2,1,,,,,,,,,,,,3,7,,1,,3,4,4,1,4,2,4,1,0,0,0,0,0,0,0,1,0,0,0,,2,2,3,3,3,3,0,0,1,0,0,0,,1,3,3,3,3,4,4,3
3664302,2020/11/7 16:10,2,48,8,13,3,3,2,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,,,8,,1,,1,4,4,2,5,2,4,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,3,2,2,3,0,0,1,0,0,0,,1,1,1,1,1,2,2,1
3664746,2020/11/7 13:55,1,56,10,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,2,1,6,,2,,2,2,2,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,3,3,,,,,0,0,0,0,0,1,,2,3,3,3,3,4,4,2
3693069,2020/11/6 22:24,1,47,8,13,3,3,5,1,1,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,1,4,7,,1,,1,3,1,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,,2,1,2,3,3,5,0,1,0,0,0,0,,1,2,2,2,2,2,2,1
3695431,2020/11/7 20:33,1,60,11,14,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,1,8,,2,,1,1,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,3,1,,,,,0,0,0,1,0,0,,1,3,3,1,1,2,2,3
3703790,2020/11/7 19:16,1,43,7,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,0,0,0,,,1,15,,4,,1,2,2,2,6,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,1,0,0,0,0,,1,2,2,1,1,2,2,1
3709364,2020/11/7 14:42,1,43,7,13,3,3,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,1,1,2,,2,,2,2,2,1,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,1,3,2,2,2,2,0,0,1,1,0,0,,2,2,2,1,1,1,1,3
3716005,2020/11/7 17:15,1,54,9,13,3,4,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,4,1,3,,8,,1,1,1,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,4,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,4,2
3721449,2020/11/6 22:38,1,55,10,11,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,,,1,7,,2,,2,3,2,2,4,2,5,0,0,0,0,0,1,1,0,0,0,0,0,,2,3,,,,,1,0,0,0,0,0,,1,2,2,2,1,2,3,2
3723116,2020/11/7 13:37,1,46,8,12,3,5,2,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,,,,2,,2,,2,6,6,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,1,1,1,0,0,,3,3,3,3,3,5,5,3
3729596,2020/11/7 9:47,1,55,10,13,3,4,5,1,1,0,1,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,4,4,20,派遣サービス,11,ドライバー,1,1,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,3,3,3,0,0,0,0,0,1,,1,3,1,1,1,2,2,1
3736954,2020/11/7 15:29,1,59,10,14,3,3,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,2,1,8,,2,,1,1,1,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,,,,,1,1,1,1,0,0,,1,1,2,1,1,2,2,1
3739884,2020/11/7 12:28,2,48,8,13,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,2,1,20,サービス,2,,2,2,2,2,2,3,4,0,0,0,0,0,0,0,0,0,1,0,0,,3,1,3,3,2,3,0,0,1,0,0,0,,3,2,2,3,3,3,5,3
3759777,2020/11/6 23:13,1,63,11,13,3,3,3,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,0,0,,,1,2,,2,,2,6,6,3,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,2,2,2
3764376,2020/11/6 21:55,1,40,7,14,3,3,3,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,,,4,7,,2,,2,3,3,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,3,,,,,0,0,0,0,0,1,,3,3,3,3,3,5,5,3
3765078,2020/11/7 13:18,1,54,9,11,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,8,,2,,1,5,5,2,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,,2,2,1,4,2,2,1,1,1,0,0,0,,1,1,1,1,1,2,2,1
3824532,2020/11/7 19:54,1,46,8,11,3,4,2,1,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,2,,5,,2,2,4,2,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,3,3,3,3,1,1,1,1,0,0,,1,1,1,1,1,4,1,1
3824926,2020/11/7 16:49,1,48,8,13,3,4,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,4,,1,,1,5,3,3,3,2,5,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,,,,,0,1,0,0,0,0,,1,1,1,1,2,2,5,1
3825569,2020/11/7 20:05,1,48,8,12,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,1,4,,1,,2,2,2,2,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,1,1,1,1,0,0,,1,1,1,1,1,1,1,1
3828922,2020/11/7 6:16,1,55,10,11,3,3,5,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,,1,1,4,,1,,2,2,2,1,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,5,5,2
3857244,2020/11/7 15:06,2,46,8,11,3,3,3,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,2,14,,10,,1,4,4,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,5,3
3871659,2020/11/7 14:56,2,51,9,13,3,3,1,1,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,4,,2,,2,6,6,1,6,2,5,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,,,,,0,0,1,0,0,0,,,,,,,2,3,1
3872662,2020/11/7 19:33,1,54,9,14,3,3,3,1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,,,1,9,,2,,1,4,2,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,0,0,0,1,0,0,,2,1,2,1,1,2,3,1
3875998,2020/11/6 22:39,1,50,9,13,3,3,3,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,,,4,7,,2,,1,1,1,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,1,,,,,0,0,0,0,0,1,,1,3,3,3,3,4,3,3
3876478,2020/11/6 22:29,1,66,11,12,3,3,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,20,関係団体,2,,2,2,2,2,2,2,4,0,1,0,0,1,0,0,0,1,1,0,0,,1,1,1,3,3,4,0,0,0,0,0,1,,1,2,1,1,2,3,4,2
3879892,2020/11/7 2:27,1,55,10,14,3,4,3,1,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,,,1,20,IT,5,,2,3,2,1,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,,1,3,1,1,1,1,1,0,0,0,0,0,,1,1,2,2,1,2,2,1
3883759,2020/11/7 15:09,1,40,7,13,3,3,3,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,2,3,,8,,2,2,3,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,,2,2,2,3,2,3,0,0,1,1,0,0,,1,1,2,1,1,2,2,1
3893486,2020/11/7 17:09,1,47,8,12,3,3,2,1,1,1,0,0,0,1,0,0,2,2,1,,,,,,,,,,,,,8,,1,,1,3,3,1,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,,2,1,3,2,4,4,0,1,1,0,0,0,,1,2,1,3,1,1,1,1
3900273,2020/11/7 20:33,1,50,9,11,3,3,3,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,,,1,8,,1,,2,3,2,2,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,1,1,1,4,1,0,0,0,0,0,,2,1,2,1,1,2,2,1
3913621,2020/11/7 14:12,2,48,8,12,3,3,4,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,4,,8,,2,,3,4,3,2,4,2,4,0,0,0,0,0,1,0,0,1,1,0,0,,1,1,2,3,3,3,1,0,0,0,0,0,,1,2,2,1,1,2,2,1
3934538,2020/11/7 7:34,1,57,10,12,3,3,4,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,,1,,20,旅行業,2,,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,3,3,3,3,0,1,0,0,0,0,,1,2,1,1,1,2,5,1
3948687,2020/11/7 9:13,2,55,10,14,3,3,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,1,0,0,,4,4,8,,2,,1,2,1,2,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,2,2,2,2,0,1,0,1,0,0,,1,3,1,1,1,2,2,1
3953679,2020/11/7 20:20,1,45,8,13,3,3,2,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,2,,1,,1,6,5,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,5,1,1,1,0,0,1,0,0,0,,1,1,1,1,1,5,5,3
3984889,2020/11/7 19:14,1,66,11,14,3,4,5,1,1,0,0,0,0,1,0,0,2,2,2,0,1,0,1,1,1,0,0,0,,4,4,3,,8,,1,1,1,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,3,3,2
4006492,2020/11/7 19:38,1,48,8,12,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,,2,1,8,,1,,2,2,2,1,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,,1,1,3,3,3,3,1,0,0,0,0,0,,1,1,2,1,1,2,3,3
4006628,2020/11/7 20:35,1,45,8,11,3,5,5,1,1,1,0,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,,2,1,13,,2,,1,1,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,,,,,0,1,0,0,0,0,,3,1,3,1,1,2,3,1
4009404,2020/11/7 17:57,2,56,10,14,3,3,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,19,,2,,2,5,3,2,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,,2,1,2,3,3,4,0,0,1,1,0,0,,1,1,2,1,3,2,2,1
4016300,2020/11/7 19:25,1,33,5,14,3,4,5,1,1,0,0,0,0,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,,1,4,4,,6,,2,4,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,2,1,1,4,0,0,0,0,0,1,,1,2,2,2,2,1,2,1
4018621,2020/11/7 17:03,1,61,11,13,3,4,2,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,20,情報サービス業,5,,2,6,2,2,3,2,5,0,0,0,0,0,1,0,0,0,1,0,0,,2,1,,,,,1,0,0,0,0,0,,1,2,2,2,2,3,3,3
4018743,2020/11/7 20:23,1,52,9,12,3,4,1,1,1,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,4,,7,,2,6,6,3,6,3,5,1,0,0,0,0,0,0,0,0,0,1,0,Y!乗換案内,1,1,,,,,0,0,0,0,0,1,,,,,,,4,4,2
4024401,2020/11/7 16:30,1,50,9,13,3,4,5,1,1,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,,4,1,11,,2,,2,2,2,2,2,1,4,1,1,0,0,0,0,1,0,1,0,0,0,,1,2,5,1,1,3,0,0,1,0,0,0,,1,2,2,1,1,3,3,2
4034587,2020/11/7 17:31,1,51,9,12,3,3,2,1,1,0,0,0,0,0,1,0,2,1,1,,,,,,,,,,,,,8,,2,,1,4,2,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,2,1,1,1,2,2,0,0,0,1,0,0,,1,1,1,1,1,1,1,1
4046894,2020/11/7 1:01,2,32,5,13,3,3,5,1,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,2,1,18,,2,,1,6,1,1,6,3,5,1,0,0,0,0,0,1,0,0,0,0,0,,1,3,,,,,0,0,0,0,0,1,,2,2,2,2,2,4,5,3
4048003,2020/11/6 21:55,1,56,10,11,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,,4,4,7,,3,,1,3,2,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,4,2,,,,,0,0,0,0,0,1,,3,3,3,3,3,4,5,3
4049729,2020/11/6 23:42,1,45,8,11,3,4,3,1,1,0,1,0,0,0,0,0,2,1,1,,,,,,,,,,,,1,4,,6,,2,6,3,2,3,1,5,0,0,0,0,0,1,1,0,0,0,0,0,,2,2,,,,,0,1,1,0,0,0,,1,1,1,1,2,2,1,1
4052114,2020/11/7 18:53,1,52,9,11,3,4,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,,1,1,9,,5,,1,3,1,2,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,,,,,0,0,0,0,0,1,,1,1,1,1,1,5,5,3
4055102,2020/11/6 22:01,1,56,10,12,3,4,4,1,1,0,0,0,0,1,0,0,1,1,1,,,,,,,,,,,4,,12,,11,コンサートスタッフ,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,2,1,5,5,5,5,0,0,0,0,0,1,,2,2,1,1,2,3,4,2
4064785,2020/11/7 18:17,1,59,10,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,,4,4,6,,10,,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,0,0,0,0,0,1,,1,3,1,3,3,5,5,3
4082485,2020/11/7 18:53,1,56,10,13,3,4,2,1,1,0,0,0,0,1,0,0,2,2,1,,,,,,,,,,,,,4,,6,,2,6,5,3,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,,2,3,3,2,3,5,1,0,1,1,0,0,,1,1,2,1,2,2,4,1
4084984,2020/11/7 1:16,1,65,11,13,3,4,5,1,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,4,4,11,,3,,1,1,1,2,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,,2,1,1,1,1,1,0,0,0,0,0,1,,2,2,1,1,1,1,4,2
4085130,2020/11/7 18:15,1,59,10,13,3,3,5,1,1,0,0,0,1,1,0,0,1,1,1,,,,,,,,,,,3,4,7,,1,,3,6,6,2,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,,,,,0,1,0,0,0,0,,3,2,1,1,1,5,4,3
4088250,2020/11/7 13:35,2,44,7,13,3,5,2,1,1,0,0,0,0,0,0,0,3,1,1,,,,,,,,,,,,,20,IT,5,,2,6,4,2,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,2,4,4,0,0,0,0,0,1,,1,1,3,3,1,3,3,2
4091573,2020/11/7 0:38,1,40,7,14,3,4,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,20,ITサービス,6,,1,3,1,3,6,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,,,,,0,0,0,0,0,1,,1,3,2,1,3,2,2,3
4092274,2020/11/7 18:05,1,37,6,13,3,5,5,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,,2,1,4,,1,,2,2,2,2,2,2,3,0,1,0,0,0,0,1,0,0,1,0,0,,2,2,1,1,4,4,0,0,1,1,0,0,,2,1,2,1,1,2,2,1
4096186,2020/11/7 17:10,1,59,10,13,3,4,1,1,1,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,4,,11,知的財産,1,6,6,1,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,,1,3,1,1,1,1,0,0,0,0,0,1,,,,,,,1,4,1
4107522,2020/11/7 2:11,1,61,11,14,3,1,4,1,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,2,,19,,1,,2,6,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,3,2,3,2,3,3,0,0,0,1,0,0,,1,1,2,1,1,3,3,1
4108477,2020/11/7 13:05,1,48,8,11,3,3,5,1,1,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,2,1,11,,2,,2,2,2,1,4,2,2,1,0,1,1,0,0,0,0,0,0,0,0,,3,3,2,2,3,2,0,0,0,0,0,1,,1,1,2,1,1,2,3,1
4109418,2020/11/7 7:16,2,41,7,13,3,5,5,1,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,,4,4,14,,10,,1,1,1,2,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,,1,1,1,1,2,2,0,1,0,1,0,0,,1,1,3,3,1,3,3,3
