分類,市場,水産市場ID,日付,種別,品名,販売方法,産地,銘柄,高値(円),中値(円),安値(円)
水産,豊洲,Sui_K1,2024-04-02,大物,いんど（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,いんど（冷凍）,せり・入札,各地海外込,,3564,1827,702
水産,豊洲,Sui_K1,2024-04-02,大物,まかじき（生鮮）,せり・入札,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,まかじき（生鮮）,せり・入札,海外,,,1620,
水産,豊洲,Sui_K1,2024-04-02,大物,めかじき（生鮮）,せり・入札,各地,,,2376,
水産,豊洲,Sui_K1,2024-04-02,大物,めかじき（生鮮）,せり・入札,海外,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,めかじき（冷凍）,せり・入札,各地海外込,フィーレ,2106,1318,1080
水産,豊洲,Sui_K1,2024-04-02,大物,その他（大物生）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-02,大物,その他（大物冷）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,しばえび,せり・入札,各地,,,6480,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,くるまえび,せり・入札,各地,天然,,22680,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,くるまえび,せり・入札,各地,養殖,10800,,2808
水産,豊洲,Sui_K1,2024-04-02,鮮魚,くるまえび,せり・入札,海外,養殖,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,めじ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,まだい,相対,各地,,3240,,864
水産,豊洲,Sui_K1,2024-04-02,鮮魚,きんめだい,相対,各地,,2808,2376,1944
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あまだい,相対,各地海外込,,6480,,3780
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ぶり・わらさ,相対,各地,ブリ,864,648,324
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ぶり・わらさ,相対,各地,ワラサ,486,432,270
水産,豊洲,Sui_K1,2024-04-02,鮮魚,いなだ・わかし,相対,各地,イナダ,810,756,594
水産,豊洲,Sui_K1,2024-04-02,鮮魚,はまち,相対,愛媛・鹿児島,,1026,999,972
水産,豊洲,Sui_K1,2024-04-02,鮮魚,はまち,相対,各地,,1026,999,972
水産,豊洲,Sui_K1,2024-04-02,鮮魚,はまち,相対,各地,活〆,1512,1485,1458
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ひらめ,相対,各地海外込,,2700,,756
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,各地,無頭,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,北海道,アカガレイ,648,540,432
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,北海道,クロガレイ,648,594,540
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,各地,マカレイ,648,594,540
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,各地,マコガレイ,864,,648
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かれい,相対,各地,アサバ,,324,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あじ,相対,佐賀,中,864,648,432
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あじ,相対,各地,中,972,,432
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あじ,相対,各地,中小,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あじ,相対,各地,小・豆,540,324,270
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さば,相対,各地,,756,540,432
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かつお,相対,鹿児島,,972,864,756
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かつお,相対,各地,,3024,,756
水産,豊洲,Sui_K1,2024-04-02,鮮魚,いわし,相対,各地,,864,648,324
水産,豊洲,Sui_K1,2024-04-02,鮮魚,にしん,相対,各地海外込,生,540,,432
水産,豊洲,Sui_K1,2024-04-02,鮮魚,にしん,相対,各地海外込,解凍,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さんま,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さんま,相対,各地,解凍,1620,,864
水産,豊洲,Sui_K1,2024-04-02,鮮魚,するめいか,相対,各地,,1512,1188,756
水産,豊洲,Sui_K1,2024-04-02,鮮魚,やりいか,相対,各地,,2484,,1404
水産,豊洲,Sui_K1,2024-04-02,鮮魚,煮だこ,相対,海外,,3024,,1944
水産,豊洲,Sui_K1,2024-04-02,鮮魚,たら類,相対,各地,生,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,たら類,相対,各地,ぶわ,,1512,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,たら類,相対,各地,フィーレ,1242,,918
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さけます類,相対,,シロサケ,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さけます類,相対,,アキサケ,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さけます類,相対,宮城,ギンＦ,2052,,1728
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さけます類,相対,各地,マス,3240,,1404
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かます,相対,各地,,2160,,324
水産,豊洲,Sui_K1,2024-04-02,鮮魚,めばる,相対,各地,,1620,,756
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2700,,1836
水産,豊洲,Sui_K1,2024-04-02,鮮魚,さわら・さごち,相対,各地海外込,サゴチ,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,きんき,相対,各地,,14040,,1944
水産,豊洲,Sui_K1,2024-04-02,鮮魚,めぬけ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,すずき,相対,各地,,918,,432
水産,豊洲,Sui_K1,2024-04-02,鮮魚,きす,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,いさき,相対,各地,,2160,,756
水産,豊洲,Sui_K1,2024-04-02,鮮魚,こはだ,相対,各地,,1620,,324
水産,豊洲,Sui_K1,2024-04-02,鮮魚,まながつお,せり・入札,各地,,,7560,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,まながつお,相対,各地海外込,,6480,,4320
水産,豊洲,Sui_K1,2024-04-02,鮮魚,たちうお,相対,各地海外込,,3240,,1296
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あんこう,相対,各地海外込,まる,540,,324
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あんこう,相対,各地海外込,きも,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あゆ,相対,各地,養殖,2160,,1944
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かき,相対,各地,むき,2160,1512,1188
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かき,相対,海外,むき,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かき,相対,岩手・宮城,むき,3564,2376,1296
水産,豊洲,Sui_K1,2024-04-02,鮮魚,かき,相対,各地,パック,346,,259
水産,豊洲,Sui_K1,2024-04-02,鮮魚,ほたて,相対,各地,煮,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,あかがい,相対,海外,,1296,,1080
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,せり・入札,各地,白,162000,,4860
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,せり・入札,各地,赤,21600,,1944
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,せり・入札,各地,中小箱込,5400,,2160
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,せり・入札,海外,大小込,4536,,1404
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,相対,各地,小箱,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,うに,相対,海外,小箱,2700,,2592
水産,豊洲,Sui_K1,2024-04-02,鮮魚,けがに,相対,各地,活,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,その他（鮮魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-02,鮮魚,その他（鮮魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活またい,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活またい,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活またい,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活またい,相対,各地,養殖,2160,,540
水産,豊洲,Sui_K1,2024-04-02,活魚,活ひらめ,せり・入札,各地,天然,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活ひらめ,せり・入札,各地,養殖,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活ひらめ,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活ひらめ,相対,各地,養殖,3240,,1350
水産,豊洲,Sui_K1,2024-04-02,活魚,活かんぱち,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,活あなご,相対,各地海外込,,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,その他（活魚）,せり・入札,,,,,
水産,豊洲,Sui_K1,2024-04-02,活魚,その他（活魚）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さば,相対,海外,,972,,540
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さんま,相対,各地,,1404,,1296
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷するめ,相対,各地,,2376,,2160
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷まだい,相対,海外,,,,
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷にしん,相対,海外,,231,,216
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷ぎんだら,相対,海外,,1728,,1080
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷かれい,相対,各地,アサバ子無,,,
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷かれい,相対,各地,カラス,1188,,1080
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷かれい,相対,各地,アサバ子持,540,,432
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さけ,相対,各地海外込,ベニサケ,1404,,1296
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷さけ,相対,各地海外込,ギンサケ,1080,,1026
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷もんごう,相対,海外,むき,2808,,1620
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷もんごう,相対,海外,まる,,,
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷たこ,相対,海外,煮,3024,,1944
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷えび,相対,海外,BT16-20,3780,,3456
水産,豊洲,Sui_K1,2024-04-02,冷凍,冷煮ずわい,相対,各地,,3240,,2268
水産,豊洲,Sui_K1,2024-04-02,冷凍,その他（冷凍）,相対,,,,,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,北海道,アキサケ,972,918,864
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,北海道,ベニサケ,,4320,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,岩手・宮城,養ギン,1458,1404,1350
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,アラスカ,ベニＦ,,,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,ロシア,ベニサケ,1512,1490,1458
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩さけ,相対,チリ,ギンＦ,1350,1296,1242
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩かずのこ,相対,各地,特大〜小,5400,,2700
水産,豊洲,Sui_K1,2024-04-02,塩干加工,こうなご,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,しらす干,せり・入札,各地,,1728,,1080
水産,豊洲,Sui_K1,2024-04-02,塩干加工,にぼし,せり・入札,各地,,702,,540
水産,豊洲,Sui_K1,2024-04-02,塩干加工,身欠にしん,相対,各地,乾,2484,,1944
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干さんま,相対,千葉,,,,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干さば,相対,千葉,,410,,216
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干かます,相対,各地,,432,,86
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干あじ,相対,各地,大,378,,324
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干あじ,相対,各地,中,270,,162
水産,豊洲,Sui_K1,2024-04-02,塩干加工,開干あじ,相対,各地,小,119,,97
水産,豊洲,Sui_K1,2024-04-02,塩干加工,めざし,相対,各地,,9720,,6480
水産,豊洲,Sui_K1,2024-04-02,塩干加工,蒲焼うなぎ,相対,海外,,4860,,4320
水産,豊洲,Sui_K1,2024-04-02,塩干加工,ししゃも,相対,各地,,216,,108
水産,豊洲,Sui_K1,2024-04-02,塩干加工,煮ほたるいか,相対,各地,,486,,378
水産,豊洲,Sui_K1,2024-04-02,塩干加工,煮ほたるいか,相対,富山,,756,,432
水産,豊洲,Sui_K1,2024-04-02,塩干加工,すけこ,相対,各地,生,3564,2700,2160
水産,豊洲,Sui_K1,2024-04-02,塩干加工,すけこ,相対,各地,冷凍,1944,1728,1296
水産,豊洲,Sui_K1,2024-04-02,塩干加工,かまぼこ,相対,各地,小板,1944,,227
水産,豊洲,Sui_K1,2024-04-02,塩干加工,ちくわ,相対,各地,,184,,97
水産,豊洲,Sui_K1,2024-04-02,塩干加工,あげもの,相対,各地,,,,
水産,豊洲,Sui_K1,2024-04-02,塩干加工,塩ます,相対,北海道,,756,734,702
水産,豊洲,Sui_K1,2024-04-02,塩干加工,干するめ,相対,各地,,7236,,5832
水産,豊洲,Sui_K1,2024-04-02,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-04-02,大物,めばち（冷凍）,せり・入札,各地海外込,,1728,,810
水産,足立,Sui_K2,2024-04-02,大物,めばち（冷凍）,相対,各地海外込,,972,,778
水産,足立,Sui_K2,2024-04-02,大物,いんど（冷凍）,せり・入札,各地海外込,,2700,,1404
水産,足立,Sui_K2,2024-04-02,大物,その他（大物冷）,相対,,,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,めじ,第三者販売,各地,,,756,
水産,足立,Sui_K2,2024-04-02,鮮魚,きんめだい,相対,各地,,2916,,2160
水産,足立,Sui_K2,2024-04-02,鮮魚,きんめだい,第三者販売,各地,,,2916,
水産,足立,Sui_K2,2024-04-02,鮮魚,ぶり・わらさ,相対,各地,ブリ,972,648,540
水産,足立,Sui_K2,2024-04-02,鮮魚,ぶり・わらさ,相対,各地,ワラサ,594,,400
水産,足立,Sui_K2,2024-04-02,鮮魚,ぶり・わらさ,第三者販売,各地,ブリ,702,,518
水産,足立,Sui_K2,2024-04-02,鮮魚,ぶり・わらさ,第三者販売,各地,ワラサ,,594,
水産,足立,Sui_K2,2024-04-02,鮮魚,はまち,相対,各地,,1836,1512,886
水産,足立,Sui_K2,2024-04-02,鮮魚,はまち,相対,各地,活〆,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,はまち,第三者販売,各地,,1728,1512,950
水産,足立,Sui_K2,2024-04-02,鮮魚,はまち,第三者販売,各地,活〆,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,かれい,相対,各地,マコガレイ,,540,
水産,足立,Sui_K2,2024-04-02,鮮魚,かれい,相対,各地,アカガレイ,540,,324
水産,足立,Sui_K2,2024-04-02,鮮魚,かれい,第三者販売,各地,マコガレイ,,540,
水産,足立,Sui_K2,2024-04-02,鮮魚,かれい,第三者販売,各地,アカガレイ,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,あじ,相対,各地,中,2160,918,540
水産,足立,Sui_K2,2024-04-02,鮮魚,あじ,第三者販売,各地,中,2160,918,648
水産,足立,Sui_K2,2024-04-02,鮮魚,さば,相対,各地,,2916,713,389
水産,足立,Sui_K2,2024-04-02,鮮魚,さば,第三者販売,各地,,,1296,
水産,足立,Sui_K2,2024-04-02,鮮魚,かつお,相対,各地,,1836,1188,702
水産,足立,Sui_K2,2024-04-02,鮮魚,かつお,第三者販売,各地,,1728,,864
水産,足立,Sui_K2,2024-04-02,鮮魚,いわし,相対,各地,,864,356,243
水産,足立,Sui_K2,2024-04-02,鮮魚,いわし,第三者販売,各地,,648,540,
水産,足立,Sui_K2,2024-04-02,鮮魚,するめいか,相対,各地,,1469,1339,1188
水産,足立,Sui_K2,2024-04-02,鮮魚,するめいか,第三者販売,各地,,,1404,
水産,足立,Sui_K2,2024-04-02,鮮魚,さわら・さごち,相対,各地海外込,サワラ,2484,,1944
水産,足立,Sui_K2,2024-04-02,鮮魚,さわら・さごち,第三者販売,各地海外込,サワラ,2484,,1512
水産,足立,Sui_K2,2024-04-02,鮮魚,あんこう,相対,各地海外込,,864,,810
水産,足立,Sui_K2,2024-04-02,鮮魚,あんこう,相対,各地海外込,きも,5400,,4320
水産,足立,Sui_K2,2024-04-02,鮮魚,かき,相対,各地,,2700,1188,648
水産,足立,Sui_K2,2024-04-02,鮮魚,かき,相対,各地,パック,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,かき,第三者販売,各地,,,702,
水産,足立,Sui_K2,2024-04-02,鮮魚,かき,第三者販売,各地,パック,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,うに,相対,各地,,8640,,4860
水産,足立,Sui_K2,2024-04-02,鮮魚,うに,相対,海外,大小込,8100,6480,4320
水産,足立,Sui_K2,2024-04-02,鮮魚,うに,第三者販売,各地,,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,うに,第三者販売,海外,大小込,,7560,
水産,足立,Sui_K2,2024-04-02,鮮魚,その他（鮮魚）,相対,,,,,
水産,足立,Sui_K2,2024-04-02,鮮魚,その他（鮮魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-02,活魚,活またい,相対,各地,養殖,3240,1328,648
水産,足立,Sui_K2,2024-04-02,活魚,活またい,第三者販売,各地,養殖,1566,1242,86
水産,足立,Sui_K2,2024-04-02,活魚,活ひらめ,相対,各地,養殖,3780,2862,
水産,足立,Sui_K2,2024-04-02,活魚,活ひらめ,第三者販売,各地,養殖,,3046,
水産,足立,Sui_K2,2024-04-02,活魚,その他（活魚）,相対,,,,,
水産,足立,Sui_K2,2024-04-02,活魚,その他（活魚）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-02,冷凍,冷さば,相対,海外,,1991,,756
水産,足立,Sui_K2,2024-04-02,冷凍,冷さば,第三者販売,海外,,,756,
水産,足立,Sui_K2,2024-04-02,冷凍,冷するめ,相対,各地,,2430,2369,
水産,足立,Sui_K2,2024-04-02,冷凍,冷するめ,第三者販売,各地,,,2430,
水産,足立,Sui_K2,2024-04-02,冷凍,冷ぎんだら,相対,海外,,1782,1620,1296
水産,足立,Sui_K2,2024-04-02,冷凍,冷ぎんだら,第三者販売,海外,,1782,1728,540
水産,足立,Sui_K2,2024-04-02,冷凍,冷さけ,相対,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-02,冷凍,冷さけ,相対,各地海外込,ギンサケ,1793,,1134
水産,足立,Sui_K2,2024-04-02,冷凍,冷さけ,第三者販売,各地海外込,ベニサケ,,,
水産,足立,Sui_K2,2024-04-02,冷凍,冷さけ,第三者販売,各地海外込,ギンサケ,1242,,1058
水産,足立,Sui_K2,2024-04-02,冷凍,冷たこ,第三者販売,海外,,,4474,
水産,足立,Sui_K2,2024-04-02,冷凍,冷えび,相対,海外,BT16-20,2550,2124,1800
水産,足立,Sui_K2,2024-04-02,冷凍,冷えび,第三者販売,海外,BT16-20,2460,,2400
水産,足立,Sui_K2,2024-04-02,冷凍,その他（冷凍）,相対,,,,,
水産,足立,Sui_K2,2024-04-02,冷凍,その他（冷凍）,第三者販売,,,,,
水産,足立,Sui_K2,2024-04-02,塩干加工,塩さけ,相対,各地海外込,ベニサケ,,1674,
水産,足立,Sui_K2,2024-04-02,塩干加工,塩さけ,相対,各地海外込,ギンサケ,1728,1350,756
水産,足立,Sui_K2,2024-04-02,塩干加工,塩さけ,相対,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-04-02,塩干加工,塩さけ,第三者販売,各地海外込,ベニサケ,2160,,1674
水産,足立,Sui_K2,2024-04-02,塩干加工,塩さけ,第三者販売,各地海外込,ギンサケ,1620,1544,1242
水産,足立,Sui_K2,2024-04-02,塩干加工,塩さけ,第三者販売,北海道,トキサケ,,,
水産,足立,Sui_K2,2024-04-02,塩干加工,しらす干,相対,各地,,5562,,2484
水産,足立,Sui_K2,2024-04-02,塩干加工,しらす干,第三者販売,各地,,4752,3283,1944
水産,足立,Sui_K2,2024-04-02,塩干加工,開干さば,相対,千葉,,,864,
水産,足立,Sui_K2,2024-04-02,塩干加工,開干あじ,相対,各地,大～小,324,189,70
水産,足立,Sui_K2,2024-04-02,塩干加工,開干あじ,第三者販売,各地,大～小,259,216,97
水産,足立,Sui_K2,2024-04-02,塩干加工,蒲焼うなぎ,相対,各地,,10206,,1836
水産,足立,Sui_K2,2024-04-02,塩干加工,蒲焼うなぎ,第三者販売,各地,,3078,,2581
水産,足立,Sui_K2,2024-04-02,塩干加工,煮ほたるいか,相対,富山,,,,
水産,足立,Sui_K2,2024-04-02,塩干加工,煮ほたるいか,相対,兵庫,,400,378,324
水産,足立,Sui_K2,2024-04-02,塩干加工,煮ほたるいか,第三者販売,富山,,,,
水産,足立,Sui_K2,2024-04-02,塩干加工,煮ほたるいか,第三者販売,兵庫,,,378,
水産,足立,Sui_K2,2024-04-02,塩干加工,すけこ,相対,各地,,,2052,
水産,足立,Sui_K2,2024-04-02,塩干加工,かまぼこ,相対,各地,,724,,85
水産,足立,Sui_K2,2024-04-02,塩干加工,かまぼこ,第三者販売,各地,,,319,
水産,足立,Sui_K2,2024-04-02,塩干加工,その他（塩干加工）,相対,,,,,
水産,足立,Sui_K2,2024-04-02,塩干加工,その他（塩干加工）,第三者販売,,,,,
水産,大田,Sui_K3,2024-04-02,大物,まぐろ（生鮮）,相対,各地,,,3658,
水産,大田,Sui_K3,2024-04-02,大物,まぐろ（生鮮）,相対,海外,,,,
水産,大田,Sui_K3,2024-04-02,大物,めばち（冷凍）,せり・入札,各地海外込,,1404,972,756
水産,大田,Sui_K3,2024-04-02,大物,その他（大物冷）,相対,,,,,
水産,大田,Sui_K3,2024-04-02,鮮魚,めじ,相対,各地,,,1296,
水産,大田,Sui_K3,2024-04-02,鮮魚,まだい,相対,各地,,4320,1933,1080
水産,大田,Sui_K3,2024-04-02,鮮魚,ぶり・わらさ,相対,各地,ブリ,994,826,779
水産,大田,Sui_K3,2024-04-02,鮮魚,はまち,相対,各地,,1382,1312,1242
水産,大田,Sui_K3,2024-04-02,鮮魚,はまち,相対,各地,活〆,,,
水産,大田,Sui_K3,2024-04-02,鮮魚,あじ,相対,各地,中,3240,1392,756
水産,大田,Sui_K3,2024-04-02,鮮魚,さば,相対,各地,,,2160,
