分類,市場,花き市場ID,日付,種別,品名,販売方法,卸売数量,単位
花き,板橋,Kak_K3,2024-06-29,鉢物,マッサンゲアーナ,相対,3,鉢
花き,板橋,Kak_K3,2024-06-29,鉢物,ベンジャミン,せり・入札,2,鉢
花き,板橋,Kak_K3,2024-06-29,鉢物,ハイドランジア,せり・入札,14,鉢
花き,板橋,Kak_K3,2024-06-29,鉢物,ハイドランジア,相対,64,鉢
花き,板橋,Kak_K3,2024-06-29,鉢物,その他の鉢物,せり・入札,1217,鉢
花き,板橋,Kak_K3,2024-06-29,鉢物,その他の鉢物,相対,1163,鉢
花き,板橋,Kak_K3,2024-06-29,苗物,その他の苗物,せり・入札,6411,ポット
花き,板橋,Kak_K3,2024-06-29,苗物,その他の苗物,相対,4798,ポット
花き,板橋,Kak_K3,2024-06-29,苗物,その他の苗物,第三者販売,1,ポット
花き,板橋,Kak_K3,2024-06-29,その他,その他の花き,相対,12,箱
花き,葛西,Kak_K4,2024-06-29,鉢物,エラチオールベゴニア,せり・入札,209,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,エラチオールベゴニア,相対,66,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,インパチェンス,せり・入札,164,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,インパチェンス,相対,118,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ゼラニューム,せり・入札,66,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ゼラニューム,相対,12,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,カランコエ,相対,24,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ハイビスカス,せり・入札,537,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ハイビスカス,相対,204,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ファレノプシス,せり・入札,235,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ファレノプシス,相対,331,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,スパティフィラム,せり・入札,24,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ディフェンバキア,せり・入札,20,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ディフェンバキア,相対,24,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ポトス,せり・入札,105,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ポトス,相対,54,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ポトス,第三者販売,8,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,アジアンタム,せり・入札,39,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,アジアンタム,第三者販売,32,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,マッサンゲアーナ,せり・入札,7,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,マッサンゲアーナ,相対,4,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,マッサンゲアーナ,第三者販売,4,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ハイドランジア,せり・入札,111,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,ハイドランジア,相対,53,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,その他の鉢物,せり・入札,4296,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,その他の鉢物,相対,2607,鉢
花き,葛西,Kak_K4,2024-06-29,鉢物,その他の鉢物,第三者販売,210,鉢
花き,葛西,Kak_K4,2024-06-29,苗物,その他の苗物,せり・入札,11245,ポット
花き,葛西,Kak_K4,2024-06-29,苗物,その他の苗物,相対,10275,ポット
花き,葛西,Kak_K4,2024-06-29,苗物,その他の苗物,第三者販売,2520,ポット
花き,葛西,Kak_K4,2024-06-29,その他,その他の花き,第三者販売,160,箱
花き,世田谷,Kak_K5,2024-06-29,鉢物,エラチオールベゴニア,せり・入札,127,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,エラチオールベゴニア,相対,6,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,インパチェンス,せり・入札,362,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,インパチェンス,相対,68,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ゼラニューム,せり・入札,240,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ゼラニューム,相対,70,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,カランコエ,せり・入札,80,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,カランコエ,相対,12,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ハイビスカス,せり・入札,373,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ハイビスカス,相対,31,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ブーゲンビレア,せり・入札,36,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ブーゲンビレア,相対,11,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ファレノプシス,せり・入札,201,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ファレノプシス,相対,716,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ディフェンバキア,相対,42,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ポトス,せり・入札,15,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ポトス,相対,24,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,アジアンタム,せり・入札,18,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,アジアンタム,相対,48,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,マッサンゲアーナ,相対,2,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ベンジャミン,相対,4,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ハイドランジア,せり・入札,156,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,ハイドランジア,相対,12,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,その他の鉢物,せり・入札,18451,鉢
花き,世田谷,Kak_K5,2024-06-29,鉢物,その他の鉢物,相対,6683,鉢
花き,世田谷,Kak_K5,2024-06-29,苗物,その他の苗物,せり・入札,735,ポット
花き,世田谷,Kak_K5,2024-06-29,苗物,その他の苗物,相対,556,ポット
花き,世田谷,Kak_K5,2024-06-29,その他,その他の花き,相対,2,箱
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(白)岩の白扇,せり・入札,1280,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(白)岩の白扇,相対,8600,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(白)岩の白扇,第三者販売,3420,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(白)精の一世,せり・入札,10920,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(白)精の一世,相対,81320,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(白)精の一世,第三者販売,25380,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(黄),せり・入札,5300,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(黄),相対,22450,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(黄),第三者販売,8580,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(赤),せり・入札,520,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(赤),相対,2440,本
花き,北足立,Kak_K1,2024-07-01,切花,輪菊(赤),第三者販売,580,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(白),せり・入札,3160,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(白),相対,15520,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(白),第三者販売,5020,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(黄),せり・入札,2960,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(黄),相対,8600,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(黄),第三者販売,1140,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(ピ),せり・入札,3330,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(ピ),相対,10930,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレー菊(ピ),第三者販売,1300,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(白),せり・入札,400,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(白),相対,4870,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(白),第三者販売,880,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(黄),せり・入札,3740,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(黄),相対,10220,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(黄),第三者販売,580,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(赤),せり・入札,1600,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(赤),相対,6930,本
花き,北足立,Kak_K1,2024-07-01,切花,小菊(赤),第三者販売,1750,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(白),せり・入札,2270,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(白),相対,3120,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(白),第三者販売,800,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(赤),せり・入札,2600,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(赤),相対,10270,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(赤),第三者販売,2160,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(ピ),せり・入札,2150,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(ピ),相対,6750,本
花き,北足立,Kak_K1,2024-07-01,切花,カーネーション(ピ),第三者販売,815,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーカーネ(ピ),せり・入札,944,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーカーネ(ピ),相対,4975,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーカーネ(ピ),第三者販売,1100,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーカーネ(複),せり・入札,600,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーカーネ(複),相対,3700,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーカーネ(複),第三者販売,802,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(白),せり・入札,940,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(白),相対,580,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(白),第三者販売,270,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(黄),せり・入札,150,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(黄),相対,860,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(黄),第三者販売,220,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(赤),せり・入札,2030,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(赤),相対,3255,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(赤),第三者販売,670,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(ピ),せり・入札,2085,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(ピ),相対,3665,本
花き,北足立,Kak_K1,2024-07-01,切花,バラ(ピ),第三者販売,545,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーバラ,せり・入札,2110,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーバラ,相対,3155,本
花き,北足立,Kak_K1,2024-07-01,切花,スプレーバラ,第三者販売,1880,本
花き,北足立,Kak_K1,2024-07-01,切花,鉄砲ゆり,せり・入札,140,本
花き,北足立,Kak_K1,2024-07-01,切花,鉄砲ゆり,相対,1430,本
花き,北足立,Kak_K1,2024-07-01,切花,鉄砲ゆり,第三者販売,220,本
花き,北足立,Kak_K1,2024-07-01,切花,すかしゆり,せり・入札,3560,本
花き,北足立,Kak_K1,2024-07-01,切花,すかしゆり,相対,1990,本
花き,北足立,Kak_K1,2024-07-01,切花,すかしゆり,第三者販売,420,本
花き,北足立,Kak_K1,2024-07-01,切花,ハイブリッド,せり・入札,3810,本
花き,北足立,Kak_K1,2024-07-01,切花,ハイブリッド,相対,6010,本
花き,北足立,Kak_K1,2024-07-01,切花,ハイブリッド,第三者販売,1035,本
花き,北足立,Kak_K1,2024-07-01,切花,シニュアータ系,せり・入札,6130,本
花き,北足立,Kak_K1,2024-07-01,切花,シニュアータ系,相対,10700,本
花き,北足立,Kak_K1,2024-07-01,切花,シニュアータ系,第三者販売,3380,本
花き,北足立,Kak_K1,2024-07-01,切花,その他スターチス,せり・入札,850,本
花き,北足立,Kak_K1,2024-07-01,切花,その他スターチス,相対,1900,本
花き,北足立,Kak_K1,2024-07-01,切花,その他スターチス,第三者販売,805,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(ピ),せり・入札,70,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(ピ),相対,170,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(ピ),第三者販売,30,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(紫),せり・入札,150,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(紫),相対,340,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(紫),第三者販売,190,本
花き,北足立,Kak_K1,2024-07-01,切花,トルコキキョウ(複),相対,140,本
花き,北足立,Kak_K1,2024-07-01,切花,カトレア,相対,283,本
花き,北足立,Kak_K1,2024-07-01,切花,カトレア,第三者販売,180,本
花き,北足立,Kak_K1,2024-07-01,切花,デンファレ,せり・入札,295,本
花き,北足立,Kak_K1,2024-07-01,切花,デンファレ,相対,2180,本
花き,北足立,Kak_K1,2024-07-01,切花,デンファレ,第三者販売,655,本
花き,北足立,Kak_K1,2024-07-01,切花,宿根かすみ草,せり・入札,1125,本
花き,北足立,Kak_K1,2024-07-01,切花,宿根かすみ草,せり・入札,,本
花き,北足立,Kak_K1,2024-07-01,切花,宿根かすみ草,相対,5370,本
花き,北足立,Kak_K1,2024-07-01,切花,宿根かすみ草,相対,,本
花き,北足立,Kak_K1,2024-07-01,切花,宿根かすみ草,第三者販売,2830,本
花き,北足立,Kak_K1,2024-07-01,切花,宿根かすみ草,第三者販売,,本
花き,北足立,Kak_K1,2024-07-01,切花,ガーベラ,せり・入札,2599,本
花き,北足立,Kak_K1,2024-07-01,切花,ガーベラ,せり・入札,,本
花き,北足立,Kak_K1,2024-07-01,切花,ガーベラ,相対,8863,本
花き,北足立,Kak_K1,2024-07-01,切花,ガーベラ,相対,,本
花き,北足立,Kak_K1,2024-07-01,切花,ガーベラ,第三者販売,1240,本
花き,北足立,Kak_K1,2024-07-01,切花,ガーベラ,第三者販売,,本
花き,北足立,Kak_K1,2024-07-01,切花,デルフィニューム,せり・入札,300,本
花き,北足立,Kak_K1,2024-07-01,切花,デルフィニューム,せり・入札,,本
花き,北足立,Kak_K1,2024-07-01,切花,デルフィニューム,相対,3373,本
花き,北足立,Kak_K1,2024-07-01,切花,デルフィニューム,相対,,本
花き,北足立,Kak_K1,2024-07-01,切花,デルフィニューム,第三者販売,540,本
花き,北足立,Kak_K1,2024-07-01,切花,デルフィニューム,第三者販売,,本
花き,北足立,Kak_K1,2024-07-01,切花,ひまわり,せり・入札,3670,本
花き,北足立,Kak_K1,2024-07-01,切花,ひまわり,相対,9275,本
花き,北足立,Kak_K1,2024-07-01,切花,ひまわり,第三者販売,2175,本
花き,北足立,Kak_K1,2024-07-01,切花,リアトリス,せり・入札,2090,本
花き,北足立,Kak_K1,2024-07-01,切花,リアトリス,相対,3010,本
花き,北足立,Kak_K1,2024-07-01,切花,リアトリス,第三者販売,440,本
花き,北足立,Kak_K1,2024-07-01,切花,りんどう,せり・入札,2620,本
花き,北足立,Kak_K1,2024-07-01,切花,りんどう,せり・入札,,本
花き,北足立,Kak_K1,2024-07-01,切花,りんどう,相対,9090,本
花き,北足立,Kak_K1,2024-07-01,切花,りんどう,相対,,本
花き,北足立,Kak_K1,2024-07-01,切花,りんどう,第三者販売,1310,本
花き,北足立,Kak_K1,2024-07-01,切花,りんどう,第三者販売,,本
花き,北足立,Kak_K1,2024-07-01,切花,その他の切花,せり・入札,37366,本
花き,北足立,Kak_K1,2024-07-01,切花,その他の切花,相対,90626,本
花き,北足立,Kak_K1,2024-07-01,切花,その他の切花,第三者販売,21731,本
花き,北足立,Kak_K1,2024-07-01,切葉,フェニックス,相対,4100,枚
花き,北足立,Kak_K1,2024-07-01,切葉,フェニックス,第三者販売,400,枚
花き,北足立,Kak_K1,2024-07-01,切葉,レザーファン,せり・入札,400,枚
花き,北足立,Kak_K1,2024-07-01,切葉,レザーファン,相対,4260,枚
花き,北足立,Kak_K1,2024-07-01,切葉,レザーファン,相対,,枚
花き,北足立,Kak_K1,2024-07-01,切葉,レザーファン,第三者販売,1800,枚
花き,北足立,Kak_K1,2024-07-01,切葉,レザーファン,第三者販売,,枚
花き,北足立,Kak_K1,2024-07-01,切葉,その他の切葉,せり・入札,5456,枚
花き,北足立,Kak_K1,2024-07-01,切葉,その他の切葉,相対,15615,枚
花き,北足立,Kak_K1,2024-07-01,切葉,その他の切葉,第三者販売,5234,枚
花き,北足立,Kak_K1,2024-07-01,切枝,そけい,相対,210,本
花き,北足立,Kak_K1,2024-07-01,切枝,そけい,第三者販売,30,本
花き,北足立,Kak_K1,2024-07-01,切枝,どうだんつつじ,相対,115,本
花き,北足立,Kak_K1,2024-07-01,切枝,どうだんつつじ,第三者販売,25,本
花き,北足立,Kak_K1,2024-07-01,切枝,その他の切枝,せり・入札,2324,本
花き,北足立,Kak_K1,2024-07-01,切枝,その他の切枝,相対,10808,本
花き,北足立,Kak_K1,2024-07-01,切枝,その他の切枝,第三者販売,3277,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(白),せり・入札,4140,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(白),相対,3720,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(白)岩の白扇,せり・入札,3700,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(白)岩の白扇,相対,22320,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(白)精の一世,せり・入札,7360,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(白)精の一世,相対,242620,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(黄),せり・入札,11400,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(黄),相対,93730,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(赤),せり・入札,760,本
花き,大田,Kak_K2,2024-07-01,切花,輪菊(赤),相対,11370,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(白),せり・入札,5400,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(白),相対,82530,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(白),商物分離,720,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(黄),せり・入札,6670,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(黄),相対,44400,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(黄),商物分離,720,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(ピ),せり・入札,7920,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(ピ),相対,58860,本
花き,大田,Kak_K2,2024-07-01,切花,スプレー菊(ピ),商物分離,720,本
花き,大田,Kak_K2,2024-07-01,切花,小菊(白),せり・入札,1910,本
花き,大田,Kak_K2,2024-07-01,切花,小菊(白),相対,41895,本
花き,大田,Kak_K2,2024-07-01,切花,小菊(黄),せり・入札,8180,本
花き,大田,Kak_K2,2024-07-01,切花,小菊(黄),相対,62660,本
花き,大田,Kak_K2,2024-07-01,切花,小菊(赤),せり・入札,5005,本
花き,大田,Kak_K2,2024-07-01,切花,小菊(赤),相対,59455,本
花き,大田,Kak_K2,2024-07-01,切花,カーネーション(白),せり・入札,7185,本
花き,大田,Kak_K2,2024-07-01,切花,カーネーション(白),相対,35765,本
花き,大田,Kak_K2,2024-07-01,切花,カーネーション(赤),せり・入札,7230,本
花き,大田,Kak_K2,2024-07-01,切花,カーネーション(赤),相対,41244,本
花き,大田,Kak_K2,2024-07-01,切花,カーネーション(ピ),せり・入札,5216,本
花き,大田,Kak_K2,2024-07-01,切花,カーネーション(ピ),相対,39456,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーカーネ(ピ),せり・入札,4925,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーカーネ(ピ),相対,80693,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーカーネ(複),せり・入札,5025,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーカーネ(複),相対,34831,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(白),せり・入札,3065,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(白),相対,22545,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(黄),せり・入札,2634,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(黄),相対,14130,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(黄),商物分離,20,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(赤),せり・入札,11974,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(赤),相対,24535,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(赤),商物分離,510,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(ピ),せり・入札,11510,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(ピ),相対,39534,本
花き,大田,Kak_K2,2024-07-01,切花,バラ(ピ),商物分離,870,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーバラ,せり・入札,12504,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーバラ,相対,48056,本
花き,大田,Kak_K2,2024-07-01,切花,スプレーバラ,商物分離,110,本
花き,大田,Kak_K2,2024-07-01,切花,鉄砲ゆり,せり・入札,1260,本
花き,大田,Kak_K2,2024-07-01,切花,鉄砲ゆり,相対,10695,本
花き,大田,Kak_K2,2024-07-01,切花,すかしゆり,せり・入札,4140,本
花き,大田,Kak_K2,2024-07-01,切花,すかしゆり,相対,14880,本
花き,大田,Kak_K2,2024-07-01,切花,ハイブリッド,せり・入札,23460,本
花き,大田,Kak_K2,2024-07-01,切花,ハイブリッド,相対,54445,本
花き,大田,Kak_K2,2024-07-01,切花,ハイブリッド,商物分離,680,本
花き,大田,Kak_K2,2024-07-01,切花,シニュアータ系,せり・入札,20900,本
花き,大田,Kak_K2,2024-07-01,切花,シニュアータ系,相対,68542,本
花き,大田,Kak_K2,2024-07-01,切花,その他スターチス,せり・入札,4585,本
花き,大田,Kak_K2,2024-07-01,切花,その他スターチス,相対,26594,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(白),せり・入札,8200,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(白),相対,20760,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(ピ),せり・入札,5945,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(ピ),相対,16615,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(紫),せり・入札,3730,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(紫),相対,15150,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(複),せり・入札,1700,本
花き,大田,Kak_K2,2024-07-01,切花,トルコキキョウ(複),相対,6365,本
花き,大田,Kak_K2,2024-07-01,切花,カトレア,せり・入札,121,本
花き,大田,Kak_K2,2024-07-01,切花,カトレア,相対,2358,本
花き,大田,Kak_K2,2024-07-01,切花,カトレア,商物分離,30,本
花き,大田,Kak_K2,2024-07-01,切花,デンファレ,せり・入札,2875,本
花き,大田,Kak_K2,2024-07-01,切花,デンファレ,相対,25740,本
花き,大田,Kak_K2,2024-07-01,切花,宿根かすみ草,せり・入札,5545,本
花き,大田,Kak_K2,2024-07-01,切花,宿根かすみ草,せり・入札,,本
花き,大田,Kak_K2,2024-07-01,切花,宿根かすみ草,相対,49460,本
花き,大田,Kak_K2,2024-07-01,切花,宿根かすみ草,相対,,本
花き,大田,Kak_K2,2024-07-01,切花,ガーベラ,せり・入札,20236,本
花き,大田,Kak_K2,2024-07-01,切花,ガーベラ,せり・入札,,本
花き,大田,Kak_K2,2024-07-01,切花,ガーベラ,相対,100832,本
花き,大田,Kak_K2,2024-07-01,切花,ガーベラ,相対,,本
花き,大田,Kak_K2,2024-07-01,切花,ガーベラ,商物分離,10,本
花き,大田,Kak_K2,2024-07-01,切花,デルフィニューム,せり・入札,1640,本
花き,大田,Kak_K2,2024-07-01,切花,デルフィニューム,せり・入札,,本
花き,大田,Kak_K2,2024-07-01,切花,デルフィニューム,相対,29630,本
花き,大田,Kak_K2,2024-07-01,切花,デルフィニューム,相対,,本
花き,大田,Kak_K2,2024-07-01,切花,デルフィニューム,第三者販売,200,本
花き,大田,Kak_K2,2024-07-01,切花,ひまわり,せり・入札,30855,本
花き,大田,Kak_K2,2024-07-01,切花,ひまわり,相対,87905,本
花き,大田,Kak_K2,2024-07-01,切花,ひまわり,第三者販売,150,本
花き,大田,Kak_K2,2024-07-01,切花,ひまわり,商物分離,80,本
花き,大田,Kak_K2,2024-07-01,切花,リアトリス,せり・入札,8320,本
花き,大田,Kak_K2,2024-07-01,切花,リアトリス,相対,30170,本
花き,大田,Kak_K2,2024-07-01,切花,リアトリス,商物分離,10,本
花き,大田,Kak_K2,2024-07-01,切花,りんどう,せり・入札,14580,本
花き,大田,Kak_K2,2024-07-01,切花,りんどう,せり・入札,,本
花き,大田,Kak_K2,2024-07-01,切花,りんどう,相対,69140,本
花き,大田,Kak_K2,2024-07-01,切花,りんどう,相対,,本
花き,大田,Kak_K2,2024-07-01,切花,その他の切花,せり・入札,141994,本
花き,大田,Kak_K2,2024-07-01,切花,その他の切花,相対,882650,本
花き,大田,Kak_K2,2024-07-01,切花,その他の切花,第三者販売,750,本
花き,大田,Kak_K2,2024-07-01,切花,その他の切花,商物分離,2706,本
花き,大田,Kak_K2,2024-07-01,切葉,フェニックス,せり・入札,680,枚
花き,大田,Kak_K2,2024-07-01,切葉,フェニックス,相対,18040,枚
花き,大田,Kak_K2,2024-07-01,切葉,レザーファン,せり・入札,8935,枚
花き,大田,Kak_K2,2024-07-01,切葉,レザーファン,せり・入札,,枚
花き,大田,Kak_K2,2024-07-01,切葉,レザーファン,相対,41285,枚
花き,大田,Kak_K2,2024-07-01,切葉,レザーファン,相対,,枚
花き,大田,Kak_K2,2024-07-01,切葉,レザーファン,商物分離,20,枚
花き,大田,Kak_K2,2024-07-01,切葉,その他の切葉,せり・入札,24805,枚
花き,大田,Kak_K2,2024-07-01,切葉,その他の切葉,相対,128066,枚
花き,大田,Kak_K2,2024-07-01,切葉,その他の切葉,第三者販売,80,枚
花き,大田,Kak_K2,2024-07-01,切葉,その他の切葉,商物分離,249,枚
花き,大田,Kak_K2,2024-07-01,切枝,そけい,相対,10989,本
花き,大田,Kak_K2,2024-07-01,切枝,どうだんつつじ,せり・入札,226,本
花き,大田,Kak_K2,2024-07-01,切枝,どうだんつつじ,相対,7648,本
花き,大田,Kak_K2,2024-07-01,切枝,どうだんつつじ,第三者販売,340,本
花き,大田,Kak_K2,2024-07-01,切枝,その他の切枝,せり・入札,30150,本
花き,大田,Kak_K2,2024-07-01,切枝,その他の切枝,相対,121379,本
花き,大田,Kak_K2,2024-07-01,切枝,その他の切枝,第三者販売,330,本
花き,大田,Kak_K2,2024-07-01,切枝,その他の切枝,商物分離,603,本
花き,大田,Kak_K2,2024-07-01,鉢物,エラチオールベゴニア,せり・入札,30,鉢
花き,大田,Kak_K2,2024-07-01,鉢物,インパチェンス,せり・入札,2,鉢
花き,大田,Kak_K2,2024-07-01,鉢物,インパチェンス,相対,18,鉢
花き,大田,Kak_K2,2024-07-01,鉢物,ハイビスカス,せり・入札,423,鉢
花き,大田,Kak_K2,2024-07-01,鉢物,ハイビスカス,相対,262,鉢
