"管理番号","設置形式","設置本数","調査結果","緯度","経度","経度","緯度","分類"
"江7-074","建柱式","1","点検済","35.7229698905","139.661445916","139.661442322288","35.7229698953326","点検済"
"新9-192","建柱式","1","点検済","35.7197083059","139.661453028","139.661449465801","35.7197082988983","点検済"
"新7-159","建柱式","1","点検済","35.7208641717","139.66322422","139.663220636565","35.720864171465","点検済"
"新9-204","建柱式","1","点検済","35.7215140674","139.661530764","139.661527184034","35.7215140670825","点検済"
"桃9-102","建柱式","1","点検済","35.7043838751","139.661575143","139.66157171951","35.704383817372","点検済"
"新9-148","建柱式","1","点検済","35.7186667955","139.661548047","139.661544494238","35.7186667848404","点検済"
"新7-095","建柱式","1","点検済","35.7120367501","139.663277864","139.663274362954","35.7120367193322","点検済"
"江7-062","建柱式","1","点検済","35.7238637698","139.661574662","139.661571058966","35.7238637780829","点検済"
"桃9-061","建柱式","1","点検済","35.7037947994","139.661627635","139.661624216882","35.7037947399136","点検済"
"新9-205","建柱式","1","点検済","35.720542329","139.661597333","139.661593761962","35.7205423252403","点検済"
"桃7-008","建柱式","1","点検済","35.7009572628","139.661672562","139.661669169124","35.7009571948343","点検済"
"新9-234","建柱式","1","点検済","35.7222533394","139.661627495","139.661623907365","35.7222533419174","点検済"
"鍋14-003","建柱式","1","点検済","35.695150378","139.661689116","139.661685771792","35.6951502924516","点検済"
"新8-030","建柱式","1","点検済","35.7130068566","139.661651853","139.661648351698","35.7130068265966","点検済"
"新8-029","壁掛式","1","点検済","35.7135704737","139.661663399","139.661659892575","35.7135704455907","点検済"
"新9-162","建柱式","1","点検済","35.7180272139","139.661657488","139.661653940751","35.7180272010615","点検済"
"桃9-053","建柱式","1","点検済","35.7020856784","139.661708911","139.661705507445","35.7020856138863","点検済"
"桃9-042","建柱式","1","点検済","35.7011282476","139.661716819","139.66171342381","35.7011281801486","点検済"
"南8-107","建柱式","1","点検済","35.6833424161","139.661799688","139.661796439059","35.6833422952734","点検済"
"桃9-043","建柱式","1","点検済","35.7003197118","139.661786514","139.661783125904","35.7003196420502","点検済"
"鍋8-118","建柱式","1","点検済","35.6956774029","139.661805953","139.661802603778","35.6956773191652","点検済"
"南8-099","建柱式","1","点検済","35.6810258893","139.661847331","139.661844098828","35.681025762348","点検済"
"江7-075","建柱式","1","点検済","35.7237864676","139.661757052","139.661753448802","35.7237864758805","点検済"
"桃9-104","建柱式","1","点検済","35.7039012316","139.66180754","139.661804119629","35.7039011727649","点検済"
"新9-203","建柱式","1","点検済","35.7215285961","139.661785454","139.661781872382","35.721528596208","点検済"
"南8-097","建柱式","1","点検済","35.6804551418","139.661887163","139.661883934799","35.6804550133987","点検済"
"新9-196","建柱式","1","点検済","35.7201812354","139.661804539","139.661800970216","35.7201812306208","点検済"
"新9-246","建柱式","1","点検済","35.7093973747","139.661857324","139.661853853999","35.7093973329389","点検済"
"江9-091","壁掛式","1","点検済","35.7230763989","139.661828789","139.661825192245","35.7230764047188","点検済"
"鍋9-109","建柱式","1","点検済","35.6968720349","139.661885798","139.661882438363","35.6968719548767","点検済"
"新7-094","建柱式","1","点検済","35.7120676995","139.663481248","139.663477745093","35.7120676691425","点検済"
"新9-193","建柱式","1","点検済","35.71998196","139.661851044","139.661847476862","35.7199819545599","点検済"
"新9-154","建柱式","1","点検済","35.7194092314","139.661853288","139.661849726355","35.719409223873","点検済"
"桃9-109","建柱式","1","点検済","35.7051131789","139.661887751","139.661884319324","35.7051131238665","点検済"
"新8-026","建柱式","1","点検済","35.7134743508","139.661896192","139.661892685164","35.7134743226807","点検済"
"江9-097","建柱式","1","点検済","35.7228414149","139.661885798","139.661882203136","35.7228414199645","点検済"
"桃9-103","建柱式","1","点検済","35.704162953","139.661928123","139.661924699649","35.7041628951474","点検済"
"南8-076","建柱式","1","点検済","35.6804266731","139.661979806","139.661976577487","35.6804265448148","点検済"
"桃9-045","建柱式","1","点検済","35.7006580266","139.661943293","139.661939901062","35.7006579581513","点検済"
"新7-162","壁掛式","1","点検済","35.718209556","139.661908032","139.661904481579","35.7182095441703","点検済"
"桃9-107","建柱式","1","点検済","35.7046185563","139.661938212","139.661934784503","35.7046184998436","点検済"
"南8-104","建柱式","1","点検済","35.6831846628","139.661987764","139.66198451518","35.6831845419239","点検済"
"江7-073","壁掛式","1","点検済","35.7237973552","139.663540721","139.663537106931","35.7237973661118","点検済"
"桃9-003","建柱式","1","点検済","35.6997930323","139.661987722","139.661984337394","35.6997929613233","点検済"
"江9-093","建柱式","1","点検済","35.7234147419","139.661940676","139.661937075311","35.7234147491227","点検済"
"桃9-096","建柱式","1","点検済","35.7044175573","139.661999374","139.661995947989","35.7044175003289","点検済"
"新9-245","建柱式","1","点検済","35.7098426077","139.66199876","139.66199528524","35.7098425676116","点検済"
"桃9-063","壁掛式","1","点検済","35.7032473857","139.662013409","139.662009993431","35.7032473252094","点検済"
"南8-096","建柱式","1","点検済","35.6805553265","139.66207805","139.662074819989","35.6805551987634","点検済"
"新9-197","建柱式","1","点検済","35.720677014","139.661998426","139.661994851312","35.7206770113086","点検済"
"新8-023","建柱式","1","点検済","35.714004931","139.662022957","139.662019444702","35.7140049048183","点検済"
"新8-027","建柱式","1","点検済","35.7138554143","139.662029433","139.66202592201","35.7138553876286","点検済"
"桃9-098","建柱式","1","点検済","35.7039129598","139.662053436","139.662050014282","35.7039129013734","点検済"
"新9-156","建柱式","1","点検済","35.7191753122","139.662027357","139.662023796602","35.7191753040631","点検済"
"南8-088","建柱式","1","点検済","35.6801237891","139.662111104","139.662107876506","35.6801236602623","点検済"
"新9-040","建柱式","1","点検済","35.7127331143","139.6620702","139.662066698722","35.7127330839173","点検済"
"新9-035","建柱式","1","点検済","35.7106657825","139.662077576","139.662074093339","35.7106657452242","点検済"
"鍋8-100","壁掛式","1","点検済","35.6961924138","139.663764685","139.663761321507","35.6961923352148","点検済"
"新9-155","建柱式","1","点検済","35.7195510635","139.662078917","139.662075352712","35.7195510567752","点検済"
"新9-149","建柱式","1","点検済","35.7184796556","139.662081599","139.662078045226","35.7184796450359","点検済"
"桃9-058","建柱式","1","点検済","35.70309509","139.66211915","139.662115735412","35.703095029203","点検済"
"桃9-056","建柱式","1","点検済","35.7018895063","139.662123173","139.662119769544","35.7018894418655","点検済"
"桃9-004","建柱式","1","点検済","35.6999932557","139.662146441","139.662143053992","35.6999931855984","点検済"
"南8-100","建柱式","1","点検済","35.680956056","139.66219157","139.662188336213","35.6809559295831","点検済"
"新9-236","建柱式","1","点検済","35.7218571546","139.66211915","139.662115563393","35.7218571564025","点検済"
"新9-036","建柱式","1","点検済","35.7109587076","139.662147313","139.662143827764","35.7109586714702","点検済"
"桃9-050","建柱式","1","点検済","35.7003781962","139.663839103","139.663835703584","35.7003781302625","点検済"
"鍋7-057","建柱式","1","点検済","35.6973504565","139.662197576","139.662194210775","35.6973503785394","点検済"
"江9-309","建柱式","1","点検済","35.7263580864","139.662140608","139.662136977571","35.7263581042183","点検済"
"新16-001","建柱式","1","点検済","35.7110670573","139.662189932","139.662186445203","35.711067021548","点検済"
"鍋7-053","建柱式","1","点検済","35.6975173427","139.662224762","139.662221395384","35.6975172653108","点検済"
"鍋11-010","建柱式","1","点検済","35.6952336567","139.6622316","139.662228252255","35.6952335724367","点検済"
"桃9-072-1","建柱式","2","点検済","35.7027569601","139.663865167","139.663861746036","35.7027569013451","点検済"
"新7-168","壁掛式","1","点検済","35.720778041","139.662188767","139.66218519022","35.7207780389523","点検済"
"鍋9-100","建柱式","1","点検済","35.697895812","139.662247896","139.662244526161","35.6978957357619","点検済"
"江9-310","建柱式","1","点検済","35.7258997303","139.662190229","139.662186602538","35.7258997466533","点検済"
"新7-167","建柱式","1","点検済","35.7203350113","139.662202299","139.662198726053","35.7203350076361","点検済"
"南8-367-1","建柱式","2","点検済","35.687052909","139.662281424","139.662278142484","35.6870528003165","点検済"
"江9-089","建柱式","1","点検済","35.7224146133","139.662210345","139.662206752579","35.7224146172379","点検済"
"江9-095","建柱式","1","点検済","35.7228871435","139.662213027","139.662209430216","35.7228871492348","点検済"
"南8-093","建柱式","1","点検済","35.6799734572","139.662327021","139.662323794217","35.6799733284484","点検済"
"南8-367-2","建柱式","2","点検済","35.687048552","139.662314951","139.662311669948","35.6870484433076","点検済"
"新8-024","壁掛式","1","点検済","35.7138098212","139.662268606","139.66226509411","35.7138097946955","点検済"
"鍋15-006","建柱式","1","点検済","35.6973429994","139.662337824","139.662334458111","35.6973429216763","点検済"
"桃9-064-2","建柱式","2","点検済","35.7032851398","139.662336257","139.662332839414","35.703285079941","点検済"
"桃9-064-1","建柱式","2","点検済","35.7032671126","139.662336296","139.662332878576","35.7032670526869","点検済"
"新9-011","建柱式","1","点検済","35.710882339","139.662328615","139.662325129115","35.7108823028171","点検済"
"南57-001","壁掛式","1","点検済","35.6811452452","139.662397531","139.662394294863","35.6811451197008","点検済"
"新9-235","建柱式","1","点検済","35.7216012411","139.662317953","139.662314367515","35.7216012422531","点検済"
"新9-028","建柱式","1","点検済","35.7099427209","139.662360549","139.662357071368","35.7099426816414","点検済"
"桃9-065","建柱式","1","点検済","35.7037164111","139.662376738","139.662373316323","35.7037163526027","点検済"
"江9-092","建柱式","1","点検済","35.7231160932","139.662359857","139.66235625664","35.7231160999632","点検済"
"江9-317","建柱式","1","点検済","35.7247815916","139.662357867","139.662354250335","35.7247816044214","点検済"
"江9-090","壁掛式","1","点検済","35.7227477801","139.662368596","139.662364998742","35.7227477854844","点検済"
"鍋8-115","建柱式","1","点検済","35.6969689675","139.662426263","139.662422899864","35.6969688888271","点検済"
