年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2035,4,13103,3,（通学地）港区,49012,46736,334,628,28998,607,878,346,385,942,1536,1395,1948,1689,909,446,965,437,430,259,793,842,604,553,812,2276,2271,194,50,211,170,20,143,34,189,266,115,97,72,50,103,67,9,78,16,32,49,6,68,66,4,10,152,5,5,0,0,0,0,2684,2883,6407,737,61723
2035,4,13104,3,（通学地）新宿区,64543,53792,390,499,868,26447,1569,438,518,1113,905,923,1329,2345,887,2916,2561,1544,976,477,1572,2505,857,749,1404,10751,10703,824,379,760,592,135,580,162,855,676,540,884,346,380,461,209,55,252,145,166,281,78,242,231,64,102,1304,48,25,20,1,2,0,10627,6285,8970,3046,93471
2035,4,13105,3,（通学地）文京区,54546,50259,451,575,817,1115,24522,855,645,1174,693,813,1020,1477,611,675,1226,2150,1653,836,3279,2013,1191,983,1485,4287,4268,370,130,289,322,74,201,62,338,304,219,230,159,136,165,96,28,114,61,105,177,25,112,83,33,30,405,19,14,4,1,0,0,9072,5873,4874,2904,77269
2035,4,13106,3,（通学地）台東区,21360,21021,69,150,80,87,268,15027,563,373,128,37,189,86,40,51,79,128,252,711,217,140,1001,624,721,339,336,31,12,21,21,1,12,4,25,34,14,29,7,14,9,4,2,4,5,8,11,3,16,2,1,1,45,1,1,0,0,0,2,831,811,390,360,23752
2035,4,13107,3,（通学地）墨田区,25335,25225,34,189,58,57,73,338,19300,1051,77,17,129,34,22,42,43,36,78,228,78,58,756,987,1540,110,110,10,2,12,6,1,5,1,6,12,2,6,8,5,2,0,1,1,1,4,2,1,1,2,1,0,18,0,0,0,0,0,0,357,960,151,126,26929
2035,4,13108,3,（通学地）江東区,58237,57622,31,343,141,86,102,206,754,50842,301,91,336,148,77,77,118,86,114,154,152,187,527,604,2145,615,610,46,19,40,41,7,30,9,45,48,33,40,19,20,33,13,4,13,14,20,21,4,12,5,9,8,57,5,3,2,0,0,0,882,1286,671,401,61477
2035,4,13109,3,（通学地）品川区,41596,40587,52,172,523,185,188,186,198,398,31612,756,2914,858,165,146,299,156,149,139,285,277,234,229,466,1009,1005,79,20,77,58,13,55,11,76,160,39,57,28,25,27,22,5,47,14,16,31,11,25,30,6,11,62,4,3,0,0,1,0,1593,1836,5472,881,51378
2035,4,13110,3,（通学地）目黒区,33495,30880,57,152,367,244,332,83,104,530,959,20505,1924,2237,454,210,881,181,167,97,347,456,188,148,257,2615,2610,176,42,127,477,21,188,27,248,347,88,99,79,38,83,48,6,132,17,27,38,9,56,100,8,15,114,5,2,2,0,1,0,963,726,4228,472,39884
2035,4,13111,3,（通学地）大田区,65845,65262,14,94,327,77,52,84,158,201,1662,493,59995,615,130,78,92,67,72,96,107,145,214,163,326,583,581,47,10,19,31,8,45,7,28,149,14,29,22,17,15,11,2,25,5,6,18,1,18,25,2,4,23,1,1,0,0,0,1,665,825,4571,498,72404
2035,4,13112,3,（通学地）世田谷区,133208,122251,243,349,883,687,518,257,350,776,1573,2522,2775,101448,1213,845,2342,501,494,278,855,1260,668,514,900,10957,10923,918,226,414,822,98,901,114,1546,1481,289,303,396,151,251,190,42,948,95,80,133,55,481,500,55,77,357,31,20,8,2,1,3,6010,3998,16739,3200,163155
2035,4,13113,3,（通学地）渋谷区,37875,32851,172,379,1262,603,467,271,301,612,911,1213,1337,2084,16331,597,1403,537,504,294,809,1053,566,400,745,5024,4998,424,131,305,442,66,320,77,550,470,203,275,190,131,151,84,16,215,63,59,121,43,142,146,22,45,307,24,15,6,1,2,2,5406,3576,8623,2386,57866
2035,4,13114,3,（通学地）中野区,34604,30340,63,129,145,672,189,128,156,327,170,150,303,563,344,21268,1876,296,237,101,472,1841,235,196,479,4264,4241,270,171,255,269,66,224,84,224,120,226,411,138,252,191,75,30,81,89,114,176,68,59,55,41,51,501,23,16,5,0,2,0,1692,1249,1497,607,39649
2035,4,13115,3,（通学地）杉並区,62257,54454,100,141,254,570,299,147,182,408,337,365,526,2181,580,1418,42731,350,260,134,518,1940,267,206,540,7803,7780,432,226,890,937,90,594,114,866,251,486,371,227,176,304,150,42,307,96,87,142,56,109,188,41,45,553,23,13,7,1,2,0,2198,1195,2325,804,68779
2035,4,13116,3,（通学地）豊島区,43741,39723,155,335,500,990,1165,353,312,632,519,528,835,992,401,698,944,20798,1270,553,2956,2465,939,621,762,4018,3996,256,104,196,225,70,187,75,252,234,148,262,108,171,137,76,25,77,62,244,291,32,90,58,23,42,551,22,14,7,1,0,0,10274,3930,4381,2084,64410
2035,4,13117,3,（通学地）北区,34982,34508,64,89,154,261,488,352,232,322,88,95,179,165,108,128,128,733,25867,623,1731,545,1203,483,470,474,472,31,7,25,27,7,25,4,35,14,8,46,20,26,14,6,1,10,12,24,30,3,8,4,3,4,78,2,2,0,0,0,0,4167,692,304,424,40569
2035,4,13118,3,（通学地）荒川区,20742,20414,40,39,47,60,152,184,142,100,45,49,92,117,42,47,96,106,240,17290,137,132,763,306,188,328,328,29,1,22,18,7,13,7,25,31,15,18,9,8,12,10,1,17,2,6,19,6,7,13,2,1,29,0,0,0,0,0,0,684,650,390,200,22666
2035,4,13119,3,（通学地）板橋区,62922,61524,54,101,133,337,553,139,152,248,208,126,205,232,112,305,342,840,1564,286,52324,2117,511,226,409,1398,1392,98,27,68,73,22,74,17,63,50,52,76,45,91,45,26,7,17,21,93,120,9,26,27,10,15,220,6,2,3,0,1,0,6693,1023,879,1204,72721
2035,4,13120,3,（通学地）練馬区,83004,79912,43,55,80,313,175,39,39,129,80,75,108,262,78,710,953,420,209,63,1125,74626,129,73,128,3092,3084,72,43,254,142,13,72,28,78,37,86,236,34,235,88,33,10,16,40,267,369,21,14,15,4,12,865,8,7,1,0,0,0,2199,522,552,391,86668
2035,4,13121,3,（通学地）足立区,71708,71208,18,47,27,48,64,149,289,199,53,44,100,105,15,48,92,73,337,621,168,137,67045,1148,381,500,494,53,14,29,33,18,31,18,23,26,17,24,23,19,26,9,8,9,5,11,21,4,8,4,5,11,45,6,4,2,0,0,0,1729,1275,614,737,76063
2035,4,13122,3,（通学地）葛飾区,44614,44317,14,24,27,36,44,88,361,160,54,25,79,78,17,34,59,58,84,160,84,87,1296,40463,985,297,294,34,17,21,16,6,13,1,11,31,14,20,15,9,12,5,0,6,4,5,10,1,8,7,4,1,23,3,2,0,0,1,0,678,1056,508,306,47162
2035,4,13123,3,（通学地）江戸川区,78981,78716,12,77,25,49,47,108,463,954,59,16,86,48,10,27,41,31,55,104,54,68,487,1062,74833,265,264,27,5,17,17,11,22,5,25,18,6,16,12,10,6,5,2,5,5,5,5,3,4,5,3,4,21,1,0,1,0,0,0,518,2269,345,476,82589
2035,2,13500,3,（通学地）多摩・島しょ,514690,36128,310,423,934,1258,872,368,470,943,941,929,1708,5504,1204,1850,6214,913,767,346,1490,5436,970,762,1516,478562,471147,72206,19755,13901,18948,13084,29837,11309,25700,52142,14689,24553,24733,14159,15210,8766,4391,7379,9494,7922,11068,9311,14793,12023,5795,9198,20781,5527,3460,1775,83,209,1888,18249,6070,35009,9404,583422
2035,3,13200,3,（通学地）市部,508407,36082,310,422,933,1256,872,367,470,942,940,928,1705,5501,1203,1847,6211,910,765,346,1486,5429,967,761,1511,472325,470857,72161,19746,13899,18946,13046,29832,11283,25697,52139,14686,24546,24729,14152,15205,8765,4379,7379,9475,7919,11066,9269,14792,12022,5785,9168,20771,1463,802,551,31,79,5,18222,6063,35004,9394,577090
2035,4,13201,3,（通学地）八王子市,87879,6878,58,105,139,231,175,96,134,252,221,194,464,851,168,323,860,206,209,122,407,766,265,214,418,81001,80726,62403,1147,381,475,441,1353,584,1129,2278,546,737,3246,356,782,478,242,170,323,134,180,263,1400,495,296,464,423,274,175,78,7,14,1,5495,1549,10440,3473,108836
2035,4,13202,3,（通学地）立川市,22275,381,0,3,4,13,7,1,4,8,10,10,19,39,13,21,109,5,7,0,16,58,12,7,15,21894,21791,975,15065,143,164,263,516,326,143,153,257,516,600,259,425,281,103,18,282,71,79,268,231,193,137,188,135,101,50,44,1,6,2,244,76,299,259,23153
2035,4,13203,3,（通学地）武蔵野市,22521,5608,68,68,113,194,144,50,59,152,94,135,176,565,162,344,1398,135,99,39,180,1005,117,115,196,16913,16720,391,207,10899,692,91,419,126,372,130,550,442,209,167,348,178,39,61,107,69,163,62,63,74,58,70,733,193,25,165,1,2,0,2036,1011,1155,594,27317
2035,4,13204,3,（通学地）三鷹市,20680,2279,24,21,61,81,68,17,27,50,52,58,88,434,65,104,539,39,24,22,69,288,35,27,86,18401,18391,177,81,336,15125,38,381,47,622,75,258,190,90,60,126,75,13,110,23,17,69,17,74,108,19,30,230,10,6,3,0,1,0,417,254,491,268,22110
2035,4,13205,3,（通学地）青梅市,11293,16,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,7,1,1,1,11277,11174,117,84,6,5,10232,20,128,2,8,8,26,30,9,11,12,73,1,36,1,7,62,4,4,127,153,8,103,64,28,3,8,0,48,4,31,17,11393
2035,4,13206,3,（通学地）府中市,29232,919,5,10,9,34,33,8,11,33,24,21,48,174,21,39,161,29,25,9,36,97,16,23,53,28313,28291,508,241,181,331,43,23475,123,676,84,324,266,364,120,411,270,20,78,57,36,41,36,268,211,20,34,73,20,8,8,0,4,2,404,143,477,224,30480
2035,4,13207,3,（通学地）昭島市,10159,33,2,0,0,0,1,1,0,0,0,0,2,2,2,6,5,0,1,0,4,5,0,2,0,10126,10053,271,221,2,8,226,60,8365,18,14,31,68,118,29,72,49,89,2,75,6,3,71,13,12,70,139,21,73,42,27,1,3,0,57,8,28,25,10277
2035,4,13208,3,（通学地）調布市,28491,3403,14,37,269,92,67,16,30,57,77,112,106,935,313,91,583,60,51,18,75,208,74,38,80,25088,25085,499,59,303,659,15,616,35,20867,220,201,161,199,44,123,88,16,220,20,14,28,8,263,269,8,8,142,3,3,0,0,0,0,609,349,1310,483,31242
2035,4,13209,3,（通学地）町田市,54984,2986,15,24,82,78,58,32,40,73,118,123,258,849,139,94,267,63,60,28,109,181,102,52,141,51998,51970,1760,126,57,106,78,272,78,308,47243,69,83,295,55,88,61,24,222,64,17,26,27,449,323,39,48,52,28,19,4,2,3,0,972,501,13102,852,70411
2035,4,13210,3,（通学地）小金井市,19161,2663,24,37,46,103,67,24,30,64,77,45,111,254,54,198,622,63,65,23,96,434,69,57,100,16498,16467,345,213,414,369,111,492,114,208,137,11008,808,216,201,476,156,48,25,96,81,227,63,86,102,51,66,354,31,16,11,1,3,0,1390,387,1163,452,22553
2035,4,13211,3,（通学地）小平市,26070,2124,17,30,44,124,49,28,30,52,65,53,81,137,49,158,305,72,72,22,95,467,48,46,80,23946,23904,417,437,209,170,129,361,191,105,79,382,18317,232,424,769,156,55,17,319,143,207,136,27,50,88,103,381,42,32,7,1,2,0,1305,302,548,459,28684
2035,4,13212,3,（通学地）日野市,23387,775,9,2,9,35,12,9,13,28,29,12,44,92,21,49,104,23,22,7,54,100,35,21,45,22612,22562,1552,306,64,84,142,413,149,173,203,90,133,18024,72,135,110,42,29,93,26,39,79,236,118,68,106,76,50,25,18,3,4,0,623,107,922,421,25460
2035,4,13213,3,（通学地）東村山市,13353,389,0,1,1,13,6,0,1,5,4,2,4,21,1,44,75,7,10,0,13,173,1,2,5,12964,12950,77,126,53,48,27,82,40,19,8,103,382,46,11016,98,34,18,1,180,107,126,76,11,5,26,29,212,14,6,8,0,0,0,355,11,31,32,13782
2035,4,13214,3,（通学地）国分寺市,15614,1767,34,22,75,66,50,26,23,46,45,54,55,157,76,104,342,62,38,19,70,248,48,29,78,13847,13817,334,166,165,150,87,238,80,93,78,253,570,173,152,10500,108,35,21,71,47,71,56,51,65,43,48,162,30,18,9,0,3,0,1161,265,514,392,17946
2035,4,13215,3,（通学地）国立市,13122,1705,21,15,24,75,53,15,16,39,41,39,73,268,49,98,431,47,21,10,72,187,31,29,51,11417,11394,491,360,271,188,78,376,116,221,210,249,657,266,99,513,6518,32,45,74,42,59,47,119,130,41,57,135,23,14,8,0,1,0,719,276,1065,278,15460
2035,4,13218,3,（通学地）福生市,4146,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,4139,4062,67,43,1,1,197,5,135,1,1,3,6,19,3,3,2,3273,0,27,1,1,54,2,0,82,134,1,77,49,22,1,5,0,7,1,3,7,4164
2035,4,13219,3,（通学地）狛江市,7253,217,0,0,1,0,1,0,0,0,2,4,5,172,5,2,10,3,3,0,4,3,0,0,2,7036,7034,63,3,2,33,0,51,1,97,377,3,1,7,1,5,2,0,6243,0,0,1,2,50,89,1,1,1,2,1,1,0,0,0,14,10,41,50,7368
2035,4,13220,3,（通学地）東大和市,8836,22,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,15,0,0,0,8814,8754,95,233,3,5,152,29,116,1,6,17,158,111,127,56,22,49,0,7173,7,28,124,9,6,56,111,60,60,36,20,2,2,0,39,3,6,14,8898
2035,4,13221,3,（通学地）清瀬市,8715,727,1,8,4,21,20,5,10,16,8,6,10,26,2,29,52,25,16,4,50,347,21,20,26,7988,7983,26,17,15,17,7,40,11,7,10,35,145,18,326,38,11,5,6,26,6730,274,2,5,10,7,4,191,5,3,0,0,2,0,832,142,112,152,9953
2035,4,13222,3,（通学地）東久留米市,10638,439,0,7,1,16,20,3,1,2,1,9,2,11,12,12,34,21,7,2,32,230,10,1,5,10199,10194,14,17,23,15,5,18,5,6,3,53,181,9,206,17,1,2,0,24,209,9118,6,3,3,2,3,251,5,3,2,0,0,0,127,7,16,23,10811
2035,4,13223,3,（通学地）武蔵村山市,9622,91,0,0,0,0,0,0,1,1,0,1,0,6,0,6,15,3,0,0,3,50,1,1,3,9531,9435,149,238,13,18,185,57,160,11,15,42,119,60,91,76,44,47,1,129,16,30,7600,39,38,94,105,58,96,79,13,2,2,0,116,12,27,23,9800
2035,4,13224,3,（通学地）多摩市,15957,1390,14,25,38,35,25,20,26,38,54,31,107,418,33,35,139,23,23,12,52,76,49,49,68,14567,14553,762,101,36,92,25,297,32,425,587,29,49,204,21,43,38,12,86,34,10,14,19,11273,284,23,24,33,14,10,3,0,1,0,520,287,2284,471,19519
2035,4,13225,3,（通学地）稲城市,10590,178,0,3,4,5,2,3,1,10,9,6,15,38,6,8,21,0,2,3,9,14,3,4,12,10412,10409,208,32,9,47,7,136,10,132,158,8,14,53,6,3,31,3,14,2,2,5,9,95,9412,6,5,2,3,0,3,0,0,0,100,38,567,91,11386
2035,4,13227,3,（通学地）羽村市,5054,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,5049,4987,34,54,2,0,221,9,63,0,2,5,5,23,9,8,2,60,1,81,0,2,83,0,0,4279,43,1,62,56,5,0,1,0,7,4,7,4,5076
2035,4,13228,3,（通学地）あきる野市,8997,46,0,0,0,1,1,0,0,1,0,0,1,3,1,4,7,3,1,0,4,13,1,1,4,8951,8817,363,111,6,9,223,36,209,15,45,22,54,81,32,26,20,72,1,58,2,10,61,15,14,132,7185,15,134,57,60,6,11,0,70,7,61,22,9157
2035,4,13229,3,（通学地）西東京市,20378,1034,4,3,9,39,13,12,13,15,9,11,35,42,10,73,129,21,9,6,35,455,28,22,41,19344,19334,63,58,305,135,23,80,39,46,15,140,458,36,267,53,18,7,7,101,131,258,38,6,7,12,10,17021,10,5,4,0,1,0,555,309,304,308,21854
2035,3,13300,3,（通学地）郡部,4351,14,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,4,0,0,3,4337,273,41,8,2,0,37,5,26,3,2,3,6,4,5,5,0,12,0,18,2,1,42,0,1,10,30,10,4064,2658,1224,52,130,0,16,0,1,5,4373
2035,4,13303,3,（通学地）瑞穂町,2945,11,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,4,0,0,1,2934,267,41,8,2,0,36,5,26,3,2,3,6,4,5,5,0,11,0,18,2,1,40,0,1,9,29,10,2667,2658,6,1,2,0,16,0,0,1,2962
2035,4,13305,3,（通学地）日の出町,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1218,0,1218,0,0,0,0,0,1,4,1227
2035,4,13307,3,（通学地）檜原村,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,51
2035,4,13308,3,（通学地）奥多摩町,133,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,130,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128,0,0,0,128,0,0,0,0,0,133
2035,3,13350,3,（通学地）島部,1932,32,0,1,1,1,0,1,0,1,1,1,3,1,1,2,3,2,1,0,3,3,3,1,2,1900,17,4,1,0,2,1,0,0,0,1,0,1,0,2,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1883,11,7,4,5,1959
2035,1,11000,3,（通学地）埼玉県,18915,12139,77,148,147,318,418,248,291,432,247,197,395,550,163,330,563,539,713,374,1631,1873,1358,567,560,6776,6636,426,260,139,143,335,246,188,138,134,203,601,176,635,300,114,96,47,185,372,460,118,65,67,136,162,890,138,107,24,3,4,2,,,,,
2035,1,12000,3,（通学地）千葉県,14415,13294,92,230,163,171,302,261,586,1327,277,135,463,340,134,153,284,194,240,387,358,366,1344,2098,3389,1121,1109,101,40,72,84,19,63,27,58,69,53,68,57,44,32,22,9,26,19,23,48,8,24,19,14,6,104,8,6,2,0,0,4,,,,,
2035,1,14000,3,（通学地）神奈川県,33506,21086,203,292,770,528,516,200,280,730,1450,1397,3978,4339,618,475,1115,407,379,209,611,961,479,385,764,12420,12367,1510,273,300,302,120,503,150,648,4758,229,291,392,130,276,181,59,473,83,67,115,45,498,566,73,82,243,51,33,17,1,0,2,,,,,
2035,1,99000,3,（通学地）他の道府県,4586,2641,30,65,48,59,103,62,75,137,105,90,210,249,74,60,159,88,72,85,128,149,260,192,141,1945,1924,571,77,52,51,33,124,46,70,167,45,82,155,35,55,32,16,20,16,16,34,19,57,37,23,27,64,19,15,3,1,0,2,,,,,
2035,0,99999,3,通学地別常住人口（総数）,1768199,1199625,11929,20407,38785,37430,36111,21712,28351,67154,46020,33840,84783,131394,25523,34700,67715,32717,38136,25581,74139,103456,85328,55885,98529,568574,560659,79818,22270,19112,24740,14447,34954,12681,32733,62545,18182,29481,27710,17119,18286,10446,4900,10515,10647,9876,13945,9971,17117,14426,6418,10044,28276,6009,3789,1897,96,227,1906,,,,,
2040,1,13000,1,（従業地・通学地）東京都,13148991,9408707,88849,206264,320842,341624,238762,208986,258552,547319,412641,282237,690127,890880,246906,331488,556986,290271,335435,208450,579439,702004,620053,418559,632033,3740284,3677118,476270,169453,142635,177087,102215,242470,92591,227330,348406,119674,185442,184343,112604,121169,65036,39325,78422,74713,63360,94768,61753,114678,83342,43645,67254,189133,43908,25269,15161,1034,2444,19258,917979,656359,895592,168882,15787803
2040,2,13100,1,（従業地・通学地）区部,9834153,9288919,87953,205000,318608,336960,236395,207884,257077,544620,409457,279679,685066,873747,243240,324351,533403,287035,332747,207401,574145,682155,617402,416418,628176,545234,543871,35850,16347,37888,42200,4506,36142,7969,53166,40852,26089,29138,19911,16993,21174,9518,2262,21695,7347,10984,18014,3063,15983,14552,2315,2864,47049,1316,785,469,20,42,47,832180,640742,757574,147934,12212583
2040,4,13101,1,（従業地・通学地）千代田区,489890,418906,70641,14422,14270,16856,19624,9262,11399,23626,15188,11821,18634,23644,10634,13626,23891,12535,12679,8289,19315,18950,15076,13048,21476,70984,70817,4631,2177,6432,5767,545,4370,1103,6791,4989,4218,3734,2731,1881,3249,1503,255,2344,817,1231,2083,306,2099,1733,297,382,5149,163,93,61,2,7,4,119698,110934,90212,21946,832680
2040,4,13102,1,（従業地・通学地）中央区,397394,361035,2504,148647,8261,7292,6975,7260,10477,23647,10639,6616,13944,12105,5233,7054,11899,5954,6337,5499,9936,10132,11596,10352,18676,36359,36295,2247,1102,2990,3021,271,2331,518,3459,2827,2038,1897,1298,996,1683,806,140,1263,450,589,1030,170,1060,894,144,140,2931,63,37,23,1,2,1,72564,86186,62996,13978,633118
2040,4,13103,1,（従業地・通学地）港区,645013,587859,3609,13224,260514,11890,10496,7513,10243,19855,30636,17852,35034,25749,13779,11327,19782,9852,10119,6514,15083,15931,12064,10878,15915,57154,57027,3825,1614,4389,4518,423,4109,750,5646,5201,2892,2816,2153,1397,2348,1066,211,2457,677,853,1491,236,1802,1692,219,242,4000,119,69,46,2,2,8,93275,87229,129018,19271,973806
2040,4,13104,1,（従業地・通学地）新宿区,561395,478432,2324,3864,5017,260650,8004,3333,4595,9614,7486,6291,9498,16944,9892,21637,24839,11611,8134,3937,14666,21473,7486,6002,11135,82963,82735,6014,2777,5233,5351,775,5850,1351,8341,5334,4028,5120,3302,2950,3355,1398,405,2578,1344,1222,2225,587,2676,2195,404,528,7392,226,130,87,2,7,2,87650,43209,61137,11861,765252
2040,4,13105,1,（従業地・通学地）文京区,275191,257832,1616,2087,2266,4612,161603,3648,2607,4613,2632,2112,3432,4487,1945,3017,4896,7543,6729,3767,11430,7790,5667,4104,5229,17359,17308,1204,533,1272,1336,158,979,233,1509,1120,873,981,682,571,746,331,76,427,217,503,759,98,451,381,94,82,1692,50,32,16,2,0,1,35166,22632,17708,7019,357716
2040,4,13106,1,（従業地・通学地）台東区,235591,227218,664,1471,1039,1458,3039,155528,6468,4200,1885,922,2819,2027,896,1455,2260,2096,3574,6659,3380,2743,9681,6951,6003,8373,8357,597,327,559,604,74,574,136,694,600,433,518,311,314,342,132,36,231,112,190,312,42,217,161,39,40,762,14,9,4,1,0,2,31085,24981,11149,6848,309654
2040,4,13107,1,（従業地・通学地）墨田区,237545,233155,381,1381,643,855,1002,2539,179123,9481,1037,511,1525,1180,490,836,1419,742,1178,1840,1455,1355,5729,7930,10523,4390,4377,321,135,340,382,30,268,64,387,330,248,240,154,143,209,81,21,130,53,86,128,20,138,94,17,18,340,12,8,3,0,1,1,13370,22004,6287,2843,282049
2040,4,13108,1,（従業地・通学地）江東区,546126,528845,892,6084,2483,3031,2520,2854,9786,412125,5606,2031,6742,4320,1890,3178,4810,2962,3224,2695,5422,5480,7217,7273,26220,17281,17235,1167,557,1228,1448,156,1219,268,1603,1252,872,972,646,535,710,288,70,491,229,325,548,87,521,493,76,84,1390,43,21,20,0,2,3,30377,59478,27942,7273,671196
2040,4,13109,1,（従業地・通学地）品川区,420762,399632,635,2299,5280,2575,1915,1862,2660,5478,286914,7547,32023,8542,2503,3156,5676,2790,3088,2065,4717,4942,3856,3634,5475,21130,21078,1572,641,1301,1589,170,1398,340,1881,2276,944,1089,855,624,790,387,93,713,294,345,527,112,674,720,78,103,1562,50,26,22,0,2,2,29597,28023,74004,9324,561710
2040,4,13110,1,（従業地・通学地）目黒区,257350,246016,277,708,1737,1343,1097,578,672,1656,6424,193714,8437,11098,2291,1503,3619,1165,1107,639,1970,2394,1251,948,1388,11334,11318,714,295,683,1222,80,837,151,1198,1403,404,523,366,252,341,187,24,600,114,145,242,47,331,406,44,45,664,16,11,4,0,1,0,7974,4962,26720,1764,298770
2040,4,13111,1,（従業地・通学地）大田区,595243,585626,394,1816,3426,1223,1030,1126,1642,3101,17876,4205,522723,5627,1287,1348,2211,1194,1678,1271,2058,2109,2382,2297,3602,9617,9592,704,292,426,585,73,702,130,801,1640,308,397,331,185,291,185,29,456,104,111,228,56,323,601,33,50,551,23,13,9,0,1,2,10612,14366,72011,4409,696641
2040,4,13112,1,（従業地・通学地）世田谷区,828417,785961,577,1056,2099,2258,1377,778,1163,2308,5163,7856,8530,718815,4031,2946,9249,1805,1732,868,3006,4239,1955,1541,2609,42456,42373,2946,789,1413,3301,230,3574,361,7251,5377,969,987,1406,501,758,556,110,5324,310,258,440,169,1784,1998,125,185,1251,80,53,23,2,2,3,15135,9034,56921,5455,914962
2040,4,13113,1,（従業地・通学地）渋谷区,388678,338943,1027,3006,6335,6648,3363,2329,3135,6026,9655,12419,10751,21645,180819,8705,16309,5819,4695,2630,8423,10342,5009,3774,6079,49735,49628,3583,1374,3397,4031,390,3735,693,6050,4412,2035,2174,1992,1237,1730,813,217,2440,565,635,1087,223,1860,1445,177,265,3068,101,58,39,2,2,6,49792,26270,69881,9546,544167
2040,4,13114,1,（従業地・通学地）中野区,290765,269991,260,520,602,3932,809,453,653,1425,1008,701,1350,2483,1789,223838,10924,1732,1219,526,2532,9324,1213,870,1828,20774,20696,1302,837,1464,1702,240,1122,425,1205,745,1308,1647,822,933,1117,373,129,393,392,398,772,190,368,320,124,171,2197,77,44,28,0,5,1,11131,5408,8161,1836,317301
2040,4,13115,1,（従業地・通学地）杉並区,456909,421257,271,451,672,2204,829,429,591,1222,1033,1005,1432,6291,1718,8452,377617,1199,1043,484,2187,8865,981,740,1541,35652,35539,2155,1224,3709,4368,391,2412,656,3189,904,2473,1974,1342,1047,1666,676,203,730,507,325,813,250,652,608,211,224,2830,110,64,39,2,5,3,9335,3964,7831,1867,479906
2040,4,13116,1,（従業地・通学地）豊島区,318972,297827,526,1059,1416,4456,4773,1399,1396,2557,2214,1686,2906,3644,1599,3932,4624,203800,7839,2598,19230,15583,4560,2758,3272,21145,21085,1254,609,967,1089,191,1032,311,1321,1120,773,1318,620,1113,691,279,103,466,386,1277,1736,135,485,363,87,121,3238,59,43,14,2,0,1,58812,15155,16229,6075,415243
2040,4,13117,1,（従業地・通学地）北区,286916,282403,200,323,476,980,1951,1025,750,1115,738,447,1033,875,477,901,1148,3403,241363,3806,9150,2976,5962,1789,1515,4513,4502,277,186,283,231,53,242,64,308,232,192,313,168,220,159,69,25,114,79,186,276,31,92,59,22,25,596,11,8,3,0,0,0,33198,5497,3638,2737,331986
2040,4,13118,1,（従業地・通学地）荒川区,173775,171813,154,238,262,394,1020,2148,1097,844,429,255,588,482,198,351,525,898,2859,144708,1329,977,7700,3053,1304,1962,1959,128,64,124,118,19,117,32,138,157,100,117,61,79,86,36,4,58,38,65,91,18,50,48,9,10,192,3,2,1,0,0,0,9807,7100,2158,1866,194706
