平成28年地価調査地点データ一覧（林地を除く）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
継続地点,都道府県市区町村コード,対象年（和暦）,基準地名,基準地番号（用途）,基準地番号（連番）,都分類地区１,都分類地区２,区市町村名,地番,住居表示,当年価格（円）,前年価格（円）,対前年変動率（％）,地積（㎡）,形状区分,間口（比率）,奥行（比率）,利用の現況,構造,地上階,地下階,周辺の土地の利用の現況,前面道路区分,前面道路の方位,前面道路の幅員(m),前面道路の駅前区分,側道区分,側道方位,ガス,水道,下水道,主要交通施設,交通施設との近接区分,交通施設までの道路距離（m）,用途区分,防火地域,指定建ぺい率（％）,指定容積率（％）,割増容積率考慮区分,高度地区,区域区分,森林法,公園法,公園法普通特別,共通地点区分,前回地価公示都道府県市区町村コード,前回地価公示番号（用途）,前回地価公示番号（連番）,前回価公示価格（円）
○,13119 ,28 ,板橋,0 ,13 ,区部,その他区,板橋区,赤塚新町一丁目１０２８番１２,赤塚新町１－７－３,"340,000 ","333,000 ",2.1 ,121 ,,1,1.5,住宅,W,2F,,中規模一般住宅、アパート等が混在する住宅地域,区道,西,6,,,,ガス,水道,下水道,下赤塚,,550 ,１住居,準防,60 ,200 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,0 ,14 ,区部,その他区,板橋区,赤塚六丁目１８４５番２外,赤塚６－４－１４,"334,000 ","327,000 ",2.1 ,191 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等が混在する住宅地域,区道,北西,4,,,,ガス,水道,下水道,下赤塚,,600 ,１低専,準防,40 ,80 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,0 ,15 ,区部,その他区,板橋区,成増四丁目１５２２番１,成増４－１６－１９,"313,000 ","307,000 ",2.0 ,162 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等の中に空地も残る住宅地域,区道,南西,4,,,,ガス,水道,下水道,成増,,950 ,１低専,準防,40 ,80 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,0 ,16 ,区部,その他区,板橋区,中丸町２９番６,中丸町２９－８,"441,000 ","428,000 ",3.0 ,175 ,,1,1.5,事務所兼共同住宅,RC,3F,,作業所、店舗、マンション等が混在する住宅地域,区道,北西,8,,,,ガス,水道,下水道,大山,,790 ,準工,準防,60 ,300 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,0 ,17 ,区部,その他区,板橋区,高島平九丁目２８番４,高島平９－２８－５,"338,000 ","331,000 ",2.1 ,175 ,,1,1.5,事務所、工場兼共同住宅等,RC,4F,1B,共同住宅のほか小規模住宅等が混在する住宅地域,区道,南,6,,,,ガス,水道,下水道,西台,,550 ,準工,準防,60 ,300 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,0 ,18 ,区部,その他区,板橋区,新河岸一丁目１１４４番８,新河岸１－１７－１６,"276,000 ","273,000 ",1.1 ,75 ,,1,2.5,住宅,W,3F,,工場、作業所、一般住宅等が混在する住宅地域,区道,北,5,,,,ガス,水道,下水道,高島平,,"1,100 ",準工,準防,60 ,200 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,0 ,19 ,区部,その他区,板橋区,宮本町４３番６０,宮本町４３－５,"343,000 ","336,000 ",2.1 ,163 ,,1,1.5,作業所兼住宅,S,3F,,中小規模一般住宅、作業所等の混在する住宅地域,区道,北東,5,,,,ガス,水道,下水道,板橋本町,,670 ,準工,準防,60 ,200 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,1 ,区部,その他区,板橋区,板橋一丁目１６番１７,板橋１－１６－９,"1,030,000 ","997,000 ",3.3 ,66 ,,1,2.5,店舗,S,5F,,中高層ビル、飲食店等が建ち並ぶ駅前の商業地域,区道,東,0,駅前広場,,,ガス,水道,下水道,板橋,駅前広場接面,,商業,防火,80 ,600 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,2 ,区部,その他区,板橋区,成増一丁目７３番１,成増１－２８－１３,"730,000 ","706,000 ",3.4 ,235 ,,1,3,店舗、事務所兼共同住宅,SRC,8F,,中高層店舗事務所兼共同住宅が建ち並ぶ商業地域,国道,北東,25,,,,ガス,水道,下水道,地下鉄成増,,50 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,3 ,区部,その他区,板橋区,板橋二丁目６５番９外,板橋２－６５－８,"686,000 ","660,000 ",3.9 ,701 ,,1,1.2,事務所,SRC,8F,1B,高層の事務所、マンション等が建ち並ぶ商業地域,都道,西,40,,,,ガス,水道,下水道,板橋区役所前,,220 ,商業,防火,80 ,600 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,4 ,区部,その他区,板橋区,大谷口北町６４番６,大谷口北町６４－６,"443,000 ","431,000 ",2.8 ,92 ,,1,2,店舗兼共同住宅,S,4F,,小売店舗、事業所等が建ち並ぶ近隣商業地域,区道,西,9,,,,ガス,水道,下水道,小竹向原,,950 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,5 ,区部,その他区,板橋区,徳丸三丁目１１５番６,徳丸３－１－２０,"500,000 ","483,000 ",3.5 ,119 ,,1,2,店舗兼住宅,RC,4F,,小売店舗、マンション等が建ち並ぶ商業地域,区道,北,11,,,,ガス,水道,下水道,東武練馬,,130 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,6 ,区部,その他区,板橋区,高島平一丁目７９番２外,高島平１－７９－３,"547,000 ","530,000 ",3.2 ,"1,752 ",台形,1,1,店舗兼事務所,SRC,5F,,中高層の店舗兼共同住宅が多い路線商業地域,都道,南,30,,背面道,,ガス,水道,下水道,西台,,130 ,商業,防火,80 ,400 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,7 ,区部,その他区,板橋区,中板橋２０番３６,中板橋２０－３,"712,000 ","689,000 ",3.3 ,76 ,,1,3,店舗兼住宅,S,5F,,中層小売店舗、飲食店等が建ち並ぶ駅前商業地域,区道,南,8,,,,ガス,水道,下水道,中板橋,,70 ,商業,防火,80 ,400 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,8 ,区部,その他区,板橋区,大山町２４番１３外,大山町２４－３,"652,000 ","630,000 ",3.5 ,68 ,,1,1,店舗兼共同住宅,SRC,8F,1B,中高層の店舗付マンション等が建ち並ぶ商業地域,国道,南西,25,,,,ガス,水道,下水道,大山,,510 ,商業,防火,80 ,500 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,9 ,区部,その他区,板橋区,常盤台四丁目３１番６,常盤台４－３１－３,"658,000 ","638,000 ",3.1 ,246 ,,1,2,店舗兼事務所,RC,5F,,中低層の小売店舗が建ち並ぶ駅前の商業地域,区道,南西,11,,,,ガス,水道,下水道,上板橋,,80 ,商業,防火,80 ,400 ,,高度,,,,,,,,,
,13119 ,28 ,板橋,5 ,10 ,区部,その他区,板橋区,坂下二丁目１２番５,坂下２－３３－８,"488,000 ",,,527 ,,1,1.2,銀行,SRC,3F,,低層の飲食店舗、事務所等が建ち並ぶ商業地域,区道,西,11,,,,ガス,水道,下水道,蓮根,近接,,近商,準防,80 ,300 ,,高度,,,,,*,13119 ,5 ,11 ,"480,000 "
○,13119 ,28 ,板橋,5 ,11 ,区部,その他区,板橋区,双葉町２番１０,双葉町２－１２,"423,000 ","414,000 ",2.2 ,109 ,,1,2.5,店舗兼住宅,S,3F,,中低層の日用品店舗等が建ち並ぶ近隣商業地域,区道,北,8.3,,,,ガス,水道,下水道,板橋本町,,640 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,12 ,区部,その他区,板橋区,蓮根二丁目５番３０,蓮根２－２０－１２,"413,000 ","402,000 ",2.7 ,132 ,,1,2.5,店舗兼共同住宅,S,3F,,低層の日用品店舗等が建ち並ぶ近隣商業地域,区道,西,10,,,,ガス,水道,下水道,蓮根,,380 ,近商,準防,80 ,300 ,,高度,,,,,,,,,
○,13119 ,28 ,板橋,5 ,13 ,区部,その他区,板橋区,常盤台二丁目６番７,常盤台２－６－５,"872,000 ","840,000 ",3.8 ,105 ,台形,1,2.5,店舗兼事務所,RC,4F,1B,中層の店舗、銀行等が混在する駅前の商業地域,区道,南東,15,,背面道,,ガス,水道,下水道,ときわ台,近接,,商業,防火,80 ,500 ,,高度,,,,,*,13119 ,5 ,9 ,"851,000 "
○,13120 ,28 ,練馬,0 ,1 ,区部,その他区,練馬区,旭丘二丁目２２番４３,旭丘２－２２－７,"421,000 ","410,000 ",2.7 ,173 ,,1,2,住宅,W,3F,,中規模の一般住宅が多い住宅地域,区道,南西,4.3,,,,ガス,水道,下水道,江古田,,680 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,2 ,区部,その他区,練馬区,関町南三丁目７８２番１４,関町南３－３０－５,"360,000 ","355,000 ",1.4 ,165 ,,1,2,住宅,W,2F,,一般住宅、寮等のほかに農地も見られる住宅地域,区道,南,5.5,,,,ガス,水道,下水道,武蔵関,,850 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,3 ,区部,その他区,練馬区,羽沢二丁目２９番２７外,羽沢２－２９－４,"393,000 ","382,000 ",2.9 ,159 ,,1,1.2,住宅,W,2F,,中規模の一般住宅が多い住宅地域,区道,西,4,,,,ガス,水道,下水道,小竹向原,,800 ,１低専,準防,60 ,150 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,4 ,区部,その他区,練馬区,桜台五丁目５７４９番１６,桜台５－３６－２５,"393,000 ","383,000 ",2.6 ,111 ,,1.2,1,住宅,W,2F,,中小規模の一般住宅が多い閑静な住宅地域,区道,北東,5,,,,ガス,水道,下水道,氷川台,,810 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,5 ,区部,その他区,練馬区,貫井三丁目５１９番２０,貫井３－３８－５,"370,000 ","364,000 ",1.6 ,193 ,台形,1,1.5,住宅,W,2F,,一般住宅、共同住宅等が建ち並ぶ住宅地域,区道,南西,4,,,,ガス,水道,下水道,富士見台,,400 ,１低専,準防,50 ,100 ,,高度,,,,,*,13120 ,0 ,29 ,"367,000 "
○,13120 ,28 ,練馬,0 ,6 ,区部,その他区,練馬区,石神井台六丁目１６０９番３８,石神井台６－１１－１６,"315,000 ","311,000 ",1.3 ,125 ,,1,1,住宅,W,2F,,中小規模の一般住宅が建ち並ぶ住宅地域,区道,東,4,,,,ガス,水道,下水道,大泉学園,,"1,300 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,7 ,区部,その他区,練馬区,平和台二丁目１５９１番４６,平和台２－２２－３,"381,000 ","375,000 ",1.6 ,117 ,,1,1,住宅,W,3F,,一般住宅、アパート等が建ち並ぶ住宅地域,区道,南,6,,,,ガス,水道,下水道,平和台,,"1,000 ",１低専,準防,60 ,200 ,,高度,,,,,*,13120 ,0 ,4 ,"377,000 "
○,13120 ,28 ,練馬,0 ,8 ,区部,その他区,練馬区,豊玉南三丁目８番２６,豊玉南３－８－４,"396,000 ","390,000 ",1.5 ,148 ,,1,1.5,寄宿舎,W,2F,,一般住宅、共同住宅が多く見られる住宅地域,区道,南,6,,,,ガス,水道,下水道,野方,,850 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,9 ,区部,その他区,練馬区,早宮一丁目５６番３９,早宮１－１８－２６,"380,000 ","371,000 ",2.4 ,109 ,,1,1,住宅,W,2F,,一般住宅、アパート等が建ち並ぶ住宅地域,区道,西,4.5,,,,ガス,水道,下水道,氷川台,,550 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,10 ,区部,その他区,練馬区,向山二丁目３番２１,向山２－２４－１０,"388,000 ","380,000 ",2.1 ,180 ,,1,1,住宅,W,2F,,中規模一般住宅が多い既成住宅地域,区道,北東,5.5,,,,ガス,水道,下水道,西武豊島園,,500 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,11 ,区部,その他区,練馬区,下石神井二丁目１２７番１５,下石神井２－２６－１８,"354,000 ","351,000 ",0.9 ,216 ,,1,1.5,住宅,W,2F,,中小一般住宅の中にアパートが存する住宅地域,区道,北西,5,,,,ガス,水道,下水道,上井草,,870 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,12 ,区部,その他区,練馬区,大泉町三丁目１３５５番７０,,"227,000 ","226,000 ",0.4 ,98 ,,1,1.2,建築中,,,,中小規模一般住宅が建ち並ぶ既存の住宅地域,区道,南,5.5,,,,ガス,水道,下水道,大泉学園,,"2,700 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,13 ,区部,その他区,練馬区,中村三丁目３１番６,中村３－３１－２,"398,000 ","392,000 ",1.5 ,212 ,,1,2,住宅,W,2F,1B,中規模一般住宅、アパート等が建ち並ぶ住宅地域,区道,南,6,,,,ガス,水道,下水道,中村橋,,700 ,１低専,準防,60 ,200 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,14 ,区部,その他区,練馬区,豊玉中三丁目２６番４,豊玉中３－２６－６,"400,000 ","385,000 ",3.9 ,131 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等が建ち並ぶ住宅地域,区道,西,6,,,,ガス,水道,下水道,練馬,,850 ,１低専,準防,60 ,200 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,15 ,区部,その他区,練馬区,上石神井三丁目１９６番３外,上石神井３－２２－２,"333,000 ","329,000 ",1.2 ,185 ,,1,1.5,住宅,W,2F,,一般住宅の建ち並ぶ閑静な住宅地域,区道,北,5,,,,ガス,水道,下水道,上石神井,,"1,000 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,16 ,区部,その他区,練馬区,南大泉四丁目５６４番１２,南大泉４－４８－５,"328,000 ","324,000 ",1.2 ,142 ,,1,1,住宅,W,2F,,中規模一般住宅、アパート等が混在する住宅地域,区道,西,4,,,,ガス,水道,下水道,保谷,,420 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,17 ,区部,その他区,練馬区,春日町一丁目２２１１番１９,春日町１－３６－５,"378,000 ","372,000 ",1.6 ,125 ,,1,2,住宅,W,2F,,中規模一般住宅が多い閑静な住宅地域,区道,南,5,,,,ガス,水道,下水道,練馬春日町,,490 ,１低専,準防,50 ,100 ,,高度,,,,,*,13120 ,0 ,12 ,"374,000 "
○,13120 ,28 ,練馬,0 ,18 ,区部,その他区,練馬区,貫井四丁目６７７番４,貫井４－３２－７,"320,000 ","316,000 ",1.3 ,198 ,,1,1,住宅,W,2F,,中小規模戸建住宅、アパートが建ち並ぶ住宅地域,道路,西,4,,,,ガス,水道,下水道,富士見台,,"1,100 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
,13120 ,28 ,練馬,0 ,19 ,区部,その他区,練馬区,南大泉二丁目７３番７３,南大泉２－１５－９,"286,000 ",,,143 ,,1,1.5,住宅,W,2F,,中小規模の一般住宅が建ち並ぶ住宅地域,区道,南西,4,,,,ガス,水道,下水道,保谷,,"1,200 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,20 ,区部,その他区,練馬区,関町北二丁目６２８番２３,関町北２－９－５,"399,000 ","393,000 ",1.5 ,165 ,,1.2,1,住宅,W,2F,,中小規模一般住宅が多い区画整然とした住宅地域,区道,南,6,,,,ガス,水道,下水道,武蔵関,,410 ,１中専,準防,50 ,150 ,,高度,,,,,*,13120 ,0 ,35 ,"396,000 "
○,13120 ,28 ,練馬,0 ,21 ,区部,その他区,練馬区,高松二丁目３８２７番８,高松２－１８－５,"319,000 ","314,000 ",1.6 ,128 ,,1,1,共同住宅,LS,2F,,一般住宅が多くアパート等も見られる住宅地域,区道,西,4,,,,ガス,水道,下水道,練馬春日町,,"1,100 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,22 ,区部,その他区,練馬区,土支田一丁目４７１８番１７,土支田１－１８－８,"274,000 ","272,000 ",0.7 ,119 ,,1,1,住宅,W,2F,,一般住宅、アパート等が混在する住宅地域,区道,南,5,,,,ガス,水道,下水道,光が丘,,"1,400 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,23 ,区部,その他区,練馬区,富士見台一丁目１５２番２１５,富士見台１－１０－１０,"361,000 ","356,000 ",1.4 ,181 ,,1,2,住宅,LS,2F,,一般住宅のほかアパ－トも混在する住宅地域,区道,西,5.5,,,,ガス,水道,下水道,富士見台,,900 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,24 ,区部,その他区,練馬区,谷原三丁目１６７８番５外,,"310,000 ","309,000 ",0.3 ,165 ,,1,1.2,空地,,,,一般住宅、アパート等が混在する住宅地域,区道,東,5,,,,ガス,水道,下水道,石神井公園,,"1,700 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,25 ,区部,その他区,練馬区,東大泉五丁目３５８番２２,東大泉５－２６－１３,"392,000 ","386,000 ",1.6 ,147 ,,1.2,1,住宅,W,2F,,中規模一般住宅、アパートの混在する住宅地域,区道,東,6,,,,ガス,水道,下水道,大泉学園,,550 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,26 ,区部,その他区,練馬区,西大泉五丁目１１３５番４,西大泉５－２４－３,"254,000 ","253,000 ",0.4 ,104 ,,1,2,住宅,W,2F,,中小規模一般住宅が多い住宅地域,区道,南,4,,,,ガス,水道,下水道,保谷,,"1,400 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,27 ,区部,その他区,練馬区,土支田三丁目１１６９番５,土支田３－１０－７,"272,000 ","270,000 ",0.7 ,135 ,,1,1.2,住宅,W,2F,,一般住宅のほかに空地も見られる住宅地域,私道,西,5,,,,ガス,水道,下水道,石神井公園,,"1,900 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,28 ,区部,その他区,練馬区,石神井町二丁目１４３８番３９外,石神井町２－３０－２,"385,000 ","377,000 ",2.1 ,138 ,,1,1.2,住宅,W,2F,,中小規模の一般住宅、アパートが多い住宅地域,私道,南,4.5,,,,ガス,水道,下水道,石神井公園,,640 ,１中専,準防,50 ,150 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,29 ,区部,その他区,練馬区,下石神井三丁目６８３番２,下石神井３－１９－１１,"326,000 ","321,000 ",1.6 ,171 ,台形,1,1.5,住宅,W,2F,,中小規模の一般住宅、アパートが多い住宅地域,区道,北,4,,,,ガス,水道,下水道,石神井公園,,"1,000 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,30 ,区部,その他区,練馬区,東大泉三丁目９１５番２６,東大泉３－２４－２,"419,000 ","413,000 ",1.5 ,246 ,,1,1.5,住宅,W,2F,,中規模の一般住宅が多い区画整然とした住宅地域,区道,南,6,,,,ガス,水道,下水道,大泉学園,,480 ,１低専,準防,50 ,100 ,,高度,,,,,*,13120 ,0 ,60 ,"416,000 "
○,13120 ,28 ,練馬,0 ,31 ,区部,その他区,練馬区,大泉学園町七丁目５０５番２,大泉学園町７－１６－６,"248,000 ","247,000 ",0.4 ,205 ,,1,2,住宅,W,3F,,中規模一般住宅が多い閑静な住宅地域,区道,南,5.5,,,,ガス,水道,下水道,大泉学園,,"3,000 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,32 ,区部,その他区,練馬区,大泉町五丁目５２２番５２,大泉町５－２９－１３,"294,000 ","292,000 ",0.7 ,165 ,,1,1.2,住宅,W,2F,,中小規模一般住宅等が建ち並ぶ住宅地域,区道,北,4.3,,,,ガス,水道,下水道,大泉学園,,"1,700 ",１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,33 ,区部,その他区,練馬区,北町八丁目８９７番１２,北町８－１０－１４,"336,000 ","330,000 ",1.8 ,138 ,,1,1.5,住宅,W,2F,,一般住宅、アパート等が建ち並ぶ住宅地域,道路,東,4.5,,,,ガス,水道,下水道,地下鉄赤塚,,730 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,34 ,区部,その他区,練馬区,関町東一丁目４６番７,関町東１－１４－２,"374,000 ","370,000 ",1.1 ,150 ,,1,1,住宅,W,2F,,中規模一般住宅や共同住宅等が建ち並ぶ住宅地域,区道,南,6,,,,ガス,水道,下水道,武蔵関,,570 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,35 ,区部,その他区,練馬区,大泉学園町六丁目８０８番６,大泉学園町６－１３－２４,"242,000 ","241,000 ",0.4 ,190 ,,1,2,住宅,W,2F,1B,一般住宅等が建ち並ぶ区画整然とした住宅地域,区道,北,5.7,,,,ガス,水道,下水道,大泉学園,,"2,600 ",１低専,準防,50 ,100 ,,高度,,,,,*,13120 ,0 ,10 ,"242,000 "
,13120 ,28 ,練馬,0 ,36 ,区部,その他区,練馬区,大泉学園町二丁目２３４２番１９,大泉学園町２－３－１６,"310,000 ",,,166 ,,1,1,住宅,W,2F,,一般住宅が多く、アパート等も見られる住宅地域,道路,東,4,,,,ガス,水道,下水道,大泉学園,,900 ,１低専,準防,50 ,100 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,0 ,37 ,区部,その他区,練馬区,北町一丁目４９０番１,北町１－２８－２,"378,000 ","372,000 ",1.6 ,259 ,,1,2,共同住宅,S,3F,,一般住宅、アパート、事務所等が混在する地域,区道,南西,6,,,,ガス,水道,下水道,東武練馬,,520 ,準工,準防,60 ,200 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,1 ,区部,その他区,練馬区,旭丘一丁目５８番９外,旭丘１－５８－９,"595,000 ","569,000 ",4.6 ,107 ,,1,1.5,事務所兼住宅,RC,6F,,店舗、事務所、マンション等が混在する商業地域,都道,北東,15,,,,ガス,水道,下水道,江古田,,350 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
,13120 ,28 ,練馬,5 ,2 ,区部,その他区,練馬区,大泉学園町一丁目２２０７番２１外,大泉学園町１－７－１７,"400,000 ",,,342 ,,1,1.5,店舗、事務所兼共同住宅,RC,4F,1B,飲食店、営業所、共同住宅等が多い路線商業地域,区道,西,12.7,,,,ガス,水道,下水道,大泉学園,,"1,200 ",近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,3 ,区部,その他区,練馬区,豊玉上二丁目１４番１８外,豊玉上２－１４－１０,"756,000 ","697,000 ",8.5 ,113 ,,1,2,店舗兼共同住宅,RC,7F,,中層店舗ビルが建ち並ぶ幹線道路沿いの商業地域,都道,北,19.5,,,,ガス,水道,下水道,桜台,,100 ,商業,防火,80 ,500 ,,,,,,,,,,,
○,13120 ,28 ,練馬,5 ,4 ,区部,その他区,練馬区,貫井三丁目４１４番１８,貫井３－１－１１,"647,000 ","622,000 ",4.0 ,151 ,台形,1.2,1,店舗兼共同住宅,S,4F,,低層店舗、銀行等が建ち並ぶ駅前商業地域,区道,北,5.5,,背面道,,ガス,水道,下水道,富士見台,,90 ,商業,防火,80 ,400 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,5 ,区部,その他区,練馬区,早宮一丁目１１５番２,早宮１－１－１,"555,000 ","530,000 ",4.7 ,198 ,,1,1.5,店舗兼住宅,W,2F,,低層店舗、中層店舗ビルが建ち並ぶ近隣商業地域,区道,南東,11,,,,ガス,水道,下水道,氷川台,,90 ,近商,防火,80 ,300 ,,高度,,,,,*,13120 ,5 ,7 ,"538,000 "
○,13120 ,28 ,練馬,5 ,6 ,区部,その他区,練馬区,豊玉北六丁目１番１３,豊玉北６－１－８,"1,160,000 ","1,040,000 ",11.5 ,176 ,,1,1.2,店舗兼事務所,SRC,8F,1B,中高層の店舗、事務所ビルが建ち並ぶ商業地域,都道,北,16.5,,,,ガス,水道,下水道,練馬,,300 ,商業,防火,80 ,600 ,,,,,,,*,13120 ,5 ,1 ,"1,120,000 "
○,13120 ,28 ,練馬,5 ,7 ,区部,その他区,練馬区,南田中三丁目７０７番１,南田中３－２８－１４,"490,000 ","475,000 ",3.2 ,480 ,,1,2,店舗兼駐車場,S,3F,,店舗、マンション等が混在する路線商業地域,都道,西,25,,側道,南,ガス,水道,下水道,練馬高野台,,530 ,準住居,防火,60 ,300 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,8 ,区部,その他区,練馬区,上石神井一丁目４２９番２９,上石神井１－１７－１４,"558,000 ","539,000 ",3.5 ,63 ,,1,2,店舗兼共同住宅,S,3F,,小規模店舗、店舗兼共同住宅が建ち並ぶ商業地域,区道,北,7.2,,,,ガス,水道,下水道,上石神井,,180 ,近商,防火,80 ,400 ,,,,,,,,,,,
○,13120 ,28 ,練馬,5 ,9 ,区部,その他区,練馬区,平和台四丁目１６２２番４外,平和台４－２２－１７,"525,000 ","506,000 ",3.8 ,84 ,,1,2.5,店舗兼共同住宅,S,4F,,中高層店舗等が建ち並ぶ幹線道路沿いの商業地域,都道,北西,25,,,,ガス,水道,下水道,平和台,,210 ,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,10 ,区部,その他区,練馬区,豊玉北二丁目２２番３外,,"538,000 ","500,000 ",7.6 ,416 ,,1,1.5,建築中,,,,事業所ビルやマンションが建ち並ぶ路線商業地域,都道,北東,25,,,,ガス,水道,下水道,新江古田,,600 ,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,11 ,区部,その他区,練馬区,練馬四丁目６７１３番３,練馬４－２５－１３,"535,000 ","510,000 ",4.9 ,122 ,,1,2,店舗兼住宅,S,3F,,小売店舗、銀行等が建ち並ぶ駅前の商業地域,区道,西,12,,,,ガス,水道,下水道,都営豊島園,近接,,近商,防火,80 ,300 ,,高度,,,,,,,,,
○,13120 ,28 ,練馬,5 ,12 ,区部,その他区,練馬区,北町一丁目１８１番５,北町１－３２－１,"480,000 ","470,000 ",2.1 ,63 ,,1,2,店舗兼住宅,S,3F,,中小規模の小売店舗が建ち並ぶ商業地域,区道,南西,8.2,,,,ガス,水道,下水道,東武練馬,,450 ,近商,防火,80 ,400 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,1 ,区部,その他区,足立区,扇二丁目３９５２番２外,扇２－２９－１９,"260,000 ","255,000 ",2.0 ,101 ,台形,1,1.2,住宅,W,2F,,一般住宅の中に共同住宅等が見られる住宅地域,区道,東,5,,,,ガス,水道,下水道,扇大橋,,250 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,2 ,区部,その他区,足立区,平野三丁目１３７２番１,平野３－１５－２４,"222,000 ","220,000 ",0.9 ,151 ,,1,1.2,住宅,W,2F,,一般住宅のほかに小売店舗が見られる住宅地域,区道,南,6,,,,ガス,水道,下水道,六町,,"1,400 ",１低専,準防,50 ,150 ,,高度,,,,,,,,,
○,13121 ,28 ,足立,0 ,3 ,区部,その他区,足立区,島根四丁目２７３番１外,島根４－１４－８,"250,000 ","248,000 ",0.8 ,148 ,台形,1,1,住宅,LS,2F,,一般住宅のほかに共同住宅が多い住宅地域,区道,南東,4.5,,側道,南西,ガス,水道,下水道,西新井,,870 ,１中専,準防,60 ,200 ,,高度,,,,,,,,,
