"日","曜日","主食","牛乳","副食","血や肉や骨や歯になるもの","体を動かす熱や力になるもの","からだの調子を整える","エネルギー_kcal","タンパク質_パーセント","脂質_パーセント","月","学校","GIS搭載用住所","経度","緯度","分類"
"9","火","新春おこわ","牛乳","松風焼き;紅白なます;具沢山すまし汁","あずき;牛乳;鶏肉;味噌;卵;だし削り節;蒸しかまぼこ;豆腐","米;もち米;きび;銀杏;パン粉;砂糖;ごま","枝豆（冷凍）;生姜;ねぎ;人参;大根;しめじ;ほうれん草","588","18.3","27.2","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"10","水","宝袋うどん","牛乳","カリカリじゃこサラダ②;フルーツきんとん","油揚げ;だし削り節;だし昆布;鶏肉;竹輪;牛乳;ちりめんじゃこ","もち;砂糖;うどん;油;ごま;さつまいも;バター","人参;椎茸;筍;ねぎ;小松菜;もやし;きゅうり;りんご","673","15.5","25.4","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"11","木","ご飯","牛乳","麻婆豆腐;キャベツと胡瓜の中華サラダ;炒りこんにゃく","牛乳;豚挽き肉;大豆;豆腐","米;油;砂糖;でん粉;ごま油;こんにゃく","にんにく;生姜;人参;筍;椎茸;ねぎ;キャベツ;きゅうり","592","16.8","30.6","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"12","金","麦ご飯","牛乳","いかのザンギ;磯浸し;味噌けんちん汁（里芋）","牛乳;いか;のり;豆腐;だし煮干;味噌","米;大麦;でん粉;油;ごま油;こんにゃく;里芋","生姜;にんにく;小松菜;人参;チンゲンサイ;ごぼう;大根;ねぎ","587","16.4","27.9","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"15","月","ご飯","牛乳","挽き肉のコーン蒸し;野菜の中華ドレッシングかけ;かぶと野菜のスープ","牛乳;鶏肉;豚挽き肉;卵","米;ごま油;でん粉;砂糖","玉ねぎ;椎茸;筍;コーン缶;チンゲンサイ;もやし;人参;きくらげ;かぶ;かぶ（葉）","570","17.1","29.1","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"16","火","ソフトフランスパン","牛乳","コック・オー・ヴァン;コールスローサラダ（ノンオイル）;りんごのコンフィチュール","牛乳;鶏肉","ソフトフランス;油;こめこ;砂糖","にんにく;玉ねぎ;人参;セロリー;マッシュルーム;ブロッコリー;トマト缶;キャベツ;きゅうり;りんご;レモン","592","15.3","33.9","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"17","水","ご飯","牛乳","鯖の味噌煮;五目きんぴら;豆腐汁;２","牛乳;さば;味噌;だし削り節;豆腐;油揚げ","米;砂糖;ごま油;糸こんにゃく;ごま","ねぎ;生姜;蓮根;人参;ごぼう;さやいんげん;小松菜","625","17.2","29.7","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"18","木","ご飯","牛乳","里芋コロッケ;ほうれん草と竹輪の胡麻和え;味噌汁（白菜）","牛乳;豚挽き肉;卵;竹輪;だし削り節;油揚げ;味噌","米;里芋;じゃがいも;油;小麦粉;パン粉;ごま;砂糖","人参;玉ねぎ;パセリ;ほうれん草;白菜;ねぎ","636","13.5","30","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"19","金","スパゲッテイペスカトーレ","牛乳","豆と野菜のドレッシング和え;桃のパンナコッタ","いか;海老;まぐろ（油漬）;牛乳;大豆;生クリーム;アガー","スパゲッティ;油;砂糖","にんにく;人参;玉ねぎ;マッシュルーム;トマト缶;きゅうり;蓮根;枝豆（冷凍）;桃（缶）","583","16.8","35.4","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"22","月","ガーリックライス","牛乳","ジャーマンオムレツ;スティックサラダ;ジュリアンスープ","牛乳;豚挽き肉;卵;生クリーム;チーズ;ベーコン","米;バター;油;じゃがいも;砂糖","にんにく;玉ねぎ;パセリ;大根;きゅうり;人参;セロリー;キャベツ","597","15.7","34.8","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"23","火","ご飯","牛乳","鶏の照り焼き;じゃこ入り海藻サラダ;せんべい汁","牛乳;鶏肉;ちりめんじゃこ;海藻サラダ;;だし煮干;豚肉","米;砂糖;ごま油;南部せんべい","きゅうり;キャベツ;人参;ごぼう;大根;ねぎ;小松菜","571","16.7","27","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"24","水","セサミトースト","牛乳","ほたてコーンシチュー;花野菜のピクルス;りんご","牛乳;ベーコン;帆立貝","食パン;マーガリン;ごま;砂糖;油;じゃがいも;小麦粉;バター","人参;玉ねぎ;クリームコーン缶;コーン缶;パセリ;ｶﾘﾌﾗﾜｰ;ブロッコリー;りんご","614","18.2","36.2","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"25","木","おにぎり（給食週間のみ）","牛乳","魚の塩焼き;野沢菜漬炒め;味噌汁（フリー２）","牛乳;鮭;だし削り節;油揚げ;豆腐;味噌","米;ごま油;じゃがいも","野沢菜塩漬け;大根;ねぎ","575","19.5","24.4","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"26","金","わかめご飯","牛乳","ししゃものサクサク揚げ;野菜のごま和え;昆布豆;味噌汁(芋・豆・榎）","わかめ;牛乳;ししゃも;大豆;昆布;だし煮干;味噌","米;大麦;小麦粉;でん粉;油;砂糖;ごま;じゃがいも","もやし;きゅうり;人参;玉ねぎ;えのきたけ;小松菜","626","17.1","28","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"29","月","ご飯","牛乳","チーズタッカルビ;かぶのナムル1;トックスープ","牛乳;鶏肉;味噌;チーズ;豚肉;わかめ","米;ごま油;砂糖;ごま;でん粉;もち","生姜;にんにく;玉ねぎ;キャベツ;人参;かぶ;きゅうり;椎茸;チンゲンサイ;ねぎ","583","18.1","27.5","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"30","火","深川飯","牛乳","おでん（煮玉子入り）;小松菜のお浸し（葛）;花みかん","あさり;油揚げ;牛乳;だし煮干;昆布;さつま揚げ;つみれ;生揚げ;卵;かつお節","米;砂糖;ごま;こんにゃく;里芋;ちくわふ","ねぎ;みつば;大根;小松菜;もやし;人参;みかん","625","19.2","27.9","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"31","水","味噌ラーメン","牛乳","たこ焼きくん;中華サラダ（切干大根）","だし煮干;味噌;豚肉;牛乳;たこ;桜海老;卵;青のり;かつお節","中華めん;ごま油;油;じゃがいも;でん粉;砂糖;ごま","にんにく;生姜;人参;白菜;もやし;にら;ねぎ;キャベツ;切り干し大根;きゅうり","573","18.7","33.3","1","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"1","木","三色ピラフ","牛乳","チーズオムレツ;イタリアンサラダ;かぶと野菜のスープ","牛乳;鶏肉;卵;チーズ","米;バター;油;じゃがいも","人参;コーン缶;冷凍いんげん;玉ねぎ;パセリ;キャベツ;きゅうり;ピーマン;きくらげ;かぶ;かぶ（葉）","588","17.3","33.7","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"2","金","節分ご飯","牛乳","鰯の蒲焼き;小松菜のお浸し（葛）;すまし汁（大根・ねぎ）","大豆;青のり;牛乳;いわし;かつお節;だし削り節;だし昆布;豆腐;はんぺん","米;でん粉;小麦粉;油;砂糖","小松菜;もやし;人参;大根;しめじ;ねぎ;さやえんどう","600","18.8","28.7","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"5","月","八宝麺","牛乳","焼き芋;もやしの中華風サラダ","豚肉;いか;海老;うずら卵;牛乳;わかめ","中華めん;油;でん粉;ごま油;さつまいも;砂糖","生姜;にんにく;筍;人参;キャベツ;椎茸;ねぎ;小松菜;もやし;きゅうり","576","15.4","25","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"6","火","ご飯","牛乳","豚肉の生姜炒め;ひじき入り茹で野菜;味噌汁（白菜）;りんご","牛乳;豚肉;ひじき;だし削り節;油揚げ;味噌","米;油;でん粉;ごま;ごま油;砂糖","玉ねぎ;生姜;大根;きゅうり;人参;白菜;ねぎ;りんご","567","17.6","28.1","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"7","水","黒砂糖パン（うずまき）","牛乳","白身魚のムニエル;花野菜のサラダ;ミラノ風野菜のスープ","牛乳;メルルーサ;ベーコン;チーズ","黒砂糖パン;小麦粉;バター;油;砂糖;じゃがいも;マカロニ","レモン;人参;ブロッコリー;ｶﾘﾌﾗﾜｰ;玉ねぎ;トマト缶;キャベツ;セロリー;パセリ","583","19.2","30.1","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"8","木","ご飯","牛乳","豆腐と挽き肉の煮込み;ほうれん草のお浸し;ししゃもカレー焼き","牛乳;豚挽き肉;高野豆腐;豆腐;ししゃも;卵","米;油;じゃがいも;砂糖;でん粉;ごま油;小麦粉","にんにく;生姜;人参;筍;ねぎ;グリンピース（冷凍）;もやし;ほうれん草;パセリ","622","19.9","30","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"9","金","ご飯","牛乳","いかのかりんと揚げ;茹で野菜４;味噌汁（フリー）;かみかみふりかけ","牛乳;いか;だし煮干;油揚げ;味噌;豆腐;かつお節;ちりめんじゃこ","米;でん粉;油;砂糖;ごま","生姜;キャベツ;もやし;人参;玉ねぎ;小松菜;塩昆布","588","18.4","29.1","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"13","火","ニラそぼろ丼","牛乳","じゃが芋のチーズ焼き;浅漬け;ポンカン","豚挽き肉;牛乳;チーズ","米;大麦;油;砂糖;でん粉;じゃがいも;バター","にんにく;生姜;玉ねぎ;にら;キャベツ;きゅうり;人参;ぽんかん","642","15.6","29.2","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"14","水","ペペロンチーノ（馬）","牛乳","ブロッコリー入り茹で野菜;チョコチップケーキ","ベーコン;海老;牛乳;卵;生クリーム","油;スパゲッティ;小麦粉;砂糖;バター;チョコレート","にんにく;とうがらし;玉ねぎ;しめじ;ブロッコリー;人参;キャベツ;コーン缶","598","15.9","29","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"15","木","赤しそご飯","牛乳","ぎせい豆腐;ほうれん草とキャベツのごま和え;のっぺい汁","牛乳;豆腐;豚挽き肉;卵;鶏肉;だし削り節","米;油;砂糖;ごま;里芋;でん粉","しそ;人参;椎茸;さやいんげん;キャベツ;ほうれん草;大根;ごぼう","572","16.9","28.8","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"16","金","ご飯","牛乳","おから入りハンバーグ２;カラフルサラダ;野菜スープ","牛乳;豚挽き肉;鶏肉;おから;卵;ベーコン","米;バター;パン粉;砂糖;油;じゃがいも","玉ねぎ;人参;キャベツ;きゅうり;ピーマン;セロリー","596","15.6","29.6","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"19","月","豚挽き肉と牛蒡のご飯","牛乳","わかさぎの天ぷら;野菜の磯香和え;味噌汁（大根・わかめ）;デコポン","豚挽き肉;油揚げ;牛乳;わかさぎ;卵;のり;だし削り節;わかめ;豆腐;味噌","米;ごま油;こんにゃく;砂糖;小麦粉;油","生姜;ごぼう;人参;冷凍いんげん;もやし;ほうれん草;大根;玉ねぎ;デコポン","576","17.3","27.8","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"20","火","ご飯","牛乳","鶏肉の胡麻だれかけ;和風サラダ;豆腐汁（豆腐30）","牛乳;鶏肉;味噌;だし削り節;豆腐","米;油;ごま油;砂糖;ごま","生姜;ねぎ;キャベツ;きゅうり;人参;大根;小松菜","577","16.3","31.2","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"21","水","海老ドリア","牛乳","コーン入り野菜ソテー;ベーコンスープ","鶏肉;海老;牛乳;生クリーム;チーズ;ベーコン","米;バター;油;小麦粉","玉ねぎ;人参;マッシュルーム;パセリ;コーン缶;小松菜;もやし;キャベツ","612","14.7","33.7","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"22","木","根菜うどん","牛乳","北の大地のポテト;ツナ入り茹で野菜（和風）","鶏肉;生揚げ;だし削り節;牛乳;味噌;まぐろ（油漬）","うどん;ごま油;こんにゃく;じゃがいも;ながいも;でん粉;油;砂糖","人参;ごぼう;大根;ねぎ;キャベツ;きゅうり","587","14.7","32.7","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"26","月","ご飯","牛乳","鮭の照り焼き;かぼちゃの煮付け;豚汁","牛乳;鮭;だし削り節;だし煮干;豚肉;豆腐;味噌","米;砂糖;こんにゃく;じゃがいも","生姜;かぼちゃ;ごぼう;大根;人参;ねぎ","571","20.1","20.6","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"27","火","ご飯","牛乳","蓮根しゅうまい;(2個）;チャプチェ;中華スープ;５","牛乳;豚挽き肉;海老;卵;豚肉;豆腐","米;でん粉;しゅうまいの皮;油;はるさめ;砂糖;ごま油;ごま","生姜;蓮根;玉ねぎ;ねぎ;にんにく;人参;ピーマン;きくらげ;チンゲンサイ","631","16.5","25.2","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"28","水","シナモンレーズンロール","牛乳","ポークビーンズ;コールスローサラダ","卵;牛乳;大豆;ベーコン;豚肉","小麦粉;砂糖;バター;油;じゃがいも","レーズン;玉ねぎ;人参;セロリー;ﾄﾏﾄﾋﾟｭｰﾚｰ;パセリ;キャベツ;きゅうり;りんご","608","16.5","31.2","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"29","木","ご飯","牛乳","豆腐のカレー煮;大根の和え物;野菜チップス","牛乳;豆腐;豚挽き肉","米;油;砂糖;でん粉;ごま油;さつまいも","にんにく;生姜;人参;玉ねぎ;筍;椎茸;大根;きゅうり;かぼちゃ;ごぼう","650","15.4","32","2","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"1","金","ちらし寿司","牛乳","さわらの西京焼き;菜の花のからし醤油かけ;すまし汁(花麩入り）;桃ゼリー;②","卵;海老;のり;牛乳;鰆;味噌;だし削り節;豆腐;わかめ;アガー","米;砂糖;油;ふ;ジュース","椎茸;かんぴょう;人参;さやえんどう;生姜;菜花;小松菜;えのきたけ;ねぎ;みつば","582","17.5","22.4","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"4","月","黄な粉揚げパン","牛乳","じゃが芋のオランダ風煮;花野菜のピクルス;デコポン","きな粉;牛乳;ベーコン;豚肉;チーズ","ミルクパン;油;砂糖;じゃがいも","玉ねぎ;人参;冷凍いんげん;ｶﾘﾌﾗﾜｰ;ブロッコリー;デコポン","620","14.3","31.4","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"5","火","ご飯","牛乳","生揚げと海老の炒め煮②;大根サラダ;ぴり辛こんにゃく","牛乳;生揚げ;海老","米;油;じゃがいも;砂糖;でん粉;ごま油;こんにゃく","にんじん;椎茸;たけのこ;キャベツ;冷凍いんげん;大根;水菜;玉ねぎ","602","13.9","25.1","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"6","水","キムチ炒飯","牛乳","いかの生姜焼き;中華サラダ（切干大根）;ワンタンスープ;りんご（１/８）","豚肉;牛乳;いか;鶏肉","米;油;ごま油;砂糖;ごま;ワンタンの皮","玉ねぎ;キムチ;生姜;切り干し大根;人参;きゅうり;にんにく;筍;小松菜;りんご","578","16.7","24","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"7","木","ご飯","牛乳","大豆入りハンバーグ;三色ソテー;野菜スープ３","牛乳;大豆;豚挽き肉;卵;ベーコン","米;バター;パン粉;じゃがいも","玉ねぎ;人参;コーン缶;ほうれん草;セロリー;もやし","624","14.7","27.1","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"8","金","発芽玄米ご飯","牛乳","わかさぎの二色揚げ;青菜のごま和え;根菜汁（フリー）","牛乳;わかさぎ;青のり;だし削り節;豆腐;味噌","米;でん粉;小麦粉;油;砂糖;ごま;じゃがいも","もやし;人参;小松菜;大根;ごぼう;ねぎ","570","13.7","24.5","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"11","月","スパゲッティボロネーゼ","牛乳","じゃこ入りカラフルサラダ;カントリーブレット","豚挽き肉;牛乳;チーズ;ちりめんじゃこ;ヨーグルト","スパゲッテイ;油;バター;砂糖;小麦粉","玉ねぎ;人参;セロリー;ﾄﾏﾄﾋﾟｭｰﾚｰ;パセリ;キャベツ;きゅうり;ピーマン;レーズン","622","13.8","22","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"12","火","ごまご飯","牛乳","魚の菜種蒸し;野菜の塩風味;豆腐汁;２","牛乳;ホキ;卵;だし削り節;豆腐;油揚げ","米;大麦;ごま;油;マヨネーズ","生姜;しめじ;パセリ;キャベツ;きゅうり;人参;ねぎ;小松菜","605","16.9","33.6","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"13","水","青じそご飯","牛乳","厚焼き卵(1);白菜のお浸し(醤油）;味噌汁（フリー２）","牛乳;鶏肉;卵;かつお節;だし削り節;油揚げ;豆腐;味噌","米;油;砂糖;じゃがいも","しそ;玉ねぎ;人参;椎茸;グリンピース（冷凍）;白菜;ほうれん草;大根;ねぎ","583","15.6","27.5","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"14","木","ご飯","牛乳","酢豚;②;もやしとにらのナムル;中華スープ;５","牛乳;豚肉;豆腐","米;でん粉;油;砂糖;ごま油;ごま","生姜;にんにく;人参;玉ねぎ;筍;椎茸;ピーマン;もやし;にら;きくらげ;チンゲンサイ","586","14.5","25.6","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"15","金","ハニートースト","牛乳","ホワイトシチュー（ブロなし）;茹で野菜（ノンオイルドレ）;清見オレンジ","牛乳;豚肉;生クリーム","食パン;マーガリン;はちみつ;油;じゃがいも;バター;小麦粉;砂糖","人参;玉ねぎ;しめじ;パセリ;もやし;キャベツ;きゅうり;りんご;清見オレンジ","573","13.4","33.8","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"18","月","ご飯","牛乳","魚の香味焼き;ひじきの煮物②;味噌汁","牛乳;さば;ひじき;さつま揚げ;だし削り節;油揚げ;豆腐;味噌;だし煮干","米;砂糖;ごま;油;糸こんにゃく;じゃがいも","生姜;ねぎ;人参;さやえんどう;小松菜","612","15.8","27.6","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"19","火","わかめうどん","牛乳","ツナ入り茹で野菜（和風）;焼きおにぎり（練り味噌）","だし削り節;鶏肉;油揚げ;わかめ;牛乳;まぐろ（油漬）;味噌","うどん;油;砂糖;米;大麦;ごま油;ごま","人参;筍;椎茸;小松菜;キャベツ;きゅうり;にんにく","642","14.1","26.2","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
"21","木","赤飯","牛乳","鶏肉の唐揚げ;小松菜とコーンのお浸し;お祝い澄まし汁;苺","ささげ;牛乳;鶏肉;だし削り節;蒸しかまぼこ;はんぺん","米;もち米;でん粉;油","生姜;小松菜;コーン缶;たけのこ;しめじ;ねぎ;みつば;いちご","611","15.2","27.3","3","小学校","中野区中野4-8-1","139.663737226103","35.7068716920706","区立小学校標準献立表"
