"データセットID","データセットタイトル","データセット説明","タグ","タグ読み","ライセンス","組織","事業説明等のページ","データ所管部署","データセット作成日時","データセット最終更新日時","更新頻度","カテゴリ分類","データタイトル","データURL","データ説明","形式","サイズ","並び順","データ作成日時","データ最終更新日時","GIS用住所","経度","緯度","分類"
"t131148d0000000097","水害時避難所","【中野区】水害時の避難所一覧です。水害の状況により開設します。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","水害時避難所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_28/CSV/opendata_18000130.csv","水害時の避難所一覧です。水害の状況により開設します。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000098","区民活動センター一時避難所","【中野区】水害や土砂災害時の一時避難所一覧です。水害の状況により開設します。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","区民活動センター一時避難所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_32/CSV/opendata_18000120.csv","水害時の一時避難所一覧です。水害の状況により開設します。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000099","初期消火機器設置箇所大型消火器","【中野区】初期消火等に必要な大型消火器の設置場所一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","数年に１回程度(場所変更時に更新)","防災・災害計画","初期消火機器設置箇所大型消火器","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_30/CSV/opendata_18000020.csv","初期消火等に必要な大型消火器の設置場所一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000100","初期消火機器設置箇所スタンドパイプ","【中野区】初期消火等に必要なスタンドパイプの設置場所一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","数年に１回程度(場所変更時に更新)","防災・災害計画","初期消火機器設置箇所スタンドパイプ","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_30/CSV/opendata_18000030.csv","初期消火等に必要なスタンドパイプの設置場所一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000101","土のう配備箇所","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","都市基盤部道路管理課","","","必要に応じて","防災・災害計画","土のう配備箇所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_31/CSV/opendata_54000010.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000102","防災資材倉庫","【中野区】地域防災会が使用する防災資材倉庫の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","数年に１回程度(場所変更時に更新)","防災・災害計画","防災資材倉庫","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_32/CSV/opendata_18000040.csv","地域防災会が使用する防災資材倉庫の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000103","広域避難場所","【中野区】延焼火災が鎮火するまで一時的に避難する場所です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","総務部防災危機管理課","","","５年に１回程度","防災・災害計画","広域避難場所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_32/CSV/opendata_6000680.csv","延焼火災が鎮火するまで一時的に避難する場所です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000104","平和関係施設","平和資料展示室の所在地です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","企画部企画課","","","必要に応じて","観光","平和関係施設","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_33/CSV/opendata_5000326.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000105","埋蔵文化財包蔵地","【中野区】中野区内の埋蔵文化財包蔵地の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","区民部文化振興・多文化共生推進課","","","必要に応じて","芸術文化","埋蔵文化財包蔵地","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_33/CSV/opendata_6000780.csv","中野区内の埋蔵文化財包蔵地の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000107","授乳やおむつ替えできる施設赤ちゃんほっとスペース","【中野区】授乳室やオムツ替えシートを備えた区有施設や民間施設・店舗等の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部子ども・教育政策課","","","2~3年に一度","生活","授乳やおむつ替えできる施設赤ちゃんほっとスペース","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_37/CSV/opendata_26000010.csv","授乳室やオムツ替えシートを備えた区有施設や民間施設・店舗等の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000108","子育てひろば","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","子ども教育部育成活動推進課","","","年１回","その他","子育てひろば","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_37/CSV/opendata_6000970.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000109","高齢者農園所在地","【中野区】中野区の高齢者農園（高齢者によるグループ活動）の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部介護保険課","","","変更時","医療・福祉","高齢者農園所在地","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_39000020.csv","中野区の高齢者農園（高齢者によるグループ活動）の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000110","三療サービス実施会場所在地","【中野区】中野区の三療サービス実施会場の一覧です。","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部介護保険課","","","変更時","医療・福祉","三療サービス実施会場所在地","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_39000030.csv","中野区の三療サービス実施会場の一覧です。","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000111","シルバー人材センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","シルバー人材センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_6000230.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000112","なかのオレンジカフェ開催場所","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","年１回","医療・福祉","なかのオレンジカフェ開催場所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_38000010.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000113","認知症地域支援推進事業地域拠点設置場所","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","年１回","医療・福祉","認知症地域支援推進事業地域拠点設置場所","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_38000020.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000114","障害のある方の相談窓口","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部障害福祉課","","","３ヶ月に１回程度","医療・福祉","障害のある方の相談窓口","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_6000240.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000115","入所施設","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部障害福祉課","","","３ヶ月に１回程度","医療・福祉","入所施設","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_6000260.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000116","短期入所_緊急一時保護","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部障害福祉課","","","３ヶ月に１回程度","医療・福祉","短期入所_緊急一時保護","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_6000280.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000117","中野区障害者福祉事業団ニコニコ事業団","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部障害福祉課","","","１年に１回程度","医療・福祉","中野区障害者福祉事業団ニコニコ事業団","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_39/CSV/opendata_6000290.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000118","介護サービス事業所所在地","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部介護保険課","","","年に1回程度","医療・福祉","介護サービス事業所所在地","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_41/CSV/opendata_550040.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000119","公衆浴場","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","健康福祉部福祉推進課","","","1年に1回程度","生活","公衆浴場","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_44/CSV/opendata_6000550.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000120","上鷺宮_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","上鷺宮_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000360.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000121","中野_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","中野_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000370.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000122","中野北_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","中野北_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000380.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000123","南中野_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","南中野_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000390.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000124","本町_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","本町_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000400.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000125","東中野_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","東中野_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000410.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000126","江古田_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","江古田_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000420.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000127","鷺宮_地域包括支援センター圏域0624","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域包括ケア推進課","","","圏域変更時","医療・福祉","鷺宮_地域包括支援センター圏域0624","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_45/CSV/opendata_37000430.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000128","上高田区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","上高田区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000060.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000129","上鷺宮区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","上鷺宮区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000070.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000130","南中野区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","南中野区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000080.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000131","大和区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","大和区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000090.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000132","鍋横区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","鍋横区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000100.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000133","新井区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","新井区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000110.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000134","昭和区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","昭和区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000120.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000135","東中野区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","東中野区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000130.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000136","東部区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","東部区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000140.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000137","桃園区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","桃園区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000150.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000138","江古田区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","江古田区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000160.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000139","沼袋区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","沼袋区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000170.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000140","野方区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","野方区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000180.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000141","弥生区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","弥生区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000190.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000142","鷺宮区民活動センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","鷺宮区民活動センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000200.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000143","区民活動センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","区民活動センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_5000338.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000144","すこやか福祉センター","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","すこやか福祉センター","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_5000341.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000145","中部すこやか福祉センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","中部すこやか福祉センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000020.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
"t131148d0000000146","北部すこやか福祉センター圏域図","","","","クリエイティブコモンズ 表示CC BY","中野区","https://www.city.tokyo-nakano.lg.jp/kusei/toukei-cyousa/opendata/opendata.html","地域支えあい推進部地域活動推進課","","","3年に1回程度","医療・福祉","北部すこやか福祉センター圏域図","https://www2.wagmap.jp/nakanodatamap/nakanodatamap/opendatafile/map_56/CSV/opendata_37000030.csv","","CSV","","0","2023/11/20 0:00:00","2024/07/01 0:00:00","中野区中野4-11-19","139.662904755454","35.7096225942072","オープンデータ一覧"
