地域階層,地域コード,地域名,産業分類階層,大分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／売上（収入）金額（百万円）,従業者規模別／1～4人／事業所数（事業所）,従業者規模別／1～4人／従業者数（人）,従業者規模別／1～4人／売上（収入）金額（百万円）,従業者規模別／5～9人／事業所数（事業所）,従業者規模別／5～9人／従業者数（人）,従業者規模別／5～9人／売上（収入）金額（百万円）,従業者規模別／10～19人／事業所数（事業所）,従業者規模別／10～19人／従業者数（人）,従業者規模別／10～19人／売上（収入）金額（百万円）,従業者規模別／20～29人／事業所数（事業所）,従業者規模別／20～29人／従業者数（人）,従業者規模別／20～29人／売上（収入）金額（百万円）,従業者規模別／30～49人／事業所数（事業所）,従業者規模別／30～49人／従業者数（人）,従業者規模別／30～49人／売上（収入）金額（百万円）,従業者規模別／50人以上／事業所数（事業所）,従業者規模別／50人以上／従業者数（人）,従業者規模別／50人以上／売上（収入）金額（百万円）,従業者規模別／出向・派遣従業員のみ／事業所数（事業所）,従業者規模別／出向・派遣従業員のみ／従業者数（人）,従業者規模別／出向・派遣従業員のみ／売上（収入）金額（百万円）
1,13250,町村部,1,G,情報通信業,5,26,…,2,3,…,3,23,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13250,町村部,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,4,17,…,2,3,…,2,14,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13250,町村部,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,1,9,x,-,-,-,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13250,町村部,1,H,運輸業，郵便業,84,778,…,38,86,…,18,123,…,19,256,…,4,95,…,3,107,…,2,111,…,-,-,…
1,13250,町村部,1,I,卸売業，小売業,1035,7256,189766,651,1459,28651,208,1307,38219,116,1557,40127,26,604,15705,23,788,16779,11,1541,50284,-,-,-
1,13250,町村部,1,J,金融業，保険業,10,23,…,9,16,…,1,7,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13250,町村部,1,K,不動産業，物品賃貸業,120,479,9598,98,194,3072,15,102,2522,3,35,1506,-,-,-,2,69,x,1,79,x,1,-,x
1,13250,町村部,1,L,学術研究，専門・技術サービス業,74,352,2816,55,114,732,11,70,427,5,64,x,2,51,x,-,-,-,1,53,x,-,-,-
1,13250,町村部,1,M,宿泊業，飲食サービス業,848,3593,14602,640,1392,4975,140,899,3119,42,548,3012,17,406,1936,9,348,1561,-,-,-,-,-,-
1,13250,町村部,1,N,生活関連サービス業，娯楽業,321,1479,15283,264,466,x,28,176,1629,12,157,2107,7,178,6108,5,204,x,3,298,2406,2,-,x
1,13250,町村部,1,O,教育，学習支援業,54,210,…,43,75,…,7,56,…,3,45,…,-,-,…,1,34,…,-,-,…,-,-,…
1,13250,町村部,2,O1,教育，学習支援業（学校教育）,4,76,…,-,-,…,1,8,…,2,34,…,-,-,…,1,34,…,-,-,…,-,-,…
1,13250,町村部,2,O2,教育，学習支援業（その他の教育，学習支援業）,50,134,x,43,75,x,6,48,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
1,13250,町村部,1,P,医療，福祉,195,4591,28579,60,119,x,38,270,1729,39,517,2665,11,256,x,13,470,2714,33,2959,19502,1,-,x
1,13250,町村部,1,Q,複合サービス事業,10,96,…,2,5,…,3,25,…,5,66,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13250,町村部,2,Q1,複合サービス事業（郵便局）,2,5,…,2,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13250,町村部,2,Q2,複合サービス事業（協同組合）,8,91,2069,-,-,-,3,25,1190,5,66,879,-,-,-,-,-,-,-,-,-,-,-,-
1,13250,町村部,1,R,サービス業（他に分類されないもの）,227,2056,…,129,286,…,56,372,…,26,318,…,5,121,…,4,152,…,6,807,…,1,-,…
1,13250,町村部,2,R1,サービス業（政治・経済・文化団体，宗教）,60,176,…,48,93,…,11,70,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
1,13250,町村部,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,167,1880,13028,81,193,2164,45,302,3196,25,305,1906,5,121,x,4,152,x,6,807,x,1,-,x
2,13300,西多摩郡,1,A～B,農林漁業（Ａ～Ｂ）,18,148,x,7,22,83,7,48,362,3,41,x,-,-,-,1,37,x,-,-,-,-,-,-
2,13300,西多摩郡,1,C,鉱業，採石業，砂利採取業,2,29,x,1,1,x,-,-,-,-,-,-,1,28,x,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,D,建設業,278,1295,…,184,421,…,64,404,…,25,332,…,3,69,…,2,69,…,-,-,…,-,-,…
2,13300,西多摩郡,1,E,製造業,488,8493,162965,207,501,3481,119,786,10265,76,1028,19292,29,667,10081,30,1158,21641,27,4353,98206,-,-,-
2,13300,西多摩郡,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,1,G,情報通信業,3,19,…,1,2,…,2,17,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,2,10,…,1,2,…,1,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,1,9,x,-,-,-,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,H,運輸業，郵便業,25,406,…,6,14,…,6,40,…,5,66,…,3,68,…,3,107,…,2,111,…,-,-,…
2,13300,西多摩郡,1,I,卸売業，小売業,585,5273,163800,318,736,21036,139,895,x,81,1102,34462,17,388,11758,20,679,15306,10,1473,x,-,-,-
2,13300,西多摩郡,1,J,金融業，保険業,6,16,…,5,9,…,1,7,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,1,K,不動産業，物品賃貸業,73,389,9091,54,122,2615,12,84,2472,3,35,1506,-,-,-,2,69,x,1,79,x,1,-,x
2,13300,西多摩郡,1,L,学術研究，専門・技術サービス業,45,272,x,29,68,432,9,58,x,5,64,x,1,29,x,-,-,-,1,53,x,-,-,-
2,13300,西多摩郡,1,M,宿泊業，飲食サービス業,223,1611,7066,116,244,1176,53,343,x,33,434,2462,14,328,1112,7,262,x,-,-,-,-,-,-
2,13300,西多摩郡,1,N,生活関連サービス業，娯楽業,127,1056,13389,86,166,x,15,95,1116,9,115,1861,7,178,6108,5,204,x,3,298,2406,2,-,x
2,13300,西多摩郡,1,O,教育，学習支援業,26,137,…,19,32,…,3,26,…,3,45,…,-,-,…,1,34,…,-,-,…,-,-,…
2,13300,西多摩郡,2,O1,教育，学習支援業（学校教育）,4,76,…,-,-,…,1,8,…,2,34,…,-,-,…,1,34,…,-,-,…,-,-,…
2,13300,西多摩郡,2,O2,教育，学習支援業（その他の教育，学習支援業）,22,61,x,19,32,x,2,18,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,P,医療，福祉,131,3562,23114,34,74,x,25,174,1196,27,354,2074,9,207,1211,11,407,x,24,2346,x,1,-,x
2,13300,西多摩郡,1,Q,複合サービス事業,3,42,…,-,-,…,1,8,…,2,34,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,2,Q2,複合サービス事業（協同組合）,3,42,x,-,-,-,1,8,x,2,34,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,R,サービス業（他に分類されないもの）,142,1482,…,84,185,…,33,222,…,15,196,…,3,66,…,3,115,…,4,698,…,-,-,…
2,13300,西多摩郡,2,R1,サービス業（政治・経済・文化団体，宗教）,33,97,…,27,51,…,5,33,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13300,西多摩郡,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,109,1385,9909,57,134,1721,28,189,2080,14,183,1108,3,66,1622,3,115,1233,4,698,2146,-,-,-
4,13303,瑞穂町,1,A～B,農林漁業（Ａ～Ｂ）,3,16,x,2,8,x,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,D,建設業,132,627,…,87,194,…,29,184,…,14,188,…,1,27,…,1,34,…,-,-,…,-,-,…
4,13303,瑞穂町,1,E,製造業,364,6749,112783,150,375,2706,90,592,8582,57,774,13918,24,552,8333,24,931,18657,19,3525,60587,-,-,-
4,13303,瑞穂町,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,1,G,情報通信業,2,17,…,-,-,…,2,17,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,1,8,…,-,-,…,1,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,1,9,x,-,-,-,1,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,H,運輸業，郵便業,14,285,…,2,6,…,4,27,…,3,46,…,1,22,…,2,73,…,2,111,…,-,-,…
4,13303,瑞穂町,1,I,卸売業，小売業,340,3488,130032,172,401,13715,83,554,x,52,727,29717,13,291,10643,12,418,11706,8,1097,x,-,-,-
4,13303,瑞穂町,1,J,金融業，保険業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,1,K,不動産業，物品賃貸業,49,282,7053,36,92,2340,10,70,x,1,11,x,-,-,-,1,30,x,1,79,x,-,-,-
4,13303,瑞穂町,1,L,学術研究，専門・技術サービス業,26,114,x,17,37,267,6,36,250,3,41,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,M,宿泊業，飲食サービス業,86,711,2985,45,90,390,17,116,538,12,160,807,8,190,578,4,155,672,-,-,-,-,-,-
4,13303,瑞穂町,1,N,生活関連サービス業，娯楽業,64,678,9931,43,77,155,8,52,531,2,22,x,5,131,x,4,155,550,2,241,x,-,-,-
4,13303,瑞穂町,1,O,教育，学習支援業,13,95,…,8,14,…,2,18,…,2,29,…,-,-,…,1,34,…,-,-,…,-,-,…
4,13303,瑞穂町,2,O1,教育，学習支援業（学校教育）,2,52,…,-,-,…,-,-,…,1,18,…,-,-,…,1,34,…,-,-,…,-,-,…
4,13303,瑞穂町,2,O2,教育，学習支援業（その他の教育，学習支援業）,11,43,x,8,14,24,2,18,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,P,医療，福祉,63,1665,10409,19,36,202,12,80,495,14,171,984,5,123,527,3,98,178,10,1157,8022,-,-,-
4,13303,瑞穂町,1,Q,複合サービス事業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,2,Q2,複合サービス事業（協同組合）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,R,サービス業（他に分類されないもの）,78,1115,…,40,91,…,22,156,…,9,119,…,2,42,…,2,85,…,3,622,…,-,-,…
4,13303,瑞穂町,2,R1,サービス業（政治・経済・文化団体，宗教）,5,17,…,4,9,…,1,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13303,瑞穂町,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,73,1098,6914,36,82,1027,21,148,x,9,119,737,2,42,x,2,85,x,3,622,x,-,-,-
4,13305,日の出町,1,A～B,農林漁業（Ａ～Ｂ）,8,74,673,4,10,27,2,12,x,1,15,x,-,-,-,1,37,x,-,-,-,-,-,-
4,13305,日の出町,1,C,鉱業，採石業，砂利採取業,1,1,x,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,D,建設業,82,384,…,56,141,…,19,117,…,5,71,…,1,20,…,1,35,…,-,-,…,-,-,…
4,13305,日の出町,1,E,製造業,86,1450,44109,37,82,591,20,144,x,14,183,4795,3,75,x,5,190,x,7,776,x,-,-,-
4,13305,日の出町,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,1,G,情報通信業,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,H,運輸業，郵便業,5,70,…,2,4,…,-,-,…,1,10,…,1,22,…,1,34,…,-,-,…,-,-,…
4,13305,日の出町,1,I,卸売業，小売業,163,1503,31303,78,186,5937,47,286,5125,25,329,4246,4,97,1114,7,229,x,2,376,x,-,-,-
4,13305,日の出町,1,J,金融業，保険業,5,13,…,4,6,…,1,7,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,1,K,不動産業，物品賃貸業,21,104,2017,16,27,x,2,14,x,2,24,x,-,-,-,1,39,x,-,-,-,-,-,-
4,13305,日の出町,1,L,学術研究，専門・技術サービス業,15,146,535,9,24,131,2,17,x,2,23,x,1,29,x,-,-,-,1,53,x,-,-,-
4,13305,日の出町,1,M,宿泊業，飲食サービス業,47,520,2658,16,36,502,9,56,x,13,183,x,6,138,535,3,107,x,-,-,-,-,-,-
4,13305,日の出町,1,N,生活関連サービス業，娯楽業,41,232,3069,27,56,367,4,25,512,6,82,1408,1,20,x,1,49,x,-,-,-,2,-,x
4,13305,日の出町,1,O,教育，学習支援業,12,39,…,10,15,…,1,8,…,1,16,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,O1,教育，学習支援業（学校教育）,2,24,…,-,-,…,1,8,…,1,16,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,O2,教育，学習支援業（その他の教育，学習支援業）,10,15,22,10,15,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,P,医療，福祉,48,1269,x,13,30,121,10,73,574,8,113,x,2,44,x,6,235,1958,8,774,4990,1,-,x
4,13305,日の出町,1,Q,複合サービス事業,1,19,…,-,-,…,-,-,…,1,19,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,Q2,複合サービス事業（協同組合）,1,19,x,-,-,-,-,-,-,1,19,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,R,サービス業（他に分類されないもの）,44,306,…,27,55,…,9,55,…,5,66,…,1,24,…,1,30,…,1,76,…,-,-,…
4,13305,日の出町,2,R1,サービス業（政治・経済・文化団体，宗教）,16,55,…,11,17,…,4,25,…,1,13,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13305,日の出町,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,28,251,2531,16,38,x,5,30,166,4,53,x,1,24,x,1,30,x,1,76,x,-,-,-
4,13307,檜原村,1,A～B,農林漁業（Ａ～Ｂ）,3,32,216,-,-,-,1,6,x,2,26,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,D,建設業,25,100,…,18,36,…,4,28,…,3,36,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,1,E,製造業,16,88,1757,11,25,120,2,10,x,2,33,x,1,20,x,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,1,G,情報通信業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,H,運輸業，郵便業,2,34,…,-,-,…,-,-,…,1,10,…,1,24,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,1,I,卸売業，小売業,34,99,586,28,57,413,5,30,x,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,J,金融業，保険業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,1,K,不動産業，物品賃貸業,2,3,x,2,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,L,学術研究，専門・技術サービス業,1,1,x,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,M,宿泊業，飲食サービス業,21,93,213,12,30,65,8,52,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,N,生活関連サービス業，娯楽業,7,26,112,5,9,x,1,6,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,O,教育，学習支援業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,O1,教育，学習支援業（学校教育）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,O2,教育，学習支援業（その他の教育，学習支援業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,P,医療，福祉,7,211,1207,1,4,x,1,7,x,1,19,x,1,20,x,1,32,x,2,129,x,-,-,-
4,13307,檜原村,1,Q,複合サービス事業,1,8,…,-,-,…,1,8,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,Q2,複合サービス事業（協同組合）,1,8,x,-,-,-,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,R,サービス業（他に分類されないもの）,9,20,…,9,20,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,R1,サービス業（政治・経済・文化団体，宗教）,6,13,…,6,13,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13307,檜原村,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,3,7,107,3,7,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,A～B,農林漁業（Ａ～Ｂ）,4,26,x,1,4,x,3,22,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,C,鉱業，採石業，砂利採取業,1,28,x,-,-,-,-,-,-,-,-,-,1,28,x,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,D,建設業,39,184,…,23,50,…,12,75,…,3,37,…,1,22,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,1,E,製造業,22,206,4316,9,19,65,7,40,295,3,38,x,1,20,x,1,37,x,1,52,x,-,-,-
4,13308,奥多摩町,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,1,G,情報通信業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,H,運輸業，郵便業,4,17,…,2,4,…,2,13,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,1,I,卸売業，小売業,48,183,1878,40,92,971,4,25,373,3,34,x,-,-,-,1,32,x,-,-,-,-,-,-
4,13308,奥多摩町,1,J,金融業，保険業,1,3,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,1,K,不動産業，物品賃貸業,1,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,x
4,13308,奥多摩町,1,L,学術研究，専門・技術サービス業,3,11,58,2,6,x,1,5,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,M,宿泊業，飲食サービス業,69,287,1209,43,88,218,19,119,309,7,80,682,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,N,生活関連サービス業，娯楽業,15,120,277,11,24,59,2,12,x,-,-,-,1,27,x,-,-,-,1,57,x,-,-,-
4,13308,奥多摩町,1,O,教育，学習支援業,1,3,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,O1,教育，学習支援業（学校教育）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,O2,教育，学習支援業（その他の教育，学習支援業）,1,3,x,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,P,医療，福祉,13,417,x,1,4,x,2,14,x,4,51,282,1,20,x,1,42,x,4,286,2023,-,-,-
4,13308,奥多摩町,1,Q,複合サービス事業,1,15,…,-,-,…,-,-,…,1,15,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,Q1,複合サービス事業（郵便局）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,Q2,複合サービス事業（協同組合）,1,15,x,-,-,-,-,-,-,1,15,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,R,サービス業（他に分類されないもの）,11,41,…,8,19,…,2,11,…,1,11,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,R1,サービス業（政治・経済・文化団体，宗教）,6,12,…,6,12,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
4,13308,奥多摩町,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,5,29,357,2,7,x,2,11,x,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A～B,農林漁業（Ａ～Ｂ）,7,76,x,3,7,67,3,18,106,-,-,-,-,-,-,-,-,-,1,51,x,-,-,-
2,13350,島部,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,D,建設業,203,1451,…,101,204,…,45,298,…,43,575,…,9,225,…,4,149,…,-,-,…,1,-,…
2,13350,島部,1,E,製造業,104,484,4709,60,127,768,35,233,1671,7,89,x,-,-,-,1,35,x,-,-,-,1,-,x
2,13350,島部,1,F,電気・ガス・熱供給・水道業,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,1,G,情報通信業,2,7,…,1,1,…,1,6,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,G1,情報通信業（通信業，放送業，映像・音声・文字情報制作業）,2,7,…,1,1,…,1,6,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,G2,情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,H,運輸業，郵便業,59,372,…,32,72,…,12,83,…,14,190,…,1,27,…,-,-,…,-,-,…,-,-,…
2,13350,島部,1,I,卸売業，小売業,450,1983,25966,333,723,7616,69,412,x,35,455,5665,9,216,3947,3,109,1473,1,68,x,-,-,-
2,13350,島部,1,J,金融業，保険業,4,7,…,4,7,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,1,K,不動産業，物品賃貸業,47,90,x,44,72,457,3,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,L,学術研究，専門・技術サービス業,29,80,x,26,46,300,2,12,x,-,-,-,1,22,x,-,-,-,-,-,-,-,-,-
2,13350,島部,1,M,宿泊業，飲食サービス業,625,1982,7537,524,1148,3799,87,556,x,9,114,550,3,78,823,2,86,x,-,-,-,-,-,-
2,13350,島部,1,N,生活関連サービス業，娯楽業,194,423,1894,178,300,1135,13,81,513,3,42,247,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,O,教育，学習支援業,28,73,…,24,43,…,4,30,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,O1,教育，学習支援業（学校教育）,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,O2,教育，学習支援業（その他の教育，学習支援業）,28,73,288,24,43,137,4,30,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,P,医療，福祉,64,1029,5465,26,45,195,13,96,533,12,163,592,2,49,x,2,63,x,9,613,x,-,-,-
2,13350,島部,1,Q,複合サービス事業,7,54,…,2,5,…,2,17,…,3,32,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,Q1,複合サービス事業（郵便局）,2,5,…,2,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,Q2,複合サービス事業（協同組合）,5,49,x,-,-,-,2,17,x,3,32,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,R,サービス業（他に分類されないもの）,85,574,…,45,101,…,23,150,…,11,122,…,2,55,…,1,37,…,2,109,…,1,-,…
2,13350,島部,2,R1,サービス業（政治・経済・文化団体，宗教）,27,79,…,21,42,…,6,37,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,13350,島部,2,R2,サービス業（政治・経済・文化団体，宗教を除く）,58,495,3119,24,59,443,17,113,1116,11,122,798,2,55,x,1,37,x,2,109,x,1,-,x
3,13360,大島支庁,1,A～B,農林漁業（Ａ～Ｂ）,3,14,x,1,2,x,2,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
