地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,個人経営／企業数（企業）,個人経営／事業所数（事業所）,個人経営／企業従業者数（人）,個人経営／売上（収入）金額（百万円）,法人／会社企業／総数／企業数（企業）,法人／会社企業／総数／事業所数（事業所）,法人／会社企業／総数／企業従業者数（人）,法人／会社企業／総数／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万円未満／企業数（企業）,法人／会社企業／資本金階級／300万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万円未満／売上（収入）金額（百万円）,法人／会社企業／資本金階級／300万～500万円未満／企業数（企業）,法人／会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,法人／会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,法人／会社企業／資本金階級／300万～500万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／500万～1000万円未満／企業数（企業）,法人／会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／500万～1000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,法人／会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／1000万～3000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,法人／会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,法人／会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,法人／会社企業／資本金階級／3000万～5000万円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／5000万～1億円未満／企業数（企業）,法人／会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,法人／会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,法人／会社企業／資本金階級／5000万～1億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／1億円～3億円未満／企業数（企業）,法人／会社企業／資本金階級／1億円～3億円未満／事業所数（事業所）,法人／会社企業／資本金階級／1億円～3億円未満／企業従業者数（人）,法人／会社企業／資本金階級／1億円～3億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／3億円～10億円未満／企業数（企業）,法人／会社企業／資本金階級／3億円～10億円未満／事業所数（事業所）,法人／会社企業／資本金階級／3億円～10億円未満／企業従業者数（人）,法人／会社企業／資本金階級／3億円～10億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／10億円～50億円未満／企業数（企業）,法人／会社企業／資本金階級／10億円～50億円未満／事業所数（事業所）,法人／会社企業／資本金階級／10億円～50億円未満／企業従業者数（人）,法人／会社企業／資本金階級／10億円～50億円未満／売上（収入）（百万円）,法人／会社企業／資本金階級／50億円以上／企業数（企業）,法人／会社企業／資本金階級／50億円以上／事業所数（事業所）,法人／会社企業／資本金階級／50億円以上／企業従業者数（人）,法人／会社企業／資本金階級／50億円以上／売上（収入）（百万円）,法人／会社以外の法人／企業数（企業）,法人／会社以外の法人／事業所数（事業所）,法人／会社以外の法人／企業従業者数（人）,法人／会社以外の法人／売上（収入）金額（百万円）
2,13300,西多摩郡,1,O,教育，学習支援業,24,26,156,804,19,19,61,x,2,4,27,x,-,-,-,-,1,1,15,x,-,-,-,-,1,3,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,68,x
2,13300,西多摩郡,1,P,医療，福祉,92,134,3890,x,30,30,110,x,10,13,124,x,3,5,26,94,5,6,70,x,1,1,14,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,91,3656,x
2,13300,西多摩郡,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13300,西多摩郡,1,R,サービス業（他に分類されないもの）,113,121,1042,x,25,25,57,x,51,58,862,x,4,4,27,x,29,31,155,1742,5,5,19,271,9,12,551,x,1,2,18,x,2,3,90,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,38,123,x
4,13303,瑞穂町,0,A-R,全産業（Ｓ公務を除く）,961,1174,12782,199031,347,347,1001,6051,586,781,10228,181340,14,14,89,1241,235,240,1448,16025,92,95,521,5963,188,242,4032,72315,30,41,1057,44271,15,123,1978,25187,2,15,865,x,1,2,205,x,-,-,-,-,-,-,-,-,28,46,1553,11640
4,13303,瑞穂町,0,A-B,農林漁業（Ａ～Ｂ）,3,3,16,70,-,-,-,-,3,3,16,70,-,-,-,-,2,2,8,x,-,-,-,-,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,A,農業，林業,3,3,16,70,-,-,-,-,3,3,16,70,-,-,-,-,2,2,8,x,-,-,-,-,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,D,建設業,137,141,750,12274,53,53,130,806,84,88,620,11468,2,2,4,x,39,40,237,3801,16,16,81,892,20,22,200,3743,3,3,62,1369,2,3,29,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,E,製造業,314,346,4048,x,58,58,169,x,255,287,3873,73553,4,4,19,241,90,90,545,4051,41,44,264,2676,90,102,1625,29461,19,29,770,26611,6,12,374,x,1,1,64,x,1,2,205,x,-,-,-,-,-,-,-,-,1,1,6,x
4,13303,瑞穂町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,G,情報通信業,1,1,8,x,-,-,-,-,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,H,運輸業，郵便業,20,32,858,12138,-,-,-,-,20,32,858,12138,-,-,-,-,4,5,83,x,2,2,14,x,9,16,582,6159,3,3,47,x,2,6,132,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,I,卸売業，小売業,208,342,3613,64014,88,88,313,2745,117,251,3271,59721,5,5,48,x,47,47,250,4191,16,16,84,1568,41,65,636,27312,3,3,28,x,2,99,1421,x,1,14,801,x,-,-,-,-,-,-,-,-,-,-,-,-,3,3,29,1548
4,13303,瑞穂町,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,K,不動産業，物品賃貸業,36,36,112,x,1,1,4,x,35,35,108,x,1,1,3,x,17,17,43,1442,6,6,17,126,9,9,34,723,-,-,-,-,2,2,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,L,学術研究，専門・技術サービス業,19,19,48,x,12,12,30,x,7,7,18,x,-,-,-,-,3,3,8,60,2,2,6,x,2,2,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,M,宿泊業，飲食サービス業,58,59,245,x,45,45,120,423,12,13,124,x,-,-,-,-,6,7,84,375,4,4,23,x,2,2,17,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,x
4,13303,瑞穂町,1,N,生活関連サービス業，娯楽業,50,56,611,16570,43,43,85,197,7,13,526,16373,-,-,-,-,1,1,3,x,-,-,-,-,5,11,391,x,1,1,132,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,O,教育，学習支援業,13,15,120,x,9,9,41,65,2,4,27,x,-,-,-,-,1,1,15,x,-,-,-,-,1,3,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,52,x
4,13303,瑞穂町,1,P,医療，福祉,44,62,1603,8839,22,22,74,594,7,8,94,217,1,1,10,x,4,5,56,x,1,1,14,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,32,1435,8028
4,13303,瑞穂町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,1,R,サービス業（他に分類されないもの）,58,62,750,4064,16,16,35,x,36,39,685,x,1,1,5,x,21,22,116,1320,4,4,18,x,7,8,515,x,1,2,18,x,1,1,11,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,30,372
4,13305,日の出町,0,A-R,全産業（Ｓ公務を除く）,403,467,4549,56622,174,175,494,3126,180,218,2164,42224,13,15,65,437,75,81,425,4433,27,27,169,2223,48,58,681,8888,6,7,84,8189,7,26,720,x,-,-,-,-,-,-,-,-,1,1,15,x,-,-,-,-,49,74,1891,11272
4,13305,日の出町,0,A-B,農林漁業（Ａ～Ｂ）,8,13,104,x,-,-,-,-,4,4,15,x,3,3,8,x,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,9,89,x
4,13305,日の出町,1,A,農業，林業,8,13,104,x,-,-,-,-,4,4,15,x,3,3,8,x,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,9,89,x
4,13305,日の出町,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,D,建設業,83,84,388,4705,33,33,85,x,50,51,303,x,4,4,18,x,20,20,100,1111,9,9,65,1034,12,12,95,1246,2,3,9,x,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,E,製造業,72,89,817,16555,19,19,60,x,53,70,757,x,-,-,-,-,20,23,121,1004,11,11,64,x,16,20,298,4474,3,3,62,x,2,12,197,x,-,-,-,-,-,-,-,-,1,1,15,x,-,-,-,-,-,-,-,-
4,13305,日の出町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,G,情報通信業,1,1,2,x,-,-,-,-,1,1,2,x,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,H,運輸業，郵便業,8,18,579,9328,1,1,1,x,7,17,578,x,-,-,-,-,2,2,32,x,-,-,-,-,4,6,144,1353,-,-,-,-,1,9,402,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,I,卸売業，小売業,72,78,351,11336,44,45,159,1500,25,30,179,x,1,1,1,x,13,16,89,x,4,4,24,538,6,8,52,1178,1,1,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,13,x
4,13305,日の出町,1,J,金融業，保険業,5,5,13,x,1,1,2,x,4,4,11,x,-,-,-,-,1,1,1,x,1,1,2,x,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,K,不動産業，物品賃貸業,16,16,31,260,6,6,6,x,10,10,25,x,-,-,-,-,7,7,17,x,-,-,-,-,3,3,8,211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,L,学術研究，専門・技術サービス業,12,12,53,423,6,6,15,x,5,5,36,333,-,-,-,-,2,2,11,x,1,1,4,x,1,1,9,x,-,-,-,-,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x
4,13305,日の出町,1,M,宿泊業，飲食サービス業,20,20,93,333,17,17,55,159,3,3,38,174,-,-,-,-,-,-,-,-,1,1,10,x,2,2,28,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,N,生活関連サービス業，娯楽業,28,29,149,818,22,22,40,x,3,3,25,300,-,-,-,-,1,1,3,x,-,-,-,-,1,1,4,x,-,-,-,-,1,1,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,84,x
4,13305,日の出町,1,O,教育，学習支援業,11,11,36,x,10,10,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,16,x
4,13305,日の出町,1,P,医療，福祉,30,51,1690,9857,7,7,32,x,3,5,30,x,2,4,16,x,1,1,14,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,39,1628,9531
4,13305,日の出町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,日の出町,1,R,サービス業（他に分類されないもの）,37,40,243,1912,8,8,19,x,12,15,165,x,3,3,22,x,6,6,28,x,-,-,-,-,2,4,36,x,-,-,-,-,1,2,79,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17,59,190
4,13307,檜原村,0,A-R,全産業（Ｓ公務を除く）,124,133,741,x,78,78,218,822,30,36,235,x,3,3,27,x,11,11,50,616,5,5,41,264,5,5,49,572,5,11,55,x,1,1,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,19,288,x
4,13307,檜原村,0,A-B,農林漁業（Ａ～Ｂ）,2,2,20,x,-,-,-,-,2,2,20,x,1,1,14,x,1,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,A,農業，林業,2,2,20,x,-,-,-,-,2,2,20,x,1,1,14,x,1,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,D,建設業,26,27,113,x,16,16,35,x,10,11,78,x,-,-,-,-,3,3,18,358,2,2,9,x,1,1,8,x,3,4,30,994,1,1,13,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,E,製造業,13,13,59,525,9,9,21,86,4,4,38,439,-,-,-,-,2,2,5,x,-,-,-,-,2,2,33,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,H,運輸業，郵便業,2,2,34,x,-,-,-,-,2,2,34,x,-,-,-,-,-,-,-,-,1,1,24,x,-,-,-,-,1,1,10,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,I,卸売業，小売業,34,39,113,601,28,28,75,x,5,10,33,x,1,1,2,x,2,2,14,x,-,-,-,-,1,1,2,x,1,6,15,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,x
4,13307,檜原村,1,J,金融業，保険業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,K,不動産業，物品賃貸業,2,2,3,x,1,1,1,x,1,1,2,x,-,-,-,-,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,L,学術研究，専門・技術サービス業,1,1,1,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,M,宿泊業，飲食サービス業,21,21,93,213,18,18,76,155,2,2,10,x,-,-,-,-,1,1,3,x,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,x
4,13307,檜原村,1,N,生活関連サービス業，娯楽業,7,7,26,112,5,5,9,x,2,2,17,x,1,1,11,x,-,-,-,-,-,-,-,-,1,1,6,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,P,医療，福祉,7,10,259,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,10,259,x
4,13307,檜原村,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13307,檜原村,1,R,サービス業（他に分類されないもの）,9,9,20,x,-,-,-,-,2,2,3,x,-,-,-,-,1,1,2,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,17,x
4,13308,奥多摩町,0,A-R,全産業（Ｓ公務を除く）,213,227,1363,12468,112,112,305,x,79,91,607,x,1,1,7,x,35,36,190,1896,12,12,76,743,23,24,181,2830,4,4,35,x,1,3,35,x,1,9,79,x,-,-,-,-,-,-,-,-,-,-,-,-,22,24,451,x
4,13308,奥多摩町,0,A-B,農林漁業（Ａ～Ｂ）,3,3,19,x,-,-,-,-,2,2,15,x,-,-,-,-,2,2,15,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x
4,13308,奥多摩町,1,A,農業，林業,2,2,15,x,-,-,-,-,2,2,15,x,-,-,-,-,2,2,15,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,B,漁業,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,x
4,13308,奥多摩町,1,C,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,D,建設業,42,45,240,x,18,18,42,x,24,27,198,x,-,-,-,-,4,4,8,64,5,5,36,x,12,13,101,x,2,2,18,x,1,3,35,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,E,製造業,20,20,117,x,7,7,16,x,13,13,101,x,-,-,-,-,5,5,27,x,3,3,22,x,4,4,40,x,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,F,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,G,情報通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,H,運輸業，郵便業,4,4,17,x,-,-,-,-,3,3,12,x,-,-,-,-,3,3,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,x
4,13308,奥多摩町,1,I,卸売業，小売業,45,45,163,1639,22,22,42,235,23,23,121,1405,-,-,-,-,15,15,90,1114,4,4,18,217,2,2,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,J,金融業，保険業,1,1,3,x,-,-,-,-,1,1,3,x,-,-,-,-,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,K,不動産業，物品賃貸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,L,学術研究，専門・技術サービス業,3,3,11,58,3,3,11,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,M,宿泊業，飲食サービス業,63,73,342,x,51,51,170,726,11,19,141,x,1,1,7,x,4,4,26,x,-,-,-,-,4,4,24,100,1,1,5,x,-,-,-,-,1,9,79,x,-,-,-,-,-,-,-,-,-,-,-,-,1,3,31,x
4,13308,奥多摩町,1,N,生活関連サービス業，娯楽業,12,12,84,110,9,9,17,28,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,60,x
4,13308,奥多摩町,1,O,教育，学習支援業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,P,医療，福祉,11,11,338,2208,1,1,4,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,334,x
4,13308,奥多摩町,1,Q,複合サービス事業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,1,R,サービス業（他に分類されないもの）,9,10,29,x,1,1,3,x,1,2,9,x,-,-,-,-,1,2,9,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,17,116
2,13350,島部,0,A-R,全産業（Ｓ公務を除く）,1824,1896,8685,x,1270,1277,3186,x,465,512,4265,56356,30,33,232,x,171,175,999,9370,77,82,540,5848,162,183,1836,28634,13,24,414,x,5,7,120,3289,1,1,19,x,1,2,74,x,-,-,-,-,-,-,-,-,89,107,1234,x
2,13350,島部,0,A-B,農林漁業（Ａ～Ｂ）,7,7,76,x,-,-,-,-,5,5,69,x,-,-,-,-,3,3,57,x,-,-,-,-,2,2,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,7,x
2,13350,島部,1,A,農業，林業,7,7,76,x,-,-,-,-,5,5,69,x,-,-,-,-,3,3,57,x,-,-,-,-,2,2,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,7,x
2,13350,島部,1,B,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
