産業分類階層,大分類,中分類,分類名,東京都／総数（民営）／事業所数（事業所）,東京都／総数（民営）／従業者数（人）,東京都／総数（民営）／売上（収入）金額（百万円）,区部／民営／事業所数（事業所）,区部／民営／従業者数（人）,区部／民営／売上（収入）金額（百万円）,千代田区／民営／事業所数（事業所）,千代田区／民営／従業者数（人）,千代田区／民営／売上（収入）金額（百万円）,中央区／民営／事業所数（事業所）,中央区／民営／従業者数（人）,中央区／民営／売上（収入）金額（百万円）,港区／民営／事業所数（事業所）,港区／民営／従業者数（人）,港区／民営／売上（収入）金額（百万円）,新宿区／民営／事業所数（事業所）,新宿区／民営／従業者数（人）,新宿区／民営／売上（収入）金額（百万円）,文京区／民営／事業所数（事業所）,文京区／民営／従業者数（人）,文京区／民営／売上（収入）金額（百万円）,台東区／民営／事業所数（事業所）,台東区／民営／従業者数（人）,台東区／民営／売上（収入）金額（百万円）,墨田区／民営／事業所数（事業所）,墨田区／民営／従業者数（人）,墨田区／民営／売上（収入）金額（百万円）,江東区／民営／事業所数（事業所）,江東区／民営／従業者数（人）,江東区／民営／売上（収入）金額（百万円）,品川区／民営／事業所数（事業所）,品川区／民営／従業者数（人）,品川区／民営／売上（収入）金額（百万円）,目黒区／民営／事業所数（事業所）,目黒区／民営／従業者数（人）,目黒区／民営／売上（収入）金額（百万円）,大田区／民営／事業所数（事業所）,大田区／民営／従業者数（人）,大田区／民営／売上（収入）金額（百万円）,世田谷区／民営／事業所数（事業所）,世田谷区／民営／従業者数（人）,世田谷区／民営／売上（収入）金額（百万円）,渋谷区／民営／事業所数（事業所）,渋谷区／民営／従業者数（人）,渋谷区／民営／売上（収入）金額（百万円）,中野区／民営／事業所数（事業所）,中野区／民営／従業者数（人）,中野区／民営／売上（収入）金額（百万円）,杉並区／民営／事業所数（事業所）,杉並区／民営／従業者数（人）,杉並区／民営／売上（収入）金額（百万円）,豊島区／民営／事業所数（事業所）,豊島区／民営／従業者数（人）,豊島区／民営／売上（収入）金額（百万円）,北区／民営／事業所数（事業所）,北区／民営／従業者数（人）,北区／民営／売上（収入）金額（百万円）,荒川区／民営／事業所数（事業所）,荒川区／民営／従業者数（人）,荒川区／民営／売上（収入）金額（百万円）,板橋区／民営／事業所数（事業所）,板橋区／民営／従業者数（人）,板橋区／民営／売上（収入）金額（百万円）,練馬区／民営／事業所数（事業所）,練馬区／民営／従業者数（人）,練馬区／民営／売上（収入）金額（百万円）,足立区／民営／事業所数（事業所）,足立区／民営／従業者数（人）,足立区／民営／売上（収入）金額（百万円）,葛飾区／民営／事業所数（事業所）,葛飾区／民営／従業者数（人）,葛飾区／民営／売上（収入）金額（百万円）,江戸川区／民営／事業所数（事業所）,江戸川区／民営／従業者数（人）,江戸川区／民営／売上（収入）金額（百万円）,境界未定地域／民営／事業所数（事業所）,境界未定地域／民営／従業者数（人）,境界未定地域／民営／従業者数（人）,市部／民営／事業所数（事業所）,市部／民営／従業者数（人）,市部／民営／売上（収入）金額（百万円）,八王子市／民営／事業所数（事業所）,八王子市／民営／従業者数（人）,八王子市／民営／売上（収入）金額（百万円）,立川市／民営／事業所数（事業所）,立川市／民営／従業者数（人）,立川市／民営／売上（収入）金額（百万円）,武蔵野市／民営／事業所数（事業所）,武蔵野市／民営／従業者数（人）,武蔵野市／民営／売上（収入）金額（百万円）,三鷹市／民営／事業所数（事業所）,三鷹市／民営／従業者数（人）,三鷹市／民営／売上（収入）金額（百万円）,青梅市／民営／事業所数（事業所）,青梅市／民営／従業者数（人）,青梅市／民営／売上（収入）金額（百万円）,府中市／民営／事業所数（事業所）,府中市／民営／従業者数（人）,府中市／民営／売上（収入）金額（百万円）,昭島市／民営／事業所数（事業所）,昭島市／民営／従業者数（人）,昭島市／民営／売上（収入）金額（百万円）,調布市／民営／事業所数（事業所）,調布市／民営／従業者数（人）,調布市／民営／売上（収入）金額（百万円）,町田市／民営／事業所数（事業所）,町田市／民営／従業者数（人）,町田市／民営／売上（収入）金額（百万円）,小金井市／民営／事業所数（事業所）,小金井市／民営／従業者数（人）,小金井市／民営／売上（収入）金額（百万円）,小平市／民営／事業所数（事業所）,小平市／民営／従業者数（人）,小平市／民営／売上（収入）金額（百万円）,日野市／民営／事業所数（事業所）,日野市／民営／従業者数（人）,日野市／民営／売上（収入）金額（百万円）,東村山市／民営／事業所数（事業所）,東村山市／民営／従業者数（人）,東村山市／民営／売上（収入）金額（百万円）,国分寺市／民営／事業所数（事業所）,国分寺市／民営／従業者数（人）,国分寺市／民営／売上（収入）金額（百万円）,国立市／民営／事業所数（事業所）,国立市／民営／従業者数（人）,国立市／民営／売上（収入）金額（百万円）,福生市／民営／事業所数（事業所）,福生市／民営／従業者数（人）,福生市／民営／売上（収入）金額（百万円）,狛江市／民営／事業所数（事業所）,狛江市／民営／従業者数（人）,狛江市／民営／売上（収入）金額（百万円）,東大和市／民営／事業所数（事業所）,東大和市／民営／従業者数（人）,東大和市／民営／売上（収入）金額（百万円）,清瀬市／民営／事業所数（事業所）,清瀬市／民営／従業者数（人）,清瀬市／民営／売上（収入）金額（百万円）,東久留米市／民営／事業所数（事業所）,東久留米市／民営／従業者数（人）,東久留米市／民営／売上（収入）金額（百万円）,武蔵村山市／民営／事業所数（事業所）,武蔵村山市／民営／従業者数（人）,武蔵村山市／民営／売上（収入）金額（百万円）,多摩市／民営／事業所数（事業所）,多摩市／民営／従業者数（人）,多摩市／民営／売上（収入）金額（百万円）,稲城市／民営／事業所数（事業所）,稲城市／民営／従業者数（人）,稲城市／民営／売上（収入）金額（百万円）,羽村市／民営／事業所数（事業所）,羽村市／民営／従業者数（人）,羽村市／民営／売上（収入）金額（百万円）,あきる野市／民営／事業所数（事業所）,あきる野市／民営／従業者数（人）,あきる野市／民営／売上（収入）金額（百万円）,西東京市／民営／事業所数（事業所）,西東京市／民営／従業者数（人）,西東京市／民営／売上（収入）金額（百万円）,町村部／民営／事業所数（事業所）,町村部／民営／従業者数（人）,町村部／民営／売上（収入）金額（百万円）,西多摩郡／民営／事業所数（事業所）,西多摩郡／民営／従業者数（人）,西多摩郡／民営／売上（収入）金額（百万円）,瑞穂町／民営／事業所数（事業所）,瑞穂町／民営／従業者数（人）,瑞穂町／民営／売上（収入）金額（百万円）,日の出町／民営／事業所数（事業所）,日の出町／民営／従業者数（人）,日の出町／民営／売上（収入）金額（百万円）,檜原村／民営／事業所数（事業所）,檜原村／民営／従業者数（人）,檜原村／民営／売上（収入）金額（百万円）,奥多摩町／民営／事業所数（事業所）,奥多摩町／民営／従業者数（人）,奥多摩町／民営／売上（収入）金額（百万円）,島部／民営／事業所数（事業所）,島部／民営／従業者数（人）,島部／民営／売上（収入）金額（百万円）,大島支庁／民営／事業所数（事業所）,大島支庁／民営／従業者数（人）,大島支庁／民営／売上（収入）金額（百万円）,大島町／民営／事業所数（事業所）,大島町／民営／従業者数（人）,大島町／民営／売上（収入）金額（百万円）,利島村／民営／事業所数（事業所）,利島村／民営／従業者数（人）,利島村／民営／売上（収入）金額（百万円）,新島村／民営／事業所数（事業所）,新島村／民営／従業者数（人）,新島村／民営／売上（収入）金額（百万円）,神津島村／民営／事業所数（事業所）,神津島村／民営／従業者数（人）,神津島村／民営／売上（収入）金額（百万円）,三宅支庁／民営／事業所数（事業所）,三宅支庁／民営／従業者数（人）,三宅支庁／民営／売上（収入）金額（百万円）,三宅村／民営／事業所数（事業所）,三宅村／民営／従業者数（人）,三宅村／民営／売上（収入）金額（百万円）,御蔵島村／民営／事業所数（事業所）,御蔵島村／民営／従業者数（人）,御蔵島村／民営／売上（収入）金額（百万円）,八丈支庁／民営／事業所数（事業所）,八丈支庁／民営／従業者数（人）,八丈支庁／民営／売上（収入）金額（百万円）,八丈町／民営／事業所数（事業所）,八丈町／民営／従業者数（人）,八丈町／民営／売上（収入）金額（百万円）,青ヶ島村／民営／事業所数（事業所）,青ヶ島村／民営／従業者数（人）,青ヶ島村／民営／売上（収入）金額（百万円）,小笠原支庁／民営／事業所数（事業所）,小笠原支庁／民営／従業者数（人）,小笠原支庁／民営／売上（収入）金額（百万円）,小笠原村／民営／事業所数（事業所）,小笠原村／民営／従業者数（人）,小笠原村／民営／売上（収入）金額（百万円）
2,M,75,宿泊業,2193,47510,767704,1432,41483,713146,86,7413,170418,85,2760,35191,120,9778,178949,115,4466,69109,48,1800,26009,228,1824,18591,34,905,17802,45,1189,18641,62,1447,21207,18,266,2573,79,939,16065,47,307,17458,75,2408,59646,16,79,957,45,287,3183,108,3308,29752,15,131,x,34,301,3626,31,193,3113,27,430,4492,31,395,3265,26,226,3254,56,495,6627,1,136,x,393,4675,48957,48,719,5990,34,869,8792,24,332,3760,26,107,1151,32,280,1420,19,231,3223,11,174,2576,20,178,2130,21,397,5384,15,74,1183,16,88,1206,9,35,456,14,192,1164,15,111,1295,6,123,492,3,51,537,3,13,284,2,13,x,2,2,x,4,25,111,1,3,x,8,229,2192,2,10,x,6,45,339,20,117,597,32,257,4346,368,1352,5600,42,217,1010,4,34,151,-,-,-,12,52,111,26,131,748,326,1135,4591,185,649,2023,68,316,x,7,13,x,67,210,484,43,110,253,35,115,874,32,108,848,3,7,26,53,223,1106,49,212,x,4,11,x,53,148,589,53,148,589
2,M,76,飲食店,56198,498679,2534326,44568,396187,2141731,2559,33517,211486,3484,32720,224829,3202,38531,248092,3110,40130,197882,998,7430,43138,2390,17419,104365,1419,10448,51216,1398,14321,68701,2093,16841,125819,1159,8280,40918,2526,15990,79662,2305,20197,89305,2299,26740,156493,1157,6784,32950,2002,11114,49352,1896,24908,113802,1308,8861,x,821,4861,20816,1575,10188,41219,1522,11161,49680,2059,13815,55823,1595,9159,38547,1586,11075,50246,105,1697,x,11183,100474,384708,1600,14282,55681,595,6871,29131,875,11420,38039,340,3059,11922,411,2589,9549,684,5896,22014,354,2677,10526,636,5962,23851,968,10332,41433,299,2407,9663,463,3609,13068,358,2868,10685,365,2493,9598,346,3193,12582,258,1864,7633,280,2004,7612,170,1104,4213,220,1484,6496,180,1133,4319,210,1866,7405,193,1685,6042,307,4284,15474,140,1077,3611,298,1817,5908,184,1349,5636,449,3149,12615,447,2018,7887,159,1216,5092,73,584,2324,38,456,2298,9,41,102,39,135,368,288,802,2795,111,281,1048,75,179,672,2,3,x,19,64,248,15,35,x,32,83,297,29,68,273,3,15,24,115,331,1063,114,329,x,1,2,x,30,107,386,30,107,386
2,M,77,持ち帰り・配達飲食サービス業,4627,60800,307914,3459,48129,254722,136,2993,14020,140,9166,22826,193,2278,34244,152,1702,8905,96,1055,14487,111,905,5747,104,2790,12410,165,1992,11383,174,1832,8998,95,898,4631,232,3098,33242,196,2228,10317,112,1937,7379,98,859,3700,185,1870,8571,114,1881,4519,167,1549,6856,75,657,2414,191,1887,9672,164,1407,6392,239,1877,8800,132,1099,5396,188,2169,9814,-,-,-,1135,12448,52077,148,1724,7051,47,538,1763,53,739,3488,54,560,2325,53,563,3008,72,852,3789,51,423,1933,57,638,1912,103,1195,4984,34,332,1250,46,698,2985,66,707,3027,37,316,1607,30,236,1061,17,166,654,16,118,416,17,204,651,23,190,x,18,169,x,28,281,1176,19,221,x,44,613,2528,15,161,x,18,121,862,23,177,1059,46,506,1602,33,223,1115,22,178,964,9,93,509,9,64,360,-,-,-,4,21,94,11,45,151,5,27,94,4,25,x,-,-,-,-,-,-,1,2,x,-,-,-,-,-,-,-,-,-,3,14,37,3,14,37,-,-,-,3,4,20,3,4,20
1,N,00,生活関連サービス業，娯楽業,34372,227982,7230011,25234,179711,6459894,660,9583,361720,905,10762,594199,1245,16657,2043200,1313,15716,459297,516,5726,228696,799,4972,113938,741,5088,167782,797,6475,149353,1078,13994,461609,862,4831,120841,1655,8119,154627,1788,7707,182982,1439,14957,427916,834,3410,58291,1290,5851,85494,1069,8925,201825,846,3689,53966,530,2692,30372,1214,6014,125944,1470,6818,84009,1599,6681,127732,1159,4777,93720,1403,5862,124180,22,405,8203,8817,46792,754834,1196,6557,92703,442,3044,74698,541,3374,43598,288,1046,6313,327,1895,44778,512,4110,102401,300,1391,30261,434,2131,44288,857,4732,58301,249,1090,20543,363,1729,16408,319,1166,9668,313,1264,21309,222,1110,15906,185,930,8322,168,653,5484,150,427,2384,195,868,20144,176,949,17121,212,890,12541,137,686,14061,256,1855,22195,137,1076,16446,179,615,11129,185,1163,9245,474,2041,34588,321,1479,15283,127,1056,13389,64,678,9931,41,232,3069,7,26,112,15,120,277,194,423,1894,84,198,918,42,105,565,4,6,22,16,26,78,22,61,253,32,46,114,27,36,94,5,10,20,55,105,360,55,105,360,-,-,-,23,74,503,23,74,503
2,N,78,洗濯・理容・美容・浴場業,24703,89715,540186,17760,65569,418998,204,1067,7221,413,3034,24751,556,3686,42113,730,3849,42295,397,1297,7110,539,2060,12162,556,1663,8435,559,1758,9552,767,2640,15692,638,2163,12451,1277,4783,28806,1355,4451,24394,900,5838,40515,614,1708,7498,998,3029,15185,688,3102,24555,668,1924,8282,422,1302,5747,954,3121,16238,1153,3529,24606,1277,3596,16284,918,2594,10539,1169,3320,14265,8,55,304,6762,23396,116766,897,2834,14120,327,1199,7612,398,1751,9605,237,741,3340,257,962,6727,381,1500,5546,226,716,2870,319,1003,4748,641,2546,13804,194,644,3510,295,1068,4291,243,587,2096,254,714,2461,177,539,2802,143,577,3535,132,341,990,125,327,1123,156,462,1946,136,535,2105,168,576,2771,105,273,1002,175,797,4072,105,656,4996,154,363,1244,146,443,1672,371,1242,7779,181,750,4421,91,604,4021,49,476,x,26,64,846,6,20,x,10,44,145,90,146,400,43,82,273,26,59,230,1,1,x,10,13,29,6,9,x,10,11,17,9,10,x,1,1,x,32,45,99,32,45,99,-,-,-,5,8,12,5,8,12
2,N,79,その他の生活関連サービス業,4802,52140,2203545,3685,45250,2103054,265,5513,240603,289,4980,272341,300,6187,346574,291,6515,240150,79,615,73576,141,910,18407,100,1421,74030,107,936,61257,148,4906,347017,110,891,46019,182,1068,21790,182,853,100415,223,3165,96567,103,550,13423,135,771,23595,171,1607,52266,97,418,7359,64,426,10470,117,531,10803,153,703,9458,165,978,13287,135,544,6659,120,690,9457,8,72,7529,1074,6705,98516,152,1294,17979,68,936,22200,71,449,5290,29,122,945,33,141,1388,77,441,5772,43,252,2009,63,350,16556,120,893,12115,28,120,1147,37,202,814,38,149,779,28,109,672,21,108,1114,19,62,608,18,103,552,13,33,190,21,94,404,20,59,602,28,124,879,12,80,1073,38,165,2049,18,65,780,5,19,114,16,48,325,58,287,2158,43,185,1975,17,108,1562,5,33,x,11,71,827,-,-,-,1,4,x,26,77,413,6,10,28,3,4,18,1,1,x,1,4,x,1,1,x,5,8,26,3,4,x,2,4,x,5,19,48,5,19,48,-,-,-,10,40,310,10,40,310
2,N,80,娯楽業,4867,86127,4486281,3789,68892,3937842,191,3003,113897,203,2748,297107,389,6784,1654513,292,5352,176853,40,3814,148011,119,2002,83370,85,2004,85317,131,3781,78544,163,6448,98900,114,1777,62370,196,2268,104031,251,2403,58172,316,5954,290833,117,1152,37370,157,2051,46713,210,4216,125004,81,1347,38325,44,964,14154,143,2362,98903,164,2586,49945,157,2107,98161,106,1639,76521,114,1852,100457,6,278,370,981,16691,539551,147,2429,60604,47,909,44886,72,1174,28704,22,183,2027,37,792,36663,54,2169,91083,31,423,25381,52,778,22984,96,1293,32383,27,326,15886,31,459,11303,38,430,6793,31,441,18176,24,463,11990,23,291,4179,18,209,3941,12,67,1070,18,312,17793,20,355,14414,16,190,8891,20,333,11987,43,893,16074,14,355,10669,20,233,9771,23,672,7248,45,512,24650,97,544,8888,19,344,7806,10,169,6279,4,97,1396,1,6,x,4,72,x,78,200,1081,35,106,616,13,42,316,2,4,x,5,9,x,15,51,240,17,27,71,15,22,x,2,5,x,18,41,213,18,41,213,-,-,-,8,26,181,8,26,181
1,O,00,教育，学習支援業,12025,127106,…,7997,94443,…,308,7303,…,232,1828,…,382,5611,…,498,9175,…,278,5921,…,167,2580,…,180,1449,…,219,2173,…,306,4163,…,285,3477,…,427,3874,…,711,6761,…,475,7927,…,259,2748,…,505,4600,…,394,5612,…,226,1932,…,113,887,…,382,2825,…,600,4702,…,395,3544,…,285,1838,…,370,3513,…,-,-,…,3974,32453,…,532,3449,…,182,1419,…,247,3448,…,127,1114,…,127,498,…,215,1408,…,108,541,…,210,1955,…,428,3088,…,95,827,…,194,1877,…,211,1666,…,118,974,…,147,1301,…,124,1101,…,58,354,…,55,382,…,87,445,…,64,471,…,111,843,…,60,273,…,99,2602,…,62,436,…,74,415,…,59,307,…,180,1259,…,54,210,…,26,137,…,13,95,…,12,39,…,-,-,…,1,3,…,28,73,…,14,38,…,10,30,…,-,-,…,1,1,…,3,7,…,2,6,…,2,6,…,-,-,…,10,19,…,10,19,…,-,-,…,2,10,…,2,10,…
2,O,81,学校教育,775,23842,…,540,17187,…,17,966,…,3,99,…,18,815,…,35,1395,…,19,672,…,10,482,…,8,271,…,8,252,…,22,1442,…,20,719,…,45,978,…,43,876,…,30,1081,…,21,428,…,28,1294,…,26,1019,…,22,570,…,3,68,…,31,679,…,33,834,…,48,989,…,21,453,…,29,805,…,-,-,…,231,6579,…,19,524,…,10,185,…,15,933,…,18,564,…,6,73,…,11,268,…,5,88,…,12,492,…,23,647,…,6,144,…,13,355,…,8,169,…,8,228,…,11,307,…,4,48,…,3,74,…,3,78,…,3,59,…,8,173,…,10,367,…,4,104,…,5,87,…,5,151,…,5,101,…,5,135,…,11,225,…,4,76,…,4,76,…,2,52,…,2,24,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…
2,O,82,その他の教育，学習支援業,11250,103264,812117,7457,77256,584068,291,6337,87703,229,1729,14713,364,4796,37655,463,7780,166192,259,5249,10476,157,2098,22981,172,1178,6889,211,1921,10260,284,2721,22566,265,2758,13776,382,2896,10065,668,5885,23809,445,6846,47328,238,2320,13750,477,3306,11128,368,4593,24862,204,1362,7026,110,819,3849,351,2146,6432,567,3868,14993,347,2555,9237,264,1385,5576,341,2708,12805,-,-,-,3743,25874,227259,513,2925,10690,172,1234,6953,232,2515,11517,109,550,2677,121,425,1272,204,1140,4660,103,453,1525,198,1463,6269,405,2441,11127,89,683,3561,181,1522,6720,203,1497,3742,110,746,2540,136,994,3051,120,1053,6673,55,280,1278,52,304,918,84,386,794,56,298,641,101,476,1446,56,169,366,94,2515,129984,57,285,813,69,314,1232,54,172,828,169,1034,5979,50,134,789,22,61,501,11,43,474,10,15,x,-,-,-,1,3,x,28,73,288,14,38,136,10,30,125,-,-,-,1,1,x,3,7,x,2,6,x,2,6,x,-,-,-,10,19,67,10,19,67,-,-,-,2,10,x,2,10,x
1,P,00,医療，福祉,36704,624865,34169101,26346,432906,32735193,858,23382,26067967,989,16063,700055,1302,25964,743432,1231,26121,697874,699,16909,314703,734,7069,203850,755,10401,149835,902,14155,135710,1137,14630,248910,792,13832,219613,1746,26994,258138,2316,32477,246922,1077,15031,265577,902,12469,732128,1543,20936,437710,1042,11645,141594,841,12456,88720,548,8100,56615,1358,36843,417937,1789,24792,158420,1438,26808,170710,1066,16495,128887,1274,19230,147885,7,104,2000,10163,187368,1405330,1443,29095,218946,462,10133,157344,565,8504,65909,386,9130,79193,298,8442,53913,592,9280,73232,266,5212,34220,571,7987,50133,1000,18433,120605,321,4768,28571,456,8086,47972,484,7751,67148,357,7589,49818,326,4002,23362,266,3362,22332,149,2504,16172,156,3097,25150,198,3725,26894,196,5316,38895,242,3424,19141,132,3333,25960,333,8248,58541,154,3090,19759,137,2102,14005,158,2732,19250,515,8023,48866,195,4591,28579,131,3562,23114,63,1665,10409,48,1269,x,7,211,1207,13,417,x,64,1029,x,32,604,x,24,456,2818,1,8,x,4,81,x,3,59,416,4,87,386,4,87,386,-,-,-,21,219,1162,21,219,1162,-,-,-,7,119,266,7,119,266
2,P,83,医療業,26026,359228,3775126,19402,263312,2904318,662,12738,166380,776,9882,137455,1019,19650,237980,921,18107,226588,543,13906,207026,534,3776,29913,541,5637,53384,636,7612,76554,883,9589,90239,621,8079,142599,1300,17162,171095,1716,18146,174315,884,9571,103024,663,6968,57669,1093,10406,92006,828,7061,59181,606,7666,65246,359,4567,40290,921,26700,364900,1234,11971,100547,987,14465,115689,752,8906,86083,919,10708,105856,4,39,298,6545,94939,863560,821,14747,147226,306,5629,57577,436,5324,53972,247,5626,62324,183,4417,35424,398,4198,42369,168,2445,20992,406,4040,31157,627,8456,72031,209,2645,20663,294,4172,29653,289,3226,35239,218,3815,30096,227,1887,13407,193,1253,10973,99,1151,9829,99,1772,19390,124,1679,14511,116,3370,28540,150,1173,9777,82,1914,18916,209,4578,41363,102,1302,10992,103,1048,9236,101,806,6255,338,4266,31650,79,977,7248,52,897,6771,33,542,4207,15,320,x,-,-,-,4,35,x,27,80,477,12,32,x,10,29,x,-,-,-,1,2,x,1,1,x,1,1,x,1,1,x,-,-,-,11,43,298,11,43,298,-,-,-,3,4,x,3,4,x
2,P,84,保健衛生,282,7108,99457,240,6463,84054,24,1018,12331,20,559,18361,27,686,9025,27,1318,13321,8,113,1859,8,60,612,5,58,407,8,107,953,11,314,3269,5,191,2462,16,219,2547,7,135,1411,22,281,3099,5,43,547,6,194,1883,9,215,3188,2,3,x,4,32,281,10,712,6868,5,102,424,2,10,x,4,24,308,4,35,757,1,34,x,42,645,15402,3,5,42,6,316,12228,8,58,335,1,6,x,1,5,x,1,144,x,1,3,x,4,6,13,4,24,295,-,-,-,1,1,x,3,44,307,1,20,x,1,1,x,1,2,x,-,-,-,-,-,-,2,4,x,-,-,-,-,-,-,-,-,-,1,2,x,1,2,x,-,-,-,-,-,-,2,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,P,85,社会保険・社会福祉・介護事業,10396,258529,30294518,6704,163131,29746820,172,9626,25889255,193,5622,544239,256,5628,496426,283,6696,457965,148,2890,105818,192,3233,173325,209,4706,96044,258,6436,58203,243,4727,155403,166,5562,74552,430,9613,84496,593,14196,71195,171,5179,159453,234,5458,673912,444,10336,343821,205,4369,79225,233,4787,x,185,3501,16044,427,9431,46169,550,12719,57449,449,12333,x,310,7565,42496,351,8487,41273,2,31,x,3576,91784,526368,619,14343,71678,150,4188,87539,121,3122,11602,138,3498,x,114,4020,x,193,4938,x,97,2764,x,161,3941,18963,369,9953,48279,112,2123,7909,161,3913,x,192,4481,31602,138,3754,x,98,2114,x,72,2107,x,50,1353,6343,57,1325,5761,72,2042,x,80,1946,10355,92,2251,9363,50,1419,7044,123,3668,x,51,1786,x,34,1054,4769,57,1926,12994,175,3755,x,116,3614,21330,79,2665,16343,30,1123,6203,33,949,6545,7,211,1207,9,382,2389,37,949,4987,20,572,3498,14,427,x,1,8,x,3,79,x,2,58,x,3,86,x,3,86,x,-,-,-,10,176,865,10,176,865,-,-,-,4,115,x,4,115,x
1,Q,00,複合サービス事業,271,3544,…,163,1326,…,12,67,…,15,86,…,9,71,…,9,28,…,4,8,…,15,40,…,14,28,…,5,8,…,7,26,…,-,-,…,14,88,…,13,291,…,2,9,…,2,96,…,6,56,…,-,-,…,1,2,…,2,4,…,4,15,…,2,21,…,12,125,…,7,146,…,8,111,…,-,-,…,98,2122,…,1,90,…,4,54,…,2,32,…,6,99,…,11,180,…,8,139,…,3,124,…,5,90,…,14,296,…,3,47,…,4,58,…,2,74,…,4,43,…,2,38,…,2,44,…,1,22,…,2,46,…,3,41,…,1,28,…,4,123,…,2,43,…,1,58,…,1,90,…,2,89,…,6,142,…,4,32,…,10,96,…,3,42,…,-,-,…,1,19,…,1,8,…,1,15,…,7,54,…,4,32,…,2,14,…,-,-,…,2,18,…,-,-,…,1,11,…,1,11,…,-,-,…,2,11,…,2,11,…,-,-,…,-,-,…,-,-,…
2,Q,86,郵便局,11,48,…,5,28,…,-,-,…,-,-,…,-,-,…,2,9,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,5,…,-,-,…,1,1,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,13,…,-,-,…,-,-,…,4,15,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,2,…,-,-,…,-,-,…,1,3,…,-,-,…,-,-,…,-,-,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,7,…,2,5,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,2,5,…,1,3,…,1,3,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,-,-,…,1,2,…,1,2,…,-,-,…,-,-,…,-,-,…
2,Q,87,協同組合（他に分類されないもの）,260,3496,63090,158,1298,27953,12,67,806,15,86,1760,9,71,1622,7,19,148,4,8,412,15,40,566,14,28,629,5,8,139,7,26,326,-,-,-,14,88,1500,13,291,4723,1,4,x,2,96,x,5,55,1505,-,-,-,1,2,x,2,4,x,4,15,2468,2,21,x,12,125,3552,6,133,2336,8,111,2156,-,-,-,94,2107,33068,1,90,x,4,54,1395,2,32,x,6,99,2371,11,180,2664,7,137,4007,3,124,1367,5,90,1659,13,293,3180,3,47,987,4,58,1275,2,74,x,3,40,997,2,38,x,2,44,x,1,22,x,2,46,x,3,41,957,1,28,x,4,123,674,2,43,x,1,58,x,1,90,x,2,89,x,6,142,1460,3,25,489,8,91,2069,3,42,580,-,-,-,1,19,x,1,8,x,1,15,x,5,49,1489,3,29,x,1,11,x,-,-,-,2,18,x,-,-,-,1,11,x,1,11,x,-,-,-,1,9,x,1,9,x,-,-,-,-,-,-,-,-,-
1,R,00,サービス業（他に分類されないもの）,26844,738877,…,21848,664496,…,2270,114966,…,1994,93226,…,2435,83641,…,1651,88509,…,757,19559,…,1001,15577,…,543,7469,…,879,32179,…,945,28238,…,349,9293,…,1016,21958,…,862,11660,…,1232,48296,…,423,6119,…,605,8335,…,820,22905,…,403,5093,…,272,3979,…,587,8029,…,585,6999,…,923,10925,…,503,4847,…,761,8729,…,32,3965,…,4769,72325,…,864,11154,…,372,10824,…,222,2772,…,181,3030,…,209,1498,…,325,8020,…,131,2069,…,241,4732,…,435,5970,…,76,722,…,157,2282,…,187,2197,…,98,842,…,111,2235,…,92,1336,…,66,615,…,67,756,…,90,790,…,58,401,…,99,567,…,97,727,…,185,4518,…,100,1158,…,78,950,…,102,530,…,126,1630,…,227,2056,…,142,1482,…,78,1115,…,44,306,…,9,20,…,11,41,…,85,574,…,43,281,…,29,209,…,2,14,…,8,45,…,4,13,…,11,120,…,11,120,…,-,-,…,22,85,…,21,82,…,1,3,…,9,88,…,9,88,…
